PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Talla,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Color,Composición,Homologación,Homologación de emisiones acústicas,Posición,Talla,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1061725,76000318,PH89500,PRO CIRCUIT,PROCI EXHAUST WORKS PIPE,"Escape 2T Pro Circuit Works, acero, para Honda CR500R",484.00,400.00,280.00,PH89500,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css""> .cs2654AE3A{text-align:left;text-indent:0pt;margin:0pt 0pt 0pt 0pt} .cs63EB74B2{color:#000000;background-color:transparent;font-family:Times New Roman;font-size:12pt;font-weight:normal;font-style:normal;} .cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000000;background-color:transparent;font-family:Arial;font-size:12pt;font-weight:normal;font-style:normal} </style> </head> <body> <p>The original Pro Circuit Works Pipe offers unparalleled performance and power for every two-stroke application. Increased horsepower and torque gains will quickly be noticed across the entire rpm range. The unplated, oiled metal finish requires some maintenance, but really gives your bike that ""Works Look"".</p><ul start=""1""> <li>Stamped AKDQ high quality carbon steel construction</li><li>Hand welded and pounded seams</li><li>Reinforced mounting brackets and stinger</li></ul> </body> </html>","       The original Pro Circuit Works Pipe offers unparalleled performance and power for every two-stroke application. Increased horsepower and torque gains will quickly be noticed across the entire rpm range. The unplated, oiled metal finish requires some maintenance, but really gives your bike that ""Works Look"". Stamped AKDQ high quality carbon steel constructionHand welded and pounded seamsReinforced mounting brackets and stinger  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,58069,3194,624,396,235,,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061725-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU4NDJ8aW1hZ2UvanBlZ3xhRGczTDJnek15ODRPVGN6TXpnMU1qTTJOVEV3THpFd05qRTNNalV0TVY4NE1EQlhlRGd3TUVnfDQ5NTBkMzg1NTI5ZmZkMzk3NzUyZDFiZjI1OWUxYTVkNWUyMTdkYzBjOTQ1MmIxNjE1ZGUxNGUyN2RjODEyOGM,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061635,76000203,0851665,PRO CIRCUIT,PROCI EXHAUST 2STR PLATINUM PIPE,"Bufanda de escape Pro Circuit Platinum, KTM SX65",407.49,336.77,235.74,0851665,1,8714104000,0,1,"<p align=justify>The Platinum Pipe offers the same performance gains as the popular Works Pipe, but utilizes a platinum plating on the body to protect it from everyday elements. Precision in design and engineering makes even the smallest details into a work of art. The Platinum Pipe is a unique fusion of power, elegance and utility that pushes the boundaries of the sport's riding pleasure.<br> </p><ul><li>Stamped AKDQ high quality carbon steel construction</li><li>Hand welded and pounded seams</li><li>Reinforced mounting brackets and stinger</li><li>Electroless nickel plating increases part life 2-10x longer</li></ul>","
The Platinum Pipe offers the same performance gains as the popular Works Pipe, but utilizes a platinum plating on the body to protect it from everyday elements. Precision in design and engineering makes even the smallest details into a work of art. The Platinum Pipe is a unique fusion of power, elegance and utility that pushes the boundaries of the sport's riding pleasure. Stamped AKDQ high quality carbon steel constructionHand welded and pounded seamsReinforced mounting brackets and stingerElectroless nickel plating increases part life 2-10x longer",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,29207,1435,466,269,233,,,,,,Homologación FIM,,,,https://api.mybihr.com/medias/800Wx800H-1061635-1.jpg?context=bWFzdGVyfHJvb3R8NzM2MjN8aW1hZ2UvanBlZ3xhRFZqTDJobU1pOHpNekV6TWpNM01EazRORGs1TUM4NE1EQlhlRGd3TUVoZk1UQTJNVFl6TlMweExtcHdad3w0NmY3YTE4Nzk5NjQ3YTJlYzU4ZDM0MWRjMzBjNmIyMDc2NTE3ZTJmYWQ4ZDc2ZDViOTRmZWUzNWU0ZmJkNGEx,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061639,76000452,1031865,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 Yamaha YZ65: aluminio, tapa de acero inox",228.90,189.17,132.42,76000452,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,7442,779,443,210,80,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061639-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTUzMTR8aW1hZ2UvanBlZ3xhREpoTDJnNE1DODRPVGN6TXpZM09UWTNOemMwTHpFd05qRTJNemt0TVY4NE1EQlhlRGd3TUVnfGU1MGQ3MWM3MGQyN2E1Yjk0YTdhNTAwYjkyMjU0YWZiOWJkMmQwZmM0ZWE0YjUzMDM5NDViNzEwNjc5MWMzNGY,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061641,76000146,1051130,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM/Husqvarna: aluminio, tapa de acero inox",228.90,189.17,132.42,1051130,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,11920,1592,734,203,80,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/800Wx800H-1061641-1.jpg?context=bWFzdGVyfHJvb3R8Mjg1NTd8aW1hZ2UvanBlZ3xhRGRoTDJnNVpDOHpNekV6TWpNM01UTTBOVFF6T0M4NE1EQlhlRGd3TUVoZk1UQTJNVFkwTVMweExtcHdad3xkZjRlYWRkY2ZjMDlhMTI3ODI0YjMwYmYwZThiZWExYzgwYjhmMjJkMDU3ZmY1NDIxOTBkNWIyNWViODY2MDg0,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061642,76000151,1051525,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM/Husqvarna: aluminio, tapa de acero inox",228.90,189.17,132.42,1061642,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,11185,1312,681,225,73,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061642-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE0NTJ8aW1hZ2UvanBlZ3xhRGczTDJneVlTODRPVGN6TXpZNE16a3pOelU0THpFd05qRTJOREl0TVY4NE1EQlhlRGd3TUVnfGJlNzVkOGJmMTRlOTQyMzY5NzA4MGUwMTMyNjczYmQxMDdjODQzMmU1MjNhMGUzMjdlYjA4N2E2NGUzMDAyNmM,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061643,76000204,1051665,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM/Husqvarna: aluminio, tapa de acero inox",236.99,195.86,137.10,1151665,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,6236,754,439,134,106,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061643-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg0ODd8aW1hZ2UvanBlZ3xhR0kzTDJneU15ODRPVGN6TXpZNE5Ua3dNelkyTHpFd05qRTJORE10TVY4NE1EQlhlRGd3TUVnfDUzM2RlZmExOWRjODhmZTM3MGVmY2FmMTg4ZjA0OTVhZmE1OTg5OWZlOTE0MTdjNWIxZGQwYmNlODE3ODk1ZDQ,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061644,76000329,1051725,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM: aluminio, tapa de acero inox",228.90,189.17,132.42,76000329,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,12285,1310,698,200,88,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/800Wx800H-1061644-1.jpg?context=bWFzdGVyfHJvb3R8NzcyNjd8aW1hZ2UvanBlZ3xhR015TDJnME1pOHpNakF5TXpFeE5ETTFNRFl5TWk4NE1EQlhlRGd3TUVoZk1UQTJNVFkwTkMweExtcHdad3wyMTJjZTNmNjA3MWE3MjMyYzJmNGQzMzQ2ODVmNGE1ZGQ4MWJlZjMwYmE3NzZhNDkxNDI3YmQxZDVmYmU2N2Nm,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061645,7000002906,1051912,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM/Husqvarna: aluminio, tapa de acero inox",228.90,189.17,132.42,1051912,0,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,9651,1078,580,208,80,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061645-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg0NTl8aW1hZ2UvanBlZ3xhREk1TDJneE5pODRPVGN6TXpZNE9UZ3pOVGd5THpFd05qRTJORFV0TVY4NE1EQlhlRGd3TUVnfGYxZjRiMzM1MWQxNWExNmJlNGY4NmFjYTQ2OTM1NTZmYWYyYzFiMWI1NWZhMjMxZTQyNzUzNjE3MjZiZWY2YWQ,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061646,7000001906,1051925,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 KTM/Husqvarna: aluminio, tapa de acero inox",228.90,189.17,132.42,1051925,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,12014,1125,693,197,88,Acero inoxidable,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061646-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU1MDh8aW1hZ2UvanBlZ3xhRFV5TDJnek9DODRPVGN6TXpZNU1UZ3dNVGt3THpFd05qRTJORFl0TVY4NE1EQlhlRGd3TUVnfGJmZThmMjkyMzBmNDVkN2Y0NjhkNTYwYTBlMTkxMmIzYjA0YmY1M2MxNThjYmIxZTIxYjQ1NDRkZTJjNjllY2I,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061631,76000231,0761985,PRO CIRCUIT,PROCI EXHAUST 2STR WORKS PIPE,"Escape 2T Pro Circuit, acero, para KTM/Husqvarna",429.99,355.36,248.75,0761985,2,8714104000,0,1,"<p align=justify>The original Pro Circuit Works Pipe offers unparalleled performance and power for every two-stroke application. Increased horsepower and torque gains will quickly be noticed across the entire rpm range. The unplated, oiled metal finish requires some maintenance, but really gives your bike that ""Works Look"".<br><br></p><ul><li>Stamped AKDQ high quality carbon steel construction</li><li>Hand welded and pounded seams</li><li>Reinforced mounting brackets and stinger</li></ul>","
The original Pro Circuit Works Pipe offers unparalleled performance and power for every two-stroke application. Increased horsepower and torque gains will quickly be noticed across the entire rpm range. The unplated, oiled metal finish requires some maintenance, but really gives your bike that ""Works Look"".Stamped AKDQ high quality carbon steel constructionHand welded and pounded seamsReinforced mounting brackets and stinger",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,33297,1562,580,299,192,,,,,,Homologación FIM,,,,https://api.mybihr.com/medias/1061631-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgyODZ8aW1hZ2UvanBlZ3xhRFJtTDJobU55ODRPVGN6TXpZMk5Ua3hOVEU0THpFd05qRTJNekV0TVY4NE1EQlhlRGd3TUVnfDIzZGMyMTI5NjRlMjk2Yzc5YWMxOTRkMTVhNTc5Y2I0MmYxOTk1YzU2M2UzYWY3ZDE2MGRmZjMwYTdhOTRiZTM,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061638,7000012512,0852030,PRO CIRCUIT,PROCI EXHAUST 2STR PLATINUM PIPE,"Bufanda de escape Pro Circuit, Platinum",423.50,350.00,245.00,7000012512,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.csEF169D0F{text-align:justify;margin:0pt 0pt 0pt 0pt;background-color:#FFF;}.cs24A9F904{color:#000;background-color:#FFF;font-weight:normal;font-style:normal;}.cs21898AA6{color:#000;background-color:#FFF;font-weight:bold;font-style:normal;}.csA40FCF0C{text-align:justify;margin:0pt 0pt 0pt 0pt;background-color:#FFF;list-style-type:disc;color:#000;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>The Pro Circuit Platinum Pipe offers the same performance gains as the popular Works Pipe, but utilizes a platinum plating on the body to protect it from everyday elements. This Platinum Pipe off-road version is designed with more ground clearance to help avoid pipe damage from rocks, and still offers increased horsepower and torque gains across the entire rpm range. The Platinum Pipe is a unique fusion of power, elegance and utility that pushes the boundaries of the sport's riding pleasure.</p><p> </p><p>Features Include:</p><ul> <li>Higher ground clearance to help avoid pipe damage</li><li>Stamped AKDQ high quality carbon steel construction</li><li>Hand welded and pounded seams</li><li>Reinforced mounting brackets and stinger</li><li>Electroless nickel plating increases part life 2-10x longer</li><li>Made in the USA<a id=""_DX_FRAG_ENDFRAGMENT""></a></li></ul> <p> </p></body> </html>","       The Pro Circuit Platinum Pipe offers the same performance gains as the popular Works Pipe, but utilizes a platinum plating on the body to protect it from everyday elements. This Platinum Pipe off-road version is designed with more ground clearance to help avoid pipe damage from rocks, and still offers increased horsepower and torque gains across the entire rpm range. The Platinum Pipe is a unique fusion of power, elegance and utility that pushes the boundaries of the sport's riding pleasure. Features Include: Higher ground clearance to help avoid pipe damageStamped AKDQ high quality carbon steel constructionHand welded and pounded seamsReinforced mounting brackets and stingerElectroless nickel plating increases part life 2-10x longerMade in the USA   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,67656,2714,587,403,286,,,,,,Solo para uso en circuito,,,,https://api.mybihr.com/medias/1061638-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI1MjF8aW1hZ2UvanBlZ3xhR1UzTDJnNE5pODRPVGN6TXpZM056Y3hNVFkyTHpFd05qRTJNemd0TVY4NE1EQlhlRGd3TUVnfDU0MDg4MmNiMjRlZjA5MTFhOGQxYzFiYmQ5MGYwOGYxYmU5ODNkZDFiYTY5NDE3NDg4OTZjMjJkMzQ5Y2Q1NTc,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061640,7000005106,1031985,PRO CIRCUIT,PROCI EXHAUST MUFFLER TYPE 304,"Silencioso Pro Circuit 304 Yamaha YZ85: aluminio, tapa de acero inox",228.90,189.17,132.42,1031985,1,8714104000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.</p><p> </p><ul> <li>6061 T6 brushed aluminum silencer body</li><li>Double-walled mounting bracket</li><li>Allen head screws ensure easy repacking when needed for extended product life</li><li>Made in the USA</li></ul> </body> </html>","       The 304 silencer is recommended for most two-stroke applications. The slightly longer body offers added top end performance while reducing noise output. The brushed aluminum body and stainless steel inlet tube and end-cap gives you a silencer that looks as good as it performs.  6061 T6 brushed aluminum silencer bodyDouble-walled mounting bracketAllen head screws ensure easy repacking when needed for extended product lifeMade in the USA  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,8678,816,203,450,95,Acero inoxidable,,,,,Solo para uso en circuito,,Nivel estándar,,https://api.mybihr.com/medias/1061640-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODM0NTh8aW1hZ2UvanBlZ3xhR0ZsTDJnek1TODRPVGN6TXpZNE1UWTBNemd5THpFd05qRTJOREF0TVY4NE1EQlhlRGd3TUVnfGNmNTlhODIyNzVhODQyOThkZDVmZjI3MzUzMzY5NzA5Yjg4OWQwZjNlNzJiYzBhNjk5NGJmZTEzMjJmN2NiOTM,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
1061707,76036117,PC4022-0001,PRO CIRCUIT,PROCI SPAREPARTS CARBON END CAP,"Tapa de escape de fibra de carbono Pro Circuit, con remaches (Ø ext.: 88,9 mm, Øint.: 44,45 mm)",167.49,138.42,96.89,PC4022-0001,0,8714109090,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,3428,121,209,139,118,,,,,,,,,,https://api.mybihr.com/medias/1061707-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YUdFMkwyZzBNUzg1TURFek1EQTBPVEkzTURBMkx6RXdOakUzTURjdE1WODRNREJYZURnd01FZ3xiY2ZlODViOWI3OTNkNTJmZDFlN2RiOTg5NjBkZWY1ZjgxZDBhYWIzNDEyZDU5NmFlMmE1NWFlMDlhYjFlYjIx,,,https://static.bihr.pro/eBihr/Pictures/PRO_CIRCUIT-pictures.zip,Spain Warehouse (Parts)
