PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Pastillas de freno] Altura 2 (mm),[Pastillas de freno] Anchura 2 (mm),[Pastillas de freno] Espesor 2 (mm),Altura (mm),Anchura (mm),Color,Composición,Construcción,Depósito,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Distancia entre centros,Espesor (mm),Fabricación,Forma de disco de freno,Homologación,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1138667,,SRMK-003,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,29.04,24.00,15.60,SRMK-003,9,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138667-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRGN3TDJoaFl5ODRNVGczTlRNME56TTNOREV4TUM4NE1EQlhlRGd3TUVoZk1URXpPRFkyTnkweExtcHdad3wwNGMwMGU4NzA2ZWMwN2E4MGQ4OWVjMzk0OThjN2Q1ZjUxN2VjNjEyNjBlZjEwYjViYTNlZTc0ZjY5ZjkxZjAx,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138665,,SRMK-001,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,31.46,26.00,16.90,SRMK-001,8,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138665-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRFUyTDJobVpTODRNVGczTlRNME5qazRNRGc1TkM4NE1EQlhlRGd3TUVoZk1URXpPRFkyTlMweExtcHdad3xhZGUyZGYxNTA1ZmY5NzI4Mjc5ZDQyZGYxYmE2YjBkMTdhYmYyMzE2NGJlNTg2NTM1MDkzMjdiMjYwN2UxMzU4,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138650,,KRMK-001,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,16.94,14.00,9.10,KRMK-001,6,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138650-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRGhpTDJnME1TODRNVGczTVRrd016TTVNVGMzTkM4NE1EQlhlRGd3TUVoZk1URXpPRFkxTUMweExtcHdad3wzZmNkN2E4OWYyMDEyMzQyNzVmNzE3ZjhmNzM3ZDA0MWY2ZTRmYWM3YjU2MTc3NWRjNDM4MTg2MGZjNjMyOThj,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138632,,HRMK-001,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,33.88,28.00,18.20,HRMK-001,9,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,472,40,144,117,28,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138632-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhREppTDJnMlppODRNVGczTVRnNU9UZzFNamd6TUM4NE1EQlhlRGd3TUVoZk1URXpPRFl6TWkweExtcHdad3w3NDEyYWJmMDY1NmJkMmUwZTFiNWUyMDYxZjc1MjA4ZTE0OTI5MDhlN2M1MjRjMDE3NWVhYTAzNzg5YTI2Y2Vk,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138691,,YRMK-004,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,49.61,41.00,26.65,YRMK-004,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138691-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRFJrTDJnd09DODRNVGczTlRNMU1qQTVNamN3TWk4NE1EQlhlRGd3TUVoZk1URXpPRFk1TVMweExtcHdad3wwODRhNDU0M2Q2YjQ4ZTk2Y2YwMmViZTljNTkyN2RkNjAwNWFlMmNiZTM1YTIwYTY5MjdmOTIzYjA4OTVkMzIz,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138635,,HRMK-004,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,38.72,32.00,20.80,HRMK-004,11,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138635-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhR1ZqTDJnNE15ODRNVGczTVRrd01EUTBNalkxTkM4NE1EQlhlRGd3TUVoZk1URXpPRFl6TlMweExtcHdad3w2YTAwNmRjMjk4Yzk3NDY4ZTg5ZDE2M2Q5ODhlYzk1NTEzNjA1ZThkNDM2ZDVkM2E0YzI5ZjY5ZjY2YTcyOTk5,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138668,,SRMK-004,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,27.83,23.00,14.95,SRMK-004,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138668-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhR0V3TDJoaE5TODRNVGczTlRNME56VTNNRGN4T0M4NE1EQlhlRGd3TUVoZk1URXpPRFkyT0MweExtcHdad3w4ZDMzMjQ0NjI5NDBiNWEzOWZjOThmYzdmNDI3YWE4YWYyZGU4MTU3NTVjOGM3MTEyZjMyN2Q2MjQ2NTA0ZmY4,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138688,,YRMK-001,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,29.04,24.00,15.60,YRMK-001,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138688-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRFpqTDJnMU1TODRNVGczTlRNMU1UVXdNamczT0M4NE1EQlhlRGd3TUVoZk1URXpPRFk0T0MweExtcHdad3w3ZjQzYzJmZmEwNWEwNmU5OTgzODU5YjhkODEwZTJhZGY4ZGNlYTBjMzFiODEyYzQ0YTMxNjY2NGY2MzlmN2Ix,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138633,,HRMK-002,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,36.30,30.00,19.50,HRMK-002,9,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138633-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhRFJpTDJnM05pODRNVGczTVRrd01EQTBPVFF6T0M4NE1EQlhlRGd3TUVoZk1URXpPRFl6TXkweExtcHdad3w5YjBiZTljMWJlMjdmZjNlNTMzNjAyNDkwZmNiNGU1N2Y5Y2U1YjlkMDAwNTRiZmY2ODU1OGFkM2RjOWE3ZTNl,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138634,,HRMK-003,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,39.93,33.00,21.45,HRMK-003,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138634-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhREZqTDJnM1pDODRNVGczTVRrd01ESTBOakEwTmk4NE1EQlhlRGd3TUVoZk1URXpPRFl6TkMweExtcHdad3wwN2Q3MWVkMTYyNDkxNDIyYWM2YWExNTE1ODIwMjNjY2RjODg2ODRhMjRkZDAyNTBhZGU3YzZjYzdkOGEyNDE4,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138690,,YRMK-003,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,33.88,28.00,18.20,YRMK-003,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138690-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhREpsTDJnME5pODRNVGczTlRNMU1UZzVOakE1TkM4NE1EQlhlRGd3TUVoZk1URXpPRFk1TUMweExtcHdad3w1N2EyNjVkM2U4ZWQyZjc2MjlkY2FmM2QxNGQ1NjU1YjY4NTBiNTc4MzhhMjE1MjM5OTQ4MDg1ODBmOTAzYWJh,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138651,,KRMK-002,NISSIN,NISSI REPAIR KIT REAR MASTER CYLINDER,Kit de reparación bomba de freno trasera NISSIN,31.46,26.00,16.90,KRMK-002,10,8714109090,0,1,"<ul>
	<li>Kit de reparación de bomba de freno</li>	<li>Reacondicionamiento de alta calidad para un rendimiento óptimo</li>
	<li>Incluye todas las piezas y juntas necesarias para la aplicación específica</li>
</ul>","
	Kit de reparación de bomba de freno	Reacondicionamiento de alta calidad para un rendimiento óptimo
	Incluye todas las piezas y juntas necesarias para la aplicación específica
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138651-1.jpg?context=bWFzdGVyfHJvb3R8NTc3MjF8aW1hZ2UvanBlZ3xhR05sTDJnellTODRNVGczTVRrd016VTRPRE00TWk4NE1EQlhlRGd3TUVoZk1URXpPRFkxTVMweExtcHdad3xiMzJmOTMyODZhMmRjZmMyMjZmN2NhNzQ4NWU1ZWZiNTNhYzdkNDQ3ODMwZmE0ZWI4ZTViMTk3MDcyODcyNjlm,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1130326,,MCB-9MX-R,NISSIN,NISSI MASTER CYL BRAKE REAR 9.52MM,Bomba de freno trasero NISSIN,193.60,160.00,104.00,MCB-9MX-R,2,8714949090,0,1,"<p>Nissin ahora ofrece una bomba de freno trasero MOTOCROSS Racing</p>
<p><strong>BOMBA DE FRENO TRASERO NISSIN PARA MX RACING (¡Sólo para Racing!)</strong></p>
<p>Durante las carreras de motocross, las piedras suelen dañar la ventana del indicador de aceite de la bomba de freno trasero, lo que provoca fugas de aceite.</p>
<p>Muchos motoristas solicitan un bomba de freno trasero sin ventana de indicador de aceite para evitar que ésta se dañe.</p>
<p>Es por ello que esta pieza se ha desarrollado para satisfacer sus necesidades.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><br data-cke-eol=""1""><br></p>","
Nissin ahora ofrece una bomba de freno trasero MOTOCROSS Racing

BOMBA DE FRENO TRASERO NISSIN PARA MX RACING (¡Sólo para Racing!)

Durante las carreras de motocross, las piedras suelen dañar la ventana del indicador de aceite de la bomba de freno trasero, lo que provoca fugas de aceite.

Muchos motoristas solicitan un bomba de freno trasero sin ventana de indicador de aceite para evitar que ésta se dañe.

Es por ello que esta pieza se ha desarrollado para satisfacer sus necesidades.

 

 

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,1027,196,167,106,58,,,,,,Aluminio,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1130326-1.jpg?context=bWFzdGVyfHJvb3R8MTA5NzA0fGltYWdlL2pwZWd8YUdJd0wyaGpZUzgzT1RrMU5qWTVNRFk1T0RJM01DODRNREJYZURnd01FaGZNVEV6TURNeU5pMHhMbXB3Wnd8NGQ4OTRiZTg2NzRlY2E0OGQ5MDQ5ZjEzNTFmZWJiYTRiNGU1M2UwNWMyMGIxOWZmMmVlMTFmMGZiNTAyNjE1Mw,https://api.mybihr.com/medias/800Wx800H-1130326-2.jpg?context=bWFzdGVyfHJvb3R8NjYxMzB8aW1hZ2UvanBlZ3xhREF6TDJobE1DODNPVGsxTmpZNU1UQTVNVFE0Tmk4NE1EQlhlRGd3TUVoZk1URXpNRE15TmkweUxtcHdad3wyNzdlOWU5OTM3NTM0NmJhZmM3YjRjMGJjN2QxNGY4NzcxNWRkMmRiNDU4NDBiMTc2NTE1NjllMjFhYWIzMGRl,https://api.mybihr.com/medias/800Wx800H-1130326-3.jpg?context=bWFzdGVyfHJvb3R8MzQ5ODd8aW1hZ2UvanBlZ3xhRGMyTDJoa01pODNPVGsxTmpZNU1UUTRORGN3TWk4NE1EQlhlRGd3TUVoZk1URXpNRE15TmkwekxtcHdad3w2YzhkNjZiMjk2MTBmY2FiMmYwN2ZkMzI3MjgxYTJlNmIwYzIyYTU1OWZmNzY2YjJjYTZmYjA4MTY0MzRmNTBl,https://api.mybihr.com/medias/800Wx800H-1130326-4.jpg?context=bWFzdGVyfHJvb3R8MzI4NDV8aW1hZ2UvanBlZ3xhR1U1TDJoak5DODNPVGsxTmpZNU1UZzNOemt4T0M4NE1EQlhlRGd3TUVoZk1URXpNRE15TmkwMExtcHdad3xlOTAwZTc0ZTVkZGE5MTBmMGNmOWZhNWNjMWY2MjJjNDQwODZmNmUxN2M1NjQ5MTZjNWU4OThjYzE5YWMzMDZh,https://api.mybihr.com/medias/800Wx800H-1130326-5.jpg?context=bWFzdGVyfHJvb3R8MTA5NjI3fGltYWdlL2pwZWd8YURCbUwyZzJNaTgzT1RrMU5qWTVNalkyTkRNMU1DODRNREJYZURnd01FaGZNVEV6TURNeU5pMDFMbXB3Wnd8Zjc3MWUwMDE1MGVlZDJlNDc1NGYwOGJhZjQ2ODRkMDliNzMzYzIzZTJkMzkwZjMzOWEyNzI4Y2I5YjZmZjlhMQ,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138696,,YRSK-003,NISSIN,NISSI REPAIR KIT REAR SEAL,Kit juntas pinza de freno trasera NISSIN,14.52,12.00,7.80,YRSK-003,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,136,16,145,117,8,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138696-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhR1UwTDJnM01TODRNVGczTlRNMU16QTNOVGMwTWk4NE1EQlhlRGd3TUVoZk1URXpPRFk1TmkweExtcHdad3xlZGIzMzIzOTdiNGUwMzFlMTU0ZjQzZTZjMGZkMzI0Y2JiMjhlZjIzNmQwZGY4ZGM2NzQxYjVlMjIzNmFlZjU4,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138685,,YFSK-002,NISSIN,NISSI REPAIR KIT FRONT SEAL,Kit retenes de pistón para pinza de freno delantera NISSIN,14.52,12.00,7.80,YFSK-002,6,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1138685-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhRGMwTDJoaFpDODRNVGczTlRNMU1Ea3hNekExTkM4NE1EQlhlRGd3TUVoZk1URXpPRFk0TlMweExtcHdad3wyOWQ4MGI5NmZiZWQ3YWZkZTA5MDI0MGQ4MWE5MzFiNTdlYTY5N2U5MWMzOTkwYTMzZGYxNTI4MzdjZjIyZjVm,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138692,,YRPK-002,NISSIN,NISSI REPAIR KIT REAR PISTON,Kit de reparación pinza de freno trasera NISSIN,16.94,14.00,9.10,YRPK-002,8,8714109090,0,1,<ul><li>Kit pistón de pinza de freno</li><li>Reacondicionamiento de alta calidad</li><li>Incluye todos los pistones necesarios para la aplicación específica</li></ul>,Kit pistón de pinza de frenoReacondicionamiento de alta calidadIncluye todos los pistones necesarios para la aplicación específica,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138692-1.jpg?context=bWFzdGVyfHJvb3R8MTMzMDF8aW1hZ2UvanBlZ3xhRE01TDJobVlTODRNVGczTlRNMU9UUTJOVFV3TWk4NE1EQlhlRGd3TUVoZk1URXpPRFk1TWkweExtcHdad3w1NTRjYzRkNDNiOTYxM2U4ZDQ1ZTI4ZTFjNDJmOGUxNzhkYThmNmY3MDlkMTI4ZTllODNmMjg4OTM1ZTQ3YTNk,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138673,,SRSK-003,NISSIN,NISSI REPAIR KIT REAR SEAL,Kit juntas pinza de freno trasera NISSIN,14.52,12.00,7.80,SRSK-003,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,168,16,147,114,10,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138673-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhREE1TDJnell5ODRNVGczTlRNME9EVTFNemMxT0M4NE1EQlhlRGd3TUVoZk1URXpPRFkzTXkweExtcHdad3xiMWVhMTk0ZjQ0MjRiMDZmY2UzYjI0NjU0Y2U0Yzk0MjQyOTI4ZTRiOGQyMmI5NjliZWI4YTFkODBmMzM3NDBj,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138639,,HRSK-001,NISSIN,NISSI REPAIR KIT REAR SEAL,Kit juntas pinza de freno trasera NISSIN,10.89,9.00,5.85,HRSK-001,9,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138639-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhR0l6TDJobE5pODRNVGczTVRrd01USXlPVEE0Tmk4NE1EQlhlRGd3TUVoZk1URXpPRFl6T1MweExtcHdad3w0MDE1MmFlODhiMDczYzliZDkyOWUxMTBiYTRhN2I4YzEyYWZjZDhkZjhjY2ViMTI5MzYwNTc3OTBhNzAwOTYw,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138687,,YFSK-004,NISSIN,NISSI REPAIR KIT FRONT SEAL,Kit retenes de pistón para pinza de freno delantera NISSIN,15.73,13.00,8.45,YFSK-004,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,459,18,145,113,28,,,,,,,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1138687-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhRE5qTDJnMU9DODRNVGczTlRNMU1UTXdOakkzTUM4NE1EQlhlRGd3TUVoZk1URXpPRFk0TnkweExtcHdad3xhYTE0Yzc1MGY5OGRhZDcwMGI0OTI1OTlhMzNiNmYxMTdkYzExODIyZTZjNGI1ZjAwMGE1ZGIxNGJlODFmMDcw,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
1138674,,SRSK-004,NISSIN,NISSI REPAIR KIT REAR SEAL,Kit juntas pinza de freno trasera NISSIN,14.52,12.00,7.80,SRSK-004,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,505,74,145,116,30,,,,,,,,,,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138674-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NjR8aW1hZ2UvanBlZ3xhRE00TDJnek5TODRNVGczTlRNME9EYzFNRE0yTmk4NE1EQlhlRGd3TUVoZk1URXpPRFkzTkMweExtcHdad3xmMDVmY2UxNmZmYTI0M2VmMGVjNTU2Zjk5Y2QyN2Y1OGIyOTA3OWEzNjYzYjQ1MjdkMTYxMWVhNTNlN2EwMTNj,,,,,https://static.bihr.pro/eBihr/Pictures/NISSIN-pictures.zip,Spain Warehouse (Parts)
