PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Posición,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Alto espejo (mm),Ancho espejo (mm),Color,Composición,Distancia entre pernos,Embalaje,Fijación,Forma,Homologación,Incluye intermitente,Montaje,Posición,Rosca (mm),Rosca de espejo,Sentido de rosca,Picture1,AllPicturesZIP,Document1,Document2,DeliveryPlant
1083989002,EH596I,EH596I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro - Honda FES250 Foresight,15.95,13.18,7.91,8430525036925,1,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,2264,285,331,152,45,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083989002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEzODN8aW1hZ2UvanBlZ3xhR1prTDJnell5ODRPVFkzTXpZek16azFOakUwTHpFd09ETTVPRGt3TURJdE1WODRNREJYZURnd01FZ3wzNTM4M2VmZjg1MmMzODg4Yzg4YmFjNWZkNGYxMmVlYjUyMzM2ZTZhZTBjM2Q1MWVkNWVmNmQ3NTBmNzMxYTVm,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083593002,E187I,E187I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro - Guzzi V11 Leman/ Sport 99-01,23.95,19.79,11.87,8430525061736,1,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3343,379,334,154,65,,,Negro,,,,,Redondo,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083593002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkyNzV8aW1hZ2UvanBlZ3xhR1U0TDJoa05TODRPVGM0TlRneU16Y3lNemd5THpFd09ETTFPVE13TURJdE1WODRNREJYZURnd01FZ3wwYTNlMzA2ZmZkZmE4MGRhMDBiYTY2YWQ0ZDIyM2Q1MDA1NmU5NzkzNTlkNzM1NzY4ZDVlNmM1ZjE4NzEzMDUx,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083593001,E187D,E187D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - Guzzi V11 Leman/ Sport 99-01,23.95,19.79,11.87,8430525061743,6,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3498,384,334,154,68,,,Negro,,,,,Redondo,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/800Wx800H-1083593001-1.jpg?context=bWFzdGVyfHJvb3R8Mzc3MDZ8aW1hZ2UvanBlZ3xhREkzTDJnMU1TOHpNekV6TXpJM01EQTNNek0zTkM4NE1EQlhlRGd3TUVoZk1UQTRNelU1TXpBd01TMHhMbXB3Wnd8ZTg2NzUwYWZhMzk4NzBlNzYxNzE0OTgxMTE1MGVmZGRlNGYyYzc0MDNmNjA0NzJmZjhiMjM4MTM3ZGVkNDI4OA,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083581001,E173D,PT08875,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Bombardier,13.95,11.53,6.92,8430525088757,3,7009100090,0,1,"<p><strong>BOMBARDIER</strong></p>
<p>Snowmobiles M8/125 ↻</p>
<p><strong>BRP</strong></p>
<p>Snowmobiles M8/125 ↻</p>
<p><strong>CAN-AM</strong></p>
<p>Snowmobiles M8/125 ↻ </p>","
BOMBARDIER

Snowmobiles M8/125 ↻

BRP

Snowmobiles M8/125 ↻

CAN-AM

Snowmobiles M8/125 ↻ ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3625,390,150,424,57,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083581001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM0MTJ8aW1hZ2UvanBlZ3xhRFU1TDJnNU5DOHhOVFF4TURreE16Y3pPRGM0TWk4eE1EZ3pOVGd4TURBeExURmZPREF3VjNnNE1EQkl8MGRiNTZlNzRkMTY0ZTFiNDllNzZlZTNhYjU3ZjdlMjVhYjQ1ODhiZDNiMDU0Y2M1ODAyZjUyYTAwYzMyNzQxNg,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,https://api.mybihr.com/medias/Homologation-4001-1083581001.pdf?context=bWFzdGVyfHJvb3R8MTA4MTY4fGFwcGxpY2F0aW9uL3BkZnxhREV5TDJnMlpTODROelEzTmpjM05UUTROVFEzTUM5SWIyMXZiRzluWVhScGIyNWZOREF3TVY4eE1EZ3pOVGd4TURBeExuQmtaZ3wxNGUyNWZlM2RlMTMwOWU3M2I5YTlhOTJhMWMzN2FiNzBhYzBmNTRmZmQwOWFkYTE0N2Q3NmY2OGFmMTE2ZTZh,https://api.mybihr.com/medias/Homologation-4289-1083581001.pdf?context=bWFzdGVyfHJvb3R8NjIyNDV8YXBwbGljYXRpb24vcGRmfGFEWmlMMmhtTXk4NE56UTJNVE13TkRnMk1EY3dNaTlJYjIxdmJHOW5ZWFJwYjI1Zk5ESTRPVjh4TURnek5UZ3hNREF4TG5Ca1pnfDc1ZmE1OWY5NTMwOGFlNWNhMmRmZGYwNWExNmU1YmFhNmI5MjEzMGVhNWE1MjM4NGE0NGJiNWRiNmNkZjkyODQ,Spain Warehouse (Parts)
1083589001,E184I,FH-207-2-LEFT,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Gilera ICE,10.95,9.05,5.43,8430525041387,6,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,2190,311,348,121,52,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083589001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE4NDd8aW1hZ2UvanBlZ3xhRFV5TDJobVppODRPVGM0TlRjNU9UZ3dNekU0THpFd09ETTFPRGt3TURFdE1WODRNREJYZURnd01FZ3xkY2ZkNWJkMWZkMGNiNzk1NTAwNmM3YmUwMDViZThmYjU2ZDkwZGQ1OTUwMjRjNGY4ZjdjZThiMDA3NDY0Nzk2,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083589002,E184D,FH-207-2-RIGHT,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Gilera ICE,10.95,9.05,5.43,8430525041394,3,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,2164,305,349,124,50,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083589002-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkxNjh8aW1hZ2UvanBlZ3xhRGRtTDJnd05DODRPVGM0TlRnd01UYzJPVEkyTHpFd09ETTFPRGt3TURJdE1WODRNREJYZURnd01FZ3xkN2RhNmZmZTFiNzU2ODJlNjEyMDk0MzZlMDUwYzU1YmZhZGJjYWQxY2NkYmI2OGM3NWFjNjY2NTcwZmQ0YTMy,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083594002,E188D,FA-326-RH,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Aprilia RSV4 2B001543,150.95,124.75,74.85,8430525894730,6,7009100090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,4933,600,354,134,104,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083594002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAxNjB8aW1hZ2UvanBlZ3xhRE16TDJobU55OHhOVFF4TURreE5EVXlOVEl4TkM4eE1EZ3pOVGswTURBeUxURmZPREF3VjNnNE1EQkl8MmNiNDIwZDMwYmYwYTc4YjIwZDg2MGFhMDBmYTFhZWYzYzAyYjJkMTk1MTFjZGY5Yzk4ZDMzMWQyNTI0ODgzNw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083594001,E188I,FA-326-LH,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Aprilia RSV4 2B001544,150.95,124.75,74.85,8430525894723,22,7009100090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,4905,608,352,134,104,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083594001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAxODF8aW1hZ2UvanBlZ3xhR0UxTDJobE9TOHhOVFF4TURreE5ERXpNVGs1T0M4eE1EZ3pOVGswTURBeExURmZPREF3VjNnNE1EQkl8NDkyZjZkNzkxZTA5YTc5ZjI5MmIxMWI4ZjVlZTc4NTQzMjcwMGVhMGJiNmY4OWIzYmE3N2FjNzlhOGRiNmY2NA,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083640001,E245I,PT10155,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - MH Naked Duna,13.95,11.53,3.72,8430525101555,140,7009100090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3665,300,119,350,88,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083640001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIyMzZ8aW1hZ2UvanBlZ3xhRGRqTDJnME5TOHhOVFF4TURreE5qQTVPREEzT0M4eE1EZ3pOalF3TURBeExURmZPREF3VjNnNE1EQkl8MGI2ZmQ3MDI0N2Y0NDYwMDk1OTY4NjAyNzE3NTNmOTlhYTQ0OTlkMTcyMmJmZWJmYjVkYTQ2Y2ZmODZlN2QzMw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,https://api.mybihr.com/medias/Homologation-1083640001.pdf?context=bWFzdGVyfHJvb3R8MTE4NDUzfGFwcGxpY2F0aW9uL3BkZnxhREUyTDJneE15ODROek00TlRZNE1qY3dOalEyTWk5SWIyMXZiRzluWVhScGIyNGdNVEE0TXpZME1EQXdNUzV3WkdZfDQ2OTFiOGE2OWE4NGM5ZjQyMTJlNWZjODlkNTcxZmZkZTVlODViYmY0MDhkYWM1NzA3N2YxY2RlMjljZjJkMzA,,Spain Warehouse (Parts)
1083640002,E245D,PT10156,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - MH Naked Duna,13.95,11.53,3.72,8430525101562,507,7009100090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,2201,278,286,148,52,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A izquierdas,https://api.mybihr.com/medias/1083640002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzMzJ8aW1hZ2UvanBlZ3xhR1JpTDJnek55OHhOVFF4TURreE5qUTVNVEk1TkM4eE1EZ3pOalF3TURBeUxURmZPREF3VjNnNE1EQkl8ZDQ1MTMzODliZjVkZDUyODlhZmFkM2ZmNmVmN2M0MzgyNzUwZjU5OGYyOWYzOGJjMjQ3ZDkxMjEzZjQyOGRjYg,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,https://api.mybihr.com/medias/Homologation-1083640002.pdf?context=bWFzdGVyfHJvb3R8MTE4NDUzfGFwcGxpY2F0aW9uL3BkZnxhR1EyTDJneE15ODROek00TlRZNE1qYzNNVGs1T0M5SWIyMXZiRzluWVhScGIyNGdNVEE0TXpZME1EQXdNaTV3WkdZfDE1NTcxMGU5MjM5N2NiM2QyYTY1OTkyMmNkNGUwNjgxNDNkYjMwOTI2Zjg4ODlmMWE2ZjI4YWI3ZWEzYTA3NTQ,,Spain Warehouse (Parts)
1083681001,E321D,E321D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro / gris - Peugeot 125 Elystar,49.95,41.28,24.77,8430525040502,84,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,16105,1011,405,241,165,,,Gris & Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083681001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzMTV8aW1hZ2UvanBlZ3xhRE0xTDJnMk5DODRPVGM0TmpBNU16QTNOamM0THpFd09ETTJPREV3TURFdE1WODRNREJYZURnd01FZ3w0ZGI3NjJlNGJiN2VlMjk4ZWFiODRkN2Q4ZTlkMTY3NDBhZTdhZTE1MGQ5YzIyMTQwNjQ2ZjAwZGFiMjU2MWI5,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083681002,E321I,E321I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro / gris - Peugeot 125 Elystar,49.95,41.28,24.77,8430525040496,39,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,15812,900,405,241,162,,,Gris & Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083681002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgxNjh8aW1hZ2UvanBlZ3xhREEyTDJnMllpODRPVGM0TmpBNU5UQTBNamcyTHpFd09ETTJPREV3TURJdE1WODRNREJYZURnd01FZ3wzYzk1NTRkODkxMmZmNzMyYjkxOWQ1YjFmYzI4Yjk2ZGRmNTNkNTc2NDBkMDI5MWM4Zjk4NzFiZTcyMGY5MmFi,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083761002,E444I,FV-034-2,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor VICMA tipo OEM - Piaggio Liberty Correos CTT izquierdo,16.95,14.01,8.41,8430525115767,47,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,5481,534,420,145,90,,,Negro,,,,,,Homologado,,,,,,A derechas,https://api.mybihr.com/medias/1083761002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM2MjJ8aW1hZ2UvanBlZ3xhRGMyTDJnd015ODRPVGM0TmpNeU56QTBNRE13THpFd09ETTNOakV3TURJdE1WODRNREJYZURnd01FZ3xkYWQ4MDkwNjUxMDVjOWEwYjQ3ZmQzMDc0MWNiNDA0MGVlOWMyN2VkNzc1ZDkxNzdiMWU1MTZmZmZlYWEzNmVk,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083761001,E444D,E444D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - Piaggio Liberty 50,16.95,14.01,8.41,8430525115774,24,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,5797,533,424,147,93,,,Negro,,,,,,Homologado,,,,,,A derechas,https://api.mybihr.com/medias/1083761001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU5MTd8aW1hZ2UvanBlZ3xhR1l6TDJobVppODRPVFkzTXpNeE5URXlNelV3THpFd09ETTNOakV3TURFdE1WODRNREJYZURnd01FZ3xjODQzNGFmYjY4YzYwMzBmNGU0YTljMTE3MWRkOTMxZTk4MDZhOGI1NWFmYWRkYjRmMzAwODRlYmZkODg4MjZi,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083771001,E465D,E465D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - Derbi GP1 50,16.95,14.01,8.41,8430525030428,173,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,2572,263,334,154,50,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A izquierdas,https://api.mybihr.com/medias/1083771001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODk1Njd8aW1hZ2UvanBlZ3xhRGRoTDJoalpDODRPVGM0TmpNME5qY3dNVEV3THpFd09ETTNOekV3TURFdE1WODRNREJYZURnd01FZ3wxMmM0MGNlNjA3OTA0NjM4ZWUzNTAzNWEwOTVjNmU2NGRkNjM5NTk1OWQxMWNlMjdkOWJkZDJiNTQ4NDAxODFh,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083783002,E477I,E477I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro - Gilera GP800,29.95,24.75,14.85,8430525103894,21,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,8133,439,460,208,85,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083783002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTYzODZ8aW1hZ2UvanBlZ3xhRE5sTDJnd1lTODRPVGM0TmpNM05qRTVNak13THpFd09ETTNPRE13TURJdE1WODRNREJYZURnd01FZ3w1MjI3MmZhZGM2ZjJlMzNjOTJiM2U3OTM1OTJjZDIwOGMwMzdmMzY0YmJjY2FhY2UwOTAzMDlkZDA1MmYwYzBh,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083783001,E477D,E477D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - Gilera GP800,29.95,24.75,14.85,8430525103900,18,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,8044,454,455,208,85,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/800Wx800H-1083783001-1.jpg?context=bWFzdGVyfHJvb3R8MzIyMzV8aW1hZ2UvanBlZ3xhRFU1TDJneVl5OHpNekV6TXpJM05UWXhNVEUyTmk4NE1EQlhlRGd3TUVoZk1UQTRNemM0TXpBd01TMHhMbXB3Wnd8NDlkYzI5M2JlOWEwMWNkZjgzMDMwYjhjM2FlM2QzNmFiNzgyNGQwYTEzZDVhYjhjMWQxMDEwYjNiZTM2MjUxMw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083792001,E496D,E496D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Peugeot Elyseo 50/125,18.95,15.66,9.40,8430525033511,75,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,4496,340,320,223,63,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083792001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk0ODh8aW1hZ2UvanBlZ3xhREF4TDJneFlpODRPVGM0TmpRd01UYzFNVE0wTHpFd09ETTNPVEl3TURFdE1WODRNREJYZURnd01FZ3w1MDg2ZmQ0MWI3NzFkNDQ3YmE3MDBkMGU2MzQ1ZmFmMGVmZTJkMjg2OTI2NmZjNGJlZTM2NGU3MWVjNjRjMWVj,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083916001,E946I,FP-318M-LH,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Phantom 2010,24.95,20.62,12.37,8430525141742,6,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3198,442,330,114,85,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083916001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTMyNzd8aW1hZ2UvanBlZ3xhR1UzTDJnMk55ODRPVGM0TmpjMU1qQTBNVEkyTHpFd09ETTVNVFl3TURFdE1WODRNREJYZURnd01FZ3xlYTkwMGI5M2JlNjY1MTY1NWIzZmFmMzlkZDBiOTIyMTFjMTc2M2M1NGQwNDVmMTZlM2YyOGYxOWU4ZTAwMmNi,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
