PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Posición,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Alto espejo (mm),Ancho espejo (mm),Color,Composición,Distancia entre pernos,Embalaje,Fijación,Forma,Homologación,Incluye intermitente,Montaje,Posición,Rosca (mm),Rosca de espejo,Sentido de rosca,Picture1,AllPicturesZIP,Document1,Document2,DeliveryPlant
1083894002,E880D,FV-294-RIGHT,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Carnaby Cruiser 300 (10-,40.95,33.84,20.30,8430525135017,6,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,4097,678,413,124,80,,,Cromo,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083894002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA4NjM0fGltYWdlL2pwZWd8YURKbUwyaGhZaTg0T1RjNE5qWTVPRGsxTnpFd0x6RXdPRE00T1RRd01ESXRNVjg0TURCWGVEZ3dNRWd8OTJiMjVhYzYxNmExZTkxODMzOTMxNGZlZDZiOTI3YWUzNDYzYjVmNzNjMmFkNTY2OTE1NTI4MDY3NDg2NDM2Yw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083900001,E898I,E898I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - M10. MH Naked LC,13.95,11.53,6.92,8430525135123,283,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,2308,249,333,154,45,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083900001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUxMDV8aW1hZ2UvanBlZ3xhRGM0TDJoak1TODRPVGM0TmpjeE1qY3hPVFkyTHpFd09ETTVNREF3TURFdE1WODRNREJYZURnd01FZ3xlZDY3MmY4OGJkYmRlZTk0NGJlMWE0ZmY0YmZiN2E1YTQ3NzdlNWViZGZmYmRmZTk1ZDcwMzQ5ZTg0Zjk1ZmNj,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083915002,E943I,E943I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Rieju RS3 50/125 (10-),27.95,23.10,13.86,8430525135024,4,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3477,291,332,154,68,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083915002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTczOTR8aW1hZ2UvanBlZ3xhRFExTDJobE5DODRPVFkzTXpNMk9EVXpOVE0wTHpFd09ETTVNVFV3TURJdE1WODRNREJYZURnd01FZ3xjODM3NzY2Mjc1ZjAwY2M2OWFiMzM5NGYxMTQxMmEwMzI3OGI4NWMyODg3OTRiOGY3MmY2MmFiYjI1ZmQwOGMw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083921002,E955I,E955I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Satelis (12-) 780561,21.95,18.14,7.72,8430525144873,35,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,5305,543,323,225,73,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083921002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MTU3fGltYWdlL2pwZWd8YUdNNUwyZzVOUzg0T1RZM016TTNNRFV3TVRReUx6RXdPRE01TWpFd01ESXRNVjg0TURCWGVEZ3dNRWd8OWVlOWQxZDJiZjZiNDA1ODgyYTkzMzZmMmRjMTEzMzBmZmUzMTg4ZGQxNDQ1ODM3MTY5ZWVmMTY0MDRkNGIxZg,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083921001,E955D,E955D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Satelis (12-) 780562,21.95,18.14,7.72,8430525144880,43,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,5393,545,324,228,73,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083921001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5NDkzfGltYWdlL2pwZWd8YUdabEwyaGtOUzg0T1RjNE5qYzJNemd6TnpjMEx6RXdPRE01TWpFd01ERXRNVjg0TURCWGVEZ3dNRWd8Mzg0MjQ0YWZiYTQ2YTU0MjQ4ZTRhOWY2NTdiMzZhZDA5YjIyZTBmYmNlZjk1YzUyYmRiOWQzNzY0NGM4ZmMxMw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083927002,E978D,FP-323-RH,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Scarabeo 100 13- CM259902/5,29.95,24.75,9.80,8430525894693,1,7009100090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3920,394,384,123,83,,,Cromo,,,,,Otras formas,Homologado,,Manillar,,,,,https://api.mybihr.com/medias/800Wx800H-1083927002-1.jpg?context=bWFzdGVyfHJvb3R8MzM3MTN8aW1hZ2UvanBlZ3xhR0ZtTDJnek15OHpNekV6TXpJNE16VXdPREkxTkM4NE1EQlhlRGd3TUVoZk1UQTRNemt5TnpBd01pMHhMbXB3Wnd8OWQ3MTBhOGJiNmY1YmVkYzVlNjhmZmQ5NTBkNWVjNWUyMDk0ODE0OWM3OTk2Y2M5NmQwOTlkZGY2MDlmMjdiOQ,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083948002,ED454I,ED454I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - Ducati 1199 Panigale (13'-) LH : 523-5-029-1A,219.95,181.78,109.07,8430525355774,25,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,7728,562,460,210,80,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083948002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE2ODd8aW1hZ2UvanBlZ3xhREExTDJnMU9DODVNREV6TlRBd05UYzFOemMwTHpFd09ETTVORGd3TURJdE1WODRNREJYZURnd01FZ3xmNTFhNzQ3MzNmNGM0M2ZiNTM4YjQ2YWY4ZmY5NGEzMGI4MmU2ZGExZDA5Nzg4NmY4MjMwMjhkNTNhMmEwOTMw,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083948001,ED454D,ED454D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - Ducati 1199 Panigale (13'-) RH : 523-5-028-1A,219.95,181.78,109.07,8430525355781,18,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,8694,572,460,210,90,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1083948001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE2ODJ8aW1hZ2UvanBlZ3xhREE0TDJoa05pODVNREV5TURRM09UY3dNek0wTHpFd09ETTVORGd3TURFdE1WODRNREJYZURnd01FZ3w0ODZlZWIyODYwMzlkZjc2NjQ5ODRmN2UzMzgyMzJlZjhlNTM2OGVjNjk2MDg2YjA1MTFiZDcwNTQzYjg5Zjli,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1084016002,EK144I,EK144I,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro - Kawasaki ZX-12R,60.95,50.37,30.22,8430525101241,2,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3869,441,335,154,75,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1084016002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEwMjl8aW1hZ2UvanBlZ3xhRFJpTDJobFlTODRPVGM0TnpFeE5UYzJOakEyTHpFd09EUXdNVFl3TURJdE1WODRNREJYZURnd01FZ3w5MTBjYmI4MWFlMjdiZTMwYjJkOGE1NWJkMGQxOGRjN2U3M2EzNGYwMTk2YzBjNDQ1Y2NhN2E5MzI2NGNlNmM1,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1084016001,EK144D,EK144D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - Kawasaki ZX-12R,60.95,50.37,30.22,8430525101258,25,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3924,520,331,152,78,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1084016001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA2Mjd8aW1hZ2UvanBlZ3xhR1psTDJnek5pODVNREV4TmpNNU1UVTJOelkyTHpFd09EUXdNVFl3TURFdE1WODRNREJYZURnd01FZ3xmNWIxYWZjOTVmMjkwNWVmMjg1MDFhNTJiNzEzYWQxZWNkNDFhMzUwYjFjYjBjMTkwMDM0ZTViYjAxMDQ2NmRl,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1096053002,41100034,FS-375-RH,VICMA,"VICMA MIRROR, R",Retrovisor derecho VICMA tipo OEM - SUZUKI GSX250R 56500-20K20,68.95,56.98,34.19,FS-375-RH,5,7009100090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror </li><li>Street legal</li></ul> </body> </html>","        OEM type mirror Street legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3943,1049,126,377,83,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1096053002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU0MjV8aW1hZ2UvanBlZ3xhRE14TDJoa09TODRPVFUzTWpFMk56ZzBOREUwTHpFd09UWXdOVE13TURJdE1WODRNREJYZURnd01FZ3xiYjI0ODU0MjZmODg5ZmNkZDRkYTRkN2FjNjkzYWZhYTY1YmFjZWUyZDFlZDYwNmQ0MjUyY2EyZjRiOWZmMWNj,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1096053001,41100036,FS-375-LH,VICMA,"VICMA MIRROR, L",Retrovisor izquierdo VICMA tipo OEM - SUZUKI GSX250R 56600-20K20,68.95,56.98,34.19,FS-375-LH,6,7009100090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror </li><li>Street legal</li></ul> </body> </html>","        OEM type mirror Street legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,4037,441,129,377,83,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1096053001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzUxNTl8aW1hZ2UvanBlZ3xhREptTDJnMk5pODRPRGMzTnpZME5EUTBNVGt3THpFd09UWXdOVE13TURFdE1WODRNREJYZURnd01FZ3xhMTVlZDA3NjIyY2I5ZWI1MWI3OWRmNWM0YTY2OWFlZTE3ZWFmOWY4OGJkYjQ3NmI4YTQ5YjNkNGFmNTM4Mjgy,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1096051001,41100043,FS-350-LH,VICMA,"VICMA MIRROR, L",Retrovisor izquierdo VICMA tipo OEM - SUZUKI GSX1000RR 17-20 56600-17K00,57.95,47.89,28.73,FS-350-LH,4,7009100090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror </li><li>Street legal</li></ul> </body> </html>","        OEM type mirror Street legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3982,468,131,380,80,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1096051001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY5ODR8aW1hZ2UvanBlZ3xhR1EyTDJnM01pODRPVFV3T0RNNU16YzNPVFV3THpFd09UWXdOVEV3TURFdE1WODRNREJYZURnd01FZ3xjNzE5YjZkNTJjYjE2ZmZjYTNjZDIzOWZlNzI1ZjMyMTcwZGNmMzI2ZWM4N2E2NzBjYWIxMWZlM2Q2YmRlNzcy,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1096051002,41100039,FS-350-RH,VICMA,"VICMA MIRROR, R",Retrovisor derecho VICMA tipo OEM - SUZUKI GSX1000RR 17-20 56500-17K00,57.95,47.89,28.73,FS-350-RH,5,7009100090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror </li><li>Street legal</li></ul> </body> </html>","        OEM type mirror Street legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3740,428,362,123,84,,,Negro,,,,,Otras formas,Homologado,,Carenado,,,,,https://api.mybihr.com/medias/1096051002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY4NjF8aW1hZ2UvanBlZ3xhRE13TDJnNU1pODRPVE13TkRRNU5UVTFORGcyTHpFd09UWXdOVEV3TURJdE1WODRNREJYZURnd01FZ3xkZTAwYzY4NjA2NTgwNWQzMTM3NmQ2MWI4MWY4NTc3NmRhMTlkMThkMDgyOWIyNjU0NzhkMTIzYTkyMDUxNmQ4,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083728001,E398D,E398D,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM negro - BMW R 1100 GS,70.95,58.64,35.18,8430525100893,0,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,3077,277,333,154,60,,,Negro,,,,,Redondo,Homologado,,Manillar,,,,,https://api.mybihr.com/medias/1083728001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk1NDd8aW1hZ2UvanBlZ3xhRFpqTDJobU1pODRPVFkzTXpNeE1URTVNVE0wTHpFd09ETTNNamd3TURFdE1WODRNREJYZURnd01FZ3wyMjUyNWVlZjgzYWRmOTY0NTIxODgyZGFhNDdhZDBhNzgyM2FmYzNhZmI4MGVhYmI1MmJmYmFiYjExMjY4OGQx,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083722001,E393I,329,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - BMW R850 R,94.95,78.47,47.08,8430525100862,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,2660,414,147,329,55,,,Cromo,,,,,Redondo,Homologado,,Manillar,,,,,https://api.mybihr.com/medias/1083722001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0MTV8aW1hZ2UvanBlZ3xhRFJsTDJneVlTOHhOVFF4TURreE5qZzRORFV4TUM4eE1EZ3pOekl5TURBeExURmZPREF3VjNnNE1EQkl8NzdmZmVhZDAyYTY5MDgwMzg1MmI0Njg5M2JmYmU4YzFmMmUzYzJiYjUzZjlhZmEyYjBhZjc5ZjFhMDM3MjM1Yg,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083727001,E397,E397,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM negro - BMW R1150 GS/RS,70.95,58.64,35.18,8430525100886,4,7009100030,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,2932,263,334,154,57,,,Negro,,,,,Redondo,Homologado,,Manillar,,,,A derechas,https://api.mybihr.com/medias/1083727001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc2NTd8aW1hZ2UvanBlZ3xhRFV5TDJoaU1DODRPVFkzTWpFeU9Ua3dORGswTHpFd09ETTNNamN3TURFdE1WODRNREJYZURnd01FZ3w1ZDhkYjBmZDBlMjE1OWQzNGJhNjg2ZDE3MWU4M2JjZGIwMTE5NTVlZThkNTNhYjY3ZWUzNjkxMGRmYjc2MzNk,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083870002,E743D,JY151-4 --,VICMA,"VICMA MIRROR OEM TYPE, R",Retrovisor derecho VICMA tipo OEM - GILERA Runner 50/125/200,15.95,13.18,7.91,8430525119369,15,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Derecha,4073,417,365,124,90,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,,https://api.mybihr.com/medias/1083870002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY5OTV8aW1hZ2UvanBlZ3xhRE16TDJoa01pODRPVGM0TmpZek5qQTBNalUwTHpFd09ETTROekF3TURJdE1WODRNREJYZURnd01FZ3xjYTJhM2VlNjU3OTQ5Yzc3MzI5YTczYTAyMmI1ZjdlYzZjODgxMzc1NTJlMzEwMTNjMDVkNzkzNWUwNzcwZDBi,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
1083870001,E743I,JY151-4,VICMA,"VICMA MIRROR OEM TYPE, L",Retrovisor izquierdo VICMA tipo OEM - GILERA Runner 50/125/200,15.95,13.18,7.91,8430525119376,7,8512100000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>OEM type mirror</li><li>Street legal</li></ul> </body> </html>","        OEM type mirrorStreet legal  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Izquierda,3631,414,366,124,80,,,Negro,,,,,Otras formas,Homologado,,Manillar,,,,,https://api.mybihr.com/medias/1083870001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI3NDd8aW1hZ2UvanBlZ3xhRFl5TDJoallpODRPVGM0TmpZek5EQTNOalEyTHpFd09ETTROekF3TURFdE1WODRNREJYZURnd01FZ3wzYWRiODUzNjAxZWYyMmRmMDE1NjhhOGQ5NTdhMThlZDMxOWUxOGNjNGU5OTA3MmY5Y2ZhZWNmMGNiYTJmNTE4,https://static.bihr.pro/eBihr/Pictures/VICMA-pictures.zip,,,Spain Warehouse (Parts)
