PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Color,Composición,Diámetro Ø (mm),Embalaje,Longitud (mm),Rosca (mm),Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1061545,893545,2009-AWW.18,BOLT,BOLT WASHERS WORKS18MM10PS,Pack de 10 arandelas de aluminio BOLT ØINT 6MM / ØEXT 18MM,11.65,9.63,6.26,819648020581,2,7318190090,0,1,"<p>Your bike will look like the pros with our Works Series Washers! Install on your side panels, number plate, fender mounts on a Honda, Kawasaki, Suzuki, or Yamaha dirt bike. </p> <ul> <li>ID 6mm </li> <li>OD 18mm</li> <li>Made from 6061 billet aluminum.</li> <li>Pack of 10</li></ul>","
Your bike will look like the pros with our Works Series Washers! Install on your side panels, number plate, fender mounts on a Honda, Kawasaki, Suzuki, or Yamaha dirt bike.   ID 6mm  OD 18mm Made from 6061 billet aluminum. Pack of 10",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,136,18,102,70,19,,,,,,,,https://api.mybihr.com/medias/1061545-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYxMTh8aW1hZ2UvanBlZ3xhREk1TDJnek1pODVNREV6TURBek5qUTVNRFUwTHpFd05qRTFORFV0TVY4NE1EQlhlRGd3TUVnfGJiMzU0OGZkY2YxNTI5NjFkNjMyZmY3Y2ZhNTA0ZGY5MzYwMzMwNTYxMDgzZTNiNGIwY2IzNzFjNjQxY2U0MGI,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1073639,,SUZ-PFK1,BOLT,BOLT BOLT KIT HONDA FAIRING S.STEEL,Kit Tornillería de Plásticos BOLT inox Suzuki RM-Z 250 / 450,37.06,30.63,19.91,819648022127,0,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><p></p><ul> <li>Screw set for plastics</li><li>Includes all the screws, spacers and washers required to install the plastics<a id=""_dx_frag_EndFragment""></a></li></ul> <p></p></body> </html>","       Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish. Screw set for plasticsIncludes all the screws, spacers and washers required to install the plastics  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,318,241,86,88,42,,Acero,,,,,,https://api.mybihr.com/medias/1073639-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE3NTd8aW1hZ2UvanBlZ3xhR1l5TDJnd1ppODRPVGMyTWpJMU5UQXhNakUwTHpFd056TTJNemt0TVY4NE1EQlhlRGd3TUVnfDJmNWI0MTkzY2JmMjc1ZmIyNzBiNTc2ZTgyZGUxY2JkNDEwY2NiOTZiNjVkYjUwY2VmNzk5ZmZjMDk2NTVkN2I,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061489,530201,EU.EX.MNTS,BOLT,BOLT BOLT KIT EXHAUST HARDWARE,Kit de tornillería escape 2T Bolt KTM 50 - 300,25.41,21.00,13.65,819648021175,6,7318159585,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Pipe Mounts for popular KTM two-strokes. One set includes two pipe mounts, two clip nuts and four fasteners. These mounts fit all KTM 2-Strokes from 50cc-300cc. </p></body> </html>","       Pipe Mounts for popular KTM two-strokes. One set includes two pipe mounts, two clip nuts and four fasteners. These mounts fit all KTM 2-Strokes from 50cc-300cc.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,332,112,128,96,27,,,,,,,,https://api.mybihr.com/medias/1061489-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY4Njh8aW1hZ2UvanBlZ3xhREl3TDJneU9DODRPVGN6TXpNMU16TXdPRFEyTHpFd05qRTBPRGt0TVY4NE1EQlhlRGd3TUVnfDkzMzFmODdmMWZlOTg2ZjM2NmI3N2QzNTQ4YjY1ZTQ1MTM4MDVlOTUzNmU2ODc5NjU2NzEzOGRjMDIzOGQ0ZWI,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061490,893433,HON-0007124,BOLT,BOLT BOLT KIT 00-07 CR125/250,Kit tornillería de plástica Bolt 00-07 CR125/250 00-04 CRF450R,39.17,32.37,21.04,819648022042,0,7318159585,0,1,"<p>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><ul><li>Screw set for plastics</li><li>Includes all the screws, spacers and washers required to install the plastics</li></ul>","
Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.Screw set for plasticsIncludes all the screws, spacers and washers required to install the plastics",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,368,241,129,119,24,,,,,,,,https://api.mybihr.com/medias/1061490-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxOTh8aW1hZ2UvanBlZ3xhR1JrTDJneVpTODRPVGN6TXpNMU5USTNORFUwTHpFd05qRTBPVEF0TVY4NE1EQlhlRGd3TUVnfGQzZWFmOTllYTFhNGMwM2ZkNjBhNWM5NTM1ZjA3YThiMDRjZjE2YTRkNWEwNDllMTI5ZmU2MjMyZGZjYzFjZWE,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061512,893365,SVCFLANGE,BOLT,BOLT BOLT KIT HEX SCREWS 352PCS,Maleta tornillos hexagonal BOLT Motor y chasis 352 piezas,101.64,84.00,54.60,819648023049,0,7318190090,0,1,"Contiene: 			Tornillos hexagonales M8x1,25 con longitudes de 40, 35, 30, 25, 20 y 16 mmTornillos hexagonales (10 mm) M6x1 con longitudes de 25, 20, 16 y 12 mmTornillos hexagonales (8 mm) M6x1 con longitudes de 45, 40, 35, 30, 20, 18, 16, 14 y 12 mm""""""""","Contiene: 			Tornillos hexagonales M8x1,25 con longitudes de 40, 35, 30, 25, 20 y 16 mmTornillos hexagonales (10 mm) M6x1 con longitudes de 25, 20, 16 y 12 mmTornillos hexagonales (8 mm) M6x1 con longitudes de 45, 40, 35, 30, 20, 18, 16, 14 y 12 mm""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,2359,3059,273,192,45,,Plata,Acero,,,,,https://api.mybihr.com/medias/1061512-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0OTIwfGltYWdlL2pwZWd8YUdFMEwyZ3hZaTg0T1Rjek16TTVPVGd6T1RBeUx6RXdOakUxTVRJdE1WODRNREJYZURnd01FZ3wwNTQ3YjAxODc5ODAxNTA3ZjkwNWRkYTE2NTAyNWZmZTc2ZWJmZTA0YTFhYWU0ZGZjM2M3YTAyMTU3MDQ5YTcx,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1129706,,YAM-2300024,BOLT,BOLT BODY WORK FASTENER KIT YAM YZF/WRF,Kit tornillería de plásticos BOLT,30.24,24.99,16.24,819648025074,0,7318190090,0,1,"<p>Nuestra tornillería para plástica han sido cuidadosamente estudiados y diseñados para incluir&nbsp;<em>todos</em>&nbsp;los tornillos, pernos y casquillos de aluminio necesarios para sustituir los protectores de horquilla, guardabarros, placas de matrícula, cubiertas del radiador, asientos y caja de filtro de aire (si es necesario).</p>","
Nuestra tornillería para plástica han sido cuidadosamente estudiados y diseñados para incluir todos los tornillos, pernos y casquillos de aluminio necesarios para sustituir los protectores de horquilla, guardabarros, placas de matrícula, cubiertas del radiador, asientos y caja de filtro de aire (si es necesario).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,311,322,85,85,43,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129706-1.jpg?context=bWFzdGVyfHJvb3R8NTUyMDN8aW1hZ2UvanBlZ3xhR1UwTDJobE9DODJPVGMzTmpVek9UVTBPVGN5Tmk4NE1EQlhlRGd3TUVoZk1URXlPVGN3TmkweExtcHdad3xmNDYxZTgxOWEwYTg1YTRlYjkwNjU5ODY0NmE2ODU0NWIwZDFlOTEwNWRhNGUwNzljZTJjM2FjMGI1YmNlODQw,https://api.mybihr.com/medias/800Wx800H-1129706-2.jpg?context=bWFzdGVyfHJvb3R8NTQxNTF8aW1hZ2UvanBlZ3xhRGcwTDJobU5pODJPVGMzTmpVek9UazBNamswTWk4NE1EQlhlRGd3TUVoZk1URXlPVGN3TmkweUxtcHdad3w0ZjQ2MmU1NGYzNjg1MGU3YTE4ZWQ0OTQ2ZTRiYmI3YmI1MTdhZDUyMWE3OGMzNzYzMjg1ODBjMTM0NzQ3NGYx,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1129702,,YZPP-23F,BOLT,BOLT BOLT KIT PRO YAM YZF/WRF 2023+,Kit tornillería de plásticos BOLT Pro,96.79,79.99,51.99,819648022820,0,7318190090,0,1,"<p><strong>Universal Pro-Pack para Yamaha</strong></p>
<p>El Kit de tornillería Universal Yamaha Pro-Pack contiene piezas de montaje tipo OEM. Incluye tornillería para subchasis y casquillos de aluminio; pernos para discos de freno, un juego completo de tornillos para coronas, tornillería para ajustadores de cadena, tuercas en T, tornillería de carburador, tuercas Fuji, reparadores de rosca y arandelas para tapón de vaciado.  El kit es apto para los modelos de tamaño completo de los años 2002 a la actualidad.</p>
<p><strong>Yamaha Two-Stroke Pro-Packs</strong></p>
<p>Nuestro kit Two-Stroke Pro-Packs son para la primera generación YZ125/250 y cuentan con todo el montaje necesario para una restitución completa de la plástica de su moto, bujes de aluminio, pernos de disco de freno, un juego completo de pernos de corona, tuercas Fuji, y arandelas para tapón de vaciado. También incluye la tornillería externa para el motor. Incluye una guía de colocación para garantizar el ajuste adecuado para cada modelo.&nbsp;Apto para YZ 125cc &amp; 250cc y modelos de años 2002 a 2021</p>
<p>Nuestro kit Two-Stroke Pro-Pack son para la generación actual YZ125/250 cuenta con lo necesario para una restitución completa de la plástica de su moto, tornillería externa para el motor, bujes de aluminio, tuercas de clip, pernos de disco de freno, un juego completo de pernos de corona, tuercas Fuji, y arandelas para tapón de vaciado. Incluye una guía de colocación para garantizar un ajuste. Excelente para proyectos de mantenimiento y reacondicionamiento. Apto para YZ 125cc &amp; 250cc de años 2022 a la actualidad.</p>
<p><strong>Yamaha Four-Stroke Pro-Packs</strong></p>
<p>Kit de tornillería Four Stroke Yamaha Pro-Pack para modelos a partir del 2014 hasta 2023. Este kit contiene la tornillería estándar Pro Pack en la que los pilotos y mecánicos confían, así como la tornillería y casquillos para: plástica tapa del filtro de aceite, retenes de aceite, tornillos DZUS y mucho más.&nbsp; Apto para modelos 2023 YZ450F y 2024 YZ450-F, YZ450FX, WR450F, YZ250F 2024-current YZ250F, 2023-current YZ450F, modelos YZ450FX de año 2024-actualidad, modelos WR450F de año 2024 a la actualidad WR450F&nbsp;</p>
<p>Four Stroke Yamaha Pro-Pack para los modelos actuales. Este kit contiene la tornillería estándar Pro Pack en la que los pilotos y mecánicos confían, así como la tornillería y casquillos de aluminio tapa del filtro de aceite y retenes de aceite. Apto para modelos YZ450F de años 2023 y 2024, YZ450FX, modelo YZ250F de año 2024 a la actualidad, modelo YZ450FX de año 2024 a la actualidad y modelo WR450F de aó 2024 a la actualidad.</p>","
Universal Pro-Pack para Yamaha

El Kit de tornillería Universal Yamaha Pro-Pack contiene piezas de montaje tipo OEM. Incluye tornillería para subchasis y casquillos de aluminio; pernos para discos de freno, un juego completo de tornillos para coronas, tornillería para ajustadores de cadena, tuercas en T, tornillería de carburador, tuercas Fuji, reparadores de rosca y arandelas para tapón de vaciado.  El kit es apto para los modelos de tamaño completo de los años 2002 a la actualidad.

Yamaha Two-Stroke Pro-Packs

Nuestro kit Two-Stroke Pro-Packs son para la primera generación YZ125/250 y cuentan con todo el montaje necesario para una restitución completa de la plástica de su moto, bujes de aluminio, pernos de disco de freno, un juego completo de pernos de corona, tuercas Fuji, y arandelas para tapón de vaciado. También incluye la tornillería externa para el motor. Incluye una guía de colocación para garantizar el ajuste adecuado para cada modelo. Apto para YZ 125cc & 250cc y modelos de años 2002 a 2021

Nuestro kit Two-Stroke Pro-Pack son para la generación actual YZ125/250 cuenta con lo necesario para una restitución completa de la plástica de su moto, tornillería externa para el motor, bujes de aluminio, tuercas de clip, pernos de disco de freno, un juego completo de pernos de corona, tuercas Fuji, y arandelas para tapón de vaciado. Incluye una guía de colocación para garantizar un ajuste. Excelente para proyectos de mantenimiento y reacondicionamiento. Apto para YZ 125cc & 250cc de años 2022 a la actualidad.

Yamaha Four-Stroke Pro-Packs

Kit de tornillería Four Stroke Yamaha Pro-Pack para modelos a partir del 2014 hasta 2023. Este kit contiene la tornillería estándar Pro Pack en la que los pilotos y mecánicos confían, así como la tornillería y casquillos para: plástica tapa del filtro de aceite, retenes de aceite, tornillos DZUS y mucho más.  Apto para modelos 2023 YZ450F y 2024 YZ450-F, YZ450FX, WR450F, YZ250F 2024-current YZ250F, 2023-current YZ450F, modelos YZ450FX de año 2024-actualidad, modelos WR450F de año 2024 a la actualidad WR450F 

Four Stroke Yamaha Pro-Pack para los modelos actuales. Este kit contiene la tornillería estándar Pro Pack en la que los pilotos y mecánicos confían, así como la tornillería y casquillos de aluminio tapa del filtro de aceite y retenes de aceite. Apto para modelos YZ450F de años 2023 y 2024, YZ450FX, modelo YZ250F de año 2024 a la actualidad, modelo YZ450FX de año 2024 a la actualidad y modelo WR450F de aó 2024 a la actualidad.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,2248,1422,270,185,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129702-1.jpg?context=bWFzdGVyfHJvb3R8NzI1MTB8aW1hZ2UvanBlZ3xhR0kyTDJneE5TODJPVGMzTmpVek56VTRNelkwTmk4NE1EQlhlRGd3TUVoZk1URXlPVGN3TWkweExtcHdad3xlNDRmYWFjYTMzYmZhMjQ4ZDFmYmM0OWRmODFhZjI2ZjM3MzM4MDg3ZDFiNjM1NjhkOTM4YjAxNjQ0MjM4YjY3,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1129703,,GAS-PFK2,BOLT,BOLT BODY WORK FASTENER KIT GASGAS,Kit tornillería de plásticos BOLT,25.00,20.66,13.43,819648025043,1,7318190090,0,1,"<p><strong>Kit para montaje de plásticos BOLT</strong></p>
<p>Este kit contiene pernos, tornillería y casquillos compatibles con los originales para montar plásticos tales como guardabarros, protectores de horquilla, paneles laterales para radiador y portamatrículas.</p>
<ul>
	<li>El contenido del kit está etiquetado para que pueda colocarse con exactitud, lo que facilita su uso.</li>
</ul>","
Kit para montaje de plásticos BOLT

Este kit contiene pernos, tornillería y casquillos compatibles con los originales para montar plásticos tales como guardabarros, protectores de horquilla, paneles laterales para radiador y portamatrículas.

	El contenido del kit está etiquetado para que pueda colocarse con exactitud, lo que facilita su uso.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,311,290,85,85,43,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129703-1.jpg?context=bWFzdGVyfHJvb3R8MzkzNjJ8aW1hZ2UvanBlZ3xhRFEwTDJneU15ODJPVGMzTmpVek56azNOamcyTWk4NE1EQlhlRGd3TUVoZk1URXlPVGN3TXkweExtcHdad3wwZTA0YmEzMWU0YTg0YjAzYTA0MGNmYmU5OWJjNDlhNjIwZTY2NDJjNTI3ZjhjM2UwYzA0ZTk5YmNkYzBhZmRk,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1129704,,YAM-180065,BOLT,BOLT BODY WORK FASTENER KIT YAM YZ65,Kit tornillería de plásticos BOLT,25.00,20.66,13.43,819648025050,0,7318190090,0,1,"<p>Nuestra tornillería para plástica han sido cuidadosamente estudiados y diseñados para incluir&nbsp;<em>todos</em>&nbsp;los tornillos, pernos y casquillos de aluminio necesarios para sustituir los protectores de horquilla, guardabarros, placas de matrícula, cubiertas del radiador, asientos y caja de filtro de aire (si es necesario).</p>","
Nuestra tornillería para plástica han sido cuidadosamente estudiados y diseñados para incluir todos los tornillos, pernos y casquillos de aluminio necesarios para sustituir los protectores de horquilla, guardabarros, placas de matrícula, cubiertas del radiador, asientos y caja de filtro de aire (si es necesario).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,311,266,85,85,43,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129704-1.jpg?context=bWFzdGVyfHJvb3R8NTEwOTB8aW1hZ2UvanBlZ3xhRGt3TDJnM09DODJPVGMzTmpVek9ETTNNREEzT0M4NE1EQlhlRGd3TUVoZk1URXlPVGN3TkMweExtcHdad3wwMzUwYmEwZmVkOGUyZjg5NWU3OTQ5NjY3NTMyZWVjMmRiNzAzNmEwYjI1ODUwMTBhNTMwZGIzYWU0ZjU5Y2Mx,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1129700,,2021-CRFPP,BOLT,BOLT BOLT KIT PRO HONDA CRF 2021+,Kit tornillería de plásticos BOLT Pro,96.79,79.99,51.99,819648022783,0,7318190090,0,1,"<p><em>Nuestros Pro-Packs para los modelos CR y CRF, ampliamente estudiados, contienen piezas de montaje en los tamaños que los pilotos de Honda necesitan.&nbsp;</em></p>
<p>Nuestro&nbsp;<strong>Pro-Pack más popular para &nbsp;los modelos Honda CR/CRF</strong>&nbsp;incluye tornillería para subchasis, protectores de horquilla, protectores de radiador, tornillos de cabeza hexagonal M5, M6 y M8 tornillería para asientos, rotor, piñones, tuercas en T, casquillos de aluminio tipo original, retenes de válvulas y tapas, tuercas Fuji, arandelas para tapón de vaciado y juntas tóricas para filtro de aceite. Diseñado para modelos Honda CR y CRF desde 2000 hasta la actualidad. Nota: No incluye tornillería específica para motores de 2 tiempos.</p>
<ul>
	<li>Pro Pack para modelos Honda CR/CRF</li>
</ul>

<p><strong>Nuestro Kit de tornillería Pro-Pack para modelos Honda CR</strong>&nbsp;cuenta con toda la tornillería tipo OEM para un proyecto de restauración vintage. Ideal para plástica, tapas de motor y parte alta, frenos, transmisión ¡y mucho más! Incluye una guía de colocación para garantizar el ajuste adecuado para cada modelo. Diseñado para modelos Honda de acero de años específicos.</p>

<ul>
	<li>Set Pro Pack para modelos Honda CR de acero&nbsp;
	<ul>
		<li>CR 125cc (1985-1998)</li>
		<li>CR 250cc (1985-1997)</li>
		<li>CR 500cc (1985-2001)</li>
	</ul>
	</li>
</ul>

<p>¡Nuestro&nbsp;<strong>NUEVO&nbsp;</strong><strong>4-Stroke Pro-Packs para Honda CRF250/450</strong>&nbsp;tiene todo lo necesario para estos últimos modelos CRF en un empaque organizado. Incluye una guía de colocación para un ajuste adecuado. Incluye tornillería para plástica, casquillos, juntas tóricas para cambio de aceite, pernos de corona, pernos para disco de freno, reparadores de rosca y tornillería tipo OEM en tamaños que los pilotos necesita.</p>

<ul>
	<li>Pro-Pack para modelos Honda CRF 250 y CRF 450 (2021-actualidad)&nbsp;</li>
</ul>

<p>Este kit incluye toda la tornillería y casquillos de plástica para los <strong>modelos Honda CR125 y CR250</strong>: tornillería para cilindro, culata, basculante, tija, frenos, corona, disco, tuercas de eje trasero, muelles de tubo, juntas de silenciador, arandelas para tapón de drenaje y los exclusivos reparadores de rosca de Bolt. También incluye juntas tóricas para bufanda de escape, acoplador del tubo al silenciador y muelles de tubo, y toda la tornillería exterior del motor, chasis y ruedas en estilo y acabado OEM para una revisión completa de los modelos CR de 2 tiempos.</p>

<ul>
	<li>Two Stroke Pro Pack para modelos Honda CR
	<ul>
		<li>CR 125cc (2000-2007)&nbsp;</li>
	</ul>

	<ul>
		<li>CR 250cc (2000-2007)</li>
	</ul>
	</li>
</ul>

<p>Two Stroke Pro-Packs incluye todos los elementos de montaje para lo siguiente:</p>

<p><strong>PLÁSTICA</strong><br>
Asiento<br>
Todos los plásticos<br>
Depósito de combustible</p>

<p><strong>MOTOR</strong><br>
Tapa de embrague<br>
Panel lateral derecho<br>
Cilindro<br>
Culata<br>
Tapa de válvula<br>
Tapa de bomba de agua<br>
Radiadores<br>
Arandelas para tapón de vaciado<br>
Caja de láminas de admisión</p>

<p><strong>ESCAPE</strong><br>
Abrazadera de goma para silenciador*<br>
Muelles de tubo<br>
Tornillería para tubo y silenciador</p>

<p><strong>CHASIS</strong><br>
Torreta de manillar<br>
Tijas<br>
Subchasis<br>
Abrazaderas del eje delantero</p>

<p><strong>RUEDAS, CHASIS Y FRENOS</strong><br>
Corona<br>
Bujes<br>
Sistema de frenos<br>
Tornillos de carburador*<br>
Ajustadores de cadena<br>
Guiacadenas frontal y trasero</p>

<p>*No incluidos en el Steel Frame Pro-Pack</p>

<p>Tags: CRF Pro-Pack, CRF Pro Pack, CR Two-Stroke Pro-Pack, CR Pro-Pack, Honda Pro Pack, 2 tiempos, dos tiempos, CR125, CR 125, CR250, CR250, CR 500, CR500, Steel Frame, vintage, moderno, Pro Pack, Honda</p>","
Nuestros Pro-Packs para los modelos CR y CRF, ampliamente estudiados, contienen piezas de montaje en los tamaños que los pilotos de Honda necesitan. 

Nuestro Pro-Pack más popular para  los modelos Honda CR/CRF incluye tornillería para subchasis, protectores de horquilla, protectores de radiador, tornillos de cabeza hexagonal M5, M6 y M8 tornillería para asientos, rotor, piñones, tuercas en T, casquillos de aluminio tipo original, retenes de válvulas y tapas, tuercas Fuji, arandelas para tapón de vaciado y juntas tóricas para filtro de aceite. Diseñado para modelos Honda CR y CRF desde 2000 hasta la actualidad. Nota: No incluye tornillería específica para motores de 2 tiempos.

	Pro Pack para modelos Honda CR/CRF



Nuestro Kit de tornillería Pro-Pack para modelos Honda CR cuenta con toda la tornillería tipo OEM para un proyecto de restauración vintage. Ideal para plástica, tapas de motor y parte alta, frenos, transmisión ¡y mucho más! Incluye una guía de colocación para garantizar el ajuste adecuado para cada modelo. Diseñado para modelos Honda de acero de años específicos.


	Set Pro Pack para modelos Honda CR de acero 
	
		CR 125cc (1985-1998)
		CR 250cc (1985-1997)
		CR 500cc (1985-2001)
	
	



¡Nuestro NUEVO 4-Stroke Pro-Packs para Honda CRF250/450 tiene todo lo necesario para estos últimos modelos CRF en un empaque organizado. Incluye una guía de colocación para un ajuste adecuado. Incluye tornillería para plástica, casquillos, juntas tóricas para cambio de aceite, pernos de corona, pernos para disco de freno, reparadores de rosca y tornillería tipo OEM en tamaños que los pilotos necesita.


	Pro-Pack para modelos Honda CRF 250 y CRF 450 (2021-actualidad) 



Este kit incluye toda la tornillería y casquillos de plástica para los modelos Honda CR125 y CR250: tornillería para cilindro, culata, basculante, tija, frenos, corona, disco, tuercas de eje trasero, muelles de tubo, juntas de silenciador, arandelas para tapón de drenaje y los exclusivos reparadores de rosca de Bolt. También incluye juntas tóricas para bufanda de escape, acoplador del tubo al silenciador y muelles de tubo, y toda la tornillería exterior del motor, chasis y ruedas en estilo y acabado OEM para una revisión completa de los modelos CR de 2 tiempos.


	Two Stroke Pro Pack para modelos Honda CR
	
		CR 125cc (2000-2007) 
	

	
		CR 250cc (2000-2007)
	
	



Two Stroke Pro-Packs incluye todos los elementos de montaje para lo siguiente:


PLÁSTICA
Asiento
Todos los plásticos
Depósito de combustible


MOTOR
Tapa de embrague
Panel lateral derecho
Cilindro
Culata
Tapa de válvula
Tapa de bomba de agua
Radiadores
Arandelas para tapón de vaciado
Caja de láminas de admisión


ESCAPE
Abrazadera de goma para silenciador*
Muelles de tubo
Tornillería para tubo y silenciador


CHASIS
Torreta de manillar
Tijas
Subchasis
Abrazaderas del eje delantero


RUEDAS, CHASIS Y FRENOS
Corona
Bujes
Sistema de frenos
Tornillos de carburador*
Ajustadores de cadena
Guiacadenas frontal y trasero


*No incluidos en el Steel Frame Pro-Pack


Tags: CRF Pro-Pack, CRF Pro Pack, CR Two-Stroke Pro-Pack, CR Pro-Pack, Honda Pro Pack, 2 tiempos, dos tiempos, CR125, CR 125, CR250, CR250, CR 500, CR500, Steel Frame, vintage, moderno, Pro Pack, Honda",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,2298,1480,270,185,46,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129700-1.jpg?context=bWFzdGVyfHJvb3R8NzIyNTd8aW1hZ2UvanBlZ3xhREl5TDJnMFpDODJPVGMzTmpVek5qYzVOekl4TkM4NE1EQlhlRGd3TUVoZk1URXlPVGN3TUMweExtcHdad3xmMjQ5YzdiYzhjZjFkZmNiYzdhNzNlMWMyZWU5NGQxM2VkYWViOGRiZmJmN2VmYzY2ODFkZWQ4OGI0OGNiZDAz,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
