PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Color,Composición,Diámetro Ø (mm),Embalaje,Longitud (mm),Rosca (mm),Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1061475,893460,2009-SKRTR,BOLT,"BOLT BOLT KIT SUZ&KAWA 65,250/450",Kit tornillos de disco de freno SUZ/KAWA 65/250/450 para disco delantero y trasero,11.65,9.63,6.26,819648020673,2,7318190090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><p></p><ul> <li>Kit of brake disc screws</li><li>Includes all the screws needed for fitting both front and rear disc</li></ul> <p></p></body> </html>","       Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish. Kit of brake disc screwsIncludes all the screws needed for fitting both front and rear disc  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,130,97,87,68,22,,,,,,,,https://api.mybihr.com/medias/1061475-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI4MjF8aW1hZ2UvanBlZ3xhR1pqTDJnNU5TODRPVGN6TXpNeE9UZzROVEV3THpFd05qRTBOelV0TVY4NE1EQlhlRGd3TUVnfGNlNzQ5OTg5NDNiZWJlMjk1MzMwMWJkNjA1MWVkY2I5MzM5NTVjZjkyNDg2MzQxNjg2NDA3MTUyMzljYmRhMTk,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061486,530195,EU.EX.200-300CC,BOLT,BOLT BOLT KIT EXHAUST HARDWARE,Kit tornillería de escape Bolt SX200-300 02-17,24.36,20.13,13.08,819648021137,16,7318159585,0,1,"<p>Fabricados en EE.UU., los tornillos y tuercas BOLT son una referencia mundial en este tipo de productos. Los kits de tornillería tienen las mismas características que el equipamiento original, con una calidad de fabricación y acabado impecables.</p>
<ul>
	<li>kit de montaje del escape</li>
	<li>manguito, juntas tóricas y muelles</li>
</ul>","
Fabricados en EE.UU., los tornillos y tuercas BOLT son una referencia mundial en este tipo de productos. Los kits de tornillería tienen las mismas características que el equipamiento original, con una calidad de fabricación y acabado impecables.

	kit de montaje del escape
	manguito, juntas tóricas y muelles
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,541,89,128,96,44,,,,,,,,https://api.mybihr.com/medias/1061486-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MjY4fGltYWdlL2pwZWd8YUdVNEwyZ3pNeTg0T1Rjek16TTBOelF4TURJeUx6RXdOakUwT0RZdE1WODRNREJYZURnd01FZ3w2ZGE1ZjE2MjZmZjRhODI4OTZmYWQzYmNiN2ZjOGFjY2I1ODRhYTdjYzQzNmFiNjIwY2U1NTgwYWM3YzE1MzMy,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061488,530193,EU.EX.65-85CC,BOLT,BOLT BOLT KIT EXHAUST HARDWARE,Kit tornillería de escape Bolt SX65-85 02-17,26.46,21.87,14.22,819648021151,0,7318159585,0,1,"<p>Fabricados en EE.UU., los tornillos y tuercas BOLT son una referencia mundial en este tipo de productos. Los kits de tornillería tienen las mismas características que el equipamiento original, con una calidad de fabricación y acabado impecables.</p>
<ul>
	<li>kit de montaje del escape</li>
	<li>manguito, juntas tóricas y muelles</li>
</ul>","
Fabricados en EE.UU., los tornillos y tuercas BOLT son una referencia mundial en este tipo de productos. Los kits de tornillería tienen las mismas características que el equipamiento original, con una calidad de fabricación y acabado impecables.

	kit de montaje del escape
	manguito, juntas tóricas y muelles
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,438,63,95,144,32,,,,,,,,https://api.mybihr.com/medias/1061488-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTgwNTJ8aW1hZ2UvanBlZ3xhRFV3TDJneU1TODRPVGN6TXpNMU1UTTBNak00THpFd05qRTBPRGd0TVY4NE1EQlhlRGd3TUVnfDNlMWZiMjkzMmE5NDdiMjY4MDE0NWIzOTNkMmM2Y2IzM2E4MTZiYTJmYzk2MjkyMDg2ZDI2OTcwM2I0OTljZDc,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061494,893366,KAW-1200024,BOLT,BOLT BOLT KIT 13 KX250F / 12-13 KX450,Kit tornillería de plástica Bolt KAWA 13 KX250F / 12-13 KX450F,24.36,20.13,13.08,819648022165,0,7318190090,0,1,"<p>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><ul><li>Screw set for plastics</li><li>Includes all the screws, spacers and washers required to install the plastics</li></ul>","
Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.Screw set for plasticsIncludes all the screws, spacers and washers required to install the plastics",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,413,245,132,116,27,,,,,,,,https://api.mybihr.com/medias/1061494-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQxNDh8aW1hZ2UvanBlZ3xhR0kyTDJnNU1TODRPVGN6TXpNMk16RXpPRGcyTHpFd05qRTBPVFF0TVY4NE1EQlhlRGd3TUVnfDQ0NTc5MWFhOWUwN2ZmZDc5ZmY1OGRkYzQxMTM0YmZkY2FkODA3OTAwMzdmY2Y0ZmE0ODJjZjQ3M2M4Zjc5ODM,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061482,893465,BMH-YZPP,BOLT,BOLT BOLT KIT PRO YAMAHA,Pack tornillería Bolt Pro Yamaha YZ/YZF 03-13,74.11,61.25,39.81,819648020116,0,7318190090,0,1,"<p dir=ltr>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><ul dir=ltr><li>Pro-Pack kits contain all the screws, washers and spacers required for your motorbike</li><li>Depending on the application, one kit contains:</li><ul dir=ltr><li>fork stem base / saddle shouldered screws</li><li>Front mudguard screws and washers</li><li>Shouldered screws for front and side number plates / radiator shrouds</li><li>Screws, shouldered washers and shouldered nuts for rear mudguards</li><li>Rear wheel tensioner screws</li><li>Sprocket bolts</li><li>Disk screws</li><li>Gripster screws and washers</li><li>Concave screws and washers for swing arm pads</li><li>Radiator screws</li><li>Aluminium or copper washers for engines and brake hoses</li><li>Engine tab screws</li><li>R-pins for rear brake pedal shaft</li><li>Rear wheel nut</li></ul></ul>","
Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.Pro-Pack kits contain all the screws, washers and spacers required for your motorbikeDepending on the application, one kit contains:fork stem base / saddle shouldered screwsFront mudguard screws and washersShouldered screws for front and side number plates / radiator shroudsScrews, shouldered washers and shouldered nuts for rear mudguardsRear wheel tensioner screwsSprocket boltsDisk screwsGripster screws and washersConcave screws and washers for swing arm padsRadiator screwsAluminium or copper washers for engines and brake hosesEngine tab screwsR-pins for rear brake pedal shaftRear wheel nut",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,2207,1322,271,181,45,,,,,,,,https://api.mybihr.com/medias/1061482-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI2ODB8aW1hZ2UvanBlZ3xhR015TDJnNU5pODRPVGN6TXpNek9UVTBOVGt3THpFd05qRTBPREl0TVY4NE1EQlhlRGd3TUVnfGZmY2Y1YTQ3MTFhYmIyZWZkMDc5NzQzZTFlYzJiYmQ1MmUwMmFkZjUzMGJjYmQwMTA1NTNmZDdmM2I1OGJmNDQ,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061407,893446,024-20825,BOLT,"BOLT BOLT M8X1,25X25 -10","Tornillos con cabeza hexagonal de brida BOLT 10mm M8 x 1,25 x 25mm",6.50,5.37,3.49,819648024299,2,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,71,105,67,48,22,,Plata,,,,,,https://api.mybihr.com/medias/1061407-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI1NTJ8aW1hZ2UvanBlZ3xhREl5TDJneU9TODRPVGN6TXpFNE9ERTFOemMwTHpFd05qRTBNRGN0TVY4NE1EQlhlRGd3TUVnfDM3ZDc2MGI1MWUxMjZlYWIzMTI4MWEzZDk5MjExOGU3OGQyNzA4YjEwMDdhZTVjODc0ZThkYTZmNGIzNWM3Mzc,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061454,893471,024-90625,BOLT,BOLT BOLT M6X1X25MM,"Tornillos cabeza redonda plana BOLT M6 x 1,00 x 25mm",6.26,5.17,3.36,819648025036,0,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,57,65,59,40,24,,Plata,,,,,,https://api.mybihr.com/medias/1061454-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMTB8aW1hZ2UvanBlZ3xhRFEzTDJnelpDODRPVGN6TXpJM09EVTVOelF5THpFd05qRTBOVFF0TVY4NE1EQlhlRGd3TUVnfDQ4MjQxMGRmZjk2YmMzNGRiNDEzM2UwYTA5ZjYyM2FkZTkzNmU2ZmZmMmY5OGU5NzhiM2YyN2ExMzk0N2Q0NWE,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061538,893473,2005-0RRIV,BOLT,BOLT RIVETS M810PCS,Remache plástico M8 BOLT,7.50,6.20,4.03,819648022868,2,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Remaches de plástico, M8Bolsa con 10 unidades","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Remaches de plástico, M8Bolsa con 10 unidades",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,334,40,129,96,27,,,HDPE,,,,,https://api.mybihr.com/medias/800Wx800H-1061538-1.jpg?context=bWFzdGVyfHJvb3R8ODUxMDZ8aW1hZ2UvanBlZ3xhRE5pTDJnek5pODBPREV3TURnek56VTFOakkxTkM4NE1EQlhlRGd3TUVoZk1UQTJNVFV6T0MweExtcHdad3wxYTY1MDMyZDJhMmM2NTYxZWU1NmM5NGYyOTY4ZTE5NGMwMjc3NzdhMTBkMTNjNGU3M2ExYWRlOGE1ODdmMzE2,https://api.mybihr.com/medias/800Wx800H-1061538-2.jpg?context=bWFzdGVyfHJvb3R8NTMyNzZ8aW1hZ2UvanBlZ3xhREJpTDJnelpDODBPREV3TURnek56YzFNamcyTWk4NE1EQlhlRGd3TUVoZk1UQTJNVFV6T0MweUxtcHdad3wxMTNlMWU2NDg2NDQyZGYyZGZhNDQ2MTNmMTQ3MzhmNWY2MDVhYTljYTUzMTY2YmEwY2FlNjlmYWU1MTViNzIx,https://api.mybihr.com/medias/800Wx800H-1061538-3.jpg?context=bWFzdGVyfHJvb3R8Mzg4NjB8aW1hZ2UvanBlZ3xhRGcxTDJnNFpTODBPREV3TURnek9EQXhOVEF3Tmk4NE1EQlhlRGd3TUVoZk1UQTJNVFV6T0MwekxtcHdad3w1YWQ5ZTAyMDlhMDYzZDU1MWEzZTQ4N2RhZWI0ZTI0YWQyMjU3YjM2N2RkYTQ1NGNmNTMwM2E1ODA1OGQ1Zjlm,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061539,893516,2005-6SCRW,BOLT,BOLT RIVETS M610PCS,Remache plástico M6 BOLT,6.99,5.78,3.76,819648022882,2,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Remaches de plástico, M6 Bolsa con 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Remaches de plástico, M6 Bolsa con 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,293,30,127,96,24,,,HDPE,,,,,https://api.mybihr.com/medias/1061539-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODMyOTV8aW1hZ2UvanBlZ3xhREEwTDJoaE5TODRPVGN6TXpRMk1UUTBNamcyTHpFd05qRTFNemt0TVY4NE1EQlhlRGd3TUVnfGNiM2VkMzU0MWUyNTIwMDRkMjAxMjUwYjZhNmQ2ZWZkYjVhZDk2NmNmNTU2ZGFmNDllYmIwMWE5N2IzOTViMWQ,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061540,893452,2005-6SRIV,BOLT,BOLT RIVETS M610PCS,Remache plástico M6 BOLT,6.99,5.78,3.76,819648022899,18,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Remaches de plástico, M6Bolsa con 10 unidades","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Remaches de plástico, M6Bolsa con 10 unidades",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,182,3,106,78,22,,,HDPE,,,,,https://api.mybihr.com/medias/800Wx800H-1061540-1.jpg?context=bWFzdGVyfHJvb3R8NzYwNTJ8aW1hZ2UvanBlZ3xhRGt5TDJobVl5ODBPREV3TURnek9UTTVNVEkyTWk4NE1EQlhlRGd3TUVoZk1UQTJNVFUwTUMweExtcHdad3w1YTM5ZTNmMTE0ODQyZmRjMTQzYTY3ZjFhNDU0MTdhMTczMTNjZWNkODVjYzBjMzZhZGNmOGQ5MjI5MWYwMjRl,https://api.mybihr.com/medias/800Wx800H-1061540-2.jpg?context=bWFzdGVyfHJvb3R8NDY1MDh8aW1hZ2UvanBlZ3xhR1ExTDJobU5TODBPREV3TURnek9UVTROemczTUM4NE1EQlhlRGd3TUVoZk1UQTJNVFUwTUMweUxtcHdad3wwYTVhYjUyNDNmMmQ0Nzk3ZDVhMjE0ZDZjYzk2MTQ2NDAwM2JkYjJkOGQ3OGI4NzA5ODliOWEwMmFkOGE2MjY1,https://api.mybihr.com/medias/800Wx800H-1061540-3.jpg?context=bWFzdGVyfHJvb3R8Mzg1Njh8aW1hZ2UvanBlZ3xhR1kyTDJobE9DODBPREV3TURnek9Ua3hOVFUxTUM4NE1EQlhlRGd3TUVoZk1UQTJNVFUwTUMwekxtcHdad3w0YmI2NGM4Y2QxN2JiYWZmYmFkYzA1NDRkYmQ0NTA3MjE3MjRhM2VhY2YzMmZjZTY3NjQxMTViNDE2MGE1YmY3,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061543,89606001,020-90514,BOLT,BOLT WASHERS M5X14MM10PCS,Arandelas Nilón BOLT M5 Ø14mm,3.75,3.10,2.02,819648023513,2,7318190090,0,1,Semitransparentes Juego de 10 unidades,Semitransparentes Juego de 10 unidades,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,74,5,140,105,5,,,,,,,,https://api.mybihr.com/medias/1061543-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk2ODR8aW1hZ2UvanBlZ3xhREV3TDJneU55ODRPVGN6TXpRM056RTNNVFV3THpFd05qRTFORE10TVY4NE1EQlhlRGd3TUVnfDIwNTU1ZDI1ZjQ3NzgwODM1NjY1NjVhN2ZhNzRlZjJkMTMxYTBmMTdjZTM5NDhjNTNlMDNkMmRjMGViMWYzNzU,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1073634,,E-C1-9007,BOLT,BOLT BOLT KIT HONDA ENGINE,Kit tornillería de motor BOLT Honda CR125R,40.23,33.25,21.61,819648025203,1,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish.</p><p></p><ul> <li>Screw set for engine</li><li>Includes all the screws, spacers and washers required</li></ul> </body> </html>","       Made in the USA, BOLT bolts and screws set the worldwide standard for this type of product. These kits of bolts and screws reproduce the characteristics of the original equipment, with a perfect quality of build and finish. Screw set for engineIncludes all the screws, spacers and washers required  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,933,648,201,116,40,,Acero,,,,,,https://api.mybihr.com/medias/1073634-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzUzODV8aW1hZ2UvanBlZ3xhR1EzTDJoaVppODVNREV6TkRBMU5UUTROVGMwTHpFd056TTJNelF0TVY4NE1EQlhlRGd3TUVnfDAxMjM5MDk4NjA3NjkxZGRkMWU3OThlZTk3NjA3YmEwZGM0ZDAwMjkwZTY0ODBiZGY2YWI5YmI4MzljYjIxNWM,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061387,893456,022-10412,BOLT,"BOLT BOLT M4X0,7X12MM COUNTERSUNK","Tornillos cabeza avellanada BOLT huella PHILIPS M4 x 0,7 x 12mm",3.00,2.48,1.61,819648023797,0,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Kit de tornillos tipo Phillips Tornillos M4x0,7, de 12 mmCabeza avellanadaUniversalesBolsa con 10 unidades","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos.Kit de tornillos tipo Phillips Tornillos M4x0,7, de 12 mmCabeza avellanadaUniversalesBolsa con 10 unidades",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,15,2,43,40,9,,Plata,,,,,,https://api.mybihr.com/medias/1061387-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc1OTl8aW1hZ2UvanBlZ3xhRGxsTDJneU9TODRPVGN6TXpFME5qZzNNREEyTHpFd05qRXpPRGN0TVY4NE1EQlhlRGd3TUVnfGQ2YjU1M2RhODk4MDc3YTgwN2ZiYTE1ZjdmZGMxM2Q1OTdmMjQ5YzcwY2ExM2RmNTYyMWNjOGJkZmE3MTgxMGQ,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061388,893379,022-20510,BOLT,"BOLT BOLT M5X0,8X10","Tornillos cabeza redonda BOLT huella PHILIPS M5 x 0,8 x 10mm",2.00,1.65,1.07,819648023803,0,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de tornillosM5x0,8 mm, longitud 15 mmTipo PhillipsUniversalesBolsa con 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de tornillosM5x0,8 mm, longitud 15 mmTipo PhillipsUniversalesBolsa con 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,23,18,67,20,17,,Plata,,,,,,https://api.mybihr.com/medias/1061388-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUxNzF8aW1hZ2UvanBlZ3xhRFpsTDJnek1DODRPVGN6TXpFME9EZ3pOakUwTHpFd05qRXpPRGd0TVY4NE1EQlhlRGd3TUVnfDI0YmU3NjJhMDk1MmJhOTkwZDQ0MjI4NzQyYTE4M2ZiNThkNTBmZTE4NDQxMTliMDNmZjYzYTg0NzhkYzNmNzE,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061395,893176,024-10612,BOLT,"BOLT BOLT M6X1,00X12 8","Tornillos con cabeza hexagonal de brida BOLT 8mm M6 x 1,00 x 12mm",3.00,2.48,1.61,819648024077,0,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,30,38,68,32,14,,Plata,,,,,,https://api.mybihr.com/medias/1061395-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk5NTN8aW1hZ2UvanBlZ3xhRE5sTDJobFppODRPVGN6TXpFMk1qVTVPRGN3THpFd05qRXpPVFV0TVY4NE1EQlhlRGd3TUVnfDhjZmI4NTYyN2UyZWQ3MjA4ZjYwZDU2ZmVlNmY4ZjA3MTc1MjQxZWFlM2M1NmE0MWM0NWY3ZjRkYmE5M2ZkMWM,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061398,893391,024-10618,BOLT,"BOLT BOLT M6X1,00X18 8","Tornillos con cabeza hexagonal de brida BOLT 8mm M6 x 1,00 x 18mm",3.50,2.89,1.88,819648024107,1,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,37,40,63,35,17,,Plata,,,,,,https://api.mybihr.com/medias/1061398-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5OTl8aW1hZ2UvanBlZ3xhRFl6TDJobVl5ODRPVGN6TXpFMk9EUTVOamswTHpFd05qRXpPVGd0TVY4NE1EQlhlRGd3TUVnfDM3YTc0M2M0Y2QzMzUyZDgyMTM1ZWQ0ZDI4MDc3OTJkM2RhZjkyZGQ0ZWFjMTVlMDc2ZGRmZWQ0NmY5ODg4MTU,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
1061405,893429,024-20816,BOLT,"BOLT BOLT M8X1,25X16 -10","Tornillos con cabeza hexagonal de brida BOLT 10mm M8 x 1,25 x 16mm",5.00,4.13,2.68,819648024275,0,7318190090,0,1,"Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""","Fabricada en los EE. UU., la tornillería de Bolt marca los estándares para este tipo de productos a nivel mundial. Sus kits de pasadores y tornillos reproducen las prestaciones de los instalados de fábrica, con una calidad y un acabado perfectos. 			Kit de 10 unidades""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,52,77,64,48,17,,Plata,,,,,,https://api.mybihr.com/medias/1061405-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4OTV8aW1hZ2UvanBlZ3xhRGd3TDJnelpDODRPVGN6TXpFNE1qSTFPVFV3THpFd05qRTBNRFV0TVY4NE1EQlhlRGd3TUVnfDI1ZTUzYWY2YjUxNjViYTg4ZDFiOGE4NDFhYjMwZjY5MjcyMjkzYzQzNDE2YzAwMjYxODFkMzI2ZjY1NDBiODE,,,,https://static.bihr.pro/eBihr/Pictures/BOLT-pictures.zip,Spain Warehouse (Parts)
