PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Longitud (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1095884005,,50V02/10/3,TECNOSEL,"TECNO STICKERS WHITE NUMBER SHEET, 3",TECNOSEL Race Number 3 20x13cm White Set of 3,5.18,4.28,2.78,60600049,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Dimensions : 20x13cm</li><li>Pack of 3 pieces</li></ul> </body> </html>","        Dimensions : 20x13cmPack of 3 pieces  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Número 3,,617,105,251,351,7,,,https://api.mybihr.com/medias/1095884005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1NTB8aW1hZ2UvanBlZ3xhR1ZpTDJobE5DODRPVEUwTkRjNU1EZzNOalEyTHpFd09UVTRPRFF3TURVdE1WODRNREJYZURnd01FZ3wyNWZkMDc0MmM4MjI0YTQ3MjIzMjU4MGFkMjJkZDgwZTM3MTY2OTZhYTg0ZjkxNmM3MWVkMWNlNzZjMmRlYmE3,,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1095884010,,50V02/10/8,TECNOSEL,"TECNO STICKERS WHITE NUMBER SHEET, 8",TECNOSEL Race Number 8 20x13cm White Set of 3,5.18,4.28,2.78,60600054,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Dimensions : 20x13cm</li><li>Pack of 3 pieces</li></ul> </body> </html>","        Dimensions : 20x13cmPack of 3 pieces  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Número 8,,613,105,251,349,7,,,https://api.mybihr.com/medias/1095884010-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1NTB8aW1hZ2UvanBlZ3xhRFF4TDJnNE15ODRPVE13TkRJMk1UVTVNVE0wTHpFd09UVTRPRFF3TVRBdE1WODRNREJYZURnd01FZ3xkOGI2OTM3ZGZkZTM1NWIzNjE3Y2JmNmQ2MzA5NzA3Yzg1NWZhYWI0NjU1MDg0YzJlYWMyMDYxMzE3MDg0MDZm,,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091612,,82V00,TECNOSEL,TECNO STICKERS YAMAHA OEM 92,Kit adhesivos completo TECNOSEL OEM Yamaha 1992,155.36,128.40,83.46,60300594,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender. </p><p> </p><p>The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments. </p><p> </p><p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender.  The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments.  Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,7983,976,352,504,45,,,https://api.mybihr.com/medias/1091612-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4MDAxfGltYWdlL2pwZWd8YURka0wyZzNZeTg0T1RRM016UXhOelUwTXprNEx6RXdPVEUyTVRJdE1WODRNREJYZURnd01FZ3w3OWI4MzE1YWQ0MTdhODZkZmU4NTJjOWRiYTk0NDJhMmUyZGY4ODczYzE2MzFmYzI1YTliMTk4MmJmNjcwMjcx,https://api.mybihr.com/medias/1091612-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzEwNTM2fGltYWdlL2pwZWd8YUdGakwyZzNOUzg0T1RRM016UXhPVFV4TURBMkx6RXdPVEUyTVRJdE1sODRNREJYZURnd01FZ3xiODYyZWFhMmZmMmU1NmFiNzhiNDBiODIwZGE3MmJhZTkxMjA0ZDdhZTFhZjA5NDY2OTk4ZDk5YmVjNTgxY2Ux,https://api.mybihr.com/medias/1091612-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzMxODR8aW1hZ2UvanBlZ3xhRFEwTDJneU55ODRPVFEzTXpReU1UUTNOakUwTHpFd09URTJNVEl0TTE4NE1EQlhlRGd3TUVnfDIwMWY2YmQ2OWUwNWJkMWU1NDJmNmI3MzlhNjk0YmY1YWNiNWEwYzcwNzQ5NGNmMmEwMDgzNWNlYTZhOThjNTA,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091613,,82V01,TECNOSEL,TECNO STICKERS YAMAHA TEAM 93,Kit adhesivos completo TECNOSEL Team Yamaha 1993,155.36,128.40,83.46,60300595,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender. </p><p> </p><p>The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments. </p><p> </p><p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender.  The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments.  Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,7904,871,352,499,45,,,https://api.mybihr.com/medias/1091613-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ0OTMxfGltYWdlL2pwZWd8YURRMEwyaGtZeTg0T1RFek56WTNPRFU0TWpBMkx6RXdPVEUyTVRNdE1WODRNREJYZURnd01FZ3wzMzdiNWI3YTQwNjY5M2U0MWM3ZTcxN2UyYjE3ODUwODZkYjEyNTY1ODkyZmIzZjhkNTVlMDNhNzYxMmE4NTA1,https://api.mybihr.com/medias/1091613-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg5NTI2fGltYWdlL2pwZWd8YUdNNUwyZzRaQzg0T1RFek56WTRNRFUwT0RFMEx6RXdPVEUyTVRNdE1sODRNREJYZURnd01FZ3wxYmYxZWUyMDJkZTkzN2I3NDc1NmI1MDY5MTVkODkyMTAyYjY5ZTY2ZjZmOGU4NTZiOGMzMjg2ZjhhMjQ4MmFh,https://api.mybihr.com/medias/1091613-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzMxODR8aW1hZ2UvanBlZ3xhR1k0TDJnNE5pODRPVEV6TnpZNE1qVXhOREl5THpFd09URTJNVE10TTE4NE1EQlhlRGd3TUVnfDM1MGM3MmMzYmZiZWZhNDI4YTUwODlhMTA1ODdiYmNjZGExZGM0ZGMxMTcwMmY2ZjdiMjBhYzI2ZWJjNWRmYjc,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091558,,14V00,TECNOSEL,TECNO SEAT COVER TEAM KAWASAKI 1993,Funda de asiento TECNOSEL Team Kawasaki 1993,59.56,49.22,31.99,60000189,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,7014,425,350,501,40,,,https://api.mybihr.com/medias/1091558-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYyODR8aW1hZ2UvanBlZ3xhREF5TDJoaE1DODRPVFV3TkRrNE16azBNVFF5THpFd09URTFOVGd0TVY4NE1EQlhlRGd3TUVnfDBhMDU1YjgwMTIzYmZlOTEwZTY4MDRkOTVmYzRkM2JmZDVlNzg3MWRiZDViYzM2ZjA2MGUwZDVkZjFkYTBiN2U,https://api.mybihr.com/medias/1091558-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzOTk3fGltYWdlL2pwZWd8YURNeUwyZzVPUzg0T1RVd05EazROVGt3TnpVd0x6RXdPVEUxTlRndE1sODRNREJYZURnd01FZ3xjMjNhMGIzMjlmMGY0NzRmNGRkMjYwZmJjNDMwYzIzZTI4NDg4YjE1ZDc5NGYyNGFjMDEwZGEwMzkxNDVmMGU2,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091561,,14V03,TECNOSEL,TECNO SEAT COVER OEM KAWASAKI 2000,Funda de asiento TECNOSEL OEM Kawasaki 2000,59.56,49.22,31.99,8057912002266,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,7335,342,350,499,42,,,https://api.mybihr.com/medias/1091561-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0ODB8aW1hZ2UvanBlZ3xhR1ZqTDJnME1pODRPVEV6TnpZMU5EazRPVEV3THpFd09URTFOakV0TVY4NE1EQlhlRGd3TUVnfGFlYjA4YmQ3NzcxNzlkMDBkMDdhMTFiNjNiZjI0NzUwODYzOTc1NGE2NjExNjQ0NDkxMzU2NjNhNDFkODFiNGQ,https://api.mybihr.com/medias/1091561-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YUdKakwyZzBPUzg0T1RFek56WTFOamsxTlRFNEx6RXdPVEUxTmpFdE1sODRNREJYZURnd01FZ3xlMDUyMDE3N2E3MmU5NzgyZGZkMWE5YTUyYzc3ZmUyOTg4OGYzNjUyMDQxYzVkZjBiOWU4MWRiMTc2MWIzYzUz,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091568,,21V05,TECNOSEL,TECNO STICKERS KIT,Kit adhesivos TECNOSEL Team Honda Enduro 1995,116.52,96.30,62.60,8057912004215,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender. </p><p> </p><p>The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments.</p><p> </p></body> </html>","       The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender.  The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,2092,464,498,350,12,,,https://api.mybihr.com/medias/800Wx800H-1091568-1.jpg?context=bWFzdGVyfHJvb3R8NTA2NzR8aW1hZ2UvanBlZ3xhRFpsTDJnelpDODBPVEkyTURFMk9UTXpNRGN4T0M4NE1EQlhlRGd3TUVoZk1UQTVNVFUyT0MweExtcHdad3wzYzRmZjk1Zjc1OGI2YzA3M2FiOGNhZjJkOWU1NGFlYmNkZWFjMDcxMmYwZDk3NDdlMzdlNzBjODU2ODczNDY3,https://api.mybihr.com/medias/800Wx800H-1091568-2.jpg?context=bWFzdGVyfHJvb3R8ODgzMjV8aW1hZ2UvanBlZ3xhR1ppTDJnMFlTODBPVEkyTURFMk9UY3lNemt6TkM4NE1EQlhlRGd3TUVoZk1UQTVNVFUyT0MweUxtcHdad3wzNzU1OThiMWExY2U0YjA1NmU3Y2JkMGZhMWY4NThmMDEwNGU4ZTg4MjUzOGU2YjhlMjFhODQ1OTIzODBjNjU3,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091556,,13V03,TECNOSEL,TECNO SEAT COVER TEAM SUZUKI 1999,Funda de asiento TECNOSEL Team Suzuki 1999,59.56,49.22,31.99,60000188,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,8192,381,350,498,47,,,https://api.mybihr.com/medias/1091556-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM0MTZ8aW1hZ2UvanBlZ3xhREpsTDJnM1pTODRPVEExTVRjeU1qSXhPVGd5THpFd09URTFOVFl0TVY4NE1EQlhlRGd3TUVnfDNkZWM5ZDJlNTk0MzdjZWQyMGM0NzA4NjdhZDkwNmQ5M2YzOTc2Zjc3ODg0ZGQwZWJjMzQ3ZmM4MGFlZWNhNmI,https://api.mybihr.com/medias/1091556-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk2NjAyfGltYWdlL2pwZWd8YURjeEwyZzNOeTg0T1RBMU1UY3lOREU0TlRrd0x6RXdPVEUxTlRZdE1sODRNREJYZURnd01FZ3w3YjNlZGVlZTk5YWE4ZTZjZWE2ZWNmZjAwMGJlMDFmZWIzYzIxYzk2MTc1ZmE4N2JkNTM3ZDQ4NmQ3MzFhZWFi,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091557,,13V04,TECNOSEL,TECNO SEAT COVER,Funda de asiento TECNOSEL Replica Team Suzuki 2001,59.56,49.22,31.99,60000218,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Made in Italy</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Made in ItalyPrecise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,8274,391,350,503,47,,,https://api.mybihr.com/medias/800Wx800H-1091557-1.jpg?context=bWFzdGVyfHJvb3R8Njc5MjB8aW1hZ2UvanBlZ3xhR0V3TDJnMll5ODJNVGd6TlRreU1ETXhNRE13TWk4NE1EQlhlRGd3TUVoZk1UQTVNVFUxTnkweExtcHdad3xlNDE3MDRlNzA0YjA2N2ExMGVjNDYyNDczZjRiYzQyY2I0ODY5MjQ0NGNjNDJjYmYyMDc0ZGU2MGRjMDJhNjNj,https://api.mybihr.com/medias/800Wx800H-1091557-2.jpg?context=bWFzdGVyfHJvb3R8MTIzNDZ8aW1hZ2UvanBlZ3xhREV5TDJnMVppODJNVGd6TlRreU1EY3dNelV4T0M4NE1EQlhlRGd3TUVoZk1UQTVNVFUxTnkweUxtcHdad3w0Y2RlNzg1ZWZjNmNlMjRmYWQ3ZDcwZjIwYzI2ZjU4ZDMzZjA2MGU1MzZmZTNlYTBjOTQ0Njc4YTA4ZjRjYjhh,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091559,,14V01,TECNOSEL,TECNO SEAT COVER TEAM KAWASAKI 1996,Funda de asiento TECNOSEL Team Kawasaki 1996,59.56,49.22,31.99,60000190,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,3344,349,352,500,19,,,https://api.mybihr.com/medias/1091559-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg2MjF8aW1hZ2UvanBlZ3xhR0ZsTDJnek55ODRPVEV6TnpZMU1UQTFOamswTHpFd09URTFOVGt0TVY4NE1EQlhlRGd3TUVnfDhhNjQwOTZlMThmMjNjNmIwZjMyM2JmYmMzNWQ5Y2VhOTc3MTRkZjllNWQ0MGZjMjA2ZTg0ZWVlZjVhMjAxN2Y,https://api.mybihr.com/medias/1091559-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzMxOTUyfGltYWdlL2pwZWd8YURkbUwyZ3paUzg0T1RFek56WTFNekF5TXpBeUx6RXdPVEUxTlRrdE1sODRNREJYZURnd01FZ3w3ZTA4ZTMxZTY1OWI4MTFlMjk0ZjY5ZDlmNWM1YzIwMjhiOGMzMjgyMmUyNWUwMTZmZGQ3OWQzODQwZmFjODdh,,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
1091619,,83V03,TECNOSEL,TECNO STICKERS SUZUKI TEAM 99,Kit adhesivos completo TECNOSEL Team Suzuki 1999,155.36,128.40,83.46,60300600,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender. </p><p> </p><p>The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments. </p><p> </p><p>Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.</p><p> </p><ul> <li>Quality ''''made in Italy''''</li><li>Precise finishings and shapes</li><li>Designed to ease the assembling</li><li>Captivating design</li><li>Original Replica TECNOSEL</li></ul> </body> </html>","       The sticker kit includes: tank pair, radiator shrouds pair, airbox pair, number plates, fork protections pair, swing arm pair, front fender and rear fender.  The different pieces of the kit cannot be sold separately. The holes on the tank stickers allow the gasoline vapors to come out. In case of worn out tanks, this is not enough to prevent some slight detachments.  Seat cover to substitute the original one. Produced with non-slip material. Intended to renew the look of the the most popular off-road bikes.  Quality ''''made in Italy''''Precise finishings and shapesDesigned to ease the assemblingCaptivating designOriginal Replica TECNOSEL  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,8700,1132,500,348,50,,,https://api.mybihr.com/medias/1091619-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIwNTcwfGltYWdlL2pwZWd8YURFM0wyZ3hZaTg0T1RReE9UUTROams0TmpVMEx6RXdPVEUyTVRrdE1WODRNREJYZURnd01FZ3xhODBhZGY3ZTdlYWYyNTEyOTExY2I4MWZmMTdiYThkODFkNWMxMDRhZmFkOTU5MmVkMmM4NjUxOWRiZmJhMWUy,https://api.mybihr.com/medias/1091619-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDM0MTZ8aW1hZ2UvanBlZ3xhRFEzTDJneE5DODRPVFF4T1RRNE9EazFNall5THpFd09URTJNVGt0TWw4NE1EQlhlRGd3TUVnfDA5NGRlZDZlM2UzY2VkOGYzNDE4MzdiN2ViZDZlZDBiZjNkY2M3MDI3MDc0ZTVkZTdiNzQxMGU5NTljNjZkMDY,https://api.mybihr.com/medias/1091619-3-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk2NjAyfGltYWdlL2pwZWd8YURNMEwyZ3pZUzg0T1RReE9UUTVNRGt4T0Rjd0x6RXdPVEUyTVRrdE0xODRNREJYZURnd01FZ3w1YzYxM2EyYzAyZDI0ZDVjMmI3NWNlN2UyZDIxZTJiNTllYjA2OWRmN2ZlZGU3MjAwMzE2NjE3MDlmOGVjZGI5,https://static.bihr.pro/eBihr/Pictures/TECNOSEL-pictures.zip,Spain Warehouse (Parts)
