PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Embalaje,Especificaciones,Homologación,Posición,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,Document2,DeliveryPlant
1065834,,032705611,TECNIGAS,TECGA EXHAUST ORIGINAL PRO,Escape completo TECNIGAS Original Pro - Piaggio FLY 4TPS 4V,179.00,147.93,103.55,746367,2,8714104000,0,1,"<p>The perfect replacement of the original exhaust with optimized performance</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>Low noise level</li>
<li>Maximum performance at muffler level</li>
<li>Strength and durability</li>
<li>Design very similar to the original</li>
<li>Approvals available according to the 97/24/EC directive</li>
</ul>","
The perfect replacement of the original exhaust with optimized performance
TECHNICAL SPECIFICATIONS

Low noise level
Maximum performance at muffler level
Strength and durability
Design very similar to the original
Approvals available according to the 97/24/EC directive
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,23774,3084,635,192,195,,,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/1065834-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxNjR8aW1hZ2UvanBlZ3xhR1kzTDJobE1TODRPVGMwTURnMk56azVNemt3THpFd05qVTRNelF0TVY4NE1EQlhlRGd3TUVnfDE2ZDkxYjViNjA5ODg2NGFiZjNhNDI0NTMyNjQ5YmIwNTg0NjQ2MmM4ZGU5ODk1NDBmOGY0OWYyYWIzYjEyOTk,,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,,,Spain Warehouse (Parts)
1123430,,061254241,TECNIGAS,TECGA EXHAUST E-NOX EVO 2,Escape completo TECNIGAS E-Nox Evo 2 Acero,224.90,185.87,130.11,8435521108416,0,8714104000,0,1,"<p>Design and performance at the highest level with a steel housing with anti-caloric paint finish.</p>
<p>TECHNICAL DATA</p>
<ul>
	<li>Sheet steel housing with anti-caloric paint finish</li>
	<li>200mm aluminium silencers, new laser engraving and microsphere finish</li>
	<li>High performance</li>
	<li>Approvals according to Directive 97/24 EC available</li>
</ul>","
Design and performance at the highest level with a steel housing with anti-caloric paint finish.

TECHNICAL DATA

	Sheet steel housing with anti-caloric paint finish
	200mm aluminium silencers, new laser engraving and microsphere finish
	High performance
	Approvals according to Directive 97/24 EC available
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,27602,3293,517,263,203,Aluminio,Aluminio,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1123430-1.jpg?context=bWFzdGVyfHJvb3R8MjI5ODl8aW1hZ2UvanBlZ3xhRGRrTDJnM1ppODBOekl6TmpneE9URXlOREkxTkM4NE1EQlhlRGd3TUVoZk1URXlNelF6TUMweExtcHdad3wxZTU2YzBjZDIwZDVjN2FmN2I0MmEwNDQyMzI5YThhOWVlNTZmNGUyZTg3MTQzYWFkYTU5YzZjZTE5NDgzNzRi,https://api.mybihr.com/medias/800Wx800H-1123430-2.jpg?context=bWFzdGVyfHJvb3R8MzAwMjJ8aW1hZ2UvanBlZ3xhRGxpTDJnMFlpODBOekkwTnpFME5UVXdNRGN3TWk4NE1EQlhlRGd3TUVoZk1URXlNelF6TUMweUxtcHdad3wwMWU4MDQ0NjI4NjdkNDM4YTYwOTA4ZTFmMDc1NjE4MTRhNzlhMzFiN2IyMzY5Y2JkODlhYzlkNTNiMjYyNWQx,https://api.mybihr.com/medias/800Wx800H-1123430-3.jpg?context=bWFzdGVyfHJvb3R8MTUyNjN8aW1hZ2UvanBlZ3xhR05qTDJnNFpDODBOekl6TmpneE9UVTRNekF3Tmk4NE1EQlhlRGd3TUVoZk1URXlNelF6TUMwekxtcHdad3w4NjIwN2M2Yjk5NWI1NmMxYTk4ZGVlZWFiYTdmNzY3NGYxMzE1MmIwNjFkYTAxZTZmMjViYWYzNGY5ZTQzYTgz,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,,,Spain Warehouse (Parts)
1109645,,033751511,TECNIGAS,TECGA EXHAUST MAXI 4,Escape completo TECNIGAS Maxi 4 - Kymco Agility City 125i / 150i,176.36,145.75,102.03,8435521103084,0,8413602090,0,1,"<p>Optimum performance with minimum noise emissions, for maxi scooters.</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>Steel plate structure</li>
<li>Low noise level</li>
<li>Maximum performance at muffler level</li>
<li>Resistance and durability</li>
<li>Design very similar to the original</li>
<li>Approvals available according to 97/24/EC directive</li>
</ul>","
Optimum performance with minimum noise emissions, for maxi scooters.
TECHNICAL SPECIFICATIONS

Steel plate structure
Low noise level
Maximum performance at muffler level
Resistance and durability
Design very similar to the original
Approvals available according to 97/24/EC directive
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,43672,4953,800,265,206,,Acero,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/1109645-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyMTN8aW1hZ2UvanBlZ3xhREE1TDJoaU9TOHhNakV6TVRnek5qVTFPVE01TUM4eE1UQTVOalExTFRGZk9EQXdWM2c0TURCSXxjYjUwOGU0YzdhZGNhZTliMmVlYjk0NGI1ZTVjNzZmNWVlNzdmMTczMTU5ZGRkMWQ0NWQ3YTI2NzE3MjI0MjIw,https://api.mybihr.com/medias/1109645-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMjN8aW1hZ2UvanBlZ3xhR0ZoTDJoak5pOHhNakV6TVRnek5qazFNall3Tmk4eE1UQTVOalExTFRKZk9EQXdWM2c0TURCSXw4YWZkYWFlM2YwMDQyNTM3ODViN2I4MGU4NThlY2E5M2I2ZjU5NTVlZDlmNTNjZjYwY2IxNzU2NjU4ZGJkMmI1,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/1109645-Instructions-Homologation-Guarantee.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxOTkyOTQyfGFwcGxpY2F0aW9uL3BkZnxhREEzTDJoak15OHhNakE1T0RFek1UQTVPVFkzT0M4eE1UQTVOalExWDBsdWMzUnlkV04wYVc5dWN5MUliMjF2Ykc5bllYUnBiMjR0UjNWaGNtRnVkR1ZsTG5Ca1pnfDEyMjM1MWFlZjVlNzY2ZTBhMThhMWNlYzU1NDcyYWRhMDgzYjc3MWEzYzg3MWNlNTg5NTNiNDYzYTNlODU3ZmE,,Spain Warehouse (Parts)
1123429,,061682237,TECNIGAS,TECGA EXHAUST E-BOX 2,Escape completo TECNIGAS E-Box 2,260.90,215.62,150.93,8435521104463,1,8714104000,0,1,"<p>The comprehensive design of each cone that composes it, the Venturi system in the last cone and the high quality of workmanship, make the E-boxes a reference on the market and allow to exploit to the maximum the possibilities of each engine.</p>
<p>TECHNICAL DATA</p>
<ul>
<li>Tecniga's racing gearbox line</li>
<li>Transmission made of AP04 steel plate with cone-cone structure with cylindrical centre section and fully handmade welds</li>
<li>Sound insulation through resonance chamber system and Bioxil mixture for maximum sound wave absorption.</li>
<li>200mm aluminium silencer, new laser engraving and microsphere finish.</li>
<li>&amp;Ul;superior performance</li>
<li>Strength and durability</li>
<li>Racing look and craftsmanship</li>
<li>Approvals according to Directive 97/24/CE available</li>
</ul>","
The comprehensive design of each cone that composes it, the Venturi system in the last cone and the high quality of workmanship, make the E-boxes a reference on the market and allow to exploit to the maximum the possibilities of each engine.

TECHNICAL DATA

Tecniga's racing gearbox line
Transmission made of AP04 steel plate with cone-cone structure with cylindrical centre section and fully handmade welds
Sound insulation through resonance chamber system and Bioxil mixture for maximum sound wave absorption.
200mm aluminium silencer, new laser engraving and microsphere finish.
&Ul;superior performance
Strength and durability
Racing look and craftsmanship
Approvals according to Directive 97/24/CE available
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,49502,3372,801,300,206,,,,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1123429-1.jpg?context=bWFzdGVyfHJvb3R8MzE5ODF8aW1hZ2UvanBlZ3xhRGM0TDJobVlpODBOVFF6TXpJNE1qSXpNak0xTUM4NE1EQlhlRGd3TUVoZk1URXlNelF5T1MweExtcHdad3wyYTg5MzNjZDA4N2NiNzk4YjEyMGMxMTMwZTAxNTRjY2Q1MTgzMmI5YjA0YTNlYWNhYWU2M2U1ZTBkNTRmYjU2,https://api.mybihr.com/medias/800Wx800H-1123429-2.jpg?context=bWFzdGVyfHJvb3R8NTE1NTF8aW1hZ2UvanBlZ3xhR1ZpTDJobFpDODBOVFF6TXpJNE1qWXlOVFUyTmk4NE1EQlhlRGd3TUVoZk1URXlNelF5T1MweUxtcHdad3xhODFmMzk5MjM3NmZmZDQ4OGU1NmM0YmNlMmZmNzk5YWQzM2JlYWVjYzJiODk2ODU3Y2RkOWZlOWZhMTZkM2Qx,https://api.mybihr.com/medias/800Wx800H-1123429-3.jpg?context=bWFzdGVyfHJvb3R8Mzg4ODF8aW1hZ2UvanBlZ3xhR0l5TDJnNU9DODBOVFF6TXpJNE16QXhPRGM0TWk4NE1EQlhlRGd3TUVoZk1URXlNelF5T1MwekxtcHdad3xmMDk3NTQwZTZkNDllMmE3OTdiNzM1ZmY3N2YxMTBkODY5ZGMyYTMzMzc4ZmFmNjI5ODhlODFkNDVmYzgwMDI2,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/Mounting-Instruction-TECNIGAS-1123429.pdf?context=bWFzdGVyfHJvb3R8MTE1ODc0NXxhcHBsaWNhdGlvbi9wZGZ8YURBNUwyZ3lNUzgxTURZNU5EYzBORFF3T0RBNU5DOU5iM1Z1ZEdsdVp5Qkpibk4wY25WamRHbHZiaUJVUlVOT1NVZEJVeUF4TVRJek5ESTVMbkJrWmd8MGQxN2Y2NmFlYmYyZmVlZWJiMWQxYThkOGYzNGJmOTMwNDdlMWE1MTc4ODA4OWY5OWMxZWRhNDM2ODE4OTU4NA,,Spain Warehouse (Parts)
1065832,,032704511,TECNIGAS,TECGA EXHAUST ORIGINAL PRO,Escape completo TECNIGAS Original Pro - Vespa 4T,169.00,139.67,97.77,746365,1,8714104000,0,1,"<p>The perfect replacement of the original exhaust with optimized performance</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>Low noise level</li>
<li>Maximum performance at muffler level</li>
<li>Strength and durability</li>
<li>Design very similar to the original</li>
<li>Approvals available according to the 97/24/EC directive</li>
</ul>","
The perfect replacement of the original exhaust with optimized performance
TECHNICAL SPECIFICATIONS

Low noise level
Maximum performance at muffler level
Strength and durability
Design very similar to the original
Approvals available according to the 97/24/EC directive
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,23774,3084,635,192,195,,,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1065832-1.jpg?context=bWFzdGVyfHJvb3R8MzMwMTl8aW1hZ2UvanBlZ3xhRGt5TDJnMk5pODFNRFE0TURFeE5EWTVOakl5TWk4NE1EQlhlRGd3TUVoZk1UQTJOVGd6TWkweExtcHdad3xhZDQ4YTg2NGNhZWZhNWE4NGNhMWFlNjkwODc2MWViMjM4MTBjNjU2NDI0MWZkMjUyYTE4MDU0NzYyZTYwMGRi,https://api.mybihr.com/medias/800Wx800H-1065832-2.jpg?context=bWFzdGVyfHJvb3R8Mzg5NDB8aW1hZ2UvanBlZ3xhR016TDJnMVl5ODFNRFE0TURFeE5EazFPRE0yTmk4NE1EQlhlRGd3TUVoZk1UQTJOVGd6TWkweUxtcHdad3w0MjlhOGNlOTY0MGIxZjhiMTVlNjk4MWUxODUxZjBiMDA0NWRlZDRhMDM4NGVlZDc4YjZmMDU4MTFkNGYzYjU1,https://api.mybihr.com/medias/800Wx800H-1065832-3.jpg?context=bWFzdGVyfHJvb3R8NDAzMTF8aW1hZ2UvanBlZ3xhRGMzTDJnd055ODFNRFE0TURFeE5UTTFNVFU0TWk4NE1EQlhlRGd3TUVoZk1UQTJOVGd6TWkwekxtcHdad3xhZjcyYzQwN2Q3ZmM3ZjBjODVkZGU2YWQ4NWY0ODRlM2VmYmNlZTdmMDQ3MmFjNDg3YzU0YzZkYTE3NDBiOTBm,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,,,Spain Warehouse (Parts)
1109649,,061975311,TECNIGAS,TECGA EXHAUST GP4,Escape completo TECNIGAS GP4 - SYM,144.99,119.83,83.88,8435521102261,2,8413602090,0,1,"<p>Sporty range with a specific design to optimize 4-stroke engines.</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>AISI 304 stainless steel manifold</li>
<li>Expansion body in AP-04 steel</li>
<li>High quality nickel finish</li>
<li>Approved according to Directive 97/24EC</li>
</ul>","
Sporty range with a specific design to optimize 4-stroke engines.
TECHNICAL SPECIFICATIONS

AISI 304 stainless steel manifold
Expansion body in AP-04 steel
High quality nickel finish
Approved according to Directive 97/24EC
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,24765,3271,635,200,195,,Acero,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/1109649-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwMTk4fGltYWdlL2pwZWd8YUdZM0wyaGhZUzh4TWpZM016WTFNVEE0TVRJME5pOHhNVEE1TmpRNUxURmZPREF3VjNnNE1EQkl8Mzc2OWFiNDkxZDRhOWJhY2FkNGQ0MDRlNjE5NTk4ZjhhMjJiMmE1YjQ1NjY0ZWE5ZDA0YWMwMjAwNTdkNTg1Mw,https://api.mybihr.com/medias/1109649-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkwMzV8aW1hZ2UvanBlZ3xhRE5sTDJoak1TOHhNakE1T1RneU5ETTFNek14TUM4eE1UQTVOalE1TFRKZk9EQXdWM2c0TURCSXwwNjcyMzM3YjRmZTk4NzYzNGVjMGIxYTE2M2FiZDA1ZDliNWFjZjE2NDJlMGM3ZGYxZTg5MGFjYWExNmI0Yzcx,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/1109649-Instructions-Homologation-Guarantee.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMjkyNTU3fGFwcGxpY2F0aW9uL3BkZnxhRGt3TDJoaE5pOHhNakE1T0RFeU9UYzRPRGsxT0M4eE1UQTVOalE1WDBsdWMzUnlkV04wYVc5dWN5MUliMjF2Ykc5bllYUnBiMjR0UjNWaGNtRnVkR1ZsTG5Ca1pnfDE5NzJlMmVjYzJlY2U0MTYyYjM0OWNiMmIzMzM4MjY5Mjc4MmJhZTg5MDllYTE3Y2NhNDc2NGNhODM2MGI2ZjM,,Spain Warehouse (Parts)
1123433,,061251141,TECNIGAS,TECGA EXHAUST E-NOX EVO 2,Escape completo TECNIGAS E-Nox Evo 2 Acero,224.90,185.87,130.11,8435521108454,0,8714104000,0,1,"<p>Design and performance at the highest level with a steel housing with anti-caloric paint finish.</p>
<p>TECHNICAL DATA</p>
<ul>
	<li>Sheet steel housing with anti-caloric paint finish</li>
	<li>200mm aluminium silencers, new laser engraving and microsphere finish</li>
	<li>High performance</li>
	<li>Approvals according to Directive 97/24 EC available</li>
</ul>","
Design and performance at the highest level with a steel housing with anti-caloric paint finish.

TECHNICAL DATA

	Sheet steel housing with anti-caloric paint finish
	200mm aluminium silencers, new laser engraving and microsphere finish
	High performance
	Approvals according to Directive 97/24 EC available
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,29790,3294,517,268,215,Aluminio,Aluminio,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1123433-1.jpg?context=bWFzdGVyfHJvb3R8MjI5ODl8aW1hZ2UvanBlZ3xhR05pTDJneU5DODBOekkwTnpFME5ETXlNVEExTkM4NE1EQlhlRGd3TUVoZk1URXlNelF6TXkweExtcHdad3wyMzg0MGM2ZWY5Mjk5ZDJhNzYyNTNjZmQxNGUzMDExYmE5NWVhOTY4YzIyN2FkMmI4MzlmMDlhNmFhMDNmYjMz,https://api.mybihr.com/medias/800Wx800H-1123433-2.jpg?context=bWFzdGVyfHJvb3R8MzAwMjJ8aW1hZ2UvanBlZ3xhRE5rTDJneE55ODBOekkwTnpFME5EY3hOREkzTUM4NE1EQlhlRGd3TUVoZk1URXlNelF6TXkweUxtcHdad3w2NjczZmQ3M2E4OTFlOWI3YjRhMzdhOGZhMzkxZWRlNTUzNThkMmZjM2ZhNjZhOGI1MjRiYWI4MGQ5MjNmMmFm,https://api.mybihr.com/medias/800Wx800H-1123433-3.jpg?context=bWFzdGVyfHJvb3R8MTUyNjN8aW1hZ2UvanBlZ3xhR1ppTDJnelpDODBOekkwTnpFME5URXdOelE0Tmk4NE1EQlhlRGd3TUVoZk1URXlNelF6TXkwekxtcHdad3w3Yzc0NjkyNGQ0MjFlMDMxMDg3MGY4MTdkNGI3ZGQyMzQ1N2Y0NmI4MjcyMDk5OTM5YjljMDljYTQwMWE4MGQ5,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,,,Spain Warehouse (Parts)
1123431,,061253041,TECNIGAS,TECGA EXHAUST E-NOX EVO 2,Escape completo TECNIGAS E-Nox Evo 2 Acero,224.90,185.87,130.11,8435521108423,0,8714104000,0,1,"<p>Design and performance at the highest level with a steel housing with anti-caloric paint finish.</p>
<p>TECHNICAL DATA</p>
<ul>
	<li>Sheet steel housing with anti-caloric paint finish</li>
	<li>200mm aluminium silencers, new laser engraving and microsphere finish</li>
	<li>High performance</li>
	<li>Approvals according to Directive 97/24 EC available</li>
</ul>","
Design and performance at the highest level with a steel housing with anti-caloric paint finish.

TECHNICAL DATA

	Sheet steel housing with anti-caloric paint finish
	200mm aluminium silencers, new laser engraving and microsphere finish
	High performance
	Approvals according to Directive 97/24 EC available
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,28177,3468,516,269,203,Aluminio,Aluminio,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1123431-1.jpg?context=bWFzdGVyfHJvb3R8MjI5ODl8aW1hZ2UvanBlZ3xhRFU1TDJnNVlpODBOekl6TmpneE9UazNOakl5TWk4NE1EQlhlRGd3TUVoZk1URXlNelF6TVMweExtcHdad3w3OWZlZmM2MjllOGZlN2ExMTcwOWQxZmNmYmM1NjllZTU2ZTBhZjQ4NTFhZTgxOTc5MjhmZjhkYmI0YTUzODYy,https://api.mybihr.com/medias/800Wx800H-1123431-2.jpg?context=bWFzdGVyfHJvb3R8MzAwMjJ8aW1hZ2UvanBlZ3xhR0UzTDJnMk1TODBOekl6TmpneU1ETTJPVFF6T0M4NE1EQlhlRGd3TUVoZk1URXlNelF6TVMweUxtcHdad3wxOGM3YjY1ZDNiMGY5MmJmYzFlODczOTQ1NmVmZmZjYzYzMzhlYjQ4YzJhZmNkYWQzYzEzNGM1MDFjZDA2OTk3,https://api.mybihr.com/medias/800Wx800H-1123431-3.jpg?context=bWFzdGVyfHJvb3R8MTM1OTJ8aW1hZ2UvanBlZ3xhREEzTDJnMU5DODBOekl6TmpneU1EYzJNalkxTkM4NE1EQlhlRGd3TUVoZk1URXlNelF6TVMwekxtcHdad3xjZjI0Y2ZiNmY2YjcwNGRiZTc4ZGU4ZDQ5MjMwY2U2OGQ0NGY4NDdjODBjNTRmZWYzMjQ5MjhlMTcxM2U0YmU3,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,,,Spain Warehouse (Parts)
1109640,,033750811,TECNIGAS,TECGA EXHAUST MAXI 4,Escape completo TECNIGAS Maxi 4,169.00,139.67,97.77,8435521101127,2,8413602090,0,1,"<p>Rendimiento &oacute;ptimo con las m&iacute;nimas emisiones ac&uacute;sticas al servicio de los maxi scooters.</p>
<p><strong>ESPECIFICACIONES T&Eacute;CNICAS</strong></p>
<ul>
<li>Estructura en chapa de acero</li>
<li>Bajo nivel sonoro</li>
<li>M&aacute;ximo rendimiento a nivel de silenciador</li>
<li>Resistencia y durabilidad</li>
<li>Dise&ntilde;o muy similar al original</li>
<li>Homologaciones disponibles seg&uacute;n la directiva 97/24/EC</li>
</ul>","
Rendimiento óptimo con las mínimas emisiones acústicas al servicio de los maxi scooters.

ESPECIFICACIONES TÉCNICAS

Estructura en chapa de acero
Bajo nivel sonoro
Máximo rendimiento a nivel de silenciador
Resistencia y durabilidad
Diseño muy similar al original
Homologaciones disponibles según la directiva 97/24/EC
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,42016,4453,800,260,202,,Acero,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/800Wx800H-1109640-1.jpg?context=bWFzdGVyfHJvb3R8MjAyMTN8aW1hZ2UvanBlZ3xhR1F5TDJobU1TODBOall4TmpBNU56azBOelkzT0M4NE1EQlhlRGd3TUVoZk1URXdPVFkwTUMweExtcHdad3xkZWY5MzhjMzBjNThhMGY5ODY3YTE3OWNjODY5OTU2MWU2ODE0YjBiNDI5MjQ0NjAxOTY3ODY3ZDliNzk0YTM2,https://api.mybihr.com/medias/800Wx800H-1109640-2.jpg?context=bWFzdGVyfHJvb3R8MjExMjN8aW1hZ2UvanBlZ3xhRFUyTDJoaE15ODBOall4TmpBNU9ERTBOREk0Tmk4NE1EQlhlRGd3TUVoZk1URXdPVFkwTUMweUxtcHdad3wzYjY2ODIyNTU2YmNjNzQ1OWQyZTU5ZDgyMDljYzE0YjNiNzdlNmMyMmI4NWJkZDUxN2U2ZGY3ZmIxMGFlYzZj,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/1109640-Instructions-Homologation-Guarantee.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxOTkyOTQyfGFwcGxpY2F0aW9uL3BkZnxhR1JsTDJnM01DOHhNakE1T0RFek1EYzNNVGs1T0M4eE1UQTVOalF3WDBsdWMzUnlkV04wYVc5dWN5MUliMjF2Ykc5bllYUnBiMjR0UjNWaGNtRnVkR1ZsTG5Ca1pnfDMyMzY4NGRlZDBjYzhkNzQ3N2NiOWZmY2M2YTE5OTA3ZjRjYzQ4MzdmZWY5ZjYxOGUxN2M3OWJlZTM5ZWFlODQ,,Spain Warehouse (Parts)
1109635,,033750711,TECNIGAS,TECGA EXHAUST MAXI 4,Escape completo TECNIGAS Maxi 4 - Kymco,176.36,145.75,102.03,8435521101110,0,8413602090,0,1,"<p>Optimum performance with minimum noise emissions, for maxi scooters.</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>Steel plate structure</li>
<li>Low noise level</li>
<li>Maximum performance at muffler level</li>
<li>Resistance and durability</li>
<li>Design very similar to the original</li>
<li>Approvals available according to 97/24/EC directive</li>
</ul>","
Optimum performance with minimum noise emissions, for maxi scooters.
TECHNICAL SPECIFICATIONS

Steel plate structure
Low noise level
Maximum performance at muffler level
Resistance and durability
Design very similar to the original
Approvals available according to 97/24/EC directive
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,41753,4984,795,260,202,,Acero,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/1109635-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyMTN8aW1hZ2UvanBlZ3xhR0kzTDJoak1DOHhNakV6TVRneU9EWTVOVEEzTUM4eE1UQTVOak0xTFRGZk9EQXdWM2c0TURCSXw1NzhkNzEzOWFiNmU3MDY4NjkwYWY0MGRiZjZiMzNmZWJlYjNjYmMyYjdlM2UzNzNkZDIxODU0NTkzYWQ5YjRm,https://api.mybihr.com/medias/1109635-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMjN8aW1hZ2UvanBlZ3xhREV3TDJobFlTOHhNakV6TVRneU9UQTRPREk0Tmk4eE1UQTVOak0xTFRKZk9EQXdWM2c0TURCSXw3YzdiYjNmZGE2ZTk5NTNiZGRlNjFjMWFkZTg3YTRlZTIwMmU0YzMwMWI3MTg1NzNlZjljNTc3Zjk4OWU4ZTc4,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/1109635-Instructions-Homologation-Guarantee.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxOTkyOTQyfGFwcGxpY2F0aW9uL3BkZnxhRFJtTDJnMk5pOHhNakE1T0RFek1EUTBORE14T0M4eE1UQTVOak0xWDBsdWMzUnlkV04wYVc5dWN5MUliMjF2Ykc5bllYUnBiMjR0UjNWaGNtRnVkR1ZsTG5Ca1pnfDVlYTQ3NjNmMDg4Mzg3ZGQ1ZDU0YjZkOWI3MTVkMWE1ZDhmNzQ4ZDliYmUyMTRmNjRhOGMyZmEzODRiM2I5YmU,,Spain Warehouse (Parts)
1109642,,033710611,TECNIGAS,TECGA EXHAUST MAXI 4,Escape completo TECNIGAS Maxi 4 - Honda,169.00,139.67,70.43,8435521100939,0,8413602090,0,1,"<p>Optimum performance with minimum noise emissions, for maxi scooters.</p>
<h4>TECHNICAL SPECIFICATIONS</h4>
<ul>
<li>Steel plate structure</li>
<li>Low noise level</li>
<li>Maximum performance at muffler level</li>
<li>Resistance and durability</li>
<li>Design very similar to the original</li>
<li>Approvals available according to 97/24/EC directive</li>
</ul>","
Optimum performance with minimum noise emissions, for maxi scooters.
TECHNICAL SPECIFICATIONS

Steel plate structure
Low noise level
Maximum performance at muffler level
Resistance and durability
Design very similar to the original
Approvals available according to 97/24/EC directive
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,52325,4860,910,230,250,,Acero,Acero,,,Homologación CE & No homologado en Suiza,,https://api.mybihr.com/medias/1109642-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyMTN8aW1hZ2UvanBlZ3xhRFl4TDJneU5TOHhNakV6TVRnek5ESXdNREE1TkM4eE1UQTVOalF5TFRGZk9EQXdWM2c0TURCSXw2NjA2ZWMxZDVjZmI1OGI5NTZmZmE2M2MyMzlhOWIyNTg0N2RkZDg1MTMxOGQ0NWY5MDc0OWE5YTBmYzczMGEw,https://api.mybihr.com/medias/1109642-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjExMjN8aW1hZ2UvanBlZ3xhREl6TDJneFlTOHhNakV6TVRnek5EVTVNek14TUM4eE1UQTVOalF5TFRKZk9EQXdWM2c0TURCSXxkMDAxNTBhNTFkYWE5YjA3ODMwNDA4NjBhM2ZmYzM4Mjg0ZDlhZWEyNjVlMjE5OWRkOTNiN2Q3ZTIxOWIwNGRk,,,,,https://static.bihr.pro/eBihr/Pictures/TECNIGAS-pictures.zip,https://api.mybihr.com/medias/1109642-Instructions-Homologation-Guarantee.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxOTkyOTQyfGFwcGxpY2F0aW9uL3BkZnxhR1ZsTDJnM05pOHhNakE1T0RFek1Ea3dNekEzTUM4eE1UQTVOalF5WDBsdWMzUnlkV04wYVc5dWN5MUliMjF2Ykc5bllYUnBiMjR0UjNWaGNtRnVkR1ZsTG5Ca1pnfDFhOThiNDdhNWNlMDM3N2VlZmFmM2M2OTkxMGRjOGRlYzQwOTQ0YmIyYTVhOTc0ZGU3ZWUxMGY3ODk1ZmIwYTY,,Spain Warehouse (Parts)
