PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1011011,127453,C191,HINSON,HINSO CLUTCH COVER,"Tapa de embrague HINSON, aluminio, KTM/Husqvarna",235.95,195.00,136.50,C191,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Hardcoated for extreme boot wear resistance</li>
<li>Much stronger than stock, protecting from rock damage</li>
<li>Improves heat dissipation</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Hardcoated for extreme boot wear resistance
Much stronger than stock, protecting from rock damage
Improves heat dissipation
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2502,337,237,203,52,,,https://api.mybihr.com/medias/1011011-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI5MjV8aW1hZ2UvanBlZ3xhRFV3TDJnMVpTODRPVFE1TURjMk9ERTVPVGs0THpFd01URXdNVEV0TVY4NE1EQlhlRGd3TUVnfDU5M2E1YmUzNWUwNzFjOTVmMzFlMDdhODY4MjQ0YzVjNDU0NDlhNDVmZWE2MGQ0YTg4YmZiMTQwMTdlZTZjZDQ,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011013,19700011,C472-1801,HINSON,HINSO CLUTCH COVER,"Tapa de embrague HINSON aluminio, negro, KTM/Husqvarna",235.95,195.00,136.50,C472-1801,1,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Hardcoated for extreme boot wear resistance</li>
<li>Much stronger than stock, protecting from rock damage</li>
<li>Improves heat dissipation</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Hardcoated for extreme boot wear resistance
Much stronger than stock, protecting from rock damage
Improves heat dissipation
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2692,250,255,203,52,Negro,,https://api.mybihr.com/medias/1011013-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA3NzB8aW1hZ2UvanBlZ3xhR0V3TDJoaE9TODRPVFE1TURnMU1EYzNOVE0wTHpFd01URXdNVE10TVY4NE1EQlhlRGd3TUVnfGIyZjUzMjgyNjE0YjE0MzBiNWJhMGQ2ZjYyMDUzYWE5YjBiMmYwZTU3YTQ5M2FhZDAxOGMwYzZmOGEzMmI5NzQ,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011015,19700008,C505-1901,HINSON,HINSO CLUTCH COVER,"Tapa de embrague HINSON aluminio, negro, KTM/Husqvarna",235.95,195.00,136.50,C505-1901,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Hardcoated for extreme boot wear resistance</li>
<li>Much stronger than stock, protecting from rock damage</li>
<li>Improves heat dissipation</li>
<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Hardcoated for extreme boot wear resistance
Much stronger than stock, protecting from rock damage
Improves heat dissipation
Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2772,280,252,200,55,Negro,,https://api.mybihr.com/medias/1011015-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA3NzB8aW1hZ2UvanBlZ3xhR1ppTDJoa05TODRPVEkwTVRZMk56Z3pNREEyTHpFd01URXdNVFV0TVY4NE1EQlhlRGd3TUVnfGI5ZWFkZjVlYzhkYThjODEzOTNhNGQxNjk2YjM0NGM1NTY3YzU4ZWIyNjYwMjBkODg5NTQ2YjdmMzBjMGUxYmM,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1010990,123908,H268,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - Suzuki LTR450,356.95,295.00,206.50,4000103010018,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered as a single unit </li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered as a single unit Designed for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2537,828,182,170,82,,,https://api.mybihr.com/medias/800Wx800H-1010990-1.jpg?context=bWFzdGVyfHJvb3R8MjI3Mzc3fGltYWdlL2pwZWd8YUdJMEwyZzJPQzg0TVRjeU16UTVOakUyT1RVd01pODRNREJYZURnd01FaGZNVEF4TURrNU1DMHhMbXB3Wnd8NTU2NWVkYTA4YTgzY2Y5Y2UwOTQwOWVjZmNlOWNiMjBhY2Y4ZDkwNzY1ZGJiZmE4YzcwOTY5NDU2YzA3ZjVkZA,https://api.mybihr.com/medias/800Wx800H-1010990-2.jpg?context=bWFzdGVyfHJvb3R8NDMzNzQwfGltYWdlL2pwZWd8YURrMkwyZzNNaTg0TVRjeU16UTVOalF6TVRZME5pODRNREJYZURnd01FaGZNVEF4TURrNU1DMHlMbXB3Wnd8YTAyNDEzODI3MzM0NzVjYjJkOWIzNDI5ZjQ0YTA5OGUxZmNjMTljNDAyMzYzYTRmNjRhYTJjM2MwMzlkNThlYw,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1010991,129906,H270,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - KTM,411.40,340.00,238.00,H270,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered as a single unit </li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered as a single unit Designed for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2585,635,180,173,83,,,https://api.mybihr.com/medias/800Wx800H-1010991-1.jpg?context=bWFzdGVyfHJvb3R8MTM0NDk1fGltYWdlL2pwZWd8YUdKbEwyaG1NUzg0TVRjeU16UTRPVGszTmpNMU1DODRNREJYZURnd01FaGZNVEF4TURrNU1TMHhMbXB3Wnd8ZDhkYTRiZDIxZDMxMmU5NWQ1NTk5ZTVmMGEzZWJiMWYwZTBkY2IxNjQyMWNjYTVlZTU3MzcyZWZmMWVlM2JhMA,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1010993,124918,H313,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - Yamaha,356.95,295.00,206.50,400010402201,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered as a single unit </li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered as a single unit Designed for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2628,737,174,182,83,,,https://api.mybihr.com/medias/800Wx800H-1010993-1.jpg?context=bWFzdGVyfHJvb3R8MjI3Mzc3fGltYWdlL2pwZWd8YURFeUwyZzNaQzg0TVRjeU16UTVOamMxT1RNeU5pODRNREJYZURnd01FaGZNVEF4TURrNU15MHhMbXB3Wnd8OTU5OGE4ZWU5NGY1ZThiY2YzNWE4NWNhNGI3NjQ0ZThjNzRiNzQwZDdmZWUyMDhkZTc3ZTZmOTFiOGZlYTE4ZQ,https://api.mybihr.com/medias/800Wx800H-1010993-2.jpg?context=bWFzdGVyfHJvb3R8NDMzNzQwfGltYWdlL2pwZWd8YURsbUwyaGpaUzg0TVRjeU16UTVOekF5TVRRM01DODRNREJYZURnd01FaGZNVEF4TURrNU15MHlMbXB3Wnd8YzBiNzNlNzMzNGRjNDIyYTgwZDJjMGExYjAyM2EyYzc3YzUxODA4YjYxYmNkNGUzMzRjNDEyNzIyODUxZWIzMw,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011096,124990,04014-03-T,HINSON,HINSO SPAREPARTS SCREW,"Tornillos para campana de embrague HINSON (ref. 124914), WRF450/YZF450",1.03,0.85,0.60,04014-03-T,8,8483608090,0,1,Hinson replacement part are used when reconditioning the brand's clutch basket.,Hinson replacement part are used when reconditioning the brand's clutch basket.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2,100,20,10,10,,,https://api.mybihr.com/medias/1011096-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURFM0wyaGlZeTg0T1RVek1qWTBOalk0TnpBeUx6RXdNVEV3T1RZdE1WODRNREJYZURnd01FZ3wzM2IzNzMyZGZiZTYwZWQ3ZWYxYTcwOGJiZmY3YmZlMjBjOTlmNzVmOTI3ZGUwZTYxZmNhNTZlOTdiMjdiNWYy,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011097,127163,04069-01,HINSON,HINSO SPAREPARTS SCREW,"Tornillos para campana de embrague HINSON (ref. 124909), Yamaha WR250F - YZ250F",1.38,1.14,0.80,04069-01,0,8483608090,0,1,Hinson replacement part are used when reconditioning the brand's clutch basket.,Hinson replacement part are used when reconditioning the brand's clutch basket.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1,100,10,10,10,,,https://api.mybihr.com/medias/1011097-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURoakwyaG1aQzg1TURFeU5EWTNNekF5TkRNd0x6RXdNVEV3T1RjdE1WODRNREJYZURnd01FZ3xjNjEzN2VkMWQ1NzczODE4MmJkMzhlMDA3NjZlNWFiNGQ2Yzc2MGJhZDIxZmM4ODk5NmQ2NzUzYzg0NjUxY2I1,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011098,19700047,04069-02,HINSON,HINSO SPAREPARTS SCREW,"Tornillos para campana de embrague HINSON, Yamaha YFZ450R",1.38,1.14,0.80,04069-02,0,8483608090,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1,100,10,10,10,,,https://api.mybihr.com/medias/1011098-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ1MjN8aW1hZ2UvanBlZ3xhREZtTDJobU9TODVNREV5TkRZM05EazVNRE00THpFd01URXdPVGd0TVY4NE1EQlhlRGd3TUVnfDFiMDdlZTE0ZTc0YWU1NDE4ODg3YTk5NDBlZjYyOGYwYjVhNWNmNTVmYmNhZjRmODgyNWM1Yjk5YTE4MjcwZGY,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011101,121833,BP197,HINSON,HINSO SPAREPARTS REAR PLATE,Placa de soporte para campana de embrague HINSON con tornillos - Honda,65.49,54.12,37.88,BP197,0,8483608090,0,1,"<p>This Hinson replacement part is used when reconditioning the clutch basket.</p>
<ul>
<li>Replacement backing plate and hardware for your Hinson Clutch Basket.</li>
<li>Hinson genuine product to change gear or service cushions on your Billetproof&reg; or Momentum Clutch Basket.</li>
<li>Made In The USA</li>
</ul>","
This Hinson replacement part is used when reconditioning the clutch basket.

Replacement backing plate and hardware for your Hinson Clutch Basket.
Hinson genuine product to change gear or service cushions on your Billetproof® or Momentum Clutch Basket.
Made In The USA
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,365,125,206,197,9,,,https://api.mybihr.com/medias/1011101-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ0Njd8aW1hZ2UvanBlZ3xhRFl5TDJoa01DOHhNakUyTlRNek5ESXdORFEwTmk4eE1ERXhNVEF4TFRGZk9EQXdWM2c0TURCSXwxYjFhODdjZGJiN2ZmNjkzNDY2ODU4ZjE0OWU4NTc5ZDI4OTYzYzRlNzJjNjQxNjc4NTdmNzliYzQwNjEyYzVi,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011102,123988,BP217,HINSON,HINSO SPAREPARTS REAR PLATE,"Kit de disco de refuerzo + tornillos para campana de embrague HINSON (ref. 123907), Kawasaki KX250F",65.49,54.12,37.88,BP217,0,8483608090,0,1,<ul> <li>Hinson Spare part</li> <li>Avalaible only by supplier order</li></ul>," Hinson Spare part Avalaible only by supplier order",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1,100,10,10,10,,,https://api.mybihr.com/medias/1011102-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA4MDl8aW1hZ2UvanBlZ3xhREZtTDJnMllpODRPVE00TWpRNU9ERTBNRFEyTHpFd01URXhNREl0TVY4NE1EQlhlRGd3TUVnfDYwYzc3NTI3YmI1NmZjYmYwZjBlMjM2YWM5MTI1OWM0MTBlYjI1YTUzMDc5ZWE1ZmQ2OGVkZTZhMTk4NWJhMWM,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011087,19700010,H472-PP-1801,HINSON,HINSO PLATE PRESSURE,"Plato de presión HINSON, aluminio, KTM/Husqvarna",273.46,226.00,158.20,H472-PP-1801,1,8483608090,0,1,"<p><br>Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.</p>
<p>Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.</p>
<p>Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates.</p>
<ul>
<li>Better clutch feeling</li>
<li>Increases clutch life</li>
<li>Improves heat dissipation</li>
<li>5 times more resistant than the original</li>
<li>Ultra lightweight</li>
</ul>","
Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.

Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.

Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates.

Better clutch feeling
Increases clutch life
Improves heat dissipation
5 times more resistant than the original
Ultra lightweight
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2641,272,172,185,83,,,https://api.mybihr.com/medias/1011087-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEwNzV8aW1hZ2UvanBlZ3xhRFF5TDJobU9TODRPVEkyT1RRek1URTNNelF5THpFd01URXdPRGN0TVY4NE1EQlhlRGd3TUVnfDFjZGE0ODc2YTc2OGJjMzZhM2EwMDBlYzFhZTNlNjJhZTY1ZjczZmZlYWZhMDgzOTk5YjRhNjdmMmVkNzI4OGE,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1010999,121930,H489,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio con gomas amortiguadoras y engranaje de arranque,429.55,355.00,248.50,H489,1,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered as a single unit </li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered as a single unit Designed for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2546,791,185,172,80,,,https://api.mybihr.com/medias/1010999-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxOTJ8aW1hZ2UvanBlZ3xhR0l5TDJoaVlTODRPVEkyTnpFME9ESXlOamcyTHpFd01UQTVPVGt0TVY4NE1EQlhlRGd3TUVnfDRlZTUzMjgyY2RhZWE5M2IwZjQ0ZTkzMmNjMzFkZTlmZGFjNjMwMjk0MGVhZDFhYzczYzVlYTVhNTkxODRmZGY,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011001,124993,H541,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - Yamaha YZ250F,392.62,324.48,227.14,H541,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.cs1769A51A{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.csAE907B69{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <p>Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use. </p><p> </p><ul> <li>Clutch gasket </li><li>More resistant than the first set-up </li><li>Delivered with cushions</li><li>Designed for competition preparation </li><li>Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.</li></ul> </body> </html>","       Hinson clutch components are developed and manufactured in the United States and work to improve the performance of your clutch. They offer a better riding feel as well as better resistance during intensive use.   Clutch gasket More resistant than the first set-up Delivered with cushionsDesigned for competition preparation Hinson components set a benchmark in terms of clutches, which is why numerous engines are equipped with them in the MX, SX and Enduro fields.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2613,671,173,182,83,,,https://api.mybihr.com/medias/1011001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUyNDd8aW1hZ2UvanBlZ3xhREZsTDJnMVppODRPRGN6TkRRME1UYzVPVGs0THpFd01URXdNREV0TVY4NE1EQlhlRGd3TUVnfGU5NGVmZWY2ZDY1ZGZlYjQxYjc4MWUzNzhjNDc2ODYwMDNjZmQwNWM2MDk2ZWQ2OGZhYWY1ZjUyNDYyYTZjMGQ,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011100,124924,BP016,HINSON,HINSO SPAREPARTS REAR PLATE,"Kit de disco de refuerzo + tornillos para campana de embrague HINSON (ref. 124903), Yamaha YFZ350",65.49,54.12,37.88,BP016,0,8483608090,0,1,<ul> <li>Hinson spare part</li> <li>Avalaible only by supplier order</li></ul>," Hinson spare part Avalaible only by supplier order",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,351,234,163,154,14,,,https://api.mybihr.com/medias/1011100-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg1MjR8aW1hZ2UvanBlZ3xhR0l4TDJnM1pTODRPVEE0Tmpjek56UTBPVEkyTHpFd01URXhNREF0TVY4NE1EQlhlRGd3TUVnfDQ3ZmZlNjJjZjgzMjNmODdkN2RiNTA0NWJkNmVlNjNiMDcwNzVmMzA5NTY3OTY3ZmYxNGZhOWMzNjAzZmVlMjY,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011103,122915,BP263,HINSON,HINSO SPAREPARTS REAR PLATE,Placa de soporte para campana de embrague HINSON con tornillos - Kawasaki,65.49,54.12,37.88,400090200201,0,8483608090,0,1,"<p>This Hinson replacement part is used when reconditioning the clutch basket.</p>
<ul>
<li>Replacement backing plate and hardware for your Hinson Clutch Basket.</li>
<li>Hinson genuine product to change gear or service cushions on your Billetproof&reg; or Momentum Clutch Basket.</li>
<li>Made In The USA</li>
</ul>","
This Hinson replacement part is used when reconditioning the clutch basket.

Replacement backing plate and hardware for your Hinson Clutch Basket.
Hinson genuine product to change gear or service cushions on your Billetproof® or Momentum Clutch Basket.
Made In The USA
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,378,134,210,200,9,,,https://api.mybihr.com/medias/1011103-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA4MDl8aW1hZ2UvanBlZ3xhRGt4TDJneVppODRPVFV6TVRBeU1UY3lNVGt3THpFd01URXhNRE10TVY4NE1EQlhlRGd3TUVnfDUxODA4MWE5Nzc0NzA5NGU1OTg5NmZmMTRkODUyNGUyY2Q3M2U4MjM4NTE0ZGNiZjYwODMwNGFkMGUzZmVlNWM,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011104,129911,BP270,HINSON,HINSO SPAREPARTS REAR PLATE,"Kit HINSON disco de refuerzo + tornillos de embrague, KTM EXC450",65.49,54.12,18.88,BP270,3,8483608090,0,1,<ul><li>Hinson spare part</li><li>Back plate and screws</li><li>129906 specific for basket</li></ul>,Hinson spare partBack plate and screws129906 specific for basket,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,518,121,216,200,12,,,https://api.mybihr.com/medias/1011104-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA4MDl8aW1hZ2UvanBlZ3xhREU0TDJnek5DODRPVEkyTXpZNE56a3lOakEyTHpFd01URXhNRFF0TVY4NE1EQlhlRGd3TUVnfDI5M2EzMTc1ODMzZjJjNDcxZTI1OWExOTU3MGFjZDRiOTNlNzk5MTA1NWRhNjAyMDFkMWZkMmQxZDFkYWMyZWE,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011105,121999,CS189-6-0515,HINSON,HINSO SPAREPARTS SPRING,Kit de muelles de embrague HINSON Hi-Temp,91.65,75.74,53.02,CS189-6-0515,0,8483608090,0,1,"Hinson replacement clutch springs are intended for use in reconditioning of your assembly, to make it as efficient as possible.","Hinson replacement clutch springs are intended for use in reconditioning of your assembly, to make it as efficient as possible.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,363,104,114,86,37,,,https://api.mybihr.com/medias/1011105-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI3ODd8aW1hZ2UvanBlZ3xhRFF5TDJoa01pODRPVEF4TURrME16UXlOamcyTHpFd01URXhNRFV0TVY4NE1EQlhlRGd3TUVnfGY0MTQzYmM3YTBiZmEzYjIwOTg2MDg1ZTU3Nzk3OWFmYTk4ZTU4N2Y3MTFmODVkYjUxNTRiNjZmYmFhYTcxN2Y,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
