PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1109512,,SP219-7-001,HINSON,HINSO STEEL PLATE KIT (SET OF 7),Kit de separadores de embrague HINSON,96.80,80.00,56.00,SP219-7-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
<li>Made in the USA.</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
Made in the USA.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1793,615,205,165,53,,,https://api.mybihr.com/medias/1109512-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc0MDN8aW1hZ2UvanBlZ3xhR1kwTDJoa1pDOHhNakUyTlRNek9EUXpNVFV4T0M4eE1UQTVOVEV5TFRGZk9EQXdWM2c0TURCSXw3NGQ0NmRiN2M0YTYxZDYyYjRhNzVmYmNlMjFlMmY0NzkyN2MwYjNmMTQyYjIxYmY0ODE4YWE1Yjc4YjMyMWYy,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011063,19700002,H641-IH-1901,HINSON,HINSO CLUTCH INNER HUB,Maza de embrague HINSON - Yamaha YZ250F,423.50,350.00,245.00,H641-IH-1901,0,8483608090,0,1,"<p>Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.</p>
<p>&nbsp;</p>
<p>Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.</p>
<p><br>
Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates</p>","
Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.

 

Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.


Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2702,505,186,175,83,,,https://api.mybihr.com/medias/1011063-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAxMjB8aW1hZ2UvanBlZ3xhRE15TDJneVppODVNREV5TkRZMU16TTJNelV3THpFd01URXdOak10TVY4NE1EQlhlRGd3TUVnfDJjMThlNTg0ZjNkZTYzMDMzODk0MGU3NjJjNWM4YTExMTg1OWNlYTQ5NTc4MGU1ZTkxNzRhMTE4ZDhkZTM5Yzg,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1109497,,FP053-8-001,HINSON,HINSO FIBRE PLATE KIT SET OF 8,Kit de discos de embrague HINSON,145.20,120.00,84.00,FP053-8-001,0,8483608090,0,1,"<p>Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
<li>Provide optimum hook up with minimum heat build up</li>
<li>Exceptional production tolerances and flatness</li>
<li>Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.</li>
<li>Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates</li>
<li>Manufactured to OE specs using high quality materials</li>
<li>Can be used with OE baskets, inner hubs, &amp; pressure plates* (*some models may vary)</li>
</ul>","
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

Provide optimum hook up with minimum heat build up
Exceptional production tolerances and flatness
Fiber plates use organic non-abrasive materials to avoid damage to rest of motor as plate materials break down and are circulated through engine by oil.
Developed with and recommended to enhance the performance of Hinson Clutch Baskets, Inner Hubs, and Pressure Plates
Manufactured to OE specs using high quality materials
Can be used with OE baskets, inner hubs, & pressure plates* (*some models may vary)
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1806,335,204,167,53,,,https://api.mybihr.com/medias/1109497-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI5OTd8aW1hZ2UvanBlZ3xhR0l6TDJnMk5TOHhNakUyTlRNek5USTROVGM1TUM4eE1UQTVORGszTFRGZk9EQXdWM2c0TURCSXw2YzVlODhkNTJiZWU5NGRmMjQ3YmFkNTMwOTc2YjcyMGNkZjQ3MmY1YjZkNjJkNzZhZDhjNjE1OTQzZTk0NGYw,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1010967,124902,H054,HINSON,HINSO BASKET CLUTCH,Campana de embrague HINSON aluminio - Yamaha,429.55,355.00,248.50,H054,1,8483608090,0,1,"<p><strong>Campana&nbsp;de embrague Billetproof</strong></p>
<ul>
<li>Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de f&aacute;brica del mundo, como el Team HRC Honda, el Team Monster Kawasaki, el Team RedBull Ktm, el Team JGR Suzuki y el Team Wilvo Yamaha</li>
<li>Mejora el rendimiento y la vida &uacute;til del embrague</li>
<li>Mejora la disipaci&oacute;n del calor</li>
<li>Mecanizado con precisi&oacute;n a partir una pieza de aluminio T-6 de calidad aeron&aacute;utica con tolerancias aeroespaciales, y con un revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)</li>
<li>Permite que el conjunto del embrague gire con m&aacute;s precisi&oacute;n, generando menos calor cuando el embrague est&aacute; desembragado</li>
<li>Cuando se utiliza con el plato de presi&oacute;n y&nbsp;la maza de Hinson Clutch Components, ayuda a eliminar las vibraciones del embrague</li>
</ul>","
Campana de embrague Billetproof

Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de fábrica del mundo, como el Team HRC Honda, el Team Monster Kawasaki, el Team RedBull Ktm, el Team JGR Suzuki y el Team Wilvo Yamaha
Mejora el rendimiento y la vida útil del embrague
Mejora la disipación del calor
Mecanizado con precisión a partir una pieza de aluminio T-6 de calidad aeronáutica con tolerancias aeroespaciales, y con un revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)
Permite que el conjunto del embrague gire con más precisión, generando menos calor cuando el embrague está desembragado
Cuando se utiliza con el plato de presión y la maza de Hinson Clutch Components, ayuda a eliminar las vibraciones del embrague
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2628,800,182,174,83,,,https://api.mybihr.com/medias/800Wx800H-1010967-1.jpg?context=bWFzdGVyfHJvb3R8MTU1NzIwfGltYWdlL2pwZWd8YUdFd0wyZzBNaTgyTXpBMk1EVXdPVFUxTmpjMk5pODRNREJYZURnd01FaGZNVEF4TURrMk55MHhMbXB3Wnd8MzY4YjBlNTE4M2E0NjMyMTE3YmJlNzQ1MDc0NTE0NTRiMzIyN2I5NzczNjBhMTdhYjkzZmU4MjE5NzgwMjZkMQ,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1121000,,H616-IH-2301,HINSON,HINSO INNER HUB,Maza de embrague HINSON,414.85,342.85,240.00,H616-IH-2301,1,8483608090,0,1,"<p>La larga y estrecha colaboración con los mejores pilotos de los equipos más prestigiosos ha permitido a Hinson desarrollar una gama completa de discos de embrague, bujes y juntas.</p>
<p>Cortados a partir de un bloque de aluminio de alta calidad, se someten a un tratamiento térmico seguido de anodización, lo que les confiere una dureza y una resistencia mejor adaptadas a las condiciones extremas del MX y el SX.</p>
<p>Puestos a prueba durante los arranques y la absorción de impactos en los saltos, son mucho más resistentes al desgaste y a las marcas provocadas por el embrague y los discos de fricción.</p>","
La larga y estrecha colaboración con los mejores pilotos de los equipos más prestigiosos ha permitido a Hinson desarrollar una gama completa de discos de embrague, bujes y juntas.

Cortados a partir de un bloque de aluminio de alta calidad, se someten a un tratamiento térmico seguido de anodización, lo que les confiere una dureza y una resistencia mejor adaptadas a las condiciones extremas del MX y el SX.

Puestos a prueba durante los arranques y la absorción de impactos en los saltos, son mucho más resistentes al desgaste y a las marcas provocadas por el embrague y los discos de fricción.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2657,631,184,174,83,,,https://api.mybihr.com/medias/800Wx800H-1121000-1.jpg?context=bWFzdGVyfHJvb3R8NjAzNjV8aW1hZ2UvanBlZ3xhRFptTDJnM1l5OHpNRFU1TXpjd05USXhNems0TWk4NE1EQlhlRGd3TUVoZk1URXlNVEF3TUMweExtcHdad3wxYjE2MjA4OWU5NzkwZDA2MGIxNmMyM2NlMjUzYTVlNDk0MWE1ZDE0YjM5ZTU2Y2YyODZjOTIyZGI4Y2RhMGI3,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011024,19700066,FSC053-8-001,HINSON,HINSO CLUTCH STEEL&FRICTION&SPRINGS,Kit de embrague HINSON,272.25,225.00,157.50,FSC053-8-001,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <ul> <li><a id=""_DX_FRAG_STARTFRAGMENT""></a>Can be used with OE baskets, inner hubs, & pressure plates</li><li>Developed with and recommended to enhance the performance of Hinson clutch baskets, inner hubs, and pressure plates<a id=""_DX_FRAG_ENDFRAGMENT""></a></li><li>Provide optimum hook up with minimum heat build up</li></ul> </body> </html>","        Can be used with OE baskets, inner hubs, & pressure platesDeveloped with and recommended to enhance the performance of Hinson clutch baskets, inner hubs, and pressure platesProvide optimum hook up with minimum heat build up  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1598,794,201,159,50,,,https://api.mybihr.com/medias/1011024-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzMzEzfGltYWdlL2pwZWd8YURneEwyZzVOaTg0T1RBNE1qazRPVFEwTlRReUx6RXdNVEV3TWpRdE1WODRNREJYZURnd01FZ3w0ODE0NGExYmQ1YzYzZjJlNGJkZmJiZjc1YzM3ZDY5MWQ0OTAzYzMxMGEwNjlhMmMwMzEyYzAzNDY1NmRiMGUz,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011047,121951,H165,HINSON,HINSO CLUTCH INNER HUB,Maza de embrague HINSON - Honda CR250 / CRF450R,423.50,350.00,245.00,H165,1,8483608090,0,1,"<p><strong>Maza de embrague&nbsp;Billetproof</strong></p>
<ul>
<li>Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de f&aacute;brica y pilotos del mundo, como Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton y Joey Savatgy.</li>
<li>Mejora el rendimiento y la vida &uacute;til del embrague</li>
<li>Mejora la disipaci&oacute;n del calor</li>
<li>Mecanizado con precisi&oacute;n a partir de una pieza de aluminio billet T-6 de calidad aeron&aacute;utica con tolerancias aeroespaciales, y con revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)</li>
<li>Permite que el conjunto del embrague gire con m&aacute;s precisi&oacute;n, lo que reduce el calor cuando el embrague est&aacute; desembragado</li>
<li>Cuando se utiliza con la campana de embrague y el plato de presi&oacute;n de Hinson Clutch Components, ayuda a eliminar la vibraci&oacute;n del embrague</li>
</ul>","
Maza de embrague Billetproof

Los embragues Hinson han sido probados en campeonatos por casi todos los grandes equipos de fábrica y pilotos del mundo, como Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton y Joey Savatgy.
Mejora el rendimiento y la vida útil del embrague
Mejora la disipación del calor
Mecanizado con precisión a partir de una pieza de aluminio billet T-6 de calidad aeronáutica con tolerancias aeroespaciales, y con revestimiento duro para una resistencia al desgaste cinco veces superior a la de serie* (*con el mantenimiento adecuado)
Permite que el conjunto del embrague gire con más precisión, lo que reduce el calor cuando el embrague está desembragado
Cuando se utiliza con la campana de embrague y el plato de presión de Hinson Clutch Components, ayuda a eliminar la vibración del embrague
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2654,592,187,171,83,,,https://api.mybihr.com/medias/800Wx800H-1011047-1.jpg?context=bWFzdGVyfHJvb3R8NzMzMzZ8aW1hZ2UvanBlZ3xhRGcxTDJnNU5DODJNekEyTURVeE16UTRPRGt5Tmk4NE1EQlhlRGd3TUVoZk1UQXhNVEEwTnkweExtcHdad3w0NjE0ZmFkZGIyYTIwYWQ3OGI1MjgzN2QzNzFjMWQ1ZjIwNjY1ZjExZTVmZTlhMTYzOTUzN2JlNTI2YWRmN2Q3,https://api.mybihr.com/medias/800Wx800H-1011047-2.jpg?context=bWFzdGVyfHJvb3R8NTkwMTh8aW1hZ2UvanBlZ3xhRFkzTDJnNVpTODJNekEyTURVeE16YzFNVEEzTUM4NE1EQlhlRGd3TUVoZk1UQXhNVEEwTnkweUxtcHdad3wxODkwYTVmMmM4N2RiODk1MDZmNTZhZGNmNjEyNWIzMWIxN2E0YWY5NGUwYWMwNzEwODcxYTAyMjliNWM0OGFk,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011054,19700018,H267-IP-0602,HINSON,HINSO CLUTCH INNER HUB,Maza de embrague + plato de presión HINSON - Kawasaki KX450,689.70,570.00,399.00,H267-IP-0602,0,8483608090,0,1,"<p><br>
Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, &amp; Joey Savatgy.</p>
<ul>
	<li>Improves clutch performance and life</li>
	<li>Improves heat dissipation</li>
	<li>Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated for five times the wear resistance to stock* (*with proper maintenance)</li>
	<li>Allows clutch assembly to spin more true creating less heat when clutch is disengaged</li>
	<li>When used with Hinson Clutch Components clutch basket and inner hub helps eliminate clutch chatter</li>
</ul>","

Hinson Clutches are championship proven by almost every major factory team and rider in the world, including Eli Tomac, Ken Roczen, Cooper Webb, Tim Gajser, Jeffrey Herlings, Jeremy Seewer, Chase Sexton, & Joey Savatgy.

	Improves clutch performance and life
	Improves heat dissipation
	Precision machined from billet T-6 aircraft quality aluminum to aerospace tolerances, and hardcoated for five times the wear resistance to stock* (*with proper maintenance)
	Allows clutch assembly to spin more true creating less heat when clutch is disengaged
	When used with Hinson Clutch Components clutch basket and inner hub helps eliminate clutch chatter
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2603,880,174,187,80,,,https://api.mybihr.com/medias/1011054-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMyMDExfGltYWdlL2pwZWd8YURGa0wyZ3hOeTg0T1RJME5EWTFPRFUyTlRReUx6RXdNVEV3TlRRdE1WODRNREJYZURnd01FZ3w2MDY0N2I0YTUyM2M0OWNlYzZiZGE1NDUyOWUxMzM1MWU5YzIxYTcwYjU3ODFiNmI0ZDlmYWMxNTU0NjEzZTJh,https://api.mybihr.com/medias/1011054-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ2Mzd8aW1hZ2UvanBlZ3xhRFZsTDJnek55ODRPVEkwTkRZMk1EVXpNVFV3THpFd01URXdOVFF0TWw4NE1EQlhlRGd3TUVnfDg4ZDkwODQ0MDcwNzNiMjgzZmQyYzhjY2I3YjQwNDVjOTQ4OWRmNWZmYzUwNzkxMmVjYjkyMjE1MzlhOTg5NTQ,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011056,124959,H380,HINSON,HINSO CLUTCH INNER HUB,Maza de embrague HINSON - YZ85,423.50,350.00,245.00,4000304008012,0,8483608090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2505,465,169,183,81,,,https://api.mybihr.com/medias/800Wx800H-1011056-1.jpg?context=bWFzdGVyfHJvb3R8NjM0NzB8aW1hZ2UvanBlZ3xhRFF5TDJnd1lpODRNVGN5TXpRNU1ETTJPVFUyTmk4NE1EQlhlRGd3TUVoZk1UQXhNVEExTmkweExtcHdad3wzZGE5YmQ1MDZjMzFhZjAxZWIzYWVjZjgzNDIzZmUyOWFlZDQ4MjhiMTlkZDUzODZmNDhkYjk5N2Q5OWIyZDdh,https://api.mybihr.com/medias/800Wx800H-1011056-2.jpg?context=bWFzdGVyfHJvb3R8NjEzOTF8aW1hZ2UvanBlZ3xhRFl4TDJnd01TODRNVGN5TXpRNU1EWXpNVGN4TUM4NE1EQlhlRGd3TUVoZk1UQXhNVEExTmkweUxtcHdad3w1MjliMzM0ZGFiMDNiYTdjZTUzZjMxMDM4NDc0MjY0ODQ0MTc4ZGUyOTYwYmVhZmZhZjA3NTZkYWZhM2JkYzVm,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011059,19700012,H472-IH-1801,HINSON,HINSO CLUTCH INNER HUB,Maza de embrague HINSON - KTM / Husqvarna,423.50,350.00,245.00,H472-IH-1801,0,8483608090,0,1,"<p>Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.</p>
<p>&nbsp;</p>
<p>Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.</p>
<p><br>
Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates</p>","
Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.

 

Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.


Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2532,321,184,172,80,,,https://api.mybihr.com/medias/1011059-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAxMjB8aW1hZ2UvanBlZ3xhR0UzTDJnek15ODVNREV5TkRZME5UUTVPVEU0THpFd01URXdOVGt0TVY4NE1EQlhlRGd3TUVnfDdlOTIxY2MxMjRjZTY1MmU4MmFhZWE5YjQ3YjFkMWJjNGY3N2JjMGE5N2I0YTBhOTZlZjk1NDAwOGM5NjY3ZDA,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011114,19700053,CS373-1-0116,HINSON,HINSO SPRINGS CLUTCH,Muelle de embrague de diafragma HINSON Hi-Temp,96.80,80.00,56.00,CS373-1-0116,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a>Race proven by Team Muscle Milk Honda & Chad Reed’s TwoTwo Motorsports.</li><li>Springs manufactured from high temperature steel, highly resistant to losing their strength due to the high heat of today’s four-strokes.</li><li>Provide optimum hookup with minimum heat build up.</li><li>Exceptional production tolerances.</li><li>Developed to enhance the performance of any Hinson Clutch Component and your stock clutch alike.</li><li>Works with all OE parts unless otherwise indicated.</li><li>Made in the USA.<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","        Race proven by Team Muscle Milk Honda & Chad Reed’s TwoTwo Motorsports.Springs manufactured from high temperature steel, highly resistant to losing their strength due to the high heat of today’s four-strokes.Provide optimum hookup with minimum heat build up.Exceptional production tolerances.Developed to enhance the performance of any Hinson Clutch Component and your stock clutch alike.Works with all OE parts unless otherwise indicated.Made in the USA.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1873,163,205,203,45,,,https://api.mybihr.com/medias/1011114-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTExMTA0fGltYWdlL2pwZWd8YURnNUwyZzNNeTg0T1RVeU5qazROams1T0RBMkx6RXdNVEV4TVRRdE1WODRNREJYZURnd01FZ3wzNGU0OTc2MTkzM2IzMGNmODMwM2IxMDMzOGI2YmJlZjY4NDI2ODBlNWQ5MTk2MDJhMDgwNjlhNGVlMzQ3ZDVh,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011089,19700005,H571,HINSON,HINSO PLATE PRESSURE,"Plato de presión HINSON, aluminio, KTM/Husqvarna",273.46,226.00,158.20,H571,0,8483608090,0,1,"<p><br>Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.</p>
<p>Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.</p>
<p>Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates.</p>
<ul>
<li>Better clutch feeling</li>
<li>Increases clutch life</li>
<li>Improves heat dissipation</li>
<li>5 times more resistant than the original</li>
<li>Ultra lightweight</li>
</ul>","
Long and close collaborations with the best riders of the more prestigious teams has enabled Hinson to develop a complete range of clutch plates, hubs and gaskets.

Cut from high-quality aluminium block, they undergo thermal treatment followed by anodization, giving them a hardness and resistance that is better suited to the extreme conditions of MX and SX.

Put to the test during starts and jump shock absorption, they are much more resistant to wear and marks caused by the clutch and friction plates.

Better clutch feeling
Increases clutch life
Improves heat dissipation
5 times more resistant than the original
Ultra lightweight
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2605,316,176,185,80,,,https://api.mybihr.com/medias/1011089-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEwNzV8aW1hZ2UvanBlZ3xhRFkxTDJnM05TODRPVE00T1Rjek5qa3hPVE0wTHpFd01URXdPRGt0TVY4NE1EQlhlRGd3TUVnfGRhYTE0MjhmZDBjODBiMWVhNzNjMGQ0ZTMyZTM1MmJmZWY3MjFmZjAzNzkxZGYzMDQxN2Q2YjMwZDg4NTkxYjk,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011082,121983,H164-002,HINSON,HINSO PLATE PRESSURE,Plato de presión CR250 92-07 CRE250/450 03-07 TRX450R 04,273.46,226.00,158.20,4000201006012,0,8483608090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2628,430,174,182,83,,,https://api.mybihr.com/medias/800Wx800H-1011082-1.jpg?context=bWFzdGVyfHJvb3R8MjA0ODY2fGltYWdlL2pwZWd8YURJM0wyaGtOUzg0TVRjeU16UTVNekV5TWpBM09DODRNREJYZURnd01FaGZNVEF4TVRBNE1pMHhMbXB3Wnd8YTM3MDAxMmNkOTdkYzQ4NGI1MTk5NGNlZmRhYzczNmE5NTVlNTM4MjFlNjYwNGQ4NzdhOTY0NDk5Mjk1ZmFkZQ,https://api.mybihr.com/medias/800Wx800H-1011082-2.jpg?context=bWFzdGVyfHJvb3R8NjU1NDN8aW1hZ2UvanBlZ3xhR0U1TDJoalpDODRNVGN5TXpRNU16TTROREl5TWk4NE1EQlhlRGd3TUVoZk1UQXhNVEE0TWkweUxtcHdad3xmYTZhZWVkNWUxMDUwNmFkMmNmZWJlYjQ1YzkwNzJhOTJhODZiZWY2YTM2OTY5NWYxNDI2Njk1ZmYwMDNlYmVj,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
1011076,122971,CU789-1701,HINSON,HINSO DAMPER CLUTCH BASKET,"Kit HINSON de gomas amortiguadoras, Honda CRF450R",83.49,69.00,48.30,122971,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.cs2A0BCC19{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#222 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs47BA524{color:#222 ; background-color:#FFF ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }</style> </head> <body> <ul> <li><a id=""_DX_FRAG_STARTFRAGMENT""></a>Replacement cushions for your Hinson Billetproof® or Momentum Clutch Basket.</li><li>Cushions dampen the primary gear from the clutch basket on most OE motorcycles and quads.</li></ul> <p> </p></body> </html>","        Replacement cushions for your Hinson Billetproof® or Momentum Clutch Basket.Cushions dampen the primary gear from the clutch basket on most OE motorcycles and quads.   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,235,65,114,86,24,,,https://api.mybihr.com/medias/1011076-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ5ODF8aW1hZ2UvanBlZ3xhRE5rTDJobU1DODRPVE00TmpJNE1qZzBORFEyTHpFd01URXdOell0TVY4NE1EQlhlRGd3TUVnfGZhZTAzZTVjODk0NDkxYWMxM2E1MTYzMzg1YjM1NDcyYzQwODFkYjY0Njk1OWQ1MmJjMWMwYTg2ZjQzOGI4ODc,,,https://static.bihr.pro/eBihr/Pictures/HINSON-pictures.zip,Spain Warehouse (Parts)
