PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Voltaje,Picture1,AllPicturesZIP,DeliveryPlant
1050230,,4116024737,DEVILBISS,DEVIL COMPRESSOR 3CV / 90L / 230V,DEVILBISS Compressor 3HP / 90L,1287.59,1064.12,851.30,892882,2,8414802290,0,0,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs79659084{color:#000;background-color:transparent;font-weight:bold;font-style:normal;text-decoration:underline;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <p>Piston compressor 3HP / 90L single-stage with cast iron cylinder and belt driven.</p><p> </p><p>Technical details:</p><p> </p><ul> <li>Free air delivered: 20,2m3/h</li><li>Air pressure: 10bars</li><li>Engine power: 3HP / 2,2KW</li><li>Input current: 230V single phase / 50Hz</li><li>Tank capacity: 90L</li><li>Speed: 1350 rpm/min</li><li>Air outlet: 1/4"" F</li><li>Dimensions L x w x H (mm): 1070 x 390 x 800</li><li>Weight: 69Kg</li></ul> <p> </p><p>Caution:</p><p>To protect your pneumatic system, you are strongly advised to use an air treatment system and an automatic capacitor purge (ref. 892 887)</p></body> </html>","       Piston compressor 3HP / 90L single-stage with cast iron cylinder and belt driven. Technical details:  Free air delivered: 20,2m3/hAir pressure: 10barsEngine power: 3HP / 2,2KWInput current: 230V single phase / 50HzTank capacity: 90LSpeed: 1350 rpm/minAir outlet: 1/4"" FDimensions L x w x H (mm): 1070 x 390 x 800Weight: 69Kg  Caution:To protect your pneumatic system, you are strongly advised to use an air treatment system and an automatic capacitor purge (ref. 892 887) ",TOOLING & WS,WS,WS. COMPRESSED AIR,368508,67000,1070,420,820,230 V/Monofásico,https://api.mybihr.com/medias/1050230-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ3NTR8aW1hZ2UvanBlZ3xhR0UzTDJnME1pODRPVFV6T0RRNE9ESXpPRE00THpFd05UQXlNekF0TVY4NE1EQlhlRGd3TUVnfGQwYmM1YjFjYjlkODdiY2E3Yzg3OThjYzJhNjA0YjYyNjJjODcxOGMzY2Q1MmRkMDYyMGJlZWQ1OWFlYTBhOTg,https://static.bihr.pro/eBihr/Pictures/DEVILBISS-pictures.zip,France Warehouse (Parts)
