PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Posición,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Alto espejo (mm),Altura (mm),Ancho espejo (mm),Anchura (mm),Bloqueo,Cantidad,Capacidad (Ah),Color,Color de la carcasa,Color del cristal,Composición,Compuesto del puño,Diámetro Ø (mm),Embalaje,Fijación,Forma,Función de la luz,Homologación,Incluye intermitente,Indicador de potencia (W),Longitud (mm),Montaje,Posición,Potencia de la luz de freno (W),Potencia de la luz de posición (W),Profundidad (mm),Rosca (mm),Rosca de espejo,Sentido de rosca,Tipo de luz,Tipo de puño,Tipo de retrovisor,Uso,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
1108527002,,302-120,SHIN YO,"SHINY MIRROR IMPERIA CHROMED, R",Retrovisor SHIN YO Imperia derecho,30.46,25.17,10.07,4054783041558,11,7009100090,0,1,"<p>Not for use in road traffic! Only for show and racing purposes!<br>
No ABE!<br>
<br>
SHIN YO Imperia, Universal Mirror<br>
A piece of jewellery that gives every custom bike a special shine. ChRome-plated aluMinium handlebar mirror with clear glass and convex mirror surface.<br>
<br>
Dimensions<br>
Head width: 125 mm<br>
Head height: 60 mm<br>
Fastening: M10 threaded bolt<br>
<br>
scope of supply: 1 piece incl. extra adapter for Yamaha (left hand thread)<br>
<br>
Note: Without homologation</p>","
Not for use in road traffic! Only for show and racing purposes!
No ABE!

SHIN YO Imperia, Universal Mirror
A piece of jewellery that gives every custom bike a special shine. ChRome-plated aluMinium handlebar mirror with clear glass and convex mirror surface.

Dimensions
Head width: 125 mm
Head height: 60 mm
Fastening: M10 threaded bolt

scope of supply: 1 piece incl. extra adapter for Yamaha (left hand thread)

Note: Without homologation",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,Derecha,2024,300,310,128,51,,,,,,,,Cromo,,,,,,,,Otras formas,,No homologado,,,,Manillar,,,,,,,Izquierda + Derecha,,,,,,https://api.mybihr.com/medias/800Wx800H-1108527002-1.jpg?context=bWFzdGVyfHJvb3R8NjI0MDV8aW1hZ2UvanBlZ3xhR1F5TDJnMU55ODRNVEU1TVRFNU16RXhOamN3TWk4NE1EQlhlRGd3TUVoZk1URXdPRFV5TnpBd01pMHhMbXB3Wnd8Y2M0ZTIyZTUxZmI5YWMwMzkzZWJmNGE1N2Q4MGI2ZWMyY2RhYmEzZTRhODFjYzRhNGYzMjU1NWJmNTA2M2ZhOA,https://api.mybihr.com/medias/800Wx800H-1108527002-2.jpg?context=bWFzdGVyfHJvb3R8NzkyOTV8aW1hZ2UvanBlZ3xhREF4TDJnMU1TODRNVEU1TVRFNU16TXhNek14TUM4NE1EQlhlRGd3TUVoZk1URXdPRFV5TnpBd01pMHlMbXB3Wnd8OTFlZjYwNzIzOWM1YmU0Mjc3NWMxMDcxNDE2MGU2MTZkMzVjYzI2Njk1YzJjNTg5OTliZGIxMGEyZTNjMDEwMA,https://api.mybihr.com/medias/800Wx800H-1108527002-9.jpg?context=bWFzdGVyfHJvb3R8NDAzMzN8aW1hZ2UvanBlZ3xhRGRoTDJobFppODROVGN4T1RVd09Ea3hNREV4TUM4NE1EQlhlRGd3TUVoZk1URXdPRFV5TnpBd01pMDVMbXB3Wnd8N2I5MTI3ZWMwZGYyOTE1ZDI4NDk0ODEwOGU0YjY0MGRjMGQ1YTE5NzU5NDQ0ODdmYTk5Zjk5ZWRiNDZhNGNjNg,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1108544002,,315-151,SHIN YO,"SHINY H/BAR RUBBER GRIPS 7/8 INCH, SIL","Puños SHIN YO 7 / 8"" (22,2mm) 130mm",25.37,20.97,8.39,4054783043231,2,8714109090,0,1,"SHIN YO handlebar grip rubbers with metal rings <br><br>Either it's time to replace the old motorcycle grips due to age or you want to treat yourself to a special grip feeling on the handlebar. Either way, the SHIN YO handlebar grips are worth a look and a grip, because the timeless, modern design with well thought-out function is convincing. The diamond shape surface provides a secure, good grip feeling on the handlebar and the removable end caps allow the mounting of handlebar ends, handlebar end turn signals or handlebar end mirrors. Look forward to the next round with the SHIN YO grips. <br><br>Features:<br>- For 7/8 inch (22 mm) handlebars <br>- Total length: 130 mm <br>- Outer diameter: 34 mm <br>- Alu-rubber material mix <br>- Noble in style: Timeless and unobtrusive <br>- Grip ends closed with removable end caps <br>- Available in different colors <br><br>Scope of delivery: 1 pair.","SHIN YO handlebar grip rubbers with metal rings Either it's time to replace the old motorcycle grips due to age or you want to treat yourself to a special grip feeling on the handlebar. Either way, the SHIN YO handlebar grips are worth a look and a grip, because the timeless, modern design with well thought-out function is convincing. The diamond shape surface provides a secure, good grip feeling on the handlebar and the removable end caps allow the mounting of handlebar ends, handlebar end turn signals or handlebar end mirrors. Look forward to the next round with the SHIN YO grips. Features:- For 7/8 inch (22 mm) handlebars - Total length: 130 mm - Outer diameter: 34 mm - Alu-rubber material mix - Noble in style: Timeless and unobtrusive - Grip ends closed with removable end caps - Available in different colors Scope of delivery: 1 pair.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Plata,,,1276,140,220,145,40,,,,,,,,Cromo,,,,Doble compuesto,,,,,,,,,,,,,,,,,,,Texturizado completo,,Ciclomotor & Maxi-scooter & Scooter & Sport & Sport touring,,https://api.mybihr.com/medias/800Wx800H-1108544002-1.jpg?context=bWFzdGVyfHJvb3R8MTUyNDYwfGltYWdlL2pwZWd8YURCaUwyZ3lOeTg0TVRFNU1URTVPVEkzTnpBNE5pODRNREJYZURnd01FaGZNVEV3T0RVME5EQXdNaTB4TG1wd1p3fDE2NzU0MWQxYzk0ZjVjY2VjNWM0NzNkNTU0NmUzY2Y1ZDRlMDM4ZDg0MzkyY2RlYmM4Zjc3ZTA1ZGQzZGFlMDA,,,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1107841,,301-535,SHIN YO,"SHINY MIRROR ALU,LUCA,BLK,BLUE LENS,PAIR",Juego de retrovisores  SHIN YO Luca,60.96,50.38,20.15,4054783041053,3,7009100090,0,1,"<p>Not for use in road traffic! Only for show and racing purposes!<br>
None ABE!<br>
<br>
SHIN YO aluminium mirror LUCA<br>
High-quality processed, black aluminium mirror with a blue-tinted mirror glass for optimal glare protection. The curved mirror arm is provided with a recess at the lower end.<br>
<br>
Dimensions<br>
Head width: 130 mm<br>
Head height: 60 mm<br>
Stalk length: approx.130 mm<br>
<br>
Scope of supply: 1 pair incl.<br>
2 x M10 right-hand thread adapter<br>
1x M10 left-hand thread adapter for Yamaha<br>
<br>
Note: Without homologation</p>","
Not for use in road traffic! Only for show and racing purposes!
None ABE!

SHIN YO aluminium mirror LUCA
High-quality processed, black aluminium mirror with a blue-tinted mirror glass for optimal glare protection. The curved mirror arm is provided with a recess at the lower end.

Dimensions
Head width: 130 mm
Head height: 60 mm
Stalk length: approx.130 mm

Scope of supply: 1 pair incl.
2 x M10 right-hand thread adapter
1x M10 left-hand thread adapter for Yamaha

Note: Without homologation",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,,1508,569,290,80,65,,,,,,,,Negro,,,,,,,,Otras formas,,No homologado,,,,Manillar,,,,,,,Izquierda + Derecha,,,,,,https://api.mybihr.com/medias/800Wx800H-1107841-1.jpg?context=bWFzdGVyfHJvb3R8NjcyMzN8aW1hZ2UvanBlZ3xhR0pqTDJnell5ODRNVEU1TURrMk1qWTVNakV5Tmk4NE1EQlhlRGd3TUVoZk1URXdOemcwTVMweExtcHdad3xjNjJhYjUxZGU0ZGMxNWE5YjMzZGJlZTZiYjIyYzEzNjhlZTMxMjkxZTI3NTQ5NmY2MTk4ODRiMmUxYzQ3ZmM3,https://api.mybihr.com/medias/800Wx800H-1107841-2.jpg?context=bWFzdGVyfHJvb3R8NTcwOTJ8aW1hZ2UvanBlZ3xhRGM1TDJnME15ODRNVEU1TURrMk1qZzRPRGN6TkM4NE1EQlhlRGd3TUVoZk1URXdOemcwTVMweUxtcHdad3wwMDAyY2Y0NjM4N2I3MzAwNDM4OTQxMWRiMGQ5NzdlODc3ZTY4OGNlZWYxZjQ4YmMzOGY4NGYxZTFhYTljYmE4,https://api.mybihr.com/medias/800Wx800H-1107841-3.jpg?context=bWFzdGVyfHJvb3R8ODA1MTF8aW1hZ2UvanBlZ3xhR1kxTDJnNU1TODRNVEU1TURrMk16QTROVE0wTWk4NE1EQlhlRGd3TUVoZk1URXdOemcwTVMwekxtcHdad3wwNDgyOGYyOTY1YWI4Yzk1NjFiMmRhNjM1MzEyY2U3ZjU0ODFmODU5YzRlMzc0MmQ4MzNhNDA2NzA5ZDBkMGRk,https://api.mybihr.com/medias/800Wx800H-1107841-9.jpg?context=bWFzdGVyfHJvb3R8MzU5MTd8aW1hZ2UvanBlZ3xhREptTDJnM015ODROVFU1TVRVM01USTJOell4TkM4NE1EQlhlRGd3TUVoZk1URXdOemcwTVMwNUxtcHdad3wzM2M4YzUxMTcwNjA3OTRhZGQyOTBmNjhhMTRjZGU3NzYzNGQ2OWY2MGM3MmIxZjhkNWU2NzgzZTY2YTQ1NTlm,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1107838,,301-413,SHIN YO,"SHINY MIRROR STURGIS 2,LEFT,BLACK,PCS",Retrovisor izquierda SHIN YO Sturgis 2,30.46,25.17,10.07,4000003014130,3,7009100090,0,1,Not for use in road traffic! Only for show and racing purposes!<br>No ABE!<br><br>SHIN YO Chopper mirror STURGIS 2<br>Black handlebar mirror made of aluminium with a large recess in the mirror arm. The mirror head is provided with a relief. Suitable for the left side.<br><br>Dimensions<br>Head width: 84 mm<br>Head height: 30 mm<br>M10 x 1.25 mm Right hand thread<br><br>Scope of supply: 1 piece incl. an extra adapter for Harley Davidson<br><br>Note: Without homologation,Not for use in road traffic! Only for show and racing purposes!No ABE!SHIN YO Chopper mirror STURGIS 2Black handlebar mirror made of aluminium with a large recess in the mirror arm. The mirror head is provided with a relief. Suitable for the left side.DimensionsHead width: 84 mmHead height: 30 mmM10 x 1.25 mm Right hand threadScope of supply: 1 piece incl. an extra adapter for Harley DavidsonNote: Without homologation,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,,1450,374,290,250,20,,,,,,,,Negro,,,,,,,,Otras formas,,No homologado,,,,Manillar,,,,,,,A derechas,,,,,,https://api.mybihr.com/medias/800Wx800H-1107838-1.jpg?context=bWFzdGVyfHJvb3R8NjY1NzZ8aW1hZ2UvanBlZ3xhREExTDJnNVlpODRNVEU1TURrMk1EVXlPVFF6T0M4NE1EQlhlRGd3TUVoZk1URXdOemd6T0MweExtcHdad3xkNzBmMzI2N2MyMDUwZWQ0MWY5NmRlNzlhMDM5ZTZiOWEyNDFlMGZmZTJlMzgxN2M3YTczNTBkNGUzMjljYmJi,https://api.mybihr.com/medias/800Wx800H-1107838-2.jpg?context=bWFzdGVyfHJvb3R8MTM5NDkwfGltYWdlL2pwZWd8YURNMEwyZzVOQzg0TVRFNU1EazJNRGN5TmpBME5pODRNREJYZURnd01FaGZNVEV3Tnpnek9DMHlMbXB3Wnd8ZTdhMGQ5MTZmNmFlOTQzZWNmYjg3ZDgyNDBlOTIwNjMxNGViNjBkY2FiNTBhMWRhYjkxMDgzZjY4NzlkMTA5Yw,https://api.mybihr.com/medias/800Wx800H-1107838-3.jpg?context=bWFzdGVyfHJvb3R8Mjk2MDV8aW1hZ2UvanBlZ3xhRFkwTDJnNFpDODRNVEU1TURrMk1Ea3lNalkxTkM4NE1EQlhlRGd3TUVoZk1URXdOemd6T0MwekxtcHdad3w5ODY5NjUyNjcyYjhjMTEyY2FmZTE0YjhlNmI4NGM0ZjNkZjljNGM4Zjc4MWVmMzI4NjNmZThmNDNiM2JlZDQ4,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1107845,,302-412,SHIN YO,"SHINY MIRROR STURGIS 2,R/H,ALU CHR.PL.",Retrovisor derecha SHIN YO Sturgis 2,30.46,25.17,10.07,4000003024122,4,7009100090,0,1,Not for use in road traffic! Only for show and racing purposes!<br>No ABE!<br><br>SHIN YO Chopper Mirror STURGIS 2<br>Chrome handlebar mirror made of aluminum with a large recess in the mirror arm. The mirror head is provided with a relief. Suitable for the right side.<br><br>Dimensions<br>Head width: 84 mm<br>Head height: 30 mm<br>M10 x 1.25 mm Right hand thread<br><br>Scope of supply: 1 piece incl. an extra adapter for Harley Davidson<br><br>Note: Without homologation,Not for use in road traffic! Only for show and racing purposes!No ABE!SHIN YO Chopper Mirror STURGIS 2Chrome handlebar mirror made of aluminum with a large recess in the mirror arm. The mirror head is provided with a relief. Suitable for the right side.DimensionsHead width: 84 mmHead height: 30 mmM10 x 1.25 mm Right hand threadScope of supply: 1 piece incl. an extra adapter for Harley DavidsonNote: Without homologation,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,,1813,406,290,250,25,,,,,,,,Cromo,,,,,,,,Otras formas,,No homologado,,,,Manillar,,,,,,,A derechas,,,,,,https://api.mybihr.com/medias/800Wx800H-1107845-1.jpg?context=bWFzdGVyfHJvb3R8Njg0MjV8aW1hZ2UvanBlZ3xhR1F6TDJobU5pODRNVEU1TURrMk5EUTJNVFU1T0M4NE1EQlhlRGd3TUVoZk1URXdOemcwTlMweExtcHdad3w3YTFjNTI5NDNmZTIzMGNhNTMwYWQyOTU4YjgwNDhhMmUyNzUxNGFhYWE2YzY2Y2YyNWRmNTM1MzMxMDhjYjdh,https://api.mybihr.com/medias/800Wx800H-1107845-2.jpg?context=bWFzdGVyfHJvb3R8Mjk2MDV8aW1hZ2UvanBlZ3xhREUxTDJobU1DODRNVEU1TURrMk5EWTFPREl3Tmk4NE1EQlhlRGd3TUVoZk1URXdOemcwTlMweUxtcHdad3wwMzgyOGVjZDc3YTE1MjM2ZDdiNjM3YjZjZDMwOWVkZmFiMTc0ZWE2MTkwNDljYjNmOTVmNzRhZWUxM2U1ZTNk,,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1107828,,301-102,SHIN YO,"SHINY MIRROR LINO,BLACK,ADJUSTABLE STEM",Retrovisor de manillar  SHIN YO Lino,45.70,37.77,26.44,4054783255191,1,7009100090,0,1,"SHIN YO handlebar mirror LINO, universal, E-examined<br>Classic handlebar mirror black powder-coated with an oval head. A hinge on the mirror arm offers additional adjustment options for best rear view. Suitable for left and right side. Including an extra adapter with an M10 x 1.25 mm left hand thread for Yamaha.<br><br>Dimensions mirror head:<br>A Width: 125 mm<br>Length: 90 mm<br>C Total width: approx. 170 mm<br>D Total height: approx. 180 mm<br>Stalk length: 160 mm to the joint, then another 20 mm to the threaded bolt.<br><br>Scope of delivery: <br>1 piece mirror <br>2 adapters ( 1 x M10 x 1.25 mm right-hand thread + 1 x left-hand thread)","SHIN YO handlebar mirror LINO, universal, E-examinedClassic handlebar mirror black powder-coated with an oval head. A hinge on the mirror arm offers additional adjustment options for best rear view. Suitable for left and right side. Including an extra adapter with an M10 x 1.25 mm left hand thread for Yamaha.Dimensions mirror head:A Width: 125 mmLength: 90 mmC Total width: approx. 170 mmD Total height: approx. 180 mmStalk length: 160 mm to the joint, then another 20 mm to the threaded bolt.Scope of delivery: 1 piece mirror 2 adapters ( 1 x M10 x 1.25 mm right-hand thread + 1 x left-hand thread)",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,,2977,547,356,113,74,,,,,,,,Negro,,,,,,,,Otras formas,,Homologado,,,,Manillar,,,,,,,Izquierda + Derecha,,,,,,https://api.mybihr.com/medias/1107828-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE3MzJ8aW1hZ2UvanBlZ3xhREpqTDJnM1pDOHhOVEkyTkRBNU1qTTFOall6T0M4eE1UQTNPREk0TFRGZk9EQXdWM2c0TURCSXw0NGZkMzIwZDJhNDQ4MzA1YmYyZWNjNGI5ZjI1YTZlNjg3ZDcwODllNWRjNjg3MDAzODIzYjFiYzExMmViMDRk,https://api.mybihr.com/medias/1107828-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjkwNzF8aW1hZ2UvanBlZ3xhRGxtTDJnMlppOHhOVEkyTkRBNU1qYzBPVGcxTkM4eE1UQTNPREk0TFRKZk9EQXdWM2c0TURCSXw0NTZlMzI2NWE5NmNiZGZkMmYwN2U2MmI0NzY5MTIyYjIzMGNiZDY3ZTU3ZjRhMjg4NDJlMjZlZjI5OGI3ZTE0,https://api.mybihr.com/medias/800Wx800H-1107828-9.png?context=bWFzdGVyfHJvb3R8OTcxMTB8aW1hZ2UvcG5nfGFHRTFMMmd3TkM4NE5UWXhORGd3TmpreU5UTTBNaTg0TURCWGVEZ3dNRWhmTVRFd056Z3lPQzA1TG5CdVp3fGE1ZDE0ZGU5ZTZlYTViN2M0YzdjMGQ1ZDI1MDgwNzVhMmI3YTk4ZmEzYjM1NmFmNzhiODc3ZDAwNmE1NGIyZGY,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1122292,,204-373,SHIN YO,SHINY INIDCATOR MODUL SIXTEEN,Juego de intermitentes LED SHIN YO Module Sixteen - 2en1,71.12,58.78,41.15,4054783630431,1,8714109090,0,1,"<p>Piloto intermitente LED 3en1 SHIN YO Sixteen Bullet, con funci&oacute;n de intermitente y luz de posici&oacute;n, homologado para la parte delantera.</p>
<p>Dise&ntilde;o cl&aacute;sico de bala en negro&nbsp;con cristal tintado para dar un aspecto oscuro a la moto. Cuando no se utiliza, el intermitente se integra discretamente en el dise&ntilde;o de la moto. En acci&oacute;n, la superficie luminosa LED produce una armoniosa se&ntilde;al intermitente. La combinaci&oacute;n de dise&ntilde;o homog&eacute;neo y electr&oacute;nica de &uacute;ltima generaci&oacute;n da un nuevo brillo a la cl&aacute;sica forma de bala.</p>
<p><strong>Dimensiones:</strong></p>
<ul>
<li>A: 20 mm</li>
<li>B: 30 mm</li>
<li>D: 31 mm</li>
<li>Perno roscado M8 x 17 mm</li>
</ul>
<p><strong>Conexiones:</strong></p>
<ul>
<li>Amarillo = intermitente</li>
<li>Blanco = luz de posici&oacute;n</li>
<li>Negro = tierra</li>
</ul>
<p><strong>Contenido:</strong> 1 juego</p>","
Piloto intermitente LED 3en1 SHIN YO Sixteen Bullet, con función de intermitente y luz de posición, homologado para la parte delantera.

Diseño clásico de bala en negro con cristal tintado para dar un aspecto oscuro a la moto. Cuando no se utiliza, el intermitente se integra discretamente en el diseño de la moto. En acción, la superficie luminosa LED produce una armoniosa señal intermitente. La combinación de diseño homogéneo y electrónica de última generación da un nuevo brillo a la clásica forma de bala.

Dimensiones:

A: 20 mm
B: 30 mm
D: 31 mm
Perno roscado M8 x 17 mm


Conexiones:

Amarillo = intermitente
Blanco = luz de posición
Negro = tierra


Contenido: 1 juego",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRONIC,,,,384,66,169,91,25,,,,,,,,Negro,,Ahumado,,,,por pareja,,,,Homologado,,,,,Delantero,,,,,,,LED,,,,,https://api.mybihr.com/medias/800Wx800H-1122292-1.jpg?context=bWFzdGVyfHJvb3R8MjA0NTF8aW1hZ2UvanBlZ3xhR1ppTDJoaE1TOHpNekkxTkRjeU1qYzVOelU1T0M4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkweExtcHdad3wwODJhNWVmZDk4NTEwYTQxYjA0OWE1YWMzYTU2ZTZhYzk5YjhmZDc1Y2MyYmQ4YThhODI1ZDBlNjQ4ZDI5YjJh,https://api.mybihr.com/medias/800Wx800H-1122292-2.jpg?context=bWFzdGVyfHJvb3R8MjM0MDZ8aW1hZ2UvanBlZ3xhREU1TDJobVppOHpNekkxTkRjek1UVTNPVFF5TWk4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkweUxtcHdad3xlZTYyY2ZkYWZkZTcxMzU0YWMxODI1ZTYyMzY2NzY1NjY1NDhkYmZlZjA2MWQ0MDQxNDc0ZjZkNmFhNWQyNjlj,https://api.mybihr.com/medias/800Wx800H-1122292-3.jpg?context=bWFzdGVyfHJvb3R8MjMzMDh8aW1hZ2UvanBlZ3xhRFEzTDJobU55OHpNekkxTkRjeU16RTVNRGd4TkM4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkwekxtcHdad3wxOTYwYjkwYjVkZWUwYjEyNjFlNDY4MmU1YTA2ZmNkNzNhZjk3YzRkZDkyMWU4MjY3MTIzZDYxM2M3ZmRiYTYw,https://api.mybihr.com/medias/800Wx800H-1122292-4.jpg?context=bWFzdGVyfHJvb3R8MzQ2ODh8aW1hZ2UvanBlZ3xhRGM0TDJobU1TOHpNekkxTkRjek1UazNNall6T0M4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkwMExtcHdad3xlOTEwYWU3NWYzYjVlZTUwMjMxNTk2ZjAyY2M4ZmZkYTUzY2JjMmQ2M2IxZGY5NmJhZWE0ZjMwZDI4MTEzMGNj,https://api.mybihr.com/medias/800Wx800H-1122292-5.jpg?context=bWFzdGVyfHJvb3R8MjE5NjN8aW1hZ2UvanBlZ3xhRE5tTDJnNVl5OHpNekkxTkRjek1qTTJOVGcxTkM4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkwMUxtcHdad3w2MjkzZGE4YjRkMDQ5ZjU5OThjYTMzMmM0OTE5MTg0OTAxMzAwZGJkNzkzZDYwYWI2MGU4YmIwMzA1MTgzMWVm,https://api.mybihr.com/medias/800Wx800H-1122292-6.jpg?context=bWFzdGVyfHJvb3R8MjM1MDl8aW1hZ2UvanBlZ3xhR0l4TDJnNFpTOHpNekkxTkRjek1qYzFPVEEzTUM4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkwMkxtcHdad3xjZGI2OTFlOTE5ODc1NGQyMDFjMjJmNjdmOGY2YzE5ZDVkZjBhMDhiNjgyNWY0MDcwMTJmMzc2M2Q4MWFmYjI0,https://api.mybihr.com/medias/800Wx800H-1122292-7.jpg?context=bWFzdGVyfHJvb3R8MjQyMzF8aW1hZ2UvanBlZ3xhREkzTDJoalpTOHpNekkyTlRFNE5qRTBOREk0Tmk4NE1EQlhlRGd3TUVoZk1URXlNakk1TWkwM0xtcHdad3w0MjZhMzBiMGE4YmM3MWRhYjY5YzY1NjRjYTI3NWQ5ZmY4YzM4NTNlOGQxOGRkNTk1MjVhODY5NzBjMjA0MzBl,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
1107582,,208-016,SHIN YO,"SHINY FLASHER RELAY,ELECTRONIC,3 PIN",Relé electrónico para intermitentes SHIN YO 3 terminales 12V,13.16,10.88,7.62,4054783026999,1,8536419040,0,1,"Flasher relay, 3-pole, 12 Volt 10-21 Watt x2 + 3.4 Watt, aluminium Universal relay (electronic)<br>Connections:<br>B = Battery (12V +)Input<br>E = Earth (ground) (-)<br>L = Light (switch) Output","Flasher relay, 3-pole, 12 Volt 10-21 Watt x2 + 3.4 Watt, aluminium Universal relay (electronic)Connections:B = Battery (12V +)InputE = Earth (ground) (-)L = Light (switch) Output",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRONIC,,,,131,30,75,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12V,https://api.mybihr.com/medias/1107582-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODAwNjV8aW1hZ2UvanBlZ3xhR1poTDJnME15OHhORFl4TURVek5Ea3lORE14T0M4eE1UQTNOVGd5TFRGZk9EQXdWM2c0TURCSXwwOWU0YTUxMjAxYzYwZTM4NmY0YzZiYjZlNzgzZjY1MjNiMzgxMDRmMTQ5Zjc2NmFlNmNlOGQxZTI1M2ZjNDIx,,,,,,,https://static.bihr.pro/eBihr/Pictures/SHIN_YO-pictures.zip,,,,,Spain Warehouse (Parts)
