PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro Ø (mm),Nº de segmentos,Relación de compresión,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,AllPicturesZIP,Document1,DeliveryPlant
1093380003,797D100,W797M05500,WISECO,"WISEC PISTON 797M, 55,00MM",Pistón forjado WISECO,153.67,127.00,76.20,797M05500,1,8409910090,0,1,Spare ring: CS2165,Spare ring: CS2165,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,000 mm",353,189,72,70,70,Aluminio,Estándar,,,,,2T,,100,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1093391001,7047PS,W818M06680,WISECO,"WISEC PISTON 818M, 66,80MM",Pistón forjado WISECO,193.60,160.00,96.00,818M06680,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,800 mm",474,310,76,78,80,Aluminio,Estándar,,,,,2T,,080,https://api.mybihr.com/medias/1093391001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGsyTDJoaE55ODRPRGMzTWpNeU5ESXlPVFF5THpFd09UTXpPVEV3TURFdE1WODRNREJYZURnd01FZ3xjNTExMDgxM2FlYzlkZmRmZWNmYzZjZDZjZmViMmE3NDMwOTkzMWIxNGFjYTk0ZDFjZjE2ZTVmZDBjNTk4OTI2,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/7047PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURJMUwyZzFaaTg1TURRek5UUXpPVFE1TXpReUx6Y3dORGRRVXd8ZGQ5MGQ0ODU2MzNkOTVkZjUxZTM2ZjBiOWUwYzk2ZTU1NjQ0NDBhMTgwMGMzYmY1YWEzYjQ5Yjg0ZjczODk2Ng,Spain Warehouse (Parts)
1093405003,871P4,W871M09000,WISECO,"WISEC PISTON 871M, 90,00MM",Pistón forjado WISECO,251.68,208.00,124.80,871M09000,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 90,000 mm",1330,584,108,109,113,Aluminio,,,,,,2T,,100,https://api.mybihr.com/medias/1093405003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTd8aW1hZ2UvanBlZ3xhREJrTDJneE1DODRPVEExTWpVME56WTBOVGMwTHpFd09UTTBNRFV3TURNdE1WODRNREJYZURnd01FZ3w4YzIyYzc5ZjQ0NTc5MjM0OWQ2MTRlMGFmYWUyNTQ1NGY2MjczOTA1MzMyOTM3N2I1NDk3NTFlNTRkZTE4NjIx,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1093439001,7902DA,W876ML07000,WISECO,"WISEC PISTON W876ML, 70,00MM",Pistón forjado WISECO,191.18,158.00,11.07,876ML07000,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 70,000 mm",529,341,77,78,88,,,,,,,,,A,https://api.mybihr.com/medias/1093439001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFV4TDJnM01DODRPVGd4TmpBd01EYzFPREEyTHpFd09UTTBNemt3TURFdE1WODRNREJYZURnd01FZ3xiYzAyNzYzZjI3MGU3OTc2NDk3YjNhNzY2ZGJlOGY5NTlhN2Q1ZmE0NzFjMDJjMGNlYzc0NGIxMmI1OWQ5ZDYx,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095518002,40030D100,W40030M09200,WISECO,"WISEC PISTON 40030M, 92,00MM",Pistón forjado WISECO,194.81,161.00,96.60,40030M09200,1,8409910090,0,1,"WISECO pistons are undoubtedly the best known in the world, especially in the United States. We have distributed these forged parts since 1977 for their quality and performance.","WISECO pistons are undoubtedly the best known in the world, especially in the United States. We have distributed these forged parts since 1977 for their quality and performance.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 92,000 mm",1581,528,121,121,108,Aluminio,Estándar,,,,,,,100,https://api.mybihr.com/medias/1095518002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQyMjh8aW1hZ2UvanBlZ3xhR1l6TDJneE5pODRPVFF5TlRZMk1qUTBNemd5THpFd09UVTFNVGd3TURJdE1WODRNREJYZURnd01FZ3xjODRkZmNkYzQ0NzVhMzhiNjI0NTI1NmVlZDUxOTZmYWMyYjk2ZmU0MjI2MmQ0N2JmOGEwNmYxMjAwNWViYjkx,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095518003,40030D200,40030M09300,WISECO,"WISEC PISTON 40030M, 93,00MM",Pistón forjado WISECO,233.53,193.00,115.80,40030M09300,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 93,000 mm",1594,538,122,121,108,,Estándar,,,,,,,200,https://api.mybihr.com/medias/1095518003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQyMjh8aW1hZ2UvanBlZ3xhRFZpTDJobE9TODRPVE13TXpnNE5ERXdNems0THpFd09UVTFNVGd3TURNdE1WODRNREJYZURnd01FZ3wxYjI4N2FmN2ZmM2YyOTQyMGE1NmEwZTVmMzAzZDhkMGZmYzM3MDEyODExZGY4YTlmMGUyZjdmYzAwZDdiMmY3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095518001,40030DA,W40030M09100,WISECO,"WISEC PISTON 40030M, 91,00MM",Pistón forjado WISECO,194.81,161.00,96.60,40030M09100,1,8409910090,0,1,"WISECO pistons are undoubtedly the best known in the world, especially in the United States. We have distributed these forged parts since 1977 for their quality and performance.","WISECO pistons are undoubtedly the best known in the world, especially in the United States. We have distributed these forged parts since 1977 for their quality and performance.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 91,000 mm",1664,504,119,126,111,Aluminio,Estándar,,,,,,,A,https://api.mybihr.com/medias/1095518001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQyMjh8aW1hZ2UvanBlZ3xhR0l4TDJnM1l5ODRPVEUwTkRNNE5UZzJNems0THpFd09UVTFNVGd3TURFdE1WODRNREJYZURnd01FZ3xjMWQ3YjY4YmE2MzUwZjZlOGQ1N2ZlY2IyYzdkZDVjZTRiOTY0N2ExMzBmYTcwYmMyNTI3NDY3ODhmOWRjZDM3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1093424001,WK1211,WK1211,WISECO,"WISEC PISTON, 88,00MM",Pistón forjado WISECO,496.10,410.00,246.00,WK1211,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 88,000 mm",15552,1975,486,250,128,,Estándar,,,,,,,,https://api.mybihr.com/medias/1093424001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY5MDR8aW1hZ2UvanBlZ3xhREZpTDJnM1lTODRPVEk1TnpNMU56QTBOakEyTHpFd09UTTBNalF3TURFdE1WODRNREJYZURnd01FZ3xjYjYxMzQ0NWJlZjdhNTE4NzE4MzEwZjgwMjUxYWU3ZjBmMzdmYzE5ZGEyNWJhMDUyNzliNzhjZDRlZmFkOThj,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1093424003,WK1213,WK1213,WISECO,"WISEC PISTON, 89,00MM",Pistón forjado WISECO,496.10,410.00,246.00,WK1213,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 89,000 mm",18077,2096,484,249,150,Aluminio,Estándar,,,,,,,,https://api.mybihr.com/medias/1093424003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY5MDR8aW1hZ2UvanBlZ3xhREEwTDJoalpDODRPVEk1TnpNMk1EazNPREl5THpFd09UTTBNalF3TURNdE1WODRNREJYZURnd01FZ3xiNTlkMzc1ZTk2ZjBmNDk2ZDVmOTE4ODZkOTY1MDdkZjBlOTUxMjI3NjI4YWQ2MDlkOWNiZjBmMGIyMTIwNDQ4,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1093424004,WK1214,WK1214,WISECO,"WISEC PISTON, 89,40MM",Pistón forjado WISECO,533.61,441.00,264.60,WK1214,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 89,400 mm",16784,1975,483,250,139,,Estándar,,,,,,,,https://api.mybihr.com/medias/1093424004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY5MDR8aW1hZ2UvanBlZ3xhRGhsTDJoaU55ODRPVFEzTXpjNU9UazBOalUwTHpFd09UTTBNalF3TURRdE1WODRNREJYZURnd01FZ3w4MmMxYTVmMmJhMDU4MWZkMzA2OGE0NTQ2OTQ5ZGUxYTAzZDM5NWRkNGYzNTQ1ZDgxZWJmOWM1M2I1MGVhZWFm,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095540002,4382P2,W4382M06650,WISECO,"WISEC PISTON 4382M, 66,50MM",Pistón forjado WISECO,181.50,150.00,90.00,4382M06650,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,500 mm",474,220,76,78,80,Aluminio,Estándar,,,,,,,050,https://api.mybihr.com/medias/1095540002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREl5TDJnd1lpODRPVFUzTVRZMk1EVTVOVFV3THpFd09UVTFOREF3TURJdE1WODRNREJYZURnd01FZ3wwOTRmYTI0M2Y3ODFiMThmMWIwODI2NDEwOTU5ZTMyNTg0YTZjNTdiNmZjOGY2ZjQzOWM5Mzg5ODk4OWYzY2Qw,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095556001,4562PS,W4562M10000,WISECO,"WISEC PISTON 4562M, 100,00MM",Pistón forjado WISECO,248.05,205.00,123.00,4562M10000,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 100,00 mm",1661,623,128,126,103,Aluminio,Estándar,,,,,4T,,A,https://api.mybihr.com/medias/1095556001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ZpTDJoa1pDODRPRGMzTmpZNE1qTTNNelF5THpFd09UVTFOVFl3TURFdE1WODRNREJYZURnd01FZ3wwNjAwZjQzMmQ0ZGY1ZDI2NTVhMmY5ZWU2ODczYTEzNjE4NjllYmM3ZTlhMDFmN2VjYjk0NGNjOWY5NjQ3NmZl,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095556002,4562P4,W4562M10100,WISECO,"WISEC PISTON 4562M, 101,00MM",Pistón forjado WISECO,248.05,205.00,123.00,4562M10100,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 101,00 mm",1540,646,124,123,101,Aluminio,Estándar,,,,,4T,,100,https://api.mybihr.com/medias/1095556002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGhqTDJobFlpODRPRGMzTmpZNE5qTXdOVFU0THpFd09UVTFOVFl3TURJdE1WODRNREJYZURnd01FZ3w4MzQ2YTI5ZTIzN2ExYmQxNDQyMTRkZDVmOWE3OGU3MGRiYjc5MWFlOGYyOTEzZDc4OGQ4YTE3MzdiMTYwNzgz,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095556003,4562P10,W4562M10241,WISECO,"WISEC PISTON 4562M, 102,40MM",Pistón forjado WISECO,280.72,232.00,139.20,4562M10241,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 102,40 mm",1540,665,124,123,101,Aluminio,Estándar,,,,,4T,,240,https://api.mybihr.com/medias/1095556003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ExTDJoaE1pODRPVE13TXprd056WTVOamswTHpFd09UVTFOVFl3TURNdE1WODRNREJYZURnd01FZ3w3MjhkNjg2OGM4NDM5OTIzNzRkYzU0ZTVkYWE0OTkzNDViYTg2ZDY1YWQ2NzQzYmFkOGJlZjEzYzM2NDQyZmEy,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095557002,4576P4,W4576M08000,WISECO,"WISEC PISTON 4576M, 80,00MM",Pistón forjado WISECO,180.29,149.00,89.40,4576M08000,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 80,000 mm",1213,380,106,106,108,Aluminio,Estándar,,,,,4T,,100,https://api.mybihr.com/medias/1095557002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyMTN8aW1hZ2UvanBlZ3xhRE5oTDJoaVppODRPRGMzTmpZNU1ESXpOemMwTHpFd09UVTFOVGN3TURJdE1WODRNREJYZURnd01FZ3wwOTEzY2UyOGU2OTFlZTI2MWQ3NGIxOWU2NDQzNzI1MTJiOGJlNDhhY2NkYWVlY2VhNTg3NWIyNzliZDI1YWVk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095557001,4576PS,W4576M07900,WISECO,"WISEC PISTON 4576M, 79,00MM",Pistón forjado WISECO,180.29,149.00,89.40,4576M07900,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 79,000 mm",1259,380,106,110,108,Aluminio,Estándar,,,,,4T,,A,https://api.mybihr.com/medias/1095557001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyMTN8aW1hZ2UvanBlZ3xhR05sTDJnME5pODRPVGd5TnpRM05qUXpPVE0wTHpFd09UVTFOVGN3TURFdE1WODRNREJYZURnd01FZ3wyYzBjYzZiNTdlZWU2MmE3M2EzOTU2MDZhNGEzMzkxNmYxNmEyMjkyMGIyZDA0MTY2NTQzYjc1MDljNTZkNDhk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095557003,4576P16,W4576M08300,WISECO,"WISEC PISTON 4576M, 83,00MM",Pistón forjado WISECO,229.90,190.00,114.00,4576M08300,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 83,000 mm",1213,440,106,106,108,Aluminio,Estándar,,,,,4T,,400,https://api.mybihr.com/medias/1095557003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyMTN8aW1hZ2UvanBlZ3xhR1psTDJnelppODRPVGd5TnpRM09EUXdOVFF5THpFd09UVTFOVGN3TURNdE1WODRNREJYZURnd01FZ3wyY2QzY2RjNjNjNzgxNTFmNTBlYmE5ZGY0YzkwNWI3MWUxYzZkNjgwYzZmODAzMTg2YWNlOWU4OGIyMmM5MTBj,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095577002,4677P2,W4677M09250,WISECO,"WISEC PISTON 4677M, 92,50MM",Pistón forjado WISECO,232.32,192.00,115.20,4677M09250,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 92,500 mm",1213,560,106,106,108,Aluminio,Alta compresión,,,,,,,050,https://api.mybihr.com/medias/1095577002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1l3TDJnellTODRPVFF5TlRjd01UYzJOVFF5THpFd09UVTFOemN3TURJdE1WODRNREJYZURnd01FZ3w3MDZhYTI0NGI1NmMwOGNmYjQ0YjcwOGNjNzY0ZDBjMTM1YjZhMDM4ZTU2OGIyMGJlYTUwMGI3ODJjYjU4MWMz,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095577001,4677PS,W4677M09200,WISECO,"WISEC PISTON 4677M, 92,00MM",Pistón forjado WISECO,232.32,192.00,115.20,4677M09200,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 92,000 mm",1213,570,106,106,108,Aluminio,Alta compresión,,,,,,,A,https://api.mybihr.com/medias/1095577001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1UwTDJneE5DODRPVGd5TnpVeE9ETTRNak00THpFd09UVTFOemN3TURFdE1WODRNREJYZURnd01FZ3wyN2ZjOGY0ODE2ZjUzODRhZDlkYmUxZTBhNjdlYjkwZDYyNWYzYzQxNDRmMjY2YmYwMWFhZjg1N2I3M2ZlNWNm,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095585002,4737D050,4737M10050,WISECO,"WISEC PISTON 4737M, 100,50MM",Pistón forjado WISECO,258.94,214.00,128.40,4737M10050,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 100,50 mm",1213,580,106,106,108,,Alta compresión,,,,,,,050,https://api.mybihr.com/medias/1095585002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0psTDJnM05pODRPVEUwTkRRMk9EUXpPVE0wTHpFd09UVTFPRFV3TURJdE1WODRNREJYZURnd01FZ3w4MjdkNzQwN2YwYWRiYTM0MjhjZjdhNzMwOWI0NDBmOWNkNGI4MWM1MmE1NDcxY2UwYmU3Nzk1MmMwZjZmY2Nl,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095585001,4737DS,W4737M10000,WISECO,"WISEC PISTON 4737M, 100,00MM",Pistón forjado WISECO,257.73,213.00,127.80,4737M10000,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 100,00 mm",1565,575,122,127,101,,Alta compresión,,,,,,,A,https://api.mybihr.com/medias/1095585001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGxrTDJnNVppODRPVEExTnprMU5qazROekU0THpFd09UVTFPRFV3TURFdE1WODRNREJYZURnd01FZ3w1MzU0NGY2NTI3NzcwNDkxZTE3M2MwN2Q4YTNmNDZmYWZkNmJlZmU4MTU0OTRkZTJkMWZkNGMwOTBlYjhlYzE2,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095593001,4807DA,W4807M09920,WISECO,"WISEC PISTON 4807M, 99,20MM",Pistón forjado WISECO,232.32,192.00,115.20,4807M09920,1,8409910090,0,1,High compression 12.5:1,High compression 12.5:1,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 99,200 mm",1553,660,124,124,101,,Alta compresión,,,,,,,A,https://api.mybihr.com/medias/1095593001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFF3TDJnNVl5ODRPVE13TXprMU1EazFNRGN3THpFd09UVTFPVE13TURFdE1WODRNREJYZURnd01FZ3w0MjM3YjIwOWZmOGIwZDNkNmU5M2ZlMzI5ZTdkMzk3OWU1ZjBhMGIwMDc5NWRiODA4YzlmYmUwY2NmNWEyNDZi,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095596001,4825DA,W4825M09000,WISECO,"WISEC PISTON 4825M, 90,00MM",Pistón forjado WISECO,198.44,164.00,98.40,4825M09000,1,8409910090,0,1,XC3544 S660 CW19,XC3544 S660 CW19,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 90,000 mm",1283,441,109,108,109,Aluminio,Alta compresión,,,,,,,A,https://api.mybihr.com/medias/1095596001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3NzV8aW1hZ2UvanBlZ3xhRFpoTDJnNE1pODRPVE0yTmpRMU1UWTFNRGcyTHpFd09UVTFPVFl3TURFdE1WODRNREJYZURnd01FZ3w3N2ExODg5NjYwNzJjNzQxMWVkNmM4ODQ5ZTdiM2Q3MTk0Y2YwMWM4YWE0NGNiODg0NzI0MzAyNGYxNDdjOWU3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095598001,4835DA,W4835M09500,WISECO,"WISEC PISTON 4835M, 95,00MM",Pistón forjado WISECO,283.14,234.00,140.40,4835M09500,2,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>High compression (12.4:1)</p></body> </html>","       High compression (12.4:1) ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 95,000 mm",932,458,94,91,109,Aluminio,Alta compresión,,,,,,,A,https://api.mybihr.com/medias/1095598001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFZrTDJnd05TODRPVFV3T0RFNU56RTNNVFV3THpFd09UVTFPVGd3TURFdE1WODRNREJYZURnd01FZ3wxMjNlZjdhNWQyY2E4MGIzOWU3NzdmMmVjNjkyOWNjMzRlNGNkYWQwNzM2ZWIxYmQ2NzAyYTBiNmJhYjI3Mjdk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095602001,485P4,485M07100,WISECO,"WISEC PISTON 485M0, 71,00MM",Pistón forjado WISECO,206.91,171.00,102.60,485M07100,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 71,000 mm",474,340,76,78,80,,Estándar,,,,,,,100,https://api.mybihr.com/medias/1095602001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzEyNDl8aW1hZ2UvanBlZ3xhREF6TDJneE1pODRPVE0yTmpRMk16UTBOek0wTHpFd09UVTJNREl3TURFdE1WODRNREJYZURnd01FZ3wyNjAxYmMxNDc1Y2UzYzdjZDk3Y2NkNDc4YjIyMmE4MWU1MmRmOTY1OTRjNDBjMTViMzhlNDEwNjQ0Y2EyMWQ1,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/485P4.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURRMEwyaGpOaTg1TURRek5UTTJOemN6TVRVd0x6UTROVkEwfGI4MzcwMDlhN2U1ZTdkNTBiODNjYmRlMDc1NTZjMTBhYWZlYzY2MTVmMDk4YTAwNmRmZGQzMDY4NzcyMWU3ZTk,Spain Warehouse (Parts)
1095526001,4156PS,W4156M06550,WISECO,"WISEC PISTON 4156M, 65,50MM",Pistón forjado WISECO,181.50,150.00,90.00,4156M06550,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 65,500 mm",474,250,76,78,80,Aluminio,Estándar,,,,,4T,,A,https://api.mybihr.com/medias/1095526001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR0psTDJnd1lTODRPRGMzTmpZMk1qY3hNall5THpFd09UVTFNall3TURFdE1WODRNREJYZURnd01FZ3xmMGRmYjE2M2E4YzU5OTNjYzEzNTk5NjI4ZTAzYzgxNDY4ZDEyZjhiY2IzMDg5Njk4MDdkOTdlYzg0ZDExYTY4,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095549003,4466P4,W4466M07400,WISECO,"WISEC PISTON 4466M, 74,00MM",Pistón forjado WISECO,205.70,170.00,102.00,4466M07400,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 74,000 mm",857,330,94,93,98,Aluminio,Estándar,,,,,4T,,100,https://api.mybihr.com/medias/1095549003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFEzTDJnNU5TODRPVE13TXprd016YzJORGM0THpFd09UVTFORGt3TURNdE1WODRNREJYZURnd01FZ3xhYThjZjVjOWU5NjUxNGVlYmE3MDZlZmExOGQ0NjQ3YmFkNWQ2ODg4MGQ3MWY4NjJmYjhkODc1NGNmNTkyNjk5,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1095549002,4466P2,W4466M07350,WISECO,"WISEC PISTON 4466M, 73,50MM",Pistón forjado WISECO,205.70,170.00,102.00,4466M07350,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 73,500 mm",857,330,94,93,98,Aluminio,Estándar,,,,,4T,,050,https://api.mybihr.com/medias/1095549002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGRrTDJneE1TODRPVEExTnpreU1UVTVOemMwTHpFd09UVTFORGt3TURJdE1WODRNREJYZURnd01FZ3xjYWFlMmJhNTBjNDMyOGUyMmU2ZWQzYzU5YWJmNTA4Y2QzZmJmN2JiYTEwNTgyNGIxNTkyNDJhYzQyYjJhNzdk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
