PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro Ø (mm),Nº de segmentos,Relación de compresión,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,AllPicturesZIP,Document1,DeliveryPlant
1095633001,546PS,W546M08700,WISECO,"WISEC PISTON 546M, 87,00MM",Pistón forjado WISECO,251.68,208.00,124.80,546M08700,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 87,000 mm",1213,530,106,106,108,,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095633001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREJpTDJnd1lpODRPVE13TXprNE9EazJNVFU0THpFd09UVTJNek13TURFdE1WODRNREJYZURnd01FZ3xiOGI3ZDJhM2M4ZjcyN2FhYmJiMTk1NWQyYzMyYTQ4ZjljZWJhNzc4NzNmNWFjMmY2ZjAwOTMwZTU5NzZjODk1,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/546PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURJMUwyZzFaQzg1TURRek5UVTVOelF6TlRFNEx6VTBObEJUfDg4YmRiZDlmNjI1NjA4MjllMzAwNzBlN2NkNmFjYTIyYmM0MWVmYWM1MTYyNjA3MzFjZDE1MWNhY2YzOGEwMzA,Spain Warehouse (Parts)
1095639003,559P6,W559M05750,WISECO,"WISEC PISTON 559M, 57,50MM",Pistón forjado WISECO,188.76,156.00,93.60,559M05750,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 57,500 mm",474,200,76,78,80,Aluminio,Estándar,,,,,4T,,150,https://api.mybihr.com/medias/1095639003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUwOTN8aW1hZ2UvanBlZ3xhREpoTDJobFlpODRPVEExT0RBd01ESTBNRGswTHpFd09UVTJNemt3TURNdE1WODRNREJYZURnd01FZ3wwMzUyYTMxNDM0MzI4N2E2ZDQ0NzI5MDM2ZTMzNDdmN2NjMDk0OGY1MmIyZTQ0YzJlZGU4YjU2ZGQxZDJjYTA3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/559P6.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURrMUwyZ3pPQzg1TmpNME5UZ3hNRGcyTWpNNEx6VTFPVkEyfGQ2NGUzYzIzNDdiYmY3OWYzNzk3MzcwZWRiNTA1ODE3MjJiMjEzNWEyYTVjMzQ4MmQwMzYxY2JkZWQ0ODhjNDQ,Spain Warehouse (Parts)
1095643001,573P2,W573M06650,WISECO,"WISEC PISTON 573M, 66,50MM",Pistón forjado WISECO,145.20,120.00,72.00,573M06650,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,500 mm",474,270,76,78,80,Aluminio,Estándar,,,,,2T,,050,https://api.mybihr.com/medias/1095643001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5MTZ8aW1hZ2UvanBlZ3xhR00wTDJnM1lTODRPVEExT0RBeE1qQXpOelF5THpFd09UVTJORE13TURFdE1WODRNREJYZURnd01FZ3xmYTk3ZWIzY2Y4ZGUwZDNmNjhlYzc4ZjQ3NTQxYzZhOTNlNTc1MzQ0N2YyNDgwNzFkZjVjZjFiZTI4OWJkYmE3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/573P2.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURJM0wyaGxaQzg1TURRek5UWXhNakU0TURjNEx6VTNNMUF5fDhmMjIzZjdjNmExMDEzZGUwYWU2ZGZlZDJhYzVmNjk3ZTIwYjZhN2I3ZTAzZjhmNTE0ZDFjNDBhMjg4YzJkOTE,Spain Warehouse (Parts)
1095643002,573P4,W573M06700,WISECO,"WISEC PISTON 573M, 67,00MM",Pistón forjado WISECO,145.20,120.00,72.00,573M06700,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,000 mm",474,270,76,78,80,Aluminio,Estándar,,,,,2T,,100,https://api.mybihr.com/medias/1095643002-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5MTZ8aW1hZ2UvanBlZ3xhR015TDJnd05TODRPVFF5TlRjME9EazFNVE0wTHpFd09UVTJORE13TURJdE1WODRNREJYZURnd01FZ3xlMjQ5MTFlNTAwY2YxYmFmMGVjZjI0ODg5OWFmYmI4ZGZhZWQ1YjYxZDIxOWYyMzRhODBjZWM5MWZhNDgwZDA5,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/573P4.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURobEwyaG1PUzg1TURRek5UUXdNVFE0TWpVMEx6VTNNMUEwfDkwODYyMDAyM2E4M2E2OGFmYzliODYxNTU0NWE1Y2JjMzc1NTNkMTlkYmExNDQ2MjgwNGVmOTNkNGRhZTE0OTE,Spain Warehouse (Parts)
1095643004,573P8,W573M06800,WISECO,"WISEC PISTON 573M, 68,00MM",Pistón forjado WISECO,159.72,132.00,79.20,573M06800,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 68,000 mm",474,290,76,78,80,Aluminio,Estándar,,,,,2T,,200,https://api.mybihr.com/medias/1095643004-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg5MTZ8aW1hZ2UvanBlZ3xhREJtTDJnMk5TODRPVE13TkRBd01ERXdNamN3THpFd09UVTJORE13TURRdE1WODRNREJYZURnd01FZ3xiNzU0ZGNjMWMxYjA2YzY0M2U5NDM1NDBlZTE2M2Y5M2M4MzAwNGM3NzI5NmU0ZGQ1YjJhM2UxYzg2OWZiOTgw,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/573P8.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YUdObEwyaG1OUzg1TURRek5UUXdNamM1TXpJMkx6VTNNMUE0fDVhMWM2N2M5MDRhYWE1ZjEzNzNlNjQ4YjExYjlhMjFmZDM4Mzk4ZDJiZDExZmVhNTFmNjg3OTg1ZTcwNjgxNDA,Spain Warehouse (Parts)
1095651004,605P8,W605M07000,WISECO,"WISEC PISTON 605M, 70,00MM",Pistón forjado WISECO,232.31,191.99,115.19,605M07000,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 70,000 mm",474,350,76,78,80,,Estándar,,,,,,,200,https://api.mybihr.com/medias/1095651004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1UwTDJoa09TODRPVE13TkRBeE16ZzJOVEkyTHpFd09UVTJOVEV3TURRdE1WODRNREJYZURnd01FZ3xmOWI0MDE5MDM3YzkyMTU3MzBhZjY0MDRhZDZiMDYyOTllNTIzYjRlMzNkMGJlODYzNGIxNzYwY2M5NWQwYTY3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/605P8.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURoakwyZzRPUzg1TURRek5UWXlNRGN3TURRMkx6WXdOVkE0fGUwYzM5ODRlMzNmZTU2NzRhMWQ3MzFjMTcyYjZmYzRjMDY3MTg4YWNjMTdlOGM2ZmFlYTk1OGU4MzQ3NjY3MzU,Spain Warehouse (Parts)
1095651001,605PS,W605M06800,WISECO,"WISEC PISTON 605M, 68,00MM",Pistón forjado WISECO,206.91,171.00,102.60,605M06800,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 68,000 mm",474,320,76,78,80,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095651001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1JqTDJobU1pODRPVGd5TnpVNE5qVXpPVGd5THpFd09UVTJOVEV3TURFdE1WODRNREJYZURnd01FZ3w5Y2JkZjc5Y2EzMDBiZDY2MmE3MWNlODAyYjlhYThmMDkxNmZmYmMyZTNmM2UzMTQzZGE0N2Y0YWNhNzNiZjAx,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/605PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURJM0wyZzRNeTg1TURRek5UWXlNak16T0RnMkx6WXdOVkJUfDU2NTUwMGM5MDE1MWUwZWM3YWNhYjYxNTFhZDA4YWMyM2M4Y2U1YjgyMGNmZjdmNzY3YWRkYzcxZmQxNTMwNGI,Spain Warehouse (Parts)
1095653001,614PS,W614M06640,WISECO,"WISEC PISTON 614M, 66,40MM",Pistón forjado WISECO,206.91,171.00,102.60,614M06640,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,400 mm",474,320,76,78,80,Aluminio,Estándar,,,,,4T,,A,https://api.mybihr.com/medias/1095653001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAwMjJ8aW1hZ2UvanBlZ3xhR1ZoTDJoaU55ODRPVGd5TnpVNU1EUTNNVGs0THpFd09UVTJOVE13TURFdE1WODRNREJYZURnd01FZ3xhN2ZlNjFhOTM5YzU1YzdiMzMyMGFmMWEyN2I2NzBmMDYyMGE4MTI3OGZjOTI5ZDljOGU3MjJlOTIzM2U4NDNl,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/614PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURZd0wyaGpZaTg1TURRek5UYzRNemc0TlRFd0x6WXhORkJUfGJmOGJmMjdmNzVkNzM3ZWExNmFkY2Q5N2IwN2RmNGU3MDZhZjk3OWMyMTY0NTU4YzZkMDA4MjkwNWQ0YzA5Mjc,Spain Warehouse (Parts)
1095653002,614P2,W614M06700,WISECO,"WISEC PISTON 614M, 67,00MM",Pistón forjado WISECO,206.91,171.00,102.60,614M06700,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,000 mm",474,310,76,78,80,Aluminio,Estándar,,,,,4T,,050,https://api.mybihr.com/medias/1095653002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREZoTDJoaU1TODRPVGd5TnpVNU1qUXpPREEyTHpFd09UVTJOVE13TURJdE1WODRNREJYZURnd01FZ3xjMjhhN2UwZTdjOTYzODI1NzBiNWYwN2ZiMjVhMmRkODEwNWQ2YzQwMmIxNTRjN2RjODA0YjBjNzUyOWU1MDBk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/614P2.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YUdSakwyZzFNeTg1TmpNME5UYzBPVGt4TXprd0x6WXhORkF5fDVkMTlhMjNiYTM4MDY4NDRkOWMzNmZkNmFiOTBkMTEyNjViOTYxNjQxMzM0MGY1OTEwZmUzYTFhOTMwMzJhNzI,Spain Warehouse (Parts)
1095654003,617P4,W617M06750,WISECO,"WISEC PISTON 617M, 67,50MM",Pistón forjado WISECO,206.91,171.00,102.60,617M06750,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,500 mm",474,320,76,78,80,Aluminio,Estándar,,,,,2T,,100,https://api.mybihr.com/medias/1095654003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFF5TDJnMk5pODRPVGd5TnpZd01qSTJPRFEyTHpFd09UVTJOVFF3TURNdE1WODRNREJYZURnd01FZ3w2YjEyY2YxNjlhNTg2YzY4M2EyY2RiNGNmYjgyOWViZjllMTdmY2ExMDE1YWQ0YzYyODQ2ZDc1NDAwOTZkN2E5,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/617P4.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURZNEwyZzROUzg1TURRek5UUXhORFU0T1RjMEx6WXhOMUEwfDU0ZjU4MmYyNThkMzI5ZWQ1ZjExZThhMzUxZjFlMzIyNzE3ZDUzMmRhNTY4YjdkYTVhZDUxY2MyNzAxMjExMjY,Spain Warehouse (Parts)
1095662001,642PS,W642M06700,WISECO,"WISEC PISTON 642M, 67,00MM",Pistón forjado WISECO,206.91,171.00,102.60,642M06700,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,000 mm",474,300,76,78,80,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095662001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGN6TDJoaU9TODRPVE13TkRBeU5ETTFNVEF5THpFd09UVTJOakl3TURFdE1WODRNREJYZURnd01FZ3xhYzk1MGE1OTFiOTY4OWE2MmI0ZWU4MzhlYjU1YWFkNDcxNzI5MGIyNjMyYTljNzQ1YzU5YjYxNWU0MmQ4Zjll,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/642PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURrd0wyZ3hPUzg1TURRek5UWXpNakUyT1RJMkx6WTBNbEJUfGQ1Y2E5OThjN2Q2ZTM0NzA0YmE2MjRkNGU2YTEzYTJmZGFhNDNkMzYzYjBlZTI0NzQ0ZmQzMmIyMGM3MDBkYjU,Spain Warehouse (Parts)
1095666001,647PS,W647M05400,WISECO,"WISEC PISTON 647M, 54,00MM",Pistón forjado WISECO,163.35,135.00,81.00,647M05400,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 54,000 mm",674,100,94,101,71,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095666001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGhqTDJnNFppODRPVFEzTmpVMU5qTTVNRGN3THpFd09UVTJOall3TURFdE1WODRNREJYZURnd01FZ3xlNWUxOGRkZTRlNzZhZThlZWNlOGIwZjk1OGM3MWUwMDQ4ODRkZWIwMWM3NTc0ZGU0OGJmY2U2NWJjZjU5NWMw,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/647PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURrNEwyZ3dZaTg1TURRek5UWXpOalF5T1RFd0x6WTBOMUJUfDhhNmVkMDViZjdiMGYxODE4NTA2MTI5MTU4NDU1Y2MzZWY1YmIwYTkzM2UxZWQ0MmU1Y2M5OTBkNjg2MWEzZmQ,Spain Warehouse (Parts)
1095668001,651PS,W651M05250,WISECO,"WISEC PISTON 651M, 52,50MM",Pistón forjado WISECO,130.68,108.00,102.48,651M05250,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 52,500 mm",474,170,76,78,80,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095668001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ZpTDJnd1ppODRPVE13TkRBME1UTTVNRE00THpFd09UVTJOamd3TURFdE1WODRNREJYZURnd01FZ3xjNDcxYWU3MGY0YWViNDlmZDZjMDhhYTQyMGUwMmE5NDY5ZWZhZjQxMzVmYmRkMTZiMjAxYzg1MWUyMjZjZjA4,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/651PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURabUwyaGtNUzg1TURRek5UYzROVEU1TlRneUx6WTFNVkJUfDk0OWIzOGJjZjJkNzNjZGRjYzUzYTQ0NDZkNWQ3YmFlZDVkMTBhZmZjZjZkMGY4NGJjZTNmZWM1Mjg1ODI1YjU,Spain Warehouse (Parts)
1095674003,673P4,673M05100,WISECO,"WISEC PISTON 673M, 51,00MM",Pistón forjado WISECO,123.42,102.00,61.20,673M05100,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 51,000 mm",474,170,76,78,80,,Estándar,,,,,,,100,https://api.mybihr.com/medias/1095674003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREJoTDJneU5TODRPVE13TkRBME56azBNems0THpFd09UVTJOelF3TURNdE1WODRNREJYZURnd01FZ3w4MmYwOGM1YjJkN2YxNTVjYWIyNmQ5ZjYxMWU1MTA2NGNjZWEyMGFmOWJhNGQ4ODg0Yzc4NDMwZjFlYjEyY2I2,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/673P4.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURrMkwyZzFZUzg1TURRek5UWTBOVEkzTmpRMkx6WTNNMUEwfDQ4YWY3NDkwMzBlMzRhZGUwMDVlMTEwMjkzZGMzZDI3ZDU5MGZiMjZiZWFjOTY1M2YxMzUyYjY2NmRiZWJiZTE,Spain Warehouse (Parts)
1095674004,673P6,673M05150,WISECO,"WISEC PISTON 673M, 51,50MM",Pistón forjado WISECO,137.94,114.00,68.40,673M05150,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 51,500 mm",474,170,76,78,80,,Estándar,,,,,,,150,https://api.mybihr.com/medias/1095674004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFV6TDJoallTODRPVEExT0RBME5EZ3dOVFF5THpFd09UVTJOelF3TURRdE1WODRNREJYZURnd01FZ3wzNTJmMWE4MDQ4YjMxZmMyOTMxODU1ZDYzMmYyNGM4MjU0N2MyNjllNzk3ZTQxYjI3N2M4YmUzNzZmN2M4NTE3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/673P6.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YUdKbUwyZzFaUzg1TURRek5UWTBOamt4TkRnMkx6WTNNMUEyfDVjYWE0MzhlNjdhMDgyYjBjNTYxY2RlNjllNzQ3NjViZGZmMmUwOGE4NDhlZDdiNGZjZjM0YmY5ZGRjNWRkMWY,Spain Warehouse (Parts)
1095677001,693PS,W693M05400,WISECO,"WISEC PISTON 693M, 54,00MM",Pistón forjado WISECO,163.35,135.00,81.00,693M05400,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 54,000 mm",474,170,76,78,80,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095677001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1V3TDJoa055ODRPVEExT0RBME9EY3pOelU0THpFd09UVTJOemN3TURFdE1WODRNREJYZURnd01FZ3wxNmM5OWU3YjAwZmRiYWIzMTA2NWEzN2MyODA2MGEyNjFlMjM2YTUyNjU3MzZmODFkZTcwNDc2YjZiY2M4MDU3,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/693PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURsaEwyZzBaUzg1TURRek5UUXpORGt3TlRrd0x6WTVNMUJUfDI0OWNlY2Q2ZDc1MzMzMmFmZGFmZjE3OGIzMzkyZTFjN2QxZTgzMzI4YTBhODFjZDdmNzMzYmJiMjU3MmRhMmI,Spain Warehouse (Parts)
1095683001,711PS,W711M06600,WISECO,"WISEC PISTON 711M, 66,00MM",Pistón forjado WISECO,193.60,160.00,96.00,711M06600,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 66,000 mm",474,290,76,78,80,Aluminio,Estándar,,,,,2T,,A,https://api.mybihr.com/medias/1095683001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRE5rTDJoak1TODRPVE0yTmpRNE16RXdPREUwTHpFd09UVTJPRE13TURFdE1WODRNREJYZURnd01FZ3w0NzkyMzAwMDZiMDhkOTVkODg0ZjgzOTEzYjAyMGM0Y2NjMThiMDIyNmM2YWUzNDE5MWZiNzE1MWIzMTEyMjk5,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/711PS.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURBNUwyaGlNUzg1TURRek5UUTBNalEwTWpVMEx6Y3hNVkJUfDJmMTEwZDgzNzMwODRjMzBkM2Y2ZTk0MWI3ZjkzMDdiNmU4MGFhNDc2YzJmM2ZjYTZiZmZkM2UxODgwNDllMzQ,Spain Warehouse (Parts)
1095695002,754P2,W754M05450,WISECO,"WISEC PISTON 754M, 54,50MM",Pistón forjado WISECO,153.67,127.00,76.20,754M05450,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 54,500 mm",474,170,76,78,80,Aluminio,Estándar,,,,,2T,,050,https://api.mybihr.com/medias/1095695002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1pqTDJobE9TODRPVE13TkRBMk16QXhOekkyTHpFd09UVTJPVFV3TURJdE1WODRNREJYZURnd01FZ3w1OGY2MWU5ZTgzNzllZTQzODNhZmU3Nzk3MzA0YzhkN2VjZDk1Y2JiMWVmNWEwMTc4ZmU0NmI0NDQ4ZjdkZjQ1,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
1094211002,K102,K102,WISECO,"WISEC PISTON, 61,00MM",Pistón forjado WISECO,554.18,458.00,274.80,K102,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 61,000 mm",5180,1100,264,211,93,Aluminio,Estándar,,,,,2T,,100,https://api.mybihr.com/medias/1094211002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGRtTDJoalpDODRPVEUwTWprMk1qUXlNakEyTHpFd09UUXlNVEV3TURJdE1WODRNREJYZURnd01FZ3w5ZTNmZDkzYjFiYTRiMDkyNzYyNTY2NTE1MTU2ZWY5Nzk5OTAxZTE2MGQ4ZTc1YjY5NGVkMWRhMmRmNmY5ZmIz,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/K102.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YUdJeUwyaG1PQzg1TURRek9EWXlOekUyTkRRMkwwc3hNREl8ZDY3ZjFiOTExMzgyZGYzMGU2YTYwNWZmZDk3MmM3MzBiY2YxMzRhNTVmYTBkODQxZTFjZjFkN2ZlNzEwMjQ1NQ,Spain Warehouse (Parts)
1095682001,702P2,W702M06700,WISECO,"WISEC PISTON 702M, 67,00MM",Pistón forjado WISECO,206.91,171.00,102.60,702M06700,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 67,000 mm",474,300,76,78,80,Aluminio,Estándar,,,,,4T,,050,https://api.mybihr.com/medias/1095682001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1k0TDJneFl5ODRPVFUzTVRjNU9ESXlNVEV3THpFd09UVTJPREl3TURFdE1WODRNREJYZURnd01FZ3wzNDgxOGNmZmE5YmNmOTgzNTRjYzFhMzg5N2I1M2FlMTY1NWE2MTgwMWY3MWY5MjIxYTYwNTkwNzE4ZmFkNDBh,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,https://api.mybihr.com/medias/702P2.pdf?context=bWFzdGVyfGRvY3VtZW50c3w3MDY2N3xhcHBsaWNhdGlvbi9wZGZ8YURZMkwyZzFZaTg1TURRek5UUXpPREU0TWpjd0x6Y3dNbEF5fGU5ODhiODdhMzI0YjIwM2E4NTcxMWM0M2RiZTc1NjM5NmEwYjNiYjc4MmZiNzdjODY3ZjE2ZTlkMGNiOWQ3YTE,Spain Warehouse (Parts)
1095693001,750P4,W750M07000,WISECO,"WISEC PISTON 750M, 70,00MM",Pistón forjado WISECO,222.64,184.00,110.40,750M07000,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 70,000 mm",568,329,77,81,91,,Estándar,,,,,,,100,https://api.mybihr.com/medias/1095693001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1E0TDJnMFlTODRPVGd5TnpZek56WTFOemt3THpFd09UVTJPVE13TURFdE1WODRNREJYZURnd01FZ3wzNWFhMTU2ZjJjYzczNjIwOWJmYWE4MDZmMzg5ZTA1NDRiMDIzYzk3NTc2NTMwMTc5MmRiNDUwOTM0OTJiMzc0,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WISECO-pictures.zip,,Spain Warehouse (Parts)
