PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro del cilindro (mm),Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Especificaciones,Espesor (mm),Nº de segmentos,Relación de compresión,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1117701,,OSK428198,WOSSNER,WOSSN OIL & SEAL BEARING,Kit rodamientos y retenes de cigüeñal WÖSSNER,119.00,98.35,59.01,OSK428198,1,8714109090,0,1,"<p>Complete Kit for ultimate convenience</p>
<p>OEM Quality Main Bearings and Seals</p>","
Complete Kit for ultimate convenience

OEM Quality Main Bearings and Seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,831,325,111,107,70,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117701-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODIxNjN8aW1hZ2UvanBlZ3xhREV6TDJnMk5TOHlOemN5TVRNMU5UTTVOVEV3TWk4eE1URTNOekF4TFRGZk9EQXdWM2c0TURCSXw2YzQzZmZjM2U1MDZkMzdmMzkxOTI2MGZhNDNiMDRmZTdmMjE5ZTU3N2M4MGRkMzljNzFmZWUxNDNjYzczODQw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1117699,,OSK428201,WOSSNER,WOSSN OIL & SEAL BEARING,Kit rodamientos y retenes de cigüeñal WÖSSNER - Yamaha YZ65/85,61.00,50.41,30.25,OSK428201,1,8714109090,0,1,"<p>Complete Kit for ultimate convenience</p>
<p>OEM Quality Main Bearings and Seals</p>","
Complete Kit for ultimate convenience

OEM Quality Main Bearings and Seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,804,321,95,93,91,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117699-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE4ODV8aW1hZ2UvanBlZ3xhRGc1TDJnd05DOHlOemN5TVRNMU5EWXdPRFkzTUM4eE1URTNOams1TFRGZk9EQXdWM2c0TURCSXw5NjIzNGYxNDM0ZWQ3MTFhZmE3ZDY0YmRmZjI4NGViZTdkMTQ1Nzk0Njc4MjA0ZDU5ZmRlYTIyYjI5YTgwMDkx,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1117703,,MBNJ206,WOSSNER,WOSSN CRANKSHAFT BEARING,Rodamiento de cigüeñal WÖSSNER - 30x62x16 mm,50.75,41.94,25.16,MBNJ206,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,223,232,152,98,15,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117703-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjF8aW1hZ2UvanBlZ3xhR1U0TDJobU15OHlOalEzTkRNd09ERTNNemcxTkM4eE1URTNOekF6TFRGZk9EQXdWM2c0TURCSXwwZGM4YTk5NGViNjU4NGQyMWZkMmU1NWYyYzdlMzgxYWQ5ZmEyYmQ3YmEwMTA2Yjg0NmNiNGVkNDMyZmRlZjI2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1117700,,OSK428199,WOSSNER,WOSSN OIL & SEAL BEARING,Kit rodamientos y retenes de cigüeñal WÖSSNER,31.50,26.03,15.62,OSK428199,0,8714109090,0,1,"<p>Complete Kit for ultimate convenience</p>
<p>OEM Quality Main Bearings and Seals</p>","
Complete Kit for ultimate convenience

OEM Quality Main Bearings and Seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,855,170,111,110,70,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117700-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE4ODV8aW1hZ2UvanBlZ3xhR1ExTDJnMU9TOHlOemN5TVRNMU5UQXdNVGc0Tmk4eE1URTNOekF3TFRGZk9EQXdWM2c0TURCSXxmNzc1OTI1MmY3ZTc3NjAzOTMyZmYxYWNhOTNmMDA2ZDFkYzA5NjkzNjhmMmY2Y2JlY2JmZGZjZjNlYWYzYzFi,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1117702,,OSK431817,WOSSNER,WOSSN OIL & SEAL BEARING,Kit rodamientos y retenes de cigüeñal WÖSSNER,34.50,28.51,17.11,OSK431817,0,8714109090,0,1,"<p>Complete Kit for ultimate convenience</p>
<p>OEM Quality Main Bearings and Seals</p>","
Complete Kit for ultimate convenience

OEM Quality Main Bearings and Seals",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,857,343,98,94,93,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1117702-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODIxNjN8aW1hZ2UvanBlZ3xhR0V3TDJnM01pOHlOemN5TVRNMU5UYzRPRE14T0M4eE1URTNOekF5TFRGZk9EQXdWM2c0TURCSXw0NWM5NDViOGI4MTFjMWMxYTI3ZTA2OThmYmZjMmRiNWE2OWM0Nzg5MjZiMjM2ZjhkZDQ4NDA3NmU4OTE0NTdj,,,,,,,,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1093606003,,8180D100,WOSSNER,"WOSSN PISTON 8180D, 70,94MM",Pistón forjado WÖSSNER,185.80,153.55,99.81,8180D100,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts</p><p> </p><ul> <li>Forged piston</li><li>Anti friction coated skirt</li><li>Supplied with required Ring(s), circlips and axis<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts  Forged pistonAnti friction coated skirtSupplied with required Ring(s), circlips and axis  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 70,940 mm",778,337,89,91,96,Aluminio,,,,,,Con ventana de admisión,,2,,,2T,,100,https://api.mybihr.com/medias/1093606003-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUyNDB8aW1hZ2UvanBlZ3xhR0ZqTDJnMFlTODRPRGMzTkRBNE5EVXlOak00THpFd09UTTJNRFl3TURNdE1WODRNREJYZURnd01FZ3w1NTE4OGJjNzQzOTI4M2QxN2QyZDQ4OWYxZWJlM2QxODY4NzE5MmUyYTQ0YjkxYzk2ZWFlODViNmE2YWQxN2Ix,https://api.mybihr.com/medias/1093606003-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5MjN8aW1hZ2UvanBlZ3xhREZtTDJnelpDODRPRGMzTkRBNE9EUTFPRFUwTHpFd09UTTJNRFl3TURNdE1sODRNREJYZURnd01FZ3xkM2U3Y2NmZmRmZWFkNzZiYWM4MDM5YWVkYmUzNTUzYzAxNzliMWZmN2U1NDYzY2FkYzg5MDE3MjM1OTg0NDU2,https://api.mybihr.com/medias/1093606003-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODc2MzB8aW1hZ2UvanBlZ3xhREZoTDJneE9DODRPRGMzTkRBNU1qTTVNRGN3THpFd09UTTJNRFl3TURNdE0xODRNREJYZURnd01FZ3xlYTBhNDFjYzNlMTFiMmMwOGEwYWRiZDhhN2U0ZmFhMjMxYjExYTgxM2E4MDQ3MWE0NTkxODQ3ZTVmYWE4ODVi,https://api.mybihr.com/medias/1093606003-4-800Wx800H?context=bWFzdGVyfHJvb3R8ODU5NjZ8aW1hZ2UvanBlZ3xhR0poTDJneU5TODRPRGMzTkRBNU5qTXlNamcyTHpFd09UTTJNRFl3TURNdE5GODRNREJYZURnd01FZ3wwODgyODkyZWRhZjBmM2U0Y2JkY2I5NWNkNDM3Y2UwYTYwM2FmMDUwMzI4ODJhNGRlODFiMDQ5ZmIxMmIwODA0,https://api.mybihr.com/medias/1093606003-5-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwMjJ8aW1hZ2UvanBlZ3xhRFEyTDJoa055ODRPRGMzTkRFd01ESTFOVEF5THpFd09UTTJNRFl3TURNdE5WODRNREJYZURnd01FZ3wwNGIxMGI1ODg1MTRhOWEyZGVlNTkzZjcwZDhhMjE2NzE1ZThiNmFkMmQ4MDAwNzRkY2JjMzM0N2Y2MjlhMTQ1,https://api.mybihr.com/medias/1093606003-6-800Wx800H?context=bWFzdGVyfHJvb3R8ODU0NDN8aW1hZ2UvanBlZ3xhR0k1TDJoak9TODRPRGMzTkRFd05ERTROekU0THpFd09UTTJNRFl3TURNdE5sODRNREJYZURnd01FZ3wzOTRlNTc1ZjkyNmNjNGNlNTJhNjE4ZTA0YWNiZTk4YTEzMzk5NmQ1OTU1NTY4MjFhMWY5N2E2MzkzNzAwZDky,https://api.mybihr.com/medias/1093606003-7-800Wx800H?context=bWFzdGVyfHJvb3R8ODcyODB8aW1hZ2UvanBlZ3xhREU0TDJoaVl5ODRPRGMzTkRFd09ERXhPVE0wTHpFd09UTTJNRFl3TURNdE4xODRNREJYZURnd01FZ3wyNTYyYTA1MmRiODQ2MzA4ODAwNDYxYWYzOGNmYzEwNDM2MGYyZWYzZDVlMmYxMTg1N2UwNTRhZjQ3MTdmMGU4,https://api.mybihr.com/medias/1093606003-8-800Wx800H?context=bWFzdGVyfHJvb3R8OTA3NDR8aW1hZ2UvanBlZ3xhR1JtTDJnMk5pODRPRGMzTkRFeE1qQTFNVFV3THpFd09UTTJNRFl3TURNdE9GODRNREJYZURnd01FZ3xiZjU1YzViNjIzMzg2MDEwY2I0MDljY2U5N2YxZjkxMjlmNTJhYTQ4OTk3N2I3MDAwZmUyYWMxODlkMDdjMjQz,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1093606001,,8180DA,WOSSNER,"WOSSN PISTON 8180D, 69,94MM",Pistón forjado WÖSSNER,178.00,147.11,95.62,8180DA,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts</p><p> </p><ul> <li>Forged piston</li><li>Anti friction coated skirt</li><li>Supplied with required Ring(s), circlips and axis<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts  Forged pistonAnti friction coated skirtSupplied with required Ring(s), circlips and axis  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 69,940 mm",778,320,89,91,96,Aluminio,,,,,,Con ventana de admisión,,2,,,2T,,A,https://api.mybihr.com/medias/1093606001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUyNDB8aW1hZ2UvanBlZ3xhR0V3TDJneE15ODRPVFEzTkRVM05EVTRNakEyTHpFd09UTTJNRFl3TURFdE1WODRNREJYZURnd01FZ3wxMzY0ODIxZWRhMGUwMzQxNWFjMDU0MGEwMTFmOWY5YTM5MzU1ZWEzZmY3MDk5YmYxMzZkZjAwMTE2MDI1ZWE0,https://api.mybihr.com/medias/1093606001-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODU0NDN8aW1hZ2UvanBlZ3xhREF3TDJnd05pODRPVFEzTkRVM09EVXhOREl5THpFd09UTTJNRFl3TURFdE1sODRNREJYZURnd01FZ3wxMDFkNzA5MWJiN2I1NjljODI5OGVhMTUwMjJhNGI0NjE1OGVjMjRkMGQ4N2MzYTAzZjNmNWRlNzY4N2MwNjhh,https://api.mybihr.com/medias/1093606001-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTA3NDR8aW1hZ2UvanBlZ3xhRE00TDJnMFppODRPVFEzTkRVNE1qUTBOak00THpFd09UTTJNRFl3TURFdE0xODRNREJYZURnd01FZ3w0OWYxN2FjOWEyMjlhOTU5ZWZmYWEwMTY3ODRjZjU2YThhNTEzN2FiOTM2NDliZWZkM2MyM2ViZmJmM2RjYzVi,https://api.mybihr.com/medias/1093606001-4-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5MjN8aW1hZ2UvanBlZ3xhR00xTDJnMVl5ODRPVFEzTkRVNE5qTTNPRFUwTHpFd09UTTJNRFl3TURFdE5GODRNREJYZURnd01FZ3xkOWUwMTFiZDRkZGRlNTE3OGRjNTFlMmViNjgyYWI2NzIwNWI3ZGJjNzU1ZDU4ODg1NTMwM2M3MTk0MTBlNWI3,https://api.mybihr.com/medias/1093606001-5-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwMjJ8aW1hZ2UvanBlZ3xhREV5TDJoaU1pODRPVFEzTkRVNU1ETXhNRGN3THpFd09UTTJNRFl3TURFdE5WODRNREJYZURnd01FZ3wwNmI5Y2YzNTY1ODViNzg4MjVkMDIzMTA1ZjhkOTcwYmJjODM4NDcxYmIyNWQ3NmQzMmE3MzBmNzdhMDc1ZTZj,https://api.mybihr.com/medias/1093606001-6-800Wx800H?context=bWFzdGVyfHJvb3R8ODU5NjZ8aW1hZ2UvanBlZ3xhRGxtTDJoaVppODRPVFEzTkRVNU5ESTBNamcyTHpFd09UTTJNRFl3TURFdE5sODRNREJYZURnd01FZ3w4OGQ5NjU3YTRlMzc1NWNlZDllYTIyMGQ0ODk4ODQwMzkwNjZkYzY1YTljOTE1MmQ2YWU1Y2VmODRhMTI3Mjk4,https://api.mybihr.com/medias/1093606001-7-800Wx800H?context=bWFzdGVyfHJvb3R8ODcyODB8aW1hZ2UvanBlZ3xhREprTDJoalpDODRPVFEzTkRVNU9ERTNOVEF5THpFd09UTTJNRFl3TURFdE4xODRNREJYZURnd01FZ3w4YjE5ZWQ2NThhOTg5N2NkMGU2Mjc2ZmI5MGUwYzM1OGQzZTc3MDU1MmE4ZjU0OWZhZmViNzFiMTA4YzFkYzhm,https://api.mybihr.com/medias/1093606001-8-800Wx800H?context=bWFzdGVyfHJvb3R8ODc2MzB8aW1hZ2UvanBlZ3xhR014TDJneVppODRPVFEzTkRZd01qRXdOekU0THpFd09UTTJNRFl3TURFdE9GODRNREJYZURnd01FZ3xkNzgyYzk5YjFhY2RmZmNlZDdjNTJhY2MwMTE3MDk2NmVjMmUzNDkyNzEzMjE2NTA4MTE1NjJmMWQ1Y2RkZDkz,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1093606005,,8180D200,WOSSNER,"WOSSN PISTON 8180D, 71,94MM",Pistón forjado WÖSSNER,185.80,153.55,99.81,8180D200,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts</p><p> </p><ul> <li>Forged piston</li><li>Anti friction coated skirt</li><li>Supplied with required Ring(s), circlips and axis<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts  Forged pistonAnti friction coated skirtSupplied with required Ring(s), circlips and axis  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 71,940 mm",762,347,90,91,93,Aluminio,Estándar,,,,,Con ventana de admisión,,2,,,2T,,200,https://api.mybihr.com/medias/1093606005-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUxNDd8aW1hZ2UvanBlZ3xhRFZrTDJnek1DODRPVGd4T0RRMU9UazVOalEyTHpFd09UTTJNRFl3TURVdE1WODRNREJYZURnd01FZ3xjYjFjMTY2YjE2ZWNjMmFlYzY0OWM0ZDVkMmVhNTY0YzY4NTA4NTlhNzFhOTVlOTdkMDllM2UyZmYyMmFhNjM5,https://api.mybihr.com/medias/1093606005-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODkzOTN8aW1hZ2UvanBlZ3xhR1E1TDJnM1pTODRPVGd4T0RRMk1UazJNalUwTHpFd09UTTJNRFl3TURVdE1sODRNREJYZURnd01FZ3wyNDQ0NmFhOGZmZDI0OWY3ZDZjNWIxMGRiNGFlMzczNGY1ZWUxZTFmMTQ1YzZiMDJlYjMxODQwYTljMDA0YjU2,https://api.mybihr.com/medias/1093606005-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTY2NTR8aW1hZ2UvanBlZ3xhR0U1TDJnNE5TODRPVGd4T0RRMk16a3lPRFl5THpFd09UTTJNRFl3TURVdE0xODRNREJYZURnd01FZ3w1ZTUzZTMxYzhhNTZmZTg0NGJkOGNiMThhZDhiZTk1N2FiN2U2ZWMwZWNlY2UwMmVhNGJiNzljNDViNjRmNTk1,https://api.mybihr.com/medias/1093606005-4-800Wx800H?context=bWFzdGVyfHJvb3R8OTA5MTl8aW1hZ2UvanBlZ3xhRFkzTDJnNFl5ODRPVGd4T0RRMk5UZzVORGN3THpFd09UTTJNRFl3TURVdE5GODRNREJYZURnd01FZ3xiN2MxMzVjNGZkMDlhOTBhODhlNDQxNTViODM4MTdkNDZkZDJmZWUzNjEyOTI0MWQxOGJlYTc4YTE4MGJiZDll,https://api.mybihr.com/medias/1093606005-5-800Wx800H?context=bWFzdGVyfHJvb3R8OTMwMzh8aW1hZ2UvanBlZ3xhRE0zTDJnNU15ODRPVGd4T0RRMk56ZzJNRGM0THpFd09UTTJNRFl3TURVdE5WODRNREJYZURnd01FZ3w2ZmRjZTExMDYxOTExZWNkYTBlMmNlZDc0YmE5N2YwNzg0YzQzYjdjZjI3ZjM5N2ZlNWZmNjIwNTUxYjU0Mzc2,https://api.mybihr.com/medias/1093606005-6-800Wx800H?context=bWFzdGVyfHJvb3R8ODg2NzB8aW1hZ2UvanBlZ3xhREEzTDJnNVlTODRPVGd4T0RRMk9UZ3lOamcyTHpFd09UTTJNRFl3TURVdE5sODRNREJYZURnd01FZ3w0NjU1NzY4Y2E0MzNjYWVhNzc1ZDYxYTEwOGZlM2M3Y2JiYzM5MjIzYTQ0MzczMmI1MjZkYzQzYzQ5ZWIyZDZl,https://api.mybihr.com/medias/1093606005-7-800Wx800H?context=bWFzdGVyfHJvb3R8ODkyNTl8aW1hZ2UvanBlZ3xhRGN3TDJobE9DODRPVGd4T0RRM01UYzVNamswTHpFd09UTTJNRFl3TURVdE4xODRNREJYZURnd01FZ3w0OTE0NTQ1MzVjNWEyNmRlMGFmOTZiOTQxZjI2MTVjNDlmMjZjMzliNzZhM2EzZDU0MTZiZWNhYWQ3ZGVmMjc3,https://api.mybihr.com/medias/1093606005-8-800Wx800H?context=bWFzdGVyfHJvb3R8ODg4Mzl8aW1hZ2UvanBlZ3xhRFF3TDJobFppODRPVGd4T0RRM016YzFPVEF5THpFd09UTTJNRFl3TURVdE9GODRNREJYZURnd01FZ3wzY2NmOGVjZmUwYzZhMGY1MGFiYWY3YWY0NDliYTI5MjNjZDljMjYzMmRkZDI2OGY3YjkzZjE5NjliZTc3NTEx,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
1093606002,,8180D050,WOSSNER,"WOSSN PISTON 8180D, 70,44MM",Pistón forjado WÖSSNER,178.00,147.11,95.62,8180D050,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts</p><p> </p><ul> <li>Forged piston</li><li>Anti friction coated skirt</li><li>Supplied with required Ring(s), circlips and axis<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Wossner forged pistons are made in Germany by specialists of 2 and 4 strokes engine parts  Forged pistonAnti friction coated skirtSupplied with required Ring(s), circlips and axis  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 70,440 mm",786,333,90,91,96,Aluminio,Estándar,,,,,Con ventana de admisión,,2,,,2T,,050,https://api.mybihr.com/medias/1093606002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUyNDB8aW1hZ2UvanBlZ3xhRFEzTDJnMFlpODRPVGd4T0RRME5ESTJOemd5THpFd09UTTJNRFl3TURJdE1WODRNREJYZURnd01FZ3wyNzUyMjYzN2Y2Y2VkMDFjYWQ5MmM2MzhmOTk2MmU5YTMyMTk0NGJmMGNhY2JiMThjN2IxNzgxM2ZjMTZjYjI2,https://api.mybihr.com/medias/1093606002-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODU5NjZ8aW1hZ2UvanBlZ3xhRGMyTDJnME5DODRPVGd4T0RRME5qSXpNemt3THpFd09UTTJNRFl3TURJdE1sODRNREJYZURnd01FZ3xjM2M2MzVlZGMzMjAzNGE5YjVhMGM1ZDU2MmZmMmY0NmM1ZGRmM2Y1YWNjZjk5Y2IwZWExMWIzMTM4MzA1OGE5,https://api.mybihr.com/medias/1093606002-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODU0NDN8aW1hZ2UvanBlZ3xhR0k1TDJnelpDODRPVGd4T0RRME9ERTVPVGs0THpFd09UTTJNRFl3TURJdE0xODRNREJYZURnd01FZ3w0YzE5MWIxMDk4YWU5N2VhYzVkM2NlMzUxMmQzYmU5ZmYxODFhNGM2Yjg5MDE3ZGM1MGE5YjhmNTlkNzdiZGI4,https://api.mybihr.com/medias/1093606002-4-800Wx800H?context=bWFzdGVyfHJvb3R8ODc2MzB8aW1hZ2UvanBlZ3xhR015TDJneE1DODRPVGd4T0RRMU1ERTJOakEyTHpFd09UTTJNRFl3TURJdE5GODRNREJYZURnd01FZ3xiYjhkNTFmODdjMWUzOTJmYjgyMjJhYzY3MDc2MDlmN2Q2N2VjOTlkYWQxZjZmZDZjMjQ2ZWFjZGVjMDMzNDE3,https://api.mybihr.com/medias/1093606002-5-800Wx800H?context=bWFzdGVyfHJvb3R8OTA3NDR8aW1hZ2UvanBlZ3xhRGt5TDJneE55ODRPVGd4T0RRMU1qRXpNakUwTHpFd09UTTJNRFl3TURJdE5WODRNREJYZURnd01FZ3w5MzQ1NzBjZWM5YzkwOWM4ZGFlODk5NmYwNjEzYTFiNTM1ZTdhODA0ZDAxNmFkOWQzOTczNzYwYTk4N2MxOGIw,https://api.mybihr.com/medias/1093606002-6-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5MjN8aW1hZ2UvanBlZ3xhRFJtTDJneFpTODRPVGd4T0RRMU5EQTVPREl5THpFd09UTTJNRFl3TURJdE5sODRNREJYZURnd01FZ3w2YzczM2RlM2FmY2JmZjkzMTE1ODhjYmE4YmQ1NWJhOGVkZjI1YmIxYzMxNDcwNzAxNDAxMzE2ZTQ4ZTljODdh,https://api.mybihr.com/medias/1093606002-7-800Wx800H?context=bWFzdGVyfHJvb3R8ODcyODB8aW1hZ2UvanBlZ3xhREl3TDJneU5TODRPVGd4T0RRMU5qQTJORE13THpFd09UTTJNRFl3TURJdE4xODRNREJYZURnd01FZ3w2OWRlNzk1MTgwOGRhZWQzZGEyMjE2Njg3Y2EwODY0ZWIzZGNiMDkwMzkwNWY4NDU4NzlmMjA0NWE0ZTY5MDYz,https://api.mybihr.com/medias/1093606002-8-800Wx800H?context=bWFzdGVyfHJvb3R8OTIwMjJ8aW1hZ2UvanBlZ3xhR1l3TDJneVlpODRPVGd4T0RRMU9EQXpNRE00THpFd09UTTJNRFl3TURJdE9GODRNREJYZURnd01FZ3w0NjhhYzQzZWFjZDEyNGI0YTA2M2JiMzBiYzg5OWJhNjhiMWU4ZmViOGNiOTBjMzhkNzZhMmFjMjlhODRmMDlk,https://static.bihr.pro/eBihr/Pictures/WOSSNER-pictures.zip,,Spain Warehouse (Parts)
