PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ancho exterior del manillar (mm),Anchura (mm),Color,Composición,Diámetro exterior de los extremos del manillar (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Embalaje,Longitud (mm),Longitud total (mm),Montaje de espejo retrovisor,Número de puntos,Peso (g),Rango de uso,Rosca,Rosca (mm),Sentido de rosca,Tipo,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,DeliveryPlant
1051657,19509,5344,BUZZETTI,"BUZTI FLY-WHEEL PULL M39X1,5","Extractor con rosca interna y funda protectora de rosca ø39x1,5 BUZZETTI",30.49,25.20,15.12,0534401001,3,8714104000,0,1,<p>Extractor con rosca interna para volante magnético Ø39x1.5. Kymco 300/500cc.</p><p> </p><p> </p><p> </p><p> </p>,"
Extractor con rosca interna para volante magnético Ø39x1.5. Kymco 300/500cc.
 
 
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,488,532,133,78,47,,,,,,,,,,,,,,,,,A derechas,,https://api.mybihr.com/medias/1051657-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYxMjl8aW1hZ2UvanBlZ3xhR1UwTDJnMU5DODRPVE01TlRZMU1EZzROems0THpFd05URTJOVGN0TVY4NE1EQlhlRGd3TUVnfDE4ZTJiYmFlZWFmMmUyYmIyZTU4N2RiMzRlOTJkNGU1YjBjMjZjYmRhZTMxM2Y2YzUyMmNjMGU4YmU2MWUzY2U,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051660,19511,5362,BUZZETTI,BUZTI FLY-WHEEL PULL SUZ:MINARELLI,"Extractor de volantes, rotores y engranajes BUZZETTI",41.99,34.70,20.82,0536203001,7,8205598000,0,1,"<p>Extractor universal de volantes magnéticos, rotores y engranajes de arranque. Incluye 3 tornillos 6x25mm, 3 tornillos 8x40mm, manivela, tornillo central y extractor Ø65mm. Apto para volantes magnéticos de Kawasaki Jey Ski 300/440/550 y Yamaha WR400F.</p>","
Extractor universal de volantes magnéticos, rotores y engranajes de arranque. Incluye 3 tornillos 6x25mm, 3 tornillos 8x40mm, manivela, tornillo central y extractor Ø65mm. Apto para volantes magnéticos de Kawasaki Jey Ski 300/440/550 y Yamaha WR400F.",TOOLING & WS,TOOLING,TOOLING ENGINE,,449,481,194,136,17,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1051660-1.png?context=bWFzdGVyfHJvb3R8MTU5MzAxfGltYWdlL3BuZ3xhRE5rTDJoaU5pODROemd6T0RNMU16RTVOVEF6T0M4NE1EQlhlRGd3TUVoZk1UQTFNVFkyTUMweExuQnVad3xkZGEzNTllYmQ2M2ViMGZhYWEzOGMzZGUxMGVlNTA4MTljZTBjMDU0NWQyYTYwZDIxZDhmNGU0NGU3NDM3MjI0,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051670,19527,5427,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta para bloquear polea con hexágono 58mm BUZZETTI,28.50,23.55,14.13,0542701001,2,8205598000,0,1,"Bloqueador de embrague Hex 34. Motores Piaggio 50 2T/4T. Montados en Aprilia, Gilera, Vespa y Piaggio.<br>","Bloqueador de embrague Hex 34. Motores Piaggio 50 2T/4T. Montados en Aprilia, Gilera, Vespa y Piaggio.",TOOLING & WS,TOOLING,TOOLING ENGINE,,476,266,267,81,22,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051670-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMwNzJ8aW1hZ2UvanBlZ3xhRFk0TDJneVpTODRPVEF5TWpjNU1UQXlORGswTHpFd05URTJOekF0TVY4NE1EQlhlRGd3TUVnfDI1YjY1MWM5MTQ4MGRmYjA4ZDRkZTQxMDE1MWE4MWYwOTNiMTczY2IxOTI4NDAwMDIyNjBiYjY5ZGQ3NTAzOTE,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051672,19529,5430,BUZZETTI,BUZTI LOCK TOOL FOR GEAR SPROCKET,Herramienta de bloqueo del engranaje de arranque BUZZETTI,25.49,21.07,12.64,0543001001,2,8205598000,0,1,Bloqueador de polea delantera. Motores Piaggio 125-150cc 4T.<br><strong>Dimensiones:</strong> 100mm.,Bloqueador de polea delantera. Motores Piaggio 125-150cc 4T.Dimensiones: 100mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,208,170,137,69,22,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051672-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMzMTN8aW1hZ2UvanBlZ3xhR1poTDJneU9TODRPVEF5TWpjNU1qazVNVEF5THpFd05URTJOekl0TVY4NE1EQlhlRGd3TUVnfDVkMjg0ZmE1YjI2NDY3YzhmMzlkMjIxNGQ4MmNkNWZhN2M5ZTc5ZDk3NDYyYTE3OTUwNzUzNTZkNTU2ZWE5ZTM,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051675,19532,5442,BUZZETTI,BUZTI LOCK TOOL FOR FRONT PULLEY,Herramienta fijación de polea delantera Piaggio 250/300 BUZZETTI,44.49,36.77,22.06,0544201001,2,8205598000,0,1,"Bloqueador de polea delantera. Motores Piaggio 250/300, Aprilia Sportcity 300.<br>","Bloqueador de polea delantera. Motores Piaggio 250/300, Aprilia Sportcity 300.",TOOLING & WS,TOOLING,TOOLING ENGINE,,239,197,130,68,27,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051675-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA5MDd8aW1hZ2UvanBlZ3xhRFUwTDJobU55ODRPVEV3TkRZd01qVTJNamcyTHpFd05URTJOelV0TVY4NE1EQlhlRGd3TUVnfDYwZjU1NDU4ZTEzYmNlZDBmOGEyZDYzMDM2ZWZiNjU4ODRjNzkxNDAyMTU0YTAxMGM3ZWE1YTc3MTllYzI3MjA,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051682,19541,5476,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta para bloquear polea con hexágono 39mm BUZZETTI,28.50,23.55,14.13,0547601001,2,8205598000,0,1,"Bloqueador de embrague Hex 39. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T/4T, Peugeot, Suzuki.","Bloqueador de embrague Hex 39. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T/4T, Peugeot, Suzuki.",TOOLING & WS,TOOLING,TOOLING ENGINE,,476,259,267,81,22,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051682-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwNjZ8aW1hZ2UvanBlZ3xhR0k0TDJobE15ODRPVEkwT1RBeE16RXdORGswTHpFd05URTJPREl0TVY4NE1EQlhlRGd3TUVnfGIzMTBjNmI3Y2FiMzY5NzUyZGY4MWU3YjRiYjg0YjFlYmNkMWNlMTJjMTZlYTdiMzllYTA1NWQxZTVhY2ViMDI,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051687,19547,5499,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta para bloquear polea con hexágono 41mm BUZZETTI,28.50,23.55,14.13,0549901001,1,8205598000,0,1,"<p>Bloqueador de embrague Hex 41. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T, Peugeot, Suzuki.</p><p>&nbsp;</p><p>&nbsp;</p>","
Bloqueador de embrague Hex 41. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T, Peugeot, Suzuki.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,442,255,273,81,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051687-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI3MDl8aW1hZ2UvanBlZ3xhR1poTDJoa1l5ODRPVEkwT1RBeE5UQTNNVEF5THpFd05URTJPRGN0TVY4NE1EQlhlRGd3TUVnfDU1MzMwYTNjY2QzNTM0MzcyZmY3NThkMmZhOTJlOWI0MjdmZmRmNjBhNDYwNWY1ZTZmNWM0NzJmMzJmNWM1YjU,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051688,19549,5506,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta para bloquear polea con hexágono 46mm BUZZETTI,32.98,27.26,16.36,0550601001,1,8205598000,0,1,<p>Bloqueador de embrague Hex 46. Yamaha/Minarelli Scooter 125/150/200 4T.</p><p>&nbsp;</p><p>&nbsp;</p>,"
Bloqueador de embrague Hex 46. Yamaha/Minarelli Scooter 125/150/200 4T.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,738,275,284,104,25,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051688-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyNzF8aW1hZ2UvanBlZ3xhREZtTDJnMllTODRPVFV6T1RBNE16TXdOVEkyTHpFd05URTJPRGd0TVY4NE1EQlhlRGd3TUVnfDM0MzdkMmY0MzRjZDkzZGNmMjk1MTM5ZmUwYWZmNDkwODA1NDY4MGQwZjkxNTkyOTMxNTQ1MDM0NGNlZDc5NzQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051684,19544,5495,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta para bloquear polea con hexágono 38mm BUZZETTI,28.50,23.55,14.13,0549501001,1,8205598000,0,1,"Bloqueador de embrague Hex 38. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T, Peugeot, Suzuki.<br>","Bloqueador de embrague Hex 38. 50cc 2T: Yamaha, MBK, Malaguti, Kymco 2T, Peugeot, Suzuki.",TOOLING & WS,TOOLING,TOOLING ENGINE,,468,262,269,79,22,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051684-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1Mzh8aW1hZ2UvanBlZ3xhRFZoTDJneFl5ODRPVEF5TWpjNU5qa3lNekU0THpFd05URTJPRFF0TVY4NE1EQlhlRGd3TUVnfDMzZjIzNzhiMDNmMWZhN2UzM2ZhMjU1YzQzMjNlZTE5NGZkMDQwMzhhMzM0MTYxMmJiZTZjOWE0ODY4OWU4NTA,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051692,46918,5530,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Bloqueador de embrague BUZZETTI T-Max 500/530 ø7-ø10,86.49,71.48,42.89,8430525469181,0,8205598000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Blocking key with pin Ø7 & Ø10 mm to lock the rotor or the clutch.</p><p> </p><ul start=""1""> <li>Length : 350 mm</li><li>Maximum length : 140 mm</li><li>Weight : 0,630 kg</li></ul> </body> </html>","       Blocking key with pin Ø7 & Ø10 mm to lock the rotor or the clutch.  Length : 350 mmMaximum length : 140 mmWeight : 0,630 kg  ",TOOLING & WS,TOOLING,TOOLING ENGINE,,1493,653,377,88,45,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051692-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODIzMHxpbWFnZS9qcGVnfGFEZzJMMmcwTUM4NE9UTTVOVFkxTmpjNE5qSXlMekV3TlRFMk9USXRNVjg0TURCWGVEZ3dNRWd8NzA3ZjI4NzU2M2FlOTlmZjM2NTczYmM5MGEwYzExMjZlZjU2NmEwMmQ1NTZmZTNhODhkOGZiN2YwY2MyZDg5Nw,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051693,19555,5554,BUZZETTI,BUZTI LOCK TOOL FOR PULLEY,Herramienta de bloqueo de polea BUZZETTI,27.49,22.72,13.63,0555401001,3,8205400000,0,1,"Bloqueador de polea delantera. Motores de 6 marchas Honda, Kymco, Keeway, CPI, Generic. Scooters 50/125/150/300 2T/4T.<br>","Bloqueador de polea delantera. Motores de 6 marchas Honda, Kymco, Keeway, CPI, Generic. Scooters 50/125/150/300 2T/4T.",TOOLING & WS,TOOLING,TOOLING ENGINE,,449,273,267,140,12,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051693-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDZ8aW1hZ2UvanBlZ3xhRFl4TDJnMk15ODRPVFV6T1RBNE5USTNNVE0wTHpFd05URTJPVE10TVY4NE1EQlhlRGd3TUVnfDQ3MDEyNjE5YTVlODIwN2YxOWNkZGYzZTFmYmZhY2ViMzExMWQzMDhiYTJjMWM2YmM2MGJlZmNmMWEzNTA0YjA,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051658,8945345,5345,BUZZETTI,"BUZTI FLY-WHEEL PULL M6X1 & M8X1,25",Extractor con rosca derecha interna para volante BUZZETTI M28x1,26.49,21.89,13.13,0534501001,3,8205598000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Fly Wheel Puller M28X1 with M14 x 1.25 Push Rod</li><li>Inner right-hand pitch thread</li></ul> </body> </html>","        Fly Wheel Puller M28X1 with M14 x 1.25 Push RodInner right-hand pitch thread  ",TOOLING & WS,TOOLING,TOOLING ENGINE,,203,382,95,63,34,,,,,,,,,,,,,,,,,A derechas,,https://api.mybihr.com/medias/1051658-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU1Nzl8aW1hZ2UvanBlZ3xhREF6TDJneE9DODRPVFE1TXpJeU5UUTNNak13THpFd05URTJOVGd0TVY4NE1EQlhlRGd3TUVnfDE3MDdhZmYxM2JiM2Y0YmQxZmUzMGJkNmI4MDIxMWQ1NTdmNzRkZTczOWRhMDdiYWYzNDg3MjRlZTQ3NDNlMGU,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051667,8945421,5421,BUZZETTI,BUZTI FLY-WHEEL PULL INT M26X1,Extractor con rosca interna BUZZETTI M26x1 VESPA 50 – PRIMAVERA – ET3 – PK,19.49,16.11,9.67,0542101001,6,8205598000,0,1,<p dir=ltr align=left>Para Vespa</p>,"
Para Vespa",TOOLING & WS,TOOLING,TOOLING ENGINE,,73,187,63,35,33,,,,,,,,,,,,,,,,,A derechas,,https://api.mybihr.com/medias/1051667-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyOTR8aW1hZ2UvanBlZ3xhRGc0TDJobFlTODRPVEkwT1RBeE1URXpPRGcyTHpFd05URTJOamN0TVY4NE1EQlhlRGd3TUVnfDM5Yzg0NDRhYmYwZTdkMDdiNzBlNzY4ZjI5YTI0NDU3ZDI5OTc4MDk3YzE2NmUyNWI3YmE2YTQ3NGI5YTQ0MWQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051677,19534,5446,BUZZETTI,BUZTI VARIO REMOVER FOR PIAGGIO,Extractor variador BUZZETTI 5446 Piaggio-Master 400-500,48.48,40.07,24.04,0544601001,0,8205598000,0,1,<p>Bloqueador de polea delantera. Motores Piaggio 300/400/500.</p><p> </p><p><strong>Ø int:</strong> 42 mm.<br><strong>Ø ext:</strong> 58 mm.</p>,"
Bloqueador de polea delantera. Motores Piaggio 300/400/500.
 
Ø int: 42 mm.Ø ext: 58 mm.",TOOLING & WS,TOOLING,TOOLING ENGINE,,630,500,225,80,35,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051677-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgxMTZ8aW1hZ2UvanBlZ3xhR1ZtTDJnM01DODRPVFV6T1RBNE1UTXpPVEU0THpFd05URTJOemN0TVY4NE1EQlhlRGd3TUVnfGM2MzMwOGEyMGIxMGI2YTBlYTJmZDNjMmY0ODI1N2RhZWFiMWY2OGU1ODQ3YWIyYjY4ODg0YWRlODFjNTE3OTU,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051683,19543,5491,BUZZETTI,BUZTI FLY-WHEEL PULL 2PTS,Extractor universal para volante magnético y embrague BUZZETTI,27.99,23.13,13.88,0549101001,18,8205598000,0,1,"<p>Extractor universal de volante magnético. Especial para volante Ducati. Motores 50cc Suzuki, Minarelli, Yamaha, y Puch.</p><p> </p><p><br> </p>","
Extractor universal de volante magnético. Especial para volante Ducati. Motores 50cc Suzuki, Minarelli, Yamaha, y Puch.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,114,154,82,63,22,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051683-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2Njh8aW1hZ2UvanBlZ3xhRFF6TDJnME55ODRPVE01TlRZMU5EZ3lNREUwTHpFd05URTJPRE10TVY4NE1EQlhlRGd3TUVnfDg2OTE4NzVmMTMxMGQ5NjI4YTcyMDE2ZjJkY2Q3OTAxZGMxMzY5NDgyNDgxZWFkOTUyOGUzNjk0ZDdkOGEzMjM,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051590,8945044,5044,BUZZETTI,BUZTI RING TOOL FOR PISTON,Compresor de segmentos BUZZETTI para pistones de Ø40-85mm,33.99,28.09,16.85,0504401001,1,8205598000,0,1,Para un montaje más fácil del pistón en el cilindro: compresor de segmentos para pistones de 40 a 85 mm de diámetro.De 40 a 85 mm de diámetro,Para un montaje más fácil del pistón en el cilindro: compresor de segmentos para pistones de 40 a 85 mm de diámetro.De 40 a 85 mm de diámetro,TOOLING & WS,TOOLING,TOOLING ENGINE,,1837,514,260,157,45,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051590-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI1ODJ8aW1hZ2UvanBlZ3xhRGRtTDJnNE9TODRPVEkwT0RrNU1UUTNPREEyTHpFd05URTFPVEF0TVY4NE1EQlhlRGd3TUVnfGJkYmRlNTY0M2Y1YTVkMDFiOWQwMTJlNjdkZWI1MzlhMDA5OGJiOGUyYzNkYWEzOWE4MjJkMWQ3ODFmYjdmNjY,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051594,19424,5070,BUZZETTI,BUZTI SET OF BEARING PULLER,Herramienta de extracción de rodamientos ø30-75 BUZZETTI acero forjado,143.49,118.59,71.15,0507001001,3,8205598000,0,1,<p>Extractor profesional de rodamientos de cigüeñal. Especialmente útil cuando el rodamiento está situado de lado. <br><strong>Capacidad:</strong> desde Ø30mm hasta Ø75mm.</p><p> </p>,"
Extractor profesional de rodamientos de cigüeñal. Especialmente útil cuando el rodamiento está situado de lado. Capacidad: desde Ø30mm hasta Ø75mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,5566,4658,400,253,55,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051594-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk1NTh8aW1hZ2UvanBlZ3xhREZpTDJoak15ODRPVEkyTXpReE5ETXhNekkyTHpFd05URTFPVFF0TVY4NE1EQlhlRGd3TUVnfDdlNDIyMGJhNDNmOGVkMmI2NmY2YWU4MTI0NzQ0OTA2MDdlY2U1NDY2NjhkMDdkZjUxYTgwNmZjZDU1MzMzODI,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051596,19427,5082,BUZZETTI,BUZTI SCRAPER FOR GASKET,Rascador de juntas y masillas en el carter del motor 10mm ancho BUZZETTI,13.99,11.56,6.94,0508201001,15,8205598000,0,1,Rascador de juntas y masillas de carter motor.<br><strong>A:</strong> 10mm.,Rascador de juntas y masillas de carter motor.A: 10mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,242,68,237,60,17,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051596-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5OTd8aW1hZ2UvanBlZ3xhREJtTDJnNVlpODRPVE0xTVRreU1UQXdPRGswTHpFd05URTFPVFl0TVY4NE1EQlhlRGd3TUVnfDU0ZTFiYmQ3YzU3NTBjNmU5ODFiZTA3NzNmMmRkMTAxNmFkZmRmNTRiMGJiOWU5NmFkMDdmMDQxOTM0YTJmNWY,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051597,19428,5083,BUZZETTI,BUZTI SCRAPER FOR GASKET,Rascador de juntas y masillas en el carter del motor 15mm ancho BUZZETTI,14.50,11.98,7.19,0508301001,7,8205598000,0,1,Rascador de juntas y masillas de carter motor.<br><strong>A:</strong> 15mm.,Rascador de juntas y masillas de carter motor.A: 15mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,292,69,239,61,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051597-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMwMjZ8aW1hZ2UvanBlZ3xhREppTDJobU1TODRPRFkzT0RBek1ETTNOekkyTHpFd05URTFPVGN0TVY4NE1EQlhlRGd3TUVnfDVmZmRiMzZiOTJkNmM3YWVhNzBiY2QzMjUwOWNlOGMyZjU0Mjc1ZmFiNGZmNTAxOTc4ZGY1NzgwMzE5NzQzNWQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051600,19437,5099,BUZZETTI,BUZTI VALVE LIFTER UNIVERSAL,Kit de compresión para muelle de válvula 16x19x23x25x30mm BUZZETTI,91.49,75.61,45.37,0509901001,2,8205598000,0,1,"Compresor de muelle válvula. Apertura máx: 175mm, Compresión máx: 125mm. Incluye: 5 adaptadores de Ø16, 19, 23, 25, 30mm; 3 tornillos de compresión de longitud 50, 90, 110mm.<br>","Compresor de muelle válvula. Apertura máx: 175mm, Compresión máx: 125mm. Incluye: 5 adaptadores de Ø16, 19, 23, 25, 30mm; 3 tornillos de compresión de longitud 50, 90, 110mm.",TOOLING & WS,TOOLING,TOOLING ENGINE,,3360,1318,336,200,50,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051600-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE2Mjl8aW1hZ2UvanBlZ3xhRFJpTDJobFpDODRPVEF5TWpjM056STJNak00THpFd05URTJNREF0TVY4NE1EQlhlRGd3TUVnfGQxZDU3NDdiYTljZjRjOTQ0ZjdkZjAxZDNkMTUzMGJlMzZjMWQyMjI1YmVjYTEyZWRkM2UzYWU2NjRjNGEyZDM,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051606,19446,5112,BUZZETTI,BUZTI FILT WRENCH FOR 2/4 STROKES,Llave de filtros para motores Piaggio 125-250cc BUZZETTI,26.49,21.89,13.13,0511201001,2,8205598000,0,1,"<p>Llave de filtros para motores Piaggio 125-150- 200-250-300cc montados en Adiva, Aprilia, Benelli, Derbi, Gilera, Italjet, Malaguti, Peugeot, Piaggio y Vespa.</p><p> </p><p><br> </p>","
Llave de filtros para motores Piaggio 125-150- 200-250-300cc montados en Adiva, Aprilia, Benelli, Derbi, Gilera, Italjet, Malaguti, Peugeot, Piaggio y Vespa.
 
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,954,235,300,159,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051606-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5MDF8aW1hZ2UvanBlZ3xhRFE1TDJnNVlpODRPVEkzTmpRek1EQTVNRFUwTHpFd05URTJNRFl0TVY4NE1EQlhlRGd3TUVnfGVlNjJkOTMyMzg2OGRiNWIxMzYzZjU5ZTEzNDVkOGM1NjJlNzZjNzY2NzQ3YmJiNTUxNDkxZGEyNTgzY2EyN2I,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051613,19463,5168,BUZZETTI,BUZTI FILT WRENCH Ø87-95MM,Llave de filtros de aceite de acero ø 87-95mm BUZZETTI,9.49,7.84,4.70,0516801001,0,8205598000,0,1,Llave de filtros de aceite con correa de acero ajustable.<br><strong>Ø:</strong> 87-95mm.<br>,Llave de filtros de aceite con correa de acero ajustable.Ø: 87-95mm.,TOOLING & WS,TOOLING,TOOLING ENGINE,,923,206,191,151,32,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051613-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk2OTR8aW1hZ2UvanBlZ3xhRGxpTDJobFpTODRPVE01TlRZek56RXlOVFF5THpFd05URTJNVE10TVY4NE1EQlhlRGd3TUVnfDVmMTgxODk0OWVhODNiMDViY2EyZDBiNWIwYWQ4N2U4MzRjODBiYTNhNTY2MzRiMWZlNjY5ZDEyM2UzMjlhMmU,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1051615,19468,5180,BUZZETTI,BUZTI FILT WRENCH Ø65-67MM,Llave de filtros de aceite BUZZETTI Ø65-67 con 14 aristas,7.99,6.60,3.96,0518001001,0,8205598000,0,1,<p>Llave de filtros de aceite. 14 aristas.<br><strong>Ø:</strong> 65-67mm.</p><p> </p>,"
Llave de filtros de aceite. 14 aristas.Ø: 65-67mm.
 ",TOOLING & WS,TOOLING,TOOLING ENGINE,,888,142,163,121,45,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051615-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk0OTM1fGltYWdlL2pwZWd8YURJd0wyZzVOeTg0T1RJME9EazVOVFF4TURJeUx6RXdOVEUyTVRVdE1WODRNREJYZURnd01FZ3wyOTJhZjA1MzY0NDNmZDU5NGEzNWU0NGMxYWUzOTMwNzk2ZmQ0ZjFiYjgyZTcyZDM3NzdjNGM2YjRiYTFmYWJh,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
