PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ancho exterior del manillar (mm),Anchura (mm),Color,Composición,Diámetro exterior de los extremos del manillar (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Embalaje,Longitud (mm),Longitud total (mm),Montaje de espejo retrovisor,Número de puntos,Peso (g),Rango de uso,Rosca,Rosca (mm),Sentido de rosca,Tipo,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,DeliveryPlant
1053450,19166,4092,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Muelle para caballete lateral BUZZETTI,3.48,2.88,1.73,8430525191662,68,8714109090,0,1,<p>Sold by the unit</p>,"
Sold by the unit",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,81,44,90,45,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053450-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU0MzJ8aW1hZ2UvanBlZ3xhRFF4TDJnd01DODRPVGN4TXpZNE1qTTFNRE00THpFd05UTTBOVEF0TVY4NE1EQlhlRGd3TUVnfGU2Nzk5YTZiYmNhNjg0OWZiOGNlN2E1Y2U1ZWFjNTliNTlkOTdkMWFkNjE3MmEwN2FhMmZhYmIzYmM4NzdiMzI,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053479,19320,8563,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral rueda 13'' negro BUZZETTI,49.49,40.90,24.54,0856311001,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,2129,1003,206,152,68,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1053479-1.png?context=bWFzdGVyfHJvb3R8MTM1Mjg0fGltYWdlL3BuZ3xhRGM0TDJoa01DODJPVGswTXpFNE9EUTRPREl5TWk4NE1EQlhlRGd3TUVoZk1UQTFNelEzT1MweExuQnVad3w3MDA5NWQ1Y2FkYTY5ZjY1NmUxZDY5ZmNjNzBmZjQ2ZGNhMWY5MGI4OWFiZWQ1ODFjMWViMGEyNWE1YjJjNDU0,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053480,19277,8566,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral Jog R - AC BUZZETTI,57.49,47.51,28.51,0856601001,15,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,11655,1079,343,241,141,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053480-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3MDZ8aW1hZ2UvanBlZ3xhRFZqTDJoak9TODRPVGN4TXpjek5UUXpORFUwTHpFd05UTTBPREF0TVY4NE1EQlhlRGd3TUVnfGI5YTZmMzU1ZGQ4ZjcxZmJlMjU4NDdhOWU5ZmUwNWUwNTgyOGZjYjc0MTBjOGUyNDM2NjFhM2JkYjFhNjg2NDQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053464,19211,4434,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,56.99,47.10,28.26,8430525192119,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,12484,1531,395,245,129,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053464-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3MDV8aW1hZ2UvanBlZ3xhR0ZoTDJnMll5ODRPVGN4TXpjd056a3dPVFF5THpFd05UTTBOalF0TVY4NE1EQlhlRGd3TUVnfDAyOTVkZDMxYWViZTAxOWRhZDJiNjI0YWY3NjM5ZGU0MmRjODkzZWRhNmIwMjhhNWI2ZjIzYmE5MDczNzNiOTI,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053466,19224,4477,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Muelle para caballete central BUZZETTI,4.49,3.71,2.23,8430525192249,19,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,85,41,101,42,20,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053466-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUyOTF8aW1hZ2UvanBlZ3xhRGN4TDJneE55ODRPVGN4TXpjeE1UZzBNVFU0THpFd05UTTBOall0TVY4NE1EQlhlRGd3TUVnfGYyNmYxMzk5NzExMThhMDIyNzk5NjZhYmFhNWZlYTkxODkyOTUwMDM3NDc5YmJhN2Y5ZWExZTE2NjNkZDhkNDM,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053468,19226,4484,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo 12''/14'' BUZZETTI,82.99,68.59,41.15,0448401001,11,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,10301,1295,420,225,109,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053468-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3NzN8aW1hZ2UvanBlZ3xhR0V6TDJobU9DODRPVFk0TkRRMk56QTFOamswTHpFd05UTTBOamd0TVY4NE1EQlhlRGd3TUVnfDYxMDRlMzY4ZDZkMzY2YzY0ZWViMmViMmYwYjlhMjg0OWFkZDUzZWQwMjYwZjczM2Q0MjhhODM5OThlYWIwYTc,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053453,19176,4299,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,59.50,49.17,29.50,0429901001,22,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,12034,1280,460,240,109,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053453-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIzNTJ8aW1hZ2UvanBlZ3xhRGxsTDJneE5DODRPVGN4TXpZNE9ESTBPRFl5THpFd05UTTBOVE10TVY4NE1EQlhlRGd3TUVnfGRkMmJlNjMyYmUzMDFkMDBmODVjNDQ4ODczZWNiZDEwOGFjNDFhNjE0NjU2MjNmY2E2MzUwMGIwMWE2NGVjOWQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053457,19196,4398,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral BUZZETTI,60.98,50.40,30.24,0439801001,8,8428909000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Side stand with automatic return.<a id=""_dx_frag_EndFragment""></a> </p></body> </html>","       Side stand with automatic return.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,3154,584,240,180,73,,,Negro,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053457-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU5MjB8aW1hZ2UvanBlZ3xhRGM0TDJnM055ODRPVGN4TXpZNU5qRXhNamswTHpFd05UTTBOVGN0TVY4NE1EQlhlRGd3TUVnfGU3Y2EyOWE3YmRlMjM2ZGVmN2QyOGExNGEyM2Y1MTg5MmY3YWExNDE5MWY5MjJlMjlhOTFlMWE1ODEzZmE2ZTg,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053459,19202,4409,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral BUZZETTI,51.99,42.97,25.78,0440901001,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,2272,632,237,141,68,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053459-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg1NzZ8aW1hZ2UvanBlZ3xhRE0xTDJnM1pTODRPVGN4TXpZNU9EQTNPVEF5THpFd05UTTBOVGt0TVY4NE1EQlhlRGd3TUVnfGQyMTQ3Nzk4YWFhMDFlY2YyMzAzN2IzYmU3YjYwNjdkYzIyNzcyN2YxODM3MzM2MTA1YzExOGUwOTM2NGJlNTk,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053461,69804,4413,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central BUZZETTI 4413 Piaggio Liberty 125,66.49,54.95,32.97,0441301001,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,10964,1268,401,217,126,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053461-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA0NTh8aW1hZ2UvanBlZ3xhR0k0TDJnM1pTODRPVGN4TXpjd01qQXhNVEU0THpFd05UTTBOakV0TVY4NE1EQlhlRGd3TUVnfDlhZWVmZDhhYTdkYmU5ZTA4ZDZlNjUzOTU4Mjc1MjBjNTA3NDY0ODkxOTE5MWUzOTAwOTljM2NlOGQ0YzMxYWY,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053492,19289,8614,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,63.98,52.88,31.73,0861401001,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,12212,1345,403,278,109,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053492-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY2OTV8aW1hZ2UvanBlZ3xhRGMxTDJnMk15ODRPVGN4TXpjMU5UQTVOVE0wTHpFd05UTTBPVEl0TVY4NE1EQlhlRGd3TUVnfGMxZjM2NjNkMmM1YmZlNDI2ZmVkNjI4NzJiMjRmNTkyNWYwZGM4NTQzNjAzNWY4YzhiYTUyMTg4YWU1ZGVhMDg,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053495,19294,8726,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo rueda 12'' BUZZETTI,64.49,53.30,31.98,0872601001,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,11995,1425,300,294,136,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053495-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY0NDN8aW1hZ2UvanBlZ3xhR0ppTDJnd09TODRPVGN4TXpjMk1EazVNelU0THpFd05UTTBPVFV0TVY4NE1EQlhlRGd3TUVnfGI3NTNlNzZiNzI4ZjYxMDkzNDg0NjBkMzIzMTJmZTMxMTIzMjgyODQ0ZDMyZmMyY2UyOTEwNDJlZDI5ZWJkODQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053497,19303,8840,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,69.49,57.43,34.46,0884001001,8,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,22158,1452,489,256,177,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053497-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQxODZ8aW1hZ2UvanBlZ3xhR1UwTDJnd015ODRPVGN4TXpjMk5Ea3lOVGMwTHpFd05UTTBPVGN0TVY4NE1EQlhlRGd3TUVnfGEyOGU5ZGM1NGZlN2ZlOGE3NzljM2U5OWUyMjg4ZTc1MmIwNjFlYWQ2YjhhMTk3MjZhZDcyMDY4YzYzNTI4OTY,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053449,19151,4030,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral BUZZETTI,51.49,42.55,25.53,0403001001,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,2162,777,235,126,73,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053449-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE2NDB8aW1hZ2UvanBlZ3xhRGhtTDJnd05pODRPVGN4TXpZNE1ETTRORE13THpFd05UTTBORGt0TVY4NE1EQlhlRGd3TUVnfDNiODRmYTI0YzkyNDRjZDc1ZWQ0NTE5MTEzYjE1NWFmYzhhYzhiZjY1ZWZlYjI2NmI1YmRhODljMzNlMTZmMzQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053454,19178,4305,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Muelle para caballete central BUZZETTI,2.99,2.47,1.48,8430525191785,47,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,58,34,93,37,17,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053454-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTYwMjV8aW1hZ2UvanBlZ3xhREZoTDJnMk15ODRPVGN4TXpZNU1ESXhORGN3THpFd05UTTBOVFF0TVY4NE1EQlhlRGd3TUVnfDNlMGFmZjg3ZGQ1YzI3YjFmYTAzZjA2YWE1ZDkwYWVhOTJiYTExMzkwZGIzMDFkNjI0NjVhMWIyYjM0YmYyMWU,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053455,,8586,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral BUZZETTI,59.27,48.98,29.39,0858601001,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,1631,512,298,96,57,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1053455-1.jpg?context=bWFzdGVyfHJvb3R8MzY3MTN8aW1hZ2UvanBlZ3xhRGRtTDJnM05pOHpORGN6TnpNd01UZzBPREE1TkM4NE1EQlhlRGd3TUVoZk1UQTFNelExTlMweExtcHdad3w3YmQ2ZmQzYjBkMjU1ZWE2M2QyYmU4NDMwMGJmM2NmYTE3NWVmNDIzYjliMGU3MzhmZTJhMjIzNjY0MWU0ZDY5,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053456,19194,4386,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,59.50,49.17,29.50,0438601001,19,8714109090,0,1,"<p>Caballete completo con accesorios de montaje.</p>
<ul>
	<li>Altura 200mm</li>
</ul>
","
Caballete completo con accesorios de montaje.

	Altura 200mm

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,10112,1230,450,212,106,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1053456-1.jpg?context=bWFzdGVyfHJvb3R8Mjk4MTV8aW1hZ2UvanBlZ3xhR1F3TDJnMU5pODJPVEE0TURVM01EQXpOakkxTkM4NE1EQlhlRGd3TUVoZk1UQTFNelExTmkweExtcHdad3wwZTZhNDE3OTQxOTc5N2RhZWRhNDA2MDk0NTI5ZjkxMjk5ZGRlMmVhYWFiNDI1MDgxZmQ2NGFhZDk0MTNkY2Rk,https://api.mybihr.com/medias/800Wx800H-1053456-2.jpg?context=bWFzdGVyfHJvb3R8MTM0NDh8aW1hZ2UvanBlZ3xhRFV5TDJnMFppODJPVEE0TURVM01ESTVPRE01T0M4NE1EQlhlRGd3TUVoZk1UQTFNelExTmkweUxtcHdad3xlN2RhYjU5YWNjMWI4NjRhYThkOTcwYzZhMzZkN2I0YTBkMDNkZjZjMGMyMDFmM2U1OTUzMWY2NWYxMWNiNmJm,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053498,19304,8846,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Caballete central completo BUZZETTI,53.49,44.21,26.53,0884601001,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,21495,1817,579,225,165,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053498-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE5OTV8aW1hZ2UvanBlZ3xhR0V5TDJnd1lTODRPVGN4TXpjMk5qZzVNVGd5THpFd05UTTBPVGd0TVY4NE1EQlhlRGd3TUVnfGQxMjFmNGQwYWM2MmNjYTI1OGFhNzgyMzgzNGRiZDNjMGEwODEzZmU4YWFhMzdjOTlhOWEzMjJlNzRhNjE1NTQ,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053471,19241,4630,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,Caballete lateral BUZZETTI,53.49,44.21,26.53,0463001001,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,4511,881,352,149,86,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053471-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ2NDN8aW1hZ2UvanBlZ3xhREkxTDJnMU1pODRPVGN4TXpjeU1UWTNNVGs0THpFd05UTTBOekV0TVY4NE1EQlhlRGd3TUVnfGVkYWVmMDE1ZmE1MzUxNmMyNzdmYmRlNTRmODI2YjY1ZDAxZTE2NDc4ZWJkZjliNTIzMjE0ZTYwNTE3MmMxNWY,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053477,19261,4788,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Muelle para caballete lateral BUZZETTI,2.99,2.47,1.48,8430525192614,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,56,15,99,47,12,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053477-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3MDZ8aW1hZ2UvanBlZ3xhRGN6TDJobVppODRPVFk0TkRRMk9UQXlNekF5THpFd05UTTBOemN0TVY4NE1EQlhlRGd3TUVnfDY3MDhiYzU5MWNkMDQ4NGE0NGEzNWRlYzQ4NTMwYjEzN2VhYTZjM2IyYzJjMmUxMjZiNjlmYmU3MWIxYjgzNTg,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053478,19262,4789,BUZZETTI,BUZTI BIKE STAND CENTRE STAND BLACK,Muelle para caballete lateral /motor Minarelli BUZZETTI,2.99,2.47,1.48,0478901005,54,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,43,10,77,37,15,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053478-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY5OTR8aW1hZ2UvanBlZ3xhR05tTDJoaVlpODRPVGN4TXpjek1UVXdNak00THpFd05UTTBOemd0TVY4NE1EQlhlRGd3TUVnfDMzYzU1MDFmMWNhOTU4MTJiOTJlNmU0NWEyMjAwMWY5OTQzZmIwYmMwN2FjMzcyNTE3MmI3MzdkNzUzNjljNWM,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
1053474,19245,4639,BUZZETTI,BUZTI BIKE STAND SIDE STAND BLACK,"Caballete lateral rueda 14"" BUZZETTI",59.50,49.17,29.50,8430525192454,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p></p></body> </html>","        ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,3222,1198,341,75,126,,,Negro,Acero,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1053474-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4MzR8aW1hZ2UvanBlZ3xhRGd6TDJnMk5pODRPVGN4TXpjeU56VTNNREl5THpFd05UTTBOelF0TVY4NE1EQlhlRGd3TUVnfDMwNWQ5NzMwNTEyZWViZjcwMDU1OTk2YWE1Zjk5MmMxYzdlYTIyZDY4MGU5MmI2NjA2ZTVlZTA1MjBiNjU2ZWE,,,,,https://static.bihr.pro/eBihr/Pictures/BUZZETTI-pictures.zip,,,Spain Warehouse (Parts)
