PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Espesor (mm),Longitud (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1006881,46007,K020,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K020,68.86,56.91,36.99,K020,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,425,342,122,116,30,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006881-1.jpg?context=bWFzdGVyfHJvb3R8NTI2MjF8aW1hZ2UvanBlZ3xhR1UzTDJneE1TODVPRGd5TkRJd056Z3lOamszTkM4NE1EQlhlRGd3TUVoZk1UQXdOamc0TVMweExtcHdad3xlMDY0OTgzNjBhMDkzMGM2ZDA5MTdjZmI3MmY0MmFiNzZhZjg1YmYwZmU4ZDg0MTk5ODRmODE4YzFhNDMwYjA2,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006868,45993,K005,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K005,122.34,101.11,65.72,K005,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,873,619,217,149,27,,,,,,,,https://api.mybihr.com/medias/1006868-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDAyODd8aW1hZ2UvanBlZ3xhREpoTDJnMk15ODRPVEkwTURRM01UYzVPREEyTHpFd01EWTROamd0TVY4NE1EQlhlRGd3TUVnfGQ4YjE3ZjMzNGQyOTk0ODg4ZWQ3NjAwOGE2YzI2ODUzMzJmZjIxOTYyOTQ2ZjVmZmRmYmI5NDQwMTMzYTA4ZTg,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006879,46004,K017,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K017,119.26,98.56,64.06,8430525460041,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,576,450,122,118,40,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006879-1.jpg?context=bWFzdGVyfHJvb3R8NDM1NDJ8aW1hZ2UvanBlZ3xhRFU1TDJnd05DODVPRGd5TkRJd056UXpNemMxT0M4NE1EQlhlRGd3TUVoZk1UQXdOamczT1MweExtcHdad3wxZjU4NTI5ZmQ2OGM3MTc1NjEwNzNhOGQ1YjQ0MmZmY2QzMWI3ODllZmJlZDA4YmU4MWViMmM1ZGIzNTJjMjNm,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006891,46019,K048,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K048,122.34,101.11,65.72,8430525460195,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,484,329,126,120,32,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006891-1.jpg?context=bWFzdGVyfHJvb3R8NTA3ODh8aW1hZ2UvanBlZ3xhR1poTDJoak9TODVPRGd5TkRJd09UQXdOall5TWk4NE1EQlhlRGd3TUVoZk1UQXdOamc1TVMweExtcHdad3wzOWVhMGYyOGJiMWJjMWQyOGNlMWNiNjk3MTRlNzdlMThmN2IyOTk5ZGVlMTkxOWU0MGJiMGI4NjY5Y2YwOGEz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006922,46058,K228,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K228,119.26,98.56,64.06,8430525460584,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1020,635,214,149,32,,,,,,,,https://api.mybihr.com/medias/1006922-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3MTh8aW1hZ2UvanBlZ3xhRGN6TDJnellTODRPVEkyT1RReE56UXhNRGcyTHpFd01EWTVNakl0TVY4NE1EQlhlRGd3TUVnfDZjZDc4ZTI0OGVjN2IxOGM0YTg1Yjc2NzMyYmEwYWJkMmM2YWY3NzVjM2JhMmVmYTkwYzlhZDQ4ZGRkYjQ1ZDU,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006929,46065,K235,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K235,81.20,67.11,43.62,K235,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,644,409,216,149,20,,,,,,,,https://api.mybihr.com/medias/1006929-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI3NDJ8aW1hZ2UvanBlZ3xhR1F5TDJnMU1TODRPVFk0T0RBMk5ETXlOems0THpFd01EWTVNamt0TVY4NE1EQlhlRGd3TUVnfDcwNTVkZWIwNmJlNGE4Mjk0OTBjOWY4MGI0YTM4OWRhYWMzYzVjZDQ5N2M2NTIzNzNmODYwOWNmMzQyNmQ2NDM,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019261,,TBK0063,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YZ125,164.51,135.96,88.37,TBK0063,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,545,383,117,111,42,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019261-1.jpg?context=bWFzdGVyfHJvb3R8MzAyNzR8aW1hZ2UvanBlZ3xhREUzTDJoallTODVPRGd5TkRReE56a3dNall5TWk4NE1EQlhlRGd3TUVoZk1UQXhPVEkyTVMweExtcHdad3wwMTJhMGQ2MmI0YzE4MmM4YjIyMzAyYTUyNmExMjFhYWI4NWIxYWYwMDVhZDQwM2ZhNTg5MTViMzZmMjBiNDY4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019323,,B129,HOT RODS,HOTRO BEARING NEEDLE ROLLER,Jaula de agujas HOT RODS - 35X43X22,56.52,46.71,30.36,B129,0,8714109090,0,1,FOR CON-ROD BOTTOM END,FOR CON-ROD BOTTOM END,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,427,77,155,86,32,,,,,,,,https://api.mybihr.com/medias/1019323-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI4NTF8aW1hZ2UvanBlZ3xhRFJoTDJnMk55ODRPVEkyTlRBMk5qZ3dNelV3THpFd01Ua3pNak10TVY4NE1EQlhlRGd3TUVnfGQ0Y2MzYzIzYTUxY2UyY2E5ZTJiMWY4MzkxZmExNzQ0MzBlMWY4MjFmNzVmYjMxMzFiYTFlMDAxMGMyZTI3M2M,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019265,,TBK0067,HOT RODS,HOTRO BEARING GEARBOX,Kit rodamientos transmisión HOT RODS Yamaha YZ450-F,156.28,129.16,83.95,TBK0067,2,8714109090,0,1,<p>Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. </p><ul><li>Gearbox bearing kit</li><li>Includes: bearings – needle bearing – washer – spacer (depending on usage)</li><li>For a superior-quality replacement</li><li>These bearings are machined and assembled with expertise acquired through engine component manufacture</li><li>Compatible with competition preparation<br></li></ul>,"
Hot Rods transmission bearing kits contain all of the bearings you need to recondition the first and second transmission shafts. Gearbox bearing kitIncludes: bearings – needle bearing – washer – spacer (depending on usage)For a superior-quality replacementThese bearings are machined and assembled with expertise acquired through engine component manufactureCompatible with competition preparation",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,545,499,117,111,42,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019265-1.jpg?context=bWFzdGVyfHJvb3R8NDY2MjJ8aW1hZ2UvanBlZ3xhREpsTDJnM055ODVPRGd5TkRReE9ESTVOVGd6T0M4NE1EQlhlRGd3TUVoZk1UQXhPVEkyTlMweExtcHdad3w0OWY4YjVjMjY5Y2NmOGJmYTU5NmZlNTI1MWU1OTc1N2Y1YWUwOWZmYzlmMDRmNDIxNTc2NzA4MTZhMGJkODI4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007136,46042,K072,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K072,92.52,76.46,49.70,K072,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,870,690,123,116,61,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007133,46033,K063,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K063,120.29,99.41,64.62,K063,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,822,746,107,122,63,,,,,,,,https://api.mybihr.com/medias/1007133-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODcxODF8aW1hZ2UvanBlZ3xhRGxsTDJnME9DOHhOVFF4TkRRM05EZ3dNVEU0TWk4eE1EQTNNVE16TFRGZk9EQXdWM2c0TURCSXxlOWZkZTk3ZjM2NzUwZThlODMyNjU4NDFjYWMxODg0ZWNiZTMxNGNlNmIwZjBhYWE4YzAxNTYyZDJmZmEzNWY4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007135,46040,K070,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K070,103.83,85.81,55.78,K070,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,827,808,148,215,26,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1007135-1.jpg?context=bWFzdGVyfHJvb3R8NjExMjF8aW1hZ2UvanBlZ3xhR05sTDJnM1lpODVPRGd5TkRNNE9UTTVORFEyTWk4NE1EQlhlRGd3TUVoZk1UQXdOekV6TlMweExtcHdad3w1YTVjNjc1OGEwZmM2NDQxZDlhZjRmZDMzMGY0MjcxZGY0YTRmYmZlMDFlZTIxZmNjYWU0NjA5NDkwM2QzN2Jm,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006918,93483,K093,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K093,164.51,135.96,88.37,K093,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>HOT RODS crankshaft bearing + seal kits enable you to renew your connecting rod system as well ans its seal.</p><p>Crankshaft bearing + seal kit includes : </p><ul start=""1""> <li>Bearing - crankshaft oil seal (content varies according to make) </li><li>For a superior quality replacement</li><li>These bearings are machined and assembled with the expertise acquired through engine component manufactur</li><li>Suitable for racing preparation</li></ul> </body> </html>","       HOT RODS crankshaft bearing + seal kits enable you to renew your connecting rod system as well ans its seal.Crankshaft bearing + seal kit includes :  Bearing - crankshaft oil seal (content varies according to make) For a superior quality replacementThese bearings are machined and assembled with the expertise acquired through engine component manufacturSuitable for racing preparation  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,726,669,183,124,32,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006918-1.jpg?context=bWFzdGVyfHJvb3R8MjUzNjR8aW1hZ2UvanBlZ3xhR05qTDJnMk15ODVPRGd5TkRJeE1UYzFPVEV6TkM4NE1EQlhlRGd3TUVoZk1UQXdOamt4T0MweExtcHdad3xjNTQ0Mjg5MDAwYTQxYjFhMGNkNTNjYmUzYWZlYjRjZTUwYjYzYjZjNGZiZTA4NzkwY2QxNzZiODUyYzI4ZWIz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1007144,93481,K091,HOT RODS,HOTRO SEALING CRANKSHAFT SET,Rodamientos y retenes de cigüeñal Hot Rods K091,85.74,70.86,46.06,K091,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,738,670,126,183,32,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1118685,,OSK0058,HOT RODS,HOTRO GEARBOX OUTPUT SHAFT RECOND KIT,Kit de reparación de piñón de salida HOT RODS - Kawasaki KX 250 F,36.98,30.56,19.86,OSK0058,1,8714109090,0,1,"<p>Para reparar un sellado con fugas en el semieje. Incluye el ret&eacute;n del semieje Hot Rods, el casquillo del semieje, las juntas t&oacute;ricas y la arandela de la tuerca de la rueda dentada (si procede).</p>
<p><strong>Incluye:</strong> Ret&eacute;n del eje de salida, casquillo y arandela</p>","
Para reparar un sellado con fugas en el semieje. Incluye el retén del semieje Hot Rods, el casquillo del semieje, las juntas tóricas y la arandela de la tuerca de la rueda dentada (si procede).

Incluye: Retén del eje de salida, casquillo y arandela",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,54,66,108,100,5,,,,,,,,https://api.mybihr.com/medias/1118685-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ1ODV8aW1hZ2UvanBlZ3xhREZoTDJoaVpDOHlOekF4T1RnME9UVTVOamsxT0M4eE1URTROamcxTFRGZk9EQXdWM2c0TURCSXwxZDQyNWExNDhhZDMyOWU1NDdmNTJlYTBlNWQzZmI1MDRiYzIxZmZjZTE1Zjc1N2UyOTVjNDczZTJiNDJjZTg0,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1118682,,OSK0056,HOT RODS,HOTRO GEARBOX OUTPUT SHAFT RECOND KIT,Kit de reparación de piñón de salida HOT RODS - KTM / Husqvarna,41.09,33.96,22.07,OSK0056,2,8714109090,0,1,"<p>Para reparar un sellado con fugas en el semieje. Incluye el ret&eacute;n del semieje Hot Rods, el casquillo del semieje, las juntas t&oacute;ricas y la arandela de la tuerca de la rueda dentada (si procede).</p>
<p><strong>Incluye:</strong> Ret&eacute;n del eje de salida, casquillo y arandela</p>","
Para reparar un sellado con fugas en el semieje. Incluye el retén del semieje Hot Rods, el casquillo del semieje, las juntas tóricas y la arandela de la tuerca de la rueda dentada (si procede).

Incluye: Retén del eje de salida, casquillo y arandela",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,86,77,111,97,8,,,,,,,,https://api.mybihr.com/medias/1118682-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM2OTJ8aW1hZ2UvanBlZ3xhR1JrTDJoaU1TOHlOekF4T1RnME9USXdNemMwTWk4eE1URTROamd5TFRGZk9EQXdWM2c0TURCSXxmNzRlOTkyZmNhZTdlZTU3YTAzMDQ2MGY1MmFiODkyYzczNDY2YjYzZTAwM2Y1ODFjNWY0NzQ0NzI0YmExN2Uz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1121288,,HR00163,HOT RODS,HOTRO GEARBOX BEARING KIT,Kit de rodamientos para caja de cambios HOT RODS - KTM,152.17,125.76,81.74,HR00163,2,8714109090,0,1,"<p><strong>Incluye</strong>:</p>
<ul>
<li>Cojinetes del eje primario</li>
<li>Cojinetes del eje secundario</li>
<li>Cojinetes del tambor de cambio</li>
<li>Collar&iacute;n y arandela del eje de salida</li>
</ul>","
Incluye:

Cojinetes del eje primario
Cojinetes del eje secundario
Cojinetes del tambor de cambio
Collarín y arandela del eje de salida
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,89,340,114,98,8,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121288-1.jpg?context=bWFzdGVyfHJvb3R8MzQxNjR8aW1hZ2UvanBlZ3xhREJoTDJneE15OHpNVEl5TlRJMU1qUTBOakl6T0M4NE1EQlhlRGd3TUVoZk1URXlNVEk0T0MweExtcHdad3wwNTBjZmViZTBlNzk0YWI4MDlhMTcwZjQ3ZTYxNDgwYjUzZjg3MDZjNzFmYjA2NGE1YzE0OTNkZGY0MzU2ODJk,https://api.mybihr.com/medias/800Wx800H-1121288-2.jpg?context=bWFzdGVyfHJvb3R8NjIzNzF8aW1hZ2UvanBlZ3xhRGRrTDJnd05TOHpNVEl5TlRJMU1qZ3pPVFExTkM4NE1EQlhlRGd3TUVoZk1URXlNVEk0T0MweUxtcHdad3xlMDhjZTg4MTk4OTVjNTQ0NjdjMTJkODdjYzE0MTk3NmI1ZDY5NzFiZjAxZjA1OWMzMGZlOGU5OWM4MTAyMmZm,https://api.mybihr.com/medias/800Wx800H-1121288-3.jpg?context=bWFzdGVyfHJvb3R8NTM4NDV8aW1hZ2UvanBlZ3xhR05sTDJnMFppOHpNVEl5TlRJMU16SXpNalkzTUM4NE1EQlhlRGd3TUVoZk1URXlNVEk0T0MwekxtcHdad3xhZDFhODI1NWEyMmYxZjcxMzY5ZWZmN2NkZmNkYTY4NGQ0MjVmODkxODEzMzI1MmExYzcxNmJlMmE2NzRiNDRl,https://api.mybihr.com/medias/800Wx800H-1121288-4.jpg?context=bWFzdGVyfHJvb3R8OTI4MDh8aW1hZ2UvanBlZ3xhRFZqTDJnMVpDOHpNVEl5TlRJMU16WXlOVGc0Tmk4NE1EQlhlRGd3TUVoZk1URXlNVEk0T0MwMExtcHdad3xjNTI0Y2JiMDQ3YjY1NmE0MWNlYjNjY2MyZTYxNzg3OGY3NWUwZDE2MmFhNDhlNDFmMzg3NjkxYjEwNTFhMDNh,https://api.mybihr.com/medias/800Wx800H-1121288-5.jpg?context=bWFzdGVyfHJvb3R8MTA3MzA0fGltYWdlL2pwZWd8YURrMUwyaGlNaTh6TVRJeU5USTFOREF4T1RFd01pODRNREJYZURnd01FaGZNVEV5TVRJNE9DMDFMbXB3Wnd8NjljNzU1MGEwNmFmMjYyYTJkYjUyZTJmYThmOTI4ODQ5NWQ1N2IyOThjZDI2ZjJmMmM5Mjk3NmFkN2I3NzRhMw,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1121287,,HR00158,HOT RODS,HOTRO GEARBOX BEARING KIT,Kit de rodamientos para caja de cambios HOT RODS - HONDA,95.60,79.01,51.36,HR00158,2,8714109090,0,1,"<p><strong>Incluye</strong>:</p>
<ul>
<li>Cojinetes del eje primario</li>
<li>Cojinetes del eje secundario</li>
<li>Cojinetes del tambor de cambio</li>
<li>Collar&iacute;n y arandela del eje de salida</li>
</ul>","
Incluye:

Cojinetes del eje primario
Cojinetes del eje secundario
Cojinetes del tambor de cambio
Collarín y arandela del eje de salida
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,429,391,114,94,40,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121287-1.jpg?context=bWFzdGVyfHJvb3R8NDUxODh8aW1hZ2UvanBlZ3xhRE00TDJobE5pOHpNVEl5TlRJMU1EUTRNREUxT0M4NE1EQlhlRGd3TUVoZk1URXlNVEk0TnkweExtcHdad3xkZDgwMDBkZjU3OGRmMjAzNTQ0YWQ2NmU3ZjBmYWFkMzE0NGU0MTAwMjE3Y2VlNjQ4MjU5NjgxZGQwOWYxNGE5,https://api.mybihr.com/medias/800Wx800H-1121287-2.jpg?context=bWFzdGVyfHJvb3R8NzIwMjR8aW1hZ2UvanBlZ3xhR0ZoTDJoa09DOHpNVEl5TlRJMU1EZzNNek0zTkM4NE1EQlhlRGd3TUVoZk1URXlNVEk0TnkweUxtcHdad3wxOGQ0NmE0Yzk2OThmMDUxMDJhYmFjYmQ3YjM3Njc1Y2RjZDYyM2QwNGNkYzZhNDI1YmY0OTAwMzZlNTMyNmRj,https://api.mybihr.com/medias/800Wx800H-1121287-3.jpg?context=bWFzdGVyfHJvb3R8NjY4NjF8aW1hZ2UvanBlZ3xhRGN5TDJnNE15OHpNVEl5TlRJMU1USTJOalU1TUM4NE1EQlhlRGd3TUVoZk1URXlNVEk0TnkwekxtcHdad3wzZDUwZDNkZGM3YmY5ZGI5YWI5MTNmMDhlODJiNGVjMmEwODBjOGEwZWFkYjFhZWE0YjViMGMwM2UxNDJmMmI1,https://api.mybihr.com/medias/800Wx800H-1121287-4.jpg?context=bWFzdGVyfHJvb3R8OTEyNzl8aW1hZ2UvanBlZ3xhR1UwTDJnM05TOHpNVEl5TlRJMU1UWTFPVGd3Tmk4NE1EQlhlRGd3TUVoZk1URXlNVEk0TnkwMExtcHdad3w2MzljMzcyZmE2MDZkNTAwOTk1MzJhNWNkODRlNzZmNDAzMzFiOTA3NGE4NmU3MWQzYThmNmY2NTMwMzNjN2I0,https://api.mybihr.com/medias/800Wx800H-1121287-5.jpg?context=bWFzdGVyfHJvb3R8MTA3NzU4fGltYWdlL2pwZWd8YURrNEwyZ3lNQzh6TVRJeU5USTFNakExTXpBeU1pODRNREJYZURnd01FaGZNVEV5TVRJNE55MDFMbXB3Wnd8MmUyMTI3N2U1MzVkYmZlMTJlNDg5ZTI0OTY5YzFlNWI4ZjZmMGYyZGM0ZjY2YjA3NWM0OTYzMWZhZTRkOWRiMQ,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1121290,,HR00162,HOT RODS,HOTRO GEARBOX BEARING KIT,Kit de rodamientos para caja de cambios HOT RODS - YAMAHA,133.66,110.46,71.80,HR00162,1,8714109090,0,1,"<p><strong>Incluye</strong>:</p>
<ul>
<li>Cojinetes del eje primario</li>
<li>Cojinetes del eje secundario</li>
<li>Cojinetes del tambor de cambio</li>
<li>Collar&iacute;n y arandela del eje de salida</li>
</ul>","
Incluye:

Cojinetes del eje primario
Cojinetes del eje secundario
Cojinetes del tambor de cambio
Collarín y arandela del eje de salida
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,434,403,113,96,40,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121290-1.jpg?context=bWFzdGVyfHJvb3R8NDMyNjV8aW1hZ2UvanBlZ3xhR1ZqTDJnMlpTOHpNVEl5TlRJMU5qTTNPRE01T0M4NE1EQlhlRGd3TUVoZk1URXlNVEk1TUMweExtcHdad3xkMDI0YjY3ODliYmVkYzc1MzdiODE0ZTRlYjIxYjRlNWJkYTZmYzM4ZDg4NDE3YTkzMmU0ZGRmMmI1NDFlOWE2,https://api.mybihr.com/medias/800Wx800H-1121290-2.jpg?context=bWFzdGVyfHJvb3R8NjA1MTh8aW1hZ2UvanBlZ3xhRFJpTDJnMk1TOHpNVEl5TlRJMU5qYzNNVFl4TkM4NE1EQlhlRGd3TUVoZk1URXlNVEk1TUMweUxtcHdad3wyMDNkYjlhYjRlNjExZjhhMGJlOGI3ZGYyMWZjYTRiNzZiZDQ5MTI2NTNjMzExOWVhOGY0NWU5ZDc2ZGQ0YWNm,https://api.mybihr.com/medias/800Wx800H-1121290-3.jpg?context=bWFzdGVyfHJvb3R8NjQwMTh8aW1hZ2UvanBlZ3xhREV5TDJnd1l5OHpNVEl5TlRJMU56RTJORGd6TUM4NE1EQlhlRGd3TUVoZk1URXlNVEk1TUMwekxtcHdad3wwYjM1YmI0ZWMyOWJlMWUyNmI1ZDAyNzA5MmJjN2MwZjVhMjM5ZDZkNWVlZjU4Y2Y0ZmQ1NzJlMzg2ZjA4NDBk,https://api.mybihr.com/medias/800Wx800H-1121290-4.jpg?context=bWFzdGVyfHJvb3R8OTE4NDd8aW1hZ2UvanBlZ3xhRGRpTDJnd01TOHpNVEl5TlRJMU56VTFPREEwTmk4NE1EQlhlRGd3TUVoZk1URXlNVEk1TUMwMExtcHdad3xiOTc5YTQ5YjQyYzMzNzhkM2MzNDE1ZDRlZjdiNTQyNWUxN2RlMmMwODVmMWRlM2FjZTdiNGQxYzBhYzg5ZDJl,https://api.mybihr.com/medias/800Wx800H-1121290-5.jpg?context=bWFzdGVyfHJvb3R8MTA0ODQyfGltYWdlL2pwZWd8YURGaUwyZ3daaTh6TVRJeU5USTFOemsxTVRJMk1pODRNREJYZURnd01FaGZNVEV5TVRJNU1DMDFMbXB3Wnd8ODJlZjYwYzA0NTIzNjFjODQ3ZGViNjhhYTZlYTdhYjg5YjIwYmIxZDY4NGIzYWVkZGNiODI5NWQyMGU5NzliOQ,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
