PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de eslabones,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Calidad,Color de la cadena,Eslabón de conexión,Eslabones de cadena,Paso de cadena,Retenes,Tipo de cadena RK,Uso,Picture1,AllPicturesZIP,Document1,DeliveryPlant
1042417,99461CL,530M-CL,RK,RK CONNECT LINK M 530 LOOSE FIT,Enganche de cadena RK cierre rápido 530M negro,1.08,0.89,0.22,8430525278769,80,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,27,24,36,38,20,,,,,,,,,https://api.mybihr.com/medias/1042417-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRE15TDJoa055OHhOVE14Tnprd09Ea3hOREl3Tmk4eE1EUXlOREUzTFRGZk9EQXdWM2c0TURCSXw0ZDA4ODNlZTFjZDJlMDEwOGU2YzM4Y2QxYzZiMGMxZDhiN2E3ODBkZWQ4NmNkZmIwZjQ2ODZjZjA2ZDM2MTk3,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042479,99488CLF,GB520UWR-CLFZ,RK,RK CONNECT LINK UWR 520 PIN RIVET,Enganche Cadena RK Tipo Remache para GB520UWR,6.82,5.64,1.97,4935531493457,49,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,22,16,42,32,16,,,,,,,,,https://api.mybihr.com/medias/1042479-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRGhqTDJnMVlpOHhOVE14TnpreU56ZzFOREV4TUM4eE1EUXlORGM1TFRGZk9EQXdWM2c0TURCSXxiYWEzMDhiZmYwM2MxN2Q0YzZjNTcwNWI4ZTgwODY3YTE2YWI2Y2VlNDhjOWViNWFjMzY4ZTZlNzk3ODM4N2Zh,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042481,99438CLF,GB520XSO-CLF,RK,RK CONNECT LINK XSO 520 PIN RIVET,Enganche Cadena RK Tipo Remache para GB520XSO,4.61,3.81,1.33,8430525278264,3,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,23,22,49,36,13,,,,,,,,,https://api.mybihr.com/medias/1042481-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRFkxTDJoaVpTOHhOVE14TnpreU9EWTBNRFUwTWk4eE1EUXlORGd4TFRGZk9EQXdWM2c0TURCSXxmZDRkOGE1OGVkZGJkODc4YTk5ZTAzZjhiNDc4NDYzYjIzMDE1YTM3YThjNmFjNTFiNGQ5YjdkNGY5ZjlkMjk3,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042425,99404CL,630GSV-CL,RK,RK CONNECT LINK GSV 630 LOOSE FIT,Enganche de cadena RK cierre rápido 630GSV negro,7.82,6.46,2.26,8430525277502,10,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,28,36,37,48,16,,,,,,,,,https://api.mybihr.com/medias/1042425-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhREF4TDJnek5pOHhOVFF4TXpRek56Y3lOamMxTUM4eE1EUXlOREkxTFRGZk9EQXdWM2c0TURCSXwyM2ZiN2E5M2M0NDkzYjFhMGE3MDMyOTI1Yjc0OTE2YzEwZGM0OTM0ZDcyODkxNDljZmRjMTUyMzhmYmU5NWEy,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042463,99402CLF,GB520EXW-CLF,RK,RK CONNECT LINK EXW 520 PIN RIVET,Enganche Cadena RK Tipo Remache para GB520EXW,5.34,4.41,1.32,8430525277458,77,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,22,22,44,39,13,,,,,,,,,https://api.mybihr.com/medias/1042463-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhREUxTDJoak15OHhOVE14TnpnM05qSXhNVGMwTWk4eE1EUXlORFl6TFRGZk9EQXdWM2c0TURCSXxhMGNjN2ExYWViOWIyMzI2ZmRiNjYzMGQ1MjY1MGRiNmZiODMxMmQ2MzMwNzk0MzdkNjlkMjVjODAzYWFkNjYx,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042474,,GB520MXU-CL,RK,RK CONNECT LINK MXU 520 LOOSE FIT,Enganche de cadena RK cierre rápido GB520MXU oro,5.34,4.41,2.87,4935531493488,2,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,17,22,35,37,13,,,,,,,,,https://api.mybihr.com/medias/1042474-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRFJtTDJnelppOHhOVFF4TXpRNE56QXdPVGd5TWk4eE1EUXlORGMwTFRGZk9EQXdWM2c0TURCSXxmNjUwNzMwZWYxZjE2MmU4ZGE1YmE3YjYxZTJiOGE3NWE5NTE0MzIxNWY2NTJmZDZjN2UzMmVmNjQyNjNlYjk2,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042486,99458CLF,GB525KRO-CLF,RK,RK CONNECT LINK KRO 525 PIN RIVET,Enganche Cadena RK Tipo Remache para GB525KRO,5.94,4.91,1.23,8430525278707,488,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,29,26,40,45,16,,,,,,,,,https://api.mybihr.com/medias/1042486-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRFU1TDJnelppOHhOVE14Tnprek1EWXdOall5TWk4eE1EUXlORGcyTFRGZk9EQXdWM2c0TURCSXwwYmNiYzFlNmNkNDI2ZmNkZDA0ZGEzN2Q5OGE1YjIyNjI2MjE2YWZkNDAxMTNhMDI1ZWUzMzYxYmQwOGMwZjY2,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042399,99459CLF,525KRX-CLF,RK,RK CONNECT LINK KRX 525 PIN RIVET,Enganche Cadena RK Tipo Remache para 525KRX,5.94,4.91,1.47,8430525278721,219,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,25,24,39,43,15,,,,,,,,,https://api.mybihr.com/medias/1042399-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhREEyTDJnME1TOHhOVE14Tnprd01UZ3pOak14T0M4eE1EUXlNems1TFRGZk9EQXdWM2c0TURCSXw5ZjZhYmNlMTFmY2MwOWVmYTI0NDAzYmI4YjFjNDBkNzlmODM3Y2IyYjY1OTk3MjRmZGE3YjJiNWU0OTBjZTJk,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042407,99400CL,530DR-CL,RK,RK CONNECT LINK DR 530 LOOSE FIT,Enganche de cadena RK cierre rápido 530DR negro,5.74,4.74,1.42,4935531490395,175,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,29,30,34,51,17,,,,,,,,,https://api.mybihr.com/medias/1042407-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhR0V4TDJnM1pDOHhOVE14Tnprd05EazRNakEwTmk4eE1EUXlOREEzTFRGZk9EQXdWM2c0TURCSXxhNDAzOTllNzU3MjhmZmQ5NzYzZDVhNjAxMGE0MjA4ZTZjNDc3ZTZkYWMyMDk4M2Q0NzljN2U3YWMyNDQyOGUz,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042438,99478CLF,FG525XSO-CLF,RK,RK CONNECT LINK XSO 525 PIN RIVET,Enganche Cadena RK Tipo Remache para FG525XSO,5.20,4.30,1.51,8430525439313,6,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,16,24,40,40,10,,,,,,,,,https://api.mybihr.com/medias/1042438-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhR1V6TDJnNFlpOHhOVE14TnpreE56RTNNVGMwTWk4eE1EUXlORE00TFRGZk9EQXdWM2c0TURCSXwyNDNlODU5MzA2MzEzZjNiNzE4MGJlYjY2Y2E2YTVhNGI4MmQ3MmRhMjc3NTU3YzE4ZjJlYTAzZWQ5MzgzMmUx,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042397,99457CLF,525KRO-CLF,RK,RK CONNECT LINK KRO 525 PIN RIVET,Enganche Cadena RK Tipo Remache para 525KRO,5.54,4.58,1.37,8430525278684,351,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,26,26,40,38,17,,,,,,,,,https://api.mybihr.com/medias/1042397-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhR1E0TDJneU5TOHhOVE14Tnprd01UQTBPVGc0Tmk4eE1EUXlNemszTFRGZk9EQXdWM2c0TURCSXwyOWQzYjFhYzYyZjYzMzYzZWMwYTg3N2VkMDFkMGY1NDIzODZkMjk3YjllY2YwYThiMDAyOGY3Nzc2Zjg2ZWMw,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042410,99462CL,530H-CL,RK,RK CONNECT LINK H 530 LOOSE FIT,Enganche de cadena RK cierre rápido 530H negro,1.48,1.22,0.43,8430525278783,12,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,25,26,37,38,18,,,,,,,,,https://api.mybihr.com/medias/1042410-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRGhtTDJnME15OHhOVFF4TXpRek56TXpNelV6TkM4eE1EUXlOREV3TFRGZk9EQXdWM2c0TURCSXxhOTUzOGU5N2ExOTY3ZjE3NDUyMTkwMGNiN2VjZTE5NWFhM2U4MWQ0MGNmM2I0YTY2YzUwZGI2MzFlMzViY2Ux,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042412,99463CLF,530KRO-CL,RK,RK CONNECT LINK KRO 530 LOOSE FIT,Enganche Cadena RK Tipo Remache para 530KRO,5.90,4.88,1.46,8430525294318,230,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,29,26,35,56,15,,,,,,,,,https://api.mybihr.com/medias/1042412-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRFUyTDJnNVpTOHhOVFF4TXpRNE5qTTFORFEyTWk4eE1EUXlOREV5TFRGZk9EQXdWM2c0TURCSXxkZjAzZmM4ZmY5NzVhNTQ1NjVkODI5MmE0OGNlNGU3MDkxYjkzZWEyZmY2NmVjY2FmNjVjZTA4YjI3ZjRmNmNh,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042457,99448CL,GB428KRO-CL,RK,RK CONNECT LINK KRO 428 LOOSE FIT,Enganche de cadena RK cierre rápido GB428KRO oro,6.24,5.16,1.29,8430525278493,145,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,31,20,37,65,13,,,,,,,,,https://api.mybihr.com/medias/1042457-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhR0pqTDJoaFlTOHhOVE14TmpZNU5ESXdORFEwTmk4eE1EUXlORFUzTFRGZk9EQXdWM2c0TURCSXw3Yzk5OGFiMTRlNzY0Njc5YTgwOGFmMzI4YjdlMDM1ZmQ4ZjAyZjAzYzljNGU5NmU1NDJjZTFhZWFjN2QxZjlj,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042459,99419CL,GB428MXU-CL,RK,RK CONNECT LINK MXU 428 LOOSE FIT,Enganche de cadena RK cierre rápido GB428MXU oro,4.40,3.64,1.27,8430525277809,79,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,9,12,25,34,11,,,,,,,,,https://api.mybihr.com/medias/1042459-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhR1JsTDJnNU1TOHhOVE14TmpZNU5EazVNRGczT0M4eE1EUXlORFU1TFRGZk9EQXdWM2c0TURCSXxmMTNlYjZhMWRjMGU4MWQwMTIxZWM3NDc0MjdiNzNjODQ3YWE3NzIzNzk0OWNhMDQ2MzY1YmJiM2JiYTM0NzU3,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042441,99473CLF,FO520XSO-CLF,RK,RK CONNECT LINK XSO 520 PIN RIVET,Enganche Cadena RK Tipo Remache para FO520XSO,5.20,4.30,1.51,8430525439269,4,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,20,22,40,50,10,,,,,,,,,https://api.mybihr.com/medias/1042441-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRGRqTDJneFlpOHhOVE14TnpreE9ETTFNVE01TUM4eE1EUXlORFF4TFRGZk9EQXdWM2c0TURCSXxmZWZjMjdjNmQ3NGViMDBjMWFlOGY3OTk1NmU2ZjQyMjNjMTViNTI0YWY3ZjgyN2FlYjM4MWJhYjQ0N2ZhNzhh,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042445,99481CLF,FR520XSO-CLF,RK,RK CONNECT LINK XSO 520 PIN RIVET,Enganche Cadena RK Tipo Remache para FR520XSO,5.72,4.73,1.66,8430525439344,42,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,42,16,70,60,10,,,,,,,,,https://api.mybihr.com/medias/1042445-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRGM0TDJnMk1pOHhOVE14TnpreE9Ua3lOREkxTkM4eE1EUXlORFExTFRGZk9EQXdWM2c0TURCSXwyZDViNmNmN2MwZmU0NTEzODI4YTU2Y2RkYjVkZDc2MjJmOTQyOTlmMTNlOGY4N2Y0Mzg1NmM1MWVjZjE4NzFh,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042321,99411CLF,530GXW-CLF,RK,RK CONNECT LINK GXW 530 PIN RIVET,Enganche Cadena RK Tipo Remache para 530GXW,7.20,5.95,2.08,8430525277649,39,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,31,28,37,55,15,,,,,,,,,https://api.mybihr.com/medias/1042321-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRE0zTDJoaU1DOHhOVFF4TXpRek5qSTRORGsxT0M4eE1EUXlNekl4TFRGZk9EQXdWM2c0TURCSXw5N2MzYWY3ZjYyYTMzNjU2YzRlYWJjZWI5YTRiZGI0OTliYTc5MzI5NmRmNzcxZjNhNGFkOWY4YWQ0ZThiYmUw,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042324,99433CLF,530SOZ1-CLF,RK,RK CONNECT LINK SOZ1 530 PIN RIVET,Enganche Cadena RK Tipo Remache para 530SOZ1,4.14,3.42,0.86,8430525278165,571,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,16,26,38,31,14,,,,,,,,,https://api.mybihr.com/medias/1042324-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRFk0TDJoaE5pOHhOVFF4TXpRek5qVTBOekV3TWk4eE1EUXlNekkwTFRGZk9EQXdWM2c0TURCSXw2NDczOTJjOWY2NTViMmQxM2I0MGMwZWFmY2JhYmJmODg0M2I1YmE4OGQyNjMzNWNmM2VlZGI2NTFjZjcwODky,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042351,99405CLF,428GXW-CLF,RK,RK CONNECT LINK GXW 428 PIN RIVET,Enganche Cadena RK Tipo Remache para 428GXW,4.32,3.57,1.25,8430525277540,78,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,12,74,36,26,13,,,,,,,,,https://api.mybihr.com/medias/1042351-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhRFkzTDJobU9TOHhOVFF4TXpRMk9UVTNOekkwTmk4eE1EUXlNelV4TFRGZk9EQXdWM2c0TURCSXw3N2ZiNTljODY5YTM0ZjEwZmMyM2EyOTM4Nzk2NjRlZWFjZDMwNjI3Y2RkODU4ZTQ1NzMxN2VjNmJjYjJiNTU2,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042358,99420CL,428MXU-CL,RK,RK CONNECT LINK MXU 428 LOOSE FIT,Enganche de cadena RK cierre rápido 428MXU negro,4.22,3.49,1.22,8430525294363,79,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,13,12,33,36,11,,,,,,,,,https://api.mybihr.com/medias/1042358-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRFZtTDJnMFlTOHhOVFF4TXpRek56RXpOamt5Tmk4eE1EUXlNelU0TFRGZk9EQXdWM2c0TURCSXwwN2ExZWY0NjA4NTIyZDNkMTc0MzE5ZmQzOTJlZTIyZGJhNGI5ZTI4ZmU3OWYzMGExYzgwN2NjYWU0NDc0M2Vm,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042363,99430CLF,428SO-CLF,RK,RK CONNECT LINK SO 428 PIN RIVET,Enganche Cadena RK Tipo Remache para 428SO,3.62,2.99,0.90,8430525278073,178,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,18,16,32,47,12,,,,,,,,,https://api.mybihr.com/medias/1042363-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhR0poTDJoaVppOHhOVE14TnpnNU1qTTVPVEV6TkM4eE1EUXlNell6TFRGZk9EQXdWM2c0TURCSXw0NDI3YjQ5NTYyYTJhOTM3NGNmNWZhZGU4OTAxMjE5M2M5YmQ2OGI0MzBkMDBiYzY5ZDE0MzIxYWFiNGYyODFl,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042365,99437CL,428XSO-CL,RK,RK CONNECT LINK XSO 428 LOOSE FIT,Enganche de cadena RK cierre rápido 428XSO negro,4.15,3.43,0.86,4935531490975,191,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,12,8,27,35,13,,,,,,,,,https://api.mybihr.com/medias/1042365-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRFpqTDJoa1pDOHhOVE14TnpnNU16RTROVFUyTmk4eE1EUXlNelkxTFRGZk9EQXdWM2c0TURCSXxhMGQzYmU0MTlmMmQxMTlkNzM1OGZjYWFiMWFjNTczMjdiNTg1ZDMwMDEzNmNiN2E3YmY0NDg3NDYyMDdhYTVi,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042327,99403CL,532GSV-CL,RK,RK CONNECT LINK GSV 532 LOOSE FIT,Enganche de cadena RK cierre rápido 532GSV negro,7.66,6.33,2.53,8430525277472,1,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,30,30,45,41,16,,,,,,,,,https://api.mybihr.com/medias/1042327-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhR0U0TDJnM01DOHhOVE14TnpnNE5qRXdOelkzT0M4eE1EUXlNekkzTFRGZk9EQXdWM2c0TURCSXw1MWZiYWU1MWIzNGMwYzU4N2Q3NzM3ZTVlNGIyZTIwYTQ4NTUzYmZmZGMyODcyYWQyNzg4ZDQ2NjY0YTAwMmQw,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042328,99403CLF,532GSV-CLF,RK,RK CONNECT LINK GSV 532 PIN RIVET,Enganche Cadena RK Tipo Remache para 532GSV,11.23,9.28,3.25,8430525277489,21,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,22,28,34,44,15,,,,,,,,,https://api.mybihr.com/medias/1042328-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0NTl8aW1hZ2UvanBlZ3xhREE0TDJnMk15OHhOVE14TnpnNE5qVXdNRGc1TkM4eE1EUXlNekk0TFRGZk9EQXdWM2c0TURCSXw2MGJhZGYzMjYzODhhMDJjYmYxMDFlMTI0ZDIxYWEzNjJkZTY0N2E4MmUxMmFjZGVmNTUyM2M0ZTdhNWQzYjU1,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042372,99450CL,520H-CL,RK,RK CONNECT LINK H 520 LOOSE FIT,Enganche de cadena RK cierre rápido 520H negro,1.48,1.22,0.31,8430525278523,130,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,23,24,34,48,14,,,,,,,,,https://api.mybihr.com/medias/1042372-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhREZsTDJnek1DOHhOVE14TmpZNE9ETXdOakl3Tmk4eE1EUXlNemN5TFRGZk9EQXdWM2c0TURCSXxmNjFhN2RjYzY3OWFiM2ZiNjY0OTIxOWIzYjY0OGIxYWIxNGUzOTk4NDVhNjUzMjEzNzY2OTYxNzRhNmM4ODAy,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1042379,99414CL,520KZ-CL,RK,RK CONNECT LINK KZ 520 LOOSE FIT,Enganche de cadena RK cierre rápido 520KZ negro,1.46,1.21,0.36,8430525294349,51,7315111090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,,,19,18,34,42,13,,,,,,,,,https://api.mybihr.com/medias/1042379-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MzR8aW1hZ2UvanBlZ3xhRGxrTDJnME15OHhOVE14TmpZNU1EWTJOVFV3TWk4eE1EUXlNemM1TFRGZk9EQXdWM2c0TURCSXxiMWEzNGQxODMxYzIyMjgxZjljNzYxMWVhNzMyZjJiODY5YmZjMDI0NGQ0MDRiNGY0ODY0YWZiNjQ2MDA0NDgw,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,,Spain Warehouse (Parts)
1077776024,99402100,GB520EXW-100,RK,"RK CHAIN EXW 520, GLD/BLK, 100",Cadena RK GB520EXW con 100 eslabones oro,104.23,86.14,51.68,4935531486664,8,7315111000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN,100 eslabones,Dorado / Negro,792,2072,110,240,30,,,,,520,,EXW,,https://api.mybihr.com/medias/1077776024-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE0MjQ4fGltYWdlL2pwZWd8YURVMEwyZ3lNQzh4TlRReU56TXlNVFk1TWpFNU1DOHhNRGMzTnpjMk1ESTBMVEZmT0RBd1YzZzRNREJJfDEzOTA4OWJjZDA5OTcyZTlkMjk4MGFlMzFmZDU2NmYzODg4OGQ2MDA1ZDRmODBmNWQ5Y2Y2ZjZhMGNhM2FlZGQ,https://static.bihr.pro/eBihr/Pictures/RK-pictures.zip,https://api.mybihr.com/medias/RK-Chains-Specs-Rev1-1-2021.pdf?context=bWFzdGVyfGRvY3VtZW50c3w5Nzc0OTI0fGFwcGxpY2F0aW9uL3BkZnxhR015TDJneFppODJOVEkxT0RjNU5URXdOak16TkM5U1MxOURhR0ZwYm5OZlUzQmxZM05mVW1WMk1WOHhYekl3TWpFdWNHUm18NGY1MWY5ZDQ0NTU0YjUzYWNjOTYzMDJkM2YxMWM5NDRiNmRlMzQyNGRhMzkwNzg1ZjY2MmIyMTJiODkyNzJhZQ,Spain Warehouse (Parts)
