PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (mm),Bloqueo,Capacidad (ml/l),Carga máxima (kg),Color,Composición,Compuesto del puño,Diámetro Ø (mm),Embalaje,Especificaciones,Homologación,Longitud (mm),Posición,Resistencia,Tipo de luz,Tipo de puño,Uso,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,Document2,DeliveryPlant
1087958001,,R-KITGAS-OEM-404,RACETECH,"RTECH PLASTIC KIT 3 PCS, OEM/OEM",Kit plastica RACETECH OEM Color Blanco/Rojo Gas Gas EC125 / 250 / 300 / 450 FSR,123.93,102.42,56.33,8055773955080,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,OEM / OEM,83025,3640,900,410,225,,,,,,OEM,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1087958001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcxMTh8aW1hZ2UvanBlZ3xhRFZqTDJoallpODRPVGd3TkRrek16QXpPRE00THpFd09EYzVOVGd3TURFdE1WODRNREJYZURnd01FZ3wzZmUyYjIwZDJlM2FmNTc4MmJkYjQxOTI5YzVkZjJmMjUxNjg3MTQyMDc5ZmNmMzhmMTFmNzQ2MzFmYTE2NDMx,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1087972002,,R-KITHSQ-GF0-585,RACETECH,"RTECH PLASTIC KIT 5 PCS, NYE/NYE",Kit de plástica RACETECH (5 piezas) - Amarillo flúor,133.84,110.61,71.90,8057094173501,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Amarillo flúor / Amarillo flúor,75782,3700,807,423,222,,,,,,Amarillo neón,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1087972002-1.jpg?context=bWFzdGVyfHJvb3R8Mjg4NDh8aW1hZ2UvanBlZ3xhR1ZsTDJnNU15ODJOamc0TVRReE5UWXhNRE01T0M4NE1EQlhlRGd3TUVoZk1UQTROemszTWpBd01pMHhMbXB3Wnd8NmZhMDhmZDA3ODM0OTMwODA0NTdjZjcyZDFmMjRmMjQxOGRjMzc3M2QzMzg5YWM1NjI3ZmMxZTkxYzc2MzYwZg,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1087972003,,,RACETECH,"RTECH PLASTIC KIT 5 PCS, WHT/WHT",Kit de plástica RACETECH (5 piezas) - Blanco,133.84,110.61,60.84,8057094173525,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Blanco / Blanco,75693,3700,802,429,220,,,,,,Blanco,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1087976004,,R-KITKTM-O19-500,RACETECH,"RTECH PLASTIC KIT 4 PCS, OEM/OEM",Kit plastica RACETECH OEM Color 2019 KTM SX65,133.84,110.61,60.84,8055773956643,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,OEM / OEM,50400,2480,600,400,210,,,,,,OEM,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1087976004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjkyMjh8aW1hZ2UvanBlZ3xhR0UyTDJnNFl5ODRPVGd3TlRBd05qUXpPRGN3THpFd09EYzVOell3TURRdE1WODRNREJYZURnd01FZ3xkM2ZmMTBmNjg1ODY1YjU5YmUyYzM4MzFlZDVmYzJlNTJiMmU5Y2Y2MjAxYmIzMjI0ODk4ZTlkYjJlNWVjNzBl,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1096468001,,R-CVCRFRS0021,RACETECH,"RTECH RAD SCOOPS, RED",Paneles laterales radiador RACETECH Honda CRF450R,59.46,49.14,31.94,8054036571067,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Rojo,,29882,561,401,703,106,,,,,,Rojo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1096468001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk5NDB8aW1hZ2UvanBlZ3xhRGd4TDJneVl5OHhORGMwT0RVMk1EWTFORE0yTmk4eE1EazJORFk0TURBeExURmZPREF3VjNnNE1EQkl8YTU1ZDc2ZmEwM2M5MTMwNDFiNGY1ODYwN2Q0Zjg0NmZiOGM0YWZlMTkwOGE4ZTdmNDQzOWQ4MjM4YTUxNTkzZA,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1087984001,,R-KITKTM-OEM-417,RACETECH,"RTECH PLASTIC KIT 5 PCS, OEM/OEM",Kit de plástica RACETECH (5 piezas) - Color OEM,146.74,121.27,66.70,8055773956698,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,OEM / OEM,75956,3737,799,408,233,,,,,,OEM,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1087984001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODc0MTR8aW1hZ2UvanBlZ3xhR001TDJnelppODRPVGd3TlRBeU5ERXpNelF5THpFd09EYzVPRFF3TURFdE1WODRNREJYZURnd01FZ3wwNmY2MmZlMjMwNDA3NzhmYjg5YTcwOTM0MWE2OGVhYmM0NTU0ZTMzYTkyNzQxNWU0M2UzN2FjYmRmOWZmNTRi,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1088013001,,R-KITWRF-OEM-403,RACETECH,"RTECH PLASTIC KIT 4 PCS, OEM/OEM",Kit plastica RACETECH OEM Colour (2013) Azul/Blanco Yamaha WR-F250,123.93,102.42,56.33,8056893130043,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,OEM / OEM,77428,3574,795,418,233,,,,,,OEM,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088013001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTMyMjJ8aW1hZ2UvanBlZ3xhREJrTDJneE15ODVNREV6TmpFME1qUTNPVFkyTHpFd09EZ3dNVE13TURFdE1WODRNREJYZURnd01FZ3w5YmExNGZiNmM5M2Y3NGU0YThmMGY2Y2ExYmM3YjI5YzNmMDQ5Yzk0MGU4OTJmMWNhODIyNjZmMDEzMTdhMzFl,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1088020001,,R-KITYZ0-NR0-000,RACETECH,"RTECH PLASTIC KIT 6 PCS, BLK/BLK",Kit de plástica RACETECH (6 piezas) - Negro,153.68,127.01,82.56,8056893132030,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la opci&oacute;n favorita de muchos equipos en MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la opción favorita de muchos equipos en MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Negro / Negro,77947,4265,793,413,238,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1088020001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU4NzZ8aW1hZ2UvanBlZ3xhR1JrTDJnNE5TODRPVGd3TlRFek5EZzRPVEkyTHpFd09EZ3dNakF3TURFdE1WODRNREJYZURnd01FZ3w2NjVjMTQyZDliZWQ1YjQ3NDk2MjZiYTk1MTE2OGE2ZjM2ZmQxZWIyY2ZhMjkxMGU0M2ViMzU5MWIzZWQyMDQ4,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018001,,R-KITPMFLAR00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, ORG/ORG",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958210,0,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Naranja / Naranja,5584,663,307,129,141,,,,,,Naranja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1086018001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNDR8aW1hZ2UvanBlZ3xhRFZoTDJobU5TODRPVGM1TnpJME5UQXhNREl5THpFd09EWXdNVGd3TURFdE1WODRNREJYZURnd01FZ3w3YjJlNzI5OWQxZWI4YjBkNWExZjE4Mzg0ZTNhMDAwMGY2Y2JkZTI3MjUzMTYxNjBlY2YxOWEyMDAyN2NmOTA2,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018004,,R-KITPMFLGF00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, NYE/NYE",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958258,0,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Amarillo flúor / Amarillo flúor,4985,571,284,131,134,,,,,,Amarillo neón,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1086018004-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODMyMzZ8aW1hZ2UvanBlZ3xhR0V6TDJnNU9DODRPVGM1TnpJMU1UVTJNemd5THpFd09EWXdNVGd3TURRdE1WODRNREJYZURnd01FZ3w2ZTE3Zjk3NWE2NDk0ZjFlOWY5MzE3MDhmOTVhMGEzYTQ4NjY0MjczYjk1NGIwNDcwYmU4ZTBkMjZmODM4ZGRl,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018005,,R-KITPMFLNR00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, BLK/BLK",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8054242201314,2,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Negro / Negro,5493,576,307,142,126,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1086018005-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc3NTd8aW1hZ2UvanBlZ3xhREV6TDJnNFpTODRPVGM1TnpJMU5EZzBNRFl5THpFd09EWXdNVGd3TURVdE1WODRNREJYZURnd01FZ3xkY2VhY2Q0ZThjYzMxYjUzY2IxYmI3NGUzNTU1MmVkOTU1OWVmNDZmMTQ5MjQ3ZTc1MTNhOWM0ZTE5YmI4NmRh,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018002,,R-KITPMFLBL00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, BLU/BLU",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958227,1,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Azul / Azul,4700,664,299,131,120,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1086018002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIyNjJ8aW1hZ2UvanBlZ3xhR1ZrTDJobU1DODRPVGM1TnpJME5qazNOak13THpFd09EWXdNVGd3TURJdE1WODRNREJYZURnd01FZ3w1MjJiOGQwMjNiODM5YmRjMWQ1M2Q1ZjMxN2Y3NmY1MmM1YTMyNmYxZTk5YjQ3YzRjNDA1ZTcxYzVkMjM4N2Iw,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018003,,R-KITPMFLBN00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, WHT/WHT",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958234,1,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Blanco / Blanco,5953,616,305,149,131,,,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1086018003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIyMjF8aW1hZ2UvanBlZ3xhREZrTDJobFlTODRPVGM1TnpJME9EazBNak00THpFd09EWXdNVGd3TURNdE1WODRNREJYZURnd01FZ3xjMTcxZThhY2EyODA5ODJmY2RkMjQ5YzA2Yzg2MDYzMTBiMTE1MmRhZGQ2ZWQ4ZDM2MzUyODYzMDVlMmE4NGQy,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018006,,R-KITPMFLVE00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, GRN/GRN",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958296,5,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Verde / Verde,5633,578,303,143,130,,,,,,Verde,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1086018006-1.jpeg?context=bWFzdGVyfHJvb3R8OTQ1NDJ8aW1hZ2UvanBlZ3xhRFV6TDJoaFlTODROVGs0TXpjM056azRNRFEwTmk4NE1EQlhlRGd3TUVoZk1UQTROakF4T0RBd05pMHhMbXB3WldjfDA3ZmVkMGYwOTQ1MmQwNGMxYjg0NGZlZDY2OWMwOTI4YzMxNjkzOGRlNzY3ODhkNTEwZjZmMjU4N2VhOGEwMTY,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018008,,R-KITPMFLFU00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, NPN/NPN",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8057094161515,5,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Rosa flúor / Rosa flúor,5619,593,307,143,128,,,,,,Rosa neón,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1086018008-1.jpeg?context=bWFzdGVyfHJvb3R8ODI3OTV8aW1hZ2UvanBlZ3xhREZoTDJnMU5TODROVGs0TXpjM09ETTNNelkyTWk4NE1EQlhlRGd3TUVoZk1UQTROakF4T0RBd09DMHhMbXB3WldjfDNiZDAyMjUxNzZkYzdkZDg4MWI1NjdjNjkxNTllOTIwMjQyYjRhOGQzZjdkZmNjOGYyZjZiZTcyODgzMDIxNTk,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018009,,R-KITPMFLRS00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, RED/RED",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958289,4,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Rojo / Rojo,5674,588,310,143,128,,,,,,Rojo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1086018009-1.jpeg?context=bWFzdGVyfHJvb3R8OTg4NzF8aW1hZ2UvanBlZ3xhRFJoTDJnMFpTODROVGs0TXpjM09EVTNNREkzTUM4NE1EQlhlRGd3TUVoZk1UQTROakF4T0RBd09TMHhMbXB3WldjfDU2YWYyYjhhYjkwZDM1ZWFmM2IxMjJhMWE1MGJlNTQzNGMwYTMzMjUwMTdiM2I3YmJlZjk2MGM5ZmY3N2NhNDc,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1086018007,,R-KITPMFLAN00,RACETECH,"RTECH HANDGUARDS FLX ADJUSTABLE, NOR/NOR",Paramanos adjustable RACETECH FLX,45.57,37.66,24.48,8055773958203,4,8714109090,0,1,"<p>Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.</p>
<p>&nbsp;</p>
<ul>
	<li>Guardamanos MX/Enduro</li>
	<li>Se entrega con kit de montaje</li>
	<li>Ajustable en tres posiciones laterales</li>
</ul>

<ul>
	<li>Cubiertas de recambio <a href=""https://www.mybihr.com/es/es/todos-los-productos/marcas/racetech/recambio-paramanos-racetech-flx-para-789708/p/1086025004"">1086025004</a></li>
</ul>","
Los protectores de manos FLX protegen las manos de los ciclistas contra golpes y proyecciones de la pista.

 

	Guardamanos MX/Enduro
	Se entrega con kit de montaje
	Ajustable en tres posiciones laterales



	Cubiertas de recambio 1086025004
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Naranja flúor / Naranja flúor,5726,584,308,143,130,,,,,,Naranja neón,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1086018007-1.jpeg?context=bWFzdGVyfHJvb3R8MTAyNjI5fGltYWdlL2pwZWd8YUdWaEwyZzFZaTg0TlRrNE16YzNPREUzTnpBMU5DODRNREJYZURnd01FaGZNVEE0TmpBeE9EQXdOeTB4TG1wd1pXY3w5ZDNkZjM5NTY4OTVjYjI1YTc3OGIyMTAxYjJhZDc2M2FmZjI1ZjAwZDVjYWY4MDRjM2UwOGM3NTY5MzcwNDNk,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
