PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (mm),Bloqueo,Capacidad (ml/l),Carga máxima (kg),Color,Composición,Compuesto del puño,Diámetro Ø (mm),Embalaje,Especificaciones,Homologación,Longitud (mm),Posición,Resistencia,Tipo de luz,Tipo de puño,Uso,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,Document2,DeliveryPlant
1127659001,,R-KITHSQ-BN0-Z23,RACETECH,"RTECH PLASTIC KIT 7 PCS, WHT",Kit de plástica RACETECH (7 piezas) - Blanco,146.74,121.27,66.70,8051706827332,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.&nbsp;</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP. 

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Blanco,,50400,2480,600,400,210,,,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127659001-1.jpg?context=bWFzdGVyfHJvb3R8MjAwNjR8aW1hZ2UvanBlZ3xhR1E1TDJnNE5pODJOVGN5TkRVMU9UYzFNekkwTmk4NE1EQlhlRGd3TUVoZk1URXlOelkxT1RBd01TMHhMbXB3Wnd8YTU5MWRiZjY2Y2Q2NDU5YjQzNDIyY2UyMjA2MDE3YTg4NGMxMDZmZmM4Y2UxZTJkZjhkNWQ1ZWI4MzM0NGRhYQ,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127686001,,R-KITKXF-VE0-699,RACETECH,"RTECH PLASTIC KIT 6 PCS , GRN",Kit de plástica RACETECH (6 piezas ) - Verde,153.68,127.01,69.86,8054111783507,1,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.&nbsp;</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP. 

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Verde,,50400,2480,600,400,210,,,,,,Verde,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127686001-1.jpg?context=bWFzdGVyfHJvb3R8MzE1MjR8aW1hZ2UvanBlZ3xhRFZsTDJobVlTODJOVGN5TkRVME5UZzFPVFl4TkM4NE1EQlhlRGd3TUVoZk1URXlOelk0TmpBd01TMHhMbXB3Wnd8MTAxZGI3M2JjZmI0NTNlYWJjMjQyYzRmYTZlODAzMTEwYmExZjcyOWJkNjEyZDA2ZmU5OTM0YzVmMjU1YzU2YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127613001,,R-COVSRYZFBL3,RACETECH,"RTECH PLASTIC GAS TANK COVER , BLU",Tapa depósito gasolina RACETECH,29.71,24.55,15.96,8054111787420,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en&nbsp;pl&aacute;sticos para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en plásticos para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,,5981,188,245,237,103,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127613001-1.jpg?context=bWFzdGVyfHJvb3R8MjU5MDB8aW1hZ2UvanBlZ3xhRGt6TDJnelpTODJOVGN5TWpZek1qTXpPVFE0Tmk4NE1EQlhlRGd3TUVoZk1URXlOell4TXpBd01TMHhMbXB3Wnd8ZjIzNTI1ZTQxZDFkMjIxM2FhNmMxNDQ3ODRlZmExMDhhYjQ0YmIxYjFlZmU1ZGI5NzZmZDJlZDg3M2EwYzUyNQ,https://api.mybihr.com/medias/800Wx800H-1127613001-2.jpg?context=bWFzdGVyfHJvb3R8MzMxNTV8aW1hZ2UvanBlZ3xhRE0wTDJnMFl5ODJOVGN5TWpZek1qY3pNamN3TWk4NE1EQlhlRGd3TUVoZk1URXlOell4TXpBd01TMHlMbXB3Wnd8MzViOTY0ZWVhNjU2YjJhMjZkMWYyMDNiNmI5MGQ0ZjdmMWE1OTMwZmE5ZDQ0MTk3YzVhMmI4NDE2Y2Y4YWQ4Mg,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127611001,,R-COVSRYZFBL2,RACETECH,"RTECH PLASTIC GAS TANK COVER , BLU",Tapa depósito gasolina RACETECH,32.68,27.01,17.56,8059037086794,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en&nbsp;pl&aacute;sticos para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en plásticos para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,,2880,137,212,209,65,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127611001-1.jpg?context=bWFzdGVyfHJvb3R8MjU5MTh8aW1hZ2UvanBlZ3xhR0UxTDJneE5pODJOVGN5TWpZek1UazBOakkzTUM4NE1EQlhlRGd3TUVoZk1URXlOell4TVRBd01TMHhMbXB3Wnd8NDNkMjc1ZTEwMDBhMDNiNGMwNjZlMGIwNjMxMDJiMzMyMDJjYTFlMWM1M2M3N2FjMDdkMjhjMzI5MmIyMWIzNA,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127761003,,R-FIYZ0BN0016,RACETECH,"RTECH SIDE PANELS, WHT",Paneles laterales RACETECH,52.51,43.40,28.21,8057094162376,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Blanco,,14211,390,518,295,93,,,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127761003-1.jpg?context=bWFzdGVyfHJvb3R8ODY5MXxpbWFnZS9qcGVnfGFEWmpMMmd5WVM4Mk5qZzRNVFF4T1RFME9UTTBNaTg0TURCWGVEZ3dNRWhmTVRFeU56YzJNVEF3TXkweExtcHdad3w5NmYxM2Q3ZDAzNWNiMThhNjNlY2Y4YTlmODFmZWM3OTc3M2E2MDIzNTdkZDY2NzkxMTMzMjQ0Yzg0NzU1MTcz,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127761001,,R-FIYZ0NR0016,RACETECH,"RTECH SIDE PANELS, BLK",Paneles laterales RACETECH,52.51,43.40,28.21,8057094161478,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,14421,410,583,291,85,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127761001-1.jpg?context=bWFzdGVyfHJvb3R8MTc1MzZ8aW1hZ2UvanBlZ3xhRFZoTDJnek9DODJOamc0TVRReE9ETTJNamt4TUM4NE1EQlhlRGd3TUVoZk1URXlOemMyTVRBd01TMHhMbXB3Wnd8YWY4MzMxYTkxMjhhMDFiNmRkMzYxZmVkNDBjZjJhNGU2MTM3Y2ZmMjhiYmZkZTExZDAxZTAwMTA4MzQ0MTlmNQ,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127761002,,R-FIYZ0BL0016,RACETECH,"RTECH SIDE PANELS, BLU",Paneles laterales RACETECH,52.51,43.40,28.21,8055773950887,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,,12977,420,498,253,103,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127761002-1.jpg?context=bWFzdGVyfHJvb3R8MTM5ODN8aW1hZ2UvanBlZ3xhR05qTDJneVlTODJOamc0TVRReE9EYzFOakV5Tmk4NE1EQlhlRGd3TUVoZk1URXlOemMyTVRBd01pMHhMbXB3Wnd8NmVkYzcyOGVjNWNlNzVhYTRkOGExOTlhNWRkYjE2Njg5ZDI2MjBhMWUzMjdmMjkwOGY3ZTRlNWZkZDFjNjM5Yw,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127762001,,R-MASKHSQBN17,RACETECH,"RTECH FRONT HEADLIGHT REP. PLASTIC, WHT",Careta faro RACETECH - Blanco,29.71,24.55,15.96,8056893138285,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Blanco,,4399,184,351,241,52,,,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127762001-1.jpg?context=bWFzdGVyfHJvb3R8MTIyMjJ8aW1hZ2UvanBlZ3xhREJqTDJnek9DODJOamc0TVRReE9UVTBNalUxT0M4NE1EQlhlRGd3TUVoZk1URXlOemMyTWpBd01TMHhMbXB3Wnd8OTFlZTIwNWI4ZWUwZjcwZjk2NmRiMjQ3ZDUzODllYTkyNTJjMDNjYzM2Y2I3MTM2NTFkMGY2MGQxMWZlM2UxMw,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127762002,,R-MASKHSQNR17,RACETECH,"RTECH FRONT HEADLIGHT REP. PLASTIC, BLK",Careta faro RACETECH - Negro,29.71,24.55,15.96,8056893138476,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,5430,182,354,236,65,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127762002-1.jpg?context=bWFzdGVyfHJvb3R8MTQ1NTJ8aW1hZ2UvanBlZ3xhRGxoTDJnME5TODJOamc0TVRReE9Ua3pOVGMzTkM4NE1EQlhlRGd3TUVoZk1URXlOemMyTWpBd01pMHhMbXB3Wnd8YTI2YWI3NmFkYmVhYzM0MWRjOWEyMjRiNWY3ZWFjOWRhNDMzM2EyOTlhMzVmNTY0YzE3MDc2YTlmMDNmMDA3Yg,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1128062001,45455,R-FAROLED0024,RACETECH,"RTECH FRONT LED HEADLIGHT BETA, TRN",Faro LED RACETECH,138.80,114.71,74.56,8054752201514,2,8714109090,0,1,"<ul>
<li>Faro delantero homologado para modelos Beta</li>
<li>36W / 66W - 1200 / 1900 Lumen</li>
</ul>","
Faro delantero homologado para modelos Beta
36W / 66W - 1200 / 1900 Lumen
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Transparente,,3035,569,183,161,103,,,,,,,,,,,,,,,,LED,,,,,https://api.mybihr.com/medias/800Wx800H-1128062001-1.jpg?context=bWFzdGVyfHJvb3R8Mzk0MzR8aW1hZ2UvanBlZ3xhR1EzTDJoaE5pODJOamc0TVRRME1UVTJNalkxTkM4NE1EQlhlRGd3TUVoZk1URXlPREEyTWpBd01TMHhMbXB3Wnd8MjdlOTZiOTJlNjY0MjlkYjQ5NTU5YzFhM2U4YWI5MTk3YTk1NjZjODhlMzEyOTQ0N2U3NzY4NTMxNzMxNWJmZQ,https://api.mybihr.com/medias/800Wx800H-1128062001-2.jpg?context=bWFzdGVyfHJvb3R8MjY4NTB8aW1hZ2UvanBlZ3xhRFJoTDJnNU9TODJOamc0TVRRME1UazFOVGczTUM4NE1EQlhlRGd3TUVoZk1URXlPREEyTWpBd01TMHlMbXB3Wnd8OGRkNWNkYTRmYTFjNWE0YTExYTZkMWU5NmMzNDQyMGRlNjJmMzNhYmI1ZDMyNGNkNmUzODFlODllYmM5ZTFmNQ,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127776001,,R-GRCRFNR0017,RACETECH,"RTECH PLASTIC RAD LOUVER OVERSIZE, BLK",Paneles laterales de radiador RACETECH oversize,36.65,30.29,19.69,8055773952881,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,8655,262,345,256,98,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127776001-1.jpg?context=bWFzdGVyfHJvb3R8Mzg0NjZ8aW1hZ2UvanBlZ3xhR0ppTDJobU9DODJOamc0TVRRek56WXpNRFE1TkM4NE1EQlhlRGd3TUVoZk1URXlOemMzTmpBd01TMHhMbXB3Wnd8OGU0ZDE1YWIxMWE1ZWMwYTgxYjA4YWI3NzZjNDU3NDNhYjc4YjUzMDE0MjM3NjU1YjE1YWY1N2Q0MjM2N2QyMw,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127776002,,R-GRCRFRS0017,RACETECH,"RTECH PLASTIC RAD LOUVER OVERSIZE, RED",Paneles laterales de radiador RACETECH oversize,36.65,30.29,19.69,8057094172627,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Rojo,,8791,262,340,256,101,,,,,,Rojo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127776002-1.jpg?context=bWFzdGVyfHJvb3R8MzI3MTR8aW1hZ2UvanBlZ3xhRGd5TDJoaE15ODJOamc0TVRRek9EQXlNemN4TUM4NE1EQlhlRGd3TUVoZk1URXlOemMzTmpBd01pMHhMbXB3Wnd8YjUxMzIwMTA4ZjUwYjk4ZTIyMzY3NTI0ZWE0YjIwMDE5Y2MxYmVlNTFlOWFkNjg1MGZhMDRjZDU2NDhiNWU1NA,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127777002,,R-GRYZFNR0018,RACETECH,"RTECH PLASTIC RAD LOUVER OVERSIZE, BLK",Paneles laterales de radiador RACETECH oversize,36.65,30.29,19.69,8057094173488,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,6840,336,360,200,95,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127777002-1.jpg?context=bWFzdGVyfHJvb3R8MzAwODZ8aW1hZ2UvanBlZ3xhRFUwTDJnNE9DODJOamc0TVRRek9EZ3hNREUwTWk4NE1EQlhlRGd3TUVoZk1URXlOemMzTnpBd01pMHhMbXB3Wnd8YThjNDM4NGQzNDA5MDg2OGM3YjBkNzY0OTljNTM1ZTczZWI1MTQ2NTljZGRhNjFkYjNmMDMyYTE5NWVlMjdmMQ,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127774002,,R-COVSRYZFBL1,RACETECH,"RTECH PLASTIC GAS TANK COVER, BLU",Cubredepósito RACETECH - Azul,29.71,24.55,15.96,8059037086770,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,,4143,163,220,258,73,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127774002-1.jpg?context=bWFzdGVyfHJvb3R8MjA0MzZ8aW1hZ2UvanBlZ3xhREF6TDJnek5DODJOamc0TVRRek5UWTJORFF4TkM4NE1EQlhlRGd3TUVoZk1URXlOemMzTkRBd01pMHhMbXB3Wnd8MTMwNTM4NDU5N2FiNTc1ZTU2NmQzZjVkZWJkNTkzMjcyYzVlNzY4ZWYzZTBmMDkzYmI2NTA5MDI3MWMwY2VlZA,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127770001,,R-CVKTMBNAR19,RACETECH,"RTECH RAD SCOOPS, WHT/ORG",Paneles laterales de radiador RACETECH,59.46,49.14,31.94,8054036573061,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,Blanco / Naranja,28201,668,914,363,85,,,,,,Blanco & Naranja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127770001-1.jpg?context=bWFzdGVyfHJvb3R8ODMwOHxpbWFnZS9qcGVnfGFERmtMMmhsTlM4Mk5qZzRNVFF6TWpFeU5UUTNNQzg0TURCWGVEZ3dNRWhmTVRFeU56YzNNREF3TVMweExtcHdad3wwMjgwNzU0MWJiNWJkMGNhNGIxNGFkODUzYWI5NzI1ZjhlMGJmMzA0YjQxYjYyNjU1NjI2Yzc5YzA0MjZlNGRm,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127773002,,R-CVYZ0BL0015,RACETECH,"RTECH RAD SCOOPS, BLU",Paneles laterales de radiador RACETECH,57.48,47.50,30.88,8057094123650,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Azul,,4500,3640,300,150,100,,,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127773002-1.jpg?context=bWFzdGVyfHJvb3R8MjY4MTJ8aW1hZ2UvanBlZ3xhR1EyTDJneVpTODJOamc0TVRRek5EZzNOems0TWk4NE1EQlhlRGd3TUVoZk1URXlOemMzTXpBd01pMHhMbXB3Wnd8ODhkZGUyYzUxYWY0ZDk4MGRjNDE3YzUzZTExNGUxYmYzZDZiZDA4NmZiOGM2ZjUxYzkwNDZlNjA5MmU4YjA0YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
1127773001,,R-CVYZ0NR0015,RACETECH,"RTECH RAD SCOOPS, BLK",Paneles laterales de radiador RACETECH,57.48,47.50,30.88,8054036575812,0,8714109090,0,1,"<p>RACETECH es un especialista mundialmente conocido en kits de pl&aacute;stico para motos de MX y Enduro. Sus productos est&aacute;n hechos de pl&aacute;stico inyectado y son la elecci&oacute;n favorita de muchos equipos de MXGP.</p>
<ul>
<li>Tipo OEM</li>
<li>Igual que el utilizado en MXGP</li>
<li>Alta resistencia a los rayos UV</li>
</ul>","
RACETECH es un especialista mundialmente conocido en kits de plástico para motos de MX y Enduro. Sus productos están hechos de plástico inyectado y son la elección favorita de muchos equipos de MXGP.

Tipo OEM
Igual que el utilizado en MXGP
Alta resistencia a los rayos UV
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,9727,430,384,347,73,,,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127773001-1.jpg?context=bWFzdGVyfHJvb3R8MjEzMzh8aW1hZ2UvanBlZ3xhRFkwTDJnell5ODJOamc0TVRRek5EUTRORGMyTmk4NE1EQlhlRGd3TUVoZk1URXlOemMzTXpBd01TMHhMbXB3Wnd8NDM3NTlkYTQ5ZDBlYTUyODMzMjc3MGM3YmNlOWQ2ZTE0MzVkYTIzN2Y3OTIwYTEwYjg5ZWE4ODJiMzNmMzk2ZA,,,,,,https://static.bihr.pro/eBihr/Pictures/RACETECH-pictures.zip,,,Spain Warehouse (Parts)
