PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Bloqueo,Color,Composición,Embalaje,Especificaciones,Fijación,Forma,Homologación,Incluye intermitente,Longitud (cm),Montaje,Posición,Rosca (mm),Tipo de puño,Tipo de retrovisor,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1138441002,,BE02007#043,UFO,"UFO REAR FENDER+SIDEPANELS, WHT",Guardabarros trasero + paneles laterales UFO,52.99,43.79,28.46,8052135513650,0,8714109090,0,1,"<p>Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.</p>
<ul>
	<li>Tipo OEM</li>
	<li>Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión</li>
</ul>","
Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.

	Tipo OEM
	Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Blanco,,38850,479,776,298,168,,,,Blanco,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138441002-1.jpg?context=bWFzdGVyfHJvb3R8NjUzODZ8aW1hZ2UvanBlZ3xhRE5pTDJoaVlTOHhNREEzTlRRMk16VXlOVGs1TXpRdk9EQXdWM2c0TURCSVh6RXhNemcwTkRFd01ESXRNUzVxY0djfDJiMWVjM2JmNmQ2NmY0NDkzNWUwZDZkYjEwMGQyMDdlOWI3YTUxMjE0Yzg2ODczMDNlYzY5MTkxZGM5ZGIwZjI,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1138441001,,BE02007#001,UFO,"UFO REAR FENDER+SIDEPANELS, BLK",Guardabarros trasero + paneles laterales UFO,52.99,43.79,28.46,8052135513667,0,8714109090,0,1,"<p>Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.</p>
<ul>
	<li>Tipo OEM</li>
	<li>Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión</li>
</ul>","
Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.

	Tipo OEM
	Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Negro,,62133,477,786,310,255,,,,Negro,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138441001-1.jpg?context=bWFzdGVyfHJvb3R8ODI5NzR8aW1hZ2UvanBlZ3xhRGhpTDJobU1DOHhNREEzTlRRMk16UTROalkzTVRndk9EQXdWM2c0TURCSVh6RXhNemcwTkRFd01ERXRNUzVxY0djfGNlYzNmN2E1ZTA3MWU0ZTg4NDRhZTc1MWRhZjNlNzA4MmEwOTRkOGE0ZWQ2MGIzNzE4OTkyYzI3ODMyYTlhMDE,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1138441003,,BE02007#063,UFO,"UFO REAR FENDER+SIDEPANELS, RED",Guardabarros trasero + paneles laterales UFO,52.99,43.79,28.46,8052135513674,0,8714109090,0,1,"<p>Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.</p>
<ul>
	<li>Tipo OEM</li>
	<li>Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión</li>
</ul>","
Los plásticos UFO son famosos por su calidad y su resistencia al uso off-road. Están diseñados como los plásticos OEM y son fáciles de montar. Son utilizados por los mejores equipos de MXGP de hoy en día y por antiguos campeones del mundo.

	Tipo OEM
	Fabricados con plástico inyectado resistente a los rayos UV, al frío y a la torsión
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,Rojo,,73258,484,781,350,268,,,,Rojo,,,,,,,,,,Trasero,,,,,https://api.mybihr.com/medias/800Wx800H-1138441003-1.jpg?context=bWFzdGVyfHJvb3R8MTMyNzY3fGltYWdlL2pwZWd8YURsaEwyaGhZeTh4TURBM05UUTJNelUyTlRNeE5UQXZPREF3VjNnNE1EQklYekV4TXpnME5ERXdNRE10TVM1cWNHY3w4ZmNlYjI0ZGU3MTdlMDk4ODk0OGUxMmZmMTNkN2YyM2Q2N2MzMGE2YzViM2NiMGZlZjhkOTk5MTU5ODNlMmVi,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1055727,47690,SU03991#001,UFO,UFO CHAINGUIDE SLIDER,Patín de basculante suelto UFO Suzuki negro SU03991-001,22.46,18.56,12.06,8052135082576,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul> <li>OEM type </li><li>Made from UV, choc and torsion resistant injected plastic</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  OEM type Made from UV, choc and torsion resistant injected plastic  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,1429,160,313,83,55,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1055727-1.jpg?context=bWFzdGVyfHJvb3R8MjkyOTF8aW1hZ2UvanBlZ3xhRE5rTDJnNVpDODRNVFkzTXpRek9UY3pPVGt6TkM4NE1EQlhlRGd3TUVoZk1UQTFOVGN5TnkweExtcHdad3wzYzZiNDBkZTVhYjQ0ODAwYTIyY2FhM2EyOTk1N2UxOWQ0Mzg3M2MzOTI1YzhjNjk5MWUxNmRjZGRjMTZjODc3,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032057,,,UFO,UFO KIT FENDER YELLOW/BLACK,Kit guardabarros delantero & Trasero OEM Color  Suzuki RM-Z450,61.76,51.04,33.18,,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,87482,1226,440,440,440,,,,Amarillo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032057-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTMzMzl8aW1hZ2UvanBlZ3xhREZrTDJobE9DOHhNelF3TlRrMU9UTTRPVEl4TkM4ek1ETXlNRFUzTFRGZk9EQXdWM2c0TURCSXw0YWNhZGE0YzgzOTk2ZGZlNjM4NDdkZjFjOTg3OWVhNmU0YTlhNmE4ZGUxZGIzOWQwYjYzMWI0NzMzMjQ2NWUz,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032043,,,UFO,UFO KIT FENDER RED,Kit guardabarros delantero & Trasero OEM Color Honda CR80R/CR85R,56.14,46.40,30.16,,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,28158,803,300,300,300,,,,Rojo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032043-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQyNTR8aW1hZ2UvanBlZ3xhREF4TDJoaVl5OHhNelF3TlRrMU5UUTFOekExTkM4ek1ETXlNRFF6TFRGZk9EQXdWM2c0TURCSXxiNDM3ZjFjMTc5NzEyOGE0NWRkZWE2YzY3YTk4ODNmMGUzNDhlZmQyYThlZTMyZTdhOGUzZjQ5N2NmNWQwZmE0,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032044,,,UFO,UFO KIT FENDER RED,Kit guardabarros delantero & Trasero OEM Color Honda CR125R,61.76,51.04,33.18,,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,138647,1265,520,520,520,,,,Rojo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032044-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg5MzZ8aW1hZ2UvanBlZ3xhRFl3TDJoaFpTOHhNelF3TlRrMU5UZzFNREkzTUM4ek1ETXlNRFEwTFRGZk9EQXdWM2c0TURCSXw5MzlhZDIwOTBkZDY0ZWFkMWYwNzIzMzkxMTVkZjdkZGZiZDkyMjU3YzhiM2EzMjVhYTVmZjAwMDczODFjYTYz,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032047,,,UFO,UFO KIT FENDER WHITE,Kit guardabarros delantero & Trasero Blanco Husqvarna,61.76,51.04,33.18,,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs1C98BBCC{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul start=""1""> <li>Included: <ul> <li>Front fender </li><li>Rear fender </li></ul> </li><li>Injected plastic: shock and torsion resistant </li><li>High UV resistance</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  Included:  Front fender Rear fender  Injected plastic: shock and torsion resistant High UV resistance  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,45050,1010,360,360,360,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032047-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ3NTF8aW1hZ2UvanBlZ3xhR00xTDJoall5ODVNREUxTURVeU1UY3pNelF5THpNd016SXdORGN0TWw4NE1EQlhlRGd3TUVnfDVjM2E3NGE3NzMzYTQ4NzRhOGQ0ZjAzNGY4MTFjNTdlN2UwODA3MDY0MGFkYmRhYjEzMDUwM2QwYzNkNTdjMmU,https://api.mybihr.com/medias/3032047-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTgxODZ8aW1hZ2UvanBlZ3xhREE0TDJoak5pODVNREUxTURVeU16WTVPVFV3THpNd016SXdORGN0TTE4NE1EQlhlRGd3TUVnfDEwMDYxNzY4N2ExYjNkOTk0NjdlZGEzMzE0ZmQ5YzkyMDViNDgwOTBmMjkwYjBlMGY1NjA2Y2IyYzg3ZDRmMGU,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032048,,,UFO,UFO KIT FENDER WHITE,Kit guardabarros delantero & Trasero Blanco Husqvarna,61.76,51.04,33.18,,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs1C98BBCC{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul start=""1""> <li>Included: <ul> <li>Front fender </li><li>Rear fender </li></ul> </li><li>Injected plastic: shock and torsion resistant </li><li>High UV resistance</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  Included:  Front fender Rear fender  Injected plastic: shock and torsion resistant High UV resistance  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,49808,981,370,370,370,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032048-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg2Njl8aW1hZ2UvanBlZ3xhRE00TDJoaVppODVNREUxTURVeU5UWTJOVFU0THpNd016SXdORGd0TVY4NE1EQlhlRGd3TUVnfDkzNGE5NGZhODg0YzY5YWYxYTViNjhiNTI5YjJmODZiZTU4MmZjOTYxZmI0MmUzOWI1YzQzMmQ3YzZjMTZkYzg,https://api.mybihr.com/medias/3032048-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzM4NjZ8aW1hZ2UvanBlZ3xhRFkzTDJoaU9DODVNREUxTURVeU56WXpNVFkyTHpNd016SXdORGd0TWw4NE1EQlhlRGd3TUVnfDk4ZGZjNmVjMTQ4NTA5MzNhNDdlNDg5Y2M3MzBjYmNjZmYzZjdlOGNhNWQxMjhlMWMzY2JiZDkwZmJiZTgxMzU,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
3032052,,,UFO,UFO KIT FENDER YELLOW,Kit guardabarros delantero & Trasero OEM Color  Suzuki RM-Z250,61.76,51.04,33.18,,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,103304,1174,470,470,470,,,,Amarillo,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3032052-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwNDJ8aW1hZ2UvanBlZ3xhRE5tTDJneE55OHhNelF3TlRrMU56UXlNekV6TkM4ek1ETXlNRFV5TFRGZk9EQXdWM2c0TURCSXxlNzU5OTE2NWIwN2JiMzQzYjExMDE5Mjg2MTBkZWY4ZWJjNDQ3YWJkNmJiOGYxNDM1MWVkYWE0YjY5NmIxOTQ0,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1055804,4430024102,KT04093#042,UFO,UFO PLASTIC SIDE PANELS,Paneles traseros UFO blanco,75.26,62.20,40.43,8052135104407,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul> <li>OEM type</li><li>Made from UV, choc and torsion resistant injected plastic</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  OEM typeMade from UV, choc and torsion resistant injected plastic  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,21077,613,718,309,95,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1055804-1.jpg?context=bWFzdGVyfHJvb3R8MzY5ODl8aW1hZ2UvanBlZ3xhR1ppTDJoa09TODRNVFkzTXpRMU1URTBNekU1T0M4NE1EQlhlRGd3TUVoZk1UQTFOVGd3TkMweExtcHdad3xlZDI4MTljY2Q1MmRjZDdhZjNhY2ZmZjZjMzQyOGJhN2YxMWFiOGFiODM3NmQ0OGQ5YWJiZWFjMmMxMDAwNjA0,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1066262,78452872,YA03890#089,UFO,UFO CHAINGUIDE SLIDER,Guiacadenas UFO azul Reflex Yamaha,26.95,22.27,14.48,8052135091561,2,8714109090,0,1,<ul><li>Las pl&aacute;sticas UFO son famosas por su calidad y su resistencia al uso off-road</li><li>Su dise&ntilde;o es similar al de las pl&aacute;sticas OEM y son f&aacute;ciles de montar</li><li>Las utilizan tanto excampeones del mundo como los mejores equipos de MXGP actuales</li><li>Tipo OEM</li><li>Pl&aacute;stico inyectado: resistente a los golpes y a la torsi&oacute;n</li><li>Alta resistencia a los rayos UV</li></ul>,Las plásticas UFO son famosas por su calidad y su resistencia al uso off-roadSu diseño es similar al de las plásticas OEM y son fáciles de montarLas utilizan tanto excampeones del mundo como los mejores equipos de MXGP actualesTipo OEMPlástico inyectado: resistente a los golpes y a la torsiónAlta resistencia a los rayos UV,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,828,120,218,95,40,,,,Azul,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066262-1.jpg?context=bWFzdGVyfHJvb3R8MTU4NTUyfGltYWdlL2pwZWd8YUdGa0wyZ3pZUzg0TVRZM016UTJOalEzT0RZeU1pODRNREJYZURnd01FaGZNVEEyTmpJMk1pMHhMbXB3Wnd8YzkwMGM5YjQ0MTExZWI0MmI0MmJkMmQzNDMyNjA0ZjdkZDA3YWM0NDBjZTliZmIzY2IxOTdjYWQ1MWUwNjNmZQ,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1066279,,KTKIT506@001,UFO,UFO PLASTIC KIT,Kit de Plástica UFO Negro KTM,144.66,119.55,77.71,8052135041580,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs338D9379{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul> <li>OEM type</li><li>Kit contains:<ul> <li>Front fender</li><li>Rear Fender + Side panels</li><li>Radiator covers</li><li>Front plate</li></ul> </li><li>Made from UV, choc and torsion resistant injected plastic</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  OEM typeKit contains: Front fenderRear Fender + Side panelsRadiator coversFront plate Made from UV, choc and torsion resistant injected plastic  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,99531,2785,791,451,279,,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066279-1.jpg?context=bWFzdGVyfHJvb3R8MTMyMjc3fGltYWdlL2pwZWd8YURVekwyZ3paaTg0TVRZMk56WXhPVFUxTXpNeE1DODRNREJYZURnd01FaGZNVEEyTmpJM09TMHhMbXB3Wnd8MWFiYmVkZmZlNjI2M2IwMWE3MDBhMjY5YzUzODgyMmY4MDFjOTM4MmJlMDZhYTZkNDRjZTllN2Q5NWFiNjJmMQ,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1066288,46968,HO02685#041,UFO,UFO PROTECTION FRAME,Protector chasis UFO- Honda XR600R,30.53,25.23,16.40,8430525469686,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.</p><p> </p><ul> <li>OEM type</li><li>Made from UV, choc and torsion resistant injected plastic</li></ul> </body> </html>","       UFO plastics are renowned for their quality and their resistance to off-road use. They’re designed like OEM plastics and are easy to mount. They are used by todays MXGP top teams and former world champions.  OEM typeMade from UV, choc and torsion resistant injected plastic  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,1418,120,270,210,25,,,,Blanco,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066288-1.jpg?context=bWFzdGVyfHJvb3R8NzIwMDZ8aW1hZ2UvanBlZ3xhRE0xTDJobU1DODRNVFkzTXpRMk9UZ3lNRGsxT0M4NE1EQlhlRGd3TUVoZk1UQTJOakk0T0MweExtcHdad3xlNDc4ZmMxNWZhYjJkODM2NTQ2NDM5ZjA3YWMwMDU2OTNjOWQ4Yjk5MTlkZTM1ODM4YzE1MzlmZjAzZWNkMjc5,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1066266,78454772,AC02402,UFO,UFO COVER CLUTCH,Protector tapa de embrague UFO azul Yamaha WR450F,37.07,30.64,19.92,8053736501107,2,8714109090,0,1,<ul><li>Pieza de protecci&oacute;n fabricada en pl&aacute;stico moldeado</li><li>Gran resistencia al calor y a los rayos UV</li><li>Montaje sobre la tapa del embrague mediante tornillos</li><li>Logotipo UFO en 3D</li><li>Se suministra con juego de tornillos</li></ul>,Pieza de protección fabricada en plástico moldeadoGran resistencia al calor y a los rayos UVMontaje sobre la tapa del embrague mediante tornillosLogotipo UFO en 3DSe suministra con juego de tornillos,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,1778,192,208,190,45,,,,Azul & Azul,Plástico,por unidad,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066266-1.jpg?context=bWFzdGVyfHJvb3R8MTQ5NzU1fGltYWdlL2pwZWd8YURKakwyZ3lPQzg0TVRZM016UTJOekkyTlRBMU5DODRNREJYZURnd01FaGZNVEEyTmpJMk5pMHhMbXB3Wnd8ZGUzM2VkM2VlMTYzYmE1NjIwYmFhN2NiOTdlYmZhZWQ2ZTA5MzVlYzFkMDFjNjQ3MTRkMWE0NzdlYmRlOTk0Mw,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
1066249,78552253,KT03096#127,UFO,UFO CHAINGUIDE SLIDER,Patín de basculante + Almohadilla de cadena UFO naranja  KTM,22.46,18.56,12.06,8052135036302,2,8714109090,0,1,<ul><li>Las pl&aacute;sticas UFO son famosas por su calidad y su resistencia al uso off-road</li><li>Su dise&ntilde;o es similar al de las pl&aacute;sticas OEM y son f&aacute;ciles de montar</li><li>Las utilizan tanto excampeones del mundo como los mejores equipos de MXGP actuales</li><li>Tipo OEM</li><li>Pl&aacute;stico inyectado: resistente a los golpes y a la torsi&oacute;n</li><li>Alta resistencia a los rayos UV</li></ul>,Las plásticas UFO son famosas por su calidad y su resistencia al uso off-roadSu diseño es similar al de las plásticas OEM y son fáciles de montarLas utilizan tanto excampeones del mundo como los mejores equipos de MXGP actualesTipo OEMPlástico inyectado: resistente a los golpes y a la torsiónAlta resistencia a los rayos UV,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,1397,244,388,90,40,,,,Naranja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066249-1.jpg?context=bWFzdGVyfHJvb3R8NzUwMjd8aW1hZ2UvanBlZ3xhREJqTDJnNE5DODRNVFkzTXpRMk16TXpNamc1TkM4NE1EQlhlRGd3TUVoZk1UQTJOakkwT1MweExtcHdad3w0NGRlZWQzYjdlNmVlZDMyYzUzNWZjYWIyMWYyOGRiZjEzZDk2Y2EzYTU5MGUzZjFlMzI0MGViZTIxMTMzMzE3,,,,,https://static.bihr.pro/eBihr/Pictures/UFO-pictures.zip,Spain Warehouse (Parts)
