PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Diámetro Ø (mm),Tipo,Picture1,Picture2,Picture3,AllPicturesZIP,Document1,DeliveryPlant
1041927,877890,0721789,MAGURA,MAGUR SPAREPARTS HC3 CONNECTOR,Tornillo de Banjo doble Magura HC3,13.12,10.84,7.05,721789,2,8714101000,0,1,<li>2 banjo connector</li> <li>For HC3 system</li>,2 banjo connector For HC3 system,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,103,5,147,140,5,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041937,877184,0722138,MAGURA,MAGUR SPAREPARTS CARBON BRAKE HOSE,Latiguillo de embrague de carbono Magura 1045mm,42.86,35.42,23.02,0722138,0,8714105000,0,1,"<p>LATIGUILLO DE EMBRAGUE DE ALTA PRESIÓN HIMEC FIBRA DE CARBONO</p>
<ul>
	<li>Racor Ø 6 mm</li>
	<li>Rosca latiguillo M10x1</li>
	<li>Largo 1045 mm</li>
	<li>Aceite mineral</li>
	<li>Latiguillo de alta presión de fibra de CARBONO con anillos de estanqueidad</li>
</ul>
","
LATIGUILLO DE EMBRAGUE DE ALTA PRESIÓN HIMEC FIBRA DE CARBONO

	Racor Ø 6 mm
	Rosca latiguillo M10x1
	Largo 1045 mm
	Aceite mineral
	Latiguillo de alta presión de fibra de CARBONO con anillos de estanqueidad

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,1182,57,189,139,45,,,,https://api.mybihr.com/medias/800Wx800H-1041937-1.jpg?context=bWFzdGVyfHJvb3R8MTQxNDN8aW1hZ2UvanBlZ3xhREZsTDJneE9TODJOamt3TmprMU5UVTNPVFF5TWk4NE1EQlhlRGd3TUVoZk1UQTBNVGt6TnkweExtcHdad3xkMmIzMWFkNzdmMTkzY2E3YjYxMzE1YWQxOGYxYmRhM2RmMzBiNzA1ODJmMGQ4NDA1ODRlZjdhMDNhMmYyOTVi,https://api.mybihr.com/medias/800Wx800H-1041937-2.jpg?context=bWFzdGVyfHJvb3R8MjAxNjh8aW1hZ2UvanBlZ3xhRE5qTDJnd1ppODJOamt3TmprMU5UZzBNVFUyTmk4NE1EQlhlRGd3TUVoZk1UQTBNVGt6TnkweUxtcHdad3wxNDM5MjNiYjQ2ODQzNDc1YTZhODdiNWFjODA3ZTA0NTgwNjIwMTRkOTQ0NzQ3Mjc0NDM2YzMxNTVlZjVhYmMw,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041939,877017,0722177,MAGURA,MAGUR SPAREPARTS LEVER MC195,Maneta de freno Magura 195 corta forjada,41.04,33.92,22.05,722177,1,8714101000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,362,105,238,76,20,,,,https://api.mybihr.com/medias/1041939-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcxMjB8aW1hZ2UvanBlZ3xhRE15TDJnNVpDODRPVGN3TVRnek5qTTVNRGN3THpFd05ERTVNemt0TVY4NE1EQlhlRGd3TUVnfDgxMWI1ODBmMDU3MjU0NzI1NzUwODQxZmZlZGQ1YzBiYmM5MWFiMWRjMjg4YTY4ODMyNGVlNzhmYTZiNGUyZDk,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041869,41600027,2122998,MAGURA,MAGUR MASTER CYL CLUTCH HYD HYMEC167,Sistema de embrague hydraulico Magura Hymec CRF450R,319.28,263.87,171.52,2122998,0,8714105000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a><a id=""_dx_frag_StartFragment""></a><a id=""PRODUCT-SUBTITLE""></a>Magura developped HYMEC clutch system, a conversion kit for traditional able system in hydraulic clutch. This kit reduces from 10 to 20% the effort to disengage, greatly improving clutch feeling.</p><p> </p><ul> <li>The supplied kit comprises a master cylinder, a hose and a receiver cylinder</li></ul> <p> </p><p>Master cylinder Magura 167 mounted on several european off-road bikes, are the same as HYMEC models. They are fully reviewable by a complete range of parts.</p><p> </p><ul> <li>New colour : black</li><li>Fold away lever</li><li>New design : feeling more accurate</li><li>Ultra resistant alloy lever</li><li>Mounting kit : new compact design<a id=""_dx_frag_EndFragment""></a></li></ul> <p><br> </p></body> </html>","       Magura developped HYMEC clutch system, a conversion kit for traditional able system in hydraulic clutch. This kit reduces from 10 to 20% the effort to disengage, greatly improving clutch feeling.  The supplied kit comprises a master cylinder, a hose and a receiver cylinder  Master cylinder Magura 167 mounted on several european off-road bikes, are the same as HYMEC models. They are fully reviewable by a complete range of parts.  New colour : blackFold away leverNew design : feeling more accurateUltra resistant alloy leverMounting kit : new compact design   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,7674,524,357,259,83,,,,https://api.mybihr.com/medias/1041869-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDkxNDN8aW1hZ2UvanBlZ3xhR1EwTDJobU5TODRPVGN3TVRjNU5URXdNekF5THpFd05ERTROamt0TVY4NE1EQlhlRGd3TUVnfDI5ODViOTYwZmNjMjllNTVhN2VhNjYwMDJjNmRiOTAxMGE3ZWFlYzdmZmYyN2QxZTllOWQ5MmI4OTJmMzc1YWY,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041936,877195,0722137,MAGURA,MAGUR SPAREPARTS CARBON BRAKE HOSE,Latiguillo de carbono Magura HYMEC 1120mm,42.86,35.42,23.02,0722137,0,8714105000,0,1,"<p>LATIGUILLO DE EMBRAGUE DE ALTA PRESIÓN HIMEC FIBRA DE CARBONO</p>
<ul>
	<li>Racor Ø 6 mm</li>
	<li>Rosca latiguillo M10x1</li>
	<li>Largo 1120 mm</li>
	<li>Aceite mineral</li>
	<li>Latiguillo de alta presión de fibra de CARBONO con anillos de estanqueidad</li>
</ul>
","
LATIGUILLO DE EMBRAGUE DE ALTA PRESIÓN HIMEC FIBRA DE CARBONO

	Racor Ø 6 mm
	Rosca latiguillo M10x1
	Largo 1120 mm
	Aceite mineral
	Latiguillo de alta presión de fibra de CARBONO con anillos de estanqueidad

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,1184,72,199,175,34,,,,https://api.mybihr.com/medias/800Wx800H-1041936-1.jpg?context=bWFzdGVyfHJvb3R8MjIxMDR8aW1hZ2UvanBlZ3xhRFEzTDJnME5TOHpNekV6TVRVNE5UUXpOemN5Tmk4NE1EQlhlRGd3TUVoZk1UQTBNVGt6TmkweExtcHdad3wyZjUwOWM4ZTFlYzBkNTM0MTY2ZDZmNDQ2MDRjN2I0Y2YzZjg2OTQ2YTQ1ZmEyZjJlMzc3OTY2MTEzNWJlNTNl,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041861,877990,2100453,MAGURA,MAGUR MASTER CYL BRAKE HC1 18MM,Bomba de freno Magura HC1 Ø18 Maneta larga,296.99,245.45,159.54,2100453,0,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Magura HC1: the compact radial hydraulic brake or clutch fitting will optimize the feeling and braking performance thanks to a more sensitive shifting operation. Not only space-saving and easily attached even in tight spaces, it definitely has a strong price-performance ratio.</p><p> </p><ul start=""1""> <li>Brake lever reach is individually adjustable</li><li>Lever and cylinder parts are forged</li><li>ABS-compatible</li><li>All components are also available individually</li></ul> </body> </html>","       Magura HC1: the compact radial hydraulic brake or clutch fitting will optimize the feeling and braking performance thanks to a more sensitive shifting operation. Not only space-saving and easily attached even in tight spaces, it definitely has a strong price-performance ratio.  Brake lever reach is individually adjustableLever and cylinder parts are forgedABS-compatibleAll components are also available individually  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,3294,590,259,159,80,,,,https://api.mybihr.com/medias/1041861-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQyMjh8aW1hZ2UvanBlZ3xhR0poTDJnelpDODRPVGN3TVRjM056UXdPRE13THpFd05ERTROakV0TVY4NE1EQlhlRGd3TUVnfGZiYzg1ZWI5YTIyMGY5Mzc3ZDVlYmI1NzMxYTkyYjQ2YzcxNjc2M2RmMDBlYmJjNDNmZTBmYThmZjJmNThhYjI,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041863,877986,2100456,MAGURA,MAGUR MASTER CYL CLUTCH HC1 13MM,"Bomba de embrague Magura HC1 Ø13 con maneta larga, Mineral",296.99,245.45,159.54,2100456,0,8714101000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Magura HC1: the compact radial hydraulic brake or clutch fitting will optimize the feeling and braking performance thanks to a more sensitive shifting operation. Not only space-saving and easily attached even in tight spaces, it definitely has a strong price-performance ratio.</p><p> </p><ul start=""1""> <li>Brake lever reach is individually adjustable</li><li>Lever and cylinder parts are forged</li><li>ABS-compatible</li><li>All components are also available individually</li></ul> </body> </html>","       Magura HC1: the compact radial hydraulic brake or clutch fitting will optimize the feeling and braking performance thanks to a more sensitive shifting operation. Not only space-saving and easily attached even in tight spaces, it definitely has a strong price-performance ratio.  Brake lever reach is individually adjustableLever and cylinder parts are forgedABS-compatibleAll components are also available individually  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,3215,569,256,157,80,Negro,,,https://api.mybihr.com/medias/1041863-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMzV8aW1hZ2UvanBlZ3xhR1kwTDJnNU1pODRPVGN3TVRjNE1UTTBNRFEyTHpFd05ERTROak10TVY4NE1EQlhlRGd3TUVnfGU2YzVjM2ZmODM4N2VlNDQzOGU2ZWFmN2YyY2U5OTQ3MDI4NDVhMzdkYTVlMzJiM2ZjZjU1ZDZhMjM2MGMzZjY,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041941,877016,0722202,MAGURA,MAGUR SPAREPARTS LEVER MC195,Maneta de freno Magura 195 larga forjada,41.04,33.92,22.05,722202,1,8714101000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,382,111,242,79,20,,,,https://api.mybihr.com/medias/1041941-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDd8aW1hZ2UvanBlZ3xhREk1TDJnME1TODRPVGN3TVRnME1qSTRPRGswTHpFd05ERTVOREV0TVY4NE1EQlhlRGd3TUVnfGFkMDI2ODUwZTEyNTgzOTkxNGQwOTQyMmZkZGIxZWE2YzU5YjY5NTg0MTYwMDBlMzBkYTM0MzMyZTY1MzEzZjk,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041947,877126,0723121,MAGURA,MAGUR SPAREPARTS LEVER HYMEC 167,Maneta de freno y embrague corta con regulación MAGURA 167 123mm,37.96,31.37,20.39,0723121,0,8714101000,0,1,Reversible and adjustable forged lever,Reversible and adjustable forged lever,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,375,76,164,104,22,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041954,870391,0723202,MAGURA,MAGUR SPAREPARTS PROTECTION CAP,Tapa de protección MAGURA,12.75,10.54,5.63,723202,1,8714101000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,281,11,82,73,47,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041956,877202,0723296,MAGURA,MAGUR SPAREPARTS LEVER HYMEC 167,Maneta Magura ambos lados ajustable 167 largo 163mm,41.77,34.52,22.44,4055184017647,3,8714101000,0,1,<p>Magura master cylinders are renowned for their gains in performance and their comfort of use. They are recommended for race tuning.</p><p>Length 163mm</p><p>Reversible with adjustment</p>,"
Magura master cylinders are renowned for their gains in performance and their comfort of use. They are recommended for race tuning.
Length 163mm
Reversible with adjustment",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,260,114,191,40,34,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041972,8771111,2700501,MAGURA,MAGUR SPAREPARTS HYMEC 167 COVER,"Tapa bomba Magura HYMEC 167 liquido mineral, con fuelle y tornillos",18.31,15.13,9.83,2700501,0,8714101000,0,1,"<p>TAPA DEPÓSITO NEGRA</p>
<p>&nbsp;</p>
<ul>
	<li>Para uso con aceite mineral, con fuelle y tornillos.</li>
	<li>Para bombas de embrague 167 y sistemas de embrague HYMEC.</li>
</ul>
","
TAPA DEPÓSITO NEGRA

 

	Para uso con aceite mineral, con fuelle y tornillos.
	Para bombas de embrague 167 y sistemas de embrague HYMEC.

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,98,26,66,55,27,,,,https://api.mybihr.com/medias/800Wx800H-1041972-1.jpg?context=bWFzdGVyfHJvb3R8MTM0MDB8aW1hZ2UvanBlZ3xhRE0zTDJnME1DODRNelUzTXpRek16TTJPRFl3Tmk4NE1EQlhlRGd3TUVoZk1UQTBNVGszTWkweExtcHdad3w3YjJlZjQ5NmFkMzk2NmE2NmEyOGQ2MzFkMTUxODQ0Y2E4YTI3N2MwNzYwMTNlZTZhZmFhZWFkMmViY2I2NDZk,https://api.mybihr.com/medias/800Wx800H-1041972-2.jpg?context=bWFzdGVyfHJvb3R8MTcwNzh8aW1hZ2UvanBlZ3xhRGszTDJnek1pODRNelUzTXpRek16YzJNVGd5TWk4NE1EQlhlRGd3TUVoZk1UQTBNVGszTWkweUxtcHdad3w4NWU0ZDc1YjgyYWQ1M2ZmZmZlZjAyNzBlYWYzNWI5MWVkN2RiNmQwZTEyODEyMGMzMmQ4MTQ2Nzc0ZjFhOTA2,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041897,877205,0120659,MAGURA,MAGUR SPAREPARTS CLUTCH SLAVE CYL,Receptor de embrague MAGURA Hymec - 67mm / 80-84mm,120.12,99.27,64.53,0120659,0,8714105000,0,1,"<p>Magura es una de las marcas m&aacute;s conocidas de sistemas de manetas hidr&aacute;ulicas y de cable para motos de 2 ruedas. Con sede en Alemania, la marca desarrolla sus productos de alto rendimiento para tu seguridad y comodidad.</p>
<ul>
<li>Receptor de embrague universal</li>
<li>Longitud: 67mm</li>
<li>Longitud activado: 80-84mm</li>
</ul>","
Magura es una de las marcas más conocidas de sistemas de manetas hidráulicas y de cable para motos de 2 ruedas. Con sede en Alemania, la marca desarrolla sus productos de alto rendimiento para tu seguridad y comodidad.

Receptor de embrague universal
Longitud: 67mm
Longitud activado: 80-84mm
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,936,56,148,93,68,,,,https://api.mybihr.com/medias/800Wx800H-1041897-1.jpg?context=bWFzdGVyfHJvb3R8MTA3ODk5fGltYWdlL2pwZWd8YURnd0wyZ3pNeTgwTkRFMU5USXdNREkwTVRZNU5DODRNREJYZURnd01FaGZNVEEwTVRnNU55MHhMbXB3Wnd8MDBiOTYzNmU5M2IyNTkzNDk4YjkyNDA5ZGVjMDkzZWU4OWNmZGRjMDViZjU5MzBhZmU1ZWU5ODUxOGQxMzRhNw,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041952,877141,0723189,MAGURA,MAGUR SPAREPARTS LEVER HYMEC 167,Maneta de descompresión Magura 167 negra (soporte+maneta+tornillo+tuerca),20.46,16.91,10.99,723189,0,8714101000,0,1,"Support, lever, bolt and nut","Support, lever, bolt and nut",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,375,70,164,104,22,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041963,877883,2700484,MAGURA,MAGUR SPAREPARTS HALF CLAMP,Abrazadera Magura HC3,86.43,71.43,46.43,2700484,1,8714101000,0,1,<ul> <li>Spare clamp</li> <li>For HC3 system</li></ul>," Spare clamp For HC3 system",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,99,21,98,35,29,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041971,877907,2700499,MAGURA,MAGUR SPAREPARTS RADIAL ADAPTER,Adaptador Radial Magura,44.73,36.97,24.03,2700499,1,8714101000,0,1,"<p>Magura is one of the most knowed brand for 2 wheelers hydraulic and cable lever systems.<br>Based in Germany, the brand develops its hig performance products for your safety and comfort.</p> <ul> <li>Radial adapter</li> <li>For Hymec universal kit</li></ul> <p> </p>","
Magura is one of the most knowed brand for 2 wheelers hydraulic and cable lever systems.Based in Germany, the brand develops its hig performance products for your safety and comfort.  Radial adapter For Hymec universal kit 
 ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,107,11,126,50,17,,,,,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041847,877903,2100004,MAGURA,MAGUR MASTER CYL CLUTCH HYD HYMEC 167,Sistema de embrague hidráulico Magura 167 CRF150 08-15,296.99,245.45,159.54,4055184018026,1,8714105000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <p>Magura developped HYMEC clutch system, a conversion kit for traditional able system in hydraulic clutch. This kit reduces from 10 to 20% the effort to disengage, greatly improving clutch feeling. </p><p> </p><ul start=""1""> <li>The supplied kit comprises a master cylinder, a hose and a receiver cylinder</li></ul> <p> </p><p>Master cylinder Magura 167 mounted on several european off-road bikes, are the same as HYMEC models. They are fully reviewable by a complete range of parts.</p><p> </p><ul start=""1""> <li>New colour : black</li><li>Fold away lever</li><li>New design : feeling more accurate</li><li>Ultra resistant alloy lever</li><li>Mounting kit : new compact design</li></ul> </body> </html>","       Magura developped HYMEC clutch system, a conversion kit for traditional able system in hydraulic clutch. This kit reduces from 10 to 20% the effort to disengage, greatly improving clutch feeling.   The supplied kit comprises a master cylinder, a hose and a receiver cylinder  Master cylinder Magura 167 mounted on several european off-road bikes, are the same as HYMEC models. They are fully reviewable by a complete range of parts.  New colour : blackFold away leverNew design : feeling more accurateUltra resistant alloy leverMounting kit : new compact design  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,6038,615,285,223,95,,,,https://api.mybihr.com/medias/1041847-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU3OTV8aW1hZ2UvanBlZ3xhRFF5TDJobU15ODRPVGN3TVRjME16azRORGswTHpFd05ERTRORGN0TVY4NE1EQlhlRGd3TUVnfDkyODdiOGZkMTkyMWY2YTQ3NmUyMGI4NTcwOGVlOGNiMzk3ZTI4ZmU5MjczOTliMWUyYTNhZmU1NmIzYjUyMTE,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041851,877217,2100012,MAGURA,MAGUR MASTER CYL CLUTCH HYD HYMEC 167,Sistema de embrague hidráulico Magura 167 HYMEC Suzuki RMZ450 08-17,335.99,277.68,180.49,2100012,1,8714105000,0,1,Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. This conversion limits the pressure to be applied to the lever when de-clutching and improves the rider's feel for the clutch.,Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. This conversion limits the pressure to be applied to the lever when de-clutching and improves the rider's feel for the clutch.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,5700,702,284,223,90,,,,https://api.mybihr.com/medias/1041851-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAxNzF8aW1hZ2UvanBlZ3xhR1V6TDJoaE9TODRPVGN3TVRjMU1UZzBPVEkyTHpFd05ERTROVEV0TVY4NE1EQlhlRGd3TUVnfDEyOTEwNzhjYzU2ODg0Yzg4YzdlNTI5ODJmMjZlODc3NjJjNWJlMDM0OWU5OGNlOWMzYmZhNDdkNmViMzZmMmM,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041852,877196,2100019,MAGURA,MAGUR MASTER CYL CLUTCH HYD HYMEC 167,Sistema de embrague hidráulico Magura 167 CR250/CR500 RM250/YZ250,293.86,242.86,157.86,2100019,0,8714105000,0,1,"Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. This conversion limits the pressure to be applied to the lever when de-clutching and improves the rider's feel for the clutch. These assemblies include a master cylinder, a hose and a slave cylinder. They are recommended for tuning for racing.","Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. This conversion limits the pressure to be applied to the lever when de-clutching and improves the rider's feel for the clutch. These assemblies include a master cylinder, a hose and a slave cylinder. They are recommended for tuning for racing.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,5952,627,287,223,93,,,,https://api.mybihr.com/medias/1041852-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgxOTV8aW1hZ2UvanBlZ3xhREV6TDJoaE15ODRPVGN3TVRjMU16Z3hOVE0wTHpFd05ERTROVEl0TVY4NE1EQlhlRGd3TUVnfGY2NGM0ZWEwYjAyYWYwMDcwZTU0NjQ5NzIzZGQzYzAyYWI3MDg3ZTRlNTgzZjJiYWJiNWEyODIyNGQ3OWFmNzU,,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,,Spain Warehouse (Parts)
1041856,877226,2100302,MAGURA,MAGUR MASTER CYL CLUTCH HYD HYMEC 167,Sistema de embrague hidráulico Magura 167 YZ250F 14 RM-Z250 11-14/Ø9.5mm,335.99,277.68,180.49,4055184017968,0,8714105000,0,1,<p>Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. </p><ul><li>Limits the pressure to be applied to the lever when de-clutching</li><li>Optimisation of the rider's feel for the clutch</li><li>More effective action and helps to make the clutch last longer</li><li>Kit includes master cylinder – bleed valve– Hymec hose – slave cylinder</li><li>Master cylinder piston diameter: 9.5mm</li></ul>,"
Magura HYMEC 167 clutches are used to convert conventional cable clutches into hydraulic systems. Limits the pressure to be applied to the lever when de-clutchingOptimisation of the rider's feel for the clutchMore effective action and helps to make the clutch last longerKit includes master cylinder – bleed valve– Hymec hose – slave cylinderMaster cylinder piston diameter: 9.5mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,5911,643,285,223,93,,,,https://api.mybihr.com/medias/1041856-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg1MTB8aW1hZ2UvanBlZ3xhRGRqTDJnek9TODRPVGN3TVRjMk16WTBOVGMwTHpFd05ERTROVFl0TWw4NE1EQlhlRGd3TUVnfDlmOWJmMmE5NGFlMGVjYWIwYzlhNWQyMGNiOTFjZTkwNmFkOTU5NWYwNjZmMDc2ZGM5ZjZmY2Q5OTQwMDIyN2E,https://api.mybihr.com/medias/1041856-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzE5NTd8aW1hZ2UvanBlZ3xhR0ZpTDJnek1pODRPVGN3TVRjMk5UWXhNVGd5THpFd05ERTROVFl0TTE4NE1EQlhlRGd3TUVnfGI1YmY2ODJlODgxMThkMWQ5YjRjZDE3ZjVlNTYwMmY5MTZjZDEwNjg5MTYzNmJiN2UwMmU4M2Q2ZjQzZWVhMTU,,https://static.bihr.pro/eBihr/Pictures/MAGURA-pictures.zip,https://api.mybihr.com/medias/manual-hymec-befuellanleitung-uk.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxNjE2NDh8YXBwbGljYXRpb24vcGRmfGFHRXpMMmhrWVM4NU1EVXdPVFUzTlRRMU5UQXlMMjFoYm5WaGJGOHRYMmg1YldWalgySmxablZsYkd4aGJteGxhWFIxYm1kZmRXc3wwMTdiMTgxMjFmZjEwZjgyNmMyMmE4MDBmNzAzNmYwZGIxZmRiMWQ2NjNhZjhkY2EyZWExYmVmNTUxYjQzMWQ1,Spain Warehouse (Parts)
