PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,AllPicturesZIP,DeliveryPlant
1051479,891940,19650,PTS OUTILLAGE,PTS BURR SET Ø10 SPHERIC,Fresa de carburo  PTS OUTILLAGE aluminio Ø12mm,64.28,53.12,42.50,19650,1,8205510000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,19,32,78,17,14,https://api.mybihr.com/medias/1051479-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg3NXxpbWFnZS9qcGVnfGFEQTVMMmcxT1M4NE9UVXpPVEExTXpneE5EQTJMekV3TlRFME56a3RNVjg0TURCWGVEZ3dNRWd8ZmFkMzZmNDAwOTg1YzQyMDgzNmI4ZGMzMDVjYWM0ZjU0Y2EzNDQ5OWRlMjlhYmNkYmJjOTExZDE2ODFiNTRmZQ,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051481,891942,19652,PTS OUTILLAGE,PTS BURR SET CONE,Fresa de carburo plástico PTS OUTILLAGE Ø10mm,105.06,86.83,69.46,19652,1,8207909100,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,28,43,83,20,17,https://api.mybihr.com/medias/1051481-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI2Mjh8aW1hZ2UvanBlZ3xhR00yTDJnMVppODRPVFV6T1RBMU5UYzRNREUwTHpFd05URTBPREV0TVY4NE1EQlhlRGd3TUVnfGM5Zjk1ZWE2NDcwODJiZjBjYzhhMTdiOTYwMGY1MWFjNjE5ZWJmYWEyYmM4YWE5MTQ4ZTUyYjllY2Y0NjE4NmQ,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051489,892828,N1800-17,PTS OUTILLAGE,PTS CARB TIP FOR 891922&89101181,Punta de carburo PTS para pluma de grabado 89101181,87.22,72.08,46.85,892828,2,8205510000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,3,5,12,32,7,https://api.mybihr.com/medias/1051489-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI5OTl8aW1hZ2UvanBlZ3xhRFkzTDJnMU15ODRPRFkzTnpjek56UXpNVE0wTHpFd05URTBPRGt0TVY4NE1EQlhlRGd3TUVnfGQwMWM1ODFjZmQzY2JkZTlhMzc0NTAzOTNiNmUxZjM2MTllOTE3YmMzOGRkODk1YmRmYzQ3ZjkyODhkYzdlNWE,https://api.mybihr.com/medias/1051489-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTQ4NHxpbWFnZS9qcGVnfGFHUXhMMmd3TVM4NE9EWTNOemMwTVRNMk16VXdMekV3TlRFME9Ea3RNbDg0TURCWGVEZ3dNRWd8NTY2NDk5ZGUzYmVmN2VhNWZmYzYxYTk2ZjUzYmRjMWMzYjdmMDJlNGQxNTE4M2FlNzg4N2U4N2FmZDc0OGIxZg,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051474,891934,19604,PTS OUTILLAGE,PTS WHEEL SUPP Ø10MM THREAD 6MM,Soporte tornillo frontal PTS OUTILLAGE Ø10mm - Tija 6mm,12.25,10.12,8.10,891934,2,8467190000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,61,38,85,30,24,https://api.mybihr.com/medias/1051474-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI2MXxpbWFnZS9qcGVnfGFEUTVMMmhoWkM4NE9USTBPRGsyTXpJNU56VTRMekV3TlRFME56UXRNVjg0TURCWGVEZ3dNRWd8ZDQ2ZjE3ZjQ3ZWQxNmVkMjc0ZjdjOTViYjdjZjE4MWY3ZWY2YjUxZmIyNDM3NjBlNGVhMTM5MDkyN2U2MzdmZA,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051486,89101181,1800P,PTS OUTILLAGE,PTS PENCIL BURN PTS,Lápiz marcador PTS OUTILLAGE modelo 2017,215.22,177.87,142.30,1800P,2,8467190000,0,1,"Punta de carburo de tungsteno, que permite un mejor grabadoCuerpo metálicoFormato bolígrafoMango giratorio con variación de frecuenciaTubo de alimentación flexibleExtractor frontalJunta tórica de larga duración28,3 L/minPresión de e","Punta de carburo de tungsteno, que permite un mejor grabadoCuerpo metálicoFormato bolígrafoMango giratorio con variación de frecuenciaTubo de alimentación flexibleExtractor frontalJunta tórica de larga duración28,3 L/minPresión de e",TOOLING & WS,TOOLING,TOOLING GENERAL,1309,316,209,101,62,https://api.mybihr.com/medias/1051486-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzMzJ8aW1hZ2UvanBlZ3xhR0U0TDJnNVppODRPVEkwT0RrMk56SXlPVGMwTHpFd05URTBPRFl0TVY4NE1EQlhlRGd3TUVnfGM4N2Y2NDJkZjg1OThmNWQ5ZDQxMDFmNzFlZjM3YjBiNzcxZDM2ZDBkZmM0ZDNkNTEzMTQ3MjhhM2U0ZjhkYTE,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051472,891953,1935,PTS OUTILLAGE,PTS GRIP PLATE BACKING PADS,Recambio cabezal lijadora neumática PTS 75mm,35.71,29.51,23.61,891953,1,8467190000,0,1,"<p>Recambio cabezal semiflexible de 75mm de diámetro, rosca macho 5/16"".</p>","
Recambio cabezal semiflexible de 75mm de diámetro, rosca macho 5/16"".",TOOLING & WS,TOOLING,TOOLING GENERAL,69,34,74,78,12,https://api.mybihr.com/medias/1051472-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYwODJ8aW1hZ2UvanBlZ3xhRGRrTDJobVpDODRPVEkwT0RrMU9UTTJOVFF5THpFd05URTBOekl0TVY4NE1EQlhlRGd3TUVnfDE4Y2QwMzZmOWI5NzgzZmQyMWIwMzI3MTUwOTM0NGY1ZGEwOWE1M2FiMWI4OTgyNGVjMzZkNWZjYTVjYzEwYjQ,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
1051478,891939,19643,PTS OUTILLAGE,PTS BRUSH CRIMPED STILL WIRE FILL,Cepillo de disco torsado PTS OUTILLAGE 75mm,20.41,16.87,13.50,19643,1,8467190000,0,1,"Cepillo de disco de alambre trenzado, Ø75 mm.","Cepillo de disco de alambre trenzado, Ø75 mm.",TOOLING & WS,TOOLING,TOOLING GENERAL,89,125,63,83,17,https://api.mybihr.com/medias/1051478-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI4NjV8aW1hZ2UvanBlZ3xhRE00TDJnek1TODRPVEF5TWpjMU16QXhOREEyTHpFd05URTBOemd0TVY4NE1EQlhlRGd3TUVnfDk5NTBhZjUxY2JhZTFiMTdiZmExMjQyNmZkZDc1ZWRhM2YwODZmZjAyNmY5MmI3ZDAxMTYzMjk2NWVjMmM2YzA,,https://static.bihr.pro/eBihr/Pictures/PTS_OUTILLAGE-pictures.zip,Spain Warehouse (Parts)
