PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Especificaciones,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1075155005,R84353,JTR843.53,JT SPROCKETS,"JTSPR RR SPROC 428 STEEL ST 843, 53",Corona JT SPROCKETS acero estándar 843 - Paso 428,28.50,23.55,12.95,824225308778,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,53 dientes,,786,1111,236,222,15,Negro,Acero,,53,,428,,,,Estándar,,https://api.mybihr.com/medias/1075155005-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg1MDN8aW1hZ2UvanBlZ3xhRGcyTDJneE5TODRPVEk0TXpnMU1UY3hORGcyTHpFd056VXhOVFV3TURVdE1WODRNREJYZURnd01FZ3w5YTJlOGRhNzgwYmVlYTJjYmM2ZDZkMmI3ZjQ2ZWY3MzNjYTc5Y2Y4MThlZGI4MGJlZmZlNmVkNTJjMjQyODU1,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075155004,R84351,JTR843.51,JT SPROCKETS,"JTSPR RR SPROC 428 STEEL ST 843, 51",Corona JT 843 de acero con 51 dientes,24.49,20.24,11.13,824225308761,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,51 dientes,,2786,1214,260,228,47,Acero,Acero,,51,,428,,,,Estándar,,https://api.mybihr.com/medias/1075155004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzI5NDN8aW1hZ2UvanBlZ3xhREJpTDJoaE9DOHhOVFF5TmpRNU5USTRNekl6TUM4eE1EYzFNVFUxTURBMExURmZPREF3VjNnNE1EQkl8ZjFmZDExOGViZjEzODZiMDEzMTkyNjY0N2VjZjdjZjZlYjI1MDZlOWFiYWEyOWUzN2IwNDFhNmZmY2ViOGFmMA,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075155003,R84350,JTR843.50,JT SPROCKETS,"JTSPR RR SPROC 428 STEEL ST 843, 50",Corona JT SPROCKETS acero estándar 843 - Paso 428,25.49,21.07,11.59,824225308754,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,265,1117,210,210,6,Negro,Acero,,50,,428,,,,Estándar,,https://api.mybihr.com/medias/1075155003-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg1MDN8aW1hZ2UvanBlZ3xhR1ptTDJnME9TODRPVFk0TURNek56WXpNelU0THpFd056VXhOVFV3TURNdE1WODRNREJYZURnd01FZ3w3MTRkZWRmN2JmM2E0N2MzZjA5NGFiNGNhZDBkYzVlMjYxNDM0N2EwNmNiODk5MzgzN2U4ZTVjMTE1OGUxM2Vk,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075155001,R84348,JTR843.48,JT SPROCKETS,"JTSPR RR SPROC 428 STEEL ST 843, 48",Corona JT 843 de acero con 48 dientes,24.99,20.65,11.36,824225308730,5,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,48 dientes,,328,1090,201,233,7,Acero,Acero,,48,,428,,,,Estándar,,https://api.mybihr.com/medias/1075155001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzI5NDN8aW1hZ2UvanBlZ3xhR1F5TDJnMU1pOHhOVFF5TmpRNU5EZzVNREF4TkM4eE1EYzFNVFUxTURBeExURmZPREF3VjNnNE1EQkl8YmVlZjkwNWVhZTIxZTNiZjUwN2FhODJhNDYwODA4NjlkYWM5YTBmY2E0ZjNhNzE1ZTNlZGEzMzRmZmQwYmI0MQ,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156001,R84540,JTR845.40,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 40",Corona JT SPROCKETS acero estándar 845 - Paso 520,27.00,22.31,12.27,824225308808,18,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,40 dientes,,1604,955,270,22,270,Negro,Acero,,40,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc1NzF8aW1hZ2UvanBlZ3xhR1JoTDJobU1pODRPVFF3TWprMk1qQTROREUwTHpFd056VXhOVFl3TURFdE1WODRNREJYZURnd01FZ3wzMGVmNTU5MmE2MmJkNGIzNjc1ODhhMTg4ODQwYTQwMDdjZWNhNWMzYTlhNmM0MzM2Y2NhMGYzMjFjYzEzOTZh,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156004,R84545,JTR845.45,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 45",Corona JT SPROCKETS acero estándar 845 - Paso 520,32.49,26.85,14.77,824225308839,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,963,1041,272,236,15,Negro,Acero,,45,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156004-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc1NzF8aW1hZ2UvanBlZ3xhRGczTDJobFl5ODRPVEV4T1RBNE1EUTBPRE13THpFd056VXhOVFl3TURRdE1WODRNREJYZURnd01FZ3w3NjJlZWI3YWRhMDBkYzdmM2UzNjNhODAzY2I0OWE1MGJiMmU3MzFmMDMyMmI0ZDhkNjNhODU4MmNhMTJmYWQ2,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156005,R84546,JTR845.46,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 46",Corona JT SPROCKETS acero estándar 845 - Paso 520,34.49,28.50,15.68,824225308846,7,8714930090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,46 dientes,,1354,1091,239,236,24,Negro,Acero,,46,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156005-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc1NzF8aW1hZ2UvanBlZ3xhRE01TDJobE5TODRPVFF3TWprMk5qQXhOak13THpFd056VXhOVFl3TURVdE1WODRNREJYZURnd01FZ3w5MWI3NjhjYzRiNWZhYzcxZGIyODgwZTZlYWQ1NzU0NDQ4MDI0NzI2M2JiNzk0NThlNzI2NTVhNjdhNzcwZjQx,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156002,R84541,JTR845.41,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 41",Corona JT 845 de acero con 41 dientes,31.48,26.02,14.31,824225308815,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,1980,942,262,229,33,Acero,Acero,,41,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE1MzR8aW1hZ2UvanBlZ3xhRGs0TDJoaU5TOHhOVFF5TmpRNU5UWTNOalEwTmk4eE1EYzFNVFUyTURBeUxURmZPREF3VjNnNE1EQkl8MTM0MzU4ZWYwYTM4NDYxMGExYmM1NTQ1YmZmYWY1Zjk4MmU0NGM3Mjc5Y2E4OWE1NDAyZTgyOGU1ZWQ3NTVkMA,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156003,R84543,JTR845.43,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 43",Corona JT 845 de acero con 43 dientes,28.99,23.96,13.18,824225308822,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,43 dientes,,518,932,257,288,7,Acero,Acero,,43,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE1MzR8aW1hZ2UvanBlZ3xhREpsTDJobU5TOHhOVFF5TmpRNU5qQTJPVFkyTWk4eE1EYzFNVFUyTURBekxURmZPREF3VjNnNE1EQkl8ZmMwZDMzOWVhYWMyODg2MDY2OTM0M2NmYTdlMTRmNTk0MDMyMTQ2NmMyYjM4NDFjZTExYzgxNmM4ZjkyNTBmOQ,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075156006,R84549,JTR845.49,JT SPROCKETS,"JTSPR RR SPROC 520 STEEL ST 845, 49",Corona JT 845 de acero con 49 dientes,34.53,28.54,15.70,824225308877,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,49 dientes,,403,926,230,250,7,Acero,Acero,,49,,520,,,,Estándar,,https://api.mybihr.com/medias/1075156006-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE1MzR8aW1hZ2UvanBlZ3xhRGhsTDJobE55OHhOVFF5TmpRNU5qUTJNamczT0M4eE1EYzFNVFUyTURBMkxURmZPREF3VjNnNE1EQkl8ZDdlOTI1MDk1MzBlMWJmYzY3YWIyY2QyOGI3YjFhNDkzM2VkNzg0ZWMyZGRmN2I3YTZhOTdlNTA3YTMwZTM3YQ,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075171001,R86238,JTR862.38,JT SPROCKETS,"JTSPR RR SPROC 530 STEEL ST 862, 38",Corona JT SPROCKETS acero estándar 862 - Paso 530,42.99,35.53,19.54,824225309522,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,38 dientes,,1604,700,270,22,270,Negro,Acero,,38,,530,,,,Estándar,,https://api.mybihr.com/medias/1075171001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM1MzV8aW1hZ2UvanBlZ3xhR1JoTDJoaFpDODRPVFUwTnpNeE1ETTJOekF5THpFd056VXhOekV3TURFdE1WODRNREJYZURnd01FZ3w0NjZmNTdlODhjN2JiNjI4NWNlMjQ2NTI0YWFiYjBlYTA1ZDZlMzUyYzIyZDUyZWZjYjcyYjI4Y2U3N2ZiZTRj,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075171003,R86245,JTR862.45,JT SPROCKETS,"JTSPR RR SPROC 530 STEEL ST 862, 45",Corona JT 862 de acero con 45 dientes,47.99,39.66,21.81,824225309546,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,1604,1175,270,22,270,Acero,Acero,,45,,530,,,,Estándar,,https://api.mybihr.com/medias/1075171003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM1MzV8aW1hZ2UvanBlZ3xhR1V3TDJnMVlTODRPVEk0TXpnMk16VXhNVE0wTHpFd056VXhOekV3TURNdE1WODRNREJYZURnd01FZ3xjZmEzYTE1ZTQ4NTU2OTMzYmIxZmRmOTA1MzA0ZDE3MWJkODRjYjg0MmNmMzhjNTE4ZGU1M2ZjNzI2YjBlYjM5,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1075171002,R86244,JTR862.44,JT SPROCKETS,"JTSPR RR SPROC 530 STEEL ST 862, 44",Corona JT 862 de acero con 44 dientes,46.98,38.83,21.36,824225309539,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p><p> </p><ul> <li>Ultra-durable high carbon C49 steel</li></ul> </body> </html>","       With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.  Ultra-durable high carbon C49 steel  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,44 dientes,,1604,1060,270,22,270,Acero,Acero,,44,,530,,,,Estándar,,https://api.mybihr.com/medias/1075171002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM1MzV8aW1hZ2UvanBlZ3xhRFZoTDJoaU15ODRPVEF6TXpFeE1EazNPRGcyTHpFd056VXhOekV3TURJdE1WODRNREJYZURnd01FZ3wxZjljNjhhOTEyZjE0NzJhMGE1ZWQ0ZDAyZTgxOGQyODJhNDE4Y2E5ZDdmODM4NTM2ZTJjNDEzNTZkMDQ4MWUx,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1096594001,4090019945,JTR210.45SC,JT SPROCKETS,"JTSPR RR SPROC 520 ST 210, 45, STL",Corona JT 210 de acero con 45 dientes paso 520 autolimpiable,35.99,29.74,16.36,824225316421,10,8483409099,0,1,"<p>Con su tecnología puntera y utilizando solamente aleaciones de aceros especiales de la más alta calidad, JT Sprockets fabrica una gama integral de piñones y coronas para moto de calidad avanzada.</p><p> </p><ul><li>Aleación ultrarresistente de acero al carbono</li></ul>","
Con su tecnología puntera y utilizando solamente aleaciones de aceros especiales de la más alta calidad, JT Sprockets fabrica una gama integral de piñones y coronas para moto de calidad avanzada.
 Aleación ultrarresistente de acero al carbono",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,Acero,1040,776,228,240,19,Acero,Acero,,45,,520,,,,Autolimpiable,,https://api.mybihr.com/medias/1096594001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ2MzF8aW1hZ2UvanBlZ3xhREl4TDJnM01TODRPVEExT1RjeE9EVTVORGcyTHpFd09UWTFPVFF3TURFdE1WODRNREJYZURnd01FZ3w2MDc1ZWRjNmRiMzQwNTJjNjU1NDRjZjc3YWUwZTIwYWFjNTg0ZGYzOTY1OGViZWY3NmI3YjJhMTUwMTMxYjRl,https://api.mybihr.com/medias/1096594001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1NzR8aW1hZ2UvanBlZ3xhRFprTDJoak5pODRPVEExT1RjeU1qVXlOekF5THpFd09UWTFPVFF3TURFdE1sODRNREJYZURnd01FZ3xlMDZkNjZmOGY3Y2RmNzU5MjIyZTg1MWE2ZjFlMDJlNmE3ZWJlOWFhNDdjNmVlZWEwMTczNmUwOWRjYzVmM2Fj,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1096592001,4090009744,JTR2011.44,JT SPROCKETS,"JTSPR RR SPROC 530 ST 2011, 44, STL",Corona JT 2011 de acero con 44 dientes autolimpiable,40.00,33.06,18.18,824225313055,2,8483409099,0,1,"<p>Con su tecnología puntera y utilizando solamente aleaciones de aceros especiales de la más alta calidad, JT Sprockets fabrica una gama integral de piñones y coronas para moto de calidad avanzada.</p><p> </p><ul><li>Aleación ultrarresistente de acero al carbono</li></ul>","
Con su tecnología puntera y utilizando solamente aleaciones de aceros especiales de la más alta calidad, JT Sprockets fabrica una gama integral de piñones y coronas para moto de calidad avanzada.
 Aleación ultrarresistente de acero al carbono",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,44 dientes,Acero,1546,1094,225,237,29,Acero,Acero,,44,,530,,,,Estándar,,https://api.mybihr.com/medias/1096592001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE3NTd8aW1hZ2UvanBlZ3xhRGhrTDJoaFpDODRPVE13TlRRMk16ZzBPVEkyTHpFd09UWTFPVEl3TURFdE1WODRNREJYZURnd01FZ3xlMDUxOTY4ODBkODZjNTM4YmI4MThiNjBkZmVmMjk5ZjllM2Y1ZjFhZjY3NjhjN2E2NTY2ZTJkNDYxZWM4NDY0,https://api.mybihr.com/medias/1096592001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ2NDN8aW1hZ2UvanBlZ3xhR0pqTDJoaE5pODRPVE13TlRRMk5UZ3hOVE0wTHpFd09UWTFPVEl3TURFdE1sODRNREJYZURnd01FZ3xkOGNlZGI3ZmJlN2QyYzQ4ZjIyODM2ZjMzYWIzMDBhYWFmNThmNTg1NTk2ODExNDZkM2YxNjEwNGQ5M2ZjODQy,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1113640001,,JTA462.51BLK,JT SPROCKETS,"JTSPR RR SPROC 428 ALU UL SC 46, BLK, 51",Corona JT SPROCKETS aluminio negro Ultra-Light autolimpiable 462 - 428,36.60,30.25,16.64,,0,8714109090,0,1,"<p>Con su tecnolog&iacute;a de vanguardia y utilizando &uacute;nicamente aleaciones de acero especial de la m&aacute;s alta calidad, JT Sprockets produce una gama completa de pi&ntilde;ones delanteros y traseros de excelente calidas para motocicletas.</p>
<ul>
	<li>Aleaci&oacute;n de aluminio 7075-T6 de grado de aviaci&oacute;n (Ergal) para un pi&ntilde;&oacute;n de competici&oacute;n ligero</li>
	<li>Pi&ntilde;&oacute;n con acabado &quot;antibarro&quot; que facilita la proyecci&oacute;n de las part&iacute;culas, para una mejor transmisi&oacute;n</li>
</ul>","
Con su tecnología de vanguardia y utilizando únicamente aleaciones de acero especial de la más alta calidad, JT Sprockets produce una gama completa de piñones delanteros y traseros de excelente calidas para motocicletas.

	Aleación de aluminio 7075-T6 de grado de aviación (Ergal) para un piñón de competición ligero
	Piñón con acabado ""antibarro"" que facilita la proyección de las partículas, para una mejor transmisión
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,51 dientes,Negro,1122,359,306,282,13,Negro,Aluminio,,51,,428,,,,Estándar,,https://api.mybihr.com/medias/1113640001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODAyNDR8aW1hZ2UvanBlZ3xhR1ZpTDJoa1lpOHhORE0xT0RRME56WXlNREV5Tmk4eE1URXpOalF3TURBeExURmZPREF3VjNnNE1EQkl8MWZhY2Q2NTg1ODg2NTg0MzcyMjk3M2YxODc5MmMyZjNkNTI2MmU2ODA3YTU5NDBmMDJiNzM4MjcxMzkzMzg1NQ,,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
1119318001,,JTR1877.41,JT SPROCKETS,"JTSPR RR SPROC 525 STEEL ST 1877, 41",Corona JT SPROCKETS acero estándar 1877 - Paso 525,38.99,32.22,17.72,824225313383,2,8714109090,0,1,"<p>With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.</p>
<ul>
	<li>Ultra-durable high carbon C49 steel</li>
</ul>","
With their leading edge technology and using only the highest grade of special steel alloys, JT Sprockets produce a full range of superior quality motorcycle front and rear sprockets.

	Ultra-durable high carbon C49 steel
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,573,558,210,210,13,Acero,Acero,,41,,525,,,,Estándar,,https://api.mybihr.com/medias/1119318001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI4NjI0fGltYWdlL3BuZ3xhRFkwTDJoak9DOHlPVEV5TWpVeU5EazNNVEF6T0M4eE1URTVNekU0TURBeExURmZPREF3VjNnNE1EQkl8M2I4YWVlNDY3YzFmZTU0MjQ5ZmE0YzYyZDNhYzIyYTQwYTkyMzVhMWYxODRkYTY1ZDY0NjJkMDBhM2Q0MjU1Mg,https://api.mybihr.com/medias/1119318001-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTg5MDZ8aW1hZ2UvanBlZ3xhREppTDJnM015OHlPVEV5TWpVeU5UTTJOREkxTkM4eE1URTVNekU0TURBeExUSmZPREF3VjNnNE1EQkl8MmZjMmI1YzI5YTA2NTcyYmUxMThhZDVmZmE4NTE0ZjQwOTc2OWU2NzhhMTQ4NGZiMTBmMDg4NDJhOTYwYjZlMw,,,https://static.bihr.pro/eBihr/Pictures/JT_SPROCKETS-pictures.zip,Spain Warehouse (Parts)
