PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1075460002,47000276,844 57 C45,PBR,"PBR RR SPROC 428 STEEL ST 844, 57",Corona PBR acero C45 estándar 844 - 428,36.49,30.16,18.10,844.57.C45,6,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,57 dientes,,489,1127,233,233,9,Negro,Acero,57,,428,,,,Estándar,,https://api.mybihr.com/medias/1075460002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzIxMDF8aW1hZ2UvanBlZ3xhR0kxTDJoak15ODRPVFE1TnpRNE1EY3lORGM0THpFd056VTBOakF3TURJdE1WODRNREJYZURnd01FZ3w5YjcxNWZjNDliOWRmNWMwYjExYjIxNzFjOGJhN2UyNWNiNjM0OWI1YTc0YjU4ODdiMzU1MmZhNGRkNzcyZTM4,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075460001,47000233,844 53 C45,PBR,"PBR RR SPROC 428 STEEL ST 844, 53",Corona PBR acero C45 estándar 844 - 428,36.49,30.16,18.10,844.53.C45,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Race experience</p><p> </p><p>Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.</p><p> </p><ul> <li>High quality steel alloy 18NCD5</li><li>High wear resistance </li><li>Reduces frictions </li><li>High precision manufacturing </li></ul> </body> </html>","       Race experience Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.  High quality steel alloy 18NCD5High wear resistance Reduces frictions High precision manufacturing   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,53 dientes,,422,885,220,213,9,Negro,Acero,53,,428,,,,Estándar,,https://api.mybihr.com/medias/1075460001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzIxMDF8aW1hZ2UvanBlZ3xhREk1TDJnd055ODRPVFk0TURnM05UTTFOalEyTHpFd056VTBOakF3TURFdE1WODRNREJYZURnd01FZ3xlMTQwNWJiYjE2NWJhOWFkMTA0MmU2NGY0M2JlNzczZmNmZTRkYTM1ZjJlNTU5ZjkzZGI4NWRmYWFiZjY0Mjk3,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469003,47000248,857 45 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 45",Corona PBR acero C45 estándar 857 - 520,28.06,23.19,13.91,857.45.C45,3,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,438,731,234,234,8,Negro,Acero,45,,520,,,,Estándar,,https://api.mybihr.com/medias/1075469003-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ0MzB8aW1hZ2UvanBlZ3xhREkxTDJobU5DODRPVEk0TkRFME5qWXlOamcyTHpFd056VTBOamt3TURNdE1WODRNREJYZURnd01FZ3w2OTljZDkyNmFhZDA5MjE4MDBmZDM5ZmU3MTY2YmJmMThiZDZjZWM3ZTQwMjFlYmI2ZGM2MDJhMGUxNTg3MjA4,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469002,47000323,857 40 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 40",Corona PBR acero C45 estándar 857 - 520,24.18,19.98,11.99,857.40.C45,5,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,40 dientes,,367,562,199,205,9,Negro,Acero,40,,520,,,,Estándar,,https://api.mybihr.com/medias/800Wx800H-1075469002-1.jpg?context=bWFzdGVyfHJvb3R8NTgwNzB8aW1hZ2UvanBlZ3xhRGMxTDJnNE1DOHhNREUxTXpFME5UTTJPRFUzT1RBdk9EQXdWM2c0TURCSVh6RXdOelUwTmprd01ESXRNUzVxY0djfDNkMWIyYzliMjExNmJiMGEwNTg2ZjBkYjIwYTNkYjhmNDU3YWQxODRlMTQwY2YzN2YzNzliMjRkYzU4ODQ5ZDc,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469005,47000432,857 47 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 47",Corona PBR acero C45 estándar 857 - 520,30.60,25.29,15.17,857.47.C45,3,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,499,888,230,241,9,Negro,Acero,47,,520,,,,Estándar,,https://api.mybihr.com/medias/800Wx800H-1075469005-1.jpg?context=bWFzdGVyfHJvb3R8NTgwNzB8aW1hZ2UvanBlZ3xhR0UwTDJnM09TOHhNREUxTXpFME5UTTRPREl6T1Rndk9EQXdWM2c0TURCSVh6RXdOelUwTmprd01EVXRNUzVxY0djfDBmMzQwYzg4ODc2Zjc1ZDVjNjc3YWI1YTM1MDZlNzdlMjE4MGUzZTE1NjE4NGYyOWMwMzY5OGZmMjUyNGE2Nzc,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469001,47000346,857 39 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 39",Corona PBR acero C45 estándar 857 - 520,24.99,20.65,12.39,857.39.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,39 dientes,,270,771,193,200,7,Negro,Acero,39,,520,,,,Estándar,,https://api.mybihr.com/medias/1075469001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ0MzB8aW1hZ2UvanBlZ3xhRGxsTDJoa055ODRPVEV4T1RVM09UZ3pNall5THpFd056VTBOamt3TURFdE1WODRNREJYZURnd01FZ3wwNjMyMjBjZWI4Y2VmMzFhYzFhZGUyY2FjNjEyM2FlNTMyMGE5MDQxYWY5Zjg2OTQzZTY0YzA1YjA0MGUwMmQ4,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469004,47000082,857 46 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 46",Corona PBR acero C45 estándar 857 - 520,28.68,23.70,14.22,857.46.C45,1,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,46 dientes,,369,813,226,233,7,Negro,Acero,46,,520,,,,Estándar,,https://api.mybihr.com/medias/1075469004-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ0MzB8aW1hZ2UvanBlZ3xhRFV6TDJobFl5ODRPVFkzTWpZek16SXlNVFF5THpFd056VTBOamt3TURRdE1WODRNREJYZURnd01FZ3w1OGQzOTE3Yjc5ZDQ2NmIyOTY2ZTZhNTNmYWViODI0ZTVlYzRlZThjMDhhMDI3NWU4MThlNjJjMDY0NjcxNzYz,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469014,,857 50 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 50",Corona PBR acero C45 estándar 857 - 520,32.57,26.92,16.15,857.50.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,1,1,10,10,10,Negro,Acero,50,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469008,,857 41 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 41",Corona PBR acero C45 estándar 857 - 520,24.49,20.24,12.14,857.41.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,1,1,10,10,10,Negro,Acero,41,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469013,,857 49 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 49",Corona PBR acero C45 estándar 857 - 520,31.50,26.03,15.62,857.49.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,49 dientes,,1107,1099,253,243,18,Negro,Acero,49,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469011,,857 44 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 44",Corona PBR acero C45 estándar 857 - 520,27.14,22.43,13.46,857.44.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,44 dientes,,1,1,10,10,10,Negro,Acero,44,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469007,,857 38 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 38",Corona PBR acero C45 estándar 857 - 520,24.49,20.24,12.14,857.38.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,38 dientes,,1,1,10,10,10,Negro,Acero,38,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469009,,857 42 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 42",Corona PBR acero C45 estándar 857 - 520,24.49,20.24,12.14,857.42.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,42 dientes,,1,1,10,10,10,Negro,Acero,42,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469010,,857 43 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 43",Corona PBR acero C45 estándar 857 - 520,27.14,22.43,13.46,857.43.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,43 dientes,,766,579,231,221,15,Negro,Acero,43,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469012,,857 48 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 48",Corona PBR acero C45 estándar 857 - 520,31.50,26.03,15.62,857.48.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,48 dientes,,1238,1023,258,240,20,Negro,Acero,48,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075469006,,857 37 C45,PBR,"PBR RR SPROC 520 STEEL ST 857, 37",Corona PBR acero C45 estándar 857 - 520,24.49,20.24,12.14,857.37.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,37 dientes,,1217,647,181,177,38,Negro,Acero,37,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075470002,47000022,859 39 C45,PBR,"PBR RR SPROC 520 STEEL ST 859, 39",Corona PBR acero C45 estándar 859 - 520,26.00,21.49,12.89,859.39.C45,5,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,39 dientes,,268,688,194,197,7,Negro,Acero,39,,520,,,,Estándar,,https://api.mybihr.com/medias/1075470002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU3MTR8aW1hZ2UvanBlZ3xhRE13TDJnM055ODRPVEF6TXpRNU1qTTVPRE00THpFd056VTBOekF3TURJdE1WODRNREJYZURnd01FZ3xjMGJjYzRhZWM4MGNhZWZmOTI4ZDhiN2ZkMzZhMmJhMzYzMzdiYmNiOGYwNTMwZDVlZTcyODk1YmVhY2MzOTg5,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075470001,47000330,859 37 C45,PBR,"PBR RR SPROC 520 STEEL ST 859, 37",Corona PBR acero C45 estándar 859 - 520,25.00,20.66,12.40,859.37.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,37 dientes,,250,680,186,192,7,Negro,Acero,37,,520,,,,Estándar,,https://api.mybihr.com/medias/1075470001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU3MTR8aW1hZ2UvanBlZ3xhR1ZpTDJoalpDODRPVFEyTlRjek9ETTJNekU0THpFd056VTBOekF3TURFdE1WODRNREJYZURnd01FZ3xmZWQzYTk5YTlhOTJkYTVmMzFhODIzNDc1MTg2ZDY2YTRiMzI0OGQ0M2I5ZDk3ZDVjYTQ1MTBjOTZjNGQzMTA3,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075470004,47000423,859 45 C45,PBR,"PBR RR SPROC 520 STEEL ST 859, 45",Corona PBR acero C45 estándar 859 - 520,30.03,24.82,14.89,859.45.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,651,970,233,233,12,Negro,Acero,45,,520,,,,Estándar,,https://api.mybihr.com/medias/1075470004-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU3MTR8aW1hZ2UvanBlZ3xhRFExTDJoaFppODRPVFF3TXpRME1UZ3dOelkyTHpFd056VTBOekF3TURRdE1WODRNREJYZURnd01FZ3w5YTFkNDBhOWE5NjJmNmNhMzYxMjg5OGFlNDBkNmRkYzAwMGEyMzNhY2RjNDU4NjM5M2U2MjFlOTliYzUzZGUw,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075470003,47000078,859 41 C45,PBR,"PBR RR SPROC 520 STEEL ST 859, 41",Corona PBR acero C45 estándar 859 - 520,28.06,23.19,13.91,859.41.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,324,759,215,215,7,Negro,Acero,41,,520,,,,Estándar,,https://api.mybihr.com/medias/1075470003-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU3MTR8aW1hZ2UvanBlZ3xhRFJoTDJoa01DODRPVE0xTmpBMk5qRTJNRGswTHpFd056VTBOekF3TURNdE1WODRNREJYZURnd01FZ3xjZGMyZDMxMjIzYmZhZDdhNmNjNDU3Mjk0YWVhOTUzZTE5ZDYyM2U0Njk3NzJjYjQ5MWVkOWUzNjVhOWIxYzgw,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075470005,,859 40 C45,PBR,"PBR RR SPROC 520 STEEL ST 859, 40",Corona PBR acero C45 estándar 859 - 520,24.49,20.24,12.14,859.40.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,40 dientes,,281,776,202,199,7,Negro,Acero,40,,520,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
