PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1075263004,47000200,300 47 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 47",Corona PBR acero C45 estándar 300 - 525,38.25,31.61,18.97,300.47.C45,5,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,527,1063,243,241,9,Negro,Acero,47,,525,,,,Estándar,,https://api.mybihr.com/medias/800Wx800H-1075263004-1.jpg?context=bWFzdGVyfHJvb3R8NjYzMDB8aW1hZ2UvanBlZ3xhR1JqTDJoaE55OHhNREUxTXpFME5URTFNak14TURJdk9EQXdWM2c0TURCSVh6RXdOelV5TmpNd01EUXRNUzVxY0djfGExOTc1YmNlYjFlZDA4MDA3YjE4ZDI1ZGFlYjlkZWQxODZiNTA5YTk5ZmMyNGM1YjFjNzE1ZjA2ZGEyOGVhMWY,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263002,47000413,300 42 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 42",Corona PBR acero C45 estándar 300 - 525,34.18,28.25,16.95,300.42.C45,10,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,42 dientes,,426,766,217,218,9,Negro,Acero,42,,525,,,,Estándar,,https://api.mybihr.com/medias/1075263002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1OTl8aW1hZ2UvanBlZ3xhR05sTDJnME9TODRPVEV4T1RJeU5Ua3pPREl5THpFd056VXlOak13TURJdE1WODRNREJYZURnd01FZ3w4MTQ4OGYwYWQ4MWQxMjk0ZjcxNTc5NTBhOWQwODExMGNmYzVlNmI0ZTRkMmNlZWFlMjViODExYjBkNzkyMWY3,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263001,47000464,300 39 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 39",Corona PBR acero C45 estándar 300 - 525,31.63,26.14,15.68,300.39.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,39 dientes,,344,715,194,197,9,Negro,Acero,39,,525,,,,Estándar,,https://api.mybihr.com/medias/1075263001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1OTl8aW1hZ2UvanBlZ3xhR05rTDJneU9DODRPRGMxTlRZek16ZzBPRFl5THpFd056VXlOak13TURFdE1WODRNREJYZURnd01FZ3w5Yjc3YzRiMDEyMTI2NGI2ODA0YmQ3OTFhOTY0NGJlNzEwZDcyNGEyMTllNDNjMDFmN2YwYjQyMzgwMmY3Njdl,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263005,47000266,300 48 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 48",Corona PBR acero C45 estándar 300 - 525,38.25,31.61,18.97,300.48.C45,14,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,48 dientes,,540,1171,249,241,9,Negro,Acero,48,,525,,,,Estándar,,https://api.mybihr.com/medias/1075263005-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1OTl8aW1hZ2UvanBlZ3xhR1l6TDJneU1pODRPVE0xTlRnMk5UWXlNRGM0THpFd056VXlOak13TURVdE1WODRNREJYZURnd01FZ3wxZDNmMmExM2IyYjk2ODk5NDYzMmIwY2RkM2YzMzU2ZDMzMDI4NTNhNGM1Y2IyMjdiZTNkMzc4NjAyOTEyZmM5,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263003,46000250,300 45 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 45",Corona PBR acero C45 estándar 300 - 525,37.93,31.35,18.81,300.45.C45,0,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,466,873,230,225,9,Negro,Acero,45,,525,,,,Estándar,,https://api.mybihr.com/medias/1075263003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTgzNzJ8aW1hZ2UvanBlZ3xhRE5tTDJneFlpODRPRGMxTlRZek56YzRNRGM0THpFd056VXlOak13TURNdE1WODRNREJYZURnd01FZ3xjZTE4MjFiZGMxMWI1ODg2YzFlODBiMzcyODRmMjIyZTA1ZjJlNGQyMWYzZTllODNmODJlZDI4NTQ2NzdmMDc3,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263006,47000207,300 49 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 49",Corona PBR acero C45 estándar 300 - 525,38.76,32.03,19.22,300.49.C45,2,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,49 dientes,,756,1233,254,248,12,Negro,Acero,49,,525,,,,Estándar,,https://api.mybihr.com/medias/1075263006-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1OTl8aW1hZ2UvanBlZ3xhRE13TDJneU1DODRPVFk0TURNM01qTTJOelkyTHpFd056VXlOak13TURZdE1WODRNREJYZURnd01FZ3xiNGNjY2U5ZDhhODY0ZDM5ODE2MTVjZjhlMjA1YTU4YTUwNjhhMmY0YTQ5YjlkYWM2OTFkZjdlYjliNDhiZTQy,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075263007,,300 43 C45,PBR,"PBR RR SPROC 525 STEEL ST 300, 43",Corona PBR acero C45 estándar 300 - 525,32.19,26.60,15.96,300.43.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,43 dientes,,1,1,10,10,10,Negro,Acero,43,,525,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075286001,47000043,4351 38 F,PBR,"PBR RR SPROC 428 STEEL ST 4351, 38",Corona PBR acero C45 estándar 4351 - 428,24.49,20.24,12.14,4351.38.F,1,8714103000,0,1,"<h4>PBR, the experience from the competition</h4>
<p>Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.</p>
<ul>
<li>Very high quality 18NCD5 steel alloy</li>
<li>Very resistant to corrosion and abrasion</li>
<li>Reduced friction</li>
<li>Very strict manufacturing process</li>
</ul>","PBR, the experience from the competition

Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.

Very high quality 18NCD5 steel alloy
Very resistant to corrosion and abrasion
Reduced friction
Very strict manufacturing process
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,38 dientes,,213,680,154,154,9,Negro,Acero,38,,428,,,,Estándar,,https://api.mybihr.com/medias/1075286001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM2Nzd8aW1hZ2UvanBlZ3xhR1EyTDJnd05pODRPVEkxTmpZd05URXlNamcyTHpFd056VXlPRFl3TURFdE1WODRNREJYZURnd01FZ3w2YTY5NDdjODZiY2ZmMzM3ZWVjZWUxOThlNDljYTU0MmYxMmI5MzU2M2YxYzgxY2EzNmE2MmEwYzY2NDhjOWUy,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075286002,476435150,4351 50 F,PBR,"PBR RR SPROC 428 STEEL ST 4351, 50",Corona PBR acero C45 estándar 4351 - 428,26.73,22.09,13.25,4351.50.F,0,8714109090,0,1,"<h4>PBR, the experience from the competition</h4>
<p>Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.</p>
<ul>
<li>Very high quality 18NCD5 steel alloy</li>
<li>Very resistant to corrosion and abrasion</li>
<li>Reduced friction</li>
<li>Very strict manufacturing process</li>
</ul>","PBR, the experience from the competition

Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.

Very high quality 18NCD5 steel alloy
Very resistant to corrosion and abrasion
Reduced friction
Very strict manufacturing process
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,50 dientes,,365,945,200,203,9,Negro,Acero,50,,428,,,,Estándar,,https://api.mybihr.com/medias/1075286002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE1NTR8aW1hZ2UvanBlZ3xhRFV3TDJnM01DODRPVFEyTlRVek56Z3lNekF5THpFd056VXlPRFl3TURJdE1WODRNREJYZURnd01FZ3w4MWRkZmFjZmJlZjg4ZjQ2ZDJkM2Y2N2Q4YjZiZDYxNzZiN2RlMTNjYjc5NDJiZDBhODgxNjE3ZGI2MzUxNDll,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288004,47000296,4359 42 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 42",Corona PBR acero C45 estándar 4359 - 525,35.80,29.59,17.75,4359.42.C45,1,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,42 dientes,,426,967,220,215,9,Negro,Acero,42,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288004-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhRFkwTDJneE5DODRPVEkxTmpZd09UQTFOVEF5THpFd056VXlPRGd3TURRdE1WODRNREJYZURnd01FZ3w5NTRmMGZkODdjOTNiYzc1MzVkMWQ4YzJhZWQ2OWFhMGQ4Njc5NjZkNTY3MTJlYzBiOGZjODA0ODNjYTlhNzEz,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288001,47000378,4359 39 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 39",Corona PBR acero C45 estándar 4359 - 525,35.39,29.25,17.55,4359.39.C45,6,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,39 dientes,,365,729,200,203,9,Negro,Acero,39,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhRGM1TDJnMk5TODRPVFUwTnpRek5qRTVOakUwTHpFd056VXlPRGd3TURFdE1WODRNREJYZURnd01FZ3wzMzk0Zjk3YzI3ZTJkMjlmZWFjZTkxYmJhMTkwMzc4OGQ1ODhlNTUzMmFiMTI5NzNkOWZlZmM1NzM4YTU4ZGU5,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288005,47000403,4359 43 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 43",Corona PBR acero C45 estándar 4359 - 525,35.80,29.59,17.75,4359.43.C45,4,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,43 dientes,,430,1094,217,220,9,Negro,Acero,43,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288005-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhR1V3TDJnMk1pODRPVEkxTmpZeE1UQXlNVEV3THpFd056VXlPRGd3TURVdE1WODRNREJYZURnd01FZ3w0MDAyZjVhN2RmNjA2YTdmOGRjMmMyYzA4NzcxYjc2ZGRjN2Q1MTE2YTYzMTU5OWVjY2FjZDAzMWM2ZmMyNjc1,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288006,4090003044,4359 44 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 44",Corona PBR acero C45 estándar 4359 - 525,36.76,30.38,18.23,4359.44.C45,11,8714109090,0,1,"<ul>
 <li>
  PBR es una empresa líder internacional en la fabricación de coronas, piñones y otros componentes y accesorios para la transmisión. Con una gran implicación en el motociclismo de competición, PBR desarrolla sus productos en circuitos de todo el mundo.
 </li>
</ul>","
 
  PBR es una empresa líder internacional en la fabricación de coronas, piñones y otros componentes y accesorios para la transmisión. Con una gran implicación en el motociclismo de competición, PBR desarrolla sus productos en circuitos de todo el mundo.
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,44 dientes,,430,1094,217,220,9,Negro,Acero,44,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288006-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhRGMwTDJnNE5DODRPVFF3TXpFek5UQTVPVEU0THpFd056VXlPRGd3TURZdE1WODRNREJYZURnd01FZ3w1NGVlZDMwMmJjMDNmZGY0ODZmNjllNzM1YmU0M2IyNDM0MzkyZDcyY2E1ODY3NzUyYjkyNzVkNWZkOTA5NDk5,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288009,,4359 46 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 46",Corona PBR acero C45 estándar 4359 - 525,38.49,31.81,19.09,4359.46.C45,26,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,46 dientes,,818,1294,237,230,15,Negro,Acero,46,,525,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288003,47000208,4359 41 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 41",Corona PBR acero C45 estándar 4359 - 525,35.39,29.25,17.55,4359.41.C45,4,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,41 dientes,,387,863,205,210,9,Negro,Acero,41,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288003-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhRE5sTDJobVl5ODRPVE0xTlRnNE9USXhNemMwTHpFd056VXlPRGd3TURNdE1WODRNREJYZURnd01FZ3w0MjllYmFlYTIwZDgyNjM4Mjg1MDAzYmQwMDY4MjYzZDY0ZDc2ZmU0Nzg2Y2MxMTNlNzZjMzE1MjBkYTE3NTM3,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288007,4090004345,4359 45 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 45",Corona PBR acero C45 estándar 4359 - 525,36.76,30.38,18.23,4359.45.C45,3,8714109090,0,1,"<ul>
 <li>
  <strong>
   Experiencia en carreras
  </strong>
 </li>
 <li>
  PBR ofrece una gama de piñones y coronas de alta calidad basada en su dilatada experiencia en competición, en colaboración con importantes equipos.
 </li>
 <li>
  Aleación de acero 18NCD5 de gran calidad
 </li>
 <li>
  Gran resistencia a la corrosión y a la abrasión
 </li>
 <li>
  Reduce la fricción
 </li>
 <li>
  Proceso de fabricación estrictamente riguroso
 </li>
</ul>","
 
  
   Experiencia en carreras
  
 
 
  PBR ofrece una gama de piñones y coronas de alta calidad basada en su dilatada experiencia en competición, en colaboración con importantes equipos.
 
 
  Aleación de acero 18NCD5 de gran calidad
 
 
  Gran resistencia a la corrosión y a la abrasión
 
 
  Reduce la fricción
 
 
  Proceso de fabricación estrictamente riguroso
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,45 dientes,,430,1094,217,220,9,Negro,Acero,45,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288007-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhRFV5TDJnMk9DODRPVEk0TXprME9EY3dPREUwTHpFd056VXlPRGd3TURjdE1WODRNREJYZURnd01FZ3w1ZTQyYmEzMTYzYmE2MDJmNTk1NmFlZjJlODMyOTU4NzYwNDkzNWU1NzEwMmZmNzVhNzhlOTNhZWRkMzU4MmU0,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288002,47000230,4359 40 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 40",Corona PBR acero C45 estándar 4359 - 525,35.39,29.25,17.55,4359.40.C45,4,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,40 dientes,,262,799,209,209,6,Negro,Acero,40,,525,,,,Estándar,,https://api.mybihr.com/medias/1075288002-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1Mjh8aW1hZ2UvanBlZ3xhREpsTDJoak1TODRPVEV4T1RJNE5Ea3lNRFl5THpFd056VXlPRGd3TURJdE1WODRNREJYZURnd01FZ3xmMDA4MTE3OWQxYmNjYzliNmMyY2YzYjdmYzAxMTE0N2E4ODI0NzNmOWVjOTE3YjBiNzNjYWYxYzVhNzI5NzNj,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075288008,,4359 38 C45,PBR,"PBR RR SPROC 525 STEEL ST 4359, 38",Corona PBR acero C45 estándar 4359 - 525,33.26,27.49,16.49,4359.38.C45,0,8714109090,0,1,"<ul>
 <li>
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 </li>
 <li>
  Very high quality 18NCD5 steel alloy
 </li>
 <li>
  Very resistant to corrosion and abrasion
 </li>
 <li>
  Reduced friction
 </li>
 <li>
  Very strict manufacturing process
 </li>
</ul>","
 
  Thanks to its long experience acquired in competition in collaboration with great teams, PBR offers a range of high quality sprockets and crowns.
 
 
  Very high quality 18NCD5 steel alloy
 
 
  Very resistant to corrosion and abrasion
 
 
  Reduced friction
 
 
  Very strict manufacturing process
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,38 dientes,,1,1,10,10,10,Negro,Acero,38,,525,,,,Estándar,,,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
1075309006,47000270,4398 47 C45,PBR,"PBR RR SPROC 525 STEEL ST 4398, 47",Corona PBR acero C45 estándar 4398 - 525,40.23,33.25,19.95,4398.47.C45,36,8714109090,0,1,"<ul>
 <li>
  Race experience
 </li>
 <li>
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 </li>
 <li>
  High quality steel alloy 18NCD5
 </li>
 <li>
  High wear resistance
 </li>
 <li>
  Reduces frictions
 </li>
 <li>
  High precision manufacturing
 </li>
</ul>","
 
  Race experience
 
 
  Thanks to many years of competition experience, PBR developped a wide range of high quality sprockets in collaboration with top teams.
 
 
  High quality steel alloy 18NCD5
 
 
  High wear resistance
 
 
  Reduces frictions
 
 
  High precision manufacturing
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,47 dientes,,501,1256,231,241,9,Negro,Acero,47,,525,,,,Estándar,,https://api.mybihr.com/medias/800Wx800H-1075309006-1.jpg?context=bWFzdGVyfHJvb3R8NzAyNzJ8aW1hZ2UvanBlZ3xhREpoTDJoaU5pOHhNREl3TmpZek56QTBNVEkxTnpRdk9EQXdWM2c0TURCSVh6RXdOelV6TURrd01EWXRNUzVxY0djfDkyMGE0MDM0M2EwODU4ZmFjMDIwYTIxZGI3OTYzMzRjMmE4NjNmMmM2OWNhMDBmZDY2MzkzNWE4NTUzNmEzN2Y,,,,https://static.bihr.pro/eBihr/Pictures/PBR-pictures.zip,Spain Warehouse (Parts)
