PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1026007,44900635,F33004903,SHOWA,SHOWA DUST SEAL FORK 49MM,"Guardapolvos de horquilla SHOWA - 49x60,6x10,5 mm",31.46,26.00,18.20,F33004903,11,8714109090,0,1,"<p>Guardapolvos de horquilla Showa, para un reacondicionamiento fiable y de calidad.</p>","
Guardapolvos de horquilla Showa, para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,201,15,101,83,24,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1026007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwNDZ8aW1hZ2UvanBlZ3xhR1ZpTDJnd1ppODRPVFk1TlRBNU9UazBOVEkyTHpFd01qWXdNRGN0TVY4NE1EQlhlRGd3TUVnfGYzZDZkYjA1MTcxNjI0N2U4ZDY2Y2NhZTQ5NTgwY2NiOWMxNDg2ZTRhMDc5YmY1Y2E5N2M1NGQzYTc3NTM1ZGE,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026005,44900630,F33004701,SHOWA,"SHOWA DUST SEAL 47X58,6X12","Guardapolvos de horquilla SHOWA - 47x58,6x12 mm",16.94,14.00,9.80,F33004701,2,8714109090,0,1,"<p>Guardapolvos de horquilla Showa, para un reacondicionamiento fiable y de calidad.</p>","
Guardapolvos de horquilla Showa, para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,139,16,105,78,17,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1026005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwNDZ8aW1hZ2UvanBlZ3xhR0ZrTDJnd05DODRPVFk1TlRBNU5qQXhNekV3THpFd01qWXdNRFV0TVY4NE1EQlhlRGd3TUVnfDk1MThlNjkyZWEwMGZiMzM4MDE0MTk3MDZhMDI4NmNmYWEwNWFjNjQ0YjRiZmIxMWU4ZGFlNGZiYjA1ZWIxYjE,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026035,49900220,R34005001,SHOWA,SHOWA O-RING SHOCK ABSORBER 50MM,Piezas de recambio amortiguador junta tórica SHOWA,4.01,3.31,2.32,8435622709093,1,8714109090,0,1,"<ul>  <li>O-ring para amortiguador Showa, para un reacondicionamiento fiable y de calidad.</li></ul>","  O-ring para amortiguador Showa, para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,81,3,100,54,15,,,,,,,,,,,,https://api.mybihr.com/medias/1026035-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2Nzh8aW1hZ2UvanBlZ3xhRGt3TDJoa09DODRPVFk1TlRFMU5EazVOVFV3THpFd01qWXdNelV0TVY4NE1EQlhlRGd3TUVnfDQzMmFmNWU0ODAwZjk4Y2U4YzVkOWRhNTdjYTE4NDViZGZlYWY4ZGI3ZTBkODVhZWRhN2EwN2NjNzcyMjI4Zjc,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025987,44900644,F27603902,SHOWA,SHOWA RING FORK INNNER 39MM,Casquillo interior de friccion para horquilla Showa Ø39mm Harley Davidson,8.49,7.02,4.91,F27603902,6,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,210,9,111,70,27,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025987-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhREptTDJnMVl5ODRPVFk0TmpNeE16ZzJNVFF5THpFd01qVTVPRGN0TVY4NE1EQlhlRGd3TUVnfGYwNDY1ZDE5MTU0ZTA5ZTkwMDExOGFjMDk2ZDRiMWU2MzBhOGM1ZmZkZTIxNjI5MGRmMjk5MDQ2MTA1MmQ2MDY,https://api.mybihr.com/medias/1025987-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhR1ptTDJnMk1pODRPVFk0TmpNeE5UZ3lOelV3THpFd01qVTVPRGN0TWw4NE1EQlhlRGd3TUVnfDU0YTY5NWJlOGEyYWEzZWFlY2JlZDliNjRkNWZhNDBjOGU4NmU1NjZhOTc3MTczZjEyY2I2ZmQ0NDY3YTc5Yzg,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025985,44900650,F27503902,SHOWA,SHOWA RING FORK OUTTER 41MM,Casquillo Exterior de friccion para horquilla Showa Ø41mm Harley Davidson,8.49,7.02,4.91,F27503902,2,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,189,22,101,78,24,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025985-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhR0ZoTDJnd05pODRPVFk0TmpNd05UazVOekV3THpFd01qVTVPRFV0TVY4NE1EQlhlRGd3TUVnfGNhYTQ0YTAwZWVmYWI2ZTcyMjMxOGNiMDI3ZDBkODA5Y2JlNGI1YzMzYTFjNTczYTU1YWIwMWY2Y2NmYzQ3NWM,https://api.mybihr.com/medias/1025985-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhREkyTDJnd01DODRPVFk0TmpNd056azJNekU0THpFd01qVTVPRFV0TWw4NE1EQlhlRGd3TUVnfDY2Y2E1NjMzOGZlMDVjYWZjMTE0M2YwZjc3OTI2ZTQ3NDk3NmY5NWQ4NDg2YWY0MzY5ZTY3YjIwYmJiN2IwZTU,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026044,44900655,F32004802,SHOWA,"SHOWA FORK OIL SEAL 48X58X8.5/10,5","Retén de horquilla sin guardapolvo SHOWA - 48x58x8.5/10,5 mm",13.31,11.00,7.70,F32004802,15,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,135,14,97,73,19,,,,,,,,ø 48 mm,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1026044-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhR1JqTDJoaFpTOHpNakkzTXprMU5ERTBOREk0Tmk4NE1EQlhlRGd3TUVoZk1UQXlOakEwTkMweExtcHdad3xiOWU4N2ZhNWU4YmY0YjQwNDc2NDdkNGExYTJmNzQ2MTUzZDU3ZGRlZTgyYzM4MWVhNDUyMzRkY2E1ZGM2ODU5,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026045,44900657,F32004901,SHOWA,SHOWA FORK OIL SEAL 49X60X10,Retén de horquilla sin guardapolvo SHOWA - 49x60x10 mm,13.31,11.00,7.70,8435622702742,32,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,125,14,101,65,19,,,,,,,,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1026045-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhR0ZqTDJoaU5TOHpNakkzTXprMU5ETTBNRGc1TkM4NE1EQlhlRGd3TUVoZk1UQXlOakEwTlMweExtcHdad3xlNTUyZWY5Zjg5ZGE1NWY5NTlhNTAxZmQyMTI5MmZlMmU0NDRlNzcyNTFlMjFmYmQwMzM0NzJjZDAzN2E1ODk3,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026046,44900660,F32003902,SHOWA,SHOWA FORK OIL SEAL 39X52X11,Retén de horquilla sin guardapolvo SHOWA - 39x52x11 mm,11.00,9.09,6.36,F32003902,0,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,152,15,106,65,22,,,,,,,,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1026046-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhRFpoTDJoaVl5OHpNakkzTXprMU5EVXpOelV3TWk4NE1EQlhlRGd3TUVoZk1UQXlOakEwTmkweExtcHdad3wxYzVhOTYzOWM5NmZlNTA5ZTY4OTViMGQwYzUyNDI2MzYxYThiMGJkNDQ1YzYwYTk4NjE2MWEyNWNjMWQwOTU1,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026049,49900223,R35201801,SHOWA,SHOWA RING BACK UP SHOCK ABSORBER,Retén de protección de amortiguador Showa,22.99,19.00,13.30,R35201801,0,8714109090,0,1,"<ul>  <li>Asiento para muelle de amortiguador Showa, para un reacondicionamiento fiable y de calidad.</li></ul>","  Asiento para muelle de amortiguador Showa, para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,48,4,80,60,10,,,,,,,,,,,,https://api.mybihr.com/medias/1026049-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQzNTF8aW1hZ2UvanBlZ3xhRGhoTDJnMVpDODRPVFk1TlRFNE1qVXlNRFl5THpFd01qWXdORGt0TVY4NE1EQlhlRGd3TUVnfGY2ZDk4ZDhmZmE0YjYyNjgzZGQ3ZDQ2MjM2NDIyMDFhN2VhYjg3NzhmMzhmNGU0YjRiY2FkZjdkOWVkNGY3MWU,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025988,44900643,F27604102,SHOWA,SHOWA RING FORK INNNER 41MM,Casquillo interior de friccion para horquilla Showa Ø41mm Harley Davidson,9.99,8.26,5.78,8435622701653,1,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,185,22,104,48,37,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025988-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhR0prTDJnMk9TODRPVFk0TmpNeE56YzVNelU0THpFd01qVTVPRGd0TVY4NE1EQlhlRGd3TUVnfDAyZjNiNDBiOTc3ODM0N2QyMTI2OWM4ZGMzOGI3NDE2ZWY2OGFhNjYxNWI2NWMxNWVhMDJmNmQxNzM0ZTEyMmU,https://api.mybihr.com/medias/1025988-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhRGhrTDJnM01DODRPVFk0TmpNeE9UYzFPVFkyTHpFd01qVTVPRGd0TWw4NE1EQlhlRGd3TUVnfGIxZTFkZThkM2FkOGMwYmFmNjExNGQ2MDlhOWQ2OTc4N2NiNGFkYWFkMmUwZmMzYjgxMjcyNDU1MGRhM2Y4Mjk,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026017,44900673,RMAN01607,SHOWA,SHOWA REPAIR KIT SHOCK ABSORBER 16MM,Kit de reparación amortiguador SHOWA,123.42,102.00,71.40,RMAN01607,1,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,716,97,122,103,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026017-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDZ8aW1hZ2UvanBlZ3xhREJsTDJnMlppODRPVFk1TlRFeE9UWXdOakEyTHpFd01qWXdNVGN0TVY4NE1EQlhlRGd3TUVnfGRiNWZmMzJmOWEwOTk1ZGQ5NWE2YzNhN2M4NzhhNTg3MDI2N2YwNzJiNGIzMTIzNThiOWEwNjFlMTVlYTkxMDg,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026018,44900671,RMAN01605,SHOWA,SHOWA REPAIR KIT SHOCK ABSORBER 16MM,Kit de reparación amortiguador SHOWA,110.11,91.00,63.70,RMAN01605,1,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,838,95,129,114,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026018-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDZ8aW1hZ2UvanBlZ3xhR0UxTDJneU1DODRPVFk1TlRFeU1UVTNNakUwTHpFd01qWXdNVGd0TVY4NE1EQlhlRGd3TUVnfDEwMTUxNTIyOGQzYWUyM2QwZmNmMmQ5ZGU5YmUxOGIzOTRmNTBlNWYxYWI2OWFiZGMyZTE0Mzc3NDk2MmRjNDQ,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026030,44900662,FMAN04901WO,SHOWA,SHOWA REPAIR KIT FORK,Kit de reparacion horquilla showa,104.06,86.00,60.20,8435622707167,1,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,516,165,119,76,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026030-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNDV8aW1hZ2UvanBlZ3xhREk0TDJoak1DODRPVFk1TlRFME5URTJOVEV3THpFd01qWXdNekF0TVY4NE1EQlhlRGd3TUVnfGIwYzZlZTA3YTNjMjZlZDhhMGE0NDYzYzU3ODVhYmRmZmIwZGFkNTBmZGFjYTlhNGM2MzZjNDQ0ZTc0ZDhmNDk,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026019,44900668,RMAN01602,SHOWA,SHOWA REPAIR KIT SHOCK ABSORBER 16MM,Kit de reparación amortiguador SHOWA,114.95,95.00,66.50,RMAN01602,5,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,637,95,130,86,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026019-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDZ8aW1hZ2UvanBlZ3xhR1ExTDJneE9TODRPVFk1TlRFeU16VXpPREl5THpFd01qWXdNVGt0TVY4NE1EQlhlRGd3TUVnfDE2ZmQxODYyNzVkY2IzNzdjZGU1ZWMxYzQyNTg4MzhjZDVmZmQ0MmVkMWY0NDY1NGU0Mjk2MzZkNzg3ZmJhMmI,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026024,44900674,RMAN01801,SHOWA,SHOWA REPAIR KIT SHOCK ABSORBER 16MM,Kit de reparación amortiguador SHOWA,113.99,94.21,65.95,RMAN01801,1,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,857,86,146,103,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026024-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDZ8aW1hZ2UvanBlZ3xhR014TDJnMFppODRPVFk1TlRFek16TTJPRFl5THpFd01qWXdNalF0TVY4NE1EQlhlRGd3TUVnfDI2MjUyNDU2MjM2YTBiMzQ4MDNlOWEwZmZjYzQwYWJlMTFhNDIwOWUzYTBlYzc5ZjJkOTE4MjQ5NGFmNzFlYzI,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026029,44900663,FMAN04903WO,SHOWA,SHOWA REPAIR KIT FORK,Kit de reparacion horquilla showa,135.52,112.00,78.40,FMAN04903WO,4,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,547,167,123,78,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026029-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNDV8aW1hZ2UvanBlZ3xhRFU0TDJoaU9TODRPVFk1TlRFME16RTVPVEF5THpFd01qWXdNamt0TVY4NE1EQlhlRGd3TUVnfGVlYTZkMWQ3ZGFmMWUxYzViMTI3YjkxMGEwM2YyNTBjZDVlMWJlOGVhZWI2MDYzZDYwMTdjMDg0N2FkMTA0NmM,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026020,44900667,RMAN01601,SHOWA,SHOWA REPAIR KIT SHOCK ABSORBER 16MM,Kit de reparación amortiguador SHOWA,110.11,91.00,63.70,RMAN01601,3,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,705,102,120,103,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026020-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDZ8aW1hZ2UvanBlZ3xhREEwTDJneE15ODRPVFk1TlRFeU5UVXdORE13THpFd01qWXdNakF0TVY4NE1EQlhlRGd3TUVnfDk0YmE0NGZmOTg5NDEyZmVkNmE2NzI5MjI1YjIzMTViMjI2ZDdjZGE3NjQ0NTQ5MDFkMGE3NGFlZDMzMmVhMGU,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026027,44900665,FMAN04701WO,SHOWA,SHOWA REPAIR KIT FORK,Kit de reparacion horquilla showa,95.59,79.00,55.30,8435622707105,2,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,833,179,126,116,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026027-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNDV8aW1hZ2UvanBlZ3xhREZtTDJnMk5DODRPVFk1TlRFek9USTJOamcyTHpFd01qWXdNamN0TVY4NE1EQlhlRGd3TUVnfGE3ZDljOGRiODlhYTNmNjgxYWJjZjI2MTNhMjg0M2JmNzA2NmVjZjIxZTY3ZGU3NDY3YzE4NThiZjUyN2VmYjk,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026028,44900661,FMAN04801WO,SHOWA,SHOWA REPAIR KIT FORK,Kit de reparación de horquilla Showa Honda CRF,106.48,88.00,61.60,8435622707129,0,8714109090,0,1,"<ul>  <li>Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.</li></ul>","  Este kit Showa contiene todo lo que necesitas para reparar tu horquilla delantera.  Dependiendo del modelo de moto, el kit se adapta para ofrecerle todas las piezas necesarias.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,605,175,131,81,57,,,,,,,,,,,,https://api.mybihr.com/medias/1026028-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNDV8aW1hZ2UvanBlZ3xhRGxpTDJoaU1pODRPVFk1TlRFME1USXpNamswTHpFd01qWXdNamd0TVY4NE1EQlhlRGd3TUVnfGNiYmEzZTg1ZTc2NzNiZmE1YzZlNjFkZTBiODg3NjEzNzdjMWIzODFkNTg3YmNmMmQwMjc1YzJhYWM5MmY5MjQ,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026042,44900656,F32004801,SHOWA,SHOWA FORK OIL SEAL 48X58X8.5,Retén de horquilla sin guardapolvo SHOWA - 48x58x8.5 mm,18.15,15.00,10.50,8435622702728,15,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,133,8,107,73,17,,,,,,,,ø 48 mm,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1026042-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhR0k1TDJobFpTOHpNakkyT1RZMk1URTBNekEzTUM4NE1EQlhlRGd3TUVoZk1UQXlOakEwTWkweExtcHdad3xiMWNhZWIxN2JhNDk1NmM0NTU1N2EyOGM5ZWQ1MDA2OGEwZDE2ZTkzZTJkNDFmZmIxNjA0ZjAwNjM0MGJjNTk3,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025994,44900647,F27504901,SHOWA,SHOWA RING FORK OUTTER 49MM,Casquillo interior de friccion para horquilla Showa 49mm,14.52,12.00,8.40,F27504901,0,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,151,18,90,70,24,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025994-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhR1l3TDJobE1pODRPVFk1TlRBM01EUTFOREEyTHpFd01qVTVPVFF0TVY4NE1EQlhlRGd3TUVnfDY4ZmY2NDk0M2U4OGRjNzJjMThiMTViMmFjYTVhMzViYjJiMmQyZjRjMzI5ZjZkNTVhZGI2M2U4OTA4ODdmNzE,https://api.mybihr.com/medias/1025994-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhREl3TDJoa1l5ODRPVFk1TlRBM01qUXlNREUwTHpFd01qVTVPVFF0TWw4NE1EQlhlRGd3TUVnfDdhNjU4Y2FkY2YyZGQ4OTE2NTk5YWFkYzk3ZGYyNjcxYTE2MTkyZmY1YjdmNDY1ZjBmYTI2M2QwYTNhYjllODg,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025995,44900641,F27604901,SHOWA,SHOWA RING FORK INNNER 49MM,Casquillo interior de friccion para horquilla Showa Ø49mm,15.73,13.00,9.10,8435622701752,0,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,130,17,102,53,24,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025995-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhRFl6TDJoa05TODRPVFk1TlRBM05ETTROakl5THpFd01qVTVPVFV0TVY4NE1EQlhlRGd3TUVnfDdkMjViNTRjYjgxM2U5YzgwYzFmMzBhZjg2NmUzNGFiNWYyODUzMDM5NDMyOGU3Y2M4MmQxOThmNDA1OWM4YmQ,https://api.mybihr.com/medias/1025995-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhRGt6TDJoalpTODRPVFk1TlRBM05qTTFNak13THpFd01qVTVPVFV0TWw4NE1EQlhlRGd3TUVnfDkwMmNjN2E3NjJhZWQzZWQ5ZWNjMzMyNGZkNWVlZDljNDYzODUyYTI2NzU0ZWNlODFkYjk5NmQ1NDVlMGQyYmM,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
