PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1025996,49900218,R29610502,SHOWA,SHOWA BLADDER SHOCK ABSORBER,Diafragma para amortiguador Showa,21.50,17.77,12.44,R29610502,2,8714109090,0,1,<ul>  <li>Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.</li></ul>,"  Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,462,38,141,63,52,,,,,,,,,,,,https://api.mybihr.com/medias/1025996-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY1MzB8aW1hZ2UvanBlZ3xhR016TDJoak55ODRPVFk1TlRBM09ETXhPRE00THpFd01qVTVPVFl0TVY4NE1EQlhlRGd3TUVnfDZmMWRiZDczYTgyNGM2MzVmZThlZDFhYjk3MDc1MWQ2MGZlMDcyNGEyNDBiNTY0MjMwYTNkYmRkZWZlNWY3YTI,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025997,49900215,R29609601,SHOWA,SHOWA BLADDER SHOCK ABSORBER,Diafragma para amortiguador Showa,21.50,17.77,12.44,8435622708461,2,8714109090,0,1,<ul>  <li>Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.</li></ul>,"  Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,383,41,117,63,52,,,,,,,,,,,,https://api.mybihr.com/medias/1025997-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY1MzB8aW1hZ2UvanBlZ3xhRFZoTDJnM09TODRPVFk1TlRBNE1ESTRORFEyTHpFd01qVTVPVGN0TVY4NE1EQlhlRGd3TUVnfDRlYTUyY2NjNDNlODQwOTQ0NmZhZDAxYmM5MzQxYWYzOTk3ZDA3M2QzOTUyYmM4M2JlMGRmZGM4YTM4ODA4NGU,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025998,49900214,R29606001,SHOWA,SHOWA BLADDER SHOCK ABSORBER,Diafragma para amortiguador Showa,27.50,22.73,15.91,R29606001,4,8714109090,0,1,<ul>  <li>Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.</li></ul>,"  Membrana de amortiguador Showa para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,416,32,90,81,57,,,,,,,,,,,,https://api.mybihr.com/medias/1025998-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY1MzB8aW1hZ2UvanBlZ3xhRGc1TDJnM01pODRPVFk1TlRBNE1qSTFNRFUwTHpFd01qVTVPVGd0TVY4NE1EQlhlRGd3TUVnfDI0M2VlNmU2NDI4YzgyMmUxOTc3YmRhMDY3YTYyZTY5ODlmODY2ZDQzZTllM2IwNTgxOWU3MDcyYWMxYTFjODI,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1026040,44900680,R32001601,SHOWA,SHOWA SHOCK SEAL SPY 16MM,Retén de amortiguador sin guardapolvo SHOWA - 16x28x5 mm,18.50,15.29,10.70,8435622708737,4,8714109090,0,1,"<ul>  <li>Retén de amortiguador Showa, para un reacondicionamiento fiable y de calidad.</li></ul>","  Retén de amortiguador Showa, para un reacondicionamiento fiable y de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,29,9,117,50,5,,,,,,,,,,,,https://api.mybihr.com/medias/1026040-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg2Nzl8aW1hZ2UvanBlZ3xhR1UyTDJnMlpTODRPVFk1TlRFMk5EZ3lOVGt3THpFd01qWXdOREF0TVY4NE1EQlhlRGd3TUVnfDk2YzUwNTBiMzgwNTZhZGQ4MDI3OWFjMGQ4NGJkZTRiNWIzMWQzYjgyMjc1Yzg2YzI4YzlmMTc3OWVlMjE2MzQ,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1048073,R41501404,R41501404,SHOWA,SHOWA RUBBER SHOCK ABSORBER STOPPER,Repuesto amortiguador trasero Showa,16.00,13.22,9.25,8435622709949,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a>Showa rear shock stopper rubber for reliable and quality reconditioning<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","        Showa rear shock stopper rubber for reliable and quality reconditioning  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,170,33,50,68,50,,,,,,,,,,,,https://api.mybihr.com/medias/1048073-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg5MjN8aW1hZ2UvanBlZ3xhR1EzTDJoaU5pODRPVGN4TURZMU1qSTVNelF5THpFd05EZ3dOek10TVY4NE1EQlhlRGd3TUVnfDI4YWRhZDRkYWNiMWJhMTM3MGRlODVkZjUxN2U0ZWI4YTRjNTI1YzkzOWRmMGVmNGQyNWUyYTc4NzlmZWQ2YWE,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1048074,R25004001,R25004001,SHOWA,SHOWA PISTON RING 40MM REAR SHOCKMM,Repuesto amortiguador trasero Showa,10.50,8.68,6.08,R25004001,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a>Showa replacement ring for shock absorber piston<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","        Showa replacement ring for shock absorber piston  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,25,13,50,50,10,,,,,,,,,,,,https://api.mybihr.com/medias/1048074-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIyOTN8aW1hZ2UvanBlZ3xhREEzTDJoaU1DODRPVGN4TURZMU5ESTFPVFV3THpFd05EZ3dOelF0TVY4NE1EQlhlRGd3TUVnfGUyNWM3ZTcyNjIzZTkyM2IwNzA4ZTZhZWZiZDAyMzNlMGE2YTk2MGQxZDYyOTk4MWY2MTY5YmFlZTU5YWI5NGM,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025990,44900645,F27504702,SHOWA,SHOWA RING FORK OUTTER 47MM,Casquillo exterior de friccion para horquilla Showa Ø47mm,12.00,9.92,6.94,8435622701516,5,8714109090,0,1,"<ul>
	<li>Recambios Showa para un reacondicionamiento de calidad.</li>
	<li>
	<p><strong>Medidas 47x51x15 </strong></p></li>
</ul>
","
	Recambios Showa para un reacondicionamiento de calidad.
	
	Medidas 47x51x15 

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,164,28,118,63,22,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025990-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhRGsyTDJoall5ODRPVFk0TmpNeU5UWTFOemt3THpFd01qVTVPVEF0TVY4NE1EQlhlRGd3TUVnfGFjYjBhYmY0ZDRhODhjNDI5Y2QxYWQ0OWRmMzQyZjFjMzZjYjIyMDIzYWFhZDFkMmI2NGY5ZGM4NjQzYjE1ZDk,https://api.mybihr.com/medias/1025990-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhRFkzTDJoa015ODRPVFk0TmpNeU56WXlNems0THpFd01qVTVPVEF0TWw4NE1EQlhlRGd3TUVnfGYxYmE4NjBhZTcwMDY3MWZlZjFjNWEyZTc5MjA5ZDNmOGRmZTY4NjkxMWI5ODRhNjJkNTE4NTI2ZWFlZTk0ZTE,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025991,44900639,F27604702,SHOWA,SHOWA RING FORK INNNER 47MM,Casquillo interior de friccion para horquilla Showa Ø47mm,11.00,9.09,6.36,F27604702,4,8714109090,0,1,"<ul>
	<li>Recambios Showa para un reacondicionamiento de calidad.</li>
	<li>
	<p><strong>Medidas 45x47x20 </strong></p></li>
</ul>
","
	Recambios Showa para un reacondicionamiento de calidad.
	
	Medidas 45x47x20 

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,153,15,94,48,34,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025991-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhREkwTDJoa1lTODRPVFk0TmpNeU9UVTVNREEyTHpFd01qVTVPVEV0TVY4NE1EQlhlRGd3TUVnfDFiZTM5YjAxODNiNDhiZTFjYjFkMjJhNTc1NWI5NmQ1YWZjNmY4ZjJmZjVmM2E1ZThjMGYyZDdlM2QwNzRjNzU,https://api.mybihr.com/medias/1025991-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhRFZtTDJoa055ODRPVFk0TmpNek1UVTFOakUwTHpFd01qVTVPVEV0TWw4NE1EQlhlRGd3TUVnfDZhYWNiOTc0ZTc2M2Q3MDYzNGMzNjU1NTI4ZTMzZDkzZDhjYzQ5MmVkMGMxZTJiYjY2NDdjOTg3ZGI3Y2MxNzM,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025992,44900646,F27504801,SHOWA,SHOWA RING FORK OUTTER 48MM,Casquillo interior de friccion para horquilla SHOWA Ø48mm,12.10,10.00,7.00,F27504801,10,8714109090,0,1,<ul>  <li>Recambios SHOWA para un reacondicionamiento de calidad.</li></ul>,"  Recambios SHOWA para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,135,28,106,58,22,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025992-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhRGhtTDJoa01DODRPVFk0TmpNek16VXlNakl5THpFd01qVTVPVEl0TVY4NE1EQlhlRGd3TUVnfDQ0MTlhMDliMTQ0YTkyMjNlZDM2ZjBjZGIxMDI5Y2Q3MjIyNzI0MmMzNjYzNjA0N2I1MTdjYzRkMDE5NDJkNGQ,https://api.mybihr.com/medias/1025992-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhREExTDJoak1TODRPVFk1TlRBMk5EVTFOVGd5THpFd01qVTVPVEl0TWw4NE1EQlhlRGd3TUVnfDZjYjg0MTZhMTFiMGFmYmIyNzU4YTdjM2ExNzhhYWE3ZWU2YzkxMGIyYzVmYmI1N2E5ZjI1MDJkYjUwMGVhNjk,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1025993,44900640,F27604801,SHOWA,SHOWA RING FORK INNNER 48MM,Casquillo interior de friccion para horquilla Showa Ø48mm,12.50,10.33,7.23,F27604801,0,8714109090,0,1,<ul>  <li>Recambios Showa para un reacondicionamiento de calidad.</li></ul>,"  Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,168,15,85,73,27,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/1025993-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ3MjB8aW1hZ2UvanBlZ3xhR1EyTDJoak55ODRPVFk1TlRBMk5qVXlNVGt3THpFd01qVTVPVE10TVY4NE1EQlhlRGd3TUVnfGQ1MWJiYzE3MTM2YjAyMzUyN2E4NDM0ZmZhYzg2MmMwZjZlYzFkOWQ3NDg3NjM5M2NjNDQ1NzY0MjRkOTUyOWI,https://api.mybihr.com/medias/1025993-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NDN8aW1hZ2UvanBlZ3xhRGt5TDJoalpTODRPVFk1TlRBMk9EUTROems0THpFd01qVTVPVE10TWw4NE1EQlhlRGd3TUVnfGIyOTMwY2IwOWM1MGJiZTkwZTllMTVjZmY1ZGY5YzQ2YzBiYTJhMmJhNDQ0NzAxNjBhZDdkZjc2MTFjMWE1Zjk,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120289,,FSER04901,SHOWA,SHOWA SERVICE KIT FF 49MM,Kit de reparación de horquilla SHOWA,56.49,46.69,32.68,8435622720104,0,8714109090,0,1,Este kit incluye dos retenes de horquilla y dos guardapolvos.,Este kit incluye dos retenes de horquilla y dos guardapolvos.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,343,76,131,69,38,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1120289-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjN8aW1hZ2UvanBlZ3xhR00zTDJoaU5pOHlPVFl4TnpnMk1USTVOakUxT0M4NE1EQlhlRGd3TUVoZk1URXlNREk0T1MweExtcHdad3xkMWVmNmYyNGM4ODRjMTVkOWFmNTVkMDVjNTdiNmY4MDYyOTNhNGRlMDYxNWE3YTAwMGJmNTQ2MTBiNjEzNWY0,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1121715,,F27504303,SHOWA,SHOWA RING FORK OUTTER 43MM,Casquillo interior de friccion para horquilla SHOWA Ø43mm,13.49,11.15,7.81,8435622701479,1,8714109090,0,1,<ul>  <li>Recambios SHOWA para un reacondicionamiento de calidad.</li></ul>,"  Recambios SHOWA para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,56,41,51,48,23,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1121715-1.jpg?context=bWFzdGVyfHJvb3R8NDExMjR8aW1hZ2UvanBlZ3xhR1psTDJnd1lTOHpNalEzTXpBMk5qTTBNRE00TWk4NE1EQlhlRGd3TUVoZk1URXlNVGN4TlMweExtcHdad3wxYzJiODNkMTczZjg5NGU0NzJiNjhlZmIzMTBhOWQ0OTE5ZTQ3MDc5ZTI4ZGM1YTMxYmRjNThlMzMxYzk3NDU3,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120284,,FSER04501,SHOWA,SHOWA SERVICE KIT FF 45MM,Kit de reparación de horquilla SHOWA,43.56,36.00,25.20,8435622720067,4,8714109090,0,1,Este kit incluye dos retenes de horquilla y dos guardapolvos.,Este kit incluye dos retenes de horquilla y dos guardapolvos.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,220,59,122,60,30,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1120284-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjN8aW1hZ2UvanBlZ3xhREl3TDJoa1lpOHlPVFl4TnpnMk1ERXhOalV4TUM4NE1EQlhlRGd3TUVoZk1URXlNREk0TkMweExtcHdad3xkZWIzYmViZDBiYzgxNTNlZWExYjFhNzg0ZmVkNTYyYjFjN2MwMmM1YmIwM2RlZmVkNGIwMTlhMjhiYzE4MDRj,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120287,,FSER04701,SHOWA,SHOWA SERVICE KIT FF 47MM,Kit de reparación de horquilla SHOWA,54.45,45.00,31.50,8435622720074,2,8714109090,0,1,Este kit incluye dos retenes de horquilla y dos guardapolvos.,Este kit incluye dos retenes de horquilla y dos guardapolvos.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,263,79,85,72,43,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1120287-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjN8aW1hZ2UvanBlZ3xhR0ZsTDJobE9DOHlPVFl4TnpnMk1EVXdPVGN5Tmk4NE1EQlhlRGd3TUVoZk1URXlNREk0TnkweExtcHdad3xlNmFmYTk5OGEzMDg1YjI2ZTVhZjg2MGJjYzA2YmUwZjdmNzk5YzBiZjk5OGMyMThmNWMzOTA2NWU2N2NjOTM1,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1122103,,F27603901,SHOWA,SHOWA SLIDE BUSH 37x39x20,Casquillo de fricción exterior para horquilla SHOWA (37x39x20mm),8.47,7.00,4.90,F27603901,1,8714109090,0,1,<p>Recambios Showa para un reacondicionamiento de calidad.</p>,"
Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,72,24,60,48,25,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1122103-1.jpg?context=bWFzdGVyfHJvb3R8NDExMjR8aW1hZ2UvanBlZ3xhR1U0TDJoalpTOHpNamsyTVRVNU1EazRORGN6TkM4NE1EQlhlRGd3TUVoZk1URXlNakV3TXkweExtcHdad3xkN2Q2MTQxY2YwOWI2NTFhMDM4NzIwZWNlMzllMWZkZGQ5NGM5YmZiMTBjMTVmNmUwNTA1NzE5NGFkNDY1ZWI0,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120288,,FSER04801,SHOWA,SHOWA SERVICE KIT FF 48MM,Kit de reparación de horquilla SHOWA,62.92,52.00,36.40,FSER04801,11,8714109090,0,1,Este kit incluye dos retenes de horquilla y dos guardapolvos.,Este kit incluye dos retenes de horquilla y dos guardapolvos.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,318,72,132,73,33,,,,,,,,ø 48 mm,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1120288-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjN8aW1hZ2UvanBlZ3xhRFJsTDJobU5pOHlPVFl4TnpnMk1Ea3dNamswTWk4NE1EQlhlRGd3TUVoZk1URXlNREk0T0MweExtcHdad3w3YTllODk4NDZiY2NmNzkwNWVjMTI3MTUzY2YzNWQyYjNhZWNiOGUxY2Q2MDYwMGQ1NmUwMTIxMjNlZDRkMzhj,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120281,,FSER04302,SHOWA,SHOWA SERVICE KIT FF 43MM,Kit de reparación de horquilla SHOWA,56.99,47.10,32.97,FSER04302,2,8714109090,0,1,Este kit incluye dos retenes de horquilla y dos guardapolvos.,Este kit incluye dos retenes de horquilla y dos guardapolvos.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,251,73,128,70,28,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1120281-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjN8aW1hZ2UvanBlZ3xhR1JrTDJneU55OHlPVFl4TnpnMU9UY3lNekk1TkM4NE1EQlhlRGd3TUVoZk1URXlNREk0TVMweExtcHdad3wxMTMzZWVkZWIxYTIzOWJlZmVkMDMyYmUyOGU2ZTEzMTA2MzY3MDc1MjYwNmYyZDMzNjMwNmM4YzljYjU5ZDUx,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120285,,F32004501,SHOWA,SHOWA FORK OIL SEAL 45X57X11,Retén de horquilla sin guardapolvo SHOWA - 45x57x11 mm,12.10,10.00,7.00,8435622702704,11,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,66,24,71,62,15,,,,,,,,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1120285-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhREpsTDJoa015OHpNakkzTXprMU5UY3hOekUxTUM4NE1EQlhlRGd3TUVoZk1URXlNREk0TlMweExtcHdad3xhOWM3MDFmZGMwNjI4YTI0YTVhYTVlNjYxMTBjZTcwNzUzNzFmMjlmYTJiY2RiYTE2YmQzZjFmZjNmNWQ4ZjU2,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1120282,,F32004302,SHOWA,SHOWA FORK OIL SEAL 43X54X9.5,Retén de horquilla sin guardapolvo SHOWA - 43x54x9.5 mm,20.49,16.93,11.85,8435622702698,6,8714109090,0,1,"<p>Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.<br>Se vende por unidad.</p>","
Retenes de horquilla Showa, para un reacondicionamiento fiable y de calidad.Se vende por unidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,66,24,71,62,15,,,,,,,,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1120282-1.jpg?context=bWFzdGVyfHJvb3R8NzgwNjd8aW1hZ2UvanBlZ3xhR1ZpTDJoa09TOHpNakkzTXprMU5UVXlNRFUwTWk4NE1EQlhlRGd3TUVoZk1URXlNREk0TWkweExtcHdad3wwNjBiNDkzNGZiMjFmNTNiNTlhM2U1MjBlZTI0YmQ5ZTRlNjk0ODczZDUzYWRjZmIyYjNkMDg4ZjdiNjRkYzg4,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1122101,,F27504301,SHOWA,SHOWA GUIDE BUSH 43x47x15,Casquillo de fricción interior para horquilla SHOWA (43x47x15mm),9.99,8.26,5.78,8435622701455,2,8714109090,0,1,<p>Recambios Showa para un reacondicionamiento de calidad.</p>,"
Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,30,5,45,45,15,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1122101-1.jpg?context=bWFzdGVyfHJvb3R8NDExMjR8aW1hZ2UvanBlZ3xhRE16TDJnME55OHpNamd6TXpjNU1EVTNORFl5TWk4NE1EQlhlRGd3TUVoZk1URXlNakV3TVMweExtcHdad3w2ODVjZWIwYWZkNmMyZTc1MDhjMzVlYmJiZGI5YzQ2ZmMwODYyMmVmN2QzMTcwZDZhOTVkZGE3ZGI5NmRmM2Jk,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1122099,,F27504101,SHOWA,SHOWA GUIDE BUSH 41x45x15,Casquillo de fricción interior para horquilla SHOWA (41x45x15mm),9.99,8.26,5.78,8435622701424,1,8714109090,0,1,<p>Recambios Showa para un reacondicionamiento de calidad.</p>,"
Recambios Showa para un reacondicionamiento de calidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,30,5,45,45,15,,,,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1122099-1.jpg?context=bWFzdGVyfHJvb3R8NDExMjR8aW1hZ2UvanBlZ3xhREpqTDJoaE9DOHpNamd6TXpjNE9UYzRPREU1TUM4NE1EQlhlRGd3TUVoZk1URXlNakE1T1MweExtcHdad3w3OTZlZDFmZjU5YmJhMGI5NGRkNjg3ZTI4MGE4YmE0ZjI1ZDVkMjc0OTU4YzVlMjJjYjBlNDI2MGZkYTFmYWMy,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,,Spain Warehouse (Parts)
1099641,20100070,L598025001,SHOWA,SHOWA SHOCK OIL RR SS25 1L,Aceite de amortiguador SS25 1L SHOWA,31.00,25.62,17.93,4044079100038,2,2710198190,0,1,"<ul>  <li>Aceite para amortiguador Showa SS25: viscosidad de 3,63 (cSt a 40ºC), unidades de 1L.</li></ul>","  Aceite para amortiguador Showa SS25: viscosidad de 3,63 (cSt a 40ºC), unidades de 1L.",LIQUIDS & LUBRICANTS,OIL,OIL SUSPENSION,1722,939,138,65,192,,,,,,,,,,,,https://api.mybihr.com/medias/1099641-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU4ODh8aW1hZ2UvanBlZ3xhRE14TDJoaVpTODRPVFEzT0RFM01EVTBNak00THpFd09UazJOREV0TVY4NE1EQlhlRGd3TUVnfDg1YjJhMDY2MmQ3ZjgxNzc4ODQxMzFiODgzODdhNTM0NzA3OTMzOTA1NGNjZDlkMWM3ODI3ZjhiNzAwNzE0ODQ,,https://static.bihr.pro/eBihr/Pictures/SHOWA-pictures.zip,https://api.mybihr.com/medias/SS25-ENG.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxNTA2NjV8YXBwbGljYXRpb24vcGRmfGFHTm1MMmcxTnk4NU5qUTBORGczTmpjeE9ETTRMMU5UTWpVZ1JVNUh8NTE2NmU5ODliZmFmYmI0ZTU2N2FlYTFjMTBmYjI0ZWQ1M2I0YTMwZWVjYjMxYmMxOWEwNDc1YTBiYzQ5ZDdiNA,Spain Warehouse (Parts)
