PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Longitud,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Color,Color de la carcasa,Color del cristal,Composición,Diámetro Ø (mm),Embalaje,Función de la luz,Homologación,Longitud (mm),Peso (g),Posición,Tipo de interruptor,Tipo de luz,Uso,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,Document6,Document7,Document8,Document9,Document10,DeliveryPlant
1124754,,AX0410I0999,KOSO,KOSO SPARE PART,"Recambio puño calefactable derecho KOSO 1""",62.12,51.34,35.94,,0,8714109090,0,0,<p>Pu&ntilde;o calefactable 1 pulgada L=120mm pu&ntilde;o acelerador HG 13 - s&oacute;lo lado derecho</p>,"
Puño calefactable 1 pulgada L=120mm puño acelerador HG 13 - sólo lado derecho",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,1117,74,154,125,58,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1124754-1.jpg?context=bWFzdGVyfHJvb3R8MzUyMTV8aW1hZ2UvanBlZ3xhRGsxTDJoalpDODFNRFU1TmpjMU1EVTRPVGs0TWk4NE1EQlhlRGd3TUVoZk1URXlORGMxTkMweExtcHdad3w4NDBiOTRjZmU0MjAzYjM2Nzc0ZDY5YjFmM2FkZmZjODQ2YWMwOTBhY2ZiMWYxMWUwN2U3NTg1YWEwNjI4YmY5,https://api.mybihr.com/medias/800Wx800H-1124754-2.jpg?context=bWFzdGVyfHJvb3R8MzY4NDh8aW1hZ2UvanBlZ3xhRE0yTDJoa1lpODFNRFU1TmpjMU1EazRNekU1T0M4NE1EQlhlRGd3TUVoZk1URXlORGMxTkMweUxtcHdad3wyYmU4ZTYyY2UyNjE5MGM2MTllZmRjODZmM2E0YzgwYWE5ZjU0YTc3ZTRlMjMzNjRlY2U5NDgzODUyMjZhN2Qy,https://api.mybihr.com/medias/800Wx800H-1124754-3.jpg?context=bWFzdGVyfHJvb3R8Mzk4NjR8aW1hZ2UvanBlZ3xhRGt3TDJoalppODFNRFU1TmpjMU1UTTNOalF4TkM4NE1EQlhlRGd3TUVoZk1URXlORGMxTkMwekxtcHdad3wwOTViOTRkNTdmOTA0OGQ5OWJhOTFhNzljMTY0Yjg0OWE2M2NmYjBlYzY3ZDhiYmMzYjk3OWE1Mjg5Y2RlM2Zh,,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1138837001,,AX1700I0,KOSO,"KOSO HOT GRIPS HG17 OPEN END 7/8IN, SHOR",Puños calefactables KOSO Premium HG17,150.44,124.33,93.25,4054783999057,0,8714109090,0,0,"Puños calefactables HG-17 para manillar de 7/8 pulgadas (22,2 mm) con interruptor integrado<br><br>Los puños calefactables HG-17 son compatibles con todas las motos estándar y cuentan con un interruptor ajustable integrado en el pulgar. Este interruptor permite al piloto ajustar la temperatura de los puños de manera segura sin necesidad de soltar el manillar.<br><br>Los diferentes niveles de temperatura siempre garantizan el calor óptimo para el piloto. La pantalla LED con 5 colores ofrece una estética moderna y permite al piloto saber rápidamente el nivel de temperatura seleccionado.<br><br>Una característica destacada de los puños calefactables HG-17 es la protección de batería de bajo voltaje, que apaga automáticamente los puños cuando la batería tiene un nivel de carga bajo, asegurando que la batería tenga suficiente energía para arrancar el motor y operar correctamente.<br><br>Características:<br> - Protección de batería: apaga los puños automáticamente si la tensión de la batería es demasiado baja.<br> - Amplia gama de configuraciones de temperatura que garantizan calor óptimo en todo momento.<br> - Pantalla LED de colores que permite ver fácilmente el nivel de temperatura seleccionado.<br> - Con tapas de manillar desmontables: permite la instalación adicional de contrapesos de manillar<br> - Temperatura máxima: hasta 100 grados<br> - Con homologación ECE: E24*10R06/02*4752*00<br><br>Incluye: 1 par de puños calefactables","Puños calefactables HG-17 para manillar de 7/8 pulgadas (22,2 mm) con interruptor integradoLos puños calefactables HG-17 son compatibles con todas las motos estándar y cuentan con un interruptor ajustable integrado en el pulgar. Este interruptor permite al piloto ajustar la temperatura de los puños de manera segura sin necesidad de soltar el manillar.Los diferentes niveles de temperatura siempre garantizan el calor óptimo para el piloto. La pantalla LED con 5 colores ofrece una estética moderna y permite al piloto saber rápidamente el nivel de temperatura seleccionado.Una característica destacada de los puños calefactables HG-17 es la protección de batería de bajo voltaje, que apaga automáticamente los puños cuando la batería tiene un nivel de carga bajo, asegurando que la batería tenga suficiente energía para arrancar el motor y operar correctamente.Características: - Protección de batería: apaga los puños automáticamente si la tensión de la batería es demasiado baja. - Amplia gama de configuraciones de temperatura que garantizan calor óptimo en todo momento. - Pantalla LED de colores que permite ver fácilmente el nivel de temperatura seleccionado. - Con tapas de manillar desmontables: permite la instalación adicional de contrapesos de manillar - Temperatura máxima: hasta 100 grados - Con homologación ECE: E24*10R06/02*4752*00Incluye: 1 par de puños calefactables",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,Short,1617,320,165,140,70,,,Negro,,,,,,,,,,,,,Classic,,https://api.mybihr.com/medias/800Wx800H-1138837001-1.jpg?context=bWFzdGVyfHJvb3R8MzMwNzN8aW1hZ2UvanBlZ3xhRGM1TDJoaE1DODRNVEUyTVRrd05qRTVNalF4TkM4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01TMHhMbXB3Wnd8ODc2YjE0MDI0MjNiMWNlMzU1N2MyNDdjOWVjNWI2MWIwMjE3NDMyZjAzZmFmZDM3ZjZmNDdjNDEwM2MyZjlhZg,https://api.mybihr.com/medias/800Wx800H-1138837001-2.jpg?context=bWFzdGVyfHJvb3R8MzMzODl8aW1hZ2UvanBlZ3xhR1ZqTDJnNU1pODRNVEUyTVRrd05qVTROVFl6TUM4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01TMHlMbXB3Wnd8ZTA3Mjc0Y2YwY2UzMDAxMWI2NGY2YjkwMjE1ZjdiYjJiNjBkODZjYWRkYjdiODYzOWE3NjFiNGVmMDJjNTY2ZA,https://api.mybihr.com/medias/800Wx800H-1138837001-3.jpg?context=bWFzdGVyfHJvb3R8MjM2OTB8aW1hZ2UvanBlZ3xhRFZsTDJnNE5TODRNVEUyTVRrd05qazNPRGcwTmk4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01TMHpMbXB3Wnd8YmJiNDcwZDc0ZThiNmNjYjI5YTJmZDkwODAyN2ZmYzg3NWNhNGVmMTY5ZDFhMDQxYzVjNTc1ZjY5ZGE4MDhkZA,https://api.mybihr.com/medias/800Wx800H-1138837001-4.jpg?context=bWFzdGVyfHJvb3R8Mzc2OTl8aW1hZ2UvanBlZ3xhREV5TDJnek1DODRNVEUyTVRrd056TTNNakEyTWk4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01TMDBMbXB3Wnd8MWEzNmQ5OWIwNzE4NjdkODkxYWRlMTBiZTQxNDNlYWZmMWQzNjgyMDkzYThkZjRiNGU1MzkwM2YxZDc0NGZjZQ,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1138837002,,AX1710I0,KOSO,"KOSO HOT GRIPS HG17 OPEN END 7/8IN, LONG","KOSO Hot Grips HG 17 Open End f. 7/8 inch Handle Bars, l=130mm",150.44,124.33,93.25,4054783999033,0,8714109090,0,0,HG-17 heated grips for 7/8 inch (22.2 mm) handlebars with integrated switch<br><br>The HG17 heated grips can be fitted to all standard motorcycles and are designed with an integrated adjustable thumb switch. The integrated thumb switch allows the rider to safely adjust the temperature of the grips without having to take their hands off the handlebars.<br><br>The different temperature levels of the handles always give the rider the optimum heat. The LED display with 5 different colored LEDs rounds off the modern appearance of the handles and allows the driver to quickly determine which temperature level is set.<br><br>Another special feature of the HG17 heated grips is the low-voltage battery protection. The system recognizes when the battery voltage is too low and then automatically switches off the heated handles. This ensures that the battery still has sufficient voltage to start and operate the engine.<br><br>Features:<br> - Protective device that automatically switches off the handles if the motorcycle battery voltage is too low.<br> - Wide range of temperature settings ensure optimum heat at all times.<br> - Colored LED display that allows the driver to always see directly which temperature level the handles are in.<br> - With removable handlebar end caps: enables the additional installation of handlebar end weights or handlebar end indicators<br> - Max. temperature up to 100 degrees<br> - With ECE test mark: E24*10R06/02*4752*00<br><br>Scope of delivery: 1 pair,HG-17 heated grips for 7/8 inch (22.2 mm) handlebars with integrated switchThe HG17 heated grips can be fitted to all standard motorcycles and are designed with an integrated adjustable thumb switch. The integrated thumb switch allows the rider to safely adjust the temperature of the grips without having to take their hands off the handlebars.The different temperature levels of the handles always give the rider the optimum heat. The LED display with 5 different colored LEDs rounds off the modern appearance of the handles and allows the driver to quickly determine which temperature level is set.Another special feature of the HG17 heated grips is the low-voltage battery protection. The system recognizes when the battery voltage is too low and then automatically switches off the heated handles. This ensures that the battery still has sufficient voltage to start and operate the engine.Features: - Protective device that automatically switches off the handles if the motorcycle battery voltage is too low. - Wide range of temperature settings ensure optimum heat at all times. - Colored LED display that allows the driver to always see directly which temperature level the handles are in. - With removable handlebar end caps: enables the additional installation of handlebar end weights or handlebar end indicators - Max. temperature up to 100 degrees - With ECE test mark: E24*10R06/02*4752*00Scope of delivery: 1 pair,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,Long,1617,330,165,140,70,,,Negro,,,,,,,,,,,,,Classic,,https://api.mybihr.com/medias/800Wx800H-1138837002-1.jpg?context=bWFzdGVyfHJvb3R8MzMwNzN8aW1hZ2UvanBlZ3xhRGcwTDJneU1pODRNVEUyTVRrd056YzJOVEkzT0M4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01pMHhMbXB3Wnd8Y2YwZjIxZDc3OGExYWRkYWUyMmJlZTdlNDhkZjQ0YzUyNzljNThjNDY4MzIxNGY0MzI2MjE5NGZhZjZkOTY0MQ,https://api.mybihr.com/medias/800Wx800H-1138837002-2.jpg?context=bWFzdGVyfHJvb3R8MzMzODl8aW1hZ2UvanBlZ3xhR0kwTDJnek1pODRNVEUyTVRrd09ERTFPRFE1TkM4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01pMHlMbXB3Wnd8NjdkNzI5ZGYyYTM0MTk0NjMxNTlmOTk0YTJlY2RkZWU0MzgwMmY1MjFlMzgwMjI3OTJjNjA0Njc4OTc4ZTVkZQ,https://api.mybihr.com/medias/800Wx800H-1138837002-3.jpg?context=bWFzdGVyfHJvb3R8MjM2OTB8aW1hZ2UvanBlZ3xhRFUwTDJnME1DODRNVEUyTVRrd09EVTFNVGN4TUM4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01pMHpMbXB3Wnd8YjQ4MzViZjBjZWM4MGE0MDRhNTA3ZmZhM2Y3MjFlOGQ0MjBkYzA4MDdjOTY2NDE3YjNmNmQyYTRlODFhNzgzYQ,https://api.mybihr.com/medias/800Wx800H-1138837002-4.jpg?context=bWFzdGVyfHJvb3R8Mzc2OTl8aW1hZ2UvanBlZ3xhR1V4TDJnMFpDODRNVEUyTVRrd09EazBORGt5Tmk4NE1EQlhlRGd3TUVoZk1URXpPRGd6TnpBd01pMDBMbXB3Wnd8ZmYzYzc5NDQwMDliOTQ0Nzk4MzA5ZTg1NTE0ZmVhOTI4MDkyZTM4OGNiZmMwZDcwYzQwZTI1NTVhNjhmZjQ2Yg,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1139040001,,AX068K00,KOSO,"KOSO HOT GRIPS HD ELEC GAS, BLK",Puños calefactables KOSO Premium Custom/Harley,199.24,164.66,123.50,4260303014838,0,8714109090,0,0,"Puños calefactables Titan-X para Harley-Davidson® con acelerador electrónico<br><br>Los puños calefactables Titan-X incorporan un interruptor integrado que permite cambiar entre 5 niveles de temperatura sin soltar el manillar, garantizando mayor comodidad en ruta.<br><br>El interruptor LED de 5 colores indica claramente la intensidad del calor seleccionado. Además, cuentan con un apagado automático que desactiva los puños si el voltaje de la batería baja a un nivel crítico, evitando su descarga y asegurando el rendimiento óptimo de la moto. <br><br><br>Olvídate de buscar interruptores externos: enciende la moto y ajusta la temperatura con un simple movimiento del pulgar. Fabricados en aluminio de alta calidad y goma suave, están disponibles en acabado cromado o negro. <br><br><br>Compatibilidad: ✔ Manillares de 1 pulgada (25,4 mm) ✔ Longitud: 125 mm<br><br>Solo compatibles con modelos Harley-Davidson equipados con acelerador electrónico<br><br> Incluye: 1 par de puños calefactables","Puños calefactables Titan-X para Harley-Davidson® con acelerador electrónicoLos puños calefactables Titan-X incorporan un interruptor integrado que permite cambiar entre 5 niveles de temperatura sin soltar el manillar, garantizando mayor comodidad en ruta.El interruptor LED de 5 colores indica claramente la intensidad del calor seleccionado. Además, cuentan con un apagado automático que desactiva los puños si el voltaje de la batería baja a un nivel crítico, evitando su descarga y asegurando el rendimiento óptimo de la moto. Olvídate de buscar interruptores externos: enciende la moto y ajusta la temperatura con un simple movimiento del pulgar. Fabricados en aluminio de alta calidad y goma suave, están disponibles en acabado cromado o negro. Compatibilidad: ✔ Manillares de 1 pulgada (25,4 mm) ✔ Longitud: 125 mmSolo compatibles con modelos Harley-Davidson equipados con acelerador electrónico Incluye: 1 par de puños calefactables",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Negro,,2450,552,175,140,100,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1139040001-1.jpg?context=bWFzdGVyfHJvb3R8NDUwNDR8aW1hZ2UvanBlZ3xhRGN5TDJoa05pODRNVEUyTWpFNU1ERTFPVGt3TWk4NE1EQlhlRGd3TUVoZk1URXpPVEEwTURBd01TMHhMbXB3Wnd8MDE2OWU5Y2RjMjQzNTc1ZWQ0YjZjOTcyYmU2YWEzNzhhNDk5MTg1ODk4ZDMxZjZmMzZlZGIwZTY5YzM2MGQ2Yg,https://api.mybihr.com/medias/800Wx800H-1139040001-2.jpg?context=bWFzdGVyfHJvb3R8NjM0MDh8aW1hZ2UvanBlZ3xhRFl6TDJobE55ODRNVEUyTVRnMk1UYzFPVEF3Tmk4NE1EQlhlRGd3TUVoZk1URXpPVEEwTURBd01TMHlMbXB3Wnd8MDdmZTMzNDdhNDg5MDBjMGJkNzAzMzgyOGUzNDQzYmE5YWU5MmUxNjYwYWZlYzg5ZmVjOWU5ZWRjZjEwOWU0Ng,https://api.mybihr.com/medias/800Wx800H-1139040001-3.jpg?context=bWFzdGVyfHJvb3R8NDI4NDh8aW1hZ2UvanBlZ3xhREV6TDJobE5DODRNVEUyTWpFNU1EVTFNekV4T0M4NE1EQlhlRGd3TUVoZk1URXpPVEEwTURBd01TMHpMbXB3Wnd8OTQ2YzYyYTIxZjg0NzFkNmE0MmEyODU1YzA3YmM2YzdmMzRjZDQ0MDJlNzk1ZjVmZWFjNmNlMTAwMjVmZmRiNg,,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1140160,,AM00009B,KOSO,KOSO THUMB HEATER FOR HOT GRIPS,Interruptor de recambio KOSO,25.37,20.97,15.73,4260303014333,0,8714109090,0,0,Calefactor de pulgar KOSO para puños calefactables,Calefactor de pulgar KOSO para puños calefactables,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,612,62,170,120,30,,,Negro,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1140160-1.jpg?context=bWFzdGVyfHJvb3R8NTE5Nzd8aW1hZ2UvanBlZ3xhRGRpTDJnNU5pODRNVEUyTWpZek5ERXpNelV6TkM4NE1EQlhlRGd3TUVoZk1URTBNREUyTUMweExtcHdad3xjNzZkNzQ2MmQzYTJkNTFhMjM2M2IzYWI1OWUyZDVjZGE4NmE2OGRiNmNmY2FkMmU5NGVlZjM5NTBiOGRlMWUz,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1140162,,AX1740I0,KOSO,KOSO HOT GRIPS HG17 OPEN END 25.4MM,Puños calefactables KOSO Classic,150.44,124.33,93.25,4260303015286,0,8714109090,0,0,"Puños calefactables KOSO HG 17 con extremo abierto, diseñados manillares de 25,4 mm de diámetro","Puños calefactables KOSO HG 17 con extremo abierto, diseñados manillares de 25,4 mm de diámetro",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,1617,340,165,142,69,,,Negro,,,,,,,,,,,,,Classic,,https://api.mybihr.com/medias/800Wx800H-1140162-1.jpg?context=bWFzdGVyfHJvb3R8MzMwNzN8aW1hZ2UvanBlZ3xhRGcyTDJneE9DODRNVEUyTWpZek5UY3dOak01T0M4NE1EQlhlRGd3TUVoZk1URTBNREUyTWkweExtcHdad3xmYTAxYjc0MjM4ZTFkYTA4NTVkNmJjODMxNWRkYmFjMTllYTkxODY3Y2Y4YTE2ZmY3NGU5ZWI3Y2ZmMWIwNTk2,https://api.mybihr.com/medias/800Wx800H-1140162-2.jpg?context=bWFzdGVyfHJvb3R8MzMzODl8aW1hZ2UvanBlZ3xhRFl5TDJnellTODRNVEUyTWpZek5qQTVPVFl4TkM4NE1EQlhlRGd3TUVoZk1URTBNREUyTWkweUxtcHdad3w1YWYwODEyZGFkMWQyNDNlNmU1ZmJlZjUxZjZmMWMwOWRmMWJiNjBhNTU2MmI2OWYyZjE1MzdjODllYmJlYmU1,https://api.mybihr.com/medias/800Wx800H-1140162-3.jpg?context=bWFzdGVyfHJvb3R8MjM2OTB8aW1hZ2UvanBlZ3xhREF5TDJnME9DODRNVEUyTWpZek5qUTVNamd6TUM4NE1EQlhlRGd3TUVoZk1URTBNREUyTWkwekxtcHdad3xjOGUzMzljMzFlZDFkN2NhMDI1Mjg4ZTI5NTIzOWRlYzVhMmY5NWJlZGI0ZWY0ODQxNmY2YjIwMTM0MWNhMTNj,https://api.mybihr.com/medias/800Wx800H-1140162-4.jpg?context=bWFzdGVyfHJvb3R8Mzc2OTl8aW1hZ2UvanBlZ3xhRGt3TDJnMU5TODRNVEUyTWpZek5qZzROakEwTmk4NE1EQlhlRGd3TUVoZk1URTBNREUyTWkwMExtcHdad3w3ZTk0ZTZiMDdiMGU3ODllZWQ5YmZlNWU2YzIwZTZkZTlmNDhmNTNhMzU2YTY3NzU5ODcxYjdhM2QxZGE0NGJl,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1140161,,AX0421I0,KOSO,KOSO HOT GRIPS OPEN END 24.5MM 5LVL,Puños calefactables KOSO Premium HG13,145.36,120.13,90.10,4054783643752,0,8714109090,0,0,"Puños calefactables KOSO con extremo abierto, diseñados manillares de 25,4 mm de diámetro, nivel 5.","Puños calefactables KOSO con extremo abierto, diseñados manillares de 25,4 mm de diámetro, nivel 5.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,2665,485,170,165,95,,,Negro,,,,,,,,,,,,,Classic,,https://api.mybihr.com/medias/800Wx800H-1140161-1.jpg?context=bWFzdGVyfHJvb3R8MzcxNTN8aW1hZ2UvanBlZ3xhR1ZrTDJnNE9DODRNVEUyTWpZek5EVXlOamMxTUM4NE1EQlhlRGd3TUVoZk1URTBNREUyTVMweExtcHdad3w1YWRiYWVhMDNlYTU4MTRiZWZjM2M2ZDUyMTQwNWI0MWU4NGZkZTE4NzM1YTk5Zjg0NzcyNDIzYjk1Njc1OTg0,https://api.mybihr.com/medias/800Wx800H-1140161-2.jpg?context=bWFzdGVyfHJvb3R8NzE4MTB8aW1hZ2UvanBlZ3xhRFl3TDJnM1lpODRNVEUyTWpZek5Ea3hPVGsyTmk4NE1EQlhlRGd3TUVoZk1URTBNREUyTVMweUxtcHdad3wzMmIyMTRmMDAzY2FlZjQwOTgwNWQzMDZlNmU5M2MwNmUzYWYxNjk3ZjA3NjdlYjY2NmI0NWZiYTlhZjU1MmU5,https://api.mybihr.com/medias/800Wx800H-1140161-3.jpg?context=bWFzdGVyfHJvb3R8Mzg1Mzd8aW1hZ2UvanBlZ3xhREV6TDJneU5pODRNVEUyTWpZek5UTXhNekU0TWk4NE1EQlhlRGd3TUVoZk1URTBNREUyTVMwekxtcHdad3w1YTIzYmFjMzU5YjIwNGU4Mjc3Y2IzNzk4Y2ExY2U4YmM0ZjdhNDk4ZWFiNTdlMDdhOGZhMmYzZTAwZTJlNWEx,,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
1140867,,KO009000,KOSO,KOSO 2A USB CHARGING SOCKET SAFETY,Conector USB KOSO 2.0A USB con función de stop,35.54,29.37,22.03,4054783301522,0,8504409590,0,0,"<p data-isautotranslation=""1""></p>Toma USB de carga KOSO 2.0A con sistema de apagado de seguridad.","
Toma USB de carga KOSO 2.0A con sistema de apagado de seguridad.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,,,396,200,160,55,45,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1140867-1.jpg?context=bWFzdGVyfHJvb3R8MTIxMTh8aW1hZ2UvanBlZ3xhREV4TDJoa015ODRNVEUyTXpJMk9UQTBOak13TWk4NE1EQlhlRGd3TUVoZk1URTBNRGcyTnkweExtcHdad3xlNzJhYjdkZTg5ZDUwM2VlODE0YTM1MzA4MDMzMWY3NDY4MWU3MGJiNTBlN2QxMjk1MTU1ODc3ZWI3MjNiMWU4,https://api.mybihr.com/medias/800Wx800H-1140867-2.jpg?context=bWFzdGVyfHJvb3R8MTMwMjR8aW1hZ2UvanBlZ3xhRGcwTDJoak5TODRNVEUyTXpJMk9UUXpPVFV4T0M4NE1EQlhlRGd3TUVoZk1URTBNRGcyTnkweUxtcHdad3wwN2ExNGNlYjE1NzNhOTI0YzdlN2RkNmE3NjZjMDQzNDQ5NWYzZDQ5ZmZmZTk1ZWNlNjVlNmZkNGU2ZGQ4Y2Ix,https://api.mybihr.com/medias/800Wx800H-1140867-3.jpg?context=bWFzdGVyfHJvb3R8MTUyMDl8aW1hZ2UvanBlZ3xhR1V6TDJoaU55ODRNVEUyTXpJMk9UZ3pNamN6TkM4NE1EQlhlRGd3TUVoZk1URTBNRGcyTnkwekxtcHdad3wzZjUwNzI1OTFkZTMzN2VkMjM1ZGRmODFkM2NiZmU5MzMyOWExOWYyNzU0YmViYmE1NDEwYmY3YmJiODFjOGVk,,,,,,https://static.bihr.pro/eBihr/Pictures/KOSO-pictures.zip,,,,,,,,,,,Spain Warehouse (Parts)
