PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Brake type,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Construcción,Depósito,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro Ø (mm),Distancia entre centros,Fabricación,Forma de disco de freno,Homologación,Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1125110010,,MLE5BL,BERINGER,"BERNG LEVER TYPE 2 14CM, BLU, TYPE 5",Maneta BERINGER Tipo 5 para bomba de freno/embrague hidráulica Beringer,193.60,160.00,120.00,MLE5BL,1,8714949090,0,1,"<p>Length 16 cm</p>
<p>&nbsp;</p>
<p>Lever 2 fingers, cast in the iron, for BERINGER master cylinders (Brake or Clutch), specially developed to reduce friction and enhance the feel, provided with fixing screws.</p>","
Length 16 cm

 

Lever 2 fingers, cast in the iron, for BERINGER master cylinders (Brake or Clutch), specially developed to reduce friction and enhance the feel, provided with fixing screws.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Type 5,Azul,,769,92,224,101,34,Azul,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125110010-1.jpg?context=bWFzdGVyfHJvb3R8MTYyOTh8aW1hZ2UvanBlZ3xhR000TDJobVppODJNakl5TkRBNE5qZzFPVGd3Tmk4NE1EQlhlRGd3TUVoZk1URXlOVEV4TURBeE1DMHhMbXB3Wnd8ZTIzNDcyMjljMTEzNGQzODBhZDc2MDY4Nzk3ZTI1YTVmNWI0YWI3NjExMWU5ZDA4ZDNjNDdjMmZmZDVmMDU1NA,https://api.mybihr.com/medias/800Wx800H-1125110010-2.jpg?context=bWFzdGVyfHJvb3R8MTU2OTF8aW1hZ2UvanBlZ3xhR1ZpTDJoaFlTODJNakl5TkRBNE56STFNekF5TWk4NE1EQlhlRGd3TUVoZk1URXlOVEV4TURBeE1DMHlMbXB3Wnd8NDJiMjI3OWY1NDQ3MDcwNDc4Zjk5NzFhZGRjY2ZhOGMyYWFjZDQzNzczYTQ2MmEzMjNmOGVjNDRlZDU2YTY1Yw,https://api.mybihr.com/medias/800Wx800H-1125110010-3.jpg?context=bWFzdGVyfHJvb3R8NDU4ODZ8aW1hZ2UvanBlZ3xhRFZrTDJnNVpDODJNakl5TkRBNE56WTBOakl6T0M4NE1EQlhlRGd3TUVoZk1URXlOVEV4TURBeE1DMHpMbXB3Wnd8YzM4ZGY3MTg4YWQwYjk2OWE2Y2E4ZmNmYjk5Y2UwMzNhOTVmMTI0NzA0Mjk5NTExZjJhNDdhYWFiMmU3ZDA0NA,https://api.mybihr.com/medias/800Wx800H-1125110010-4.jpg?context=bWFzdGVyfHJvb3R8MTc4MDZ8aW1hZ2UvanBlZ3xhREkwTDJnME9DODJNakl5TkRBNE9EQXpPVFExTkM4NE1EQlhlRGd3TUVoZk1URXlOVEV4TURBeE1DMDBMbXB3Wnd8NWY4NjEzMjgzYzRlZmY2Yzk1NjRhNTRhM2ZjMmQwYmNiYzE0MDZmYTUxY2E2MTNmMTkzMDcyMjU3MDE4MTNjNw,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125138002,,BARR14B + MLEAA,BERINGER,"BERNG MASTER CYL BRAKE, BLK, ADJUSTABLE","Bomba de freno axial BERINGER Classic Racing Ø20,5mm depósito acoplado - Maneta ajustable tipo A (16cm)",592.90,490.00,367.50,BARR14B + MLE,1,8714949090,0,1,"<p>Beringer sigue innovando con su nueva gama para motos cl&aacute;sicas. Con un aspecto especialmente dise&ntilde;ado para todas las motos cl&aacute;sicas, esta gama, desarrollada en competici&oacute;n, har&aacute; las delicias de muchos motoristas.</p>
<p>La bomba axial, disponible con dep&oacute;sito integrado o separado&nbsp;redondo de pl&aacute;stico, est&aacute; montada sobre rodamientos de bolas, como el resto de la gama. El innovador dise&ntilde;o de la maneta te permite obtener el tacto que desees, en funci&oacute;n de la posici&oacute;n de tu dedo.</p>
<ul>
<li>Se suministra con palanca BERINGER tipo A - 16cm</li>
<li>Version racing: Dise&ntilde;ada para ser montada en semimanillares</li>
</ul>","
Beringer sigue innovando con su nueva gama para motos clásicas. Con un aspecto especialmente diseñado para todas las motos clásicas, esta gama, desarrollada en competición, hará las delicias de muchos motoristas.

La bomba axial, disponible con depósito integrado o separado redondo de plástico, está montada sobre rodamientos de bolas, como el resto de la gama. El innovador diseño de la maneta te permite obtener el tacto que desees, en función de la posición de tu dedo.

Se suministra con palanca BERINGER tipo A - 16cm
Version racing: Diseñada para ser montada en semimanillares
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Adjustable,Negro,,4550,646,135,321,105,Negro,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125138002-1.jpg?context=bWFzdGVyfHJvb3R8Mzk5MTh8aW1hZ2UvanBlZ3xhR015TDJnM09TODJNakk0TVRFeE9ESXlNRE14T0M4NE1EQlhlRGd3TUVoZk1URXlOVEV6T0RBd01pMHhMbXB3Wnd8NmI4NTMyNmY3ZjQyMDEzN2U5MDlhNWNiMzU3N2IwOTE5MmMwNGJiOGFjOTM3YzY5M2JiOWYzNDU0MTRjNmMyMw,https://api.mybihr.com/medias/800Wx800H-1125138002-2.jpg?context=bWFzdGVyfHJvb3R8NTA4MjR8aW1hZ2UvanBlZ3xhRGRtTDJnNE1DODJNakk0TVRFeE9EUXhOamt5Tmk4NE1EQlhlRGd3TUVoZk1URXlOVEV6T0RBd01pMHlMbXB3Wnd8MzExNDc5MGYzOGI0OGFmMzM2OTAxMDcxMDg5ZGJkMTZjYTllZjEwYzhhNTllNWViMDlmMzBiMzQ5Y2NmMWFlMA,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125104006,,BRO122G,BERINGER,"BERNG MASTER CYL BRAKE RAD, GLD, TYPE 2","Bomba de freno radial BERINGER Aerotec® Ø17,5mm depósito integrado - Maneta tipo 2 (14cm)",677.60,560.00,420.00,BRO122G,1,8714949090,0,1,"<p>Estas bombas de freno hidr&aacute;ulicas BERINGER con dep&oacute;sito integrado se han dise&ntilde;ado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactas, muy ligeras y f&aacute;ciles de colocar bajo los guardamanos. La maneta es f&aacute;cilmente ajustable, y el recorrido muerto del pist&oacute;n se ajusta con precisi&oacute;n en f&aacute;brica.</p>
<p>La gama Aerotec&reg; de bombas reduce la fricci&oacute;n montando los pasadores sobre rodamientos de bolas. Esta t&eacute;cnica proporciona una dosificaci&oacute;n y un tacto realmente ""m&aacute;s finos"", y una reducci&oacute;n del esfuerzo, adem&aacute;s de un aumento de la precisi&oacute;n.</p>
<ul>
<li>Se suministra con maneta BERINGER tipo 2 - 14cm</li>
<li>Gracias a este montaje y a la t&eacute;cnica radial, la potencia de frenado aumenta un 40%</li>
<li>Recorrido muerto del pist&oacute;n optimizado en f&aacute;brica</li>
<li>Tornillo microm&eacute;trico, ajuste de la holgura de la palanca</li>
<li>3 rodamientos de bolas para una hist&eacute;resis m&iacute;nima</li>
</ul>","
Estas bombas de freno hidráulicas BERINGER con depósito integrado se han diseñado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactas, muy ligeras y fáciles de colocar bajo los guardamanos. La maneta es fácilmente ajustable, y el recorrido muerto del pistón se ajusta con precisión en fábrica.

La gama Aerotec® de bombas reduce la fricción montando los pasadores sobre rodamientos de bolas. Esta técnica proporciona una dosificación y un tacto realmente ""más finos"", y una reducción del esfuerzo, además de un aumento de la precisión.

Se suministra con maneta BERINGER tipo 2 - 14cm
Gracias a este montaje y a la técnica radial, la potencia de frenado aumenta un 40%
Recorrido muerto del pistón optimizado en fábrica
Tornillo micrométrico, ajuste de la holgura de la palanca
3 rodamientos de bolas para una histéresis mínima
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Type 2,Dorado,,4574,591,322,134,106,Oro,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125104006-1.jpg?context=bWFzdGVyfHJvb3R8NzIxNDl8aW1hZ2UvanBlZ3xhR0V5TDJoaVl5ODJNakU1TnpjNE1qZzNNakE1TkM4NE1EQlhlRGd3TUVoZk1URXlOVEV3TkRBd05pMHhMbXB3Wnd8ZjJlMGU5OGIxZGMwMDU5YjMxMzM3ZDlkOGEzODJhZTBhZjM4MjBiMjY1N2QyMjcwYjI0YzM4ZmY2ZDRhMzJjOA,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125135001,,BAR14B-MLEAB,BERINGER,"BERNG MASTER CYL BRAKE AXIAL, BLK, STD","Bomba de freno axial BERINGER Classic Ø20,5mm depósito acoplado - Maneta tipo A (16cm)",526.35,435.00,326.25,BAR14B-MLEAB*,2,8714949090,0,1,"<p>Beringer sigue innovando con su nueva gama para motos cl&aacute;sicas. Con un aspecto especialmente dise&ntilde;ado para todas las motos cl&aacute;sicas, esta gama, desarrollada en competici&oacute;n, har&aacute; las delicias de muchos motoristas.</p>
<p>La bomba axial, disponible con dep&oacute;sito integrado o separado&nbsp;redondo de pl&aacute;stico, est&aacute; montada sobre rodamientos de bolas, como el resto de la gama. El innovador dise&ntilde;o de la maneta te permite obtener el tacto que desees, en funci&oacute;n de la posici&oacute;n de tu dedo.</p>
<ul>
<li>Se suministra con palanca BERINGER tipo A - 16cm</li>
</ul>","
Beringer sigue innovando con su nueva gama para motos clásicas. Con un aspecto especialmente diseñado para todas las motos clásicas, esta gama, desarrollada en competición, hará las delicias de muchos motoristas.

La bomba axial, disponible con depósito integrado o separado redondo de plástico, está montada sobre rodamientos de bolas, como el resto de la gama. El innovador diseño de la maneta te permite obtener el tacto que desees, en función de la posición de tu dedo.

Se suministra con palanca BERINGER tipo A - 16cm
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Standard,Negro,,4759,595,324,136,108,Negro,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125135001-1.jpg?context=bWFzdGVyfHJvb3R8MTIzODI0fGltYWdlL2pwZWd8YURnMUwyZzBaUzgyTWpJeU5USTJNelF5TnpZeE5DODRNREJYZURnd01FaGZNVEV5TlRFek5UQXdNUzB4TG1wd1p3fGI1NDgxNDUyNDliMmFmODRiYjg2MjA5Y2NkZTNkNGUyYzUzYWVmNzhmOWY5ODZjZWZlZDQ0OTZhNjkyNWRmZWM,https://api.mybihr.com/medias/800Wx800H-1125135001-2.jpg?context=bWFzdGVyfHJvb3R8OTQ0NTN8aW1hZ2UvanBlZ3xhREkyTDJnMVl5ODJNakl5TlRJMk16Z3lNRGd6TUM4NE1EQlhlRGd3TUVoZk1URXlOVEV6TlRBd01TMHlMbXB3Wnd8MGRmY2NjYzllYmNiYWM3ODU0YmEyNjY1YjE1ZTM2MmQ3NzhkYjA4Y2Y2MGI5YjA4ZmZmMjk2YzI5ZDljNGU4MA,https://api.mybihr.com/medias/800Wx800H-1125135001-3.jpg?context=bWFzdGVyfHJvb3R8MTk5MTY4fGltYWdlL2pwZWd8YURWbUwyaGlNUzgyTWpJeU5USTJOREl4TkRBME5pODRNREJYZURnd01FaGZNVEV5TlRFek5UQXdNUzB6TG1wd1p3fDMzNzk1YzlkYzJkODk5OWI4NDRlNGE0YzJhZDgyOTE3NzFlYmVlZWJiZTNhM2JmNDZkZWM4Y2M2N2FhYzJhY2I,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125106010,,BRO102R,BERINGER,"BERNG MASTER CYL BRAKE RAD, RED, TYPE 2","Bomba de freno radial BERINGER Aerotec® Ø14,5mm depósito integrado - Maneta tipo 2 (14cm)",677.60,560.00,420.00,BRO102R*,0,8714949090,0,1,"<p>Estas bombas de freno hidr&aacute;ulicas BERINGER con dep&oacute;sito integrado se han dise&ntilde;ado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactas, muy ligeras y f&aacute;ciles de colocar bajo los guardamanos. La maneta es f&aacute;cilmente ajustable, y el recorrido muerto del pist&oacute;n se ajusta con precisi&oacute;n en f&aacute;brica.</p>
<p>La gama Aerotec&reg; de bombas reduce la fricci&oacute;n montando los pasadores sobre rodamientos de bolas. Esta t&eacute;cnica proporciona una dosificaci&oacute;n y un tacto realmente ""m&aacute;s finos"", y una reducci&oacute;n del esfuerzo, adem&aacute;s de un aumento de la precisi&oacute;n.</p>
<ul>
<li>Se suministra con maneta BERINGER tipo 2 - 14cm</li>
<li>Gracias a este montaje y a la t&eacute;cnica radial, la potencia de frenado aumenta un 40%</li>
<li>Recorrido muerto del pist&oacute;n optimizado en f&aacute;brica</li>
<li>Tornillo microm&eacute;trico, ajuste de la holgura de la palanca</li>
<li>3 rodamientos de bolas para una hist&eacute;resis m&iacute;nima</li>
</ul>","
Estas bombas de freno hidráulicas BERINGER con depósito integrado se han diseñado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactas, muy ligeras y fáciles de colocar bajo los guardamanos. La maneta es fácilmente ajustable, y el recorrido muerto del pistón se ajusta con precisión en fábrica.

La gama Aerotec® de bombas reduce la fricción montando los pasadores sobre rodamientos de bolas. Esta técnica proporciona una dosificación y un tacto realmente ""más finos"", y una reducción del esfuerzo, además de un aumento de la precisión.

Se suministra con maneta BERINGER tipo 2 - 14cm
Gracias a este montaje y a la técnica radial, la potencia de frenado aumenta un 40%
Recorrido muerto del pistón optimizado en fábrica
Tornillo micrométrico, ajuste de la holgura de la palanca
3 rodamientos de bolas para una histéresis mínima
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Type 2,Rojo,,4671,584,324,136,106,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125106010-1.jpg?context=bWFzdGVyfHJvb3R8MTM3ODQxfGltYWdlL2pwZWd8YURKa0wyZzBNQzgyTWpJeU5EQTJOelUxT1RRMU5DODRNREJYZURnd01FaGZNVEV5TlRFd05qQXhNQzB4TG1wd1p3fDdjMjQ4YjZmNzNkYzMzNGVkNzcxMTA3YzdmYzYyMzc5YmI1MjAzNGJjNTE2NGY5OTBiODZjMDRiYjYyMGUwNDY,https://api.mybihr.com/medias/800Wx800H-1125106010-2.jpg?context=bWFzdGVyfHJvb3R8MTIzODc4fGltYWdlL2pwZWd8YURoakwyZ3pNaTgyTWpJeU5EQTJOemsxTWpZM01DODRNREJYZURnd01FaGZNVEV5TlRFd05qQXhNQzB5TG1wd1p3fDlkZDFlY2ExODgwYzlkMDY3ZWQ2MjcwMTFiYTY5OWY1MGY4ZGYxZjliY2U5Zjg2OGM2N2ZkZDk0Zjk2NzIxYzY,https://api.mybihr.com/medias/800Wx800H-1125106010-3.jpg?context=bWFzdGVyfHJvb3R8MTkwNzU4fGltYWdlL2pwZWd8YUdGakwyZ3lNaTgyTWpJeU5EQTJPRE0wTlRnNE5pODRNREJYZURnd01FaGZNVEV5TlRFd05qQXhNQzB6TG1wd1p3fDlmNTJmZWVmMjQwZDZjYzcyYjZjMmRkYzI4MGIwZTkyNDVkNThkNTExZDdlZDRjMmRlOTkwYjc1YTIwYTg3OWU,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1105904,,2MXKT1ABL-SI,BERINGER,BERNG CALIPER REAR,Pinza de freno trasero de 2 pistones BERINGER Aerotec® MX - Azul,520.30,430.00,322.50,2MXKT1ABL-SI,0,8714101000,0,1,"<ul>
<li>Good cold and hot performance.</li>
<li>Good durability</li>
<li>For all-terrain use in amateur sports.</li>
</ul>","
Good cold and hot performance.
Good durability
For all-terrain use in amateur sports.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4455,1456,142,296,106,Azul,Aluminio,,,,,,,,,,,,Trasero,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1109783,,KITAGRAF,BERINGER,BERNG SPAREPARTS DISC ATV,Kit de grapas BERINGER para discos quad,60.50,50.00,40.00,KITAGRAF,0,8714949090,0,1,<p>Includes : Spring plate + stainless steel screw + nut + stopper</p>,"
Includes : Spring plate + stainless steel screw + nut + stopper",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,163,33,117,93,15,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109783-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc1MzN8aW1hZ2UvanBlZ3xhR05qTDJnMFlTOHhNelE1TWprNU5qY3pOVEF3Tmk4eE1UQTVOemd6TFRGZk9EQXdWM2c0TURCSXwzMWMyYWZjODk4YjA3YjllNDQ4OTU0OTg5OTAwYTFlYzRhNDZkMmViMmY3YmU5NWM5ZTEwNDU2ZGEwMmYzYjM4,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125120001,,CRO122R,BERINGER,"BERNG MASTER CYL CLUTCH, RED, TYPE 2","Bomba de embrague axial BERINGER Aerotec® Ø17,5mm depósito integrado - Maneta radial tipo 2 (14cm)",677.60,560.00,420.00,CRO122R,1,8714949090,0,1,"<p>Estas bombas de embrague hidr&aacute;ulicas BERINGER con dep&oacute;sito integrado se han dise&ntilde;ado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactos, muy ligeros y f&aacute;ciles de colocar bajo los guardamanos. La palanca se ajusta f&aacute;cilmente, y el recorrido muerto del pist&oacute;n se ajusta con precisi&oacute;n en f&aacute;brica.</p>
<p>La gama Aerotec&reg; de bombas reduce la fricci&oacute;n montando los pasadores sobre rodamientos de bolas. Esta t&eacute;cnica proporciona una dosificaci&oacute;n y un tacto realmente ""m&aacute;s finos"", y una reducci&oacute;n del esfuerzo al mismo tiempo que un aumento de la precisi&oacute;n.</p>
<ul>
<li>Se suministra con maneta radial BERINGER tipo 2 -14cm</li>
<li>Gracias a este montaje y a la tecnolog&iacute;a radial, la potencia de frenado aumenta un 40%</li>
<li>Recorrido muerto del pist&oacute;n optimizado en f&aacute;brica</li>
<li>Tornillo microm&eacute;trico, ajuste de la holgura de la palanca</li>
<li>3 rodamientos de bolas para una hist&eacute;resis m&iacute;nima</li>
<li></li>
</ul>","
Estas bombas de embrague hidráulicas BERINGER con depósito integrado se han diseñado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactos, muy ligeros y fáciles de colocar bajo los guardamanos. La palanca se ajusta fácilmente, y el recorrido muerto del pistón se ajusta con precisión en fábrica.

La gama Aerotec® de bombas reduce la fricción montando los pasadores sobre rodamientos de bolas. Esta técnica proporciona una dosificación y un tacto realmente ""más finos"", y una reducción del esfuerzo al mismo tiempo que un aumento de la precisión.

Se suministra con maneta radial BERINGER tipo 2 -14cm
Gracias a este montaje y a la tecnología radial, la potencia de frenado aumenta un 40%
Recorrido muerto del pistón optimizado en fábrica
Tornillo micrométrico, ajuste de la holgura de la palanca
3 rodamientos de bolas para una histéresis mínima

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Type 2,Rojo,,4471,573,322,131,106,Rojo,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125120001-1.jpg?context=bWFzdGVyfHJvb3R8MTM3ODQxfGltYWdlL2pwZWd8YUdNekwyaGhZUzgyTWpJeU5EWXpNREk0TkRNeE9DODRNREJYZURnd01FaGZNVEV5TlRFeU1EQXdNUzB4TG1wd1p3fDM0Y2VhMTZmZjYyZTkwOTVkMDFlNmFjNTJlYjY0ZjQ5ZjFlZDhmOTYyMjFmMzE0OTA4MjRjNmNkZGJlYzExODA,https://api.mybihr.com/medias/800Wx800H-1125120001-2.jpg?context=bWFzdGVyfHJvb3R8MTIzODc4fGltYWdlL2pwZWd8YURNMUwyZzVaQzgyTWpJeU5EWXpNRFkzTnpVek5DODRNREJYZURnd01FaGZNVEV5TlRFeU1EQXdNUzB5TG1wd1p3fDQwYzkzY2Y4YWQ5ZDA5ZWZkNmFmNWViM2QyNTBiMDI4MmJjOTVlZGIyNjFjMzdmM2RjNjhhNjFjODg3ODRmNDk,https://api.mybihr.com/medias/800Wx800H-1125120001-3.jpg?context=bWFzdGVyfHJvb3R8MTkwNzU4fGltYWdlL2pwZWd8YUdVNUwyZzBOeTgyTWpJeU5EWXpNVEEzTURjMU1DODRNREJYZURnd01FaGZNVEV5TlRFeU1EQXdNUzB6TG1wd1p3fDAzMzg0MDA5ZGYzOTVjYmYyODcxN2MyYWUxZTk2YjdiZWUxODI2Y2U1OWNlNmZiYmNiZWU4NTBlZDBiMGI3NDk,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125120009,,CRO12R,BERINGER,"BERNG MASTER CYL CLUTCH, RED, WITHOUT","Bomba de embrague axial BERINGER Aerotec® Ø17,5mm depósito integrado - Sin maneta",484.00,400.00,300.00,CRO12R,1,8714949090,0,1,"<p>Estas bombas de embrague hidr&aacute;ulicas BERINGER con dep&oacute;sito integrado se han dise&ntilde;ado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactos, muy ligeros y f&aacute;ciles de colocar bajo los guardamanos. La palanca se ajusta f&aacute;cilmente, y el recorrido muerto del pist&oacute;n se ajusta con precisi&oacute;n en f&aacute;brica.</p>
<p>La gama Aerotec&reg; de bombas reduce la fricci&oacute;n montando los pasadores sobre rodamientos de bolas. Esta t&eacute;cnica proporciona una dosificaci&oacute;n y un tacto realmente ""m&aacute;s finos"", y una reducci&oacute;n del esfuerzo al mismo tiempo que un aumento de la precisi&oacute;n.</p>
<ul>
<li>Se suministra&nbsp;sin maneta</li>
<li>Gracias a este montaje y a la tecnolog&iacute;a radial, la potencia de frenado aumenta un 40%</li>
<li>Recorrido muerto del pist&oacute;n optimizado en f&aacute;brica</li>
<li>Tornillo microm&eacute;trico, ajuste de la holgura de la palanca</li>
<li>3 rodamientos de bolas para una hist&eacute;resis m&iacute;nima</li>
<li></li>
</ul>","
Estas bombas de embrague hidráulicas BERINGER con depósito integrado se han diseñado especialmente para Supermotard, Enduro, Motocross y uso deportivo. Son muy compactos, muy ligeros y fáciles de colocar bajo los guardamanos. La palanca se ajusta fácilmente, y el recorrido muerto del pistón se ajusta con precisión en fábrica.

La gama Aerotec® de bombas reduce la fricción montando los pasadores sobre rodamientos de bolas. Esta técnica proporciona una dosificación y un tacto realmente ""más finos"", y una reducción del esfuerzo al mismo tiempo que un aumento de la precisión.

Se suministra sin maneta
Gracias a este montaje y a la tecnología radial, la potencia de frenado aumenta un 40%
Recorrido muerto del pistón optimizado en fábrica
Tornillo micrométrico, ajuste de la holgura de la palanca
3 rodamientos de bolas para una histéresis mínima

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Without,Rojo,,4060,453,140,290,100,Rojo,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125120009-1.jpg?context=bWFzdGVyfHJvb3R8OTQxMzV8aW1hZ2UvanBlZ3xhRGsyTDJneVl5ODJNakl5TmpRMU9EY3dOVGsxTUM4NE1EQlhlRGd3TUVoZk1URXlOVEV5TURBd09TMHhMbXB3Wnd8NzgzYjcwYzhkZWY2MDVjNjIxNTNiYzg0OTQwZTQwOWMxZGE3YjgyMTgxNmVlMmNiZjI3Njk0MGE2OTZkNjE3OQ,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1034644,11111236,11111236,BERINGER,BERNG SPAREPARTS BLEEDING SCREW CAP,Tapón sangrador de freno Beringer,4.72,3.90,3.12,8430525485303,0,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,7980,170,380,350,60,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1033952,CC5B,CC5B,BERINGER,BERNG MASTER CYL CLUTCH CABLE #5,Tirador de embrague a cable. Maneta tipo 5. Color NEGRO. (CC5B),296.45,245.00,196.00,CC5B,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4748,490,140,323,105,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1033952-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTUyNTZ8aW1hZ2UvanBlZ3xhRGsxTDJobE1pOHhOVFF5TlRFNU5EUTFPVEUyTmk4eE1ETXpPVFV5TFRGZk9EQXdWM2c0TURCSXxhMjI3N2UxNGI2ZjNlYjdiZTFhYTU0NmFkYWU0YzFlNGI3MzY1M2UzMjQ1ZmVlNTMzNGNhNWRlNzA5M2Y5YjQx,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1032695,4H02G,4H02G,BERINGER,BERNG CALIPER 4 PISTONS AXIAL RIGHT,Pinza de freno de 4 pistones Axial Derecha. Color ORO. (4H02G),453.75,375.00,300.00,4H02G,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4837,1140,302,154,104,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1032695-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODM0ODJ8aW1hZ2UvanBlZ3xhRFE1TDJnelpTOHhOVFF5TXpreE1EZzNNVEEzTUM4eE1ETXlOamsxTFRGZk9EQXdWM2c0TURCSXw3Mzk0YjIyMGJiMzBkMWEyZWNlY2Y5NzVlODY3NzMyNjIyZTVlM2Q2OGY2YjkxN2EwMzVkNDgxZjYyOGM0NTc2,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
