PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Brake type,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Construcción,Depósito,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro Ø (mm),Distancia entre centros,Fabricación,Forma de disco de freno,Homologación,Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1125108001,,ENSCOU2MCBL,BERINGER,"BERNG COVER FRONT MASTER CYL TANK, BLU",Tapa BERINGER para depósito integrado de bomba freno/embrague,43.56,36.00,27.00,ENSCOU2MCBL,2,8714949090,0,1,"<p>Tapa para bombas de freno / embrague con depósito integrado, suministrada con la membrana, los separadores de aluminio y los tornillos.</p>","
Tapa para bombas de freno / embrague con depósito integrado, suministrada con la membrana, los separadores de aluminio y los tornillos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Azul,,161,27,116,73,19,Azul,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125108001-1.jpg?context=bWFzdGVyfHJvb3R8NzU1NDB8aW1hZ2UvanBlZ3xhRFZrTDJneU1TODJNakl5TkRBNE5EVXdNRFV4TUM4NE1EQlhlRGd3TUVoZk1URXlOVEV3T0RBd01TMHhMbXB3Wnd8ZTUzZTViOGE3ZTJjNmQxMjczOWE4MmIxZTA1ZmVkNDdlYjIzMzRiYmRmYzkxM2ZjNmQ1MjU3NmRlOTY4NDc0Yw,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1034308,CRO14R,CRO14R,BERINGER,"BERNG MASTER CYL CLUTCH AXIAL 20,5MM",Bomba de embrague con depósito integrado. Sin maneta. Color ROJO. (CRO14R),474.49,392.14,313.71,CRO14R,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4799,536,138,322,108,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1034308-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjkzNDd8aW1hZ2UvanBlZ3xhRFJoTDJobVlTOHhOVFF5TlRRek16QXhNREl3Tmk4eE1ETTBNekE0TFRGZk9EQXdWM2c0TURCSXw2MWY1ZWY0MzZkZWE1Yzk2MTg0MmQxN2YxZGJkNGI4MGJhYTI3ODk5MTAyZjBkZTM2M2Q4OWRkNTczNDdhOWM1,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1109012,,RSVMC127R,BERINGER,BERNG TANK KIT REAR MC RSVMC127R,Depósito para el cilindro maestro del freno trasero BERINGER - MC127,175.45,145.00,108.75,RSVMC127R,1,8714949090,0,1,<p>The new version of the MC12.7 master cylinder allows for an integrated brake fluid reservoir positioned at 90&deg;.</p>,"
The new version of the MC12.7 master cylinder allows for an integrated brake fluid reservoir positioned at 90°.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,327,63,116,91,31,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109012-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU1OTV8aW1hZ2UvanBlZ3xhREUxTDJnNE5TOHhNekV4TmpReE1UVTNOak0xTUM4eE1UQTVNREV5TFRGZk9EQXdWM2c0TURCSXw3ZDA3ZmM0NTA4YTQyZTQyY2JhZmRlYWUwZjc1OGU5MDI4MzhhMmY2N2NmZDVkNGIyMzM1NDQwZGNhMWVkYWZl,https://api.mybihr.com/medias/1109012-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg1MzR8aW1hZ2UvanBlZ3xhR1kzTDJneVppOHhNekV4TmpReU1EQTVOakF6TUM4eE1UQTVNREV5TFRKZk9EQXdWM2c0TURCSXxiZmJlMjhjZWMyYTY4NWRmOTgyZGZjZGNlNWIwNTg4ZWYxZWI1YTc2MTFkNmY4MTg0ZWQ2NjU5MjcyNjdkYjMz,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1033429,BARR10B,BARR10B + MLEAA,BERINGER,BERNG MASTER CYL RACING BRAKE AXIAL,Bomba Axial Racing Beringer Classic Line negra con deposito 10 y maneta regulable,604.99,499.99,399.99,8430525612334,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,3337,636,316,120,88,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1033429-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ1ODEyfGltYWdlL2pwZWd8YURWaUwyaGpNQzh4TlRReU5EVTVNemd5TVRjeU5pOHhNRE16TkRJNUxURmZPREF3VjNnNE1EQkl8ZmI5M2IwMGNmMGRhOGE0MDYxYThiMzQzNGQyMWFlNzVjMTI1MmI4OGE4Y2NhNzMzNjgyZDQ0MzYwZGNkMDU1Nw,https://api.mybihr.com/medias/1033429-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjE5Njc5fGltYWdlL2pwZWd8YURJeUwyZzJZaTh4TlRReU5EVTVOREl4TkRrME1pOHhNRE16TkRJNUxUSmZPREF3VjNnNE1EQkl8NjVkOGY2ZDM0ZTc3NTA5Y2U2YzFmMzEyY2RjYzBiZjdhMGJhOWM1YWYwZjAxYjY5MjY2ZTdlMDMxNjk1OWM2Nw,https://api.mybihr.com/medias/1033429-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ1ODEyfGltYWdlL2pwZWd8YURrMEwyZzFaQzh4TlRReU5EVTVORFl3T0RFMU9DOHhNRE16TkRJNUxUTmZPREF3VjNnNE1EQkl8ZDA3M2JhMWZiYmE0YWVkZmExZDY1MDQ4Mjk2ZWY5ZTc5ZDdiZTgxNDFjYjQ1MDYzZjJjOTYwZDQxMzY4YzY1Mg,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125103003,,KT13AOMM-S,BERINGER,"BERNG CALIPER 6 PISTONS AXIAL LEFT, ORG",Pinza de freno axial izquierda BERINGER Aerotec® 6 pistones Ø27mm,786.50,650.00,487.50,KT13AOMM,1,8714949090,0,1,"<ul>
<li>Tornillo de cabeza baja incluido en la carcasa</li>
<li>Tecnolog&iacute;a Aerotec&reg;, sistema patentado de guiado de las pastillas</li>
<li>Gran secci&oacute;n transversal para facilitar el desmontaje</li>
<li>Se monta directamente en la horquilla, sin soporte adaptador</li>
<li>S&oacute;lo para montaje en Supermotard (hay que adaptar el disco/cilindro principal/rueda)</li>
</ul>","
Tornillo de cabeza baja incluido en la carcasa
Tecnología Aerotec®, sistema patentado de guiado de las pastillas
Gran sección transversal para facilitar el desmontaje
Se monta directamente en la horquilla, sin soporte adaptador
Sólo para montaje en Supermotard (hay que adaptar el disco/cilindro principal/rueda)
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Naranja,,4501,1320,299,142,106,Naranja,Aluminio,,,,,,,,,,,,Delantero Izquierdo,,,,,https://api.mybihr.com/medias/800Wx800H-1125103003-1.jpg?context=bWFzdGVyfHJvb3R8MjM4NTF8aW1hZ2UvanBlZ3xhR1UyTDJnMVl5ODJNakU1TnpjM01EazBORFUwTWk4NE1EQlhlRGd3TUVoZk1URXlOVEV3TXpBd015MHhMbXB3Wnd8MDI1NzVhZWY4NzViMWZjNWJjYTY2YjI5YWY3YjVjMWZmMTc1NjkwMWUxMWJiOTJkZjUzYzQwMmExMGNhZjZlMw,https://api.mybihr.com/medias/800Wx800H-1125103003-2.jpg?context=bWFzdGVyfHJvb3R8MTczNjh8aW1hZ2UvanBlZ3xhR0ZrTDJnd055ODJNakU1TnpjM01UTXpOemMxT0M4NE1EQlhlRGd3TUVoZk1URXlOVEV3TXpBd015MHlMbXB3Wnd8NjBjNGU1NTIzZjllZTlkNWM0ZjlmMTMyMDQ3MzVkMzE3MjNhMmQ4MzA4ZjgyZjkzN2E5ZWRmNTA0ZjE5OTgzNA,https://api.mybihr.com/medias/800Wx800H-1125103003-3.jpg?context=bWFzdGVyfHJvb3R8MjAyOTN8aW1hZ2UvanBlZ3xhR1l5TDJnd05TODJNakU1TnpjM01UY3pNRGszTkM4NE1EQlhlRGd3TUVoZk1URXlOVEV3TXpBd015MHpMbXB3Wnd8Y2YxYTE2YTk3YzBjNzExZjMwOWY0MzZlODJkMDUxYzVhYjkwMWZhYzVlMWMxZTJiZTM0OWQ5YjkwMzY4ZDk4Nw,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125143001,,H16AR-S,BERINGER,"BERNG CALIPER 6 PISTONS AXIAL, RED",Pinza de freno axial izquierda BERINGER Aerotec® 6 pistones Ø27mm,786.50,650.00,487.50,H16AR-S,0,8714949090,0,1,"<p>Pinza de freno &Oslash; 27mm</p>
<ul>
<li>Tornillo de cabeza baja incluido en la carcasa</li>
<li>Tecnolog&iacute;a Aerotec&reg;, sistema patentado de guiado de las pastillas</li>
<li>Gran secci&oacute;n transversal para facilitar el desmontaje</li>
<li>Se monta directamente en la horquilla, no necesita soporte adaptador</li>
<li>S&oacute;lo para Supermotard (disco/cilindro principal/rueda adaptados)</li>
</ul>","
Pinza de freno Ø 27mm

Tornillo de cabeza baja incluido en la carcasa
Tecnología Aerotec®, sistema patentado de guiado de las pastillas
Gran sección transversal para facilitar el desmontaje
Se monta directamente en la horquilla, no necesita soporte adaptador
Sólo para Supermotard (disco/cilindro principal/rueda adaptados)
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Rojo,,4650,1332,299,144,108,Rojo,Aluminio,,,,,,,,,,,,Delantero Izquierdo,,,,,https://api.mybihr.com/medias/800Wx800H-1125143001-1.jpg?context=bWFzdGVyfHJvb3R8MTIwMDQ0fGltYWdlL2pwZWd8YUdNMkwyaGxOeTgyTWpJNE1URXhPVE01T1RrMk5pODRNREJYZURnd01FaGZNVEV5TlRFME16QXdNUzB4TG1wd1p3fDRkYWRjMTI2OGQ4MDczOTE3MDQ0MTA4YjgwYTY2M2I1MDU1MGZlMmUxNmM3ZmVmOWYxZWIxYjQ4MjY4NjZmZGE,https://api.mybihr.com/medias/800Wx800H-1125143001-2.jpg?context=bWFzdGVyfHJvb3R8ODk2ODB8aW1hZ2UvanBlZ3xhRGsyTDJobFpTODJNakk0TVRFeE9UVTVOalUzTkM4NE1EQlhlRGd3TUVoZk1URXlOVEUwTXpBd01TMHlMbXB3Wnd8NDBjMGMzNzVmZmRiYTczMjM5YmIwM2E4OWUzOWNlNDE4NzhjODEwY2RjNjhhNTgyN2ZkZTlkMmI2MmQ1NTNmYg,https://api.mybihr.com/medias/800Wx800H-1125143001-3.jpg?context=bWFzdGVyfHJvb3R8MTA1Njc0fGltYWdlL2pwZWd8YURZM0wyaG1OUzgyTWpJNE1URXhPVGM1TXpFNE1pODRNREJYZURnd01FaGZNVEV5TlRFME16QXdNUzB6TG1wd1p3fDA0YzJmMGU5YzhhZDhlZmQxNTdjMmE1NDk0NjE0MzMyODQ4N2RiOGZlNjQ1NWM0YWI3OWRiNWQ0MmNjNDZmNGQ,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125113001,,4R12AB-S,BERINGER,"BERNG CALIPER 4 PISTONS RADIAL, BLK",Pinza de freno radial izquierda BERINGER Aerotec® 4 pistones,786.50,650.00,487.50,4R12AB,1,8714949090,0,1,"<p>Pinza de freno BERINGER Aerotec radial izquierda de 4 pistones</p>
<ul>
<li>Tornillo de cabeza baja incluido en la carcasa</li>
<li>Se monta directamente en la horquilla, sin necesidad de adaptador de pinza</li>
<li>Tecnolog&iacute;a Aerotec&reg;, sistema patentado de guiado de las pastillas</li>
<li>Se incluye un bloqueo para facilitar el desmontaje</li>
</ul>","
Pinza de freno BERINGER Aerotec radial izquierda de 4 pistones

Tornillo de cabeza baja incluido en la carcasa
Se monta directamente en la horquilla, sin necesidad de adaptador de pinza
Tecnología Aerotec®, sistema patentado de guiado de las pastillas
Se incluye un bloqueo para facilitar el desmontaje
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Negro,,4549,1399,144,298,106,Negro,Aluminio,,,,,,,,,,,,Delantero Izquierdo,,,,,https://api.mybihr.com/medias/800Wx800H-1125113001-1.jpg?context=bWFzdGVyfHJvb3R8MjEwNDh8aW1hZ2UvanBlZ3xhR00xTDJobE5TODJNakl5TkRZME56YzBPVFkyTWk4NE1EQlhlRGd3TUVoZk1URXlOVEV4TXpBd01TMHhMbXB3Wnd8ZTU0YzhmNzA0MzE5YmY1NTg2NTc4NDQ0MmQwMWExZGIzNmUyMTk3YWU2MjA4ZDMwZGI0M2JkZTI3MzA2Njc3Mw,https://api.mybihr.com/medias/800Wx800H-1125113001-2.jpg?context=bWFzdGVyfHJvb3R8MTgzNjJ8aW1hZ2UvanBlZ3xhRGM1TDJnNU1DODJNakl5TkRZME9ERTBNamczT0M4NE1EQlhlRGd3TUVoZk1URXlOVEV4TXpBd01TMHlMbXB3Wnd8OGEzMTM3ODViYjZjZWNiOGU0Y2E0YTFkMDU1Y2MxMjI0OGRjNWIwZGU4NTJmYWJhN2M4MDMwOTU2ODk4MDZlZA,https://api.mybihr.com/medias/800Wx800H-1125113001-3.jpg?context=bWFzdGVyfHJvb3R8MTcyMjM2fGltYWdlL2pwZWd8YUdWaUwyZzRNaTgyTWpJeU5EWTBPRFV6TmpBNU5DODRNREJYZURnd01FaGZNVEV5TlRFeE16QXdNUzB6TG1wd1p3fDM5MmMyZTc1ZGE3ZmQ1MTFiYTI0NzY4ZWI1ODFiZGFiYThjYTM5NjlmMWZkNGNhZTM4YTgwZjZhYTMzNzcxNzM,https://api.mybihr.com/medias/800Wx800H-1125113001-4.jpg?context=bWFzdGVyfHJvb3R8MTYzNDB8aW1hZ2UvanBlZ3xhRFZsTDJnM05TODJNakl5TkRZME9Ea3lPVE14TUM4NE1EQlhlRGd3TUVoZk1URXlOVEV4TXpBd01TMDBMbXB3Wnd8NDE3MmFiM2JhYTYxNjRiZTkxZmY0YTQ4ZGViMmFjOThkYTc0OWRiZGRmOWJjNjU5ODUxOWVlMTE2M2JhZGE0Yw,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125112003,,4R11AR-S,BERINGER,"BERNG CALIPER 4 PISTONS RADIAL, RED",Pinza de freno radial izquierda BERINGER Aerotec® 4 pistones,786.50,650.00,487.50,4R11AR-S,2,8714949090,0,1,"<ul>
<li>Tornillo de cabeza baja incluido en la carcasa</li>
<li>Se monta directamente en la horquilla, sin necesidad de soporte adaptador</li>
<li>Tecnolog&iacute;a Aerotec&reg;, sistema patentado de guiado de las pastillas</li>
<li>Se incluye un bloqueo para facilitar su desmontaje</li>
<li>S&oacute;lo para montaje en Supermotard (hay que adaptar el disco/cilindro principal/rueda)</li>
</ul>","
Tornillo de cabeza baja incluido en la carcasa
Se monta directamente en la horquilla, sin necesidad de soporte adaptador
Tecnología Aerotec®, sistema patentado de guiado de las pastillas
Se incluye un bloqueo para facilitar su desmontaje
Sólo para montaje en Supermotard (hay que adaptar el disco/cilindro principal/rueda)
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Rojo,,4488,1448,294,144,106,Rojo,Aluminio,,,,,,,,,,,,Delantero Izquierdo,,,,,https://api.mybihr.com/medias/800Wx800H-1125112003-1.jpg?context=bWFzdGVyfHJvb3R8MTU0MTg4fGltYWdlL2pwZWd8YURCaUwyaG1OeTgyTWpJeU5EQTVPVGN3TkRnMk1pODRNREJYZURnd01FaGZNVEV5TlRFeE1qQXdNeTB4TG1wd1p3fGJlNGQzMDQ2Mjk2YzdlZmEyMTQzYTNhYzZjNWU2N2QzYzE1MWY0ZjhhY2MxZThjNzU4YjIzNmZhN2M5MjhjYmM,https://api.mybihr.com/medias/800Wx800H-1125112003-2.jpg?context=bWFzdGVyfHJvb3R8MTU5NDg1fGltYWdlL2pwZWd8YURFM0wyZ3pNQzgyTWpJeU5EWXlORE00TmpBM09DODRNREJYZURnd01FaGZNVEV5TlRFeE1qQXdNeTB5TG1wd1p3fGIyMTJiNDhiOWRlZTUzYjJjNmNhNjBlMjNjZWUxYWMyMjZhYTYyNzAwZTU4NTI5NmUzMTA2NmY1NWIzMzIxZTc,https://api.mybihr.com/medias/800Wx800H-1125112003-3.jpg?context=bWFzdGVyfHJvb3R8MTc5MTYwfGltYWdlL2pwZWd8YUdFMEwyZ3paQzgyTWpJeU5EWXlORGMzT1RJNU5DODRNREJYZURnd01FaGZNVEV5TlRFeE1qQXdNeTB6TG1wd1p3fDlmNWI3ODNiYjNjMjk4YmI1MzZjNTY1NjkwZTllNDVlNTljYzM0MDE1ZDY4ZjZkMjBiNDU2Mjg1NGUzZTg0MTA,https://api.mybihr.com/medias/800Wx800H-1125112003-4.jpg?context=bWFzdGVyfHJvb3R8MjI2ODkyfGltYWdlL2pwZWd8YURkbUwyZ3pPUzgyTWpJeU5EWTBOVE01TURNMk5pODRNREJYZURnd01FaGZNVEV5TlRFeE1qQXdNeTAwTG1wd1p3fGRiMjhjNjcyNzcyYzFiNjZkMTI1MDFiNzJkMzVhMTk1ZTUwMGIxZTliM2I4MmY5YmFkMjRhYjM1YzJmNmIzYzU,https://api.mybihr.com/medias/800Wx800H-1125112003-5.jpg?context=bWFzdGVyfHJvb3R8MTA3NjQ1fGltYWdlL2pwZWd8YURCakwyZzBOeTgyTWpJeU5EWTBOVGM0TXpVNE1pODRNREJYZURnd01FaGZNVEV5TlRFeE1qQXdNeTAxTG1wd1p3fDVmOTZhYmMyMDBiNTc2ZTE2NzBlZWU1MjhjMmIzMzU5YWVmZDFmNGNhMjk2YjEyOGFhZGM2NmM0NzQ2Y2JjZWE,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125118001,,BO1R,BERINGER,"BERNG TANK KIT 15CC, RED",Kit de depósito 15cc para bomba BERINGER,66.55,55.00,41.25,BO1R,1,8714949090,0,1,"<p>Incluye:&nbsp;Dep&oacute;sito de pl&aacute;stico, tapa de aluminio, tornillos y pernos, manguito.</p>","
Incluye: Depósito de plástico, tapa de aluminio, tornillos y pernos, manguito.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,Rojo,,472,73,144,78,42,Rojo & Transparente,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125118001-1.jpg?context=bWFzdGVyfHJvb3R8MjQzNDN8aW1hZ2UvanBlZ3xhRGsyTDJnME1DODJNakl5TmpRME5UVXdNRFEwTmk4NE1EQlhlRGd3TUVoZk1URXlOVEV4T0RBd01TMHhMbXB3Wnd8MjVlZjA4YmQ3Y2MzMDI3MWVmMzUxYzg1NjM2NmJlNThjZTA3YTM2MWU2YTliMDA5ZTMwNjE0NjYwMWRkODlkZQ,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1032811,4MXKT11AOMM,4MXKT11AOMM,BERINGER,BERNG CALIPER 2 PISTONS AXIAL,Pinza de freno axial Beringer KTM85 anodizado naranja,459.80,380.00,114.00,4MXKT11AOMM,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4403,926,294,144,104,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1033391,COU2MCR,COU2MCR,BERINGER,BERNG COVER TANK MASTER CYLINDER,Tapadera de depósito integrado para Bomba. Color ROJO. (COU2MCR),35.09,29.00,23.20,COU2MCR,0,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,72,28,49,87,17,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1033391-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI5MzN8aW1hZ2UvanBlZ3xhRFJrTDJnMFpTOHhOVFF5TkRVM09EZzNPVFV4T0M4eE1ETXpNemt4TFRGZk9EQXdWM2c0TURCSXxiYWM1MmI4NTBmMTZiNzI3OWFjYzJjZDQ1OWFjNGFjZjlmNWZiNTg1ZjI2OWM4MmRiY2Y2MmQ2Y2M0NTg5YTA1,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1033537,BR142B,BR142B,BERINGER,"BERNG MASTER CYL BRAKE AXIAL 20,5MM",Bomba de freno con depósito separado (no incluído). Maneta tipo 2. Color NEGRO. (BR142B),465.85,385.00,308.00,BR142B,1,8714949090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,,,,4480,553,320,140,100,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1033537-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjYzMDJ8aW1hZ2UvanBlZ3xhRFZtTDJnNFpDOHhOVFF5TkRnd01UVXdOVE14TUM4eE1ETXpOVE0zTFRGZk9EQXdWM2c0TURCSXw2OGIwZjExMjA1ZWRlNDdiZmM1YmQxODI2MzRmNGFhNDMzMjI3NDFmYmE0ZjI5NmFmODVjYTJjNWZiZWY3MzEw,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125144002,,MLEAAB,BERINGER,"BERNG LEVER AXIAL, BLK, ADJUSTABLE",Maneta BERINGER Tipo A para bomba de freno/embrague hidráulica Beringer,193.60,160.00,120.00,8430525871441,2,8714949090,0,1,<p>Lenght 16 cm - Adjustable</p>,"
Lenght 16 cm - Adjustable",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Adjustable,Negro,,892,64,180,134,37,Negro,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125144002-1.jpg?context=bWFzdGVyfHJvb3R8MTUwODl8aW1hZ2UvanBlZ3xhRGxoTDJnd055ODJNakk0TVRFeU1ERTROak01T0M4NE1EQlhlRGd3TUVoZk1URXlOVEUwTkRBd01pMHhMbXB3Wnd8YThkNDIyMjliYmJhNTQyNjhmMzMwNzUyMjJkMmI3MGEyOGU5N2VhMmRhMDc1NzMwNTdlNDcyOTljYzQ1NDI4Zg,https://api.mybihr.com/medias/800Wx800H-1125144002-2.jpg?context=bWFzdGVyfHJvb3R8MTQ0OTV8aW1hZ2UvanBlZ3xhR001TDJnd01DODJNakk0TVRFeU1ETTRNekF3Tmk4NE1EQlhlRGd3TUVoZk1URXlOVEUwTkRBd01pMHlMbXB3Wnd8OGQ1NDJkZjNkMTU3ZDU1MGY4OGNjY2MzOWZhNjFhZTE4MDIyYTcwY2FlMzk2ZmVhMzAwN2I2Y2UzMjhkNThlYg,https://api.mybihr.com/medias/800Wx800H-1125144002-3.jpg?context=bWFzdGVyfHJvb3R8NDU4ODZ8aW1hZ2UvanBlZ3xhRGMxTDJnM1l5ODJNakk0TVRFek5EVXpPRGM0TWk4NE1EQlhlRGd3TUVoZk1URXlOVEUwTkRBd01pMHpMbXB3Wnd8YmJiMDk0N2U5ZTY4NzM5ZTA3ODZkZTdmNTQ1ZmM3M2I0YmRmZjY1Yzc2ODQwOTczMTMzZWFmMzkyNTdhMDRlYQ,https://api.mybihr.com/medias/800Wx800H-1125144002-4.jpg?context=bWFzdGVyfHJvb3R8MTM1NDJ8aW1hZ2UvanBlZ3xhREExTDJnNE55ODJNakk0TVRFek5EZzJOalEyTWk4NE1EQlhlRGd3TUVoZk1URXlOVEUwTkRBd01pMDBMbXB3Wnd8YzNkMmE2ZmM0NWZjZTFjYjA4NGYyODA3ODNjNWI4NTU0Zjc2NGQzNWRjMzIxYjA3MWQ5MjY5OGVhZDM1NzA3NA,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
1125144001,,MLEAB,BERINGER,"BERNG LEVER AXIAL, BLK, STD",Maneta BERINGER Tipo A para bomba de freno/embrague hidráulica axial Beringer,193.60,160.00,120.00,MLEAB,1,8714949090,0,1,<p>Lenght 16cm</p>,"
Lenght 16cm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PARTS,Standard,Negro,,833,91,189,126,35,Negro,,,,,,,,,,,,,Delantero,,,,,https://api.mybihr.com/medias/800Wx800H-1125144001-1.jpg?context=bWFzdGVyfHJvb3R8MjU3MTN8aW1hZ2UvanBlZ3xhREkwTDJobVl5ODJNakk0TVRFeE9UazRPVGM1TUM4NE1EQlhlRGd3TUVoZk1URXlOVEUwTkRBd01TMHhMbXB3Wnd8YmIwYmE0Zjc1OWM5MzhkYTRlMjEyODQzOTgxYjE4ZTY5ZWU2M2Y3YzA3NmYyNWY5NjkxMDRkMmZiMGQzMTFiNg,,,,,https://static.bihr.pro/eBihr/Pictures/BERINGER-pictures.zip,Spain Warehouse (Parts)
