PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Color,Composición,Compresión de pistón,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Especificaciones,Espesor (mm),Nº de segmentos,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1018519,12400038,FZ00407,TOP PERFORMANCES,TOPPE CLUTCH CENTRIFUGAL,Embrague TOP PERFORMANCES tipo origen Honda PCX,72.50,59.92,35.95,FZ00407,0,8714105000,0,1,"<p>Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables.<br> </p>","
Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables. ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,1322,1054,153,144,60,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018519-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1MzZ8aW1hZ2UvanBlZ3xhR013TDJnM05pODRPVE00TXpZMU56YzVPVGs0THpFd01UZzFNVGt0TVY4NE1EQlhlRGd3TUVnfGNjNGJhM2YwYmQ0NDRiNWUwYmUzNmI4MWMzMDVlMmI4YjM1OTQ0NjVmMTUwNWMzZDljMGVkMzYxZjVlODc4ODg,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018515,12400040,FZ00396,TOP PERFORMANCES,TOPPE CLUTCH CENTRIFUGAL,Embrague TOP PERFORMANCES tipo origen Piaggio Beverly 125,75.00,61.98,37.19,FZ00396,0,8714105000,0,1,"<p>Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables.<br> </p>","
Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables. ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,857,1039,134,136,47,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018515-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA5ODh8aW1hZ2UvanBlZ3xhREl4TDJnNU1TODVNREV5TkRFNE9ETTROVFU0THpFd01UZzFNVFV0TVY4NE1EQlhlRGd3TUVnfDVjNjY4ODk5YTc3ODJkYzc1ZDIzODcyMmQzM2ExYWQzNGRlMzUzNmUzNmExOGUwNzJjMDE5MzJkYTRmZTk5M2Y,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018520,12400048,FZ00409,TOP PERFORMANCES,TOPPE CLUTCH CENTRIFUGAL,Embrague TOP PERFORMANCES tipo origen Kymco Downtown 300,99.00,81.82,49.09,FZ00409,1,8714105000,0,1,"<p>Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables.<br> </p>","
Nacida en los años 90 de la mano de un grupo de ingenieros de Minarelli, TOP PERFORMANCES se ha forjado una sólida reputación en el mundo de los scooters y las motos de baja cilindrada, con piezas de calidad asequibles y fiables. ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,1239,1608,153,162,50,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018520-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE2NzR8aW1hZ2UvanBlZ3xhR00zTDJnME9DODVNREV5TlRBNE16a3pOVEF5THpFd01UZzFNakF0TVY4NE1EQlhlRGd3TUVnfGU1M2ZmYmU5YzUzMWY4NjdjNTEwZDI1MDBhYjQ2MTg3MTg2NjczMzkwMDE3NjU2MTg1ZWEwYWVlZTc5OTRkZDY,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1010960,19300050,MC12108,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador Top Performances Piaggio Fly/Liberty/Zip 50,22.00,18.18,10.91,MC12108,2,8409910090,0,1,"<p>Membrana de carburador</p><p>1 unidad</p><p>Para reacondicionar el sistema de combustible</p><p>Fiabilidad a largo plazo y rendimiento</p><p><br></p>""","
Membrana de carburador
1 unidad
Para reacondicionar el sistema de combustible
Fiabilidad a largo plazo y rendimiento
""",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,206,12,63,63,52,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1010960-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAzNTN8aW1hZ2UvanBlZ3xhRFl3TDJnM09DODRPVEkwTVRnMk9ETTNNREl5THpFd01UQTVOakF0TVY4NE1EQlhlRGd3TUVnfGNjMGE3ZTFjMDBmOGU2ZGM5ZGY3ZGQzNjA2OGI1M2MxNGZmNWRhNjM2NDgyMjA1MjkyZGJkMDdkNjcxYmE2Mjk,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018497,TP12103,MC12103,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador TOP PERFORMANCES Kymco 125 AGILITY/MOVIE,23.50,19.42,11.65,MC12103,1,8409910090,0,1,"<p>Membrana del carburador<br> 1 unidad<br> Para reacondicionar el sistema de combustible<br> Mayor vida útil, confianza y rendimiento<br> </p>","
Membrana del carburador 1 unidad Para reacondicionar el sistema de combustible Mayor vida útil, confianza y rendimiento ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,480,33,88,91,60,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018497-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU3MzF8aW1hZ2UvanBlZ3xhRGRqTDJneFpTODRPVE01TURNeE56VTJPRE13THpFd01UZzBPVGN0TVY4NE1EQlhlRGd3TUVnfDYxZjlhZjY1OGQ2ZjZlNmRlYjQ3NDUyNGM5ZDVhNjJjNzcyMzkyZjlhZTdmMThjNmFhMWI4Y2QxZGM3MWE1MmY,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018494,TP12002,MC12002,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador TOP PERFORMANCES Minarelli 125/150/180,92.00,76.03,45.62,MC12002,1,8409910090,0,1,"<p>Membrana del carburador<br> 1 unidad<br> Para reacondicionar el sistema de combustible<br> Mayor vida útil, confianza y rendimiento.</p>","
Membrana del carburador 1 unidad Para reacondicionar el sistema de combustible Mayor vida útil, confianza y rendimiento.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,508,52,90,91,62,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018494-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc1OTF8aW1hZ2UvanBlZ3xhRGt6TDJnek15ODRPVEkwTlRFM05UazNNakUwTHpFd01UZzBPVFF0TVY4NE1EQlhlRGd3TUVnfGI1NGRkMTY1Njg1Y2ZhYzJlNjQ1ZWQ1ZTNhOTBjNGRiMWFmNjJhYmEzM2ExMzVkODYyMDg5NzE0OTdjYjU1NjA,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1010958,19300048,MC12106,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador Top Performances Piaggio/Gilera Runner/X-Evo/Vespa 125/200,39.99,33.05,19.83,MC12106,0,8409910090,0,1,"<p>Membrana de carburador</p><p>1 unidad</p><p>Para reacondicionar el sistema de combustible</p><p>Fiabilidad a largo plazo y rendimiento</p><p><br></p>""","
Membrana de carburador
1 unidad
Para reacondicionar el sistema de combustible
Fiabilidad a largo plazo y rendimiento
""",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,513,52,91,91,62,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1010958-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQyNTV8aW1hZ2UvanBlZ3xhRGsxTDJnMlpTODRPVE00T1Rjek5EazFNekkyTHpFd01UQTVOVGd0TVY4NE1EQlhlRGd3TUVnfGU2MmFhNjQ0Y2MyMDE4YzhjZDY3OGFjZGJjNzBmMDgyMTNhYjkxZWQ1ZDI1ZTEwMDZlOGU5ZTFmMGZiNzJjZDk,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1010959,19300049,MC12107,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador Top Performances Piaggio Fly/Liberty/Vespa 125/150/200,26.50,21.90,13.14,MC12107,0,8409910090,0,1,"<p>Membrana de carburador</p><p>1 unidad</p><p>Para reacondicionar el sistema de combustible</p><p>Fiabilidad a largo plazo y rendimiento</p><p><br></p>""","
Membrana de carburador
1 unidad
Para reacondicionar el sistema de combustible
Fiabilidad a largo plazo y rendimiento
""",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,203,31,62,63,52,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1010959-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIyMjZ8aW1hZ2UvanBlZ3xhRFl3TDJobVppODRPVE0wTmpVMk9UQXhNVFV3THpFd01UQTVOVGt0TVY4NE1EQlhlRGd3TUVnfGFmMzcxNWRjYjIxZWFiZDVkYWEyMTQyMmYzYmE5NWVjMWZlN2Q5MGMxYzMxNDUyNjFlMmRhMTEzZDBiNGQ0MTE,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018492,19300024,9933770,TOP PERFORMANCES,TOPPE SPAREPARTS REED PETALS CARBON,Lámina de carbono TOP PERFORMANCES Minarelli AM6,14.50,11.98,7.19,9933770,0,8409910090,0,1,<p>Caja de láminas de carbono para sistemas TOP PERFORMANCES<br> </p>,"
Caja de láminas de carbono para sistemas TOP PERFORMANCES ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,56,13,139,101,4,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018492-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYzODJ8aW1hZ2UvanBlZ3xhRFpsTDJnNU5pODRPVEE0TnpVME5ERTVOelF5THpFd01UZzBPVEl0TVY4NE1EQlhlRGd3TUVnfDFlMzVjNzAyOWIwOWMwZWRiY2NjOTk1NDI4NDIxMzIzY2NlY2Q2YjQyZWExY2ZiN2Q2NzczNWRkZGNjMDM4OTU,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018496,TP12000,MC12100,TOP PERFORMANCES,TOPPE SPAREPARTS DIAPHRAGM,Membrana de carburador TOP PERFORMANCES Minarelli 125/150,66.01,54.55,32.73,MC12100,1,8409910090,0,1,"<p>Membrana del carburador<br> 1 unidad<br> Para reacondicionar el sistema de combustible<br> Mayor vida útil, confianza y rendimiento<br> </p>","
Membrana del carburador 1 unidad Para reacondicionar el sistema de combustible Mayor vida útil, confianza y rendimiento ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,304,60,73,73,57,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018496-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc1OTF8aW1hZ2UvanBlZ3xhRE14TDJnNVlpODRPVE00TlRnMU1USTRPVGt3THpFd01UZzBPVFl0TVY4NE1EQlhlRGd3TUVnfGFiZjVjNTBmMTYxMTE4NWE2NTRhNTgzMDU3ZGFjYjU5NzU3NjNhZDhkNDNhM2ZmMTNjYWQwNWM3ZjcxMDM4ODE,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1121663,,CT00736,TOP PERFORMANCES,TOPPE SPAREPARTS INTAKE MANIFOLD,Colector de admisión TOP PERFORMANCE - Piaggio Liberty,23.50,19.42,11.65,CT00736,98,8409910090,0,1,<p>Toma de admisi&oacute;n de recambio.</p>,"
Toma de admisión de recambio.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,1199,95,173,126,55,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121663-1.jpg?context=bWFzdGVyfHJvb3R8NTE4MzJ8aW1hZ2UvanBlZ3xhR0V4TDJnMVl5ODROVEUxTnpBMU9EWTBNVGsxTUM4NE1EQlhlRGd3TUVoZk1URXlNVFkyTXkweExtcHdad3xmNDJiN2I1NjYxODFhMzBmY2MyNDE1ZTZhNjBmZGJhNWI5Y2I3YzUwYTY2NWQzMGJkMDE4NmE3MWU4ZWY1YzA5,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1148800,,9931620,TOP PERFORMANCES,TOPPE REED VALVE VFORCE MINARELLI HOR 8R,Caja de láminas TOP PERFORMANCE,136.50,112.81,78.97,9931620,4,8409910090,0,1,"<p><strong>Descripción</strong><br>
Este sistema mejora significativamente el flujo de gases, lo que se traduce en una mejor respuesta al acelerar.<br>
Se instala en lugar de la caja original, sin necesidad de modificar otras piezas del motor.</p>
<p>Es esencial para carburadores de mayor tamaño y motores con cilindros aumentados. También se recomienda encarecidamente en motos de serie, ya que con el paso del tiempo las láminas originales tienden a perder eficacia.</p>
<p>Su diseño patentado en forma de Doble V ha sido desarrollado específicamente para optimizar la circulación y el paso de la mezcla. Además, su entrada —con un diámetro el doble de grande que el original— asegura un llenado más eficiente del cárter del cigüeñal.</p>
<p>Para obtener el máximo rendimiento, se recomienda instalar la pieza <strong>Venturi de 28 mm</strong>, incluida en el paquete.</p>
<p>&nbsp;</p>","
Descripción
Este sistema mejora significativamente el flujo de gases, lo que se traduce en una mejor respuesta al acelerar.
Se instala en lugar de la caja original, sin necesidad de modificar otras piezas del motor.

Es esencial para carburadores de mayor tamaño y motores con cilindros aumentados. También se recomienda encarecidamente en motos de serie, ya que con el paso del tiempo las láminas originales tienden a perder eficacia.

Su diseño patentado en forma de Doble V ha sido desarrollado específicamente para optimizar la circulación y el paso de la mezcla. Además, su entrada —con un diámetro el doble de grande que el original— asegura un llenado más eficiente del cárter del cigüeñal.

Para obtener el máximo rendimiento, se recomienda instalar la pieza Venturi de 28 mm, incluida en el paquete.

 ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,721,59,146,130,38,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148800-1.jpg?context=bWFzdGVyfHJvb3R8NjA5Nzl8aW1hZ2UvanBlZ3xhRFpqTDJnM1pDODROREkwTWpJek1EUTBOREEyTWk4NE1EQlhlRGd3TUVoZk1URTBPRGd3TUMweExtcHdad3wzZDFmNGNkOTczZjBlYWU5Yzk3YTNmYzhkNDhkODE2NGQ3YThiMjk1MzAwMzQ3OTA2NjI1OGMwOTAwOTE5OThl,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1148801,,9933790,TOP PERFORMANCES,TOPPE REEDS VFORCE MINARELLI AND PIAGGIO,Láminas  de carbono para caja de láminas TOP PERFORMANE,14.50,11.98,8.39,9933790,0,8409910090,0,1,<p>Lámina de carbono Top Performance Minarelli Horizontal / Piaggio 1 Unidad!</p>,"
Lámina de carbono Top Performance Minarelli Horizontal / Piaggio 1 Unidad!",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,198,15,135,98,15,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148801-1.jpg?context=bWFzdGVyfHJvb3R8MzkzMzl8aW1hZ2UvanBlZ3xhRFU1TDJobE55ODROREkwTWpJek1UUTFPVGczTUM4NE1EQlhlRGd3TUVoZk1URTBPRGd3TVMweExtcHdad3w0MDlkNWE1MjViNTJiZDlmOGZiMmM3YjFjMTUxMWQyM2JiYTM5ZTgwNzc5OGZiYjQ5MzFjNTAzODRhNDM5ZDBi,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018556,TP00822,AA00822,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES HONDA SH 300 2007-2012,79.50,65.70,39.42,AA00822,1,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,519,135,149,129,27,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018556-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA5MzZ8aW1hZ2UvanBlZ3xhRGhpTDJnek1DODRPVEkzTURZNE5EZzNOekV3THpFd01UZzFOVFl0TVY4NE1EQlhlRGd3TUVnfDA4ODBlNzMxMDQyNDk3Nzk5MDc0Mzk1MzFlZTg1YzY3MzQwNjdjOWJkOGZkZjc2ZGFmZGUwOTdmNWMxYTZhYjM,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018549,TPAA00812,AA00812,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES Honda FES 125,42.00,34.71,20.83,AA00812,1,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,311,73,115,90,30,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018549-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEwOTB8aW1hZ2UvanBlZ3xhRGc0TDJnMFlpODRPRFV6TkRrd01UTTVNVFkyTHpFd01UZzFORGt0TVY4NE1EQlhlRGd3TUVnfGVlYTZiMWJmZjI3ODJmNzBkYTc5YWFiYmNlMGJhMjhmNWIwYTM2YjdjZGE4ZGFiMTk3MDg5ZmE4ZTU4YjBlNDE,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018547,TPAA00810,AA00810,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES Aprilia,34.50,28.51,17.11,AA00810,1,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,556,92,195,75,38,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018547-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI4Mjd8aW1hZ2UvanBlZ3xhR1kyTDJnMFl5ODRPVFExTnpZeU1qY3hNall5THpFd01UZzFORGN0TVY4NE1EQlhlRGd3TUVnfDZiM2VhZmU3OTVhM2ZjMTk4ZDhiMmVjNDc2OWMwY2VjMTBhZTUyZjFmMjMxMGVlMTg4YzUwYTdmNTE4OGMzZjA,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018554,TPAA00819,AA00819,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES Suzuki BURGMAN 125/150/200/250/400,65.00,53.72,32.23,AA00819,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,786,86,194,90,45,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018554-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTc4NTB8aW1hZ2UvanBlZ3xhR0kzTDJneE1pODRPVFE1TURnNE1qSXpNall5THpFd01UZzFOVFF0TVY4NE1EQlhlRGd3TUVnfDU0NmQ2NTlmNjU4N2U0ZjdjNmE2YTA4ZWZjMWU4Zjg2ZjBjMzVlMDdjNmY0Mjk4NTBlNWFjNzVmNzliNmY0MGY,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018565,TPAA00835,AA00835,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES DOWNTOWN 125,72.50,59.92,35.95,AA00835,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,397,154,147,108,25,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018565-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTYzNzR8aW1hZ2UvanBlZ3xhR0kzTDJnellTODRPVFk1TURjd09UTTJNRGswTHpFd01UZzFOalV0TVY4NE1EQlhlRGd3TUVnfGU3MjExYTkyOGQ2ZjNlNjk5Yjk5OGRhOTY0M2EzZTY1MTE1ZjEwYWQ0OGE3ZjZlODFjNDY1MjlmN2QwNmJlZWY,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018562,13500013,AA00828,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES PIAGGIO 125,82.50,68.18,40.91,AA00828,2,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,327,148,149,129,17,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018562-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk2ODN8aW1hZ2UvanBlZ3xhRFE1TDJnNE15ODRPVEl6T0Rjek1EVXdOalUwTHpFd01UZzFOakl0TVY4NE1EQlhlRGd3TUVnfGQwYWYzOTFkNjNlYWNhYmEzMzZmZTJlNzcwMTEzZGNjZDRhOWJjMTA2ZmQ4MDQyOWE0MzIyM2IyZTI0M2ExODc,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018563,TP00832,AA00831,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES YAMAHA T-MAX 530 2012-2013,72.50,59.92,35.95,AA00831,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,830,150,209,147,27,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018563-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4ODF8aW1hZ2UvanBlZ3xhREprTDJnNU55ODRPRFU1TURFMk56VTNNamM0THpFd01UZzFOak10TVY4NE1EQlhlRGd3TUVnfDcwNzliOWViY2NkNzMzZTY0YTRiODk1MTVlZDRiYmE1N2U4MjE5MjYyNzA5MDJmYTQ3NWY0MzdiMDQxZWIzMzM,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018545,TPAA00805,AA00805,TOP PERFORMANCES,TOPPE REPAIR KIT WATERPUMP,Kit reparación bomba de agua TOP PERFORMANCES  Minarelli 125 4T,59.00,48.76,29.26,AA00805,0,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. LUB&COOLING,,439,58,128,98,35,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018545-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM2MDR8aW1hZ2UvanBlZ3xhR0poTDJnM1lpODRPVEkyTkRFM056Z3dOelkyTHpFd01UZzFORFV0TVY4NE1EQlhlRGd3TUVnfGQ5OWQyMjJlNzRjZGZhYjhjNDZlZTRhY2NjYjVhYjNkOTcxZDZiNDJkMDU2NDA0ZmVkMTA0Y2VmNjY2ZDVkMGQ,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
