PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Color,Composición,Compresión de pistón,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Especificaciones,Espesor (mm),Nº de segmentos,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1127361,,9924160,TOP PERFORMANCES,TOPPE GASKET SET D.50 FOR AM6,Kit de juntas de recambio TOP PERFORMANCES para kits de cilindro Ø50mm Minarelli AM6,21.50,17.77,10.66,9924160,0,8484900090,0,1,"<p>Kit de juntas de recambio para:</p>
<ul>
<li><strong>9924130</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES TPR Big Bore aluminio 76,5cc &Oslash;50mm C39mm - Minarelli AM6</li>
<li><strong>9924230</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES TPR&nbsp;aluminio 86cc &Oslash;50mm C44mm - Minarelli AM6</li>
<li><strong>9924240</strong> -&nbsp;Kit de cilindro + cig&uuml;e&ntilde;al TOP PERFORMANCES Maxi Kit TPR aluminio 86cc &Oslash;50mm C44mm - Minarelli AM6</li>
<li><strong>9924240R</strong> -&nbsp;Kit de cilindro + cig&uuml;e&ntilde;al TOP PERFORMANCES Maxi Kit TPR R Limited Edition aluminio 86cc &Oslash;50mm C44mm - Minarelli AM6</li>
</ul>","
Kit de juntas de recambio para:

9924130 - Kit de cilindro TOP PERFORMANCES TPR Big Bore aluminio 76,5cc Ø50mm C39mm - Minarelli AM6
9924230 - Kit de cilindro TOP PERFORMANCES TPR aluminio 86cc Ø50mm C44mm - Minarelli AM6
9924240 - Kit de cilindro + cigüeñal TOP PERFORMANCES Maxi Kit TPR aluminio 86cc Ø50mm C44mm - Minarelli AM6
9924240R - Kit de cilindro + cigüeñal TOP PERFORMANCES Maxi Kit TPR R Limited Edition aluminio 86cc Ø50mm C44mm - Minarelli AM6
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,127,17,118,108,10,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127361-1.jpg?context=bWFzdGVyfHJvb3R8NDUyMjV8aW1hZ2UvanBlZ3xhREJpTDJnNFlTODJOakEwT1RZM05EUTNOelU1T0M4NE1EQlhlRGd3TUVoZk1URXlOek0yTVMweExtcHdad3wyYWQ1ZmQ3MDEzOTkwNTg1OTliN2UyODVkNGFmMDQ2ZmRkMzFmNGIxNjZiY2EyYTUwNmFkN2U4YWI0MTdmYjFi,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Spareparts-1127361.pdf?context=bWFzdGVyfHJvb3R8MjQ0OTg0fGFwcGxpY2F0aW9uL3BkZnxhRFF3TDJnMU1pODJOakF4TURRM056RTVPVE01TUM5VGNHRnlaWEJoY25SeklERXhNamN6TmpFdWNHUm18YzkxYjc1NmVkYzNkYTI1MGU1NzQwNzAzMjU1NTkzMmVlODg2MjJjODY4NWQ5NjlkZTk2NmQ0MWVkMWFlYzk0MQ,,Spain Warehouse (Parts)
1127364,,9921320,TOP PERFORMANCES,TOPPE GASKET SET AM6 DUAL CYL HEAD,Kit de juntas de recambio TOP PERFORMANCES para kits de cilindro con doble culata Minarelli AM6,8.95,7.40,4.44,9921320,6,8484900090,0,1,"<p>Kit de juntas de recambio para:</p>
<ul>
<li><strong>9921150</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES TPR Big Bore Racing 2 Plus hierro 75cc &Oslash;49,5mm C39mm - Minarelli AM6</li>
<li><strong>9921450</strong> -&nbsp;Kit de cilindro + cig&uuml;e&ntilde;al TOP PERFORMANCES Maxi Kit TPR hierro 85cc &Oslash;49,5mm C44mm - Minarelli AM6</li>
<li><strong>9921760</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES Big Bore Racing hierro 85cc &Oslash;49,5mm C44mm - Minarelli AM6</li>
</ul>","
Kit de juntas de recambio para:

9921150 - Kit de cilindro TOP PERFORMANCES TPR Big Bore Racing 2 Plus hierro 75cc Ø49,5mm C39mm - Minarelli AM6
9921450 - Kit de cilindro + cigüeñal TOP PERFORMANCES Maxi Kit TPR hierro 85cc Ø49,5mm C44mm - Minarelli AM6
9921760 - Kit de cilindro TOP PERFORMANCES Big Bore Racing hierro 85cc Ø49,5mm C44mm - Minarelli AM6
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,132,22,119,111,10,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Spareparts-1127364.pdf?context=bWFzdGVyfHJvb3R8MjQyNDA5fGFwcGxpY2F0aW9uL3BkZnxhR1ZtTDJnMU1pODJOakF4TURRM056RXpNemcxTkM5VGNHRnlaWEJoY25SeklERXhNamN6TmpRdWNHUm18YTU5NjUzZTE3NjdhMDAwMTJiZGQ1MWQ2M2QzNzcyOGIzOTEzYjU4YzhiNmJjYjJmMzFjN2VhNzE5ZGZjMmExZg,,Spain Warehouse (Parts)
1127366,,9910060,TOP PERFORMANCES,TOPPE GASKET SET MINARELLI LC D.47,Kit de juntas de recambio TOP PERFORMANCES para kits de cilindro Ø47mm Minarelli / Yamaha Horizontal LC,8.49,7.02,4.21,9910060,10,8484900090,0,1,"<p>Kit de juntas de recambio para:</p>
<ul>
<li><strong>9912800</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES Big Bore Racing 2 Plus 67,9cc &Oslash;47mm C39,2mm - Minarelli / Yamaha Horizontal LC</li>
<li><strong>9931310</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES Black Trophy hierro 68cc &Oslash;47mm C39,2mm - Minarelli / Yamaha Horizontal LC</li>
</ul>","
Kit de juntas de recambio para:

9912800 - Kit de cilindro TOP PERFORMANCES Big Bore Racing 2 Plus 67,9cc Ø47mm C39,2mm - Minarelli / Yamaha Horizontal LC
9931310 - Kit de cilindro TOP PERFORMANCES Black Trophy hierro 68cc Ø47mm C39,2mm - Minarelli / Yamaha Horizontal LC
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,136,25,126,108,10,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127366-1.jpg?context=bWFzdGVyfHJvb3R8NDAwMjB8aW1hZ2UvanBlZ3xhR1EwTDJnMU9TODJOakEwT1RZM05qa3dNalF6TUM4NE1EQlhlRGd3TUVoZk1URXlOek0yTmkweExtcHdad3xiMWFjNGRlZTAxNzc5MTA5OTA5ZjY1ZDhjNTc5NmNjMTM4ZWVmYjljNjBjNWE0YmFhNTBhOTE2ZDYxY2QyMzIz,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Spareparts-1127366.pdf?context=bWFzdGVyfHJvb3R8MjM3NzA1fGFwcGxpY2F0aW9uL3BkZnxhR1EwTDJnM1l5ODJOakEwT1RZM05EZ3pPREEwTmk5VGNHRnlaWEJoY25SeklERXhNamN6TmpZdWNHUm18ZDZkNzBlYThmMGVlYjhkMzAxOTA4YWMzNTAzMWExMWQ0YTI0YWQ5NjU3NDhmZDVlMDkxZmI2NDFhNmY2MGQ1Zg,,Spain Warehouse (Parts)
1127362,,9929330,TOP PERFORMANCES,TOPPE GASKET SET D.50 FOR MINARELLI LC,Kit de juntas de recambio TOP PERFORMANCES para kits de cilindro Ø50mm Minarelli / Yamaha Horizontal LC,19.95,16.49,9.89,9929330,28,8484900090,0,1,"<p>Kit de juntas de recambio para:</p>
<ul>
<li><strong>9926560</strong> -&nbsp;Kit de cilindro + cig&uuml;e&ntilde;al TOP PERFORMANCES Maxi Kit TPR aluminio 86cc &Oslash;50mm C44mm - Minarelli / Yamaha Horizontal LC</li>
<li><strong>9926580</strong> -&nbsp;Kit de cilindro + cig&uuml;e&ntilde;al TOP PERFORMANCES Maxi Kit TPR aluminio 86cc &Oslash;50mm C39,2 mm - Minarelli / Yamaha Horizontal LC</li>
<li><strong>9929310</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES TPR aluminio 86cc &Oslash;50mm C44mm - Minarelli / Yamaha Horizontal LC</li>
<li><strong>9929340</strong> -&nbsp;Kit de cilindro TOP PERFORMANCES TPR Big Bore aluminio 77cc &Oslash;50mm C39,2mm - Minarelli / Yamaha Horizontal LC</li>
</ul>","
Kit de juntas de recambio para:

9926560 - Kit de cilindro + cigüeñal TOP PERFORMANCES Maxi Kit TPR aluminio 86cc Ø50mm C44mm - Minarelli / Yamaha Horizontal LC
9926580 - Kit de cilindro + cigüeñal TOP PERFORMANCES Maxi Kit TPR aluminio 86cc Ø50mm C39,2 mm - Minarelli / Yamaha Horizontal LC
9929310 - Kit de cilindro TOP PERFORMANCES TPR aluminio 86cc Ø50mm C44mm - Minarelli / Yamaha Horizontal LC
9929340 - Kit de cilindro TOP PERFORMANCES TPR Big Bore aluminio 77cc Ø50mm C39,2mm - Minarelli / Yamaha Horizontal LC
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,,127,22,120,106,10,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127362-1.jpg?context=bWFzdGVyfHJvb3R8NDI3OTJ8aW1hZ2UvanBlZ3xhRE16TDJnMFl5ODJOakEwT1RZM05qVXdPVEl4TkM4NE1EQlhlRGd3TUVoZk1URXlOek0yTWkweExtcHdad3w2ZTBhMjcwMWNlMmY4Nzc0YTdmMDY5ODRkNmJkMmM2NTM4YTYzNmY1ZTM2NmYwYzE2N2U1ZDZlOTQ4NGM0NDky,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,https://api.mybihr.com/medias/Spareparts-1127362.pdf?context=bWFzdGVyfHJvb3R8MjM4ODczfGFwcGxpY2F0aW9uL3BkZnxhREptTDJnMFppODJOakF4TURRM056STJORGt5Tmk5VGNHRnlaWEJoY25SeklERXhNamN6TmpJdWNHUm18OTZiMjc4MGJkNmMwMTAyYWE4MDc4ZDE3NjhiMzEyMzQ1NWQ4ZWNjZDBmMTIxZGVkZmIxODYyMGIyMjdiYmM3Yw,,Spain Warehouse (Parts)
1018423,TPCO00003,CO00003,TOP PERFORMANCES,TOPPE CYL. HEAD,Tapa motor TOP PERFORMANCES Minarelli Horizontal,13.00,10.74,6.44,CO00003,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,2930,87,150,155,126,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1018423-1.jpg?context=bWFzdGVyfHJvb3R8Nzc1ODR8aW1hZ2UvanBlZ3xhRE0yTDJobE1DODRNamd6T0Rjd05UYzJOalF6TUM4NE1EQlhlRGd3TUVoZk1UQXhPRFF5TXkweExtcHdad3xkYjhiYWMwOTg3YTY3ZjZiMTJkMDIwOTkyZTA0NTVmZDhiMmQxNzI5OTI5OTJjNWQ3NGYyNmY5N2ViODgxNGY2,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018424,TPCO00004,CO00004,TOP PERFORMANCES,TOPPE CYL. HEAD,Tapa superior TOP PERFORMANCES - Motor Minarelli vertical,13.00,10.74,6.44,CO00004,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,2856,89,160,150,119,,Verde,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1018424-1.jpg?context=bWFzdGVyfHJvb3R8OTA1MDh8aW1hZ2UvanBlZ3xhR0ppTDJnM09DODFNRFE0TURFeU1qSXpNamcyTWk4NE1EQlhlRGd3TUVoZk1UQXhPRFF5TkMweExtcHdad3w2ZGJkOTU4MjAzODdkMGExOWI0NjI0NmFkYjFhYjdkMDk2MTljMzAxYzI0MGEwODViMTIwYjgwZWIxYjA1ZmYy,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018419,TP9931110,9931110,TOP PERFORMANCES,TOPPE CYLINDER,Kit cilindro completo hierro TOP PERFORMANCES Black Trophy Ø40mm motor Minarelli horizontal,213.00,176.03,105.62,9931110,0,8409910090,0,1,"<p>TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.<br> <br> Gama Black Trophy (de alto rendimiento)<br> Conjunto de cilindro-culata-pistón de 50 cc<br> óptima eficiencia, rendimiento y fiabilidad<br> Cilindro de hierro fundido, de 5 transferencias<br> Culata de alta compresión, monobloque, de aluminio<br> Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno<br> Kit completo de juntas<br> Para el uso diario en carretera<br> Solo para uso con pistones Black trophy.<br> La instalación solo debe ser realizada por un profesional</p>","
TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.  Gama Black Trophy (de alto rendimiento) Conjunto de cilindro-culata-pistón de 50 cc óptima eficiencia, rendimiento y fiabilidad Cilindro de hierro fundido, de 5 transferencias Culata de alta compresión, monobloque, de aluminio Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno Kit completo de juntas Para el uso diario en carretera Solo para uso con pistones Black trophy. La instalación solo debe ser realizada por un profesional",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,6203,2072,255,175,139,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018419-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU3NTZ8aW1hZ2UvanBlZ3xhRFl5TDJnMFlpODRPRGN6TkRVM016VXlOek0wTHpFd01UZzBNVGt0TVY4NE1EQlhlRGd3TUVnfDliNmVhOTVmZjVlOTczODI1NWY1MTg2ZWM1ZTAwYzkxZjc5MTJhNzRmMjhmNmE4Y2U2ZjUxZGQ4ZmQxYjMwOTQ,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018403,TP9914500,9914500,TOP PERFORMANCES,TOPPE CYLINDER,Kit cilindro completo hierro TOP PERFORMANCES PIAGGIO aire,179.50,148.35,89.01,9914500,0,8409910090,0,1,"<p>TOP Performance no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.</p>","
TOP Performance no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,3712,2166,260,121,118,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018404,TP9915620,9915620,TOP PERFORMANCES,"TOPPE PISTON RING 40,30MM","Juego de segmentos TOP PERFORMANCES Ø 40,3MM MINARELLI AM6",33.50,27.69,16.61,9915620,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,93,15,136,98,7,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018404-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNTh8aW1hZ2UvanBlZ3xhREF5TDJnek5TODRPVFk1TURZMk1UZzBOek0wTHpFd01UZzBNRFF0TVY4NE1EQlhlRGd3TUVnfDNiZDAwYWZmNzc2YjRjNzExODIwODBkOWMwYzhkNDhkNmI5NDlmMzQyNmFmMDE3NzI4ODJlODdkZjc5NTQyYzk,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018414,TP9925650,9925650,TOP PERFORMANCES,TOPPE CYLINDER,Kit cilindro completo hierro TOP PERFORMANCES KEEWAY FOCUS,176.50,145.87,87.52,9925650,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,3712,1868,260,118,121,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1018414-1.jpg?context=bWFzdGVyfHJvb3R8NjQxMzJ8aW1hZ2UvanBlZ3xhRGN3TDJneE55ODVPRFV3TURjNU1EVXhOemM1TUM4NE1EQlhlRGd3TUVoZk1UQXhPRFF4TkMweExtcHdad3w4ZTgxZmUyNTE5MzQ2ZjBhODBlZTcyZjQ1NTQ4ZDc5OTVkYjE5NDA5MTI0OWY3YmI2OTAzNTc0ZGM2N2JjYjk4,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018416,TP9927100,9927100,TOP PERFORMANCES,TOPPE CYLINDER,Kit cilindro completo hierro TOP PERFORMANCES 50cc DERBI EURO 3,290.50,240.08,144.05,9927100,1,8409910090,0,1,"<p>TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.<br> <br> Parte superior del motor de hierro fundido<br> Gama estándar<br> Perfecto para reparación/sustitución directa OEM<br> Para usar con pistón de ref. TP9927000<br> Segmento de pistón TP9930230 - Juntas parte alta del motor TP9930240</p>","
TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.  Parte superior del motor de hierro fundido Gama estándar Perfecto para reparación/sustitución directa OEM Para usar con pistón de ref. TP9927000 Segmento de pistón TP9930230 - Juntas parte alta del motor TP9930240",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,6138,2740,255,177,136,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1018416-1.jpg?context=bWFzdGVyfHJvb3R8MTE0NjEyfGltYWdlL2pwZWd8YUdJNEwyaGpZeTh6TXpFek1UTTFPVFkyTmpJd05pODRNREJYZURnd01FaGZNVEF4T0RReE5pMHhMbXB3Wnd8MjVhNmNkZDA2YzM1ZjlmOWM5YTg5Y2Y3MDQxNWNlNmNiNjViMWI4NjhiODEyNmMzZDVlYmJlYzNlMDIyNWExNQ,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018418,TP9930230,9930230,TOP PERFORMANCES,"TOPPE PISTON RING 39,88MM","Juego de segmentos TOP PERFORMANCES Ø 39,88mm motor PIAGGIO EURO 3",32.95,27.23,16.34,9930230,0,8409910090,0,1,"<p>TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.<br> <br> Segmento de pistón ?39,88 mm<br> Gama estándar<br> Perfecto para reparación/sustitución directa OEM<br> Para pistón TP9927000<br> TP9930240 (parte alta y juntas) TP9927100 (Parte alta).</p>","
TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.  Segmento de pistón ?39,88 mm Gama estándar Perfecto para reparación/sustitución directa OEM Para pistón TP9927000 TP9930240 (parte alta y juntas) TP9927100 (Parte alta).",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,57,4,139,103,4,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018420,TP9931140,9931140,TOP PERFORMANCES,TOPPE CYLINDER,"Kit cilindro completo hierro TOP PERFORMANCES Black Trophy Ø40mm Minarelli horizontal ",174.49,144.21,86.53,9931140,0,8409910090,0,1,"<p>TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.<br> <br> Gama Black Trophy (de alto rendimiento)<br> Conjunto de cilindro-culata-pistón de 50 cc<br> óptima eficiencia, rendimiento y fiabilidad<br> Cilindro de hierro fundido, de 5 transferencias<br> Culata de alta compresión, monobloque, de aluminio<br> Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno<br> Kit completo de juntas<br> Para el uso diario en carretera<br> Solo para uso con pistones Black trophy.<br> La instalación solo debe ser realizada por un profesional</p>","
TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.  Gama Black Trophy (de alto rendimiento) Conjunto de cilindro-culata-pistón de 50 cc óptima eficiencia, rendimiento y fiabilidad Cilindro de hierro fundido, de 5 transferencias Culata de alta compresión, monobloque, de aluminio Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno Kit completo de juntas Para el uso diario en carretera Solo para uso con pistones Black trophy. La instalación solo debe ser realizada por un profesional",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,3684,1861,258,121,118,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018420-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc0OTV8aW1hZ2UvanBlZ3xhR1ZrTDJoak9TODRPVFE1TURjNE9UZ3lOamcyTHpFd01UZzBNakF0TVY4NE1EQlhlRGd3TUVnfDY0N2YxMDk0MTFmYWYxZWM0ZjM1NjRiMmQ3NTQyNzJlMTYzODY5MDNjMDg0NmQ1ZTIzMTNiNTdiNmJjN2IyYzI,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018421,TP9931170,9931170,TOP PERFORMANCES,TOPPE CYLINDER,Kit cilindro completo hierro TOP PERFORMANCES Black Trophy Ø40mm - Minarelli vertical,174.49,144.21,86.53,9931170,7,8409910090,0,1,"<p>TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.<br> <br> Gama Black Trophy (de alto rendimiento)<br> Conjunto de cilindro-culata-pistón de 50 cc<br> óptima eficiencia, rendimiento y fiabilidad<br> Cilindro de hierro fundido, de 5 transferencias<br> Culata de alta compresión, monobloque, de aluminio<br> Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno<br> Kit completo de juntas<br> Para el uso diario en carretera<br> Solo para uso con pistones Black trophy.<br> La instalación solo debe ser realizada por un profesional</p>","
TOP Performances no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.  Gama Black Trophy (de alto rendimiento) Conjunto de cilindro-culata-pistón de 50 cc óptima eficiencia, rendimiento y fiabilidad Cilindro de hierro fundido, de 5 transferencias Culata de alta compresión, monobloque, de aluminio Pistón de dos segmentos, con perno de 10 mm, y tratamiento de bisulfuro de molibdeno Kit completo de juntas Para el uso diario en carretera Solo para uso con pistones Black trophy. La instalación solo debe ser realizada por un profesional",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,3775,1847,258,124,118,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1018421-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM0Njd8aW1hZ2UvanBlZ3xhR1ZqTDJnM055ODRPVFExTnprMk9EYzBNamN3THpFd01UZzBNakV0TVY4NE1EQlhlRGd3TUVnfDNkOTRhMzQyYzgzY2NhYWIzNjlhMWZkMmY3YzE0YmUyZjE5NDQzYTBjMWY4OWE4NTIwNjViYjFkN2ZkYzViMGU,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1018408,TP9916770,9916770,TOP PERFORMANCES,TOPPE CYLINDER,Cilindro de hierro TOP PERFORMANCES 49cc Minarelli AM6,227.00,187.60,112.56,9916770,4,8409910090,0,1,"<p>TOP Performance no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.</p>","
TOP Performance no es otra cosa que el departamento de desarrollo de Minarelli, una empresa reconocida por la fiabilidad y el rendimiento de sus componentes para motores de 2 tiempos.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,,6162,2306,177,256,136,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1018408-1.JPG?context=bWFzdGVyfHJvb3R8MTYyMDk3fGltYWdlL2pwZWd8YUdZM0wyZzJNUzh6TlRBNU5qZzBPVGMzTmpZM01DODRNREJYZURnd01FaGZNVEF4T0RRd09DMHhMa3BRUnd8YzMwNjkyNTNlNzhmYWM0YTI1M2Y3ZTAyMDJjZTkyOTM0M2YyNjEyNWEzN2UwMWZiOTNiNjhmY2E3ZmJlYzA5OQ,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
1094957001,TP9918130,9918130,TOP PERFORMANCES,"TOPPE PISTON, 40,00MM",Pistón TOP PERFORMANCES Ø 40MM DERBI SENDA '96-05,78.50,64.88,38.93,9918130,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 40,000 mm",158,87,70,47,48,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1094957001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1U0TDJoaE55ODRPVFF5TlRBd09UY3dOVEkyTHpFd09UUTVOVGN3TURFdE1WODRNREJYZURnd01FZ3wwYzkyOWQxNjk4ZjE3ZjVkMDllNGM4MzA4OTI3NjIwMWMwOWQ5YjA2N2QwMzlmYjEwZmIyMDU2NTA3NWFmMDM5,,,,https://static.bihr.pro/eBihr/Pictures/TOP_PERFORMANCES-pictures.zip,,,Spain Warehouse (Parts)
