PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,Document1,DeliveryPlant
1100026,8941029,16451,PATCH RUBBER COMPANY,PATCH SEALANT SELF-VULCANIZING 235ML,Solución vulcanizante BIHR,29.77,24.60,19.68,3661706360040,0,3812100090,0,1,"Solución de vulcanización Fast-Dry Cement, para la reparación de neumáticos. <p dir=ltr align=left>Para parches tipo RAS y tipo seta</p>.<p dir=ltr align=left>Caja de 235 ml con brocha </p>""""""","Solución de vulcanización Fast-Dry Cement, para la reparación de neumáticos. 
Para parches tipo RAS y tipo seta.
Caja de 235 ml con brocha """"""",LIQUIDS & LUBRICANTS,MAINTENANCE & CARE,MNT&CARE SEALANT,441,195,63,63,111,https://api.mybihr.com/medias/1100026-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc1OTN8aW1hZ2UvanBlZ3xhREZqTDJnNE15ODRPVFUzTlRNNU56UTFPREl5THpFeE1EQXdNall0TVY4NE1EQlhlRGd3TUVnfDgwYTRlZjEwODY4YzlhYzFjYTEyNTkyMTUxZDY4OWFhZjBjMTVlYTEwYmQwZTk1ZmI3ODQxNzdhZjk5ZmJiMTE,https://static.bihr.pro/eBihr/Pictures/PATCH_RUBBER_COMPANY-pictures.zip,https://api.mybihr.com/medias/MSDS-16451-2015-07-23-FR.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyODc5ODJ8YXBwbGljYXRpb24vcGRmfGFHSXpMMmd3TWk4NU1EVXdPVE0wTlRBNU5UazRMMDFUUkZOZk1UWTBOVEZmTWpBeE5WOHdOMTh5TTE5R1VnfGUwYjgyMjc4Nzc0OWY4YmQ5NzIwY2QyYWM1YTVlYzg3MjY1NGVhOTk2YmVjNjRhNTI2YmVmNjI3NGE4OWRhODI,Spain Warehouse (Parts)
