PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Embalaje,Picture1,AllPicturesZIP,DeliveryPlant
1092047,,521409,DRAGONFIRE,DRAFR SEAT RT BLACK/GREY,DRAGONFIRE RT High Back Seats Black/Grey - Pair,1440.81,1190.75,833.53,65000007,1,8708109090,0,0,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs8C7BE0DE{text-align:left;margin:0pt 0pt 0pt 36pt;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>The RT seat is Dragonfire's best all around seat for recreational riding! The deep bucket design makes it so that you sit ‘in’ your UTV seat rather than ‘on’ it. In addition, these UTV seats feature all of the staple standards that DragonFire HighBack's provide. Heavy duty construction combined with a suspension style frame base make our HighBack RT one of the most comfortable and best looking UTV seats available for your Side-X-Side.</p><p> </p><ul> <li>RT seat provides superior bottom and side containment</li><li>Opening rear section for water, dirt and sand to pass through along with easy access to latch</li><li>Heavy duty color matched stitching and marine grade vinyl material</li><li>Bolsters are designed for rider containment and allow for easier ingress and egress</li><li>Works with O.E seat belt or any DragonFire Harness</li><li>Changes seating position for comfort and ergonomics (lowered & leaned back angle)</li><li>Removable seat cushion</li><li>Made in the USA</li><li>Available in all black or black/grey color scheme</li><li>Sold in pairs, ordering qty 1 = 2 seats</li></ul> <p> </p><p>*ALERT: Seats require DragonFire seat mount kit</p><p> </p></body> </html>","       The RT seat is Dragonfire's best all around seat for recreational riding! The deep bucket design makes it so that you sit ‘in’ your UTV seat rather than ‘on’ it. In addition, these UTV seats feature all of the staple standards that DragonFire HighBack's provide. Heavy duty construction combined with a suspension style frame base make our HighBack RT one of the most comfortable and best looking UTV seats available for your Side-X-Side.  RT seat provides superior bottom and side containmentOpening rear section for water, dirt and sand to pass through along with easy access to latchHeavy duty color matched stitching and marine grade vinyl materialBolsters are designed for rider containment and allow for easier ingress and egressWorks with O.E seat belt or any DragonFire HarnessChanges seating position for comfort and ergonomics (lowered & leaned back angle)Removable seat cushionMade in the USAAvailable in all black or black/grey color schemeSold in pairs, ordering qty 1 = 2 seats  *ALERT: Seats require DragonFire seat mount kit  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,349800,22400,600,1060,550,Gris,por pareja,https://api.mybihr.com/medias/1092047-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2Mjh8aW1hZ2UvanBlZ3xhREk0TDJneE5DODRPVEV6TnprNE16WTFNakUwTHpFd09USXdORGN0TVY4NE1EQlhlRGd3TUVnfGJiOThmZjEzZjgyYjI2MGFmYTI0ODBiNzBjOTczNjQxZWY1MGM0YmZhOTc2ZmZkZWQ4MzBjMzEyMWFmZGU1OWM,https://static.bihr.pro/eBihr/Pictures/DRAGONFIRE-pictures.zip,France Warehouse (Parts)
