PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Capacidad (ml/l),Diámetro Ø (mm),Homologación,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
1052852,893000,02 370,PRESSOL,PRESS FUNNEL FOR 890505 / 890515,Embudo rectangular para bidones PRESSOL 4L,25.87,21.38,17.10,4103810023705,1,3926909790,0,1,"Embudo rectangular de polietileno gris, con filtro de latón intercambiable. 			Resistente a aceites, ácidos y combustiblesCapacidad: 4 L""""""""","Embudo rectangular de polietileno gris, con filtro de latón intercambiable. 			Resistente a aceites, ácidos y combustiblesCapacidad: 4 L""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,17507,365,320,282,194,,,,https://api.mybihr.com/medias/1052852-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2NjJ8aW1hZ2UvanBlZ3xhR1kxTDJneE15ODRPVEkwT1RVNE5Ea3dOalUwTHpFd05USTROVEl0TVY4NE1EQlhlRGd3TUVnfDY4NGRhZmM1ZWYzYjE0YWZhMWI4YmRhOGQ4OGM4ZGE5ZTVmYTJlZGFjOTFkZTI0OGE3MzgyZTEzMTk1ZmJiNTI,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052853,890515,02 568,PRESSOL,"PRESS FUNNEL 1,3L",Embudo para bidones PRESSOL Ø250mm,43.68,36.10,28.88,02568,1,3926909790,0,1,"Embudo de polietileno de Ø250 mm, con tapa para colocarlo directamente al bidón de aceite usado. 			Capacidad: 3,2 l		 Filtro de repuesto: 893497","Embudo de polietileno de Ø250 mm, con tapa para colocarlo directamente al bidón de aceite usado. 			Capacidad: 3,2 l		 Filtro de repuesto: 893497",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,20699,754,335,271,228,,,,https://api.mybihr.com/medias/1052853-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ2MzB8aW1hZ2UvanBlZ3xhR1U1TDJneU55ODRPVE01TlRnM016TTRNamN3THpFd05USTROVE10TVY4NE1EQlhlRGd3TUVnfDJmYjNiMDEzY2ZkNzYzNzc3ZTUwZTNhYjYwMTczMTBhZjg1ZTExZTYxODczMThjNDhlZTM5OTYyMWRmNGM2MmI,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052857,89602001,06 243,PRESSOL,PRESS SPRAYER ALU 750 MM,Pulverizador industrial PRESSOL 750ml,25.11,20.75,13.49,4103810062438,1,8424894000,0,1,"Pulverizador industrial con mango ergonómico y bomba de doble efecto. 			Material: HDPE (polietileno de alta densidad)Cabezal pulverizador con bomba de doble acción y orientación libreCapacidad: 750 ml""""""""","Pulverizador industrial con mango ergonómico y bomba de doble efecto. 			Material: HDPE (polietileno de alta densidad)Cabezal pulverizador con bomba de doble acción y orientación libreCapacidad: 750 ml""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,3027,174,309,101,97,,,,https://api.mybihr.com/medias/800Wx800H-1052857-1.jpg?context=bWFzdGVyfHJvb3R8ODIyNjQ1fGltYWdlL2pwZWd8YUdFeUwyaGxNeTgwTmpRMU1qSXdNamc1TnpRek9DODRNREJYZURnd01FaGZNVEExTWpnMU55MHhMbXB3Wnd8YWE3MTVjYWFlNWI4ZGNlZTNlNzQ0NGJmNTM2M2Y1YzEzZjJkYzJkOTYxYWM0YWFlZTcyNTM3YmUwNGM5MjJmYg,https://api.mybihr.com/medias/800Wx800H-1052857-2.jpg?context=bWFzdGVyfHJvb3R8MjY5MjB8aW1hZ2UvanBlZ3xhR1UwTDJoallTODBOalExTWpJd016RTFPVFU0TWk4NE1EQlhlRGd3TUVoZk1UQTFNamcxTnkweUxtcHdad3w4NjFlMzMwYThjZWJmYzk5OGQyNDE1MjRiOTA0N2IwYjI3YmE4YzQxNTY4MmE2ZmQyMjM1Mjc1NTJiNjcyY2Zl,https://api.mybihr.com/medias/800Wx800H-1052857-3.jpg?context=bWFzdGVyfHJvb3R8MzU5ODl8aW1hZ2UvanBlZ3xhRFF6TDJoaVpDODBOalExTWpJd016VTFNamM1T0M4NE1EQlhlRGd3TUVoZk1UQTFNamcxTnkwekxtcHdad3wzZjZmMGNjN2RhNTE3NTI2YTA3NDQxZmY2MThmNDk4NmQyOGY3NTVlOGExYmFmNjU3ZmUxZjNhMzA2NDUzMWNj,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,https://api.mybihr.com/medias/fiche-technique-06233.pdf?context=bWFzdGVyfHJvb3R8NDAwNzcxfGFwcGxpY2F0aW9uL3BkZnxhR0l6TDJoaU1pODBOalExTWpJd016ZzRNRFEzT0M5bWFXTm9aVjkwWldOb2JtbHhkV1ZmTURZeU16TXVjR1JtfGU5N2FjMTUzNDA3Y2NlNjRiOTg2MDc0NWU3MTRhZDhjOTY4NGE0ODJhNTIzZmRiZGYzMzUzNTFmNDE0MDkyNzc,,,,Spain Warehouse (Parts)
1052859,893004,06 866,PRESSOL,PRESS OILLER PLASTIC 36>180 MM,Aceitera de plástico PRESSOL 500ml,8.24,6.81,5.45,4103810068669,0,3926909790,0,1,"Aceitera de polietileno blanco transparente, equipada con boquilla de latón y tubo de pulverización regulable (longitud: 36 a 180 mm). 			Resistente a aceites, ácidos y combustiblesCapacidad: 500 ml""""""""","Aceitera de polietileno blanco transparente, equipada con boquilla de latón y tubo de pulverización regulable (longitud: 36 a 180 mm). 			Resistente a aceites, ácidos y combustiblesCapacidad: 500 ml""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1791,70,221,111,73,,,,https://api.mybihr.com/medias/1052859-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzZ8aW1hZ2UvanBlZ3xhRFEzTDJnek15ODRPVEF5TXpNNU5qVTNOelU0THpFd05USTROVGt0TVY4NE1EQlhlRGd3TUVnfDg0NjdlMzMzN2M2ZjdlZDk1NmU2ODJiYzRlNmYxNzM1ZjllM2VhY2ZkMzRlZTMzZTc1NzkyNjhkOWQ1NDYyZDI,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052872,890512,21 133,PRESSOL,PRESS JERRICAN FOR PETROL 10L,Garrafa de gasolina PRESSOL - 10L,24.81,20.50,13.33,4103810211331,2,3923309000,0,1,"Bidón para hidrocarburos, con tubo de descarga flexible de 245 mm de longitud. 			Girando la tapa se puede colocar la boquilla en el bidón. Homologación UN/BAM.""""""""","Bidón para hidrocarburos, con tubo de descarga flexible de 245 mm de longitud. 			Girando la tapa se puede colocar la boquilla en el bidón. Homologación UN/BAM.""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,20465,820,329,195,319,,,UN & BAM & Homologado,https://api.mybihr.com/medias/1052872-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYyNTZ8aW1hZ2UvanBlZ3xhREEwTDJnM1pDODRPVEkzTmpZNU1UVTNPVEU0THpFd05USTROekl0TVY4NE1EQlhlRGd3TUVnfGQxYzdiNGI4MTk4NTdlMmM2NTUxMTczYzQ5YjQ2YmMwNTliOTQwMTc3YWI1OTY3YjU3ZDNkNmZlYjgxNzMzZWQ,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052874,89602002,21163,PRESSOL,PRESS WATER CAN 10L,Bidón Jerrycan alimentario apto para agua PRESSOL 10L,17.00,14.05,9.13,4103810211638,0,3923309000,0,1,"<p>Bidón alimentario apto para agua de 10 litros de capacidad en polietileno blanco transparente.&nbsp;</p>
<p>Grifo desmontable y lavable. Tapón con lengüeta de sujeción. Tubo de caudal opcional.&nbsp;</p>
<p>Accesorios opcionales:&nbsp; Manguera de salida (ref. 1052870).&nbsp;</p>","
Bidón alimentario apto para agua de 10 litros de capacidad en polietileno blanco transparente. 

Grifo desmontable y lavable. Tapón con lengüeta de sujeción. Tubo de caudal opcional. 

Accesorios opcionales:  Manguera de salida (ref. 1052870). ",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,19576,540,350,177,316,,,,https://api.mybihr.com/medias/800Wx800H-1052874-1.jpg?context=bWFzdGVyfHJvb3R8MTA0NDAwfGltYWdlL2pwZWd8YURrM0wyZzJNUzgwTmpRMU1qSXdNVEUyTURjek5DODRNREJYZURnd01FaGZNVEExTWpnM05DMHhMbXB3Wnd8MDBiMDg4ODNiOWEzNjg1ZDNkODk0ZmVhOWNiZDM1ZjZhOTRhY2E0OWZjYTg5NDgwYTk1MzU5MDNlY2ZjNjQxMw,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052855,893002,4802,PRESSOL,PRESS OILLER PLASTIC WITH FILTER,Aceitera de plástico PRESSOL 200ml,26.43,21.84,17.47,4103810048029,1,3926909790,0,1,"Aceitera de plástico blanco transparente, equipada con boquilla de aluminio rígida recta, de 135 mm de largo, y bomba de latón de doble acción. 			Capacidad: 200 mlEntrega: 1ml/vertido""""""""","Aceitera de plástico blanco transparente, equipada con boquilla de aluminio rígida recta, de 135 mm de largo, y bomba de latón de doble acción. 			Capacidad: 200 mlEntrega: 1ml/vertido""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1479,261,296,111,45,,,,https://api.mybihr.com/medias/1052855-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ5NjF8aW1hZ2UvanBlZ3xhR1UzTDJneE5TODRPVFV6T1RNNE9EQTBOelkyTHpFd05USTROVFV0TVY4NE1EQlhlRGd3TUVnfGViMjhiZTM3NGRiNjVkNzVmMTkzNzgxNmY3NDgyMmU1ZjE2ZWVjOTY4ODI5ZjQxOTI5NWYwMTVmNWVkNGQ4ODg,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052876,890511,24 115,PRESSOL,PRESS DRAIN PAN 7L,Recogedor de aceite negro PRESSOL 7L,28.13,23.25,18.60,4103810241154,4,3926909790,0,1,Drenaje de fluidos y aceites.,Drenaje de fluidos y aceites.,TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,17417,1032,492,300,118,,,,https://api.mybihr.com/medias/1052876-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzNTl8aW1hZ2UvanBlZ3xhRE0wTDJnM05pODRPVEkzTmpZNU16VTBOVEkyTHpFd05USTROell0TVY4NE1EQlhlRGd3TUVnfGY1ZGI4NTcwNDk2MWE2MDgzOGY1ZWIxMDBkYzQ4NGUxN2I4ZTYyNjQ5NDIxZmE1YmU5NzdlYzY5ZWM5YTMzNDQ,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052880,893013,21 060 950,PRESSOL,PRESS JERRYCAN METALIC PETROL 20L,Garrafa de gasolina metálica PRESSOL - 20L,66.05,54.59,35.48,4103810210600,0,7310291000,0,1,"Bidón metálico para hidrocarburos. 			Interior lacado y cierre seguro. Homologación TÜV/UN		 Recambios: 			Manguera de salida (ref. 893011)Junta de estanqueidad (ref. 893015)""""""""","Bidón metálico para hidrocarburos. 			Interior lacado y cierre seguro. Homologación TÜV/UN		 Recambios: 			Manguera de salida (ref. 893011)Junta de estanqueidad (ref. 893015)""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,28258,3964,471,355,169,,,Homologación TüV,https://api.mybihr.com/medias/1052880-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAyOTl8aW1hZ2UvanBlZ3xhRFU0TDJoa1pDODRPVEF5TXpRd05EUTBNVGt3THpFd05USTRPREF0TVY4NE1EQlhlRGd3TUVnfDMxY2E5ODk4MTIxYmRiZTE4YmJmYjg3NzRjMmI4ODIzNTk0Y2Q5ZjBjZWViNjM3M2YzODUwZGZkZmMyZjFmNjM,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052854,893001,03 902,PRESSOL,PRESS OILLER ZINC Ø350MM ALL FLUIDS,Aceitera de zinc PRESSOL 200ml,34.47,28.49,22.79,4103810039027,1,8205598000,0,1,"Aceitera de zinc equipada con boquilla de aluminio rígida curvada, de 135 mm de largo, y bomba de latón de doble acción. 			Capacidad: 200 mlEntrega: 1ml/vertido""""""""","Aceitera de zinc equipada con boquilla de aluminio rígida curvada, de 135 mm de largo, y bomba de latón de doble acción. 			Capacidad: 200 mlEntrega: 1ml/vertido""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,696,439,159,73,60,,,,https://api.mybihr.com/medias/1052854-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM4ODR8aW1hZ2UvanBlZ3xhRE5rTDJoa01pODRPVEkzTmpZNE56WTBOekF5THpFd05USTROVFF0TVY4NE1EQlhlRGd3TUVnfGUxNGI1NmNhNGFlYmIwMzFiMzk1OWRmMzk1M2Q4ZDQ1NWJmZmZkZWI2ZjYzYTk5NjI5OTA2MjE0OTgwYTE2NjQ,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052858,893003,06 766,PRESSOL,PRESS DISPENSING ALU 135 MM,Botella para llenado de acido de baterías PRESSOL 500ml,8.28,6.84,5.47,4103810067662,2,3926909790,0,1,"<ul>
	<li>Adecuada para rellenar de acido las baterías</li>
	<li>Adecuada para aceite, ácidos y combustibles</li>
</ul>

<p>Datos técnicos</p>

<ul>
	<li>Capacidad de envase &nbsp;&nbsp;&nbsp; 500ml</li>
	<li>Construcción del depósito&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; LDPE (polietileno de baja densidad)</li>
	<li>Color del depósito&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; blanco, transparente</li>
	<li>Longitud extensión salida (mm) extensible desde 115 hasta 260</li>
	<li>Material extensión salida&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; polietileno</li>
	<li>Altura (mm)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 310</li>
	<li>Diámetro de la base Ø (mm)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 70</li>
</ul>
","
	Adecuada para rellenar de acido las baterías
	Adecuada para aceite, ácidos y combustibles



Datos técnicos


	Capacidad de envase     500ml
	Construcción del depósito           LDPE (polietileno de baja densidad)
	Color del depósito          blanco, transparente
	Longitud extensión salida (mm) extensible desde 115 hasta 260
	Material extensión salida             polietileno
	Altura (mm)       310
	Diámetro de la base Ø (mm)      70

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1534,53,294,111,47,,,,https://api.mybihr.com/medias/1052858-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAzOTQ5fGltYWdlL2pwZWd8YUdWaEwyZzVPQzg0T1RVeU5URXlOVFEwTnprNEx6RXdOVEk0TlRndE1WODRNREJYZURnd01FZ3w4NTAxZDUxOWUxNGRjNmZlOWY1Y2I0OGJlOTAyNGEyNzUwY2VmODFiN2VhOTNkMWVjMThhY2I2Y2U3NzQ2YmFi,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052860,890516,07 621,PRESSOL,PRESS MEASUR JUGS 750ML INDUSTRIAL,Jarra dosificadora PRESSOL 1L,17.11,14.14,9.19,4103810076213,2,3926909790,0,1,"Jarra dosificadora de polietileno blanco transparente, provista de tapón, tapa protectora y boquilla en forma de embudo (160 mm de largo). 			Resistente a aceites, ácidos y combustiblesGraduaciones cada 0,25 o 0,5 L""""""""","Jarra dosificadora de polietileno blanco transparente, provista de tapón, tapa protectora y boquilla en forma de embudo (160 mm de largo). 			Resistente a aceites, ácidos y combustiblesGraduaciones cada 0,25 o 0,5 L""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,3430,123,229,192,78,,,,https://api.mybihr.com/medias/1052860-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1Njd8aW1hZ2UvanBlZ3xhRGMyTDJneVl5ODRPVEF5TXpNNU9EVTBNelkyTHpFd05USTROakF0TVY4NE1EQlhlRGd3TUVnfGU5OWIwMDk3ZmQ0YWEwYzMyZjQ5ZDA1NzlhMDkwOWEwNDFmNDY0ZjBlMTkxYTg5MWJjYmM5YzM4NDNiMTNhZjQ,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052866,893016,12 630,PRESSOL,PRESS GREASE PUMP GREASE ON LEVER,Bomba de grasa con palanca PRESSOL,38.26,31.62,25.30,4103810126307,2,8205598000,0,1,"Bomba de engrase, tipo palanca, con sistema impermeable, cabezal de zinc y sistema de purga de aire por rotación. 			Se rellena con un cartucho de grasa (400 g) o con grasa a granel.Se entrega con manguera de alta presión (longitud: 30""""""""","Bomba de engrase, tipo palanca, con sistema impermeable, cabezal de zinc y sistema de purga de aire por rotación. 			Se rellena con un cartucho de grasa (400 g) o con grasa a granel.Se entrega con manguera de alta presión (longitud: 30""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,3217,1260,391,121,68,,,,https://api.mybihr.com/medias/1052866-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYyODR8aW1hZ2UvanBlZ3xhRGc1TDJnek5TODRPVE01TlRnM056TXhORGcyTHpFd05USTROall0TVY4NE1EQlhlRGd3TUVnfDJhNzFjNzE5Nzc2ZGY4ODdhYzdhYTc3OTEzMTExMjZmNmMzYzBmMzMxOWFhNGJiNTRjOWJlMjI1YmRhYjQ5ODE,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,https://api.mybihr.com/medias/datasheet-12630.pdf?context=bWFzdGVyfGRvY3VtZW50c3wzMjU5Mzl8YXBwbGljYXRpb24vcGRmfGFETmtMMmhpTmk4NU1EUXpOelk1TXpZd05ERTBMMlJoZEdGemFHVmxkRjh4TWpZek1BfGZmMmFmY2Q4NTdmNTY3YTlmMjJhZWQ3YThmMzllZTUxMWQ5YWFmMGFlMTg1MDhlYmNiNDZlYzE0MDhhMjZmM2U,,,,Spain Warehouse (Parts)
1052856,890503,06 178,PRESSOL,"PRESS PUMP SPRAY Ø250MM CONT:3,2L",Pulverizador con pressión PRESSOL 1L,29.23,24.16,15.70,4103810061783,0,8424894000,0,1,"Pulverizador industrial de polietileno blanco transparente, con boquilla de plástico regulable y con cierre. 			No apto para su uso con acetona, glicol, disolventes, limpiadores de frenos y ácidos tales como el ácido fórmico y el ácido""""""""","Pulverizador industrial de polietileno blanco transparente, con boquilla de plástico regulable y con cierre. 			No apto para su uso con acetona, glicol, disolventes, limpiadores de frenos y ácidos tales como el ácido fórmico y el ácido""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,7920,251,300,220,120,,,,https://api.mybihr.com/medias/1052856-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNjR8aW1hZ2UvanBlZ3xhREZoTDJnek55ODRPVFE1TXpNME9UTXpOVE0wTHpFd05USTROVFl0TVY4NE1EQlhlRGd3TUVnfDcwZjc4NmZkNTM2OGJkNjAzODU4MGE5YWU1OWZmNjk5ZGE3NDNlM2Y4OGIzMWVjMjc4OTQ4YmE5NWVhYjU5NGE,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1052861,890517,07 623,PRESSOL,PRESS MEASUR JUGS 3L,Jarra dosificadora PRESSOL 3L,28.56,23.60,15.34,4103810076237,7,3926909790,0,1,"Jarra dosificadora de polietileno blanco transparente, provista de tapón, tapa protectora y boquilla en forma de embudo (160 mm de largo). 			Resistente al aceite, ácido y combustible""""""""","Jarra dosificadora de polietileno blanco transparente, provista de tapón, tapa protectora y boquilla en forma de embudo (160 mm de largo). 			Resistente al aceite, ácido y combustible""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,7353,316,197,124,301,,,,https://api.mybihr.com/medias/1052861-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg0MjJ8aW1hZ2UvanBlZ3xhR0k1TDJneVpTODRPVE01TlRnM05UTTBPRGM0THpFd05USTROakV0TVY4NE1EQlhlRGd3TUVnfDlkZGE4MjFjOGI2NDFjMWNhOWY4YzJiMDFjYThmM2Y1YzZiOGEwZDIwYWJkYThjNGFiNjkzM2Y3YjE1NzExNDI,,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,,,,,Spain Warehouse (Parts)
1124533,,6233,PRESSOL,PRESS SPRAYER DOUBLE EFFECT 750ML,Pulverizador industrial PRESSOL 750ml,15.73,13.00,10.40,4103810062339,1,8424897000,0,1,"<p>Cabeza pulverizador con carrera doble y posicionamiento libre</p>
<p>Manguera flexible permite el vaciado casi completo en un ángulo de trabajo de 0 ° -180 °<br>
<strong>Caracteristicas especiales</strong></p>
<ul>
	<li>Recomendado para el uso con agentes de baja viscosidad, tales como:</li>
	<li>Lubricantes</li>
	<li>Agentes de desinfección</li>
	<li>Límpiafrenos</li>
	<li>Agentes de limpieza industrial y automotriz</li>
	<li>Utilización también en la posición horizontal de contenedores</li>
	<li>Lave abundantemente el sistema con agua limpia después de su uso</li>
	<li>Robusta</li>
	<li>Lista de los medios probados consultar tabla de resistencias</li>
	<li>Área de temperatura de empresa (°C): +5 / +30</li>
</ul>
","
Cabeza pulverizador con carrera doble y posicionamiento libre

Manguera flexible permite el vaciado casi completo en un ángulo de trabajo de 0 ° -180 °
Caracteristicas especiales

	Recomendado para el uso con agentes de baja viscosidad, tales como:
	Lubricantes
	Agentes de desinfección
	Límpiafrenos
	Agentes de limpieza industrial y automotriz
	Utilización también en la posición horizontal de contenedores
	Lave abundantemente el sistema con agua limpia después de su uso
	Robusta
	Lista de los medios probados consultar tabla de resistencias
	Área de temperatura de empresa (°C): +5 / +30

",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,4074,181,319,124,103,,,,https://api.mybihr.com/medias/800Wx800H-1124533-1.jpg?context=bWFzdGVyfHJvb3R8NTUxNjd8aW1hZ2UvanBlZ3xhR1ppTDJoaU1pODBPVGt3TWpReU16Y3pOak0xTUM4NE1EQlhlRGd3TUVoZk1URXlORFV6TXkweExtcHdad3w2NjljZDdjNzFiMGJkYjQyNjMzMDZiNjI3OTY5ZDQxYjczNjk1ZmJhMjU0ZWMwNWM4NGQ5M2NmMWM0YzE1OTJi,https://api.mybihr.com/medias/800Wx800H-1124533-2.jpg?context=bWFzdGVyfHJvb3R8NzU0ODd8aW1hZ2UvanBlZ3xhR015TDJnMVpDODBPVGt3TWpReU5ERXlPVFUyTmk4NE1EQlhlRGd3TUVoZk1URXlORFV6TXkweUxtcHdad3wzMTQyMmMwMjYwOGVkZGEyNjQxNzBjODUxN2ZmMjYxZjRlYzczMTVhMDY0ZDIwM2ViNzRlMWVjYzExMjBhYTkx,,,https://static.bihr.pro/eBihr/Pictures/PRESSOL-pictures.zip,https://api.mybihr.com/medias/Avisos-de-seguridad-para-Pulverizador-2014.1.pdf?context=bWFzdGVyfHJvb3R8OTYxOTh8YXBwbGljYXRpb24vcGRmfGFHUTJMMmhrTXk4ME9UYzNNamd3TlRneE5qTTFNQzlCZG1semIzTWdaR1VnYzJWbmRYSnBaR0ZrSUhCaGNtRWdVSFZzZG1WeWFYcGhaRzl5SURJd01UUXVNUzV3WkdZfGE2N2QwNzZjNWUyYTJkYWNlNGNlYzZiZWE3MmJiYzcyNWQ3ZDUzMDgyMGQ4YTA2MDM5OTNiZjFhZmJkMjZlMjE,https://api.mybihr.com/medias/Consignes-de-s-curit-pulv-risateur-2014.1.pdf?context=bWFzdGVyfHJvb3R8OTY0MTd8YXBwbGljYXRpb24vcGRmfGFHUTFMMmhrTmk4ME9UYzNNamd3TlRjMU1EZ3hOQzlEYjI1emFXZHVaWE1nWkdVZ2M4T3BZM1Z5YVhURHFTQndkV3gydzZseWFYTmhkR1YxY2lBeU1ERTBMakV1Y0dSbXw2NTkyZjVlNzRjMmVlNWMzOGZiZTk1NDU0OWZiODAxZWQzOWRmYzlmNGQ1MjhjZWQ5NTYyN2FhYjBmZjk5NWFm,https://api.mybihr.com/medias/Safety-advice-for-sprayer-2014.1.pdf?context=bWFzdGVyfHJvb3R8OTU0MTR8YXBwbGljYXRpb24vcGRmfGFHVTFMMmhrT1M4ME9UYzNNamd3TlRZNE5USTNPQzlUWVdabGRIa2dZV1IyYVdObElHWnZjaUJ6Y0hKaGVXVnlJREl3TVRRdU1TNXdaR1l8MjQwYTMxN2I5MDE2ZDdmZTQxZGExMmU4M2QzNDFmOTg1MTRjYTVhZTYxMDJmNDgyNmJiMmQ3YjIyNGE2YzVlMw,https://api.mybihr.com/medias/Sicherheitshinweise-Zerst-uber-2014.1.pdf?context=bWFzdGVyfHJvb3R8OTcwNDl8YXBwbGljYXRpb24vcGRmfGFERTFMMmhrTXk4ME9UYzNNamd3TlRnNE1UZzROaTlUYVdOb1pYSm9aV2wwYzJocGJuZGxhWE5sSUZwbGNuTjB3NlIxWW1WeUlESXdNVFF1TVM1d1pHWXwxNDdmNGU3NzA2MDdhN2U3MmQ5MDZjMWMzZTM3OTlhZWI5Njk2OGVkMzU1ZGRlZjVmODFlMWFjM2Y2NWE3ZjIy,Spain Warehouse (Parts)
