PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,Picture2,AllPicturesZIP,DeliveryPlant
1105322,897BL,HY-001-BD-W,PROPALM,"PROPA HANDLEBAR BARENDS, 75MM WH",Apendice manillar blanco,14.00,11.57,3.00,8430525115637,18,8714991089,0,1,Mini-Ap�ndices PROPALM. Blanco<br>Aluminio forjado.<br>Longitud: 75 mm.<br>Peso: 84gr (Unidad),Mini-Ap�ndices PROPALM. BlancoAluminio forjado.Longitud: 75 mm.Peso: 84gr (Unidad),VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,858,176,204,145,29,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105322-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyMTMyfGltYWdlL3BuZ3xhREptTDJnMllpOHhNRGswT1RJd01USTVOelF6T0M4eE1UQTFNekl5TFRGZk9EQXdWM2c0TURCSXwxZWQxMjA2NWQxODcyOWE2YmMxZDczODYzYzdjZGEyODhkZGFjYjFjMzVhM2VkYzU0ZGE5YTZlYThiMjE5MWU5,https://api.mybihr.com/medias/1105322-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ0MDYwfGltYWdlL3BuZ3xhR1F3TDJnM09DOHhNRGswT1RJd01UWTVNRFkxTkM4eE1UQTFNekl5TFRKZk9EQXdWM2c0TURCSXxmZmI3YTFmN2ZiZTI1MTYzZDJjOGYzNmRlMDQ1MDVmZjVlOTk0Yzg3Yzc5YTk3ZGFiOWM2OWZjZTU3ZGYyYjcy,https://static.bihr.pro/eBihr/Pictures/PROPALM-pictures.zip,Spain Warehouse (Parts)
