PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Capacidad (ml/l),Picture1,Picture2,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,Document6,Document7,Document8,Document9,Document10,Document11,Document12,Document13,Document14,Document15,Document16,Document17,Document18,Document19,Document20,DeliveryPlant
1109403,,1804411,LOCTITE,LOCTI 648 EPIG RETAIN COMPD HIGH STRGTH,Compuesto retenedor LOCTITE 648 baja viscosidad alta resistencia - Bote 50ml,62.50,51.65,41.32,5010266648309,11,3506100000,0,1,"<p>LOCTITE 648 es un compuesto retenedor de baja viscosidad y alta resistencia utilizado habitualmente para la sujeci&oacute;n de engranajes y ruedas dentadas a ejes de transmisi&oacute;n y rotores en ejes de motores el&eacute;ctricos.</p>
<p>LOCTITE&reg; 648 es un compuesto retenedor anaer&oacute;bico acr&iacute;lico de metacrilato de uretano, de color verde, fluorescente, de baja viscosidad y alta resistencia, dise&ntilde;ado para la uni&oacute;n de componentes cil&iacute;ndricos ajustados. Evita el aflojamiento y las fugas a causa de impactos y vibraciones. Utilizado habitualmente para la sujeci&oacute;n de engranajes y ruedas dentadas a ejes de transmisi&oacute;n y rotores en ejes de motores el&eacute;ctricos. Proporciona un s&oacute;lido rendimiento de curado.</p>
<ul>
<li>Recomendado para la uni&oacute;n permanente de piezas cil&iacute;ndricas que no requieren de desmontaje.</li>
<li>Por ejemplo en retenci&oacute;n de ejes de transmisi&oacute;n montaje de chavetas, y fijaci&oacute;n de cojinetes, sistemas de transmisi&oacute;n, rodamientos, bujes, ejes.</li>
<li>Ofrece alta resistencia en todos los metales, incluidos sustratos pasivos (por ejemplo, acero inoxidable).</li>
<li>Ideal para la retenci&oacute;n de montajes con holgura o interferencia.</li>
<li>Homologaci&oacute;n DVGW (EN 751-1): NG 5146C00236</li>
<li>P1 NSF Reg. n.&ordm;: 148350</li>
<li>Homologaci&oacute;n WRAS (BS 6920): 0808532</li>
</ul>
<p><strong>Informaci&oacute;n t&eacute;cnica</strong></p>
<ul>
<li><strong>Caracter&iacute;sticas Principales</strong> Apto para Superficies Ligeramente Aceitadas, Resistencia: Alta Resistencia, Resistente a la Temperatura</li>
<li><strong>Color</strong> Verde</li>
<li><strong>Esfuerzo de corte, Acero</strong> 27.0 N/mm&sup2; (3900.0 psi )</li>
<li><strong>Homologaciones / Certificados / Especificaciones</strong> Homologaci&oacute;n DVGW (EN 751-1): NG 5146C00236, NSF P1 Reg No: 148350, WRAS (BS 6920): 0808532</li>
<li><strong>Relleno de hueco</strong> 0.15 mm</li>
<li><strong>Sustratos</strong> Metal: Acero</li>
<li><strong>Temperatura de funcionamiento</strong> -55.0 - 180.0 &deg;C (-65.0 - 355.0 &deg;F )</li>
<li><strong>Tiempo de fijaci&oacute;n</strong> 3.0 min</li>
<li><strong>Viscosidad</strong> 500.0 mPa.s (cP)</li>
</ul>","
LOCTITE 648 es un compuesto retenedor de baja viscosidad y alta resistencia utilizado habitualmente para la sujeción de engranajes y ruedas dentadas a ejes de transmisión y rotores en ejes de motores eléctricos.

LOCTITE® 648 es un compuesto retenedor anaeróbico acrílico de metacrilato de uretano, de color verde, fluorescente, de baja viscosidad y alta resistencia, diseñado para la unión de componentes cilíndricos ajustados. Evita el aflojamiento y las fugas a causa de impactos y vibraciones. Utilizado habitualmente para la sujeción de engranajes y ruedas dentadas a ejes de transmisión y rotores en ejes de motores eléctricos. Proporciona un sólido rendimiento de curado.

Recomendado para la unión permanente de piezas cilíndricas que no requieren de desmontaje.
Por ejemplo en retención de ejes de transmisión montaje de chavetas, y fijación de cojinetes, sistemas de transmisión, rodamientos, bujes, ejes.
Ofrece alta resistencia en todos los metales, incluidos sustratos pasivos (por ejemplo, acero inoxidable).
Ideal para la retención de montajes con holgura o interferencia.
Homologación DVGW (EN 751-1): NG 5146C00236
P1 NSF Reg. n.º: 148350
Homologación WRAS (BS 6920): 0808532


Información técnica

Características Principales Apto para Superficies Ligeramente Aceitadas, Resistencia: Alta Resistencia, Resistente a la Temperatura
Color Verde
Esfuerzo de corte, Acero 27.0 N/mm² (3900.0 psi )
Homologaciones / Certificados / Especificaciones Homologación DVGW (EN 751-1): NG 5146C00236, NSF P1 Reg No: 148350, WRAS (BS 6920): 0808532
Relleno de hueco 0.15 mm
Sustratos Metal: Acero
Temperatura de funcionamiento -55.0 - 180.0 °C (-65.0 - 355.0 °F )
Tiempo de fijación 3.0 min
Viscosidad 500.0 mPa.s (cP)
",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,252,77,57,28,158,,https://api.mybihr.com/medias/800Wx800H-1109403-1.jpg?context=bWFzdGVyfHJvb3R8MTQ3OTA0fGltYWdlL2pwZWd8YURRekwyZ3pOeTh6TURjNU1USTVOalUwT0RnNU5DODRNREJYZURnd01FaGZNVEV3T1RRd015MHhMbXB3Wnd8ZGVmYjgxNDkzYTUzNGM5MTdjNWIzMjE0YzQ5MjIxYzhkMWQ4ZTdkNDIzNDFmMDZkYTA5Mjk0Nzk1MWZjMmU4NA,,https://static.bihr.pro/eBihr/Pictures/LOCTITE-pictures.zip,https://api.mybihr.com/medias/1109403-Ficha-de-Dados-de-Seguranca-1804411-PT?context=bWFzdGVyfGRvY3VtZW50c3w3MDQxNTN8YXBwbGljYXRpb24vcGRmfGFEUTBMMmd4Tnk4ek1EYzROalF5T1RreE1UQTNNQzh4TVRBNU5EQXpJQzBnUm1samFHRWdaR1VnUkdGa2IzTWdaR1VnVTJWbmRYSmhibU5oSUNneE9EQTBOREV4S1NCUVZBfDUxYTViNDJhZjgyNTdiMDQ4MGRkOGY1NDdmNGMwNzNjMGYyOTM5OTRiMDY2YTI3MDczYjBmZjk4Mjg5M2VjMGU,https://api.mybihr.com/medias/1109403-Fiche-de-donnees-de-securite-1804411-FR?context=bWFzdGVyfGRvY3VtZW50c3w5NzQwOTh8YXBwbGljYXRpb24vcGRmfGFEaGpMMmhqTmk4ek1EYzROalF5TnpZeE56TXhNQzh4TVRBNU5EQXpJQzBnUm1samFHVWdaR1VnWkc5dWJtVmxjeUJrWlNCelpXTjFjbWwwWlNBb01UZ3dORFF4TVNrZ1JsSXwzZWE0ZmVlZTI5NGFhYzhjOGE2NDdmZmJiNzlhYjdmMTY5MWMzZjVhNzcwYTJjZWMwZTlhNTc2NTI4MzE0YjAy,https://api.mybihr.com/medias/1109403-Fiche-technique-1804411-FR?context=bWFzdGVyfGRvY3VtZW50c3w4NDY2OHxhcHBsaWNhdGlvbi9wZGZ8YURGaEwyZzJOeTh6TURjNE5qUXlPRE13TlRRek9DOHhNVEE1TkRBeklDMGdSbWxqYUdVZ2RHVmphRzVwY1hWbElDZ3hPREEwTkRFeEtTQkdVZ3xkZTQ0NWE3ZDcwMWVmNDdhZGNhY2M4MjY5Yzk2NjkwZDI0Zjg5OGE4MmUyYzZmMTliNGMxYjVkYTQ4Yzg5NjVi,https://api.mybihr.com/medias/1109403-Folha-de-dados-tecnicos-1804411-PT?context=bWFzdGVyfGRvY3VtZW50c3w4NjUyMXxhcHBsaWNhdGlvbi9wZGZ8YUdZekwyZzFaaTh6TURjNE5qUXlPRFV6TkRneE5DOHhNVEE1TkRBeklDMGdSbTlzYUdFZ1pHVWdaR0ZrYjNNZ2RHVmpibWxqYjNNZ0tERTRNRFEwTVRFcElGQlV8Y2M2N2M1YmJmNDQyMDY3MGY4NGNiMWY0M2FmMTJhNDE2YWZhYjBhNWQyZTE1NTE5OWY5YzNkMjI2NGM3NTRjMw,https://api.mybihr.com/medias/1109403-Hoja-de-datos-de-seguridad-1804411-ES?context=bWFzdGVyfGRvY3VtZW50c3w3NDgxODJ8YXBwbGljYXRpb24vcGRmfGFHTmpMMmd3WkM4ek1EYzROalF5T1RZNE1UWTVOQzh4TVRBNU5EQXpJQzBnU0c5cVlTQmtaU0JrWVhSdmN5QmtaU0J6WldkMWNtbGtZV1FnS0RFNE1EUTBNVEVwSUVWVHxmYjY2N2QwMmM5YmVhODBmN2Q3MmY5ODNjYWMzYTViY2Y2NzY0MTc4YTk2ZjNiODJhZjEyM2QwYjgxMmQ0YzI5,https://api.mybihr.com/medias/1109403-Hoja-de-datos-tecnicos-1804411-ES?context=bWFzdGVyfGRvY3VtZW50c3w4MTc5NnxhcHBsaWNhdGlvbi9wZGZ8YUdOaUwyZzFPQzh6TURjNE5qUXlPRGMyTkRFNU1DOHhNVEE1TkRBeklDMGdTRzlxWVNCa1pTQmtZWFJ2Y3lCMFpXTnVhV052Y3lBb01UZ3dORFF4TVNrZ1JWTXxjYThiMTBiODM1OGYzMjZhYzgzZGEzNWJmZDVmYTBhNTc5NWJjMDVlMzBiZmFiOWU3ZGMxNzRiNjc3ZTkzOTBk,https://api.mybihr.com/medias/1109403-RoHS-1804411-EN?context=bWFzdGVyfGRvY3VtZW50c3wzMDYxOTJ8YXBwbGljYXRpb24vcGRmfGFEWTFMMmhpWmk4ek1EYzROalF5TnpnME5qWTROaTh4TVRBNU5EQXpJQzBnVW05SVV5QW9NVGd3TkRReE1Ta2dSVTR8YmRlZWE3OTA1NWRlOTdhYjczMTZjZWRlZGExNDkwNzlkZmViMTgzMWQ4MWUwNjBiODdkYmMwNDc3N2EzMjMyZg,https://api.mybihr.com/medias/1109403-Safety-Data-Sheet-1804411-Annex-EN?context=bWFzdGVyfGRvY3VtZW50c3wzMjE1MzR8YXBwbGljYXRpb24vcGRmfGFEZ3lMMmd3TUM4ek1EYzROalF5T1RJeU1qazBNaTh4TVRBNU5EQXpJQzBnVTJGbVpYUjVJRVJoZEdFZ1UyaGxaWFFnS0RFNE1EUTBNVEVwSUNoQmJtNWxlQ2tnUlU0fDNmNjZjNGY1YTg5YjQ4ZjRmMzk4MzY2OWY4NzNkNmZhYjU0YWUwMDkzOWFjZDIxYzU4MzJiMThjYzU0YmRmZDE,https://api.mybihr.com/medias/1109403-Safety-Data-Sheet-1804411-EN?context=bWFzdGVyfGRvY3VtZW50c3w2NzI3NDJ8YXBwbGljYXRpb24vcGRmfGFHRTFMMmd3Tmk4ek1EYzROalF5T1RRMU1qTXhPQzh4TVRBNU5EQXpJQzBnVTJGbVpYUjVJRVJoZEdFZ1UyaGxaWFFnS0RFNE1EUTBNVEVwSUVWT3xhYWVlNTdkZWI3ZTkxNTc2ZTlhOThhNjc5YmFjNmM4M2JhNzlkNjExY2FjMzYxY2QzZTNmOWIyZjgwYjhmZjg2,https://api.mybihr.com/medias/1109403-Scheda-dati-tecnici-1804411-IT?context=bWFzdGVyfGRvY3VtZW50c3w5Mzk0NXxhcHBsaWNhdGlvbi9wZGZ8YURKaEwyaGtOeTh6TURjNE5qUXlOekUxT0RVMU9DOHhNVEE1TkRBeklDMGdVMk5vWldSaElHUmhkR2tnZEdWamJtbGphU0FvTVRnd05EUXhNU2tnU1ZRfDYxOWQzMjRlN2YwZDAyNjlhYTNmYjgwMDJmZDk5ZTk2NjlhYjNkNjVkMzkzZGVhMGNjZjRjNTdmMzA3NGZjMGU,https://api.mybihr.com/medias/1109403-Scheda-di-sicurezza-1804411-IT?context=bWFzdGVyfGRvY3VtZW50c3w3MzI4OTR8YXBwbGljYXRpb24vcGRmfGFEQXpMMmhrTUM4ek1EYzROalF5TnpNNE56a3pOQzh4TVRBNU5EQXpJQzBnVTJOb1pXUmhJR1JwSUhOcFkzVnlaWHA2WVNBb01UZ3dORFF4TVNrZ1NWUXxhMmI4NWNkYzAwOTE5ZGMzZWYyMjc2OTU5ZjU3MzYwNGU0MmVmMjQ0OWJhZjc2MmQ2N2U1N2U2OGY4MTcxYzRm,https://api.mybihr.com/medias/1109403-Sicherheitsdatenblatt-1804411-DE?context=bWFzdGVyfGRvY3VtZW50c3w4NTQ2OTV8YXBwbGljYXRpb24vcGRmfGFESXpMMmhsWXk4ek1EYzROalF6TURFME1EUTBOaTh4TVRBNU5EQXpJQzBnVTJsamFHVnlhR1ZwZEhOa1lYUmxibUpzWVhSMElDZ3hPREEwTkRFeEtTQkVSUXxjZGY5YzJiYWMzZGQyZDg2MDM4Y2NmOWUwZjg5ZGJmNWYzYzBmNjQ1YTFiNGFlZTgwZDIzNmJmZmZlZmEzNTZi,https://api.mybihr.com/medias/1109403-Technical-data-sheet-1804411-EN?context=bWFzdGVyfGRvY3VtZW50c3w4MDg2NHxhcHBsaWNhdGlvbi9wZGZ8YUdFMEwyZzFNUzh6TURjNE5qUXlPRGs1TXpVMk5pOHhNVEE1TkRBeklDMGdWR1ZqYUc1cFkyRnNJR1JoZEdFZ2MyaGxaWFFnS0RFNE1EUTBNVEVwSUVWT3w3NzVmNzcyYzgxNjg2MTdmNDk4MTU5YzI1OGM2NTI5M2YyNTk5OGQxYzY2MzE2YTZhMTRjZmNjYzQ2MzZmYWJi,https://api.mybihr.com/medias/1109403-Technisches-datenblatt-1804411-DE?context=bWFzdGVyfGRvY3VtZW50c3w4MjQ2OXxhcHBsaWNhdGlvbi9wZGZ8YURreEwyZzNNQzh6TURjNE5qUXlPREEzTmpBMk1pOHhNVEE1TkRBeklDMGdWR1ZqYUc1cGMyTm9aWE1nWkdGMFpXNWliR0YwZENBb01UZ3dORFF4TVNrZ1JFVXxiNjk4NGY0NDVjNmNjOWNjYzBhMWUwNTI0ODYxNzgzMDQ5ZmRlMDUwYzNjMTZiZDI1ZWU0MzE3YzBiOGE5OTA5,,,,,,,Spain Warehouse (Parts)
1109386,,407869,LOCTITE,LOCTI 454 INSTANT ADHESIVE GEL,Adhesivo instantáneo LOCTITE 454 fórmula gel - Tubo 3gr,6.00,4.96,3.97,8410642213232,8,3506100000,0,1,"<p>LOCTITE 454 es un adhesivo instant&aacute;neo en gel de uso general que no gotea y resulta ideal para superficies verticales y aplicaciones elevadas.</p>
<p>LOCTITE&reg; 454 es un adhesivo instant&aacute;neo dise&ntilde;ado para el montaje de materiales dif&iacute;ciles de unir que requieran una distribuci&oacute;n uniforme de las tensiones y gran resistencia a la tracci&oacute;n y la cizalladura. El producto proporciona adhesi&oacute;n r&aacute;pida a una amplia variedad de materiales, como metales, pl&aacute;sticos y elast&oacute;meros. Su f&oacute;rmula en gel permite aplicaciones elevadas y verticales. LOCTITE&reg; 454 tambi&eacute;n es adecuado para unir materiales porosos como madera, papel, cuero y tela. Perfecto para todo tipo de reparaciones r&aacute;pidas.</p>
<ul>
<li>Adhesivo instant&aacute;neo de uso general, en f&oacute;rmula gel</li>
<li>No gotea</li>
<li>Perfecto para todas las reparaciones r&aacute;pidas</li>
<li>Ideal para aplicaciones por encima de la cabeza y en superficies verticales. Une sustratos similares o combinaciones de sustratos diferentes madera, metales, cer&aacute;mica, as&iacute; como la mayor&iacute;a de pl&aacute;sticos</li>
<li>Sin capilaridad, ideal para materiales porosos</li>
<li>Para la uni&oacute;n de sustratos similares o diferentes (y sus combinaciones) p. ej. madera, metales, cer&aacute;mica y la mayor&iacute;a de pl&aacute;sticos.</li>
</ul>
<p><strong>Informaci&oacute;n t&eacute;cnica</strong></p>
<ul>
<li><strong>Aplicaciones</strong> Aplicaci&oacute;n vertical/superior, Reparaci&oacute;n</li>
<li><strong>Caracter&iacute;sticas Principales</strong> Accesorio: Fijaci&oacute;n r&aacute;pida, Resistencia a la Tracci&oacute;n: Alta Resistencia a la Tracci&oacute;n, Uso General, Viscosidad: Alta Viscosidad</li>
<li><strong>Color</strong> Transparente</li>
<li><strong>Esfuerzo de corte, Acero dulce (granallado)</strong> 20.9 N/mm&sup2; (3030.0 psi )</li>
<li><strong>Forma F&iacute;sica</strong> Gel</li>
<li><strong>M&eacute;todo de Aplicaci&oacute;n</strong> Manual, Sistema de Dispensaci&oacute;n</li>
<li><strong>Relleno de hueco</strong> 0.25 mm</li>
<li><strong>Sustratos</strong> Elast&oacute;mero, Metal, Pl&aacute;stico, Superficie Porosa</li>
<li><strong>Tecnolog&iacute;a</strong> Cianoacrilato</li>
<li><strong>Temperatura de funcionamiento</strong> -40.0 - 120.0 &deg;C (-40.0 - 250.0 &deg;F )</li>
<li><strong>Tiempo de fijaci&oacute;n</strong>, Acero 45.0 s</li>
<li><strong>Tipo de Curado</strong> Curado por Humedad</li>
</ul>","
LOCTITE 454 es un adhesivo instantáneo en gel de uso general que no gotea y resulta ideal para superficies verticales y aplicaciones elevadas.

LOCTITE® 454 es un adhesivo instantáneo diseñado para el montaje de materiales difíciles de unir que requieran una distribución uniforme de las tensiones y gran resistencia a la tracción y la cizalladura. El producto proporciona adhesión rápida a una amplia variedad de materiales, como metales, plásticos y elastómeros. Su fórmula en gel permite aplicaciones elevadas y verticales. LOCTITE® 454 también es adecuado para unir materiales porosos como madera, papel, cuero y tela. Perfecto para todo tipo de reparaciones rápidas.

Adhesivo instantáneo de uso general, en fórmula gel
No gotea
Perfecto para todas las reparaciones rápidas
Ideal para aplicaciones por encima de la cabeza y en superficies verticales. Une sustratos similares o combinaciones de sustratos diferentes madera, metales, cerámica, así como la mayoría de plásticos
Sin capilaridad, ideal para materiales porosos
Para la unión de sustratos similares o diferentes (y sus combinaciones) p. ej. madera, metales, cerámica y la mayoría de plásticos.


Información técnica

Aplicaciones Aplicación vertical/superior, Reparación
Características Principales Accesorio: Fijación rápida, Resistencia a la Tracción: Alta Resistencia a la Tracción, Uso General, Viscosidad: Alta Viscosidad
Color Transparente
Esfuerzo de corte, Acero dulce (granallado) 20.9 N/mm² (3030.0 psi )
Forma Física Gel
Método de Aplicación Manual, Sistema de Dispensación
Relleno de hueco 0.25 mm
Sustratos Elastómero, Metal, Plástico, Superficie Porosa
Tecnología Cianoacrilato
Temperatura de funcionamiento -40.0 - 120.0 °C (-40.0 - 250.0 °F )
Tiempo de fijación, Acero 45.0 s
Tipo de Curado Curado por Humedad
",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,289,21,110,15,175,,https://api.mybihr.com/medias/800Wx800H-1109386-1.jpg?context=bWFzdGVyfHJvb3R8MjM0NjZ8aW1hZ2UvanBlZ3xhREEzTDJoaU15ODROVFl4TkRjNU9UUXlNVFEzTUM4NE1EQlhlRGd3TUVoZk1URXdPVE00TmkweExtcHdad3wyYzAwNzAzMWU3MjYxYzQ0OTQ4ZGQwNGFjNTU4ZDg5NWRlYzA4MjBjMmMyMTM4ZjNkYWMwZGYzYzVkZDNjMjc2,,https://static.bihr.pro/eBihr/Pictures/LOCTITE-pictures.zip,https://api.mybihr.com/medias/1109386-Ficha-de-Dados-de-Seguranca-407869-PT?context=bWFzdGVyfGRvY3VtZW50c3w0MzA2NjZ8YXBwbGljYXRpb24vcGRmfGFEZGhMMmd3TVM4ek1EYzROak0yTkRFeE1qa3lOaTh4TVRBNU16ZzJJQzBnUm1samFHRWdaR1VnUkdGa2IzTWdaR1VnVTJWbmRYSmhibU5oSUNnME1EYzROamtwSUZCVXxiNWYxYTA5MDkzNDQxY2FiMjM1YzFjNjYwZWY2YzY2YTdkNzU3MDg2YjY5N2U0NjY5OGQ5OTQwMzE3ODMxYjgw,https://api.mybihr.com/medias/1109386-Fiche-de-donnees-de-securite-407869-FR?context=bWFzdGVyfGRvY3VtZW50c3wzMjkwMzh8YXBwbGljYXRpb24vcGRmfGFHRXhMMmd3T0M4ek1EYzROak0yTkRNME1qTXdNaTh4TVRBNU16ZzJJQzBnUm1samFHVWdaR1VnWkc5dWJtVmxjeUJrWlNCelpXTjFjbWwwWlNBb05EQTNPRFk1S1NCR1VnfDk4YWFjMDE1YzFkODk1Yjk2YjZhNzEyNzYzMjhjNzg1OTBiNWQ2NmNiNTYzNzcyZDUxYTA0OGYwNGZlNTkwYjc,https://api.mybihr.com/medias/1109386-Fiche-technique-407869-FR?context=bWFzdGVyfGRvY3VtZW50c3w3NDc2MnxhcHBsaWNhdGlvbi9wZGZ8YURNM0wyaGtaaTh6TURjNE5qTTJOalF3TmpZNE5pOHhNVEE1TXpnMklDMGdSbWxqYUdVZ2RHVmphRzVwY1hWbElDZzBNRGM0TmprcElFWlN8ODhmMmM5ZmM0MzAzNjFmYThhOTYzMmM3MTViZmRjYjM0MzRmMTEzMWNlNjM2MWRhMzhkNDJjYTU3MGIzMDMyMA,https://api.mybihr.com/medias/1109386-Folha-de-dados-tecnicos-407869-PT?context=bWFzdGVyfGRvY3VtZW50c3w3NTgyNXxhcHBsaWNhdGlvbi9wZGZ8YUdVNUwyaGpNQzh6TURjM09Ea3dOREl4TlRVNE1pOHhNVEE1TXpnMklDMGdSbTlzYUdFZ1pHVWdaR0ZrYjNNZ2RHVmpibWxqYjNNZ0tEUXdOemcyT1NrZ1VGUXw3NmMwMGZjMGM3Nzc0YTM0ZDkzMjAzNzg1YjZiNWE3ZTc5NGU5OThjNzM4ZDIwOTFjMmZiNjdlZGM2OGY2YjU3,https://api.mybihr.com/medias/1109386-Hoja-de-datos-de-seguridad-407869-ES?context=bWFzdGVyfGRvY3VtZW50c3w1MzU2NTd8YXBwbGljYXRpb24vcGRmfGFHVmtMMmc0Tmk4ek1EYzROak0yTlRrME56a3pOQzh4TVRBNU16ZzJJQzBnU0c5cVlTQmtaU0JrWVhSdmN5QmtaU0J6WldkMWNtbGtZV1FnS0RRd056ZzJPU2tnUlZNfDYwN2NlZGFmYjYyMTY2MzJkMmQ0NmMxOTE4ZGY1ZGI2NWJmYjExZGM5OTA3NzdhMjBlMmM0OGIxNjcwNzY0ZTc,https://api.mybihr.com/medias/1109386-Hoja-de-datos-tecnicos-407869-ES?context=bWFzdGVyfGRvY3VtZW50c3w3NDQ2MXxhcHBsaWNhdGlvbi9wZGZ8YUdNd0wyaGtOUzh6TURjNE5qTTJOakUzTnpNeE1DOHhNVEE1TXpnMklDMGdTRzlxWVNCa1pTQmtZWFJ2Y3lCMFpXTnVhV052Y3lBb05EQTNPRFk1S1NCRlV3fGJiNmY2MzQ1NTExZGI1MWZlYTdiYzdlNmFhYzA3MGQ2ZTlkNTJiNmIwNWMxYzA1OGQxMjk0ZWFhOGFhYjQ0ODI,https://api.mybihr.com/medias/1109386-RoHS-407869-2-EN?context=bWFzdGVyfGRvY3VtZW50c3wzMDYyMzV8YXBwbGljYXRpb24vcGRmfGFEbG1MMmcyT0M4ek1EYzNPRGt3TXpjMU5qZ3pNQzh4TVRBNU16ZzJJQzBnVW05SVV5QW9OREEzT0RZNUtTQXlJRVZPfGY2NDdkNzM0Nzc1MWM3M2YxODNjZjY0NzE4NDdiNmEzMmExYTg2MDYxODEzMWI4ZDRmZGQzYjhhNzcwMzVkZDk,https://api.mybihr.com/medias/1109386-RoHS-407869-EN?context=bWFzdGVyfGRvY3VtZW50c3wzMDYxOTJ8YXBwbGljYXRpb24vcGRmfGFHTTRMMmd3Wmk4ek1EYzROak0yTkRVM01UWTNPQzh4TVRBNU16ZzJJQzBnVW05SVV5QW9OREEzT0RZNUtTQkZUZ3w1NjQ4OTRiZjZkN2M1OTNlY2U5ZGM1YzJhN2Q2M2I5ZGU2ZDdlODc4ZTBlYzlkZWI5NDVhMTk5NzBmOGEzNWFj,https://api.mybihr.com/medias/1109386-Safety-Data-Sheet-407869-Annex-EN?context=bWFzdGVyfGRvY3VtZW50c3wxMzEzNDh8YXBwbGljYXRpb24vcGRmfGFERXpMMmcyT0M4ek1EYzROak0yTlRBek1EUXpNQzh4TVRBNU16ZzJJQzBnVTJGbVpYUjVJRVJoZEdFZ1UyaGxaWFFnS0RRd056ZzJPU2tnS0VGdWJtVjRLU0JGVGd8ZDQzMDUzNGIzYTA2NDBhYzdiYTY5YWI1ZmNkMTBkMWI4NzdhMTM5YzJjZGZhYTAyNmM3MmU4YTk2NWZkOGJhZg,https://api.mybihr.com/medias/1109386-Safety-Data-Sheet-407869-EN?context=bWFzdGVyfGRvY3VtZW50c3wyNjc1ODJ8YXBwbGljYXRpb24vcGRmfGFESTNMMmcyWmk4ek1EYzROak0yTlRJMU9UZ3dOaTh4TVRBNU16ZzJJQzBnVTJGbVpYUjVJRVJoZEdFZ1UyaGxaWFFnS0RRd056ZzJPU2tnUlU0fGZlMTFlZTY0Yjk5OTNkNTNhYjc3MzE0MzM4YmY0MjI0YTJiNWIxZGIyNGUyMjk5MGNlYjk1MDkyMWRiMGU5Njg,https://api.mybihr.com/medias/1109386-Scheda-dati-tecnici-407869-IT?context=bWFzdGVyfGRvY3VtZW50c3w3NTE4NHxhcHBsaWNhdGlvbi9wZGZ8YUdNM0wyZzJaaTh6TURjM09Ea3dNems0TmpJd05pOHhNVEE1TXpnMklDMGdVMk5vWldSaElHUmhkR2tnZEdWamJtbGphU0FvTkRBM09EWTVLU0JKVkF8ODIwOWU5MGI3N2M2Y2QwYjQ5YjFhYWRkMDJmMmEwZGZiZDFhOGZjNzg5ZTk2YTIxZGM2YWNlNmM0YWIwYmU1MA,https://api.mybihr.com/medias/1109386-Scheda-di-sicurezza-407869-IT?context=bWFzdGVyfGRvY3VtZW50c3w1NDExNTl8YXBwbGljYXRpb24vcGRmfGFEUm1MMmczTmk4ek1EYzROak0yTlRRNE9URTRNaTh4TVRBNU16ZzJJQzBnVTJOb1pXUmhJR1JwSUhOcFkzVnlaWHA2WVNBb05EQTNPRFk1S1NCSlZBfGI2MDI4OTk2Y2ZhM2JkODQyMDZjNjgzMDNhMGYyOTFmNGMxMjMwZTE3MmU5YWU0M2M2MmQ0MDBkZGYzODA2Yjc,https://api.mybihr.com/medias/1109386-Sicherheitsdatenblatt-407869-DE?context=bWFzdGVyfGRvY3VtZW50c3wyNzU3NDF8YXBwbGljYXRpb24vcGRmfGFEVm1MMmhsTmk4ek1EYzROak0yTmpZek5qQTJNaTh4TVRBNU16ZzJJQzBnVTJsamFHVnlhR1ZwZEhOa1lYUmxibUpzWVhSMElDZzBNRGM0TmprcElFUkZ8Mjg3NzhiNmQ3OGE2MTQwYjAxYzFkOTNiMTY0YmZiNDEyMjIzOTcxOTIyOTRiYWE5MTUxNjlhNjkzZGY4Y2I5Ng,https://api.mybihr.com/medias/1109386-Technical-data-sheet-407869-EN?context=bWFzdGVyfGRvY3VtZW50c3w3NjAzNnxhcHBsaWNhdGlvbi9wZGZ8YURRd0wyZ3hPUzh6TURjNE5qTTJORGd3TVRBMU5DOHhNVEE1TXpnMklDMGdWR1ZqYUc1cFkyRnNJR1JoZEdFZ2MyaGxaWFFnS0RRd056ZzJPU2tnUlU0fDY3ZWJjYmFiMzQ0OGI4MTBhZWNhZjhhZDFhOGMxMjg2MTRmMDJhYjQyMjNkNmM1OGMwOTMzNjVjMWU0ZGRhNTI,https://api.mybihr.com/medias/1109386-Technisches-datenblatt-407869-DE?context=bWFzdGVyfGRvY3VtZW50c3w3Njc2MHxhcHBsaWNhdGlvbi9wZGZ8YUdNMkwyZzNaaTh6TURjNE5qTTJOVGN4T0RVMU9DOHhNVEE1TXpnMklDMGdWR1ZqYUc1cGMyTm9aWE1nWkdGMFpXNWliR0YwZENBb05EQTNPRFk1S1NCRVJRfGY4ZmY2N2E1NDI4ZTA4NWQ3YjM4YTBkMGVhYjczMWY5OTFmOTEyYWEyMWExMTI1NjViM2E0ODkxNzA3NTdhZTg,,,,,,Spain Warehouse (Parts)
