PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajuste de temperatura,Colección,Color,Diámetro de la llanta,Duración de calefacción,Embalaje,Estacionalidad,Género,Homologación,Material (ropa),Talla,Talla de guante (EE. UU.),Tamaño máx. neúmatico delantero,Tamaño máx. neúmatico trasero,Temperatura,Tipo de enchufe,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
8001249003,88950104,WPA410,CAPIT,"CAPIT VEST WARMME, BLK, L/XL",Chaleco calefactable CAPIT WarmMe negro talla L/XL,157.30,130.00,104.00,WPA410,0,6201190000,0,1,"<p></p><p dir=ltr align=left>El <strong>chaleco calefactable</strong> WarmMe, a batería, es el compañero perfecto para desafiar con estilo las gélidas temperaturas del invierno. <br><br>Válido para cualquier tipo de actividad outdoor, y aconsejado para quien está obligado a pasar muchas horas a la intemperie. Este <strong>chaleco calefactable</strong> cuenta con una batería pequeña pero potente —LIPU, de 3000 mA— que hace de él uno de los <strong>chalecos calefactables</strong> con mayor duración en el mercado actual (hasta 7 horas de autonomía). <br><br>Fabricado con tejido softshell —impermeabilidad, transpirabilidad y elasticidad—, es un <strong>chaleco calefactable</strong> sutil, resistente y elástico, que mantiene el calor pero transpira, y posee un exterior hidrófugo y cortaviento de doble capa. También se ha cuidado cada detalle estético en el acabado: cremalleras YKK, líder mundial en calidad, y bolsillo para poder llevar cartera, llaves y/o móvil. Por último, cuenta con dos bolsillos internos con cierre de velcro. <br><br>El <strong>chaleco calefactable</strong> <strong>WarmMe</strong> se ha diseñado para poder llevarlo debajo de la chaqueta o el abrigo, ya que se adapta a cualquier prenda conforme el uso. <strong>WarmMe</strong> es tu aliado para todos los días: trabajo, deporte y tiempo libre.</p><p></p><p dir=ltr align=left><strong>CARACTERÍSTICAS</strong></p><p></p><ul>  <li>Un circuito invisible de   celdas calefactables, flexibles y ultraplanas, &nbsp; estratégicamente   colocadas en zonas específicas del pecho, de tal manera que &nbsp; ayuden a   mantener y transmitir una temperatura agradable. &nbsp;&nbsp;&nbsp;&nbsp; <br>  <li>Easy touch: Con tan   solo un botón, y sin necesidad de quitarnos los &nbsp; guantes, podemos   seleccionar una de las tres temperaturas disponibles. <br>  <li>Batería de ion de   litio, LIPU, de 3000 mA: pequeña, ligera y con carga muy &nbsp;   rápida. <br>  <li>Doble cremallera   lateral, que permite ajustar el chaleco de la forma más &nbsp; precisa al   cuerpo. <br>  <li>Autonomía de 2 a 7   horas, según la temperatura seleccionada. <br>  <li>Se vende con batería   y cargador, también disponibles por separado.</li></ul><p dir=ltr align=left><br>El <strong>chaleco calefactable WarmMe</strong> está hecho con material <strong>softshell,</strong> que ofrece funcionalidad, resistencia, e incluso posibilidad de personalización. El <strong>softshell,</strong> además, es un tipo de material indicado sobre todo para actividades que requieren una amplia libertad de movimiento. <br><br>El <strong>chaleco calefactable WarmMe</strong> se compone de tres capas diferentes, una encima de la otra, que crean una combinación única, capaz de resolver cualquier problema ligado al frío. <br><br><strong>Cada una de las capas tiene su función:</strong></p><ul>  <li>La capa externa de   <strong>softshell</strong>es elástica y transpirable —dos &nbsp;   características que, unidas a su capacidad de aislamiento y protección, le   &nbsp; permiten regular la temperatura corporal para protegernos de la lluvia   o del &nbsp; viento. <br>  <li>La micromebrana de   la capa intermedia posee miles de poros minúsculos: lo &nbsp;suficiente como   para impedir que pase el agua y permitir, a la vez, el paso &nbsp; del vapor   encargado de la transpiración. Así, el cuerpo se mantiene seco a una &nbsp;   temperatura corporal agradable. La termorregulación —que existe gracias a la   &nbsp; membrana interna— elimina la necesidad de tener que llevar algo para   &nbsp; portegerse del frío o del calor, cosa particularmente útil para un uso   &nbsp; deportivo outdoor. <br>  <li>La capa interna   termoconductora sirve para que las cuatro resistencias &nbsp; calefactables   propaguen mejor el calor sobre pecho y espalda. <br></li></ul><p dir=ltr align=left><br><strong>¿El softshell es impermeable?</strong> <br><br>El material <strong>softshell</strong> no puede ser 100% impermeable porque los microporos de la mebrana deben ser lo suficientemente grandes como para consentir la transpiración de la piel. Si el material fuese integramente impermeable, no podría transpirar. <br><br><strong>¿En que situaciones es adecuada este tipo de prenda?</strong> <br><br>Lo bueno de las prendas <strong>softshell</strong> es que se pueden llevar en multitud de situaciones y circunstancias, no solo las de uso deportivo. Un atuendo perfecto para excursiones a pie o en bici, en moto, en barco, a caballo, para una partida de golf... En definitiva, ¡para cualquier situación cotidiana en la que necesites libertad de movimientos!</p><p dir=ltr align=left></p><p></p><p dir=ltr align=left><strong>Instrucciones de lavado y mantenimiento:</strong></p><ul>  <li>No lavar a   máquina. <br>  <li>Lavar a mano, a una   temperatura máxima de 30ºC (86ºF) <br>  <li>No lavar con   lejía. <br>  <li>No secar en   secadora. <br>  <li>No lavar en   seco. <br>  <li>No   planchar. <br>  <li>Quitar batería antes   de lavar.</li></ul><p></p><p><br><font color=#ffffff>winteriscoming</font></p>","

El chaleco calefactable WarmMe, a batería, es el compañero perfecto para desafiar con estilo las gélidas temperaturas del invierno. Válido para cualquier tipo de actividad outdoor, y aconsejado para quien está obligado a pasar muchas horas a la intemperie. Este chaleco calefactable cuenta con una batería pequeña pero potente —LIPU, de 3000 mA— que hace de él uno de los chalecos calefactables con mayor duración en el mercado actual (hasta 7 horas de autonomía). Fabricado con tejido softshell —impermeabilidad, transpirabilidad y elasticidad—, es un chaleco calefactable sutil, resistente y elástico, que mantiene el calor pero transpira, y posee un exterior hidrófugo y cortaviento de doble capa. También se ha cuidado cada detalle estético en el acabado: cremalleras YKK, líder mundial en calidad, y bolsillo para poder llevar cartera, llaves y/o móvil. Por último, cuenta con dos bolsillos internos con cierre de velcro. El chaleco calefactable WarmMe se ha diseñado para poder llevarlo debajo de la chaqueta o el abrigo, ya que se adapta a cualquier prenda conforme el uso. WarmMe es tu aliado para todos los días: trabajo, deporte y tiempo libre.

CARACTERÍSTICAS
  Un circuito invisible de   celdas calefactables, flexibles y ultraplanas,   estratégicamente   colocadas en zonas específicas del pecho, de tal manera que   ayuden a   mantener y transmitir una temperatura agradable.        Easy touch: Con tan   solo un botón, y sin necesidad de quitarnos los   guantes, podemos   seleccionar una de las tres temperaturas disponibles.   Batería de ion de   litio, LIPU, de 3000 mA: pequeña, ligera y con carga muy     rápida.   Doble cremallera   lateral, que permite ajustar el chaleco de la forma más   precisa al   cuerpo.   Autonomía de 2 a 7   horas, según la temperatura seleccionada.   Se vende con batería   y cargador, también disponibles por separado.
El chaleco calefactable WarmMe está hecho con material softshell, que ofrece funcionalidad, resistencia, e incluso posibilidad de personalización. El softshell, además, es un tipo de material indicado sobre todo para actividades que requieren una amplia libertad de movimiento. El chaleco calefactable WarmMe se compone de tres capas diferentes, una encima de la otra, que crean una combinación única, capaz de resolver cualquier problema ligado al frío. Cada una de las capas tiene su función:  La capa externa de   softshelles elástica y transpirable —dos     características que, unidas a su capacidad de aislamiento y protección, le     permiten regular la temperatura corporal para protegernos de la lluvia   o del   viento.   La micromebrana de   la capa intermedia posee miles de poros minúsculos: lo  suficiente como   para impedir que pase el agua y permitir, a la vez, el paso   del vapor   encargado de la transpiración. Así, el cuerpo se mantiene seco a una     temperatura corporal agradable. La termorregulación —que existe gracias a la     membrana interna— elimina la necesidad de tener que llevar algo para     portegerse del frío o del calor, cosa particularmente útil para un uso     deportivo outdoor.   La capa interna   termoconductora sirve para que las cuatro resistencias   calefactables   propaguen mejor el calor sobre pecho y espalda. 
¿El softshell es impermeable? El material softshell no puede ser 100% impermeable porque los microporos de la mebrana deben ser lo suficientemente grandes como para consentir la transpiración de la piel. Si el material fuese integramente impermeable, no podría transpirar. ¿En que situaciones es adecuada este tipo de prenda? Lo bueno de las prendas softshell es que se pueden llevar en multitud de situaciones y circunstancias, no solo las de uso deportivo. Un atuendo perfecto para excursiones a pie o en bici, en moto, en barco, a caballo, para una partida de golf... En definitiva, ¡para cualquier situación cotidiana en la que necesites libertad de movimientos!


Instrucciones de lavado y mantenimiento:  No lavar a   máquina.   Lavar a mano, a una   temperatura máxima de 30ºC (86ºF)   No lavar con   lejía.   No secar en   secadora.   No lavar en   seco.   No   planchar.   Quitar batería antes   de lavar.

winteriscoming",RIDER GEAR,APPAREL,APPAREL JACKET,Negro,L/XL,5293,935,290,365,50,,2020,Negro,,,,,,,,L/XL,,,,,,https://api.mybihr.com/medias/8001249003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUyMTk1fGltYWdlL2pwZWd8YUdJeEwyZzFOaTg0T1RrME5ERTVPVFkxT1RneUx6Z3dNREV5TkRrd01ETXRNVjg0TURCWGVEZ3dNRWd8M2U0MDA1ZmVjM2NkNjAzM2I5NDViMWI2ZTg5YzU2MDkyZjEwZDk2NDRhYTZmZGJiYWZhNTFjNjIzYWEzNTEyOQ,https://api.mybihr.com/medias/8001249003-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjM4NDc0fGltYWdlL2pwZWd8YURSbEwyaGhZeTg0T1RrME5ESXdNelU1TVRrNEx6Z3dNREV5TkRrd01ETXRNbDg0TURCWGVEZ3dNRWd8NDUzZDYzNjVkZTYwOGEyZThiMTE1NmQxNzU0NWFhZTk4NjI2ZjhlOTNkZWU4MDllNWE3ZDlhY2EyMDg3MDQwMg,,https://static.bihr.pro/eBihr/Pictures/CAPIT-pictures.zip,Spain Warehouse (Parts)
8006895001,,WPA662,CAPIT,"CAPIT GLOVE WARM ME URBAN, BLK, M",CAPIT WarmMe Urban Heated Gloves - Black,157.30,130.00,104.00,0806891489937,0,6201190000,0,1,"<p>The new Urban glove is a light and elegant heated glove, perfect for a daily use in the city but not only.</p>
<p>Thanks to their practicality, Urban gloves can be worn in many circumstances: on a scooter, on foot, in the mountains, skiing.</p>
<p>Batteries and charger included.</p>
<p>Invisible circuit, made with heated carbon fiber cable, evenly distributed inside the glove (fingertips included)</p>
<ul>
<li>A single &ldquo;easy touch&rdquo; button (to be used without removing gloves) allows you to select one of the three available temperatures. Thanks to the 3 coloured lights you can understand even in the dark which temperature you are using.</li>
<li>Small lithium-ion battery, light and quickly rechargeable. Placed in a small internal pocket, it can power the heating circuit for more than 7 hours.</li>
<li>In full-grain leather and water-repellent and insulating fabric</li>
<li>Touch screen glove: in the new Urban Gloves, the tips of the thumb and index fingers have a special coating that allows the use of touch screen devices (smartphones, navigators, etc.) without removing the gloves.</li>
<li>Battery and charger are included in the package (can also be purchased separately as a spare).</li>
<li>CERTIFICATES: EN13594 1</li>
</ul>","
The new Urban glove is a light and elegant heated glove, perfect for a daily use in the city but not only.

Thanks to their practicality, Urban gloves can be worn in many circumstances: on a scooter, on foot, in the mountains, skiing.

Batteries and charger included.

Invisible circuit, made with heated carbon fiber cable, evenly distributed inside the glove (fingertips included)

A single “easy touch” button (to be used without removing gloves) allows you to select one of the three available temperatures. Thanks to the 3 coloured lights you can understand even in the dark which temperature you are using.
Small lithium-ion battery, light and quickly rechargeable. Placed in a small internal pocket, it can power the heating circuit for more than 7 hours.
In full-grain leather and water-repellent and insulating fabric
Touch screen glove: in the new Urban Gloves, the tips of the thumb and index fingers have a special coating that allows the use of touch screen devices (smartphones, navigators, etc.) without removing the gloves.
Battery and charger are included in the package (can also be purchased separately as a spare).
CERTIFICATES: EN13594 1
",RIDER GEAR,APPAREL,APPAREL JACKET,Negro,M,4652,554,346,166,81,,,Negro,,,,Invierno,Hombre,Homologación CE,Cuero/Textil,M,8.5,,,,,https://api.mybihr.com/medias/8006895001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1NjI3fGltYWdlL2pwZWd8YURVMUwyaGhZaTh4TVRNM09UYzVNekl6TVRrd01pODRNREEyT0RrMU1EQXhMVEZmT0RBd1YzZzRNREJJfDVkMTNkNTNjODhlMDQ0ZDhkNzAyZmZjOWRlNmNjZWExZTc4MTcwYjI5Mjc4MzU4MmY4NWJiMzkyMzQwNGU5ZTY,https://api.mybihr.com/medias/8006895001-5-800Wx800H?context=bWFzdGVyfHJvb3R8MTUxMDAwfGltYWdlL2pwZWd8YURrNEwyaGhOQzh4TVRNM09UYzVNelF5T0RVeE1DODRNREEyT0RrMU1EQXhMVFZmT0RBd1YzZzRNREJJfDgxZWNhZGMxOGVkY2ViOTBhMWZhNDFmY2E5NTRjNGEyNDMzY2QwYzkzNTU5Y2VkZmM4NzYzYzRkMjI3YzA1ZmU,https://api.mybihr.com/medias/8006895001-10-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxMjQ0fGltYWdlL2pwZWd8YUdNM0wyZzVaQzh4TVRNM09UYzVNell5TlRFeE9DODRNREEyT0RrMU1EQXhMVEV3WHpnd01GZDRPREF3U0F8NjMzZDVhMGNjYjEwZDM3OTE1Yjc4ZGIxN2Q1NTYwNjgwMjk1ZTUzMDZmNGFmZGUwMWVkOWJlYjU1YTAyYmIyMA,https://static.bihr.pro/eBihr/Pictures/CAPIT-pictures.zip,Spain Warehouse (Parts)
1110199002,,MA204B21,CAPIT,"CAPIT TYRE WARME MAXIMA M/XL, BLU",Calentadores CAPIT Maxima Vision (Del. 115-120-125/17” / Tras. ≤200/55/17”),689.70,570.00,456.00,1110199002,3,8714109090,0,1,"<p>Motorcycle tire warmers Capit Maxima Vision is the excellence of the tyrewarmers product. Equipped with side bands useful to radiate heat to the rim, it is unique thanks to the 36 pleats (18 per side) made to get the ""spherical shape"" or rather one form useful to copy perfectly the wheel profile and ensure the best fit of the tyrewarmer to the tire and allowing the tyre to maintain as long as the temperature. Suprema Vision is equipped with one control unit of ultra-compact size (only 8mm thickness) integrated directly into the tyrewarmer made in anti-crash material. With only two buttons you can display the initial setting temperature range (T set) and the actual present on tires (T run), display the part-time (last time) and total time (total time) of operation of the product and choose the display in &deg;C or &deg;F. Available in different sizes and colors.</p>
<ul>
<li>Radial heating cable in Teflon for reduced heating time and uniform heat distribution</li>
<li>Adjustable heating system from 30&deg;C to 120&deg;C (86 a 248&deg;F) without thermostat (in just 30 minutes a constant and homogeneous temperature is obtained on the tire that a normal thermostat is not able to supply. The innovative and patented method consists in weaving every few millimetres a special heating cable on a fabric with a high thermal conducting power, eliminating the thermostat and related problems of inconstant temperature and low durability)</li>
<li>Special external coating impermeable to any liquid</li>
<li>Anti-wear and fireproof inner lining</li>
<li>Silicone power cable resistant up to 200&deg;C</li>
<li>Velcro closure</li>
<li>Its interior is in Heat Spreader fabric (internal fabric, highly conductive, made with specific noble alloys) capable of spreading the heat perfectly</li>
<li>Temperature control and regulation system VISION mounted directly on tyrewarmer for greater comfort in management and handling Rack-Box-Pit Lane</li>
<li>Spherical shape: a special textile construction that allows you to perfectly follow the tire&rsquo;s shape and cover the shoulders of the tire more</li>
<li>Electrical absorption for single tyrewarmer: size S 300 watt - size M 400 watt - size L 500 watt - size XL 600 watt - size XXL 800 watt</li>
</ul>
<p>The difference from the competitors is the quality of product and service Capit, 100% made in Italy used by all the top teams MotoGP, Superbike and F1, warranty of three years and guaranteed repair service even out of warranty. Ability to customize the product logo, purchase of spare parts or even a single tyrewarmer. The pair of tyrewarmers can be ordered in the following sizes:</p>
<ul>
<li>M/XL (tyres until 120/17'' front and from 180/60-17'' to 200-205/55-17'' rear)</li>
<li>M/XXL (tyres until 120/17'' front and 200-205/60-17'' rear)</li>
</ul>","
Motorcycle tire warmers Capit Maxima Vision is the excellence of the tyrewarmers product. Equipped with side bands useful to radiate heat to the rim, it is unique thanks to the 36 pleats (18 per side) made to get the ""spherical shape"" or rather one form useful to copy perfectly the wheel profile and ensure the best fit of the tyrewarmer to the tire and allowing the tyre to maintain as long as the temperature. Suprema Vision is equipped with one control unit of ultra-compact size (only 8mm thickness) integrated directly into the tyrewarmer made in anti-crash material. With only two buttons you can display the initial setting temperature range (T set) and the actual present on tires (T run), display the part-time (last time) and total time (total time) of operation of the product and choose the display in °C or °F. Available in different sizes and colors.

Radial heating cable in Teflon for reduced heating time and uniform heat distribution
Adjustable heating system from 30°C to 120°C (86 a 248°F) without thermostat (in just 30 minutes a constant and homogeneous temperature is obtained on the tire that a normal thermostat is not able to supply. The innovative and patented method consists in weaving every few millimetres a special heating cable on a fabric with a high thermal conducting power, eliminating the thermostat and related problems of inconstant temperature and low durability)
Special external coating impermeable to any liquid
Anti-wear and fireproof inner lining
Silicone power cable resistant up to 200°C
Velcro closure
Its interior is in Heat Spreader fabric (internal fabric, highly conductive, made with specific noble alloys) capable of spreading the heat perfectly
Temperature control and regulation system VISION mounted directly on tyrewarmer for greater comfort in management and handling Rack-Box-Pit Lane
Spherical shape: a special textile construction that allows you to perfectly follow the tire’s shape and cover the shoulders of the tire more
Electrical absorption for single tyrewarmer: size S 300 watt - size M 400 watt - size L 500 watt - size XL 600 watt - size XXL 800 watt


The difference from the competitors is the quality of product and service Capit, 100% made in Italy used by all the top teams MotoGP, Superbike and F1, warranty of three years and guaranteed repair service even out of warranty. Ability to customize the product logo, purchase of spare parts or even a single tyrewarmer. The pair of tyrewarmers can be ordered in the following sizes:

M/XL (tyres until 120/17'' front and from 180/60-17'' to 200-205/55-17'' rear)
M/XXL (tyres until 120/17'' front and 200-205/60-17'' rear)
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Azul,,19494,1616,411,310,153,,,Azul,,,,,,,,M/XL,,,,,,https://api.mybihr.com/medias/1110199002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwNTg0fGltYWdlL2pwZWd8YURJeEwyZzRNUzh4TXpFeE5UY3pPREEyTWpnM09DOHhNVEV3TVRrNU1EQXlMVEZmT0RBd1YzZzRNREJJfDE1ODI3NjJiYWJmOWZkOTA3NmQ3OGRjODJiYjdkMDcxM2RjZjQ4ZmY3MWIwYzU4YTkyODA1NTJiZGM3MTMxMDU,https://api.mybihr.com/medias/1110199002-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzY2MzF8aW1hZ2UvanBlZ3xhRGt6TDJnM015OHhNekV4TlRjek9EUTFOakE1TkM4eE1URXdNVGs1TURBeUxUSmZPREF3VjNnNE1EQkl8YjRhNmRlYWVjZTZlMWZjOTNjNWZiY2M0MzA2NzRlOWVlM2MzMjc3Zjk1NDVkNmM4YTI0MmY2NDc0MDNkNTUwMw,https://api.mybihr.com/medias/1110199002-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNDV8aW1hZ2UvanBlZ3xhREEyTDJnMk5pOHhNekV4TlRjek9EZzBPVE14TUM4eE1URXdNVGs1TURBeUxUTmZPREF3VjNnNE1EQkl8YmM1NTRjNmMxZjUxODFhMjQwOGYxZTY0NDhiM2M5NDFlODUxNTA1ZWFlYmYxZTNkMTU3MzBmYTIyYjM0OGU0Nw,https://static.bihr.pro/eBihr/Pictures/CAPIT-pictures.zip,France Warehouse (Parts)
1110199003,,MA204C21,CAPIT,"CAPIT TYRE WARME MAXIMA M/XL, RED",Calentadores CAPIT Maxima Vision (Del. 115-120-125/17” / Tras. ≤200/55/17”),689.70,570.00,456.00,1110199003,1,8714109090,0,1,"<p>Motorcycle tire warmers Capit Maxima Vision is the excellence of the tyrewarmers product. Equipped with side bands useful to radiate heat to the rim, it is unique thanks to the 36 pleats (18 per side) made to get the ""spherical shape"" or rather one form useful to copy perfectly the wheel profile and ensure the best fit of the tyrewarmer to the tire and allowing the tyre to maintain as long as the temperature. Suprema Vision is equipped with one control unit of ultra-compact size (only 8mm thickness) integrated directly into the tyrewarmer made in anti-crash material. With only two buttons you can display the initial setting temperature range (T set) and the actual present on tires (T run), display the part-time (last time) and total time (total time) of operation of the product and choose the display in &deg;C or &deg;F. Available in different sizes and colors.</p>
<ul>
<li>Radial heating cable in Teflon for reduced heating time and uniform heat distribution</li>
<li>Adjustable heating system from 30&deg;C to 120&deg;C (86 a 248&deg;F) without thermostat (in just 30 minutes a constant and homogeneous temperature is obtained on the tire that a normal thermostat is not able to supply. The innovative and patented method consists in weaving every few millimetres a special heating cable on a fabric with a high thermal conducting power, eliminating the thermostat and related problems of inconstant temperature and low durability)</li>
<li>Special external coating impermeable to any liquid</li>
<li>Anti-wear and fireproof inner lining</li>
<li>Silicone power cable resistant up to 200&deg;C</li>
<li>Velcro closure</li>
<li>Its interior is in Heat Spreader fabric (internal fabric, highly conductive, made with specific noble alloys) capable of spreading the heat perfectly</li>
<li>Temperature control and regulation system VISION mounted directly on tyrewarmer for greater comfort in management and handling Rack-Box-Pit Lane</li>
<li>Spherical shape: a special textile construction that allows you to perfectly follow the tire&rsquo;s shape and cover the shoulders of the tire more</li>
<li>Electrical absorption for single tyrewarmer: size S 300 watt - size M 400 watt - size L 500 watt - size XL 600 watt - size XXL 800 watt</li>
</ul>
<p>The difference from the competitors is the quality of product and service Capit, 100% made in Italy used by all the top teams MotoGP, Superbike and F1, warranty of three years and guaranteed repair service even out of warranty. Ability to customize the product logo, purchase of spare parts or even a single tyrewarmer. The pair of tyrewarmers can be ordered in the following sizes:</p>
<ul>
<li>M/XL (tyres until 120/17'' front and from 180/60-17'' to 200-205/55-17'' rear)</li>
<li>M/XXL (tyres until 120/17'' front and 200-205/60-17'' rear)</li>
</ul>","
Motorcycle tire warmers Capit Maxima Vision is the excellence of the tyrewarmers product. Equipped with side bands useful to radiate heat to the rim, it is unique thanks to the 36 pleats (18 per side) made to get the ""spherical shape"" or rather one form useful to copy perfectly the wheel profile and ensure the best fit of the tyrewarmer to the tire and allowing the tyre to maintain as long as the temperature. Suprema Vision is equipped with one control unit of ultra-compact size (only 8mm thickness) integrated directly into the tyrewarmer made in anti-crash material. With only two buttons you can display the initial setting temperature range (T set) and the actual present on tires (T run), display the part-time (last time) and total time (total time) of operation of the product and choose the display in °C or °F. Available in different sizes and colors.

Radial heating cable in Teflon for reduced heating time and uniform heat distribution
Adjustable heating system from 30°C to 120°C (86 a 248°F) without thermostat (in just 30 minutes a constant and homogeneous temperature is obtained on the tire that a normal thermostat is not able to supply. The innovative and patented method consists in weaving every few millimetres a special heating cable on a fabric with a high thermal conducting power, eliminating the thermostat and related problems of inconstant temperature and low durability)
Special external coating impermeable to any liquid
Anti-wear and fireproof inner lining
Silicone power cable resistant up to 200°C
Velcro closure
Its interior is in Heat Spreader fabric (internal fabric, highly conductive, made with specific noble alloys) capable of spreading the heat perfectly
Temperature control and regulation system VISION mounted directly on tyrewarmer for greater comfort in management and handling Rack-Box-Pit Lane
Spherical shape: a special textile construction that allows you to perfectly follow the tire’s shape and cover the shoulders of the tire more
Electrical absorption for single tyrewarmer: size S 300 watt - size M 400 watt - size L 500 watt - size XL 600 watt - size XXL 800 watt


The difference from the competitors is the quality of product and service Capit, 100% made in Italy used by all the top teams MotoGP, Superbike and F1, warranty of three years and guaranteed repair service even out of warranty. Ability to customize the product logo, purchase of spare parts or even a single tyrewarmer. The pair of tyrewarmers can be ordered in the following sizes:

M/XL (tyres until 120/17'' front and from 180/60-17'' to 200-205/55-17'' rear)
M/XXL (tyres until 120/17'' front and 200-205/60-17'' rear)
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ACCESS.,Rojo,,16479,1588,323,313,163,,,Rojo,,,,,,,,M/XL,,,,,,https://api.mybihr.com/medias/1110199003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwNTg0fGltYWdlL2pwZWd8YUdKaEwyZ3hNQzh4TXpFeE5UY3pPVEkwTWpVeU5pOHhNVEV3TVRrNU1EQXpMVEZmT0RBd1YzZzRNREJJfDU5NTM2OGJhMDRlNmY2NzNmY2UwYzZhNzBiNGM3ZTQzMDc1MzA5NWE1ZTg5YWZkNDNkYjJmNjUyYzRlNWFjOTU,https://api.mybihr.com/medias/1110199003-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzY2MzF8aW1hZ2UvanBlZ3xhREprTDJnd015OHhNekV4TlRjek9UWXpOVGMwTWk4eE1URXdNVGs1TURBekxUSmZPREF3VjNnNE1EQkl8MTU4MTEyZWE0NzMzNmIwYzk3ZDFkMDlkZjViNzAzYzgyMjdlZWVmY2VkMTk2OWNhMmUzOGUyMzdjNGZhZWJkMA,https://api.mybihr.com/medias/1110199003-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzNDV8aW1hZ2UvanBlZ3xhR1F4TDJobVppOHhNekV4TlRjME1EQXlPRGsxT0M4eE1URXdNVGs1TURBekxUTmZPREF3VjNnNE1EQkl8Y2E0YjI4ZjE4MWY0ODQ5MDI1NDk1ZTdiNmI2NGJmODAxZDllOWM2OGM5MzUxMGIzY2U0ZjJlOWJiNzg3Njg3YQ,https://static.bihr.pro/eBihr/Pictures/CAPIT-pictures.zip,France Warehouse (Parts)
