PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura de llanta,Color de llanta,Diámetro de la llanta,Posición,Picture1,AllPicturesZIP,DeliveryPlant
1037033,94241,3 1842536A/3,EXCEL,EXCEL RIM 3 1842536A/3,"Aro de llanta Excel negro 18-4,25 3 1842536A/3",371.00,306.61,214.63,8430525942417,2,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,47808,4448,498,500,192,,,,,,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037077,62003,3 2121536/3,EXCEL,EXCEL RIM 2121536/3,Aro de llanta Excel negro 3 21x2.15 36/3,262.99,217.35,152.15,8430525620032,2,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,34038,2846,610,620,90,,,,,https://api.mybihr.com/medias/1037077-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc0NzR8aW1hZ2UvanBlZ3xhREkyTDJneFlpOHhOVFF4TlRFek56VTJOamMxTUM4eE1ETTNNRGMzTFRGZk9EQXdWM2c0TURCSXw1ODM4NWRkZDhiMzIwYTA2Nzg5Y2ExOGZlMDUxYWVkN2M4ZWViMjA0MzYzM2QzY2EwOTY1NGMzMDhlNjc2MTgz,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037040,62000,3 1216032H1/3,EXCEL,EXCEL RIM 1216032H1/3,Aro de llanta Excel negro 3 12x1.60 32H1/3,168.99,139.66,97.76,8430525620001,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,1,100,10,10,10,,,,,https://api.mybihr.com/medias/1037040-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY1ODZ8aW1hZ2UvanBlZ3xhR1ZqTDJnNFpTOHhOVFF4TlRBMU56UTRNVGMxT0M4eE1ETTNNRFF3TFRGZk9EQXdWM2c0TURCSXxmNjQxMzM1OWQ2Y2U4Y2RiYjMyNDk5OTVlYmUyMTA5NDViZmI4NzIyYjc4NDUyZGFkYjdmNzM1NTYxNDIwMjdi,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037072,61988,3 1918536/3,EXCEL,EXCEL RIM 1918536/3,Aro de llanta Excel negro 3 19x1.85 36/3,190.49,157.43,110.20,8430525619883,1,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,15606,1898,510,510,60,,,,,https://api.mybihr.com/medias/1037072-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTU4OTl8aW1hZ2UvanBlZ3xhR0kzTDJoaU5TOHhOVFF4TlRFek5UWXdNRFkzTUM4eE1ETTNNRGN5TFRGZk9EQXdWM2c0TURCSXwwZmQzZjQ4Y2IwYmMyNGM5M2M2N2Q5ZDRkYjA5NmMzODg2MTRkMTkzMmQ2MzkzZmJiOTc5YWY3MjdjNGUxYjc3,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037039,94236,3 2121536A/3,EXCEL,EXCEL RIM 3 2121536A/3,"Aro de llanta Excel negro 21-2,15 3 2121536A/3",239.00,197.52,138.26,8430525942363,2,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,27141,3052,620,608,72,,,,,,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037056,61982,3 1742536H/3,EXCEL,EXCEL RIM 1742536H/3,Aro de llanta Excel negro 3 17x4.25 36H/3,338.99,280.16,196.11,8430525619821,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,1,100,10,10,10,,,,,https://api.mybihr.com/medias/1037056-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg5NzF8aW1hZ2UvanBlZ3xhRFl3TDJnelpTOHhOVFF4TlRBMk16YzNNekl4TkM4eE1ETTNNRFUyTFRGZk9EQXdWM2c0TURCSXxhZTE4ZjY0NWY3OGMyZWRkZDRlOTNjZGYzMWZjNmRkZjRiYmQ4NTYxNDc1OGNlNzQ1YTM0MTcwY2IwOTc2MzVm,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037057,62014,3 1742536H2/3,EXCEL,EXCEL RIM 1742536H2/3,Aro de llanta Excel negro 3 17x4.25 36H2/3,356.49,294.62,206.23,8430525620148,1,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,40804,3972,504,506,160,,,,,https://api.mybihr.com/medias/1037057-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTY2MDh8aW1hZ2UvanBlZ3xhR1E0TDJneE5pOHhOVFF4TlRBMk5ERTJOalF6TUM4eE1ETTNNRFUzTFRGZk9EQXdWM2c0TURCSXw2NzhlZDY3ODZmNjdjZTBjMWQzZGFkNjg4NTU1NjRiMGE0YzcwZWE5MmU5ODI4NmNlOTZlZDQ3MWI1YWY0YzBl,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1123553,,GEG411,EXCEL,"EXCEL RIM RR 19X2,15X32T, GLD",Llanta EXCEL - 19x2.15x32,229.98,190.07,133.05,,2,8714109090,0,1,"<p>Llanta EXCEL.</p>
<ul>
	<li>2,15 x 19</li>
	<li>32 agujeros dorados</li>
	<li>El material es un 15% más resistente que el original</li>
	<li>El mejor producto del sector todoterreno</li>
	<li>La forma de la llanta reduce la acumulación de barro y ayuda a guiar mejor el vehículo.</li>
</ul>","
Llanta EXCEL.

	2,15 x 19
	32 agujeros dorados
	El material es un 15% más resistente que el original
	El mejor producto del sector todoterreno
	La forma de la llanta reduce la acumulación de barro y ayuda a guiar mejor el vehículo.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,27003,2442,552,526,93,,,,,,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037074,61987,3 216036/3,EXCEL,EXCEL RIM 216036/3,Aro de llanta Excel negro 3 21x1.60 36/3,188.99,156.19,109.33,8430525619876,1,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,57600,3468,600,600,160,,,,,https://api.mybihr.com/medias/1037074-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTg5OTR8aW1hZ2UvanBlZ3xhRFF3TDJnMU5TOHhOVFF4TlRFek5qTTROekV3TWk4eE1ETTNNRGMwTFRGZk9EQXdWM2c0TURCSXxkZTJjMWQ2Njk5NmI1N2ZhOTc2ODRjZDAwMGZjZGMxMTZiYThjMDkyN2EyYTVkZTY3YjA0MzQyNjI4Y2UxNjA3,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037067,61985,3 1825036/3,EXCEL,EXCEL RIM 1825036/3,Aro de llanta Excel negro 3 18x2.50 36/3,219.99,181.81,127.27,8430525619852,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,25758,2632,530,540,90,,,,,https://api.mybihr.com/medias/1037067-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTk3ODh8aW1hZ2UvanBlZ3xhREEzTDJnM055OHhOVFF4TlRFek16WXpORFU1TUM4eE1ETTNNRFkzTFRGZk9EQXdWM2c0TURCSXw4N2E0NGNjYWYxMjNhOTYwMzllZTg0NzQzMDNmNjA3MDg2OTUzNDBiOWMyZWI4ZWRkZmUxYzczZjk4MGNmYjlm,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037073,61978,3 1921536/3,EXCEL,EXCEL RIM 1921536/3,Aro de llanta Excel negro 3 19x2.15 36/3 GEK409,222.49,183.88,128.72,8430525619784,2,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,32848,2634,618,88,604,,,,,https://api.mybihr.com/medias/1037073-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTk1Mjl8aW1hZ2UvanBlZ3xhRGM1TDJoaFlTOHhOVFF4TlRFek5UazVNemc0Tmk4eE1ETTNNRGN6TFRGZk9EQXdWM2c0TURCSXw3YzFlYjYxNzg3NjdiMTljZTA2YmRiOGM2OTJhZjMwNWYyZTI4NjYyOThiMTQxOWU1OTk3ZGZmZWI4Yjc3Zjg5,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037076,62002,3 2118536/3,EXCEL,EXCEL RIM 2118536/3,Aro de llanta Excel negro 3 21x1.85 36/3,228.99,189.25,132.48,8430525620025,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,30752,2772,620,620,80,,,,,https://api.mybihr.com/medias/1037076-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY1ODZ8aW1hZ2UvanBlZ3xhRGs1TDJnd1pDOHhOVFF4TlRFek56RTNNelV6TkM4eE1ETTNNRGMyTFRGZk9EQXdWM2c0TURCSXw4NTQ5ZWIxZjBlODM2MzI3OThjYTUwOGMwMWQ3ZjUzM2RjNTkxMDVhYTI3YzJmYTY4M2M4NGZlNmYwYjNhZjA3,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037071,61990,3 1914032H/3,EXCEL,EXCEL RIM 1914032H/3,Aro de llanta Excel negro 3 19x1.40 32H/3,171.49,141.73,99.21,8430525619906,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,25272,1728,520,540,90,,,,,https://api.mybihr.com/medias/1037071-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY1ODZ8aW1hZ2UvanBlZ3xhRFUzTDJoak15OHhOVFF4TlRFek5USXdOelExTkM4eE1ETTNNRGN4TFRGZk9EQXdWM2c0TURCSXw0NDFlYzgzODY3YzY5ZDQ1ZTY5N2UzNzk3ZmI1YTFlNTc2MDRlMWE0Yzc3NmU1ZDNhMTEwYTBmYzUwOTZlZTU3,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037054,61995,3 1725032H/3,EXCEL,EXCEL RIM 1725032H/3,Aro de llanta Excel negro 3 17x2.50 32H/3,198.49,164.04,114.83,8430525619951,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,38250,2906,510,500,150,,,,,https://api.mybihr.com/medias/1037054-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY1ODZ8aW1hZ2UvanBlZ3xhRE5oTDJoaE1TOHhOVFF4TlRBMk1qazROamM0TWk4eE1ETTNNRFUwTFRGZk9EQXdWM2c0TURCSXwzM2VjMmRmNGVkZTFjYjE5ZjRiMWJkODFlNzU2Nzc5ZDBjYjUxZmNlZDgwMzMyMDNhYjdjOTIxZDIxMmU5ZmY0,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037062,61986,3 1755036H/3,EXCEL,EXCEL RIM 1755036H/3,Aro de llanta Excel negro 3 17x5.50 36H/3,480.49,397.10,277.97,8430525619869,2,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,51000,4710,510,500,200,,,,,https://api.mybihr.com/medias/1037062-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkwNjN8aW1hZ2UvanBlZ3xhRE00TDJnMVl5OHhOVFF4TlRFek1UWTJPRFV4TUM4eE1ETTNNRFl5TFRGZk9EQXdWM2c0TURCSXw0YjgxZjQzMjNhYjY3OWNiMGQ2OTcyMGZjZDkwZDRhODI1ODg2ZDAyNWUyNWNiNGRmZDgxZDViNGU1NWMyYWE4,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037058,61983,3 1745036H/3,EXCEL,EXCEL RIM 1745036H/3,Aro de llanta Excel negro 3 17x4.50 36H/3,385.00,318.18,222.73,8430525619838,1,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,41806,4096,510,506,162,,,,,https://api.mybihr.com/medias/1037058-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkxODN8aW1hZ2UvanBlZ3xhRFkxTDJneU5DOHhOVFF4TlRBMk5EVTFPVFkwTmk4eE1ETTNNRFU0TFRGZk9EQXdWM2c0TURCSXw4ODMxMjNlMmQ4MjlmYzdjOGQ1MzY0ZWY1M2YxZTU1YTRhODljNjhkMTljOWEzMTU2NjQ4MDA5NGI0OTA4NjVm,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
1037068,62007,3 1825036H3/3,EXCEL,EXCEL RIM 1825036H3/3,Aro de llanta Excel negro 3 18x2.50 36H3/3,199.99,165.28,115.70,8430525620070,0,8714999089,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,25272,2,540,520,90,,,,,https://api.mybihr.com/medias/1037068-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTk4MTZ8aW1hZ2UvanBlZ3xhRFF3TDJoall5OHhOVFF4TlRFek5EQXlOemd3Tmk4eE1ETTNNRFk0TFRGZk9EQXdWM2c0TURCSXxiMjFhYTkzY2Q3ODM2NzA1ODk5ZTgzZGE4MzMwMDM1Njc5OGY2YTRmMmE0ZjJlODg1ODJlMDY0YTlhYjk3ZjZl,https://static.bihr.pro/eBihr/Pictures/EXCEL-pictures.zip,Spain Warehouse (Parts)
