PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura pedalier (Mm),BCD (Mm),Color,Dientes,Factor I (Mm),Factor Q (Mm),Linea de cadena (Mm),Longitud de biela (Mm),Material de biela,Material de plato,Pedalier (BB),Peso (g),Transmisión,Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1101598,6020,MA-A630,PROWHEEL,PROWH MTB CHAIN RING & CRANK.ALU.24/34/4,PROWHEEL Set platos y bielas de bicicleta 3X7 / 3X8 Bielas 170mm,16.50,13.64,5.99,8430525060203,3094,8714963010,0,1,"Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 42T/34T/24T.
Bielas: Aluminio forjado color negro. Largo: 170 mm.","Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 42T/34T/24T.
Bielas: Aluminio forjado color negro. Largo: 170 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3710,1103,283,230,57,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad & MTB & Trekking/Touring,7 & 8,https://api.mybihr.com/medias/1101598-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc1MzA3fGltYWdlL2pwZWd8YUdWaEwyaGlOUzg1TmpNeU1UQXlNemd6TmpRMkx6RXhNREUxT1RndE1WODRNREJYZURnd01FZ3w4MzQ2ZTA0M2Y2ZDU0OGQ1OWNjNjdlZTRhYTJiNzBkZjkyMTEzYjZmNDQ5Y2E5ODYzMmU4NjdiYmRhYjFjODA2,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101295,341,MA-A530,PROWHEEL,PROWH MTB CHAIN-WHEEL SETS. TYPE SHIMANO,PROWHEEL Set platos y bielas de bicicleta 3X7 / 3X8 Bielas 170mm,18.98,15.69,5.99,8430525005839,613,8714963010,0,1,"Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 42T/34T/24T.
Bielas: Aluminio forjado color plata. Largo: 170 mm.","Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 42T/34T/24T.
Bielas: Aluminio forjado color plata. Largo: 170 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3629,1079,283,225,57,,,,,,,,,,,,,,Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1101295-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEzMDMyfGltYWdlL2pwZWd8YURSakwyaGtNQzg1TmpNeE9ETTBPREF3TVRVNEx6RXhNREV5T1RVdE1WODRNREJYZURnd01FZ3xlOWViZWNiOGEzZjUwYTU0ZTNlYmU1MDIxOGMwMWE2YzU4Y2UxMWVmMGQ4MTZkZGEzZmU1ZTdlNTIyYjQzZmJj,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101259,129,AL-7-170,PROWHEEL,PROWH CRANK 170MM. LEFT / ALUMINUM. BLAC,PROWHEEL Biela izquierda de bicicleta Aluminio negro 170mm Eje cuadrado,13.00,10.74,6.98,8430525116603,435,8714109090,0,1,"Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color negro.
Largo biela: 170 mm.
EJE CUADRADO","Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color negro.
Largo biela: 170 mm.
EJE CUADRADO",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,351,239,215,48,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Carretera & Ciclocross & Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1101259-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODUyNjl8aW1hZ2UvanBlZ3xhRFF4TDJnNU55ODVOak14TlRVNE5qWTBNakl5THpFeE1ERXlOVGt0TVY4NE1EQlhlRGd3TUVnfGIxZGYxZmIzMjcxMmQwM2M0MTcwN2ZkNmEyZjFiZTNhOGE2MDM3NWMyYWMyYjIzYmZhZDViNzc0NTMyNjliOWQ,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101273,130,AL-7-175,PROWHEEL,PROWH BIELA SHIMANO 175MM,PROWHEEL Biela izquierda de bicicleta Aluminio negro 175mm Eje cuadrado,13.99,11.56,7.51,8430525128354,322,8714109090,0,1,"Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color negro.
Largo biela: 175 mm.
EJE CUADRADO","Biela izquierda de bicicleta. 26-29''.
Aluminio forjado. Color negro.
Largo biela: 175 mm.
EJE CUADRADO",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,432,237,219,58,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Carretera & Ciclocross & Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1101273-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTIzODJ8aW1hZ2UvanBlZ3xhR1UyTDJoa09TODVOak14TmpFME5qazNOVEF5THpFeE1ERXlOek10TVY4NE1EQlhlRGd3TUVnfGE5ZjUzNmRhOWVmY2FmYjEyZWMwMTc3NzI3ZDU3MmRkMThiYmMzMzUxMDAyZTIwOTFiZTg1Yzg4MDNmNGI1OGQ,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121583,,BFG BOLTS,PROWHEEL,PROWH EBIKE BFG BOLTS BAFANG M8/6/5,Juego de tornillos para biela BFG (Bafang) PROWHEEL - M15x1.0x14.5L,2.00,1.65,0.70,BFGBOLTS,2,8714109090,0,1,<p>Juego de tornillos de fijación para biela BFG.</p>,"
Juego de tornillos de fijación para biela BFG.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,37,14,46,35,23,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121583-1.jpg?context=bWFzdGVyfHJvb3R8NjA3NTh8aW1hZ2UvanBlZ3xhRFUwTDJnNFlTOHpNakUwTnpZNU5qZzNOelU1T0M4NE1EQlhlRGd3TUVoZk1URXlNVFU0TXkweExtcHdad3wyMTZiNjVhOWNjNzhhMDlkMWQyMDE2NDllNTY2MGRiYjA4ZmMxMWM1MDgwZWE0ZjE5Zjc0MWY1ZDlkZTc0NmE5,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121640,,S7-1-49,PROWHEEL,PROWH EBIKE SPIDER BOSCH GEN3 CL49,Araña PROWHEEL S7-1 para Bosch Gen3 - sin protector de plato,33.00,27.27,6.00,S7-1-49,43,8714109090,0,1,"<p>Araña PROWHEEL S7-1-49 (sin protector de plato)</p>
<p>BCD 104mm</p>
<p>Línea de cadena 49mm</p>","
Araña PROWHEEL S7-1-49 (sin protector de plato)

BCD 104mm

Línea de cadena 49mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,188,89,99,95,20,,,,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121640-1.jpg?context=bWFzdGVyfHJvb3R8NjM1NTd8aW1hZ2UvanBlZ3xhRFV3TDJoaE9DOHpNakkwTmpBd05qYzBNekEzTUM4NE1EQlhlRGd3TUVoZk1URXlNVFkwTUMweExtcHdad3w5MjM5MGYzMjhiM2IwOGVjZDIwMzZmZDhiYzg1ZTUwNTkzNGQ4MzNhMGM5ZDMzOWNmOWRhZGIyNmRlNGY4NzQ2,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121593,,EB03-L-175,PROWHEEL,PROWH EBIKE LH CRANKARM 175 BOSCH/BAF/YA,Biela izquierda PROWHEEL E-Bike aluminio 175mm ISIS - Bosch / Bafang / Yamaha,17.00,14.05,1.50,1121593,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,458,274,241,50,38,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121593-1.jpg?context=bWFzdGVyfHJvb3R8MzczOTB8aW1hZ2UvanBlZ3xhRGhpTDJoak15OHpNakV5TWpRNE9EUTROemsyTmk4NE1EQlhlRGd3TUVoZk1URXlNVFU1TXkweExtcHdad3xhMGZjN2Q2MTM2ZmY5YzdlNmM2ZjFkNjYxOWI3MzA0ODg4ZmI3N2MwZWZjZjU4MjdkNjA1N2VkYzlmYzAxYmRj,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116498,1116498,BURNER-232A-N-152-32,PROWHEEL,PROWH CRANKSET JUNIOR 152MM 32T,Bielas Prowheel JUNIOR 152mm 32T,56.49,46.69,30.35,1116498,7,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3471,847,278,227,55,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Infantil,,https://api.mybihr.com/medias/1116498-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE1NzQ5fGltYWdlL2pwZWd8YURNekwyaGxNeTh4TmpNMk16a3dPREl6TlRJNU5DOHhNVEUyTkRrNExURmZPREF3VjNnNE1EQkl8ZTQwZTU5MzJkYjRmYzE0M2Q5ZmU5M2VkZDMzMmYwMWYxNmU2ZjJkMzYwYjVkNjI3ODY2MjY5NTIxYjk1NGJkYQ,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116499,1116499,RPL-242AA-F-170-42T,PROWHEEL,PROWH CRANKSET CITY 170MM 42T,Bielas Prowheel CITY 170mm 42T,68.99,57.02,16.77,1116499,26,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3596,1013,283,231,55,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Ciudad,8 & 9,https://api.mybihr.com/medias/1116499-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM2NjU3fGltYWdlL2pwZWd8YUdRNEwyaGlZaTh4TlRZeU9EQTROREkwT0RZd05pOHhNVEUyTkRrNUxURmZPREF3VjNnNE1EQkl8OThlZjc1NDA0NjhkNjAyYWQ3YjI5ZTUzMDJlMTgzNTliNzBmNjM3YzZmYjZkMzJhMWNhMTgxZjkxNGFhNTU3OA,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101343,339,MY-A540,PROWHEEL,PROWH MTB CHAIN-WHEEL SETS. ALU.BICOLOR,PROWHEEL Set platos y bielas de bicicleta 3X7 / 3X8 Bielas 170mm,17.50,14.46,5.29,8430525005815,847,8714963010,0,1,"Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 48T/38T/28T.
Bielas: Aluminio forjado color plata. Largo: 170 mm.","Set platos y bielas de bicicleta 26-29''.
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero. Dentado 48T/38T/28T.
Bielas: Aluminio forjado color plata. Largo: 170 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3772,1188,284,233,57,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad & MTB & Trekking/Touring,7 & 8,https://api.mybihr.com/medias/1101343-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI1MDU5fGltYWdlL2pwZWd8YURJMkwyaGxPUzg1TmpNeE5UWXlOVGsyTXpneUx6RXhNREV6TkRNdE1WODRNREJYZURnd01FZ3wwODkyYTNlMGJkOTA0NGU4YmMyNDQ0MGM4NjU4NzA0YzBmZDBkNjhlNTZiNTEyY2RlZjRmYTVkNjY3ZGJmNmU1,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116480,1116480,PRA-11C(110/92)-170-,PROWHEEL,PROWH CRANKSET 170MM 40T,Bielas Prowheel 170mm 40T,28.99,23.96,7.92,1116480,65,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3638,791,280,224,58,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Ciudad,,https://api.mybihr.com/medias/1116480-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM2MTE1fGltYWdlL2pwZWd8YUdWbUwyaGlaQzh4TlRZeU1qWTJPVGN5T1RneU1pOHhNVEUyTkRnd0xURmZPREF3VjNnNE1EQkl8MGYxMjJhODNkNzkxZGE0NWZkOWY3MjBmNTQyNjYyMTNkM2Q4MTM4N2U3ZTE2YTAyZGIwOWM5YTBmNzJlNDY4Ng,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121586,,EB01-R-170,PROWHEEL,PROWH EBIKE RH CRANKARM 170 BAF/YAM/ANAN,Biela derecha PROWHEEL E-Bike aluminio 170mm JIS - Bafang / Yamaha / Ananda,16.00,13.22,8.59,1121586,9,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,551,250,208,53,50,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121586-1.jpg?context=bWFzdGVyfHJvb3R8MzY4NDl8aW1hZ2UvanBlZ3xhR0prTDJnd09DOHpNakV5TWpRNE5UY3pOVFExTkM4NE1EQlhlRGd3TUVoZk1URXlNVFU0TmkweExtcHdad3xlMzc0MDU2ZTZlMTM0Y2M4ZmRiZmUxY2FlMzI4OWJmMmI3NGFkN2E4MTMxODg5ZjRlZTBhZmY0MzVkNDM4Y2Q5,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121606,,EB05-R-170,PROWHEEL,PROWH EBIKE RH CRANKARM 170 BROSE,Biela derecha PROWHEEL E-Bike aluminio 170mm ISIS - Brose,17.50,14.46,2.05,1121606,67,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,380,266,217,50,35,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121606-1.jpg?context=bWFzdGVyfHJvb3R8MzYxOTh8aW1hZ2UvanBlZ3xhRE5tTDJnd01TOHpNakV5TWpRNU16VTVPVGMzTkM4NE1EQlhlRGd3TUVoZk1URXlNVFl3TmkweExtcHdad3w5MDQ1OTQzZTJlOTZjMmM4NmM4MTk2NTZmMGZmNGRhOGRlYzNhYWEyZjcwNjM1ZDUyYzJiOTExMWY5NjZjZjA1,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101429,13026,S106(3),PROWHEEL,PROWH SINGLESPEED CHAIN-WHEEL SETS,PROWHEEL Set plato y bielas de bicicleta 1 velocidad 40 Dientes Bielas 165mm,14.50,11.98,2.99,8430525130265,1289,8714109090,0,1,"Set plato y bielas de bicicleta 1 velocidad. Apto para Singlespeed / Ciudad.
Acero forjado. CoVEC.
Dentado: 40 dientes. 1/2’’x1/8’’x40T
Largo biela: 165 mm.","Set plato y bielas de bicicleta 1 velocidad. Apto para Singlespeed / Ciudad.
Acero forjado. CoVEC.
Dentado: 40 dientes. 1/2’’x1/8’’x40T
Largo biela: 165 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3848,812,285,225,60,,,,,,,,,,,,,,E-Bike & MTB,1,https://api.mybihr.com/medias/1101429-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcxOTcxfGltYWdlL2pwZWd8YUdFNEwyZ3lOeTg1TmpNeU1EQTNNREk0TnpZMkx6RXhNREUwTWprdE1WODRNREJYZURnd01FZ3w0MmExNDY3MmZlZjkxYTM4ZGMxZWMyNTZhNmQ0OWE0OTU4OWM5NDkzNDZiYzFiNjRhNjRkZGJmZTNiOTc4OTY5,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1104345,636,SS5364P-1,PROWHEEL,PROWH LEFT CRANK. STEEL GREY 170 DIAMOND,Biela izqda plastificada curvada,6.50,5.37,1.99,8430525032941,107,8714963010,0,1,"Left bicycle crank. 26-29''.
Steel. Grey. W/Plastic coating.
Length: 170 mm. (Spare part for REF.635)
Diamond axle taper.","Left bicycle crank. 26-29''.
Steel. Grey. W/Plastic coating.
Length: 170 mm. (Spare part for REF.635)
Diamond axle taper.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,252,414,206,36,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Carretera & Ciclocross & Ciudad & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104345-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0NTAzfGltYWdlL3BuZ3xhRE5pTDJnd015OHhNRGt5TnprME1qQXdPRGcyTWk4eE1UQTBNelExTFRGZk9EQXdWM2c0TURCSXxlNWU0NTVjNmU3YjMxZDkyYjE3NDU1NjQ3ZjJkNWRiMjA3MGI2YWQ3ZjJjMGM4YTZiY2QyZDE5MjJlZTRkODNj,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116481,1116481,PRA-11C(110/92)-175-,PROWHEEL,PROWH CRANKSET 175MM 42T,Bielas Prowheel 175mm 42T,27.99,23.13,6.76,1116481,70,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3524,854,281,228,55,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Ciudad,,https://api.mybihr.com/medias/1116481-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM2MTE1fGltYWdlL2pwZWd8YUdabEwyZ3paUzh4TlRZeU1qWTNNREV5TXpBek9DOHhNVEUyTkRneExURmZPREF3VjNnNE1EQkl8MDAzYzllODA4YmU4ODk1YzFiZWQ2ODE1OGI2OGZjNGU2NDZjMDUzODdiYjUwMzFjZmNjY2ZlYTUxOGE0MDdiNA,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121596,,EB03-R-175,PROWHEEL,PROWH EBIKE RH CRANKARM 175 BOSCH/BAF/YA,Biela derecha PROWHEEL E-Bike aluminio 175mm ISIS - Bosch / Bafang / Yamaha,17.50,14.46,9.40,1121596,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,201,280,218,40,23,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121596-1.jpg?context=bWFzdGVyfHJvb3R8MzczOTB8aW1hZ2UvanBlZ3xhREl6TDJnMU15OHpNakV5TWpRNE9UWTJOell4TkM4NE1EQlhlRGd3TUVoZk1URXlNVFU1TmkweExtcHdad3wzOTI2MzljOWM4MGJkYTNmYWQ5YzdmYWY2MTVlMzU3ZWRjMzczNjY5NTgzN2FlZTI5YzllYThlMjZmZGQxNWU3,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101394,356,MY-P501-MCWS,PROWHEEL,PROWH MTB CHAIN-WHEEL SETS,PROWHEEL Set platos y bielas de bicicleta 3X7 / 3X8 Bielas 170mm,18.98,15.69,4.50,8430525013537,2271,8714963010,0,1,"Set platos y bielas de bicicleta 26-29''
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero color negro. Dentado 48T/38T/28T.
Con protector de cadena.
Bielas: Acero, plastificadas color negro. Largo: 170 mm.","Set platos y bielas de bicicleta 26-29''
Transmisión de triple plato. Apto para sistemas de 3X7 y 3X8.
Platos: Acero color negro. Dentado 48T/38T/28T.
Con protector de cadena.
Bielas: Acero, plastificadas color negro. Largo: 170 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3292,1402,279,236,50,,,,,,,,,,,,,,Ciudad & MTB & Trekking/Touring,7 & 8,https://api.mybihr.com/medias/1101394-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAzMzg5fGltYWdlL2pwZWd8YUROaEwyaGtaQzg1TmpNeE9UTTNNams0TkRZeUx6RXhNREV6T1RRdE1WODRNREJYZURnd01FZ3wxYTc3OTZjZWEyYzQ2NjM1Yzg3YmExMThlMGJmMTY1Y2ZmNGFhMzUwNWMyNzVlNjM1OTE0MDgzYWRmMGUxZmVm,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1104350,658,P005-152,PROWHEEL,PROWH LEFT CRANK JUNIOR BLK 152 DIAMOND,Biela izquierda plastificada. Acero (152 mm),7.01,5.79,3.76,8430525035133,53,8714963010,0,1,"Left bicycle crank. Junior. 20-24''.
Steel. Black. W/Plastic coating.
Length: 152 mm. (Spare part for REF.657)
Diamond axle taper.","Left bicycle crank. Junior. 20-24''.
Steel. Black. W/Plastic coating.
Length: 152 mm. (Spare part for REF.657)
Diamond axle taper.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,299,392,191,46,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,BMX & Infantil,,https://api.mybihr.com/medias/1104350-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY1OTIwfGltYWdlL3BuZ3xhREU1TDJneFl5OHhNRGt5TnprME1qYzVOVEk1TkM4eE1UQTBNelV3TFRGZk9EQXdWM2c0TURCSXxmM2U0NjFmMjM4Nzc2NzJjZTUzYTFjY2Q5Yjc4ZDc1N2ZlNjQ5YjAxMTJiYmRiNzIzM2I2YTUwMTViZWE4NTQ1,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116490,1116490,A10B-152-32T,PROWHEEL,PROWH CRANKSET JUNIOR 152MM 32T,Bielas Prowheel JUNIOR 152mm 32T,32.50,26.86,10.99,12345678,93,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3619,632,280,235,55,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio,,,,Infantil,,https://api.mybihr.com/medias/1116490-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI2OTQ2fGltYWdlL2pwZWd8YUdWbUwyZzNaaTh4TmpNMk16a3hNalk1TVRjME1pOHhNVEUyTkRrd0xURmZPREF3VjNnNE1EQkl8ZGQ4M2E3ZDYyMDkxYmM4NjdhNzNjNTY3MGFlYzE1YjZiZWU5NWNmMmJiNTQ2ZWY3NWY3NTc4MjlhOTg3NmRhMw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1104414,11999,PS001-6T,PROWHEEL,PROWH BMX CRANKSET 8T AXLE TAPER 170,Juego de bielas + eje 8T BMX CR-MO,54.00,44.63,14.18,8430525119994,48,8714963010,0,1,"<p>Juego de bielas BMX. PROWHEEL<br>Brazo tubular secci�n ovalada CR-MO.<br>Color Negro. Largo 170 mm. Contacto de eje 8T.<br>Usar en combinaci�n con el pi��n 15283, el plato 15282 y el pedal W553 para un rendimiento �ptimo.</p>","
Juego de bielas BMX. PROWHEELBrazo tubular secci�n ovalada CR-MO.Color Negro. Largo 170 mm. Contacto de eje 8T.Usar en combinaci�n con el pi��n 15283, el plato 15282 y el pedal W553 para un rendimiento �ptimo.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1828,1464,247,151,49,,,,,,,,,,,,,,BMX,1,https://api.mybihr.com/medias/1104414-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDAxOTM1fGltYWdlL3BuZ3xhRGd3TDJnNFl5OHhNRGt5TnprME16azNORGswTWk4eE1UQTBOREUwTFRGZk9EQXdWM2c0TURCSXxmMzA2ZDFlMWQzZTYzM2QyODQ3Y2NlY2E3MjgxMGM3NWUxMDVhMDYxNjBjNjI4MThmZDU2NTM0MWNlYTUwYjdk,https://api.mybihr.com/medias/1104414-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTY5OTA4fGltYWdlL3BuZ3xhR0poTDJobE1TOHhNRGt5TnprME5ETTJPREUxT0M4eE1UQTBOREUwTFRKZk9EQXdWM2c0TURCSXw3ZjlmNjg2YmNkNzQxMjllNzM5ZWVhMTg4OGYyZWQ1NzBjMTgzZTgwYzMyZDA5MmMwYWUwYjBhYWU1MDNjNjY4,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1101514,6015,A005N-170MM,PROWHEEL,PROWH CRANK (170MM) LEFT / ALUMINUM / SI,Biela izquierda alumnio 170mm Plata eje Rombo,11.50,9.50,6.18,8430525060159,216,8714963010,0,1,Biela izquierda de bicicleta. Aluminio Forjado.Color: PlataEje rombo. Largo: 170 mm.,Biela izquierda de bicicleta. Aluminio Forjado.Color: PlataEje rombo. Largo: 170 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,371,212,218,50,34,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,,,https://api.mybihr.com/medias/1101514-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAxMTY1fGltYWdlL2pwZWd8YUdJekwyaGtPUzh4TVRnMU5ERXpOVGcxTXpBNE5pOHhNVEF4TlRFMExURmZPREF3VjNnNE1EQkl8ZTY3ZmM2ZGM1NzQ4MjYyZDEwYTlkZjgyZGVkNDY1YzJkODkyOTI2YTkxNDcyYjI1NTNiMGU2ZWQxZTFlZGRhYw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
