PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura pedalier (Mm),BCD (Mm),Color,Dientes,Factor I (Mm),Factor Q (Mm),Linea de cadena (Mm),Longitud de biela (Mm),Material de biela,Material de plato,Pedalier (BB),Peso (g),Transmisión,Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1121610,,EB07-R-170,PROWHEEL,PROWH EBIKE RH CRANKARM 170 SHI E8/E7/E6,Biela derecha PROWHEEL E-Bike aluminio 170mm SHI - Shimano E8000 / E7000 / E6100,21.01,17.36,3.50,1121610,33,8714109090,0,1,"<p>Biela de aluminio anodizado negro, compatible con sistema Shimano Deore XT FC-M8050 Hollowtech II E-MTB y Motores Shimano Steps E8000 / E7000 / E6100</p>","
Biela de aluminio anodizado negro, compatible con sistema Shimano Deore XT FC-M8050 Hollowtech II E-MTB y Motores Shimano Steps E8000 / E7000 / E6100",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,367,279,232,48,33,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121610-1.jpg?context=bWFzdGVyfHJvb3R8MzY3MzR8aW1hZ2UvanBlZ3xhRGN6TDJoak5DOHpNakV5TWpRNU5URTNNall6T0M4NE1EQlhlRGd3TUVoZk1URXlNVFl4TUMweExtcHdad3w4NzY5ZTY0Y2Y0NGY0MzRhODdjOGYzZTE3YmFkMDBhNmNjZjE4ZTJhZWZjMGE5OWEzYTgwY2U5OWQzZmRhZDcz,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121601,,EB04-R-165 (BNI),PROWHEEL,PROWH EBIKE RH CRANKARM 165 BOSCH/BAF/YA,Biela derecha PROWHEEL E-Bike aluminio 165mm BNI - Bosch,19.99,16.52,2.54,1121601,23,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,366,266,213,43,40,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121601-1.jpg?context=bWFzdGVyfHJvb3R8MzkzMDd8aW1hZ2UvanBlZ3xhREZrTDJoa01pOHpNakV5TWpRNU1UWXpNelk1TkM4NE1EQlhlRGd3TUVoZk1URXlNVFl3TVMweExtcHdad3wwZGVhM2I1N2Q1NmU5NTZiZTI4ZjA1NTdlZTk2ODg2YzcwNGFjZmFiMzQ5Y2M0ZjNkZWQ0YzBiMTFmNWNkYzk2,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116464,1116464,DMC-CR097A-TT-CS – 3,PROWHEEL,PROWH ALLOY CHAINRING DMC DMOUNT 34T,Plato Prowheel Aluminio DMC Direct Mount 34T,57.50,47.52,13.00,1116464,110,8714109090,0,1,"<p>Sistema de transmisi&oacute;n de la cadena anti ca&iacute;da : CHAINSNATCHER&trade; de Prowheel</p>
<p>La funci&oacute;n de guiado de retorno r&aacute;pido de la cadena y el uso de material ligero proporcionan a los ciclistas un estilo de conducci&oacute;n que aporta m&aacute;s libertad mientras la cadena se sale.</p>
<p>Durante la conducci&oacute;n, el sistema guiar&aacute; autom&aacute;ticamente la cadena de vuelta con precisi&oacute;n despu&eacute;s de que se salga. De este modo, podr&aacute; seguir conduciendo sin detenerse y experimentar la conducci&oacute;n m&aacute;s suave posible.</p>","
Sistema de transmisión de la cadena anti caída : CHAINSNATCHER™ de Prowheel

La función de guiado de retorno rápido de la cadena y el uso de material ligero proporcionan a los ciclistas un estilo de conducción que aporta más libertad mientras la cadena se sale.

Durante la conducción, el sistema guiará automáticamente la cadena de vuelta con precisión después de que se salga. De este modo, podrá seguir conduciendo sin detenerse y experimentar la conducción más suave posible.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,376,128,194,194,10,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio 7075-T6,,,,MTB,11 & 12,https://api.mybihr.com/medias/800Wx800H-1116464-1.jpg?context=bWFzdGVyfHJvb3R8ODUwMTd8aW1hZ2UvanBlZ3xhRFl5TDJoaVpTODBPRFEyT1RRNE5EWXdNVE0zTkM4NE1EQlhlRGd3TUVoZk1URXhOalEyTkMweExtcHdad3wyMGMzNjkzZDkzNmFmNTllOWVkYzFkOWFlNGM3M2MzMWRkNjliYTJhNzdhYTY2NTBkNDYxYWI3ZjM2YWZlZmYx,https://api.mybihr.com/medias/800Wx800H-1116464-2.jpg?context=bWFzdGVyfHJvb3R8ODkxNzZ8aW1hZ2UvanBlZ3xhR0V3TDJoak9TODBPRFEyT1RRNE5EazVORFU1TUM4NE1EQlhlRGd3TUVoZk1URXhOalEyTkMweUxtcHdad3wwZGMwYjkwOTY4MGIyZjQ3NDA1YTg2ZjA0MTU4OTFjOTcxNmJkZTE4YjI3ZDU1NWJjYTI1NzYxZTY1MTU4M2Ey,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121645,,SML BOLTS,PROWHEEL,PROWH EBIKE SML BOLTS SHI E8000/E7000/E6,Juego de tornillos para biela SML (Shimano) PROWHEEL - M20x1.0x12.5L,2.00,1.65,0.70,SMLBOLTS,5,8714109090,0,1,<p>Juego de tornillos de fijación para biela SML Shimano.</p>,"
Juego de tornillos de fijación para biela SML Shimano.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,37,14,54,38,18,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121645-1.jpg?context=bWFzdGVyfHJvb3R8NTQ3NDJ8aW1hZ2UvanBlZ3xhRE0wTDJnNU15OHpNakl4TXpjMk1qVXpPVFUxTUM4NE1EQlhlRGd3TUVoZk1URXlNVFkwTlMweExtcHdad3wxNzRhNDdlMTE1YjEzMzNkN2U3NDRmODZiNTY3NzJkYjg0NjQ0YTc2OWI4NWEzNGU1MmRlYjRhZTM2ZjY0NWUw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116463,1116463,DMC-CR097A-TT-CS – 3,PROWHEEL,PROWH ALLOY CHAINRING DMC DMOUNT 32T,Plato Prowheel Aluminio DMC Direct Mount 32T,54.99,45.45,15.00,1116463,119,8714109090,0,1,"<p>Sistema de transmisi&oacute;n de la cadena anti ca&iacute;da : CHAINSNATCHER&trade; de Prowheel</p>
<p>La funci&oacute;n de guiado de retorno r&aacute;pido de la cadena y el uso de material ligero proporcionan a los ciclistas un estilo de conducci&oacute;n que aporta m&aacute;s libertad mientras la cadena se sale.</p>
<p>Durante la conducci&oacute;n, el sistema guiar&aacute; autom&aacute;ticamente la cadena de vuelta con precisi&oacute;n despu&eacute;s de que se salga. De este modo, podr&aacute; seguir conduciendo sin detenerse y experimentar la conducci&oacute;n m&aacute;s suave posible.</p>","
Sistema de transmisión de la cadena anti caída : CHAINSNATCHER™ de Prowheel

La función de guiado de retorno rápido de la cadena y el uso de material ligero proporcionan a los ciclistas un estilo de conducción que aporta más libertad mientras la cadena se sale.

Durante la conducción, el sistema guiará automáticamente la cadena de vuelta con precisión después de que se salga. De este modo, podrá seguir conduciendo sin detenerse y experimentar la conducción más suave posible.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,454,108,154,155,19,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio 7075-T6,,,,MTB,11 & 12,https://api.mybihr.com/medias/800Wx800H-1116463-1.jpg?context=bWFzdGVyfHJvb3R8ODUwMTd8aW1hZ2UvanBlZ3xhRGc0TDJnMVlpODBPRFEyT1RRNE16Z3hORGswTWk4NE1EQlhlRGd3TUVoZk1URXhOalEyTXkweExtcHdad3w4MzQ1MTMxZjIyZDJlNzViZTMxYzViZjJjMTQ2YmM4NTY3NGY3ODJmMTEyZmNkZWZlMzU2MTM1N2M0ZDc1ZDgy,https://api.mybihr.com/medias/800Wx800H-1116463-2.jpg?context=bWFzdGVyfHJvb3R8ODkxNzZ8aW1hZ2UvanBlZ3xhR015TDJoaU1DODBPRFEyT1RRNE5ESXdPREUxT0M4NE1EQlhlRGd3TUVoZk1URXhOalEyTXkweUxtcHdad3xmMTlkOGNiYmY4MTc2ZjVkOTdhMzUzM2E2ZDI4YjAxMTRiM2U1YTc1YjNjNmIzMzEyOGM3NWM1MTk5ZGYzNjA1,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116503,1116503,OUNCE-621C-1-TT-172.,PROWHEEL,PROWH CRANKSET ROAD 172.5MM 50/34,Bielas Prowheel ROAD 172.5mm 50/34,135.00,111.57,16.04,1116503,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,15147,1365,297,255,200,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio,,,,Carretera,10 & 11,https://api.mybihr.com/medias/1116503-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcwOTY3fGltYWdlL2pwZWd8YUdGbEwyZ3dZaTh4TmpNMk16a3dOVGczTlRrNU9DOHhNVEUyTlRBekxURmZPREF3VjNnNE1EQkl8YTNkZGY1MTgwM2E1NDU5MjgwMDBlZWRjZGFiYjM1Mzc5YjA3Y2QxMDA3YWM5N2Q3YmJjZjYxZmM5NjUwZGM4NQ,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1104750,15402,TEN-581PT-28/40-175,PROWHEEL,PROWH BIKE CRANKSET. 2X10. CRANK 175MM,Plato-bielas MTB 2x10 175mm 28/40,110.00,90.91,40.09,8430525154025,7,8714109090,0,1,<p>Plato y bielas MTB 2X10 + Cartucho pedalier integrado hueco.</p><p>Bielas: Aluminio forjado 6061-T6. Negro anodizado.175mm.</p><p>Platos: Acero. Negro anodizado.</p><p>Dentado: 40/28T.</p>,"
Plato y bielas MTB 2X10 + Cartucho pedalier integrado hueco.
Bielas: Aluminio forjado 6061-T6. Negro anodizado.175mm.
Platos: Acero. Negro anodizado.
Dentado: 40/28T.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,12219,1415,285,221,194,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad & E-Bike & MTB & Trekking/Touring,10,https://api.mybihr.com/medias/1104750-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI5OTE0fGltYWdlL3BuZ3xhREpsTDJneU1DOHhNVE14T0RZNU5UTTJNalU1TUM4eE1UQTBOelV3TFRGZk9EQXdWM2c0TURCSXw3OTg0N2RkYWFmOWQ2NmNiM2MxZjUwYjFiZjY5ZDE3NmY0ZDM3MzM2NTAwNjk5NDkwOTY0OGFlY2QzNGZkYmFk,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121609,,EB07-L-170,PROWHEEL,PROWH EBIKE LH CRANKARM 170 SHI E8/E7/E6,Biela izquierda PROWHEEL E-Bike aluminio 170mm SHI - Shimano E8000 / E7000 / E6100,21.50,17.77,4.00,1121609,25,8714109090,0,1,"<p>Biela de aluminio anodizado negro, compatible con sistema Shimano Deore XT FC-M8050 Hollowtech II E-MTB y Motores Shimano Steps E8000 / E7000 / E6100</p>","
Biela de aluminio anodizado negro, compatible con sistema Shimano Deore XT FC-M8050 Hollowtech II E-MTB y Motores Shimano Steps E8000 / E7000 / E6100",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,212,278,223,38,25,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121609-1.jpg?context=bWFzdGVyfHJvb3R8MzY3MzR8aW1hZ2UvanBlZ3xhREkzTDJnMlppOHpNakV5TWpRNU5EYzNPVFF5TWk4NE1EQlhlRGd3TUVoZk1URXlNVFl3T1MweExtcHdad3xiYTc0M2E2ZTVlYjA2YjEyNmZiYmUxYWNlYjBlMjRlNjhiMzU0NDA2ZWNhNjRhZWY3ZTFhYmM1MWZiMmNkMjRh,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121605,,EB05-L-170,PROWHEEL,PROWH EBIKE LH CRANKARM 170 BROSE,Biela izquierda PROWHEEL E-Bike aluminio 170mm ISIS - Brose,17.00,14.05,2.50,1121605,65,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,475,267,215,48,46,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121605-1.jpg?context=bWFzdGVyfHJvb3R8MzYxOTh8aW1hZ2UvanBlZ3xhRGRqTDJnd1l5OHpNakV5TWpRNU16SXdOalUxT0M4NE1EQlhlRGd3TUVoZk1URXlNVFl3TlMweExtcHdad3wyOGI0Mjc2NGZjMzEwNjkwM2QwMGZhNWUzNzUyODJkOWFlNzIxYThmNjlmODI1NTgzMWVjNzEyYzg3ODE5MDcx,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121604,,EB04-R-170 (ISIS),PROWHEEL,PROWH EBIKE RH CRANKARM 170 ISIS BOSCH,Biela derecha PROWHEEL E-Bike aluminio 170mm ISIS - Bosch / Bafang / Yamaha,17.50,14.46,2.50,1121604,25,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,139,273,203,38,18,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121604-1.jpg?context=bWFzdGVyfHJvb3R8Mzg0MjZ8aW1hZ2UvanBlZ3xhR0kxTDJnMk1TOHpNakV5TWpRNU1qZ3hNek0wTWk4NE1EQlhlRGd3TUVoZk1URXlNVFl3TkMweExtcHdad3xiZjEzYmVjMmMyYjQ4YTc2NTRmY2M4YjZkMWJjNzJkOTg2ODAxMGFkM2QxZDdkN2ExYTZmZWYxOWU0YzFhYTky,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1104754,15406,TEN-681PT-175,PROWHEEL,PROWH BIKE CRANKSET. 3X10. CRANK 175MM,Plato-bielas MTB 175mm,115.00,95.04,61.78,8430525154063,12,8714109090,0,1,<p>Plato y bielas MTB 3X10 + Cartucho pedalier integrado hueco.</p><p>Bielas: Aluminio forjado 6061-T6. Negro anodizado.175mm.</p><p>Platos: 42T Aluminio 7050-T6. 32/24T Acero. Negro anodizado.</p><p>Dentado: 42/32/24T.</p>,"
Plato y bielas MTB 3X10 + Cartucho pedalier integrado hueco.
Bielas: Aluminio forjado 6061-T6. Negro anodizado.175mm.
Platos: 42T Aluminio 7050-T6. 32/24T Acero. Negro anodizado.
Dentado: 42/32/24T.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,12344,1397,283,226,193,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad & MTB & Trekking/Touring,10,https://api.mybihr.com/medias/1104754-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc2OTQ1fGltYWdlL3BuZ3xhR1kxTDJnNE1pOHhNVE14T0RZNU5qRTBPVEF5TWk4eE1UQTBOelUwTFRGZk9EQXdWM2c0TURCSXw2ZmU1ZDU2MDIxMWJiYzEzNjNiNWIxNGMxNDYzYTVhOTRlZGRhYzc1MDM5MWIzNDc1ODMzNzk5YWQzOGY1MWI0,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121585,,EB01-L-170,PROWHEEL,PROWH EBIKE LH CRANKARM 170 BAF/YAM/ANAN,Biela izquierda PROWHEEL E-Bike aluminio 170mm JIS - Bafang / Yamaha / Ananda,16.00,13.22,8.59,1121585,4,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,388,248,215,43,42,,,Negro,,,,,,,,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121585-1.jpg?context=bWFzdGVyfHJvb3R8MzY4NDl8aW1hZ2UvanBlZ3xhR05tTDJnd05DOHpNakV5TWpRNE5UTTBNakl6T0M4NE1EQlhlRGd3TUVoZk1URXlNVFU0TlMweExtcHdad3wxNjI4ODFkNjNkMTk1NWIwNzg0ZDBlNDE1YmQzOGZmMDRlZDE2NTMzOGU2MTY0MTZiOTNkNzBlZmNiMGFjZTU3,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1121617,,NWA38T,PROWHEEL,PROWH EBIKE CHAINRING 38T BAF/YA/SHI/BRO,Plato para E-Bike PROWHEEL 38 dents,31.00,25.62,10.50,NWA38T,6,8714109090,0,1,"<p>Plato para E-Bike PROWHEEL</p>
<p>Compatible con:</p>
<ul>
<li>Brose</li>
<li>Bafang</li>
<li>Shimano</li>
<li>Yamaha</li>
<li>Ananda</li>
<li>Bosch</li>
</ul>","
Plato para E-Bike PROWHEEL

Compatible con:

Brose
Bafang
Shimano
Yamaha
Ananda
Bosch
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,358,192,158,151,15,,,,,,,,,,Aluminio 7075-T6,,,,E-Bike,,https://api.mybihr.com/medias/800Wx800H-1121617-1.jpg?context=bWFzdGVyfHJvb3R8NTg3NjV8aW1hZ2UvanBlZ3xhRFl3TDJobVpTODVPRFU0T1RjMU9URXhNVEU1T0M4NE1EQlhlRGd3TUVoZk1URXlNVFl4TnkweExtcHdad3w2ZGJlYzNjOWQ0YmNlMDhkNGQ3MGM4NDljZjljMzg2YmMzNjUzMTAwZWM4ZjliZGQ5NWExZDc2OTczNTAxYTMy,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116494,1116494,RPL-421-160-48/32T,PROWHEEL,PROWH CRANKSET JUNIOR 160MM 48/32,Bielas Prowheel JUNIOR 160mm 48/32,40.00,33.06,21.49,1116494,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Infantil,8 & 9,https://api.mybihr.com/medias/1116494-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MTE0fGltYWdlL2pwZWd8YURkbUwyZzJNUzh4TmpNMk16a3dPVGt6T1RJek1DOHhNVEUyTkRrMExURmZPREF3VjNnNE1EQkl8NTFjYWNiYzFmNWFmMmQxNmJiMGZiOTE0MWQwNWNjY2M5YmY0NDc4ZWVmYzcyMjUyNDlkMjM1OWM0YmRjYTI2Nw,https://api.mybihr.com/medias/1116494-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTkyNDJ8aW1hZ2UvanBlZ3xhRGt4TDJoaE1TOHhOak0yTXpreE1ETXpNalEwTmk4eE1URTJORGswTFRKZk9EQXdWM2c0TURCSXxlNDUwZDhhYWQ1MjY5OTMwOTEyNTYxMDk3NDMzMGRkNjU2YzE4ZjI4YWMyMmJhMmM3ZjZjYjA4MGYyZjZjOWMx,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116504,1116504,OUNCE-721-F-TT-175-5,PROWHEEL,PROWH CRANKSET CITY/FOLD 175MM 56/46,Bielas Prowheel CITY/FOLD 175mm 56/46,135.00,111.57,23.00,1116504,19,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,,,,,Ciudad,10 & 9,https://api.mybihr.com/medias/1116504-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3MjM2fGltYWdlL2pwZWd8YUROaUwyZ3hPUzh4TmpNMk16a3dOVFE0TWpjNE1pOHhNVEUyTlRBMExURmZPREF3VjNnNE1EQkl8ZDFkMmZiZWIzOGY4Y2IwZDEzOTJkYzU0MjQ0MmY5MmU0Mjc5OWRhZTU1NmQ2NjQ5NDMxMmUyYzJiZjFlMWM5Yg,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116492,1116492,RPL-421-140-48/32T,PROWHEEL,PROWH CRANKSET KID 140MM 48/32,Bielas Prowheel KID 140mm 48/32,39.00,32.23,20.95,1116492,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Infantil,8 & 9,https://api.mybihr.com/medias/1116492-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MTE0fGltYWdlL2pwZWd8YURBMkwyaGxaUzh4TmpNMk16a3hNVFV4TWpBNU5DOHhNVEUyTkRreUxURmZPREF3VjNnNE1EQkl8NWMxNjg3OWFjOGZkOWVlODRkZTk3ODNjMTRmOGIwZjViNmE5NDBkNDY5NmE1OGJmYmEzZGE5ODRiMjY2ZDc2NA,https://api.mybihr.com/medias/1116492-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTkyNDJ8aW1hZ2UvanBlZ3xhRGM1TDJobE1DOHhOak0yTXpreE1Ua3dOVE14TUM4eE1URTJORGt5TFRKZk9EQXdWM2c0TURCSXwwYjgzMDQzZmQ4OGUxOGYyOTAxNDQwZWZjOGYyODBhMDRiZDViOTg5YTljYzYwMzUyOGFhY2YzOTM4ODVlOWQ1,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116509,1116509,RPT-721-TT-1-172.5-5,PROWHEEL,PROWH CRANKSET ROAD 172.5MM 50/34,Bielas Prowheel ROAD 172.5mm 50/34,165.00,136.36,57.00,1116509,16,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio 7075-T6,,,,Carretera,11,https://api.mybihr.com/medias/1116509-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3MDc4fGltYWdlL2pwZWd8YURaaEwyaGxPUzh4TmpNMk16a3dNelU0TWpJek9DOHhNVEUyTlRBNUxURmZPREF3VjNnNE1EQkl8NzhiOTYyNzQwMTg1ZDcwNzMzYmY0ZTMzMGRkZmExNWZlOTQ0NmVkMWRkMGU0MGNiZGY2ZDQyZGU0ZDIzYmQyYQ,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116493,1116493,RPL-421-152-48/32T,PROWHEEL,PROWH CRANKSET JUNIOR 152MM 48/32,Bielas Prowheel JUNIOR 152mm 48/32,39.00,32.23,20.95,1116493,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,Acero,,,,Infantil,8 & 9,https://api.mybihr.com/medias/1116493-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MTE0fGltYWdlL2pwZWd8YUdFM0wyaG1ZaTh4TmpNMk16a3hNVEV4T0RnM09DOHhNVEUyTkRrekxURmZPREF3VjNnNE1EQkl8YTc3NWJmMjE0MDQxY2QyNTVjMTcwMjc2ZDhiYzU1OTJiNmE3OWIxNzdhYzRhMTY2ZjhlMTdjZjZjY2IyNmUxMA,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116510,1116510,RPT-721-TT-1-172.5-5,PROWHEEL,PROWH CRANKSET ROAD 172.5MM 53/39,Bielas Prowheel ROAD 172.5mm 53/39,165.00,136.36,28.00,1116510,16,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,Aluminio 6061-T6 Forjado,Aluminio 7075-T6,,,,Carretera,11,https://api.mybihr.com/medias/1116510-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3MDc4fGltYWdlL2pwZWd8YUdOaUwyaG1ZUzh4TmpNMk16a3dNekExTnprMU1DOHhNVEUyTlRFd0xURmZPREF3VjNnNE1EQkl8NzU0MTJlM2YyZDcwODE3MDA5YmE1MDZkNTFlZTg2OWI4YTg2OGM0ODAwYzI1M2RjMTE2MWZjMTEwODQ4OGJjMw,,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
1116486,1116486,PW-BB100,PROWHEEL,PROWH INTEGRATED TT FATBIKE BB100MM,Eje pedalier integrado Prowheel FATBIKE BB100,23.99,19.83,8.99,PW-BB100,8,8714109090,0,1,"<p>BB standard : integrated fat bike&nbsp;<br>
BB shell width : 100mm&nbsp;<br>
BB compatibility : bc1.37&rdquo;x24t<br>
BB cups with &oslash;24mm spindle<br>
Bearing cup :&nbsp;<br>
alloy, forged<br>
external black&nbsp;</p>","
BB standard : integrated fat bike 
BB shell width : 100mm 
BB compatibility : bc1.37”x24t
BB cups with ø24mm spindle
Bearing cup : 
alloy, forged
external black ",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1116486-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIyMDcwfGltYWdlL2pwZWd8YUdNMUwyaGxPQzh4TmpRNE5qWTBPRGszTVRJNU5DOHhNVEUyTkRnMkxURmZPREF3VjNnNE1EQkl8MDI3YzBmYzYwNGVjNDIxMjY0ZmY5MjA3YzlmNmU3MGRiOGYwYmU3NjQ4NGVlZDQwMWNkZjk0NDRiOWQyMzNkZg,https://api.mybihr.com/medias/1116486-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxNDc5fGltYWdlL2pwZWd8YURoakwyZzVNeTh4TmpRNE5qWTBPVE0yTkRVeE1DOHhNVEUyTkRnMkxUSmZPREF3VjNnNE1EQkl8NGE4Mjg4NzIxZjJiNGI4MmUzZGQ1ZDJlNzg0MTFhM2M0MDI0MjJkYzZiMTg5N2E1ZjZlZjc2MTdhOGRjYzc2MA,,,https://static.bihr.pro/eBihr/Pictures/PROWHEEL-pictures.zip,Spain Warehouse (Parts)
