PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,DeliveryPlant
1012985,43668,VHPT000000160,ARTEIN,"ARTEI GASKET SMALL THERM PROT 1,6MM",Protector térmico adhesivo ARTEIN grueso (140x195x1.6mm) - VHPT000000160,7.73,6.39,3.83,8434579008297,11,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,282,40,141,200,10,https://api.mybihr.com/medias/1012985-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5NzB8aW1hZ2UvanBlZ3xhR1UxTDJnNU5TOHhOVFF5TVRBNE56a3dOemczTUM4eE1ERXlPVGcxTFRGZk9EQXdWM2c0TURCSXxhYTYwM2JkMDY0MTljNGE0MWQzYzg0Y2Q2ZjQ5MzUyOTZmYTVlOTJmYTZkYzIxZDFmMjgyZjA1MDBkODI4OTI4,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012701,37467,J0000PG000392,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PG000392,12.37,10.22,6.13,8434579002486,0,8484900090,0,1,"Este kit se sirve con 2 juntas de base cilindro en material tipo Klinger. Con esta modificación ampliamos las opciones de compresión y, al mismo tiempo, conseguimos una mayor estanqueidad.","Este kit se sirve con 2 juntas de base cilindro en material tipo Klinger. Con esta modificación ampliamos las opciones de compresión y, al mismo tiempo, conseguimos una mayor estanqueidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,793,30,169,247,19,https://api.mybihr.com/medias/1012701-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR0l5TDJobVlpOHhOVFF5TURZeE5URTVOamN3TWk4eE1ERXlOekF4TFRGZk9EQXdWM2c0TURCSXw4NDFhYjFhNzdmNzUxZTJlNWVkYTIzZjY1ODgyNzA0OTk2ZDAwNGQyMDBlMDc0NDZiZTRlZmRjYWE2ZGY1ZjA4,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012575,43352,J0000DB000122,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000DB000122 Derbi VARIANT, SLE",12.89,10.65,6.39,8434579000338,5,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,859,42,210,341,12,https://api.mybihr.com/medias/1012575-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR0V6TDJneE5TOHhOVFF5TURRd01EZzVNems0TWk4eE1ERXlOVGMxTFRGZk9EQXdWM2c0TURCSXw3OWEyMzJhNzkxNWVhZGQ3MGZjNjZhNTI5OGQwMmZjYjc5MzczOTRmZjQ3NTFhN2VlODQ1N2I1YTAyNzllZmM1,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012798,43361,J0000DB000426,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000DB000426 Derbi HUNTER, PADDOCK, MANHATTAN, ATLANTIS, PREDATOR O2",24.72,20.43,12.26,8434579002769,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1092,70,201,494,11,https://api.mybihr.com/medias/1012798-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRGs0TDJobVlTOHhOVFF5TURZMk1ESTROVFEzTUM4eE1ERXlOems0TFRGZk9EQXdWM2c0TURCSXwzNmYwMDQyN2VjZmExYzE5MDUxNDhjNjI0ZjVhYzgxMWQwNzFiMjcyYzE2Mzc5ZDUwMWIwZWY2YzZiNGM2MDMw,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012602,43372,J0000GL000315,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000GL000315 Gilera KZ 125, MX1 125, MXR 125, KK 125, XR1 125",53.05,43.84,26.30,8434579001953,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,934,84,210,342,13,https://api.mybihr.com/medias/1012602-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR0poTDJnMllTOHhOVFF5TURReU56YzJNemMwTWk4eE1ERXlOakF5TFRGZk9EQXdWM2c0TURCSXw4Zjk2OThjNTI4NmQyNGU2N2RiODYyN2NlNzYxOWJkNzU0MDlkZjkyZjQ0ZmNiZGVhNDE1ZGNlODYzZTJhYjg1,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012539,37426,J0000KM000708,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein Agility 125,60.78,50.23,30.14,8434579003841,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,772,90,204,344,11,https://api.mybihr.com/medias/1012539-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRGM0TDJnMU5pOHhOVFF5TURReE9UQTBOelExTkM4eE1ERXlOVE01TFRGZk9EQXdWM2c0TURCSXwzNGMyMTVkMWQyZjA4MmUzMGUzMTE3YWYzYTg4OGYyZGY3ZGE5ZjFjNDVjOGIxNTE3MTdmZWYyZDlhNmFiYmYy,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1013001,43592,P015000002307,ARTEIN,ARTEI SEAL VALVE STEM,JUNTA LAMINAS Minarelli Scooter Artein CS 4900 P015000002307,2.07,1.71,1.03,8434579018456,47,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,50,4,88,71,8,https://api.mybihr.com/medias/1013001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1MTN8aW1hZ2UvanBlZ3xhR1kwTDJnd1pDOHhOVFF5TVRBNU5ERTVPVE15Tmk4eE1ERXpNREF4TFRGZk9EQXdWM2c0TURCSXw0ZWM0Nzc0OGYwYmU0ZWY2NTBmODgxYjBhNTdmODMxNGQxM2IxZjY3NWQyMjNiODhkNGE4MWNiNTc0NjE1YzQx,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012893,43536,K0000SZ0K0719,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000SZ0K0719 Suzuki BURGMAN 200 (>2007),43.78,36.18,21.71,8434579006682,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,340,50,145,213,11,https://api.mybihr.com/medias/1012893-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR013TDJnMVpDOHhOVFF5TVRBMU1UWTJOalEyTWk4eE1ERXlPRGt6TFRGZk9EQXdWM2c0TURCSXwyZjFkMTI2ZDIyYTJhMzlhOThkZDk0NDBiODkxZTM3YTAyYjMyNDk5MzJhYWRkOTU3NWM4YzU4MGZhM2U1ZWQ1,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012907,43546,K0000YM0K0701,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000YM0K0701 Yamaha X-CITY 125 VP (>2008), X-MAX 125 YP-R (>2006)",40.69,33.63,20.18,8434579006514,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,283,50,146,215,9,https://api.mybihr.com/medias/1012907-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhREV4TDJnd1l5OHhOVFF5TVRBMU56RTNNVFE0Tmk4eE1ERXlPVEEzTFRGZk9EQXdWM2c0TURCSXw2MDJjNzQ2YjViNzQ5OGQwODg1MjBkZGFhZTI0MWJkZDhjMmQ3ZDI0YjZiM2ZiYWNjMTExNTdlNzU3ZmZiNGFm,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012804,37524,K0000HN0K0351,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein CB250 Two Fifty K0000HN0K0351,49.96,41.29,24.77,8434579005302,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,222,58,147,216,7,https://api.mybihr.com/medias/1012804-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRFF5TDJnek9DOHhOVFF5TURZM01UQTVPRGt4TUM4eE1ERXlPREEwTFRGZk9EQXdWM2c0TURCSXw2ODMzOTQ3YmExOTI2ZTZlNDJhOTRkMjJlMTE3Nzc5Y2U0ZDA0ZWZiYzc5NjA1NGUzZmM4MjRhZjBlNTc5ZDli,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012873,43519,K0000PT0K0410,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000PT0K0410 Peugeot ZENITH, SV 50, ELYSEO 50, SPEEDFIGHT 50 aire, BUXI, SQUAB, LOOXOR 50",6.18,5.11,3.07,8434579005678,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,67,12,103,108,6,https://api.mybihr.com/medias/1012873-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR016TDJnMU15OHhOVFF5TVRBME16Z3dNakUwTWk4eE1ERXlPRGN6TFRGZk9EQXdWM2c0TURCSXxlOGNlZDEwZGM5OThjNDE3YTljNzYxN2NjNzYzNTU1Y2U2ZDVmODNlOGYwOTI3ZjE5YWM3YWRlMjM5MDQzMDEz,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012485,43625,P02I000001840,ARTEIN,ARTEI GASKET BASE,JUNTA CILINDRO 50 cc Artein Oil P02I000001840,2.07,1.71,1.03,8430525436251,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,105,4,79,148,9,https://api.mybihr.com/medias/1012485-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR1k1TDJoa01pOHhOVFF5TURRek1qZzNOVFUxTUM4eE1ERXlORGcxTFRGZk9EQXdWM2c0TURCSXwwZGJhNWJiM2ViNzgzMTkxZGNjMmQ5ZmM5YmQ0OGM0ZTc1ZTI3NDZmMGU0ZTZlOTczOGQ4NWI1OGYzNGZmOGNk,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012868,43514,K0000PG0K0477,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000PG0K0477 Piaggio LXT 180 HEXAGON 2T LC (1998-1999),25.76,21.29,12.77,8434579006095,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,341,44,147,211,11,https://api.mybihr.com/medias/1012868-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR1ppTDJoa09DOHhOVFF5TVRBME1UZ3pOakEyTWk4eE1ERXlPRFk0TFRGZk9EQXdWM2c0TURCSXw1OThhZTk2YWI3NDgxNGU3ODBlMWZjNTA1OTYyOGE1MjJkMWUwZmY3ZDhiNDQ5Mzk1YjY4ZmQ3MGI3MWQxMjFh,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012915,37525,K0000HN0K0360,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein SH125i K0000HN0K0360,26.79,22.14,13.28,8434579005340,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,244,36,146,209,8,https://api.mybihr.com/medias/1012915-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRGswTDJnd01pOHhOVFF5TVRBMk1ETXhOekl4TkM4eE1ERXlPVEUxTFRGZk9EQXdWM2c0TURCSXxmNTEyZTlhNWFhMjUwMDkwMWI4ZDY4OTQ3ZDIyNGY5YmI0YTUyNmYxOWU1NzhiOWNhYWQ1ZGI4ODY0MzBkOWM2,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012854,43500,K0000KM0K0599,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000KM0K0599 Kymco VITALITY 50 4T, AGILITY R10 50 4T, AGILITY R12 50 4T (Motor GY6)",22.66,18.73,11.24,8434579006309,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,249,28,146,213,8,https://api.mybihr.com/medias/1012854-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhREl5TDJnd09TOHhOVFF5TVRBek5qTXpNVEF6T0M4eE1ERXlPRFUwTFRGZk9EQXdWM2c0TURCSXw5MGVmNzY0ZDk0Nzk3YjVlNDc3NzY5ZGEwYWU2NmY0OTQ5NmE5OGQzZWUyYjU4ODcxYzEzMmYyYTI3NTc0MDMy,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012860,43506,K0000MN0K0406,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000MN0K0406 MOTOR MINARELLI AM 50 3-4-5-6 (hasta 2.000),10.82,8.94,5.36,8434579005647,4,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,185,20,112,138,12,https://api.mybihr.com/medias/1012860-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR0V3TDJobE55OHhOVFF5TVRBek9EWTVNRE16TkM4eE1ERXlPRFl3TFRGZk9EQXdWM2c0TURCSXxhYzAzYTE0OTFiNzQ0ZTJmODRhN2U1YjUwODQxYTNjMGVlYmYzZDBkOWUyM2NjNDJiZDY0Y2E1OGZkNTcwZTlj,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012892,43535,K0000SZ0K0718,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000SZ0K0718 Suzuki SIXTEEN 125 (>2008),32.45,26.82,16.09,8434579006675,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,304,42,144,211,10,https://api.mybihr.com/medias/1012892-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRFJsTDJnMllpOHhOVFF5TVRBMU1USTNNekkwTmk4eE1ERXlPRGt5TFRGZk9EQXdWM2c0TURCSXxhYWNjYjhhOWU3ZTVhNjA4ZGRlNWY4MTgwMDliNzBjYjczZmM0YTY3ZTYyOTI5ZGNhMTU4MDYwNzhmMGE4NmE0,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012800,37531,K0000KM0K0708,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein Agility 125,34.00,28.10,16.86,8434579006576,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,305,38,146,209,10,https://api.mybihr.com/medias/1012800-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR013TDJnNU5DOHhOVFF5TURZMk1URXpOelF6T0M4eE1ERXlPREF3TFRGZk9EQXdWM2c0TURCSXw5NmI3MDlhYTY2ZDViNDllZDkwZTNkOTExMzFiYWU0Y2RlMTYwMjM0ZTdkZTVhZDFkYmJjM2ZhZDRlMmUyYzY0,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012920,37564,K0000YM0K0702,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein Yamaha NXC CYGNUS X125,42.24,34.91,20.95,8434579006521,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,560,48,146,213,18,https://api.mybihr.com/medias/1012920-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRFZqTDJoalpTOHhOVFF5TVRBMk1qSTRNekk1TkM4eE1ERXlPVEl3TFRGZk9EQXdWM2c0TURCSXw5N2NmZGRlNGFkNGI2YjIzZDY0M2U4YmZhODQxYzIwYmRiMzBmODVmYzI0Y2YxYWU1YTIyNTYwYTM2YTFjYjEy,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012841,43489,K0000HN0K0312,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000HN0K0312 Honda NSR 75, CRM 75",19.58,16.18,9.71,8434579005128,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,146,52,109,112,12,https://api.mybihr.com/medias/1012841-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRE0xTDJnMlpDOHhOVFF5TURZNU56Z3pOelU1T0M4eE1ERXlPRFF4TFRGZk9EQXdWM2c0TURCSXw3OGI3Nzg0OTA3YTRjMjk1ODQxY2RmMTU2YjQzMmYyMDQ5OWEzNWM3NmU3ZjA1MjQwMWEyOWI2MzcxMmM0NTY3,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012901,43541,K0000YM0K0376,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000YM0K0376 Yamaha  MAJESTY YP 250 DX (1996-2003), X-MAX 250 YP R (05-10),",49.44,40.86,24.52,8434579005432,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,374,62,149,209,12,https://api.mybihr.com/medias/1012901-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR1UzTDJobE5TOHhOVFF5TVRBMU5EZ3hNakU1TUM4eE1ERXlPVEF4TFRGZk9EQXdWM2c0TURCSXwxYjEwMDgzODFlMWQwYzYxZWI4OTZlN2YxZDQxNmI5ZDBhZjIwYTNjZTBlZDJlMzliNGU5MGU5ZGI5YTQyMDJi,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012900,43540,K0000YM0K0375,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000YM0K0375 Yamaha DT 125 R / TDR 125,29.37,24.27,14.56,8434579005425,5,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,336,54,146,209,11,https://api.mybihr.com/medias/1012900-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRFEyTDJoa09DOHhOVFF5TVRBMU5EUXhPRGszTkM4eE1ERXlPVEF3TFRGZk9EQXdWM2c0TURCSXwzMjUzM2MwNmQyNTRjNzEyOGVkOWY2OTcxODAxNGE0ZjBjOGYyNWM2NGE5OTk0MTFkYjAxOWI5YTEyYmQyNTAw,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1113231,37557,K0000SZ0K0439,ARTEIN,ARTEI TOP END GASKET SET,Kit juntas de cilindro Artein K0000SZ0K0439,17.00,14.05,8.43,8434579005906,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,140,42,234,150,4,https://api.mybihr.com/medias/1113231-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRFk1TDJnd1pTOHhOVFF5T1RZMk9UUTROall5TWk4eE1URXpNak14TFRGZk9EQXdWM2c0TURCSXwzN2RlOTcyNDU2MjI1NDM5ZjEyMmIxNmNhNmNjNzU5MzBlM2ExNzM1NzFiN2NjNDcyZmQ1YWQ4MmZjMDBjMDg5,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012802,37545,K0000PG0K0703,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein Atlantic 125/200 (03-05),65.41,54.06,32.44,8434579006538,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,790,112,167,249,19,https://api.mybihr.com/medias/1012802-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR1UwTDJnM09DOHhOVFF5TURZMk1UazRPVFF3Tmk4eE1ERXlPREF5TFRGZk9EQXdWM2c0TURCSXw1Mjk3YWI0OTdiNmI0NTllYTY0NjRjYzk1MTg5Y2JjOGE1MjljMmRkYzI3YjdjN2VmZmJlNjIwZGQ1MTBjZWFh,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012932,43559,P001000002700,ARTEIN,ARTEI GASKET CYLINDER HEAD COVER,JUNTA CULATA Ø 44 Aluminio Artein P001000002700,2.58,2.13,1.28,8430525435599,36,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,103,6,77,64,21,https://api.mybihr.com/medias/1012932-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRFV5TDJoa09DOHhOVFF5TVRBMk56QTJOelF5TWk4eE1ERXlPVE15TFRGZk9EQXdWM2c0TURCSXw4YjhhMjc4ODhiZWQyNGNjMmM5MzUwN2Q4OTFjZTY0ZDNjODQwNGU0NTZjNGRmYTY2NTRjZDA0NjYzM2UzMTYy,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012803,37546,K0000PG0K0704,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein Atlantic 125/200 (06-08),54.60,45.12,27.07,8434579006545,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,858,78,146,210,28,https://api.mybihr.com/medias/1012803-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR0UyTDJneFlTOHhOVFF5TURZM01EY3dOVFk1TkM4eE1ERXlPREF6TFRGZk9EQXdWM2c0TURCSXw4Y2RiYzVhNDdmMmE5OGI5NjcxNGEzNDQ1OGVmMjVlY2RkNDFlMDc2YjdhZDk3MmYwNGFjNzQyODA1ZWM1NmEx,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012813,43469,K0000DB0K0145,ARTEIN,ARTEI GASKET CYLINDER SET,"Kit juntas de cilindro Artein K0000DB0K0145 Derbi GPR 50, SENDA 50 (hasta 2005 - Mot. Derbi  Junta culata Acero 0,25 mm)",11.34,9.37,5.62,8434579004756,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,104,20,107,108,9,https://api.mybihr.com/medias/1012813-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRGc0TDJnM05pOHhOVFF5TURZM05EWXpOemcxTkM4eE1ERXlPREV6TFRGZk9EQXdWM2c0TURCSXw3ODI3ZjJiYTFhODFiZWQ4ZTU1NzViYjc0ODhmNmVlNGNlMjMzZjRiYjc1MjgyOTlkMDRiYjMxZmRkYzUyZjYz,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012874,43520,K0000PT0K0412,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000PT0K0412 Peugeot SPEEDFIGHT 50 LC,11.34,9.37,5.62,8434579005685,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,110,18,110,111,9,https://api.mybihr.com/medias/1012874-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR1JoTDJnd01DOHhOVFF5TVRBME5ERTVOVE0xT0M4eE1ERXlPRGMwTFRGZk9EQXdWM2c0TURCSXwwMDBjMmY3YTYwNjJmZjhhOTFiN2YwNzgzN2NjNzcwNzJiNzE5ODBhZWEyZTlkZDRkNjFlZTc4ZmYxZTU1MzQ5,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012898,37562,K0000YM0K0371,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000YM0K0371,43.78,36.18,21.71,8434579005395,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,367,46,145,211,12,https://api.mybihr.com/medias/1012898-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRGRtTDJnM05TOHhOVFF5TVRBMU16WXpNalUwTWk4eE1ERXlPRGs0TFRGZk9EQXdWM2c0TURCSXw3Yjg2MDhhY2ViZjU1NzQyMTNhMTEzYTExMjJkZTFmNjljZjY4MzUxYmI4MjViOGU5YWRkMTY1NDU1NTg4ZTIx,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012861,43507,K0000MN0K0420,ARTEIN,ARTEI GASKET CYLINDER SET,Kit juntas de cilindro Artein K0000MN0K0420 MOTOR MINARELLI MA 50 HORIZONTAL LC,9.79,8.09,4.85,8434579005722,16,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,130,18,110,131,9,https://api.mybihr.com/medias/800Wx800H-1012861-1.jpg?context=bWFzdGVyfHJvb3R8MTI0NDIyfGltYWdlL2pwZWd8YURNeEwyZzJOeTg0TWpJME1UWXhPVFV5TlRZMk1pODRNREJYZURnd01FaGZNVEF4TWpnMk1TMHhMbXB3Wnd8MjRhNWNjZGYxMGUxOWYzMDc4NGI2MGRjNjRjNGQzOTRkNTgzYThkNmRjN2QyMTBmNjA3YmQwYjkwNjRlOWE0OQ,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
