PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,DeliveryPlant
1012522,43602,P018000001176,ARTEIN,ARTEI GASKET CLUTCH,JUNTA TAPA EMBRAGUE Artein CS 4900 P018000001176,6.70,5.54,3.32,8434579014434,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,603,14,159,316,12,https://api.mybihr.com/medias/1012522-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRE00TDJnME55OHhOVFF5TURVMU16RTVPVFkwTmk4eE1ERXlOVEl5TFRGZk9EQXdWM2c0TURCSXwxMzM4NWViY2Y5NzRjODY5MTUzNmI5MGMzYzEzNWExMTdlYWU2YTFjYTQ4YjUwYmVkMmEyZjBiYTk2MThiMWJj,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012525,37580,P018000004016,ARTEIN,ARTEI GASKET CLUTCH,Junta tapa embrague Artein Daelim Roadwin,6.18,5.11,3.07,8434579022484,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,540,10,193,233,12,https://api.mybihr.com/medias/1012525-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRGMwTDJoa015OHhOVFF5TURRek5qZ3dOemN4TUM4eE1ERXlOVEkxTFRGZk9EQXdWM2c0TURCSXxlOTJiY2RiYzlmNzE4YjNkNjVhN2NmMTQ1Mzg5Y2YzZmNjNmVlZTBlNGE5NWVmZGIwYzE2NmM2MjI5NTM2ZDVk,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012535,37575,P018000001853,ARTEIN,ARTEI GASKET CLUTCH,Junta tapa embrague Artein P018000001853,17.52,14.48,8.69,8434579016797,5,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,763,26,203,376,10,https://api.mybihr.com/medias/1012535-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRFJsTDJobU1DOHhOVFF5TURNNU56YzBPREkxTkM4eE1ERXlOVE0xTFRGZk9EQXdWM2c0TURCSXxkMzE2Zjc3NDU4Mzg1MDg0YWM3YzQyNjY4Mzc2NjNlODVkMTkyNjRhYmE0YTViM2RhNjBhZjYzMjU5Yzk5MTAz,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012529,37577,P018000002475,ARTEIN,ARTEI GASKET CLUTCH,Junta tapa embrague ARTEIN - Minarelli AM 3/4/5/6,4.13,3.41,2.05,8434579019170,14,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,255,12,183,232,6,https://api.mybihr.com/medias/800Wx800H-1012529-1.jpg?context=bWFzdGVyfHJvb3R8MTczMjUzfGltYWdlL2pwZWd8YUdKaUwyaGhaaTg0TVRZMk56WXhPRE0zTXpZMk1pODRNREJYZURnd01FaGZNVEF4TWpVeU9TMHhMbXB3Wnd8ZjU0Mzg4OGRiNWZhM2ZhNmY1MmE5Y2U0OWNjZDllYzdlOGI0MjI3YTkxN2ZhMWI0NDBlZGM1YThiZmE2NTY5MQ,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012799,43568,P003000002704,ARTEIN,ARTEI GASKET CRANK CASE COVER,JUNTA TAPA CARTER Artein CS 4900 Artein P003000002704,3.61,2.98,1.79,8434579019910,8,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,118,8,128,153,6,https://api.mybihr.com/medias/1012799-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2Nzh8aW1hZ2UvanBlZ3xhREJoTDJobFpDOHhOVFF5TURZMk1EWTNPRFk0Tmk4eE1ERXlOems1TFRGZk9EQXdWM2c0TURCSXxkNDY1N2JmNjYxNGJkYWNhNDE2NjdlMGYxNDU0YTUzMDUxZGYyN2JkYTE5MjM3ZTBhNmU1OGVlODc1NDI4MWU1,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012996,43569,P003000004028,ARTEIN,ARTEI SEAL CRANK CASE,JUNTA CARTER Artein CS 4900 Artein P003000004028,5.15,4.26,2.56,8434579022590,5,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1555,12,165,248,38,https://api.mybihr.com/medias/1012996-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAzOTh8aW1hZ2UvanBlZ3xhR1U1TDJoak1pOHhOVFF5TVRBNU1qSXpNekkwTmk4eE1ERXlPVGsyTFRGZk9EQXdWM2c0TURCSXxlMjg5OTI4MTA0MjMzMjgyYWM2NDgzMmQ0NGRjNDdhMWNmMWQxMTBmNjI5ZjRhY2YxMTI2ZGEyMjgzNDcwYTBl,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012708,43433,J0000PT000179,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PT000179 Peugeot SX5 49 cc,26.27,21.71,13.03,8434579000840,4,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,604,60,351,215,8,https://api.mybihr.com/medias/1012708-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRGN4TDJneU9DOHhOVFF5TURZeE56RTJNamM0TWk4eE1ERXlOekE0TFRGZk9EQXdWM2c0TURCSXxlMjcxMmIxNmE2MzMzYWE4MGJkM2VlZjRkYTAwYTI4Y2VkMGY4NDk0ZjNlZDBlZDFmNmEyODllYTk3NTQzYTU5,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012782,37492,J0000SY000714,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein Peugeot TWEET 125 4T, Sym SYMPHONY 125",94.77,78.32,46.99,8434579003902,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1383,134,205,482,14,https://api.mybihr.com/medias/1012782-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR1kyTDJnM05DOHhOVFF5TURZMU16azVOREF4TkM4eE1ERXlOemd5TFRGZk9EQXdWM2c0TURCSXwwMmRhY2E0NzUxY2JmMTg2YmVkNTI0ZDc0NjJjZWMyMjRjMWUzNGQzOGNhZDdiNzQ3MWUzMWRiNGZiZGZhZDhh,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012738,37487,J0000SS000176,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000SS000176,45.85,37.89,22.73,8434579000819,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,837,94,215,354,11,https://api.mybihr.com/medias/1012738-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhR1ZsTDJnNE9DOHhOVFF5TURZeU9UQXlORGM1T0M4eE1ERXlOek00TFRGZk9EQXdWM2c0TURCSXwyMjJiMDg3MzRmMzRkN2FmNzI5NGQ4Nzc0ZWU5ZDY3ZWQxMDgyYzNmNDRiNjdiYmJmNzBhZjU3NzZiMmQ3MzQ3,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012624,43391,J0000HN000470,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000HN000470 Honda NSR 125, CRM 125",49.96,41.29,24.77,8434579003025,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,808,96,213,345,11,https://api.mybihr.com/medias/1012624-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhREpqTDJnMlppOHhOVFF5TURVMk5EWXdNamt4TUM4eE1ERXlOakkwTFRGZk9EQXdWM2c0TURCSXwyNzc4ZGNlZTMxYzdlZTllMGZjYmNjM2E5YjRhZTRmZjE3Y2UxOGJlODhmYWY5MzZiZjViNThmNjc1NjA4MmRh,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012657,37447,J0000MT000158,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000MT000158,32.96,27.24,16.34,8434579000659,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,527,72,215,350,7,https://api.mybihr.com/medias/1012657-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRGxpTDJoa09DOHhOVFF5TURVMk9ERTBNVGcxTkM4eE1ERXlOalUzTFRGZk9EQXdWM2c0TURCSXw0ODMyNDI0ZmRiODVjODljNTk0MjI0OGExNjM1OGE5YjZjZjg4NDJiYmMwODNmMTIyZmUwNzUzZGYwNjc5YzRi,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012632,37419,J0000KE000652,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000KE000652,65.41,54.06,32.44,8434579003674,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,802,112,215,339,11,https://api.mybihr.com/medias/1012632-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRE0xTDJnMU1TOHhOVFF5TURVME5UTXpOVE15Tmk4eE1ERXlOak15TFRGZk9EQXdWM2c0TURCSXw5MjE3ZGFjYzc2ODk3NTE1ZGMwNWQ1ODYyYWE3YTNiZjlkNWVhZjk3NzEzNDg4MGY1YmU2YTdmOTI1ZWEwMjQ4,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1013007,43657,VHMV000000050,ARTEIN,"ARTEI SHEET MEDIUM PAPER 0,5MM","Hoja MEDIANA de papel aceitado 0,50 mm (195 x 475 mm) Artein VHMV000000050",4.65,3.84,2.30,8434579007733,28,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,838,54,194,480,9,https://api.mybihr.com/medias/1013007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIyMzg5fGltYWdlL2pwZWd8YUdNeUwyaGxaUzh4TlRReU1UQTVOalUxT0RZeU1pOHhNREV6TURBM0xURmZPREF3VjNnNE1EQkl8ZDcxNzk2MTgxMzZjMDEyMTUyM2FkZmUwMzA0NjEwNjlmODY2NDAwOGQzN2I2MDM1NzAxNTYwZDRmOTVlMTkzMQ,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1013004,43652,VHMK000000080,ARTEIN,"ARTEI SHEET MEDIUM CARTON 0,8MM","Hoja MEDIANA de cartón prensado 0,80 mm (195 x 475 mm) Artein VHMK000000080",9.28,7.67,4.60,8434579007955,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,570,144,199,477,6,https://api.mybihr.com/medias/1013004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIzMDAxfGltYWdlL2pwZWd8YURWaUwyZzNaUzh4TlRReU1UQTVOVE0zT0RrM05DOHhNREV6TURBMExURmZPREF3VjNnNE1EQkl8OTU5NzYwM2UxNzNkMDEzMGIyZTk1NGRmMGRlNGM1NTZhZjczMmUzNWZhNjMzZjc3YWE5ZDQwZjU2YjE5NjE1Mg,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012509,43642,VHGV000000015,ARTEIN,"ARTEI GASKET SHEET PAP CARTON 0,15MM","Hoja GRANDE de papel aceitado 0,15 mm (300 x 450 mm) Artein VHGV000000015",5.15,4.26,2.56,8434579007764,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,3424,40,301,455,25,https://api.mybihr.com/medias/1012509-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIyMzg5fGltYWdlL2pwZWd8YURBeEwyaGtNaTh4TlRReU1EUXhOalk0T0RFMU9DOHhNREV5TlRBNUxURmZPREF3VjNnNE1EQkl8MzA0MmRhNDhiZWUzNzkyOTkxZDQzMzFlNTNhNDY4M2U3ZWY3NGI5YTAyYzMzOGMzYTc5ZWJlOTBkNDkxMGY1Yg,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012662,43410,J0000MT000163,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000MT000163 Montesa ENDURO 75, CAPRA 125 V - A",19.06,15.75,9.45,8434579000703,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,452,56,216,349,6,https://api.mybihr.com/medias/1012662-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRGRtTDJoaVpDOHhOVFF5TURVMk9Ea3lPREk0Tmk4eE1ERXlOall5TFRGZk9EQXdWM2c0TURCSXxmYTJmMzE3YTE4MGMxMmViYjJhODZhNWI5Njg5NmViM2EyYzkyMDBlYWNjNDk1ZjQwMWNmODlkMWNmY2I2ZDk0,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012559,43337,J0000BL000219,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000BL000219 Bultaco ALPINA 250, SAMMY MILLER, SHERPA 250",58.72,48.53,29.12,8434579001168,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1056,116,248,355,12,https://api.mybihr.com/medias/1012559-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR0k0TDJnd05DOHhOVFF5TURVMU56VXlOVEF5TWk4eE1ERXlOVFU1TFRGZk9EQXdWM2c0TURCSXw3YWFiOTIyZWNiMjlkNzQzNDcxNmM3ZDk2NDM3ODI5ZjA3NmUwMjAwZDE2MjczYmMxMzFkMDljNDMyMWZhZWFl,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012671,37450,J0000MT000269,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000MT000269,22.16,18.31,10.99,8434579001601,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1432,58,216,349,19,https://api.mybihr.com/medias/1012671-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhREJoTDJnellpOHhOVFF5TURZd05UTTJOak13TWk4eE1ERXlOamN4TFRGZk9EQXdWM2c0TURCSXw2Zjk4MjI3YzAwZDQ4OGY4YmVhYjliNzQ4Mjg4ZjY4ZjkxM2U2NjgxMThhMWYzZjY0YjFmMGM3NTg3YTQxZDVk,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012703,37468,J0000PG000442,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PG000442,21.13,17.46,10.48,8434579002882,6,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,527,38,173,254,12,https://api.mybihr.com/medias/1012703-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhREkwTDJobFpTOHhOVFF5TURZeE5UVTRPVGt4T0M4eE1ERXlOekF6TFRGZk9EQXdWM2c0TURCSXwwMzFiZTBlYjgyMWY3ZjE2MTJjMzRkNDJmMTcwZmVlOTNhZDQyNmVlODY2MWY0NGVlMTM2YmE2ZTBiZjMxYzJl,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012797,43348,J0000DB000116,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000DB000116 Derbi 49 TRICAMPEONA, COYOTE, PALETA, Supercampeona",29.37,24.27,14.56,8434579000291,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,359,48,174,258,8,https://api.mybihr.com/medias/1012797-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhRFk1TDJnd01pOHhOVFF5TURZMU9UZzVNakkxTkM4eE1ERXlOemszTFRGZk9EQXdWM2c0TURCSXwxYzJmZTMyNzRiOTkzMjg2NTMwOTJmZjc0MGIyYzMwY2U4NjU5M2ZlMDFlMGMyOWE4MDcwY2E0YTQzODczM2Qy,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012980,43671,VHPV000000080,ARTEIN,"ARTEI GASKET SMALL PAP SHEET 0,8MM","Hoja PEQUEÑA de papel aceitado 0,80 mm (140 x 195 mm) Artein VHPV000000080",2.99,2.47,1.48,8434579007696,11,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,327,18,139,196,12,https://api.mybihr.com/medias/1012980-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIyMzg5fGltYWdlL2pwZWd8YURRM0wyZ3paQzh4TlRReU1UQTROVGswTVRjNU1DOHhNREV5T1Rnd0xURmZPREF3VjNnNE1EQkl8OTUwZmFmZTQzOTU4MWE4OGQ1MDg0M2E4Y2Y1OTU2YmQ2NzBiYzg3MWZkMTMxY2JmZjAyZWZkZDgxOTgzNTYxNA,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012628,43395,J0000HV000105,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000HV000105 H. Villiers tipo 197 cc,42.24,34.91,20.95,8434579000215,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1058,72,216,350,14,https://api.mybihr.com/medias/1012628-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhR0UwTDJneE1TOHhOVFF5TURVME5EVTBPRGc1TkM4eE1ERXlOakk0TFRGZk9EQXdWM2c0TURCSXw1M2E1MTUzY2IwYjY4MzkyOGI3ODY2YjNjMWE2MjgyZmM5NjBkYjQxYmZlY2EzMGE2MzIxNjdkNzYwYjllM2E2,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1013010,43654,VHMT000000160,ARTEIN,"ARTEI SHEET MEDIUM THERM PROT 1,6MM",Protector térmico adhesivo ARTEIN grueso (195x475x1.6mm) - VHMT000000160,20.09,16.60,9.96,8434579008310,9,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1241,132,201,475,13,https://api.mybihr.com/medias/1013010-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5NzB8aW1hZ2UvanBlZ3xhR1ExTDJoaE1DOHhOVFF5TVRBNU56Y3pPREkzTUM4eE1ERXpNREV3TFRGZk9EQXdWM2c0TURCSXwxN2Y4NTZlZDZjNGQ3YmQ5OTJlYThjNzg5ZmQzMzE2OThhMjk1MTg4Y2YyNmVhZGM2ZTNjNjY4M2U4MzM0Mjkx,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012685,43422,J0000PC000400,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PC000400 Puch UNIFICADA,27.30,22.56,13.54,8434579002554,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,905,52,216,349,12,https://api.mybihr.com/medias/1012685-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgwNTB8aW1hZ2UvanBlZ3xhR000TDJobFppOHhOVFF5TURZeE1EQTRORGc1TkM4eE1ERXlOamcxTFRGZk9EQXdWM2c0TURCSXw4NTc3ZTE4NjBmZTE5OThmNmEwZDYzZWVhNmQ2M2ViZjdjZDk1NTM3ZmE5MmFhYmY0ZWM0ZDA2MTk2NDZhMTQz,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012617,37415,J0000HN000360,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000HN000360,56.14,46.40,27.84,8434579002219,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,770,78,204,343,11,https://api.mybihr.com/medias/1012617-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhREExTDJoa01pOHhOVFF5TURVMk16Z3hOalEzT0M4eE1ERXlOakUzTFRGZk9EQXdWM2c0TURCSXwxMjA5MWQ3YzNhZGJhOTRkYjQxYzk1MWFhOGM0NzQ2ODAyZmEwNjk5OTg1ZDZkMWU3MGFkMjJjZTg4MTk1ZDFm,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012691,37461,J0000PG000208,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PG000208,14.94,12.35,7.41,8434579001076,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,541,46,216,358,7,https://api.mybihr.com/medias/1012691-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU0NDR8aW1hZ2UvanBlZ3xhR1kzTDJnell5OHhOVFF5TURZeE1qQTFNRGszTkM4eE1ERXlOamt4TFRGZk9EQXdWM2c0TURCSXw5OTUyM2Q2OGVmY2ZiYzQyNjY5NjlhMGY2YTI1MjNlNDBiOGU2OGFhMTY2Mzk5NGZmN2M5ZGM2NWFhNjMxNzM4,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012609,43379,J0000HN000267,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000HN000267 Honda CB 125, CS 125",44.81,37.03,22.22,8434579001588,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,749,96,217,345,10,https://api.mybihr.com/medias/1012609-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhREExTDJoaU1DOHhOVFF5TURVMk1qSTBNell4TkM4eE1ERXlOakE1TFRGZk9EQXdWM2c0TURCSXw5YmYyMjViMjg5YjYzMWY0NDE3N2M2ZjIyNjkyMmMyYmI1ODY2OTNlYzBjMjZhNjIzOWU0ZGI3ZmVkZmE3ZGEz,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012699,43428,J0000PG000318,ARTEIN,ARTEI GASKET COMPLETE SET,"Kit completo juntas de motor Artein J0000PG000318 Piaggio VESPA COSA 200, IRIS ELECTRONIC",23.69,19.58,11.75,8434579001977,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1508,60,216,349,20,https://api.mybihr.com/medias/1012699-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTd8aW1hZ2UvanBlZ3xhREl6TDJoa01pOHhOVFF5TURRd056azNNVGczTUM4eE1ERXlOams1TFRGZk9EQXdWM2c0TURCSXxlMzAyOTUzN2FjYTFkODA1YmY2NDgyOTYxOGY2MjBkODg1MWI5MWFkNWZmY2JmZjJmYjQ3Yzg3ODQ0YjdlNGUw,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012545,37405,J0000DB000700,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein Derbi/Gilera 50 desde 2006 J0000DB000700,23.18,19.16,11.50,8434579003766,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,767,48,365,210,10,https://api.mybihr.com/medias/1012545-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0OTB8aW1hZ2UvanBlZ3xhRFU0TDJoallTOHhOVFF5TURVMU5UazFNakUxT0M4eE1ERXlOVFExTFRGZk9EQXdWM2c0TURCSXxiMmMzODFiYWNkMDBiZTRmZGVhMjdkNzNiMjgxYjkxMmNiN2MzZGI4MjhlN2UxOGRmOTE1MDZjNzY5NDg0Mzdi,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012993,43640,VHGT000000080,ARTEIN,"ARTEI PROTECT SHEET BIG THERM 0,8MM",Protector térmico adhesivo ARTEIN fino (300x450x0.8mm) - VHGT000000080,21.13,17.46,10.48,8434579008327,11,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,4554,120,300,460,33,https://api.mybihr.com/medias/1012993-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODY5NzB8aW1hZ2UvanBlZ3xhR0ZtTDJoall5OHhOVFF5TVRBNU1UQTFNelU1T0M4eE1ERXlPVGt6TFRGZk9EQXdWM2c0TURCSXxjY2I5MzJhZTA2YzkxN2U2NTc2N2VhZDBjNGRkMmYyMDcwYzgxYjFmZWYyYTk2NzViN2QwN2ZiMDNlZTUzMTAw,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
1012689,43424,J0000PG000204,ARTEIN,ARTEI GASKET COMPLETE SET,Kit completo juntas de motor Artein J0000PG000204 Piaggio VESPA 150,12.37,10.22,6.13,8434579001052,9,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,454,44,216,350,6,https://api.mybihr.com/medias/1012689-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc5OTZ8aW1hZ2UvanBlZ3xhRFF6TDJnNU1pOHhOVFF5TURZeE1UWTFOemMxT0M4eE1ERXlOamc1TFRGZk9EQXdWM2c0TURCSXwyNTBjYjg0N2EzMGMyMWMwOTIyOTU3ZDk0ZjIyZDRiYzYyYTc3ODNlZTY0MTY0NjdmZGY4ZmM5MDllYjQyOWJh,https://static.bihr.pro/eBihr/Pictures/ARTEIN-pictures.zip,Spain Warehouse (Parts)
