PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad,V-Color,V-Colores,V-Talla,V-Talla de calzado,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajuste del par de apriete,Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Cantidad,Capacidad (ml/l),Color,Diámetro Ø (mm),Forma,Longitud (cm),Longitud (mm),Peso (g),Peso (kg),Rango de uso,Talla,Tamaño de accionamiento cuadrado,Tipo de alicates,Tipo de destornillador,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
1153216,,020476308,BETA,BETA TOOL SET 108PCS 1/4 ET 1/2,Caja de herramientas BETA - 108 piezas,414.43,342.50,274.00,8054809601199,0,8204200000,0,1,"<h4>Herramientas principales:</h4>

<ul>
	<li><strong>Llaves combinadas</strong> : <strong>BW 42</strong> – 7-8-9-10-11-12-13-14-15-16-17-18-19 mm</li>
	<li><strong>Juego de llaves hexagonales</strong> : <strong>BW 96BPC/SC9</strong> – 1.5-2-2.5-3-4-5-6-8-10 mm</li>
	<li><strong>Llaves inglesas</strong> : <strong>BW 111</strong> – 250 mm</li>
	<li><strong>Alicates ajustables con bisagra</strong> : <strong>BW 1048</strong> – 250 mm</li>
	<li><strong>Alicates combinados</strong> : <strong>BW 1082BM</strong> – 160 mm</li>
	<li><strong>Cúteres diagonales</strong> : <strong>BW 1150BM</strong> – 180 mm</li>
	<li><strong>Alicate media caña pico recto</strong> : <strong>BW 1166BM</strong> – 160 mm</li>
	<li><strong>Alicates aislados</strong> : <strong>BW 1201E</strong> – 3x75 · 5.5x100 · 6.5x150 mm</li>
	<li><strong>Destornillador Phillips</strong> : <strong>BW 1202E</strong> – PH1x80 · PH2x100 mm</li>
</ul>

<h4>Accesorios y almacenamiento:</h4>

<ul>
	<li><strong>Destornilladores aislados</strong> : <strong>BW 1209E/PZ</strong> – PZ1x80 · PZ2x100 mm</li>
	<li><strong>Bit set</strong> : <strong>BW 861EA/31</strong> – Brocas ranuradas, PH, PZ, Torx, de 6 puntas</li>
	<li><strong>Juego de brocas (precisión=</strong> : <strong>BW 861/C61</strong> – Brocas ranuradas, PH, PZ, Torx, de 6 puntas</li>
	<li><strong>Vasos de 1/4""</strong> : <strong>BW 900</strong> – Vasos de  4 a 14 mm</li>
	<li><strong>Llave de 1/4""</strong> : <strong>BW 895/1</strong></li>
	<li><strong>Alargaderas y juntas</strong> : <strong>BW 900/20</strong> – 50 mm, <strong>BW 900/25</strong> – 100 mm</li>
	<li><strong>Mango / Destornilaldor</strong> : <strong>BW 900/30</strong> – 150 mm, <strong>BW 900/42</strong> – 115 mm</li>
</ul>

<h4>Vasos de 3/8""</h4>

<ul>
	<li><strong>Vasos</strong> : <strong>BW 920A</strong> – 10-11-12-13-14-15-16-17-18-19-21-22-24 mm</li>
	<li><strong>Alargadera</strong> : <strong>BW 920E/55</strong> – 267 mm</li>
</ul>","Herramientas principales:


	Llaves combinadas : BW 42 – 7-8-9-10-11-12-13-14-15-16-17-18-19 mm
	Juego de llaves hexagonales : BW 96BPC/SC9 – 1.5-2-2.5-3-4-5-6-8-10 mm
	Llaves inglesas : BW 111 – 250 mm
	Alicates ajustables con bisagra : BW 1048 – 250 mm
	Alicates combinados : BW 1082BM – 160 mm
	Cúteres diagonales : BW 1150BM – 180 mm
	Alicate media caña pico recto : BW 1166BM – 160 mm
	Alicates aislados : BW 1201E – 3x75 · 5.5x100 · 6.5x150 mm
	Destornillador Phillips : BW 1202E – PH1x80 · PH2x100 mm


Accesorios y almacenamiento:


	Destornilladores aislados : BW 1209E/PZ – PZ1x80 · PZ2x100 mm
	Bit set : BW 861EA/31 – Brocas ranuradas, PH, PZ, Torx, de 6 puntas
	Juego de brocas (precisión= : BW 861/C61 – Brocas ranuradas, PH, PZ, Torx, de 6 puntas
	Vasos de 1/4"" : BW 900 – Vasos de  4 a 14 mm
	Llave de 1/4"" : BW 895/1
	Alargaderas y juntas : BW 900/20 – 50 mm, BW 900/25 – 100 mm
	Mango / Destornilaldor : BW 900/30 – 150 mm, BW 900/42 – 115 mm


Vasos de 3/8""


	Vasos : BW 920A – 10-11-12-13-14-15-16-17-18-19-21-22-24 mm
	Alargadera : BW 920E/55 – 267 mm
",TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,28826,10000,563,400,128,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1153216-1.jpg?context=bWFzdGVyfHJvb3R8MTIyNTM1fGltYWdlL2pwZWd8YUdWaEwyZ3hPUzh4TURBeE5UVXhPRGN4TXpRME9UUXZPREF3VjNnNE1EQklYekV4TlRNeU1UWXRNUzVxY0djfGIxNmIwZDZmMzJiMGY1OWIzMjJhZTNlNmEwNGZiOTNiMmEwNjE3YmU3ZWMzNzM0NjdkMTA0MjI0NjRjMTZhMGE,https://api.mybihr.com/medias/800Wx800H-1153216-2.jpg?context=bWFzdGVyfHJvb3R8NjQyNTB8aW1hZ2UvanBlZ3xhRFZqTDJnd1l5OHhNREF4TlRVeE9EYzFNamMzTVRBdk9EQXdWM2c0TURCSVh6RXhOVE15TVRZdE1pNXFjR2N8MGQxYjcyMDliNGZhYzY0ZTA2NDExN2UyMGJlYmZlYTMwOTE1YjNhYmQwN2NjOTdkNGFlYjA3MWZkZWE3ZWZhZQ,https://api.mybihr.com/medias/800Wx800H-1153216-3.jpg?context=bWFzdGVyfHJvb3R8OTEzMTB8aW1hZ2UvanBlZ3xhRFF6TDJnd01TOHhNREF4TlRVeE9EYzVNakE1TWpZdk9EQXdWM2c0TURCSVh6RXhOVE15TVRZdE15NXFjR2N8NzVkYjBhZjk4NDUxYzY2MzY3NjJkMGI5NTBkZDJjZDk1Y2NjNjk4YWIyM2I4OWQ0YmFjMTI2MDczODcxMjYyNw,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1102523,55000119,009200012,BETA,BETA 920A UNIT TOOL 6 POINT 1/2 12,"Llaves de vaso BETA hexagonal, con cuadradillo de 1/2, 12 mm",8.59,7.10,5.68,8014230033822,0,8204200000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,16,55,20,22,37,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102523-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5MDcxfGltYWdlL2pwZWd8YUdJMkwyZzJOaTg1TmpFek5qWXlPRGM1TnpjMEx6RXhNREkxTWpNdE1WODRNREJYZURnd01FZ3wxYjM4N2RhYjc0Zjg5ZWJmNzAzN2ZiZTYyMTNmYjM1NjNiMWEzOWQ2NGY0MjRlN2Y1YWFjZTRlYzA0N2Y1YTkw,https://api.mybihr.com/medias/1102523-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3NjZ8aW1hZ2UvanBlZ3xhRFpoTDJneE1TODVOakV6TmpZek1qY3lPVGt3THpFeE1ESTFNak10TWw4NE1EQlhlRGd3TUVnfGQ1MDdkZTIyOGRmZjkyMzIxMjljMTgwNWE3YTNjMWY0ODg1NzYyMzVhMzE5NzU0NWY5MzE0MTE5NmMxNDE4Mjk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1102556,55000115,009200019,BETA,BETA 920A UNIT TOOL 6 POINT 1/2 19,"Llaves de vaso BETA hexagonal, con cuadradillo de 1/2, 19 mm",9.92,8.20,6.56,8014230033891,2,8204200000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,29,85,27,27,40,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102556-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5MDcxfGltYWdlL2pwZWd8YURneUwyZzNZUzg1TmpNeU5qZzVORFUxTVRNMEx6RXhNREkxTlRZdE1WODRNREJYZURnd01FZ3wwZDFlODRmYjc0NTcxZWIwOTRkMGY4OGFhYWRiYWNkYzQ1YTdjMzI5ZGM3MzUyZmJhMjM4YzdhYmViNDFjOWQ0,https://api.mybihr.com/medias/1102556-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3NjZ8aW1hZ2UvanBlZ3xhREJtTDJnNE9DODVOak15TmpnNU9EUTRNelV3THpFeE1ESTFOVFl0TWw4NE1EQlhlRGd3TUVnfGMxNjU0MDcxM2QyYWZiMTVlNmU1N2IwMDk0ZjA1ZmNmZGIyZTgyZjVlOTUxOTdmOTZiOWExZmQ0MTRlMjkyN2Q,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1102558,55000096,009330007,BETA,BETA 933 UNIT ANGLEENDED OFFSET HEXAGON,"Llaves de pipa hexagonales dobles BETA, 7 mm, cromo pulido",19.24,15.90,12.72,8014230081687,9,8204110000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,36,59,110,27,12,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102558-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjUwODl8aW1hZ2UvanBlZ3xhREU0TDJneE1pODVOak15TmpreE1ESTNPVGs0THpFeE1ESTFOVGd0TVY4NE1EQlhlRGd3TUVnfDBhYzE1ZWVjOTFjY2M1OTY3ZGUzNjNjNmViMGEzMTZmZTA3YzlhYWIyOTVlZjJhMTVhNWFlZTY4YWUxYTMzODM,https://api.mybihr.com/medias/1102558-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzU0MTl8aW1hZ2UvanBlZ3xhRGMzTDJnd05DODVOak15TmpreE5ESXhNakUwTHpFeE1ESTFOVGd0TWw4NE1EQlhlRGd3TUVnfDg4Mzg3ODVmZjcyMTRjZDliMjJjZGI0Y2I0ZGEwOWFmYjUxNDM1MGRiZjhhMmU4MjllZWRiMDIwMDg1ZWY1YTU,https://api.mybihr.com/medias/1102558-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjI2ODM3fGltYWdlL2pwZWd8YURFMkwyZ3dPUzg1TmpNeU5qa3hPREUwTkRNd0x6RXhNREkxTlRndE0xODRNREJYZURnd01FZ3w2MWNiZTUyMjc3ZWNlNzU2ZDZjYzE0ZTE2ZWI1MTNiZTc4YWQxYjI1NDMwYzMxZjQzOTNkMmI3NzU4MTRmYWZk,https://api.mybihr.com/medias/1102558-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTcwNDk4fGltYWdlL2pwZWd8YURSbUwyZzFaUzg1TmpNeU5qa3lNakEzTmpRMkx6RXhNREkxTlRndE5GODRNREJYZURnd01FZ3wxMDcxZTIwNDBjZTBiZjg3MjJlZjZhYTMxMmFkOTVjYmNkNTI4YTIxMzZhMjBiYmY4YzliMTc4YThmZmFmZDI4,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1102566,55000108,009200030,BETA,BETA 920A UNIT TOOL 6 POINT 1/2 30,"Llaves de vaso BETA hexagonal, con cuadradillo de 1/2, 30 mm",13.79,11.40,9.12,8014230034003,1,8204200000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,75,233,40,40,47,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102566-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5MDcxfGltYWdlL2pwZWd8YUdGbEwyaGtOUzg1TmpNeU5qazRNVEExT0RnMkx6RXhNREkxTmpZdE1WODRNREJYZURnd01FZ3wxMTQ4MGE2ZjkzNGVjYThmMGQ4NjI3MWI5MzNhNTQ4NDY2YTQzYzA2MmI5ZmJlM2E4MTAwMDhmMmJhNmM5MmVl,https://api.mybihr.com/medias/1102566-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3NjZ8aW1hZ2UvanBlZ3xhR1ZqTDJobE1DODVOak15TmprNE5EazVNVEF5THpFeE1ESTFOall0TWw4NE1EQlhlRGd3TUVnfDUzM2Y2ZDU4NzFhOWM4NGI0MDA0NzE3NjkxNzI4MTdkNDNkZTUyZjcxYjJjMTVmMDExMDNiMGYwMjQ1ZTc2MmY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1102588,55000147,001420012,BETA,BETA 142 UNIT RATCHET COMBINATION SIZE 1,"Llave combinada BETA con carraca reversible, 12 mm",31.46,26.00,20.80,8014230362151,1,8204110000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,51,87,169,25,12,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102588-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAwODJ8aW1hZ2UvanBlZ3xhRFk1TDJneU15ODVOak15TnpFME1qSTNOelF5THpFeE1ESTFPRGd0TVY4NE1EQlhlRGd3TUVnfDAwYmVhNTNlYjI4MmY0NmQ0ZjZmZDQxZjI1YzAyYTYyZWMxNDJmYjIwNjRjMjQxZjg5ZjgxNjM5ZDA5YzgyOTg,https://api.mybihr.com/medias/1102588-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2Njd8aW1hZ2UvanBlZ3xhR001TDJneE5TODVOak15TnpFME5qSXdPVFU0THpFeE1ESTFPRGd0TWw4NE1EQlhlRGd3TUVnfDFhOTE2MmE2NjY2NDgxNWU4NmIxOWMyMjdjMTRmYjg2MmFhZWNjN2U3MDFhZDA4NzdiMzczNTY1YzRlOGU4MmU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1050920,,024500871,BETA,BETA THER TRAY SOCKETS/RATCHET,BETA M105 M Series Tool Module Sockets & Ratchets 116 Tools,1213.94,1003.26,802.61,8014230765488,0,8205598000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Soft thermoformed tray with tool assortment :</p><p> </p><ul> <li>hexagon hand sockets, long series 5-6-7-8-9-10-11-12-13 mm</li><li>ball head offset hexagon key wrenches 1,5-2-2,5-3-4-5-6-8-10 mm</li><li>3 socket holders</li><li>1/4"" socket drivers for hexagon screws 3-4-5-6-7 mm</li><li>socket drivers for slotted head screws 0,8x4-1x5,5-1,2x6,5-,2x8 mm</li><li>socket drivers for cross head Phillips® screws  PH1-PH2-PH3-PH4</li><li>socket drivers for Torx® head screws  T10-T15-T20-T25-T27-T30-T40</li><li>adaptor, 1/4” female and 3/8” male drives 1/4 -  3/8</li><li>1/4” drive extension bar 50-100-150 mm</li><li>1/4"" drive universal joint</li><li>1/4"" drive spinner handle</li><li>1/4"" drive swivel T-handle</li><li>1/4"" reversible ratchet </li><li>hexagon hand sockets 3/8""  6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 mm</li><li>adaptor, 3/8” female and 1/4” male drivers  3/8 -  1/4</li><li>adaptor, 1/2"" female and 3/8"" male drives  3/8 -  1/2</li><li>extension bar - 3/8"" 125 mm</li><li>extension bar - 3/8"" 250 mm</li><li>3/8"" drive universal joint</li><li>3/8"" drive sliding T-handle</li><li>3/8"" drive reversible ratchet </li><li>1/2"" square drive hexagon sockets 8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-26-27-28-30-32 mm</li><li>70mm drawer</li><li>588 X 367mm</li><li>adaptor, 1/2” female and 3/8” male drives 1/2 - 3/8</li><li>1/2"" drive universal joint</li><li>1/2” wobble extension bar 125 - 250 mm</li><li>1/2"" drive sliding T-handle</li><li>1/2"" drive reversible ratchet </li><li>3/8"" square drive spark plug sockets 16-17,8-20,8 mm</li><li>367 X 588mm</li></ul> <p> </p></body> </html>","       Soft thermoformed tray with tool assortment :  hexagon hand sockets, long series 5-6-7-8-9-10-11-12-13 mmball head offset hexagon key wrenches 1,5-2-2,5-3-4-5-6-8-10 mm3 socket holders1/4"" socket drivers for hexagon screws 3-4-5-6-7 mmsocket drivers for slotted head screws 0,8x4-1x5,5-1,2x6,5-,2x8 mmsocket drivers for cross head Phillips® screws  PH1-PH2-PH3-PH4socket drivers for Torx® head screws  T10-T15-T20-T25-T27-T30-T40adaptor, 1/4” female and 3/8” male drives 1/4 -  3/81/4” drive extension bar 50-100-150 mm1/4"" drive universal joint1/4"" drive spinner handle1/4"" drive swivel T-handle1/4"" reversible ratchet hexagon hand sockets 3/8""  6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22 mmadaptor, 3/8” female and 1/4” male drivers  3/8 -  1/4adaptor, 1/2"" female and 3/8"" male drives  3/8 -  1/2extension bar - 3/8"" 125 mmextension bar - 3/8"" 250 mm3/8"" drive universal joint3/8"" drive sliding T-handle3/8"" drive reversible ratchet 1/2"" square drive hexagon sockets 8-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-26-27-28-30-32 mm70mm drawer588 X 367mmadaptor, 1/2” female and 3/8” male drives 1/2 - 3/81/2"" drive universal joint1/2” wobble extension bar 125 - 250 mm1/2"" drive sliding T-handle1/2"" drive reversible ratchet 3/8"" square drive spark plug sockets 16-17,8-20,8 mm367 X 588mm   ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,18336,7904,609,386,78,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050920-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU3MTI5fGltYWdlL2pwZWd8YUROaUwyZ3dZUzg0T1RJM05qSTRPVGcwTXpVd0x6RXdOVEE1TWpBdE1WODRNREJYZURnd01FZ3w0OGJkNWQ5NmMyOWEyMTAxYzc0ZDU1YTRhZGM4Y2U1MTQ1ZjI3NmE4ZjQxZTFiMzJmNDk0NGVmMzllZDI5ZmYz,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,France Warehouse (Parts)
1050858,55000169,010090060,BETA,BETA NOSE PLIER SET 2 EXTRA LONG,"Juego BETA de 2 pinzas moleteadas dobles, muy largas y semirredondas, con boquillas",95.59,79.00,63.20,8014230762371,0,8203200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>• Double swivel<br>• Suitable for jobs in hard-to-access areas<a id=""_DX_FRAG_ENDFRAGMENT""></a> </p><p> </p><p>920g</p></body> </html>","       • Double swivel• Suitable for jobs in hard-to-access areas  920g ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,1944,877,389,147,34,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050858-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM3OTN8aW1hZ2UvanBlZ3xhRGszTDJneFlpODRPRFkzTlRZeU5UZzJNVFF5THpFd05UQTROVGd0TVY4NE1EQlhlRGd3TUVnfDVmMjAyYWQwNjhlZmUyMDNlN2IxZGNhZWFjZTFjNTczZjFmNDkwNzkzMTM3ZTE5ODE0ZGM4NzQ5ZGQ2Mzk3NjI,https://api.mybihr.com/medias/1050858-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzOTV8aW1hZ2UvanBlZ3xhREkxTDJneU9TODRPRFkzTlRZeU9UYzVNelU0THpFd05UQTROVGd0TWw4NE1EQlhlRGd3TUVnfDQwZmVmY2ZlNmY0YTBhOWU5MDllYTMxMjg5ZTc4MDQzMmE3ZjRmM2YzM2FmN2U3Y2U0MTQ3MGM1ZmY1NmI5ZmI,https://api.mybihr.com/medias/1050858-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNDd8aW1hZ2UvanBlZ3xhRGN4TDJnM1pTODRPRFkzTlRZek16Y3lOVGMwTHpFd05UQTROVGd0TTE4NE1EQlhlRGd3TUVnfDFlN2Y5OWUxZDM1Y2IzMjkzYjgwM2U4NGRhMTQzODcxODM5YjIwYzQ2NzZiYWQxNWM0NWQ3N2M0OTJjZWFmYmQ,https://api.mybihr.com/medias/1050858-4-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxNjF8aW1hZ2UvanBlZ3xhR1psTDJnNFlpODRPRFkzTlRZek56WTFOemt3THpFd05UQTROVGd0TkY4NE1EQlhlRGd3TUVnfGQ1ODdlZjA0ZTcxMzliMGQxODgyZTIzYjRlNGIwMjBjMDllNDlhOGYzZjBhZjNlMGE1Yzg0ZTU3YWJlZDdmZDM,https://api.mybihr.com/medias/1050858-5-800Wx800H?context=bWFzdGVyfHJvb3R8MTEwOTUzfGltYWdlL2pwZWd8YURNNEwyaGxNUzg0T0RZM05UWTBNVFU1TURBMkx6RXdOVEE0TlRndE5WODRNREJYZURnd01FZ3xmOWEwMDZmZjgwNjhjNDI4NTUwNmNjODc3MWJlNzg5OTgxNGRiN2U4NzUwNzczZWM1NDk1ZWEzYmViNGZiZmE2,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1093326,,014820021,BETA,BETA PLIERS 1482B,BETA 1482B Tenaza para uniones rápidas tubos de carburante,63.54,52.51,42.01,8014230752884,3,8205700000,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,812,305,98,307,27,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1093326-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxOTI3fGltYWdlL2pwZWd8YUdFMEwyZzVaQzg0T1RBMU1qVXhNVEkzTXpJMkx6RXdPVE16TWpZdE1WODRNREJYZURnd01FZ3xlNWQ0OTg2OTFkMGUxNWNjZGQ3YWUxYzEyZDQzMjNkZWUzNzM0ZGFlNzBmZGMxMGI3M2ZiZWY1YWU4MDcxYTk2,https://api.mybihr.com/medias/1093326-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzODE5fGltYWdlL2pwZWd8YURjMEwyaGhOQzg0T1RBMU1qVXhNekl6T1RNMEx6RXdPVE16TWpZdE1sODRNREJYZURnd01FZ3w4NjM5NTI1Y2FlZTQxNDVlZDczMTJjZTIyNWU0ZTg4MDBjMzMwNmFkNDIxN2ZlNzQ3YzNkZTdlODNiMDFlMTM4,https://api.mybihr.com/medias/1093326-3-800Wx800H?context=bWFzdGVyfHJvb3R8Njk3NjB8aW1hZ2UvanBlZ3xhRFExTDJoaFlpODRPVEExTWpVeE5USXdOVFF5THpFd09UTXpNall0TTE4NE1EQlhlRGd3TUVnfDcxMmI1ZmM1YTYwMDJlZWIyYjEzMDM4YzliMmYyNmMzMzg0YzQyYTNmNzYyODVkMDQ0YTk0MWJiYjEzNTA2NGU,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1050891,55000042,017370001,BETA,BETA BRUSH FOR SPAK PLUG,Cepillo BETA con cerdas de latón,4.78,3.95,3.16,8014230047102,7,9603909900,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>L : 145mm</p><p>Weight : 20g</p></body> </html>","       L : 145mmWeight : 20g ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,106,23,150,22,32,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050891-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUzNDZ8aW1hZ2UvanBlZ3xhRGRpTDJnNVl5ODRPRFkzTlRnME9UazVORFUwTHpFd05UQTRPVEV0TVY4NE1EQlhlRGd3TUVnfGM5NTlmOWU4YzFiNTE4NzA1ZWQzM2U5NTFhZWE1ZGI3MWM2ZDY3MTVmNmRkMTVjODY3NDYyMjUwMWYzOTE0YWY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
1050892,55000041,017370010,BETA,BETA BRUSH STEEL WIRE,Cepillo BETA de alambre de acero,8.41,6.95,5.56,8014230051154,15,9603909900,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Total Length : 270mm</p><p>Weight : 144g</p></body> </html>","       Total Length : 270mmWeight : 144g ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,,,,,369,115,256,60,24,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050892-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI3MTB8aW1hZ2UvanBlZ3xhRGxrTDJnME1TODRPRGMwTXprM05qazJNRE13THpFd05UQTRPVEl0TVY4NE1EQlhlRGd3TUVnfGNhM2M1M2Q3MGY1MjU1NDEwMmE2ODU2MGNhOTBhMjJjZjIwMTA0ZmIxZWM0MmFlYjQ2ZWIzYzQxYjViMjg5Nzc,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BETA-pictures.zip,,Spain Warehouse (Parts)
