PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1101284,12013,27754-NS2,FISHBONE,FISHB CABLE+COVER SET FOR BMX,Juego cables+fundas rotor bicicleta BMX FISHBONE X-UFO Spectra,8.00,6.61,2.49,8430525120136,399,8714109090,0,1,"<p>BMX / Freestyle.<br>
Juego de cables + fundas para rotor freno FISHBONE X-UFO Spectra.</p>","
BMX / Freestyle.
Juego de cables + fundas para rotor freno FISHBONE X-UFO Spectra.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,877,177,221,147,27,BMX,https://api.mybihr.com/medias/1101284-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU3MTV8aW1hZ2UvanBlZ3xhRFZsTDJnek1pODVOak14TmpnNE56VXpNVGd5THpFeE1ERXlPRFF0TVY4NE1EQlhlRGd3TUVnfDYwM2I5NGE1ODYxOTcwNTMxODlmMTlmMjgyMGFjNDQxOGNmMWUyOTA2NWUyODgzOGJhMTIwODg4MzczY2EzNGU,https://api.mybihr.com/medias/1101284-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3NTEwfGltYWdlL2pwZWd8YURrM0wyZzROeTg1TmpNeE5qZzVNVFEyTXprNEx6RXhNREV5T0RRdE1sODRNREJYZURnd01FZ3xjMjYxODVhYzRkN2I2ZWIwMmE4YTU3ZWIwY2I4YWRmMGFiMTgzNjVkOGFiZmMzYmIyODYxMTgwOGM0MzRjOGEy,,https://static.bihr.pro/eBihr/Pictures/FISHBONE-pictures.zip,Spain Warehouse (Parts)
1104422,12014,RC01,FISHBONE,FISHB X-UFO SPECTRA BMX ROTOR 1'',Rotor completo de 1'' FISHBONE,13.50,11.16,7.25,8430525120143,0,8714999089,0,1,"<p>BMX / Freestyle.<br>
Full set (Rotor + cables). FISHBONE X-UFO Spectra.<br>
(Suitable for fork Ref. 11964)<br>
With this rotor you can give as many turns as you want to the handlebar without braking the wheel, or breaking anything.</p>
<p>- Strong and durable<br>
- Simple assembly<br>
- Minimal maintenance.<br>
- For 1&quot; (25.4mm) fork tubes.</p>","
BMX / Freestyle.
Full set (Rotor + cables). FISHBONE X-UFO Spectra.
(Suitable for fork Ref. 11964)
With this rotor you can give as many turns as you want to the handlebar without braking the wheel, or breaking anything.

- Strong and durable
- Simple assembly
- Minimal maintenance.
- For 1"" (25.4mm) fork tubes.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1298,388,219,121,49,BMX,https://api.mybihr.com/medias/1104422-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY2ODMwfGltYWdlL3BuZ3xhREpoTDJoa05pOHhNRGswT1RJek1URXhOak14T0M4eE1UQTBOREl5TFRGZk9EQXdWM2c0TURCSXwwZmQ0MmE2NjY4NTM1NTVjMzA0OWQ5MWUxZjAyMzMwNGI2YjRmNDViNWEwNzgzY2ZiMjkxNmUyMjJkODYzMDI1,https://api.mybihr.com/medias/1104422-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTA1Njc5fGltYWdlL3BuZ3xhR0k0TDJobE15OHhNRGswT1RJek1UVXdPVFV6TkM4eE1UQTBOREl5TFRKZk9EQXdWM2c0TURCSXw3NDk1YjBjODRiY2RhYzUzZWZlYzg4NmYxMTk2NjNhOTAzOWFhZTAzZjgzNjY4OTA1ZWViYWUwNDI2OTZhOTFm,https://api.mybihr.com/medias/1104422-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjE4ODcwfGltYWdlL3BuZ3xhRFU0TDJobU1TOHhNRGswT1RJek1Ua3dNamMxTUM4eE1UQTBOREl5TFROZk9EQXdWM2c0TURCSXxhYzhlNzA0YzNmYjhkMjYxOTQxZjA1OGU4NzhiOTY4ZGI3MmJmZWI3NWU5NTI3ZDYxZGZiNGVmMjgwYzgyMTRl,https://static.bihr.pro/eBihr/Pictures/FISHBONE-pictures.zip,Spain Warehouse (Parts)
