PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1093159,59000034,TB-SS30,SUPER B,SUPEB BIKE TOOL PORTABLE STORAGE STAND,Soporte para bicicletas SUPER B,230.00,190.08,123.55,4712765149844,0,8205510000,0,1,"• Práctico expositor de avituallamiento portátil, ligero y fácil de plegar de forma compacta.<br>• Se configuran rápidamente de forma sencilla con las manos.<br>• Expositor multifunción: para exponer bicicletas en eventos, tiendas de bicicletas, clubs de ciclismo, carreras de equipos, triatlón... y aparcamiento público.<br>• Altura: 106 cm.<br>• Ancho: 120 cm.<br>• Carga máxima: 60 kg.","• Práctico expositor de avituallamiento portátil, ligero y fácil de plegar de forma compacta.• Se configuran rápidamente de forma sencilla con las manos.• Expositor multifunción: para exponer bicicletas en eventos, tiendas de bicicletas, clubs de ciclismo, carreras de equipos, triatlón... y aparcamiento público.• Altura: 106 cm.• Ancho: 120 cm.• Carga máxima: 60 kg.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,29040,8000,1320,220,100,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring & Triathlon,https://api.mybihr.com/medias/1093159-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE3NzE4fGltYWdlL3BuZ3xhR1EzTDJoaE5TOHhNRGd5TXpRMU5UVTNNVGs1T0M4eE1Ea3pNVFU1TFRGZk9EQXdWM2c0TURCSXwxY2VlYWE3ZjYyYzdiMDMzMjc0NzI4ZDhiYTM4NGEyNjZkMTM2ODlkNTFhMjAxNzQwYmNmMDE0M2I3ZjNhZjhl,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104704,15218,TB-TW07,SUPER B,SUPEB PRESET TORQUE WRENCH 7NM,Llave de par fija 7Nm con maletín,37.50,30.99,20.14,4712765143941,0,8205510000,0,1,"Llave de par fija 7Nm, con cabezales incluidos:<br>Cabeza hexagonal 3/4/5/6/8mm.<br>Maletín de protección incluido.","Llave de par fija 7Nm, con cabezales incluidos:Cabeza hexagonal 3/4/5/6/8mm.Maletín de protección incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1716,408,110,260,60,Todos,https://api.mybihr.com/medias/1104704-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ5ODI5fGltYWdlL3BuZ3xhR1V3TDJnd05DOHhNRGd5TXpJM05UYzNNems0TWk4eE1UQTBOekEwTFRGZk9EQXdWM2c0TURCSXw4MjIwYzg3NWY3OTQ4NDRiNmRhZTQ2Y2E4OTk3YzBkN2RiY2Q1YTViNGRmNTdjZWJmNGQ4NmNiZTc2NDA5ZWNk,https://api.mybihr.com/medias/1104704-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ4ODEwfGltYWdlL3BuZ3xhRFU0TDJnMU1DOHhNRGd5TXpJM05qRTJOekU1T0M4eE1UQTBOekEwTFRKZk9EQXdWM2c0TURCSXxiNTk0OTExNTk1ZTBhMTUzNTBjNGMxNzQ4ZmMzNTc4NWFkYmU5ZDA2NWU1MzYxZTdlZjAyNzE4Yjk0ZjA3OWNh,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1122846,,TB-DB10,SUPER B,SUPEB DISC BRAKE FLAT MOUNT FACING SET,"Kit de montaje del disco de freno SUPER B  ",559.00,461.98,120.00,4710898410350,20,8205510000,0,1,"<p>Juego de anclajes para frenos de disco.</p>
<ul>
	<li>Orienta cualquier soporte IS, Post Most o el nuevo soporte plano Shimano®, incluidos los soportes de vainas de poca altura.</li>
	<li>Los adaptadores de eje telescópicos permiten su uso con cualquier configuración de punteras de eje abierto o pasante y anchuras de puntera (incluidos los ejes Boost 110, Boost 148 y todos los ejes para fat bikes).</li>
</ul>

<p><strong>Nota: no disponible para cuadro y horquilla de acero.</strong></p>","
Juego de anclajes para frenos de disco.

	Orienta cualquier soporte IS, Post Most o el nuevo soporte plano Shimano®, incluidos los soportes de vainas de poca altura.
	Los adaptadores de eje telescópicos permiten su uso con cualquier configuración de punteras de eje abierto o pasante y anchuras de puntera (incluidos los ejes Boost 110, Boost 148 y todos los ejes para fat bikes).



Nota: no disponible para cuadro y horquilla de acero.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1,1,10,10,10,Todos,https://api.mybihr.com/medias/800Wx800H-1122846-1.jpg?context=bWFzdGVyfHJvb3R8Nzg3NTN8aW1hZ2UvanBlZ3xhR1ZqTDJnek5pOHpOVEF5TnpVeE16azJOall5TWk4NE1EQlhlRGd3TUVoZk1URXlNamcwTmkweExtcHdad3xjMmEyNDdkNDhiMWE4MjNlNGQ0ZGE4NTk0NThhZjBhMTEyZGQxMGE1ZDU5MWRkYTczMjBhMzU2ZmY3ODM4Yzcy,https://api.mybihr.com/medias/800Wx800H-1122846-2.jpg?context=bWFzdGVyfHJvb3R8NTQ4ODJ8aW1hZ2UvanBlZ3xhRFJqTDJneFpTOHpOVEF5TnpVeE5ETTFPVGd6T0M4NE1EQlhlRGd3TUVoZk1URXlNamcwTmkweUxtcHdad3wzMDNmNWRlMGI0YTZiMzVlZDRiZjA4ZjRkMzM0NjkwY2Q5ZjY5MzRiMDhjNTJjZTczMjIyMzYxNWY5M2YzM2M4,https://api.mybihr.com/medias/800Wx800H-1122846-3.jpg?context=bWFzdGVyfHJvb3R8MzQ2NTl8aW1hZ2UvanBlZ3xhR000TDJobFlpOHpOVEEyTVRReU9UWXpNekExTkM4NE1EQlhlRGd3TUVoZk1URXlNamcwTmkwekxtcHdad3xlNThjNTU0MGM0NmJhMDgzZjkwNDQyNzRmYjA2YmE5OWVlMTVhYjllOTBiZjk3ZmNjZTE3MGMzNmY2ZTM5YTYx,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,https://api.mybihr.com/medias/Instruction-TB-DB10.pdf?context=bWFzdGVyfHJvb3R8MjI1MjE1NnxhcHBsaWNhdGlvbi9wZGZ8YUdJd0wyZzFNaTh6TkRRNE9ESXhNRGc0TWpVNU1DOUpibk4wY25WamRHbHZiaTFVUWkxRVFqRXdMbkJrWmd8YWEzNjA4Y2NiNDkzMmM1MDhiMjEyOGU3YWYyYzJmZmJhZmU0NjczMjNiZjFlMGE4NjcyOWRmMzE1NmFmYTc3ZQ,Spain Warehouse (Parts)
1104706,15221,TBA800,SUPER B,SUPEB 29PCS BICYCLE TOOL SET,Maletín herramientas bicicleta Super B 29Pcs,160.00,132.23,85.95,4712765143699,0,8205510000,0,1,"Maletín de herramientas 29 piezas.<br>Para ciclistas particulares y mecánicos aficionados o a domicilio.<br>Incluye:<br>- 1 remacha cadenas 8/9/10 vel.<br>- 1 destornillador PH2.<br>- 1 llave Y Torx T25/30/40.<br>- 1 Cortador de cables pro.<br>- 4 llaves de conos: 13, 14, 15, 17mm.<br>- 8 llaves de Allen: 2/2.5/3/4/5/6/8/10mm.<br>- 1 llave de pedales 15mm.<br>- 1 Llave suelta coronas 9 vel.<br>- 1 extractor de cartucho pedalier Shimano® con guía.<br>- 1 llave para tornillos y turcas de plato y biela.<br>- 1 extractor de cassette para Shimano® HG con guía.<br>- 1 extractor de biela 2 en 1 standard y para Shimano® ISIS y Octalink.<br>- 1 llave de cartucho pedalier para Shimano®, Campagnolo®, Truvativ®, GXP®, y FSA®.<br>- 1 Llave de bielas Shimano® y Truvativ®.<br>- 1 Llave de radios ""O"".<br>- 3 Desmontables.<br>- 1 kit de parches.","Maletín de herramientas 29 piezas.Para ciclistas particulares y mecánicos aficionados o a domicilio.Incluye:- 1 remacha cadenas 8/9/10 vel.- 1 destornillador PH2.- 1 llave Y Torx T25/30/40.- 1 Cortador de cables pro.- 4 llaves de conos: 13, 14, 15, 17mm.- 8 llaves de Allen: 2/2.5/3/4/5/6/8/10mm.- 1 llave de pedales 15mm.- 1 Llave suelta coronas 9 vel.- 1 extractor de cartucho pedalier Shimano® con guía.- 1 llave para tornillos y turcas de plato y biela.- 1 extractor de cassette para Shimano® HG con guía.- 1 extractor de biela 2 en 1 standard y para Shimano® ISIS y Octalink.- 1 llave de cartucho pedalier para Shimano®, Campagnolo®, Truvativ®, GXP®, y FSA®.- 1 Llave de bielas Shimano® y Truvativ®.- 1 Llave de radios ""O"".- 3 Desmontables.- 1 kit de parches.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,10560,4008,330,320,100,Todos,https://api.mybihr.com/medias/1104706-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEwMTg1fGltYWdlL3BuZ3xhRGcyTDJnMllpOHhNRGd5TXpJM05qazFNell6TUM4eE1UQTBOekEyTFRGZk9EQXdWM2c0TURCSXw1N2E3M2IxZmI4ZDgyYTRlNGViMjI4OGFjNWJjNTdmMjI0N2UyYjMxNmI3NDg5ZWI3Y2ZjNWY1ZTFiYzMwMTJh,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104628,14311,TB-TW10,SUPER B,SUPEB PRESET TORQUE WRENCH 10NM,Llave de par fija 10Nm con maletín,35.01,28.93,18.80,4712765145341,0,8205510000,0,1,"Llave de par fija 10Nm, con cabezales incluidos:<br>Cabeza hexagonal 3/4/5/6/8mm.<br>Maletín de protección incluido.","Llave de par fija 10Nm, con cabezales incluidos:Cabeza hexagonal 3/4/5/6/8mm.Maletín de protección incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,886,414,139,108,59,Todos,https://api.mybihr.com/medias/1104628-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2NjU3fGltYWdlL3BuZ3xhR0l4TDJnM01TOHhNRGd5TXpFM056QTNOamMyTmk4eE1UQTBOakk0TFRGZk9EQXdWM2c0TURCSXw1Mjk0M2QzNmQzNzc0YmViMjdlMjJkMzNiMjg0NzIxOWJhZjhlZmQ4MDZhNTVjMTRiZmQ5MjEwYzQzYmZjYzgy,https://api.mybihr.com/medias/1104628-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDIyNzczfGltYWdlL3BuZ3xhREkwTDJnMk5DOHhNRGd5TXpFM056UTJPVGs0TWk4eE1UQTBOakk0TFRKZk9EQXdWM2c0TURCSXw4MmY3ZWFlMDM2N2IzNGY5NjVmODZlMTE0NmFhYzkxYjc3MjRiZmM4OGNkZmJiNzQzODM2ODk4ZjU5YzkzN2Y3,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104528,13548,TB-TW05,SUPER B,SUPEB PRESET TORQUE WRENCH 5NM,Llave de par fija 5Nm con maletín,37.50,30.99,20.14,4712765145310,0,8205510000,0,1,"Llave de par fija 5Nm, con cabezales incluidos:<br>Cabeza hexagonal 3/4/5/6/8mm.<br>Maletín de protección incluido.","Llave de par fija 5Nm, con cabezales incluidos:Cabeza hexagonal 3/4/5/6/8mm.Maletín de protección incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,770,316,140,110,50,Todos,https://api.mybihr.com/medias/1104528-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ5ODI5fGltYWdlL3BuZ3xhR1ExTDJnek1pOHhNRGd5TXpRNE1qSTBOVEUxTUM4eE1UQTBOVEk0TFRGZk9EQXdWM2c0TURCSXw2MmRhNDBlMmU0YzNmMDQyNDZiNTI2MWUyNjAyNDk5NDE2MzI4ZGEzMmU1MzkwNWUwOWY5NzYxZTkzNzZmMDlk,https://api.mybihr.com/medias/1104528-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDIyNzczfGltYWdlL3BuZ3xhREExTDJneVl5OHhNRGd5TXpRNE1qUTBNVGMxT0M4eE1UQTBOVEk0TFRKZk9EQXdWM2c0TURCSXwzZjQzYjY4MDY4NDM2M2Q2ZWI0OWEwMWM4YTEwYzIyMWZmN2U1MGJkOGJjZWUzYThmZmYwMDlmZjNjZGVhOGU3,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1122843,,TB-BB11,SUPER B,SUPEB BB WRENCH 16T NEW SHIMANO SYSTEMS,Llave de cazoletas pedalier SUPER B,35.01,28.93,13.00,4713331014276,34,8205510000,0,1,"<ul>
	<li>La llave de un extremo encaja en las 16 muescas de las cazoletas del pedalier.</li>
	<li>Desmonta e instala pedalieres Shimano® Hollowtech II, Truvativ® GXP, FSA® MegaExo, Campagnolo® Ultra-Torque, TOKEN® y muchos otros juegos de bielas con rodamiento externo.</li>
	<li>Incluye TB-BB10, una herramienta de instalación de bielas, adaptador TB-BB18 para Shimano® SM-BB9000, SM-BB93 y TOKEN®, adaptador TB-BB19 para Shimano® SM-BBR60.</li>
</ul>
","
	La llave de un extremo encaja en las 16 muescas de las cazoletas del pedalier.
	Desmonta e instala pedalieres Shimano® Hollowtech II, Truvativ® GXP, FSA® MegaExo, Campagnolo® Ultra-Torque, TOKEN® y muchos otros juegos de bielas con rodamiento externo.
	Incluye TB-BB10, una herramienta de instalación de bielas, adaptador TB-BB18 para Shimano® SM-BB9000, SM-BB93 y TOKEN®, adaptador TB-BB19 para Shimano® SM-BBR60.

",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1059,322,372,89,32,,https://api.mybihr.com/medias/800Wx800H-1122843-1.jpg?context=bWFzdGVyfHJvb3R8MjI0OTN8aW1hZ2UvanBlZ3xhR0kwTDJoa1pDOHpOVEF5TnpRNU9EVTVPRFF6TUM4NE1EQlhlRGd3TUVoZk1URXlNamcwTXkweExtcHdad3w2YjAwODg0NjZkMWI0OWJlNGNhYzFiOTZhNGIwY2NkMzA5MmFjNjVkZmIwOGYzM2RkZDAwYTcxMGNlNTU3NGYx,https://api.mybihr.com/medias/800Wx800H-1122843-2.jpg?context=bWFzdGVyfHJvb3R8MjQwMjR8aW1hZ2UvanBlZ3xhREUwTDJoa01DOHpOVEF5TnpRNU9EazVNVFkwTmk4NE1EQlhlRGd3TUVoZk1URXlNamcwTXkweUxtcHdad3w4Yzc0Zjg1N2FkM2YzMDQyN2QwOGVmMmZhMmZmMDUzYjE4ZmY0MzZhYzZkNDYyMGQ3YjcxMjJiOGQzYmRjMDM2,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093153,59000010,TB-FW40 PAT.,SUPER B,SUPEB BIKE TOOL CHAIN WHIP PLIERS,Mordaza suelta coronas y extractor de cassette Super B  (coronas 10-17 dientes / cassettes 5-11 velocidades),26.50,21.90,14.24,4713331014382,0,8205510000,0,1,"• Diseño patentado Super B para asegurar el cassete con una mano, fácil y rápidamente.<br>• Apertura ajustable por lo que es adecuado para piñones con piñones de 10-17 dientes, compatible con cassettes de 5-11 velocidades.<br>• Sujeto con un muelle para bloquear el piñón rápida y firmemente sin deslizarse.<br>• Evita que la corona se deforme y proteje tus manos de lesiones durante el uso .","• Diseño patentado Super B para asegurar el cassete con una mano, fácil y rápidamente.• Apertura ajustable por lo que es adecuado para piñones con piñones de 10-17 dientes, compatible con cassettes de 5-11 velocidades.• Sujeto con un muelle para bloquear el piñón rápida y firmemente sin deslizarse.• Evita que la corona se deforme y proteje tus manos de lesiones durante el uso .",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,656,332,328,100,20,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1093153-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk3NjM4fGltYWdlL2pwZWd8YURRMkwyZ3pNQzh4TURneU16TXhNRFl6T1RFek5DOHhNRGt6TVRVekxURmZPREF3VjNnNE1EQkl8NDBkZGFhMDA4MzRkNzNkMGE0MTY1YmQ1ZTMzMDQ4ZTc4ZTM1YzE1MGU5ZTYwZTRlN2Y3NGVmMDYxMjMzODBlYQ,https://api.mybihr.com/medias/1093153-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjIyMzI4fGltYWdlL3BuZ3xhREU1TDJneVlpOHhNRGd5TXpRMU16WXdOVGt4T0M4eE1Ea3pNVFV6TFRKZk9EQXdWM2c0TURCSXw1ZDcyZGEwY2ZjYTU5NzRhMWNhMzA2M2NhMzVjMjU3OTE3Yzk2N2YwNTEwYjc0ODlkMGRmYmM3ZGI2YmM4NTI5,https://api.mybihr.com/medias/1093153-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTQwMzU0fGltYWdlL2pwZWd8YUdSaUwyZ3haaTh4TURneU16UTFNems1T1RFek5DOHhNRGt6TVRVekxUTmZPREF3VjNnNE1EQkl8ZTgwOTU4YTNmYmJjNmU3NjQ2NjkzMmZkNTJlYzkyZGUyZWJiZDM4MzMwY2JmYmM2NTYxZTM1ZmYzZDViYjE1YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104661,15166,TB-1926A,SUPER B,SUPEB UNIVERSAL CROWN RACE PULLER BLADE,Guias de recambio para TB-1926,17.99,14.87,9.67,4712765147567,7,8205510000,0,1,Guías de recambio para REF.14253 (TB-1926)<br>Contiene 2 piezas.,Guías de recambio para REF.14253 (TB-1926)Contiene 2 piezas.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,81,124,96,53,16,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104661-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxOTU3fGltYWdlL3BuZ3xhRE00TDJnM05TOHhNRGd5TXpJMU16Z3hPVFF5TWk4eE1UQTBOall4TFRGZk9EQXdWM2c0TURCSXw4ZGFjMDMyY2UyNTRmMTQwMDNlYjJkOWVlOGU1MmU2Mzg4NDgzMDJmY2FlZjc2Zjg1ZTM0Y2RiMmU0ZmYzODU2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104702,15216,TB-HB22,SUPER B,SUPEB PROFESSIO HUB CONE WRENCH 22,Llave de conos profesional 22mm,16.50,13.64,5.50,4712765147338,40,8205510000,0,1,"• Fabricado mediante corte láser para máxima precisión, acero cromoly de alta calidad tratado térmicamente.<br>• Extremos biselados específicamente diseñado para facilitar el acceso a cualquier componente.<br>• Los mangos moldeados de doble densidad están especialmente contorneados para brindar palanca, comodidad y control.<br>• Especificaciones: 22 mm","• Fabricado mediante corte láser para máxima precisión, acero cromoly de alta calidad tratado térmicamente.• Extremos biselados específicamente diseñado para facilitar el acceso a cualquier componente.• Los mangos moldeados de doble densidad están especialmente contorneados para brindar palanca, comodidad y control.• Especificaciones: 22 mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,192,95,263,81,9,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104702-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0NzI2fGltYWdlL3BuZ3xhRGMzTDJnMlpTOHhNRGd5TXpJM05EYzVNRGswTWk4eE1UQTBOekF5TFRGZk9EQXdWM2c0TURCSXw5MzMyYTU5OWY0MTIwNzA2NTI3MTVhY2Q1MWQ1MTZjZWE0YzJiYzAzNGEwOTkxNWVkZDU0ZWM1MGNiMmM2ZTA0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104684,15194,TB-8648,SUPER B,SUPEB HUB CONE SPANNER 13MM,Llave de conos 13mm,5.51,4.55,2.96,4712765145938,2,8205510000,0,1,"Llave de conos 13mm.<br>- Fabricada en acero al alto carbono, tratado en caliente, resistencia extrema.<br>- Máxima robustez.<br>- Fácil y cómoda de usar.<br>- Mango de vinilo para el mejor confort.<br>- Ideal para ciclistas y mecánicos aficionados.","Llave de conos 13mm.- Fabricada en acero al alto carbono, tratado en caliente, resistencia extrema.- Máxima robustez.- Fácil y cómoda de usar.- Mango de vinilo para el mejor confort.- Ideal para ciclistas y mecánicos aficionados.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,215,98,275,87,9,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104684-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4OTg2fGltYWdlL3BuZ3xhR1l5TDJoa055OHhNRGd5TXpJMk5UWTRNVFF6T0M4eE1UQTBOamcwTFRGZk9EQXdWM2c0TURCSXwxMGQwZDE1YTRkMjk2M2VmZDllZjE1NTY0NDQ1ZjdiMmQwNmQwZTJiZjFhNDJlODA5YzdiYTRhMjcxOTczOGJm,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104445,12054,TB-5585,SUPER B,SUPEB SPOKE WRENCH SHIMANO,Llave radios doble. Shimano. - REF TB-5585,11.99,9.91,6.44,4712765144337,27,8205510000,0,1,Llave de radios doble con mango. Shimano®<br>Para tetón de 4.3 / 4.4 mm,Llave de radios doble con mango. Shimano®Para tetón de 4.3 / 4.4 mm,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,133,65,203,41,16,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104445-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTYzNTh8aW1hZ2UvcG5nfGFHWXpMMmhoWWk4eE1EZ3lNelEyT0RNMU1UVXhPQzh4TVRBME5EUTFMVEZmT0RBd1YzZzRNREJJfDgyN2Q3MjNiMTlhNzI0ZjhkMzAyNTkwZmIzODg4NmFkOWU0YmJhZjljODA3YTc0YTk5NWZiZjIzYjU2ZDc0OGY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1101316,13559,TB-6618,SUPER B,SUPEB CRANK EXTRACTOR 2 IN 1. 14MM BOX,Extractor de biela 2 en 1. Caja de 14mm.,13.00,10.74,6.98,4712765144412,73,8714109090,0,1,"• Incluye llave de tubo de 14 mm.<br>• Diseño patentado, para quitar bielas tanto tipo cuadrado estándar como Shimano® Octalink, ISIS Drive®, la interfaz de pedalier Power Spline o Power Drive.<br>• Su rosca de paso fino ayuda a quitar las bielas con suavidad y facilidad.<br>• Se recomienda utilizar con una llave hexagonal de 8 mm o una llave fija de 15 mm.","• Incluye llave de tubo de 14 mm.• Diseño patentado, para quitar bielas tanto tipo cuadrado estándar como Shimano® Octalink, ISIS Drive®, la interfaz de pedalier Power Spline o Power Drive.• Su rosca de paso fino ayuda a quitar las bielas con suavidad y facilidad.• Se recomienda utilizar con una llave hexagonal de 8 mm o una llave fija de 15 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,317,119,147,83,26,,https://api.mybihr.com/medias/1101316-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTQ1MDh8aW1hZ2UvanBlZ3xhR0V4TDJoa05TODVOak14TmpFNU1ESXlPRGM0THpFeE1ERXpNVFl0TVY4NE1EQlhlRGd3TUVnfDRjYmYxOTZhNWZhZTVjYTkxYjJlNjNmOTQ4MjkxYjM3OWNlZWM1OGE4NjUyYjYxMzg5MDlkMGZkMDZmNzE2NDQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104438,12045,TB-1055,SUPER B,SUPEB FREEWHEEL REMOVER,Extractor Piñon BMX. - REF TB-1055,14.50,11.98,4.80,4712765143231,16,8205510000,0,1,Extractor piñón 4 tetones BMX y SingleSpeed.<br>Girar con una llave de 24mm o TB-8830.,Extractor piñón 4 tetones BMX y SingleSpeed.Girar con una llave de 24mm o TB-8830.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,294,91,143,71,29,BMX & Ciudad & Infantil,https://api.mybihr.com/medias/1104438-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0ODAxfGltYWdlL3BuZ3xhRFpsTDJobU1TOHhNRGd5TXpRMk5EWXhOVGsyTmk4eE1UQTBORE00TFRGZk9EQXdWM2c0TURCSXw0YzQxOWY3ZjEzMzg0ZTE4ZjcxODZmNWJmNjUyNGNiMmVlYjMxNWVhZDRlNTU2NDYyZDQ2OTM5MWVjMmE3OTRi,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104677,15187,TB-7634,SUPER B,SUPEB T/L HANDLE ALLEN 4 WRENCH,Llave Allen T/L. 4mm,8.99,7.43,2.99,4712765146607,17,8205510000,0,1,"Llave ""T/L"" Allen 4mm.<br>- Mango especialmente confortable.<br>- Forma T/L especial para un uso profesional o racing ultra-rápido.","Llave ""T/L"" Allen 4mm.- Mango especialmente confortable.- Forma T/L especial para un uso profesional o racing ultra-rápido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,556,58,249,97,23,Todos,https://api.mybihr.com/medias/1104677-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzIzNjN8aW1hZ2UvcG5nfGFHSmtMMmd3WWk4eE1EZ3lNekkyTWpreU9Ea3lOaTh4TVRBME5qYzNMVEZmT0RBd1YzZzRNREJJfDQ3OTA2ZDM5YjJmOWQyNzQ0N2RiNTI4ZDgyMTdiNjQ1ZWZmYjFiZDY4OGYwYmIzMDYwYmM2Yjc1ZDM1MmM0OWI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
