PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1101315,32705,TB-1907,SUPER B,SUPEB SIDE STORAGE STAND,Expositor bicicleta Ajustable Super B. Sujeción lateral al eje trasero,36.99,30.57,19.87,8430525327054,14,8207901000,0,1,Expositor bicicleta profesional Deluxe Ajustable.<br>Sujeción lateral al eje trasero. Para bicicletas con o sin disco de freno<br>- Ideal para tienda y garaje. Muy fácil de usar.<br>- Para todo tipo de rueda desde 24’’ hasta 29’’,Expositor bicicleta profesional Deluxe Ajustable.Sujeción lateral al eje trasero. Para bicicletas con o sin disco de freno- Ideal para tienda y garaje. Muy fácil de usar.- Para todo tipo de rueda desde 24’’ hasta 29’’,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,18994,1688,276,185,372,,https://api.mybihr.com/medias/1101315-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQzNTQ5fGltYWdlL3BuZ3xhRE0xTDJoaU1pOHhNRGd5TXpNeE5qZzJOVEExTkM4eE1UQXhNekUxTFRGZk9EQXdWM2c0TURCSXwwMGUxMGI2NGJlNGRmYzdjYjdlNGRjY2VjNTNhOGRjOTVmNDk4ODFhZThmYmY5MWQxN2VlMTA1Y2Y1OTNhNGZk,https://api.mybihr.com/medias/1101315-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1MzUyfGltYWdlL2pwZWd8YUdNM0wyZzNNaTg1TmpNeE5qRTRNak0yTkRRMkx6RXhNREV6TVRVdE1sODRNREJYZURnd01FZ3xlNWU0OTEwNjJiMGNkN2FkOGYyMzg0MTc5MzRkYTE1ZTc0MjEwZWEzNjEzMjM0Y2U3YjcwNmYyYzZhNWU1OWU3,https://api.mybihr.com/medias/1101315-3-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk3MDN8aW1hZ2UvanBlZ3xhRFUxTDJnNE1DODVOak14TmpFNE5qSTVOall5THpFeE1ERXpNVFV0TTE4NE1EQlhlRGd3TUVnfGNiOWVmOTM5NDFmZDliMzM3ODVhMmY4ZjE2ZGNmMmE5ZGE3ZGM4MWRjOGQzN2UzODU1MzIyMjQ2MmVmYzgzODE,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104696,15209,TB-DS10,SUPER B,SUPEB HOOK DIGITAL SCALE FRAMES & COMP.,Báscula bici,54.00,44.63,29.01,4712765147697,26,8205510000,0,1,"Báscula digital para bicicletas.<br>Versátil y precisa. Está especialmente diseñado para pesar cuadros, llantas, componentes, y bicicletas completas de forma segura y sin daños.<br>- Doble gancho de sujeción recubierto en silicona.<br>- Para pesos desde 10gr. hasta 50kg.<br>- Funciones de tarado y auto apagado.<br>- Se recomienda usar en combinación de un stand Super B para obtener los mejores resultados.","Báscula digital para bicicletas.Versátil y precisa. Está especialmente diseñado para pesar cuadros, llantas, componentes, y bicicletas completas de forma segura y sin daños.- Doble gancho de sujeción recubierto en silicona.- Para pesos desde 10gr. hasta 50kg.- Funciones de tarado y auto apagado.- Se recomienda usar en combinación de un stand Super B para obtener los mejores resultados.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1189,266,156,121,63,Todos,https://api.mybihr.com/medias/1104696-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTU0ODh8aW1hZ2UvcG5nfGFHRXlMMmcwTWk4eE1EZ3lNekkzTVRJMU1UazVPQzh4TVRBME5qazJMVEZmT0RBd1YzZzRNREJJfDg4MzkyYmRjMGQyOWY2Zjg2YmQ1NmI1MjMxMGE0M2FiOTI0MGZjZTUzMTVmNTgwMWMwMzA1N2RkZWM2ZmJkODU,https://api.mybihr.com/medias/1104696-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjI4NTcxfGltYWdlL3BuZ3xhRE13TDJnMU1DOHhNRGd5TXpJM01UWTBOVEl4TkM4eE1UQTBOamsyTFRKZk9EQXdWM2c0TURCSXxkNjE1NWZiZTU0MDgwOGExNTcwMmVkNWFjZjBhYTM0ZjUwYTI5NWVlOGEyYzczNzc4NGQzYjJiNzM0MDNmZjdi,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093161,59000015,TB-TW15 PAT.,SUPER B,SUPEB BIKE TOOL TORQUE KEY 3-10NM,"Llave de par 3-10Nm Super B (incluye puntas: Allen 3/4/5/6 mm, Torx25 / Phillips 2)",15.98,13.21,8.59,4712947227919,0,8205510000,0,1,"• Opción asequible para cualquiera que busque una llave de par.<br>• Rango de par: 3-10 Nm.<br>• Incluye brocas: Hexagonal 3/4/5/6 mm, Torx® 25 / Phillips 2.","• Opción asequible para cualquiera que busque una llave de par.• Rango de par: 3-10 Nm.• Incluye brocas: Hexagonal 3/4/5/6 mm, Torx® 25 / Phillips 2.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,665,111,229,88,33,Todos,https://api.mybihr.com/medias/1093161-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc2OTk0fGltYWdlL3BuZ3xhRFV6TDJoaU1DOHhNRGd5TXpRMU5UZzVPVFkzT0M4eE1Ea3pNVFl4TFRGZk9EQXdWM2c0TURCSXw1Nzk0OGYwZjg1Y2JjNjJiZmFmZDhmNTNlYzE2MWQ5ZWViMTNlNDNmMjcxNjBkOGNhOGNlMmM3YTY2NjViOTZj,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093157,59000035,TB-PD35,SUPER B,SUPEB BIKE TOOL DUMMY PEDAL,Pedal ficticio Super B para bielas de 1/2 y 9/16,14.00,11.57,2.00,4713331014351,66,8205510000,0,1,"• Ideal para reparación y montaje de bicicletas sin pedales instalados.<br>• Facilita sobretodo el montaje de bicicletas nuevas que vienen sin pedales.<br>• Muy útil también para que los mecánicos realicen ajustes durante el montaje de la bicicleta.<br>• Se instala rápidamente en cualquier biela y es adecuado para roscas de 1/2"" y 9/16"" .","• Ideal para reparación y montaje de bicicletas sin pedales instalados.• Facilita sobretodo el montaje de bicicletas nuevas que vienen sin pedales.• Muy útil también para que los mecánicos realicen ajustes durante el montaje de la bicicleta.• Se instala rápidamente en cualquier biela y es adecuado para roscas de 1/2"" y 9/16"" .",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,393,50,158,83,30,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1093157-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4MjAzfGltYWdlL3BuZ3xhR1k1TDJobU5TOHhNRGd5TXpNeE1qSXhNVGs1T0M4eE1Ea3pNVFUzTFRGZk9EQXdWM2c0TURCSXxjYjFiNmRkMzQ5YzE3YzQxN2U2ZDY3YmU3YjQ3MzExNjhjNGYzMjZhMGY5YWZhOGJkMWE0NzU2MzkzNjA3YzQ0,https://api.mybihr.com/medias/1093157-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTYxMTE4fGltYWdlL2pwZWd8YURjNEwyaG1ZeTh4TURneU16TXhNall3TlRJeE5DOHhNRGt6TVRVM0xUSmZPREF3VjNnNE1EQkl8ZDQ4M2NhMGI5NjVjMGU3ZjY2N2NkZWI2Zjc2ZmE5Y2JkMGE4OTk1YzY4YjdmMzUwYTQyZjdjYWQ2ZjU1NTkzMA,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104681,15191,TB-7640,SUPER B,SUPEB T/L HANDLE TORX® 40 WRENCH,Llave Torx T/L. T40,9.50,7.85,3.90,4712765146676,38,8205510000,0,1,"Llave ""T/L"" Torx T40.<br>- Mango especialmente confortable.<br>- Forma T/L especial para un uso profesional o racing ultra-rápido.","Llave ""T/L"" Torx T40.- Mango especialmente confortable.- Forma T/L especial para un uso profesional o racing ultra-rápido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,900,114,282,110,29,Todos,https://api.mybihr.com/medias/1104681-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyOTU3fGltYWdlL3BuZ3xhR1kxTDJoaU9TOHhNRGd5TXpJMk5EVXdNVGM1TUM4eE1UQTBOamd4TFRGZk9EQXdWM2c0TURCSXw2OGE1ZDEwNTI5Y2VjMTJhYzZjYWE1MmNkMWViMzI1ZWExYTU1NmJjMzU0NTVjMjcyNzBkNWEzZWE2Yjk5MGJk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1101841,12934,TB-TW20,SUPER B,SUPEB TORQUE WRENCH 1/4’’ 3-15NM,Llave dinamométrica 1/4’’ 3-15Nm,185.00,152.89,61.16,4712765145297,37,8204200000,0,1,Llave dinamométrica 1/4’’ 3-15Nm<br>Bidireccional. Casquillos incluidos:<br>Cabeza hexagonal 2/2.5/3/4/5/6/8/10mm/Torx25<br>Maletin de protección incluido.,Llave dinamométrica 1/4’’ 3-15NmBidireccional. Casquillos incluidos:Cabeza hexagonal 2/2.5/3/4/5/6/8/10mm/Torx25Maletin de protección incluido.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,799,552,270,63,47,,https://api.mybihr.com/medias/1101841-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2NzN8aW1hZ2UvanBlZ3xhRGN6TDJnME9TOHhNVGd5T1RFMU16azFOVGczTUM4eE1UQXhPRFF4TFRGZk9EQXdWM2c0TURCSXxhMjE1MDQyN2M0Yzk2OWUwNmExNzhiMmRhZWM4OWJlZWM3Nzc5NmZjZTQ4NTY3ZTJkNmI0MjEwYWMyYzM2MjE0,https://api.mybihr.com/medias/1101841-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzIyMzY1fGltYWdlL2pwZWd8YURFeEwyZzFZUzh4TVRneU9URTFNelE1TnpFeE9DOHhNVEF4T0RReExUSmZPREF3VjNnNE1EQkl8MzYzOGIyMGU4YjA3NjFhODhmNGMzZGQyYWU0Y2FjZGVlOWZjZjNhYzg5OWM3ZGNiYzgyODdlYTkyNzcwMzhmMQ,https://api.mybihr.com/medias/1101841-3-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2MDR8aW1hZ2UvanBlZ3xhREEzTDJnd09DOHhNVGd5T1RFMU5ESXhPREF4TkM4eE1UQXhPRFF4TFROZk9EQXdWM2c0TURCSXw0YmRlM2RiYTkyZTFkZmU3YTNmNjY4ZDQ2MmFjNmVlYzRhMjA4ODg2NDMxZTg3MTQ0OWEzZWIxZWQ3YTVkYmM0,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104512,13529,TB-YY10,SUPER B,SUPEB ''Y'' WRENCH. TORX 25/30/40,Llave Y Torx T25/T30/T40 Super B - REF TB-YY10,11.99,9.91,6.44,4712765143545,3,8205510000,0,1,Llave multiusos “Y”. Torx 25/30/40.<br>Acero de alta calidad tratado en caliente.<br>Con agarre de goma termoplástica para el mejor confort.,Llave multiusos “Y”. Torx 25/30/40.Acero de alta calidad tratado en caliente.Con agarre de goma termoplástica para el mejor confort.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,416,77,152,114,24,Todos,https://api.mybihr.com/medias/1104512-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTgxMjR8aW1hZ2UvcG5nfGFHUXlMMmhsTmk4eE1EZ3lNelEzTnpVNU1qQTVOQzh4TVRBME5URXlMVEZmT0RBd1YzZzRNREJJfGJjYjM0MTRmZjNmOTM5YTJlNjg2NjJjM2VjNTIzODk2N2QzMzc3Y2RmNjIxYzFlMmE1OWM2Mjc1NzZmYjI3YTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1101977,58995,TB-ST12,SUPER B,SUPEB SPOKE TENSION METER TB-ST12,Tensiómetro de radios Super B TB-ST12,75.00,61.98,24.80,8430525589957,57,8207901000,0,1,"Mide la tensión de la mayoría de radios del mercado.<br>Su diseño simple es fácl de interpretar y usar.<br>Para cualquier tipo de operario o tarea, ya sea centrar o montar ruedas.<br>Si es necesario existe la posibilidad de calibrarlo periódicamente con el tensiómetro profesional TB-ST01.","Mide la tensión de la mayoría de radios del mercado.Su diseño simple es fácl de interpretar y usar.Para cualquier tipo de operario o tarea, ya sea centrar o montar ruedas.Si es necesario existe la posibilidad de calibrarlo periódicamente con el tensiómetro profesional TB-ST01.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1566,265,303,152,34,,https://api.mybihr.com/medias/1101977-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwNzI3fGltYWdlL2pwZWd8YURFMkwyZzRPQzg1TmpNeU16UTJOVGN3TnpneUx6RXhNREU1TnpjdE1WODRNREJYZURnd01FZ3xjNmFjZDYwMmIzN2ZkZjlmNGU2YmZkMDBkOTNmN2UxM2U5NWI2MjMwNjI5OGNjNmI5ZTE1NzExMWFiMTIyMjZi,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093165,59000033,TB-WS50,SUPER B,SUPEB EBIKE TOOL ESSENTIAL WORK STAND,Caballete de trabajo Super B esencial para E-bike,189.99,157.02,102.06,4712947228015,20,8205510000,0,1,"• Caballete robusto, con 2 patas base, solución económica apta para E-Bikes<br>• La mordaza se puede colocar en 5 posiciones.<br>• Regulable en altura, 105-150 cm.<br>• Carga máxima: 50 kg.","• Caballete robusto, con 2 patas base, solución económica apta para E-Bikes• La mordaza se puede colocar en 5 posiciones.• Regulable en altura, 105-150 cm.• Carga máxima: 50 kg.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,34452,7000,1160,270,110,E-Bike & MTB,https://api.mybihr.com/medias/1093165-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4Mzl8aW1hZ2UvanBlZ3xhRGczTDJneVlpOHhNRGd5TXpNeE5EVTNNVEk1TkM4eE1Ea3pNVFkxTFRGZk9EQXdWM2c0TURCSXw0M2NlMjg4MmUwMDczNmZkMDMyMTZjZWM1NjRlYzM0ZmVjYjQyNjRhZDcyMjNjZjAwNTdjNjJiOGNiNmRhNjg1,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104838,29612,TB-VC10,SUPER B,SUPEB VALVE CORE TOOL,Desmontador de obús de válvula,8.49,7.02,4.56,8430525296121,8,8205510000,0,1,"Desmontador de obús de válvula Triple función. Herramienta pequeña y manejable diseñada para quitar e instalar el obús de válvula Schrader (Gruesa) y Presta (Fina), así como quitar e instalar extensiones de válvula.","Desmontador de obús de válvula Triple función. Herramienta pequeña y manejable diseñada para quitar e instalar el obús de válvula Schrader (Gruesa) y Presta (Fina), así como quitar e instalar extensiones de válvula.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,172,18,148,83,14,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104838-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0MjgwfGltYWdlL3BuZ3xhRGt5TDJoa1ppOHhNRGd5TXpJNE5qRTVOREl3Tmk4eE1UQTBPRE00TFRGZk9EQXdWM2c0TURCSXxlNDJmNjc4YzY3NGRhNzE4NjQ1MTE3YzA2ZjRjODI4NzAyODVmMWNkZDU3NTY2ODRhMjJmMzNlMzVmNjZlZWU1,https://api.mybihr.com/medias/1104838-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk0MDI2fGltYWdlL3BuZ3xhR1kwTDJoalpTOHhNRGd5TXpJNE5qWTFNamsxT0M4eE1UQTBPRE00TFRKZk9EQXdWM2c0TURCSXxlNTY0OGY2ZGZmZjRiZTdiYTcxNjZjMTZiNDZhMmQ0ZmJkOTI0MzY1ZmM3N2NhYjczOTBlNjNjMmI3NTMzNzdk,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1101847,14251,TB-1918,SUPER B,SUPEB VICE TOOL,Tornillo de banco Super B,209.00,172.73,112.27,4712765143965,0,8714109090,0,1,"Tornillo de banco para Estación de trabajo profesional TBA9000.<br>Base giratoria 360º. Tres puntos de anclaje, con tornillos incluidos.<br>10 Años de garantía. Acero forjado.","Tornillo de banco para Estación de trabajo profesional TBA9000.Base giratoria 360º. Tres puntos de anclaje, con tornillos incluidos.10 Años de garantía. Acero forjado.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,13087,7962,346,192,197,,https://api.mybihr.com/medias/1101847-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5ODMwfGltYWdlL2pwZWd8YURoakwyZzBPQzg1TmpNeU1qWXpNamMwTlRJMkx6RXhNREU0TkRjdE1WODRNREJYZURnd01FZ3w0ZjAxZmQ1MmQ3M2EzODk2OGQwODM1ZDc0ODM5YTQxMzAyZmFhYzZmNGNlY2IwZGJmZWRmZGNmNzA2OWE2YzE2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104501,13516,TB-FW10,SUPER B,SUPEB FREEWHEEL TURNER&SPROCKET TOOL,Llave suelta coronas para piñon de 10vel Super B - REF TB-FW10,39.99,33.05,12.99,4712765143002,41,8205510000,0,1,"• Hecha de acero de alta calidad Cr-Mo tratado térmicamente. Extralarga, de calidad profesional, proporciona un apalancamiento superior.<br>• Incluye gancho para colocar cierres de cassette.<br>• Compatible con cassettes de 5 a 10 velocidades.<br>• Úselo en combinación con TB-FW30 / TB-CP15 / TB-1445 / TB-1465.","• Hecha de acero de alta calidad Cr-Mo tratado térmicamente. Extralarga, de calidad profesional, proporciona un apalancamiento superior.• Incluye gancho para colocar cierres de cassette.• Compatible con cassettes de 5 a 10 velocidades.• Úselo en combinación con TB-FW30 / TB-CP15 / TB-1445 / TB-1465.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,486,372,415,45,26,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104501-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkzOTA1fGltYWdlL3BuZ3xhREU1TDJneU5TOHhNRGd5TXpRM05EVXhNVGt3TWk4eE1UQTBOVEF4TFRGZk9EQXdWM2c0TURCSXxiODA4YWE4ODMyYTNhMjRlYTk1Yjc0YzliYTVkYzM2N2JmNWY4YTVlNDE3MmQ4NmNhYTUyYTA5ODZkYmVjODRi,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104521,13539,TB-4574,SUPER B,SUPEB CABLE AND HOUSING CUTTER,Cortador/reparador cable. Cierra termin. Super B - REF TB-4574,28.99,23.96,15.57,4712765143330,41,8205510000,0,1,Cortador de cable profesional.<br>1. Corta todo tipo de cable y funda<br>2. Reforma terminales<br>3. Cierra terminales,Cortador de cable profesional.1. Corta todo tipo de cable y funda2. Reforma terminales3. Cierra terminales,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,504,154,280,90,20,Todos,https://api.mybihr.com/medias/1104521-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg0OTgyfGltYWdlL3BuZ3xhR1UxTDJnd1ppOHhNRGd5TXpRM09UWTRPVEkwTmk4eE1UQTBOVEl4TFRGZk9EQXdWM2c0TURCSXw2NDQzYTRhNzBjN2U4MjYxYmZiN2JmYjE4ZWVjYTY1ZThkNDRjOTNhMzBiMjY3NmYxZmJmNDBhZTQxZWY4ZmRi,https://api.mybihr.com/medias/1104521-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzAwMTcyfGltYWdlL3BuZ3xhRFpoTDJobU1pOHhNRGd5TXpRNE1EQXhOamt5Tmk4eE1UQTBOVEl4TFRKZk9EQXdWM2c0TURCSXwxMThlNDZkZWNkMzFkYWVjNjliYTMxMzcwYjY4NDIwN2QzOTQzZjg1MjNmZTJiM2Q5MzIwNDNkODI2NmQ2YmQ4,https://api.mybihr.com/medias/1104521-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4MTQ2fGltYWdlL3BuZ3xhRE5pTDJobU9TOHhNRGd5TXpRNE1ESXhNelV6TkM4eE1UQTBOVEl4TFROZk9EQXdWM2c0TURCSXw1OTY3ODE5NWFiNjQ1MTkxNGRhZTliMWI4MjkxZWE1NmZhMTZhYjhiN2Q1OGQ4MDQ4YWEzNDBlM2IzNjg4Zjkz,https://api.mybihr.com/medias/1104521-4-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxMzA0fGltYWdlL3BuZ3xhR1kwTDJobVppOHhNRGd5TXpRNE1EUXhNREUwTWk4eE1UQTBOVEl4TFRSZk9EQXdWM2c0TURCSXw2ODIxNmViNzg5NTcxMzk4MTZkYjNkOTQ2MmE1MDQ4ZjEwZTMxOGFhNmJlZjkyMTQ5ZmU2ZWM2MWVlYmExYzA4,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093154,59000007,TB-FW50 PAT.,SUPER B,SUPEB BIKE TOOL REMOVAL,"Mordaza suelta coronas Super B (coronas 10-23 dientes, 5-12 velocidades)",44.00,36.36,23.63,4712947227322,2,8205510000,0,1,"• Mordaza sólida que se fija fácilmente en las coronas.<br>• Diseño patentado Super B trabaja firme y fácilmente en piñones de 10-23 dientes y cassettes de 5-12 velocidades.<br>• La operación con una sola mano deja la otra mano libre para operar con el extractor.<br>• Protege tus manos de lesiones durante el uso.<br>• Usar con un extractor de cassette, como TB-FW30 / TB-CP15 / TB-1445 / TB-1465.","• Mordaza sólida que se fija fácilmente en las coronas.• Diseño patentado Super B trabaja firme y fácilmente en piñones de 10-23 dientes y cassettes de 5-12 velocidades.• La operación con una sola mano deja la otra mano libre para operar con el extractor.• Protege tus manos de lesiones durante el uso.• Usar con un extractor de cassette, como TB-FW30 / TB-CP15 / TB-1445 / TB-1465.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,477,537,271,88,20,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1093154-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5MTk0fGltYWdlL3BuZ3xhRGN3TDJnek5TOHhNRGd5TXpRMU5ETTVNak0xTUM4eE1Ea3pNVFUwTFRGZk9EQXdWM2c0TURCSXxkNjNlYjczOGIxYzg1MTc4MTU3N2UyMTE0M2I3YzYzOWMzMWU5YzhiNDFlMjhjMDlkMmYzN2FlNjNjYjA5ODhk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1104857,35301,TB-PF22,SUPER B,SUPEB DIAL INDICATORS ARMS WHEEL TRUING,Indicadores diales con brazo multiposición Super B TB-PF22,332.75,275.00,110.00,8430525353015,1,8205510000,0,1,Par de indicadores diales con brazos magnéticos multiposición.<br>- Para conseguir más precisión con tu centrador de llantas habitual.<br>- Repuesto para 13551 y 35302.<br>- Complemento ideal para profesionalizar el centrador 14308.,Par de indicadores diales con brazos magnéticos multiposición.- Para conseguir más precisión con tu centrador de llantas habitual.- Repuesto para 13551 y 35302.- Complemento ideal para profesionalizar el centrador 14308.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3477,1426,262,158,84,Todos,https://api.mybihr.com/medias/1104857-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMwNTI2fGltYWdlL3BuZ3xhRFptTDJobE1DOHhNRGd5TXpJNU5ESTFOVEV6TkM4eE1UQTBPRFUzTFRGZk9EQXdWM2c0TURCSXxkNDRjYmY2NWI1OWM4MjZhZjViZGI5MDlhZDc2YzVlNjA4OGY4YzFkNTY4ZGJmMDIwYjg0Yjk1ZWMyODdiMGMw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
1093142,59000009,TB-1635,SUPER B,SUPEB BIKE TOOL HOLLOW CRANK BIKE STAND,Expositor de bicicleta Super B sujeción al eje pedalier hueco de Ø20mm,26.50,21.90,14.24,4712765143361,10,8205510000,0,1,"• El diseño revestido de vinilo es compatible platos y bielas con eje de 20 mm sin arañazos.<br>• Diseñado para poder girar el pedal libremente y hacer operaciones sencillas relacionadas con la transmisión.<br>• Solución rápida y ligera, facilita el mantenimiento y almacenamiento de bicicletas.","• El diseño revestido de vinilo es compatible platos y bielas con eje de 20 mm sin arañazos.• Diseñado para poder girar el pedal libremente y hacer operaciones sencillas relacionadas con la transmisión.• Solución rápida y ligera, facilita el mantenimiento y almacenamiento de bicicletas.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3969,950,477,128,65,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1093142-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUyMzY2fGltYWdlL3BuZ3xhRGxsTDJneU1TOHhNRGd5TXpNd05qY3dOamszTkM4eE1Ea3pNVFF5TFRGZk9EQXdWM2c0TURCSXw4NjIzYmJjYmI4ZjA3MWFjNmM4NzNiMTVhNDNmMjRmYmE5NWMxNDA3ZWFmYzhhNWM3NTlkZWI5ZTI1Y2JkODY4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/SUPER_B-pictures.zip,,Spain Warehouse (Parts)
