PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Picture1,Picture2,AllPicturesZIP,DeliveryPlant
1085720003,51466,LFB525O,PRO BOLT,"PROBO BOLT M5X0,8X25MM, ORG",Tornillo Aluminio Pro-Bolt cabeza alomada M5 x (0.8mm) x 25mm LFB525O Naranja,1.50,1.24,0.52,8430525514669,20,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,3,6,28,8,12,,https://api.mybihr.com/medias/800Wx800H-1085720003-1.jpg?context=bWFzdGVyfHJvb3R8Mzk3NjR8aW1hZ2UvanBlZ3xhR0psTDJnNU5pOHpNekV6TXpNNE9UTTBPRGc1TkM4NE1EQlhlRGd3TUVoZk1UQTROVGN5TURBd015MHhMbXB3Wnd8YWQ5NDgwYzNlZWI2NTdjMGNiMmZlNGEzMmY0NzRlOThmOTZjNTE5YTk0ZTNkZWNhYTg2YjcwMDFjNzU4YzU5OQ,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722001,49828,LFB620B,PRO BOLT,"PROBO BOLT M6X1,00X20MM, BLU",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm azul LFB620B,1.60,1.32,0.55,8430525498280,57,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Azul,4,4,23,11,15,,https://api.mybihr.com/medias/800Wx800H-1085722001-1.jpg?context=bWFzdGVyfHJvb3R8NTU5ODF8aW1hZ2UvanBlZ3xhR1JsTDJoaU1pOHpNekV6TXpNNU1qRXdNVFF3Tmk4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd01TMHhMbXB3Wnd8OTEzZGE2ZDNmNzczM2FmZjlkMmYzYmNhZTBkYjBkZTQ3MDJkOWE3MDY3NDUzMzk0NDQ5M2RiM2ZjY2Q3NTQ3YQ,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722007,49834,LFB620S,PRO BOLT,"PROBO BOLT M6X1,00X20MM, SIL",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm plata LFB620S,2.00,1.65,0.55,8430525498341,267,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Plata,4,2,22,11,16,,https://api.mybihr.com/medias/800Wx800H-1085722007-1.jpg?context=bWFzdGVyfHJvb3R8NTcwNjB8aW1hZ2UvanBlZ3xhR00zTDJobE1DOHpNekV6TXpVMU9ETXdNRGN3TWk4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd055MHhMbXB3Wnd8NTg2YTc5Zjk3NDA2YTQ5MmNkNzg5ZmVjZGJjYThjNzMzZTMzMjY1ZDk5ZDFmYTFmNTdlMDgyYmY1NTNlMzRhMg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722003,49830,LFB620G,PRO BOLT,"PROBO BOLT M6X1,00X20MM, GLD",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm oro LFB620G,2.00,1.65,0.54,8430525498303,70,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Dorado,4,4,23,12,16,,https://api.mybihr.com/medias/800Wx800H-1085722003-1.jpg?context=bWFzdGVyfHJvb3R8ODM5Mjh8aW1hZ2UvanBlZ3xhREV6TDJnNVlTOHpNekV6TXpNNU1qZzROemd6T0M4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd015MHhMbXB3Wnd8ZjcyN2MyZWI4NDcwMWM1OGI5MjhlNjFkYzc3OGQ0ZDY4MWMxZjhhYWVhNDhlNTdkMTMxNTAwZjViNjFjZWJkNQ,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722005,49832,LFB620P,PRO BOLT,"PROBO BOLT M6X1,00X20MM, PPL",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm violeta LFB620P,2.00,1.65,0.55,8430525498327,107,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Púrpura,4,2,22,13,15,,https://api.mybihr.com/medias/800Wx800H-1085722005-1.jpg?context=bWFzdGVyfHJvb3R8NTA4NTJ8aW1hZ2UvanBlZ3xhR1ZsTDJnM1pDOHpNekV6TXpVMU56VXhOREkzTUM4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd05TMHhMbXB3Wnd8NmYyMTc5OTY5NDFhYWYwNzJhMzY2OWMwZmRmZjQ5ZWMxNzVhNzBiZmJlNjY4NmIzMjA2NDk3ZGYwOTg5Mzk4Ng,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722004,49831,LFB620O,PRO BOLT,"PROBO BOLT M6X1,00X20MM, ORG",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm naranja LFB620O,2.00,1.65,0.52,8430525498310,83,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,4,2,12,22,15,,https://api.mybihr.com/medias/800Wx800H-1085722004-1.jpg?context=bWFzdGVyfHJvb3R8NTYwODN8aW1hZ2UvanBlZ3xhRFl3TDJnM01DOHpNekV6TXpVMU56RXlNVEExTkM4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd05DMHhMbXB3Wnd8NmMxNDI4Yzg2MGY2NjE1NjdjMTJhNzUxOTMzYzk5MDI3ZTA2OTk4YmM2YjRkY2Q4MmUwOGFjMmZjMWE3OWMyZA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085722006,49833,LFB620R,PRO BOLT,"PROBO BOLT M6X1,00X20MM, RED",Tornillo de Aluminio Pro-bolt cabeza redondeada M6 x (1.00mm) x 20mm rojo LFB620R,1.60,1.32,0.55,8430525498334,99,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Rojo,4,3,23,11,16,,https://api.mybihr.com/medias/800Wx800H-1085722006-1.jpg?context=bWFzdGVyfHJvb3R8NTA3Mzh8aW1hZ2UvanBlZ3xhRGRpTDJnNFlpOHpNekV6TXpVMU56a3dOelE0Tmk4NE1EQlhlRGd3TUVoZk1UQTROVGN5TWpBd05pMHhMbXB3Wnd8OGZlOWNkMjk3NmFiMTNkZGRjZDY3ODg4NGM3YWZmM2JlZTFmYTViMTVjYjNmNTNmZmZhMjdmMjgzYjE2OWZkZA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706006,53937,LBUT6R,PRO BOLT,"PROBO INSERT BUTTON, RED",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6R Rojo,1.20,0.99,0.41,8430525539372,57,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Rojo,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085706006-1.jpg?context=bWFzdGVyfHJvb3R8NTMwNTJ8aW1hZ2UvanBlZ3xhRGhpTDJneVl5OHpNekV6TXpNMk5UWXlORGcyTWk4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd05pMHhMbXB3Wnd8Zjg4ZjE2MDQyODcxZGNiOTZjZGZjYTAzMzlkMWQyYmM4NzE5MDkxZjIwMWZhODBjNWQxZDAyODM0NjMyMTM5Mg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706004,51465,LBUT6O,PRO BOLT,"PROBO INSERT BUTTON, ORG",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6O Naranja,1.20,0.99,0.41,8430525514652,57,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085706004-1.jpg?context=bWFzdGVyfHJvb3R8NDY3MDV8aW1hZ2UvanBlZ3xhRFJpTDJnek9TOHpNekV6TXpNMk5EYzNNamc1TkM4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd05DMHhMbXB3Wnd8YjYwYjMzMDViMzA1MjRjMjY0YTc4OTMyODkyZWM5ZDM3OTc2NGRiYmJiNmYyYmE5NDkwMTgxMzc3NWQ5N2EwYg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706005,54576,LBUT6P,PRO BOLT,"PROBO INSERT BUTTON, PPL",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6P Violeta,1.20,0.99,0.41,8430525545762,44,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Púrpura,48,10,60,80,10,,https://api.mybihr.com/medias/800Wx800H-1085706005-1.jpg?context=bWFzdGVyfHJvb3R8NjAxNjl8aW1hZ2UvanBlZ3xhR1ZrTDJneFlpOHpNekV6TXpNMk5URTJOakV4TUM4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd05TMHhMbXB3Wnd8NGVmZmIyN2VlYWY0MGNlZWM3MmNmYzFlZGU5ZDhmOWI5NjZmYWU4MmZhOTE3OWE3YzFmNDkzN2RhM2U2MTA0Mw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706007,53316,LBUT6S,PRO BOLT,"PROBO INSERT BUTTON, SIL",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6S Plata,1.20,0.99,0.41,8430525533165,91,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Plata,48,10,60,80,10,,https://api.mybihr.com/medias/800Wx800H-1085706007-1.jpg?context=bWFzdGVyfHJvb3R8NjMzOTB8aW1hZ2UvanBlZ3xhR00xTDJnNE1TOHpNekV6TXpNMk5qQXhPREEzT0M4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd055MHhMbXB3Wnd8YmU3MmEwMTdiYTQxYjY5ODFiNmUwNzA0N2YwNjliMjk3ZDg4MThlZmQ1YTlhNzExNjZmOGM4MjJkN2FhZTcxMw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706003,52677,LBUT6G,PRO BOLT,"PROBO INSERT BUTTON, GLD",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6G Oro,1.20,0.99,0.41,8430525526778,10,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Dorado,1,1,14,25,4,,https://api.mybihr.com/medias/800Wx800H-1085706003-1.jpg?context=bWFzdGVyfHJvb3R8NTE2MzN8aW1hZ2UvanBlZ3xhR1ZqTDJnME5pOHpNekV6TXpNMk5ETTNPVFkzT0M4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd015MHhMbXB3Wnd8NmZiNDliNTVjNjJiZmUxNWQ3YmEzZWZlYmVlZDQ4OGM1MDAzMzFiNTVjNjlmM2NjNmEwM2U5NzhlYTliNWVjMA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085706001,50823,LBUT6B,PRO BOLT,"PROBO INSERT BUTTON, BLU",Tapón tornillo de aluminio M6 Pro-Bolt LBUT6B Azul,1.20,0.99,0.41,8430525508231,13,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Azul,3318,2030,790,60,70,,https://api.mybihr.com/medias/800Wx800H-1085706001-1.jpg?context=bWFzdGVyfHJvb3R8NTczODB8aW1hZ2UvanBlZ3xhR0l5TDJoaE9TOHpNekV6TXpNMk16VTVNekkwTmk4NE1EQlhlRGd3TUVoZk1UQTROVGN3TmpBd01TMHhMbXB3Wnd8N2QwNTA5Y2JkYmI0YTA1YmY2MGU1ODY5N2M3MjVmMWI4ZmVjOGI1MjZiY2VkZDE3ZDAyODZjZTI2MWRhNDVjNw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712004,49788,LCS635O,PRO BOLT,"PROBO BOLT M6X1,00X35MM, ORG",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm naranja LCS635O,1.60,1.32,0.55,8430525497887,6,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085712004-1.jpg?context=bWFzdGVyfHJvb3R8NTM3NjJ8aW1hZ2UvanBlZ3xhRGMzTDJnNFlpOHpNekV6TXpNM05EUXdOalk0Tmk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd05DMHhMbXB3Wnd8NGFmYTU5ZDNlNGJhMmM0MmI2NjhlOGU5NTBhZjhmNDVmM2U4ODAxZmNmODdlN2E1M2E3NzEyOTFhZmE1MzkyMg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712003,49787,LCS635G,PRO BOLT,"PROBO BOLT M6X1,00X35MM, GLD",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm oro LCS635G,2.00,1.65,0.55,8430525497870,60,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Dorado,3,20,34,7,12,,https://api.mybihr.com/medias/800Wx800H-1085712003-1.jpg?context=bWFzdGVyfHJvb3R8NTc1NzN8aW1hZ2UvanBlZ3xhREptTDJnek1DOHpNekV6TXpNM016ZzRNak01T0M4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd015MHhMbXB3Wnd8NTY4NDVmNjRhODc4MDYyZmIxYTQ4NzA1ZGJmNTk5Y2M4MjM0MmJjYWMzNjdlMWI1NmU0NTRjMWZiZWExODdjYg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712005,49789,LCS635P,PRO BOLT,"PROBO BOLT M6X1,00X35MM, PPL",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm violeta LCS635P,2.00,1.65,0.55,8430525497894,48,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Púrpura,3,3,34,8,12,,https://api.mybihr.com/medias/800Wx800H-1085712005-1.jpg?context=bWFzdGVyfHJvb3R8NjAyNjZ8aW1hZ2UvanBlZ3xhR0kxTDJnNU5pOHpNekV6TXpNM05EYzVPVGt3TWk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd05TMHhMbXB3Wnd8NjllZWI3YWIxMmUwOGMyYThjNWM3YmE2Y2M1Mjg4ODc1NDMzZjE1MjkwZGI3NGFkMDI5NDFhZjQ3N2ZiOTU5ZA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712002,49786,LCS635BK,PRO BOLT,"PROBO BOLT M6X1,00X35MM, BLK",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm negro LCS635BK,2.00,1.65,0.55,8430525497863,5,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,3,2,33,8,11,,https://api.mybihr.com/medias/800Wx800H-1085712002-1.jpg?context=bWFzdGVyfHJvb3R8NDk1MjZ8aW1hZ2UvanBlZ3xhRGhtTDJneU1pOHpNekV6TXpNM016UTRPVEU0TWk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd01pMHhMbXB3Wnd8ZDgwYjQ4ODc4YTA2OGNjOGY5MmUzZjRkOGNmMGM3MmM0YTM4ZDgyZDkwMWI1YmFhM2QwYjAwMzJlODhkN2FlZg,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712001,49785,LCS635B,PRO BOLT,"PROBO BOLT M6X1,00X35MM, BLU",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm azul LCS635B,2.00,1.65,0.55,8430525497856,50,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Azul,3,2,34,7,12,,https://api.mybihr.com/medias/800Wx800H-1085712001-1.jpg?context=bWFzdGVyfHJvb3R8NjA5NTd8aW1hZ2UvanBlZ3xhREF4TDJneE5TOHpNekV6TXpNM016QTVOVGsyTmk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd01TMHhMbXB3Wnd8NjYwMDc0MTUyMWJkN2NiZGM2NjFkZTVlYzEyOGM2OGZlN2M1NTcwZGVmMjYyODM0YjZhMjAyNjA1ZWUwYWNhMw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085712006,49791,LCS635S,PRO BOLT,"PROBO BOLT M6X1,00X35MM, SIL",Tornillo de Aluminio Pro-bolt avellanado M6 x (1.00mm) x 35mm plata LCS635S,2.00,1.65,0.55,8430525497917,52,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Plata,2,2,25,7,12,,https://api.mybihr.com/medias/800Wx800H-1085712006-1.jpg?context=bWFzdGVyfHJvb3R8NTM1OTh8aW1hZ2UvanBlZ3xhREF4TDJobFl5OHpNekV6TXpNM05URTVNekV4T0M4NE1EQlhlRGd3TUVoZk1UQTROVGN4TWpBd05pMHhMbXB3Wnd8YjVmNzI4Y2ExMzFlYThiODFlMjk1YmJiODA4ZDI4NTY0ODAxMTliZjliZmJjNTQyNDgzYmE5YmIxN2IwZDYyYQ,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714004,49795,LFB412FO,PRO BOLT,"PROBO BOLT M4X0,5X12MM, ORG",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine naranja LFB412FO,2.00,1.65,0.53,8430525497955,27,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714004-1.jpg?context=bWFzdGVyfHJvb3R8NDM0NzB8aW1hZ2UvanBlZ3xhREJoTDJnNU5pOHpNekV6TXpNM05qYzJOVGs0TWk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd05DMHhMbXB3Wnd8OWIwOWQ3NzFjZjUxZTdkYTQ4ZjlhNjA0YTcxNTlkMjI3NWFmZmZhZmJmODhiNDBkMTAwNTZlZmViZmIyODlhMw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714001,49792,LFB412FB,PRO BOLT,"PROBO BOLT M4X0,5X12MM, BLU",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine azul LFB412FB,2.00,1.65,0.64,8430525497924,109,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Azul,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714001-1.jpg?context=bWFzdGVyfHJvb3R8NDk2Njd8aW1hZ2UvanBlZ3xhRGhtTDJobU9TOHpNekV6TXpNM05UVTROak16TkM4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd01TMHhMbXB3Wnd8ODU0MTI3MDk3MWRmMTk1MjRhNjcwMTVkNTQ4Mzc1ODg3YmI5ZjViNDI2OTZmOGVmMjhkMzBkOWJlYjY3YjYxYw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714007,49798,LFB412FS,PRO BOLT,"PROBO BOLT M4X0,5X12MM, SIL",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine plata LFB412FS,1.90,1.57,0.38,8430525497986,11,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Plata,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714007-1.jpg?context=bWFzdGVyfHJvb3R8NDY0Mjh8aW1hZ2UvanBlZ3xhR0V5TDJneU5TOHpNekV6TXpNM056azBOVFl6TUM4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd055MHhMbXB3Wnd8ODNkN2RlNWM1ZWZjZWFiOTFjMjY3NmRkYTEwMGZiNTQxZTMwOGYxZjY0ZjQzM2M3MDQ0MDlmZDJkYjU3YmM2MA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714005,49796,LFB412FP,PRO BOLT,"PROBO BOLT M4X0,5X12MM, PPL",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine violeta LFB412FP,2.00,1.65,0.64,8430525497962,23,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Púrpura,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714005-1.jpg?context=bWFzdGVyfHJvb3R8NDgwMDh8aW1hZ2UvanBlZ3xhR1F3TDJnME1DOHpNekV6TXpNM056RTFPVEU1T0M4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd05TMHhMbXB3Wnd8ODk2MDllMjlkY2U2YTgzOGRjYmVhZTkyNmZlNzhjNWJhZjMxNDA1YzM3MjBiNWQ0ZTQyYzEwMGU4YTI2NzEwMA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714003,49794,LFB412FG,PRO BOLT,"PROBO BOLT M4X0,5X12MM, GLD",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine oro LFB412FG,2.00,1.65,0.64,8430525497948,95,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Dorado,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714003-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MTh8aW1hZ2UvanBlZ3xhRGszTDJoaE15OHpNekV6TXpNM05qTTNNamMyTmk4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd015MHhMbXB3Wnd8NTkwOGM0Y2M5MmNkNTg2Nzk1OTk4YjBjOTBmOTJiYWY4Njg4NDcwOGM0ZWI2OTllNGI5YTRmYTczMTQ0MGFkZA,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085714002,49793,LFB412FBK,PRO BOLT,"PROBO BOLT M4X0,5X12MM, BLK",Tornillo de Aluminio Pro-bolt cabeza redondeada M4 x (0.5mm) x 12mm Fine negro LFB412FBK,1.90,1.57,0.64,8430525497931,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085714002-1.jpg?context=bWFzdGVyfHJvb3R8NDI1OTN8aW1hZ2UvanBlZ3xhR1V6TDJobU9DOHpNekV6TXpNM05UazNPVFUxTUM4NE1EQlhlRGd3TUVoZk1UQTROVGN4TkRBd01pMHhMbXB3Wnd8ZTExYzQwMWM1M2NjM2Y1YTVlMjVjMTQzYjI0NDI5MTllYjZhNDUzN2YwMWI0ZDNiNWFkYjY1Y2Y4YWM0MzFiMQ,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1082776001,42360,LDA10O,PRO BOLT,"PROBO ADJUSTER LEVER POSITION, ORG",Regulador maneta 4 posiciones Pro-Bolt Aluminio naranja LDA10O,8.49,7.02,1.47,8430525423602,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Naranja,532,18,118,188,24,Naranja,https://api.mybihr.com/medias/1082776001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTczMzh8aW1hZ2UvanBlZ3xhRGszTDJnNU1pODRPVGM0TVRFM01qTXdOakl5THpFd09ESTNOell3TURFdE1WODRNREJYZURnd01FZ3xlZWZmYzNhMzBkNWYzNTdiZjY5N2I3NjRiZmY0YjliYTU4ZWZlODdiMWZlZDZiZTU5ZDdhYTVlNjMzMTM0YmUw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1082776002,42361,LDA10P,PRO BOLT,"PROBO ADJUSTER LEVER POSITION, PPL",Regulador maneta 4 posiciones Pro-Bolt Aluminio violeta LDA10P,8.49,7.02,1.21,8430525423619,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Púrpura,461,15,204,119,19,Morado,https://api.mybihr.com/medias/1082776002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ1NzV8aW1hZ2UvanBlZ3xhREUxTDJnNVlTODRPVGM0TVRFM05Ea3lOelkyTHpFd09ESTNOell3TURJdE1WODRNREJYZURnd01FZ3xhZjZhMGYxNGEzYTcyZjVhNzY0OGQ4ZmU2NGJjMGQ0NDBhNmRkYzdkNjQxZGZmYmVmYWViMmZiMjM3N2UyNzVj,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
1085735003,54659,LHX510RGE,PRO BOLT,"PROBO NUT RACE SPEC, GLD",Tornillo Aluminio Race Spec Pro-Bolt LHX510RGE Oro,2.00,1.65,0.72,8430525546592,73,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Dorado,48,10,80,60,10,,https://api.mybihr.com/medias/800Wx800H-1085735003-1.jpg?context=bWFzdGVyfHJvb3R8NjE0MTN8aW1hZ2UvanBlZ3xhR0UzTDJnelpTOHpNekV6TXpVNE9UVTJNVE0zTkM4NE1EQlhlRGd3TUVoZk1UQTROVGN6TlRBd015MHhMbXB3Wnd8NzljNzU3MWJhN2I0YTY2M2RjZTFmMTUzZjcxMTg1MDNkMTQ5ZTkxOTE2ODc3YzZjNWYzMjFkN2UyNDE3Yjk4Yw,,https://static.bihr.pro/eBihr/Pictures/PRO_BOLT-pictures.zip,Spain Warehouse (Parts)
