PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Posición,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Capacidad (Ah),Capacidad (ml/l),Capacidad de portaequipajes (L),Carga máxima (kg),Casquillo,Categoría ECE,Color,Color de la carcasa,Color del cristal,Componente de fijación,Composición,Compuesto del puño,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro interior del manillar (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Eslabones de cadena,Espesor (mm),Fijación,Forma,Función de la luz,Gama,Homologación,Incluye intermitente,Longitud (cm),Longitud (mm),Montaje,Montaje de espejo retrovisor,Número de canal,Número de pines,Número de puntos,Peso (kg),Plegable,Posición,Rango de uso,Resistencia,Rosca (mm),Rosca de espejo,Rosca inferior,"Rosca superior ",Sentido de rosca,Tamaño de accionamiento cuadrado,Terminales,Tipo,Tipo de luz,Tipo de producto,Tipo de puño,Tipo de retrovisor,Tipo de soporte,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
1081246003,872377,CJJ9900C8B,BIHR,"BIHR GRIP BULLIT, TRN",Puños Vintage Bihr Bullit Transparentes,13.31,11.00,7.15,CJJ9900C8B,6,4016999790,0,1,Bihr ha desarrollado una nueva gama de puños con un look vintage: los puños Bullit. Están disponibles en varios colores.Color: TranslúcidoBloqueo: No,Bihr ha desarrollado una nueva gama de puños con un look vintage: los puños Bullit. Están disponibles en varios colores.Color: TranslúcidoBloqueo: No,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Transparente,,,,1334,175,163,124,66,,,,,,,,,,,,,,,,,Translúcido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081246003-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTczMDZ8aW1hZ2UvanBlZ3xhR0UzTDJnM05TODRPVGMzTXprM056UXpOalEyTHpFd09ERXlORFl3TURNdE1WODRNREJYZURnd01FZ3xkODQwNGIyNDNhNmU0NjJjNDRiYjRhMWM5MjY3MzQ3NTljZmRkYmNmNTc5ZDkwMmIxM2RkMzM5NDNjNzBjMGIy,https://api.mybihr.com/medias/1081246003-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTQyMjh8aW1hZ2UvanBlZ3xhR1EzTDJnMlpTODRPVGMzTXprM09UUXdNalUwTHpFd09ERXlORFl3TURNdE1sODRNREJYZURnd01FZ3xhNWJhNjEwNzJiNWExNWNmMTQ4OGNlM2JiYzg4YzI0NDdlNzRkYzJkNmU2NmUyOGY5MGRlOWFlZGQxOTBhZDdl,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1081248002,872394,CJL990091B,BIHR,"BIHR GRIP ZEPPELIN, BLK",Puños Vintage Bihr Zeppelin Color negro,12.10,10.00,6.50,CJL990091B,1,4016999790,0,1,Bihr ha desarrollado una nueva gama de puños para manillar con un look vintage: los puños Zeppelin. Están disponibles en varios colores.Color: NegroBloqueo: No,Bihr ha desarrollado una nueva gama de puños para manillar con un look vintage: los puños Zeppelin. Están disponibles en varios colores.Color: NegroBloqueo: No,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,,,1338,195,166,124,65,,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081248002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg0OTV8aW1hZ2UvanBlZ3xhREUzTDJnMk5TODRPVGMzTXprNU9UY3hPRGN3THpFd09ERXlORGd3TURJdE1WODRNREJYZURnd01FZ3w4NGFiYjlkODFkZGY2MDQ2MDgxMTViNjAyYTA2MjJmMGFhZGEyYmE0Yzk4MGNiYjg0YWU3NzkyN2NkMmJmYzUz,https://api.mybihr.com/medias/1081248002-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTI4MTl8aW1hZ2UvanBlZ3xhREEzTDJnM015ODRPVGMzTkRBd016WTFNRGcyTHpFd09ERXlORGd3TURJdE1sODRNREJYZURnd01FZ3xiMDIzZDg1OTE0YzBlNDA5Njc1OTRjMmE0OWMwYzdlMDA4YTM4NjIxYmY5OWIyMWMwNDhlMTk5YjEzNGMwYThh,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054867,61500120,2BI090051A0004,BIHR,"BIHR ALUMINUM TRAIL ENGINE GUARD, BLK",Cubrecárter Bihr Negro,301.50,249.17,110.11,2BI09000510004,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.</p><p> </p><ul> <li>Made by best quality aluminum, with a thickness of 4mm</li></ul> <ul> <li>High resistance </li><li>Innovative design </li><li>Maximum protection </li><li>Maximum quality<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.  Made by best quality aluminum, with a thickness of 4mm  High resistance Innovative design Maximum protection Maximum quality  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,165451,2641,685,469,515,,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054867-1.jpg?context=bWFzdGVyfHJvb3R8MTIxNzg4fGltYWdlL2pwZWd8YURVeUwyZzNOUzgwTlRFeE1USTFOVFU1TnpBNE5pODRNREJYZURnd01FaGZNVEExTkRnMk55MHhMbXB3Wnd8YTlmMzMwMDgyZGM5YjU2OGEwM2JlYjM4ZDFiN2IyNzZiNjRmZmU5NjNiN2ViNTQ1ZGZmN2VkZDY0ZTlhZDE0MA,https://api.mybihr.com/medias/800Wx800H-1054867-2.jpg?context=bWFzdGVyfHJvb3R8NzY1MTV8aW1hZ2UvanBlZ3xhR0l4TDJnMk55ODBOVEV4TVRJMU5UazVNRE13TWk4NE1EQlhlRGd3TUVoZk1UQTFORGcyTnkweUxtcHdad3wzYzgzZTNmOGM2ODA4ZjQ2M2QxNTM0NTA5NDRjNmQ5YTViOTU1MTdjNzJiMGJiZDRkMzdjOThmY2IxMWZkMjRh,https://api.mybihr.com/medias/800Wx800H-1054867-3.jpg?context=bWFzdGVyfHJvb3R8MTA2MzMzfGltYWdlL2pwZWd8YURjNEwyZ3hNaTgwTlRFeE1USTFOak00TXpVeE9DODRNREJYZURnd01FaGZNVEExTkRnMk55MHpMbXB3Wnd8YmYyM2EzODMzYTkzMjE1MDcwZjAxZTljYzdlNTg5M2I2NTc2NDcxNjc0M2JhZjg4MGU1ZWNkNjJhZDAxOTgxMQ,https://api.mybihr.com/medias/800Wx800H-1054867-4.jpg?context=bWFzdGVyfHJvb3R8MjM2Njh8aW1hZ2UvanBlZ3xhREJoTDJnNFl5ODBPVEE0TmpBek1qWTNORGcwTmk4NE1EQlhlRGd3TUVoZk1UQTFORGcyTnkwMExtcHdad3w4NDRmMjgyMzNkN2IzNDRjZjE2MjM2YzAxZDM3NjEzMmJjYjUzYzMyMjg0NTFmZTA1YmVhNWUxMDY5Y2U0MzM5,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054872,61500096,2BI09000550011,BIHR,"BIHR ALUMINUM TRAIL ENGINE GUARD, BLU",Cubrecarter Bihr azul,210.75,174.17,104.50,2000000155821,4,8714109090,0,1,"<p><strong>Valido solo para TENERE 700 (EURO 4).</strong></p>
<p>Cubre completamente el motor de tu moto, garantizando la m&aacute;xima protecci&oacute;n contra impactos y proyecciones de piedras.</p>
<ul>
<li>Fabricado en aluminio de la mejor calidad, con un espesor de 4mm</li>
<li>Alta resistencia</li>
<li>Dise&ntilde;o innovador</li>
<li>M&aacute;xima protecci&oacute;n</li>
<li>M&aacute;xima calidad</li>
<li>M&iacute;nimo peso</li>
</ul>","
Valido solo para TENERE 700 (EURO 4).

Cubre completamente el motor de tu moto, garantizando la máxima protección contra impactos y proyecciones de piedras.

Fabricado en aluminio de la mejor calidad, con un espesor de 4mm
Alta resistencia
Diseño innovador
Máxima protección
Máxima calidad
Mínimo peso
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,44200,2334,500,520,170,,,,,,,,,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054872-1.jpg?context=bWFzdGVyfHJvb3R8MzM2MDR8aW1hZ2UvanBlZ3xhR1V6TDJneE55ODBPVEE0TmpBek16azROVFUyTmk4NE1EQlhlRGd3TUVoZk1UQTFORGczTWkweExtcHdad3w2MWViNWMyZDdjNzY1ZWRjNjM4NGU1ZTZjMjI3ZjA5ODQwMjBhZWIwZGZmZjhlZWYyYjcwZDM2M2Y5MmFlNWFj,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054875,445270,2BI09000210012,BIHR,BIHR TRAIL ENGINE GUARD ICE POLISH PROT,Cubrecarter Bihr KTM DUKE 390 Color aluminio pulido,160.00,132.23,32.20,2BI09000210001,1,8714109090,0,1,"<ul><li>Fabricadas com alum&iacute;nio de la m&aacute;s alta calidad, con grosor de 4 mm</li><li>Cubren totalmente el motor de la moto, garantizando la m&aacute;xima protecci&oacute;n contra impactos de piedras o chinas</li></ul>","Fabricadas com alumínio de la más alta calidad, con grosor de 4 mmCubren totalmente el motor de la moto, garantizando la máxima protección contra impactos de piedras o chinas",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,16258,1397,386,390,108,,,,,,,,,,,,,,,,,Pulido,,,,Aluminio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1054875-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM3ODF8aW1hZ2UvanBlZ3xhRE5pTDJobVpDODRPVGN4T1RFNE9UazVOVGd5THpFd05UUTROelV0TVY4NE1EQlhlRGd3TUVnfDYxZmFiOGE3MmRiY2E5MjAzNmJhZTJjNTI2YWUwNmE3MmU2OWZjYjJjOTJjNTY2NzY5NjRiMDMwZDU5NDEwYWM,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1064585,,517-751,BIHR,BIHR MOUNT KIT FAIRING BRACKET,Araña de carenado BIHR Suzuki GSX-R1000,224.70,185.70,120.71,4054783087266,1,8714109090,0,1,Bihr fairing brackets are used as replacements or to prepare a motorbike. They are mounted in the original insets and are as well renowned as the original parts.,Bihr fairing brackets are used as replacements or to prepare a motorbike. They are mounted in the original insets and are as well renowned as the original parts.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,18927,1287,234,366,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1064585-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE5NDl8aW1hZ2UvanBlZ3xhRE0xTDJnM09DODRPVGN6T0RjeE1qZzBNalUwTHpFd05qUTFPRFV0TVY4NE1EQlhlRGd3TUVnfDViNzQ1N2I1MzIxN2UzNDdjODQzZTY1YTcwOTk2NjIxYjk0ODVlNTliNzVhZmQxMjYwM2Q4OGRiOTU3YzU3ZTM,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1064599,,517-889,BIHR,BIHR MOUNT KIT FAIRING BRACKET,Araña carenado BIHR Yamaha R1,189.97,157.00,102.05,4054783087457,1,8714109090,0,1,Bihr fairing brackets are used as replacements or to prepare a motorbike. They are mounted in the original insets and are as well renowned as the original parts.,Bihr fairing brackets are used as replacements or to prepare a motorbike. They are mounted in the original insets and are as well renowned as the original parts.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,20504,1127,393,279,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1064599-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc4NTl8aW1hZ2UvanBlZ3xhREJpTDJoak5pODVNREV6TURrM056STFPVGd5THpFd05qUTFPVGt0TVY4NE1EQlhlRGd3TUVnfGU0ZjQyNjQ1ZmU2YmIwNDk1ODYzNzU2YTE3OGVmZjNhZDBkYWU1MTgyN2VhODYxNGE3MWFjMDY4NGY3NTU1ZmI,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1066372,,CX899B192B,BIHR,BIHR SPAREPARTS BAR END PROTEC LEVER,Protector de maneta V PARTS,18.15,15.00,9.00,441718,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs1C98BBCC{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}</style> </head> <body> <ul> <li>Bar end</li><li>For Bihr Factory lever guard</li><li>Delivered with anodized rings to match lever guard color</li><li>To use with :<ul> <li>441719</li><li>441720</li><li>441721</li><li>441722</li><li>441723</li><li>441724</li></ul> </li><p> </p></ul> </body> </html>","        Bar endFor Bihr Factory lever guardDelivered with anodized rings to match lever guard colorTo use with : 441719441720441721441722441723441724    ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,357,91,120,93,32,,,,,,,,,,,,,,,,,Negro & Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1066372-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzUzfGltYWdlL2pwZWd8YURnekwyZzFNQzg0T1RjME1qQTRNVE01TWprMEx6RXdOall6TnpJdE1WODRNREJYZURnd01FZ3w0OGI5NjBkYzExNDE5YjliMzcwYmViMDY1YzljOGM0Y2QzM2VkOThhYThjN2I5YzY2YmY1ZGUzZTkxYjMxNWVh,https://api.mybihr.com/medias/1066372-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1Nzc0fGltYWdlL2pwZWd8YUdJekwyZzBPUzg0T1RjME1qQTRNek0xT1RBeUx6RXdOall6TnpJdE1sODRNREJYZURnd01FZ3w1NmE0NmNiNzc0MWIyNDViYjdjNWViN2ZiYzk3YWMyNjFhMzUxODQ5ZTI4YTc4ZDE2YzNlYzUxNzI0NzQ0MGQ3,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1064321,,K-111,BIHR,BIHR MOUNT KIT STRAPS RUBBER ORA,BIHR Correas Faro Enduro Goma Naranja,29.04,24.00,15.60,780265,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,1089,135,220,90,55,,,,,,,,,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1064321-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyNjh8aW1hZ2UvanBlZ3xhREprTDJneU1TODRPVGN6T0RJeU1UTXlNalUwTHpFd05qUXpNakV0TVY4NE1EQlhlRGd3TUVnfGZhMDkwNTMzMjVkZmM0MDkwMTBkZTMwMzAyMzRiOTQ2Mzk3YzIzNTg2NDg1ZDY0Yzk1OTgzNDIwZDMyMWE4ZjA,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054826,6090011201,2BI197059A0004,BIHR,BIHR PROTECTION CRASH BAR BLK,Defensas Bihr negro para 1100 Africa Twin 2020,358.99,296.69,178.01,2000000164632,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Bihr Crash Bars</p><p> </p><ul> <li>Very good price-quality ratio </li><li>Lightness and strength </li><li>Easy to install</li></ul> </body> </html>","       Bihr Crash Bars  Very good price-quality ratio Lightness and strength Easy to install  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,67024,4548,577,528,220,,,,,,,,,,,,,,,,,Negro & Negro,,,,"Aluminio & ",,,,,,,,,por unidad,,,,,,,,,,,,,,,,,,Delantero & Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054826-1.jpg?context=bWFzdGVyfHJvb3R8MjM2Njh8aW1hZ2UvanBlZ3xhRGhsTDJobFlpODBPVEE0TmpBeU9ETTBPVFEzTUM4NE1EQlhlRGd3TUVoZk1UQTFORGd5TmkweExtcHdad3wzY2JjODBlODVjZWFhM2UxYjkyYmI1NDE5MjUwYjRmY2U5YzZmZjhhYTVkMWYwNWZjZmYyY2QxZjM1ZmVmNzEz,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054828,6090011407,2BI19700500011,BIHR,BIHR PROTECTION CRASH BAR BLU,Defensas Bihr azul para R1250GS /Adventure 19-20,289.00,238.84,143.30,2000000142692,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Bihr Crash Bars</p><p> </p><ul> <li>Very good price-quality ratio </li><li>Lightness and strength </li><li>Easy to install</li></ul> </body> </html>","       Bihr Crash Bars  Very good price-quality ratio Lightness and strength Easy to install  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,85319,4789,611,449,311,,,,,,,,,,,,,,,,,Azul & Azul,,,,"Aluminio & ",,,,,,,,,por unidad,,,,,,,,,,,,,,,,,,Delantero & Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054828-1.jpg?context=bWFzdGVyfHJvb3R8MzM2MDR8aW1hZ2UvanBlZ3xhR1ptTDJobE1DODBPVEE0TmpBeU9EWTNOekUxTUM4NE1EQlhlRGd3TUVoZk1UQTFORGd5T0MweExtcHdad3w1ZDI4NThjZTk1YmExMzBkNWI5Y2ZjZDZjMTlhM2UwNDA1ZDM0Y2I4MDQwODdhM2M0M2Q4Y2FlMTM4NGEyMDlm,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054830,6090010207,2BI197055A0011,BIHR,BIHR PROTECTION CRASH BAR BLU,Defensas Bihr azul,359.37,297.00,144.80,2000000155371,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Bihr Crash Bars</p><p> </p><ul> <li>Very good price-quality ratio </li><li>Lightness and strength </li><li>Easy to install</li></ul> </body> </html>","       Bihr Crash Bars  Very good price-quality ratio Lightness and strength Easy to install  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,54720,3060,640,450,190,,,,,,,,,,,,,,,,,Azul & Azul,,,,"Aluminio & ",,,,,,,,,por unidad,,,,,,,,,,,,,,,,,,Delantero & Delantero,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054830-1.jpg?context=bWFzdGVyfHJvb3R8MzM2MDR8aW1hZ2UvanBlZ3xhR0kxTDJnNE9DODBPVEE0TmpBeU9URXpOVGt3TWk4NE1EQlhlRGd3TUVoZk1UQTFORGd6TUMweExtcHdad3xmYmJhZmJmOWQ1ZjU0YWMwNDc3NDhiZjcwMjQ0YmE5YTU5NzJkZDcxMDFkNmU3MmMyYzlhZGYxYjI3YjVjNjY1,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054877,61500125,2BI09000500007,BIHR,"BIHR ALUMINUM TRAIL ENGINE GUARD, RED",Cubrecarter Bihr rojo para R1250GS /Adventure 19-20,189.00,156.20,67.76,2000000142975,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.</p><p> </p><ul> <li>Made by best quality aluminum, with a thickness of 4mm</li></ul> <ul> <li>High resistance </li><li>Innovative design </li><li>Maximum protection </li><li>Maximum quality<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.  Made by best quality aluminum, with a thickness of 4mm  High resistance Innovative design Maximum protection Maximum quality  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,12767,1567,465,312,88,,,,,,,,,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1054877-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU3MzR8aW1hZ2UvanBlZ3xhREk1TDJoa1lpOHhOakF5TlRBNE1ESXdNVEkwTmk4eE1EVTBPRGMzTFRGZk9EQXdWM2c0TURCSXw1ZDA3YTkyMjRkN2UwN2I2YWNkYzc5ZTE2OWVkMzFiYTY0YmJlYTQ4NjZlM2ZhODI2OTlkZDIwOTFjZmM5NjBk,https://api.mybihr.com/medias/800Wx800H-1054877-2.jpg?context=bWFzdGVyfHJvb3R8MzQzNDl8aW1hZ2UvanBlZ3xhR1kwTDJnMFpDODBPVEE0TmpBek5EZ3pOelV6TkM4NE1EQlhlRGd3TUVoZk1UQTFORGczTnkweUxtcHdad3wwN2Q2NmM4Y2YzODJmZDgxMjgxNzJhMWE3ZGU2MWY5MDkzNWYzZGU0NmFhZTcyNmEzZDhjNDNjNzJjMTU0MGVm,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
1054866,61500123,2BI09000500004,BIHR,"BIHR ALUMINUM TRAIL ENGINE GUARD, BLK",Cubrecarter Bihr negro para R1250GS /Adventure 19-20,189.00,156.20,93.72,2000000142944,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.</p><p> </p><ul> <li>Made by best quality aluminum, with a thickness of 4mm</li></ul> <ul> <li>High resistance </li><li>Innovative design </li><li>Maximum protection </li><li>Maximum quality<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Bihr skid plates, offer the maximum of protection for a minimum weight. They wrap around the bottom and both sides of the engine providing you bike with perfect protection against rocks.  Made by best quality aluminum, with a thickness of 4mm  High resistance Innovative design Maximum protection Maximum quality  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,,,12610,1563,468,317,85,,,,,,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1054866-1.jpg?context=bWFzdGVyfHJvb3R8NDc3MDN8aW1hZ2UvanBlZ3xhRGc0TDJneU55OHhNREEzT0RJME1USTROVGN6TnpRdk9EQXdWM2c0TURCSVh6RXdOVFE0TmpZdE1TNXFjR2N8YzAxZjg2NjJiN2ViNGEzM2VlOTIwN2NhYjBhNGNjYTRkODUzYzgwOTE3ZTZmY2VhY2NkNTBiMjFkZDQ4ZGE4Mg,https://api.mybihr.com/medias/800Wx800H-1054866-2.jpg?context=bWFzdGVyfHJvb3R8NDkyNzd8aW1hZ2UvanBlZ3xhR1l4TDJneU9TOHhNREEzT0RJME1UTXhNVGsxTVRndk9EQXdWM2c0TURCSVh6RXdOVFE0TmpZdE1pNXFjR2N8NTAwODFiZDQ1YTFkOWQ3ODIyM2UzMGU5YmFhODc0YTc4NTY2NGVlNTZhYzMxNGJkMjU1OWZiMTNkMzkzOTlmYw,,,,,,https://static.bihr.pro/eBihr/Pictures/BIHR-pictures.zip,,,,,Spain Warehouse (Parts)
