PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Cantidad,Capacidad (Ah),CCA (A),Color,Con electrolito,Función de reacondicionamiento,Género,Longitud (mm),Número de programas,Peso (g),Talla,Tasa de carga,Tensión de la batería,Tipo de batería,Unidades por caja,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,Document6,Document7,Document8,Document9,Document10,Document11,Document12,Document13,Document14,Document15,Document16,Document17,Document18,Document19,DeliveryPlant
1127013,,700573,BS BATTERY,BSBAT CONNECTOR EYELET JAR,Cable de conexión permanente con fusible BS BATTERY PA-01 - Bote de 20 unidades,175.34,144.91,86.95,3564097005739,11,8544429090,0,1,"<ul>
<li>Juego de cables con terminal de anillo con fusible: Soluci&oacute;n ideal si tu bater&iacute;a es de dif&iacute;cil acceso</li>
<li>Para todas las bater&iacute;as de 12 V de veh&iacute;culos y motocicletas</li>
<li>F&aacute;cil de conectar</li>
<li>2 anillos M6 (1/4"")</li>
<li>Fusible de 3A</li>
<li>Cable de 61 cm (24,00"")/ 0,82mm&sup2; (18AWG)</li>
<li>Seguro: conexi&oacute;n sin chispas, polaridad inversa, cortocircuito y protecci&oacute;n interna contra sobrecalentamiento</li>
<li>Bote de 20 unidades</li>
</ul>","
Juego de cables con terminal de anillo con fusible: Solución ideal si tu batería es de difícil acceso
Para todas las baterías de 12 V de vehículos y motocicletas
Fácil de conectar
2 anillos M6 (1/4"")
Fusible de 3A
Cable de 61 cm (24,00"")/ 0,82mm² (18AWG)
Seguro: conexión sin chispas, polaridad inversa, cortocircuito y protección interna contra sobrecalentamiento
Bote de 20 unidades
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,,,,4549,1248,228,150,133,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1127013-1.jpg?context=bWFzdGVyfHJvb3R8NDIxMzB8aW1hZ2UvanBlZ3xhRFJoTDJobVlpODJORGt5TURFNE56TTNNVFUxTUM4NE1EQlhlRGd3TUVoZk1URXlOekF4TXkweExtcHdad3xhZjI5Y2IwODdmYjk3NzI2NDhiNDYxOTM1MDZhMjljMmUyY2IzYWUzMTM4MDhkODljMGViZWY4YjFhM2YxZTY3,https://api.mybihr.com/medias/800Wx800H-1127013-2.jpg?context=bWFzdGVyfHJvb3R8Mjg4NTF8aW1hZ2UvanBlZ3xhRGhqTDJobU5DODJORGt5TURFNE56VTJPREUxT0M4NE1EQlhlRGd3TUVoZk1URXlOekF4TXkweUxtcHdad3wzMDdlMGE3YzZmYTI1Mjk2YmU3ZjYzYjhlMTNkYWQ4MTAxZjYwODkzOThlMjkzNTNlNWRkY2M3ZTQwZmM4ZDBh,https://api.mybihr.com/medias/800Wx800H-1127013-3.jpg?context=bWFzdGVyfHJvb3R8MjM2Nzd8aW1hZ2UvanBlZ3xhR0pqTDJobFpDODJORGt5TURFNE56YzJORGMyTmk4NE1EQlhlRGd3TUVoZk1URXlOekF4TXkwekxtcHdad3xkNTA0YzFlMDVjNjg3MDIxMDYxY2ViNDNlYTc4YTdjODkyZWUzZjA2ODJlMDZlNmYzZWI1Zjg1NmEzY2RmZTk5,https://api.mybihr.com/medias/800Wx800H-1127013-4.jpg?context=bWFzdGVyfHJvb3R8NDU3ODB8aW1hZ2UvanBlZ3xhR1ZqTDJobE5pODJORGt5TURFNE56azJNVE0zTkM4NE1EQlhlRGd3TUVoZk1URXlOekF4TXkwMExtcHdad3wyYzYzMTg3YTBjNmYyZmVhYjA4YWFlMGRiZGZhYmE5YzQ3NWFiODg2MmYxODE1ZGVhNWIwZTVkZjRhYTFkM2Y4,https://api.mybihr.com/medias/800Wx800H-1127013-5.jpg?context=bWFzdGVyfHJvb3R8NDM2ODJ8aW1hZ2UvanBlZ3xhRGd6TDJnNU9DODJORGt5TURFNE9ERTFOems0TWk4NE1EQlhlRGd3TUVoZk1URXlOekF4TXkwMUxtcHdad3w5NDhlZjVhMTZkYWRhMDBjMDMyODU1ZWExY2ZhMTgzMmI5NmIyMWZkZDNiYTdhYzg2MjYyYzEyZWQ0M2FhOGYx,,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,https://api.mybihr.com/medias/Technical-Data-1127013.pdf?context=bWFzdGVyfHJvb3R8MzE4NjY0fGFwcGxpY2F0aW9uL3BkZnxhR1F4TDJnd01pODJORFl5TVRjd09UQXpNelV3TWk5VVpXTm9ibWxqWVd3Z1JHRjBZU0F4TVRJM01ERXpMbkJrWmd8YmRmYzlhNjgyZDA4MzY5N2JlOWMyYTMxMmMwYmYyZmY1ODJkYjEzMDdlZjYzMTk4ODhmODc3OGE0MmI2M2MwMw,,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1148727,,700585,BS BATTERY,BSBAT CONNECTOR TO SAE PLUG PA02 - MV AG,Conector BS BATTERY PA02,16.64,13.75,8.25,3564097005852,36,8504405590,0,1,"<h3>Conector PA02 – De conector MV Agusta a conector SAE</h3>
<p>Este conector de alta calidad convierte el conector de carga SAE en un conector compatible con el cableado de MV Agusta, permitiendo su uso con todos los cargadores BS BATTERY. Este accesorio garantiza una conexión segura y eficiente para tus necesidades de carga.</p>
<p><strong>CARACTERÍSTICAS</strong></p>
<p>Cable: 61 cm (18AWG) </p>
<p>Conexión segura y sencilla</p>
<p>Compatibilidad: compatible con todos los cargadores equipados con conector SAE</p>
<p>Compatibilidad por modelo: ideal para motocicletas MV Agusta desde el año 2010 en adelante</p>
<p>&nbsp;</p>
<p><strong>INSTRUCCIONES</strong></p>
<p>1. Conectar el conector MV Agusta al mazo eléctrico de la motocicleta.</p>
<p>2. Conectar el conector SAE a la conexión rápida del cargador BS Battery.</p>","Conector PA02 – De conector MV Agusta a conector SAE

Este conector de alta calidad convierte el conector de carga SAE en un conector compatible con el cableado de MV Agusta, permitiendo su uso con todos los cargadores BS BATTERY. Este accesorio garantiza una conexión segura y eficiente para tus necesidades de carga.

CARACTERÍSTICAS

Cable: 61 cm (18AWG) 

Conexión segura y sencilla

Compatibilidad: compatible con todos los cargadores equipados con conector SAE

Compatibilidad por modelo: ideal para motocicletas MV Agusta desde el año 2010 en adelante

 

INSTRUCCIONES

1. Conectar el conector MV Agusta al mazo eléctrico de la motocicleta.

2. Conectar el conector SAE a la conexión rápida del cargador BS Battery.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,,,,527,52,146,84,43,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1148727-1.jpg?context=bWFzdGVyfHJvb3R8MTYxNzF8aW1hZ2UvanBlZ3xhR0V5TDJnd05pODRNell6TVRFNE9EWXdOekF3Tmk4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkweExtcHdad3xiMDYxOGM2Y2RiNDMxY2U1YjY5M2MyODI2ZGJmMTMyMjcxMWM0MmE5NjJiNjNiYTFmZTM4MTRlYzQxNTBmZWI0,https://api.mybihr.com/medias/800Wx800H-1148727-2.jpg?context=bWFzdGVyfHJvb3R8MTgxNzN8aW1hZ2UvanBlZ3xhR1ZsTDJnMVlpODRNell6TVRFNE9UQXdNREl5TWk4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkweUxtcHdad3w4MzQ0Njc2ZGQzOTk3ZDczYmI1ZjlkMDI2NTczMDYyNTMyNDJiYjlmZWMxZTljZDZlODYxMzU5M2RhNjk3ZWI5,https://api.mybihr.com/medias/800Wx800H-1148727-3.jpg?context=bWFzdGVyfHJvb3R8MjQ0MDZ8aW1hZ2UvanBlZ3xhREpqTDJnMk55ODRNell6TVRFNE9UTTVNelF6T0M4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkwekxtcHdad3xlNjY1MWFjMTU0NWU3MzRmZDYyMDMwNDEyNzQ1MDIwMTRkMzRjZGU3MWJiODI5YTMwZWQxNjI5Yzg4ZTYxZDI5,https://api.mybihr.com/medias/800Wx800H-1148727-4.jpg?context=bWFzdGVyfHJvb3R8MTExODF8aW1hZ2UvanBlZ3xhR0k1TDJnM05DODRNell6TVRFNE9UYzROalkxTkM4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkwMExtcHdad3xhYWRjNmVmNmE2NDZkZTA2ZDJkYzUyOGQ5YjNhYmFkNTYxMmQ4OTcxNGEzYTA5NTFkNWZkYjkyNjE4YTZlNGJm,https://api.mybihr.com/medias/800Wx800H-1148727-5.jpg?context=bWFzdGVyfHJvb3R8MzUwNzV8aW1hZ2UvanBlZ3xhRFEzTDJnNE9DODRNell6TVRFNU1ERTNPVGczTUM4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkwMUxtcHdad3wwYTU3YWVkMWY0MTcxOWRiYWNlNjBlNGQ3YjIzOThkYmJjNWNhOTc1NWIzZDU4NGJhZGJhZjUzZjgxZmNlZWMw,https://api.mybihr.com/medias/800Wx800H-1148727-6.jpg?context=bWFzdGVyfHJvb3R8MzYzMzJ8aW1hZ2UvanBlZ3xhR0UyTDJnM1lTODRNell6TVRFNU1EVTNNekE0Tmk4NE1EQlhlRGd3TUVoZk1URTBPRGN5TnkwMkxtcHdad3wzZTNiMGE5Nzg2MGMzNGU5ZDNlMDQzYWE3ZjlhM2NjNmRmNDA3OTA4ZmMwZTQwMWI2OWM5NGI0OWUyNjVjYmJl,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,https://api.mybihr.com/medias/Data-Sheet-BS-BATTERY-Connector-PA02-1148727.pdf?context=bWFzdGVyfHJvb3R8NTQ0Mzk4fGFwcGxpY2F0aW9uL3BkZnxhREZoTDJnd01DODRNell6TVRFNE9EUXhNRE01T0M5RVlYUmhJRk5vWldWMElFSlRJRUpCVkZSRlVsa2dRMjl1Ym1WamRHOXlJRkJCTURJZ01URTBPRGN5Tnk1d1pHWXxjMWYxNWUwNTU0OTM2YjEyNjM1MzU2OWFjMmYyNzc0YjNkYTkxYzNlNWU0MjRmMWIzMWI1MzE4MDNlMDNkNzky,https://api.mybihr.com/medias/Instrucion-Manual-1148727.pdf?context=bWFzdGVyfHJvb3R8MTUyOTkyMnxhcHBsaWNhdGlvbi9wZGZ8YURrekwyZ3dNQzg0TXpZek1URTRPRFEzTlRrek5DOUpibk4wY25WamFXOXVJRTFoYm5WaGJDQXhNVFE0TnpJM0xuQmtaZ3xiOWZmNTc2ZmE3Nzc2MDAwNDcxYjIyYmMyZWNmZGE5ZmMxYjAzYzM2MzhmMTg4YzI5MWM4ZTdmOWZjZTRhZTUw,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1152939,,700589,BS BATTERY,BSBAT BOOSTER POWERBOX AIR,Arrancador de batería BS BATTERY Power Box Air PB-02,191.58,158.33,95.00,3564097005890,1,8507600090,0,1,"<p><strong>Arrancador de bater&iacute;a BS BATTERY Power Box Air PB-02</strong></p>
<p>CARACTER&Iacute;STICAS</p>
<ul>
<li>Booster compacto y potente con una capacidad de 1200A.</li>
<li>Adecuado s&oacute;lo para bater&iacute;as de plomo-&aacute;cido de 12 V.</li>
<li>Hasta 20 arranques con una sola carga.</li>
<li>Dise&ntilde;ado para motores de gasolina (7.0L) y di&eacute;sel (6.0L).</li>
<li>Muy seguro: cable inteligente con conexi&oacute;n a prueba de chispas y protecci&oacute;n contra polaridad inversa.</li>
<li>Compresor de aire con presi&oacute;n m&aacute;xima de 10,3 bar / 150 PSI.</li>
<li>Fuente de alimentaci&oacute;n para todos los dispositivos USB cuando m&aacute;s lo necesites.<br>Funci&oacute;n de linterna LED con 3 modos.</li>
<li>Pantalla LCD con indicaci&oacute;n del nivel de carga y de los puertos de salida en uso.</li>
<li>Incluye estuche de almacenamiento, pinzas de arranque inteligentes, cable Lightning, cable Micro USB, cable USB-C, cargador de coche de 12 V y cargador dom&eacute;stico de 12 V.</li>
</ul>
<p>Funciones:</p>
<p>ARRANCADOR</p>
<ul>
<li>600 A Corriente de arranque</li>
<li>1200 A Corriente m&aacute;xima de arranque</li>
<li>Motores de combustible de hasta 7,0 L</li>
<li>Motores di&eacute;sel de hasta 6,0 L</li>
</ul>
<p><br>FUENTE DE ALIMENTACI&Oacute;N</p>
<ul>
<li>Permite recargar m&oacute;viles, tablets y otros dispositivos a trav&eacute;s del puerto USB.</li>
</ul>
<p><br>LINTERNA LED</p>
<ul>
<li>6 modos de iluminaci&oacute;n: luz constante, Luz intermitente, SOS.</li>
</ul>
<p><br>CONTENIDO</p>
<ul>
<li>Estuche de arrancador</li>
<li>Arrancador</li>
<li>Cables de arranque</li>
<li>Cable Lightning, cable micro USB, cable USB C</li>
<li>Adaptador para coche</li>
<li>Cargador dom&eacute;stico</li>
</ul>
<p><br>COMPATIBILIDAD DE BATER&Iacute;AS</p>
<ul>
<li>SLA</li>
<li>GEL</li>
<li>AGM</li>
<li>MF</li>
<li>DRY</li>
<li>Ca/Ca</li>
</ul>","
Arrancador de batería BS BATTERY Power Box Air PB-02

CARACTERÍSTICAS

Booster compacto y potente con una capacidad de 1200A.
Adecuado sólo para baterías de plomo-ácido de 12 V.
Hasta 20 arranques con una sola carga.
Diseñado para motores de gasolina (7.0L) y diésel (6.0L).
Muy seguro: cable inteligente con conexión a prueba de chispas y protección contra polaridad inversa.
Compresor de aire con presión máxima de 10,3 bar / 150 PSI.
Fuente de alimentación para todos los dispositivos USB cuando más lo necesites.Función de linterna LED con 3 modos.
Pantalla LCD con indicación del nivel de carga y de los puertos de salida en uso.
Incluye estuche de almacenamiento, pinzas de arranque inteligentes, cable Lightning, cable Micro USB, cable USB-C, cargador de coche de 12 V y cargador doméstico de 12 V.


Funciones:

ARRANCADOR

600 A Corriente de arranque
1200 A Corriente máxima de arranque
Motores de combustible de hasta 7,0 L
Motores diésel de hasta 6,0 L


FUENTE DE ALIMENTACIÓN

Permite recargar móviles, tablets y otros dispositivos a través del puerto USB.


LINTERNA LED

6 modos de iluminación: luz constante, Luz intermitente, SOS.


CONTENIDO

Estuche de arrancador
Arrancador
Cables de arranque
Cable Lightning, cable micro USB, cable USB C
Adaptador para coche
Cargador doméstico


COMPATIBILIDAD DE BATERÍAS

SLA
GEL
AGM
MF
DRY
Ca/Ca
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. CHARGE,,,,1,1,10,10,10,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1152939-1.jpg?context=bWFzdGVyfHJvb3R8NjEyOTd8aW1hZ2UvanBlZ3xhRE16TDJnNE1TOHhNREV6TWpRME5qVXdNVEkzTmpZdk9EQXdWM2c0TURCSVh6RXhOVEk1TXprdE1TNXFjR2N8MTRiZGVhMWZkMTVlODY2Nzc0MjY1MjE3MDBhYTY3Y2EzZTViOWU2MTNiYmRkMzEwOWMxMDE5M2QzYTEzMTQ4Zg,https://api.mybihr.com/medias/800Wx800H-1152939-2.jpg?context=bWFzdGVyfHJvb3R8ODk5Njd8aW1hZ2UvanBlZ3xhR0UyTDJnM015OHhNREV6TWpRME5qVTBNRFU1T0RJdk9EQXdWM2c0TURCSVh6RXhOVEk1TXprdE1pNXFjR2N8NDI1ZmJlYTgzZjhiNTlmZjJmOWJmNTEwNjhjYWViZjE2MGJlM2Q2NTMyZTE4MmNlNWRlY2Y5NDI3MTNmZjE1OA,https://api.mybihr.com/medias/800Wx800H-1152939-3.jpg?context=bWFzdGVyfHJvb3R8MTA3OTQ5fGltYWdlL2pwZWd8YURZNEwyZzJPQzh4TURFek1qUTBOalUzT1RreE9UZ3ZPREF3VjNnNE1EQklYekV4TlRJNU16a3RNeTVxY0djfGEzNGJjNGVmNjQ4OGQzY2Q0YmY0MjJiMjZlODgxZmY4OGM5YmRjNDJmZWRmMWU1ZjdmN2U0YjkyZDM4N2Y0OGI,https://api.mybihr.com/medias/800Wx800H-1152939-4.jpg?context=bWFzdGVyfHJvb3R8OTc4MzF8aW1hZ2UvanBlZ3xhREZqTDJneE15OHhNREV6TWpRME5qWXhPVEkwTVRRdk9EQXdWM2c0TURCSVh6RXhOVEk1TXprdE5DNXFjR2N8NGY5MTEyZTYxYmJlM2QxYWI5ZmYyMTQ0NjA5OTgxOTczZmYwMzA5NjhmM2MwMDBhNjM4ZmMyZmQ3MGQ5NWU1ZQ,https://api.mybihr.com/medias/800Wx800H-1152939-5.jpg?context=bWFzdGVyfHJvb3R8Nzk3OTZ8aW1hZ2UvanBlZ3xhRGhsTDJnd05TOHhNREV6TWpRME5qWTFPRFUyTXpBdk9EQXdWM2c0TURCSVh6RXhOVEk1TXprdE5TNXFjR2N8ZjcyZDI5NWE1ZjRhNWQ0MmY5ZWI1NmFlZTgwODRmNTkyZTUyMjUzMDFkMjQ0ZTI0OTFkNTdlY2RlYWMwZjI4MA,https://api.mybihr.com/medias/800Wx800H-1152939-6.jpg?context=bWFzdGVyfHJvb3R8NTUxODJ8aW1hZ2UvanBlZ3xhR1psTDJnd055OHhNREV6TWpRME5qWTVOemc0TkRZdk9EQXdWM2c0TURCSVh6RXhOVEk1TXprdE5pNXFjR2N8NzA4YjFjOWFiMWI0NTQ5OTMyZDJlOWY2ODkyZDZlM2YzYjA3ZDE4YTQ0MWU4MDBkYzI1Mjc1ZjE3YjE5MTYyOA,https://api.mybihr.com/medias/800Wx800H-1152939-7.jpg?context=bWFzdGVyfHJvb3R8MTczOTMzfGltYWdlL2pwZWd8YURSaUwyZzFaQzh4TURFek1qUTBOamN6TnpJd05qSXZPREF3VjNnNE1EQklYekV4TlRJNU16a3ROeTVxY0djfGEwNjZiOGI0ZjViNTk5Mzk0OTI2ZTNjMDA2NWIyOGY2NWI5MzUyMTZmZjUyMWE2MTE4ZjgzZDFiM2VhMmY2NmQ,https://api.mybihr.com/medias/800Wx800H-1152939-8.jpg?context=bWFzdGVyfHJvb3R8MTIyMTkwfGltYWdlL2pwZWd8YUdRNEwyZzJZUzh4TURFek1qUTBOamMzTmpVeU56Z3ZPREF3VjNnNE1EQklYekV4TlRJNU16a3RPQzVxY0djfDIwMmYzNTdhNTE4NmExODAwN2NkOGRiMmY4NjJlZTQ5MmU2MWRkNzFlNjk5MzJkODg4ZjczYzg1YTI0MTU4ZDg,https://api.mybihr.com/medias/800Wx800H-1152939-9.jpg?context=bWFzdGVyfHJvb3R8MTc2MzgzfGltYWdlL2pwZWd8YURFeEwyaGpNQzh4TURFek1qUTBOamd4TlRnME9UUXZPREF3VjNnNE1EQklYekV4TlRJNU16a3RPUzVxY0djfDI0OTIzYjk4NjRjNGU1NzI4OTM1OTg5NGMzYjMzZmRjYWE4Njc0MTlkNDAwNGUyODc0MTMxM2MxNmRhYjA5Mzg,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,https://api.mybihr.com/medias/Datasheet-Powerbox-Air.pdf?context=bWFzdGVyfHJvb3R8NzQ1NTM3fGFwcGxpY2F0aW9uL3BkZnxhR0l4TDJnMU55OHhNREV6TWpZM01UUXlNRGd5T0RZdlJHRjBZWE5vWldWMFgxQnZkMlZ5WW05NFgwRnBjaTV3WkdZfGEyNzhmZGM1YTVhZjZmYjdhOTE2MWQ0N2MyYmM4MjVkMjEzY2RkZWFhYjE5YTM2MzhhODI0MGU4NzQ5ZjQ4ZmI,https://api.mybihr.com/medias/Savety-Data-Sheet-1152939.pdf?context=bWFzdGVyfHJvb3R8NTQzOTMwfGFwcGxpY2F0aW9uL3BkZnxhRGN3TDJnMVlpOHhNREV6TWpZM01UUXpNemt6TlRndlUyRjJaWFI1SUVSaGRHRWdVMmhsWlhRZ01URTFNamt6T1M1d1pHWXw4MmUxMmQ2MmI5YWQxN2VmNjgzMzI4YTRhMGY5YTgyZjYxNjcyMzJhZTI2ZmE0NzY0ODA3MGE4NWQ1ODVkMmNi,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1077877,321927,700535,BS BATTERY,BSBAT CLAMP ISOLATED,CABLE DE BATERIA CON PINZAS BS BATTERY AISLADOS,15.62,12.91,10.33,3564097005357,2,8504405590,0,1,Pinzas cocodrilo aisladasPara trabajar con total seguridadFáciles de conectar,Pinzas cocodrilo aisladasPara trabajar con total seguridadFáciles de conectar,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. CHARGE,,,,968,111,199,152,32,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1077877-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc5MzV8aW1hZ2UvanBlZ3xhR1JqTDJnNU5TODRPVFEyTnpJNE1EUXlOVEkyTHpFd056YzROemN0TVY4NE1EQlhlRGd3TUVnfDU5MWU5ZmIwNjU0OGI5YWU1MDYyMzExYjA0MmM2YWU2MzA5ZDFkOWFjZDQ5MjUzZDZiY2QwMGVlMzg2YjY4YjQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,,,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1077878,321926,700538,BS BATTERY,BSBAT CLAMP STANDARD,CABLE DE BATERIA CON PINZAS BS BATTERY CLASSIC,14.62,12.08,7.25,3564097005388,1,8504405590,0,1,Pinzas para la motoFinas y fáciles de conectar,Pinzas para la motoFinas y fáciles de conectar,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. CHARGE,,,,1034,89,200,152,34,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1077878-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI4OTV8aW1hZ2UvanBlZ3xhR1EyTDJobU55ODRPVFF3TmpjNE9EQTNOVGd5THpFd056YzROemd0TVY4NE1EQlhlRGd3TUVnfGI5MWNlYmJlYzJmZGRhYjQ0ZGViZDUwOTUyOTJmMTdjNGU1NzUwNjQ1Y2YyNGIyMGY4ZWZlODgwNzA1M2JlYmM,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,,,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1080710,14206,700512,BS BATTERY,BSBAT ANALYZER BT02 BATTERY & ALT.,Tester bateria BS Battery BT-02,30.14,24.91,14.95,3564097005128,2,9030337000,0,1,TESTER de Batería y Alternador.<br>• Test completo de batería y alternador.<br>• Control de la capacidad de arranque del vehículo.<br>• Chequea y analiza el estado de la batería.<br>• Confirma si el alternador carga correctamente.<br>• 6 niveles de control. Indicadores LED.<br>• Extremadamente fácil de usar.<br>• Totalmente impermable.<br>• Medidas: 100x40xH14mm.<br>• Ultraligero y compacto.<br>• Pinzas incluidas.<br>,TESTER de Batería y Alternador.• Test completo de batería y alternador.• Control de la capacidad de arranque del vehículo.• Chequea y analiza el estado de la batería.• Confirma si el alternador carga correctamente.• 6 niveles de control. Indicadores LED.• Extremadamente fácil de usar.• Totalmente impermable.• Medidas: 100x40xH14mm.• Ultraligero y compacto.• Pinzas incluidas.,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. CHARGE,,,,519,90,201,152,17,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080710-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY1NzF8aW1hZ2UvanBlZ3xhRE5rTDJnNU1pODRPVFUxTVRjM05UQXdOekF5THpFd09EQTNNVEF0TVY4NE1EQlhlRGd3TUVnfGZmN2Q5ZjM5MjY1MDBjYTNkZjRlOWU3MWUxYWE4MGIyMWI4N2M4ZTdlNmI2Njk4OWEwYmM3MTRhNThlYTI3Zjg,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,,,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
1080715,12950,700513,BS BATTERY,BSBAT CONNECTOR EYELET,Cable de conexión permanente con fusible BS BATTERY PA-01,17.04,14.08,8.45,3661452005134,32,8504405590,0,1,<p>Set cable de recambio con anillas y conexión permanente (protección por fusible).</p><p>Largo: 65cm</p><p>&nbsp;</p><p>&nbsp;</p>,"
Set cable de recambio con anillas y conexión permanente (protección por fusible).
Largo: 65cm
 
 ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. CHARGE,,,,1045,81,254,121,34,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1080715-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM0Mjh8aW1hZ2UvanBlZ3xhR0UyTDJoak15ODRPVEkxT0RnNE1qZ3lOalUwTHpFd09EQTNNVFV0TVY4NE1EQlhlRGd3TUVnfDNjNjA4NzE3NzQ1OTJlODQwMTA4YmJhZGZkYjYxODkwODJmNDc3YmE2YTFmYjJkYmQ1OTE1ZmM5MDgwMGEzYTA,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BS_BATTERY-pictures.zip,,,,,,,,,,,,,,,,,,,,Spain Warehouse (Parts)
