PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado del silenciador de escape,Altura (cm),Anchura (cm),Anchura (mm),Capacidad de portaequipajes (L),Capacidad del casco,Capacidad/litros (L),Color,Composición,Longitud (cm),Peso (kg),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,AllPicturesZIP,Document1,DeliveryPlant
1066863,,393003,KIMPEX,KIMPE COMMANDER SPARE PART FRAME,KIMPEX After-sales Parts - Spare WS4 Front Left Frame,678.80,560.99,420.74,KC393003,0,8430200000,0,0,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,96071,20022,556,467,370,,,,,,,,,,,,https://api.mybihr.com/medias/1066863-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURSaUwyZzBOaTg0T1RjME1qa3dORGcxTWpjNEx6RXdOalk0TmpNdE1WODRNREJYZURnd01FZ3xjZjFjOWM5ZTYyMTEyMzk2Nzg4NDRmOTViMmQ5M2ZmMmZkM2RmMzRmZWFiOGY2ZDM2MTQwMTZkNDBjYTZmOTdk,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066843,,375102,KIMPEX,KIMPE COMMANDER WS4 ADAPTATOR,KIMPEX WS4/WSS4 Track Adaptor Kit,802.22,662.99,464.09,779421563677,7,8714109090,0,0,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,71982,20600,705,561,182,,,,,,,,,,,,https://api.mybihr.com/medias/1066843-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwNjA3fGltYWdlL2pwZWd8YUdJeUwyZzBPUzg1TURFek1UVTJPRGN5TWpJeUx6RXdOalk0TkRNdE1WODRNREJYZURnd01FZ3w5NmZmM2JiMWJlMDZiOGQzMWJmMzlhZGMxZjI0YWI1NzNjZDk5MDAwNWI2ZGNlYjYxMzEzYzUyOTI5Yzc5Yzky,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066845,,375151,KIMPEX,KIMPE COMMANDER WS4 ADAPTATOR,Kimpex Track Adaptor Kit Commander WS4 Can-Am G1,802.22,662.99,464.09,779422919268,2,8430200000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,35983,19119,595,295,205,,,,,,,,,,,,https://api.mybihr.com/medias/1066845-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI2MTB8aW1hZ2UvanBlZ3xhREZoTDJnNU9DODVNREV6TVRVM01EWTRPRE13THpFd05qWTRORFV0TVY4NE1EQlhlRGd3TUVnfDZiMDlmYWI1NjJiNGQ2MWM1ODk2YjM5N2U3MWYwYzE0NTZhMjliNWIzM2MwY2E2NmJkZTVjYmVlY2E3NzY4N2Q,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066854,,375770,KIMPEX,KIMPE COMMANDER WS4 ADAPTATOR,Kimpex Track Adaptor Kit Commander WS4 Yamaha Grizzly 700 14-15,802.22,662.99,464.09,779422853555,1,8430200000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,38007,18101,600,309,205,,,,,,,,,,,,https://api.mybihr.com/medias/1066854-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMyNDl8aW1hZ2UvanBlZ3xhR1ZrTDJoaE1TODRPVGMwTWpnNU5EWTVORGN3THpFd05qWTROVFF0TVY4NE1EQlhlRGd3TUVnfDc4ZDM0OTEwZWJlNWY4NTdkMmY5ZGNmZWFjODBmNGEzNDc2OTRlYTEwYTdiOGY3NWE0MjkxNmUxNWQ5M2Y3ZjI,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066832,,375030,KIMPEX,KIMPE COMMANDER SPARE PART SPROCKET,Kit de ruedas KIMPEX,107.98,89.24,62.47,KC375030,0,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,1,1,10,10,10,,,,,,,,,,,,https://api.mybihr.com/medias/1066832-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURnMUwyZ3laQzg1TURFek1UVTFORGsxT1RZMkx6RXdOalk0TXpJdE1WODRNREJYZURnd01FZ3w5NGNiODRkNjg3MjYxMzBiNDI0MDczMTY1ZGFjMWNjMzBmMjdjODhmMmNmMjhiNDZjYjA1OWJkNTk2ODZlMjhi,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066875,,397006,KIMPEX,KIMPE COMMANDER SPARE PART SPROCKET,Piñon Commander KIMPEX,89.47,73.94,51.76,397006,0,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,9361,855,379,380,65,,,,,,,,,,,,https://api.mybihr.com/medias/1066875-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURReUwyZzVaaTg1TURFek1UVTNNams0TWpBMkx6RXdOalk0TnpVdE1WODRNREJYZURnd01FZ3wyNzE4Y2NhNzUxMzJkMGE5MGVjOTA2OTBjOGM5MjhhMDE5MDM5NmNiYjMzZDNmYzZkMDZjYWNiZWE2YjRkYzcy,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066889,,233573,KIMPEX,KIMPE SNOW CHAIN V BAR,Cadena KIMPEX,246.83,203.99,132.59,779422560682,0,8430200000,0,1,<p>Hardened steel aggressive V-Bars assure traction in demanding situations.</p> <ul> <li>2 space chains have cross chains every fourth side link</li> <li>Each chain weights 6/8 kg average</li> <li>Sold by pair</li> <li>Delivered in plastic storage bin</li></ul> <p><strong>Compatible dimensions<br></strong>27x10x12<br>27x11x12<br>27x12x12</p>,"
Hardened steel aggressive V-Bars assure traction in demanding situations.  2 space chains have cross chains every fourth side link Each chain weights 6/8 kg average Sold by pair Delivered in plastic storage bin 
Compatible dimensions27x10x1227x11x1227x12x12",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,10912,13250,310,220,160,,,,,,,,,Acero,,,https://api.mybihr.com/medias/1066889-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMyMTV8aW1hZ2UvanBlZ3xhRGd3TDJnNU55ODVNREV6TVRZd05qUXdOVFF5THpFd05qWTRPRGt0TVY4NE1EQlhlRGd3TUVnfGQwNjJlOTRhYjNkMWIxOTg0YzMxOWQ5OGE4OWNiMjcyYzA5MmFlZmNlMTVhNWM5OGM0NWZiNGFkNWQyNmFkNGQ,https://api.mybihr.com/medias/1066889-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4NjUyfGltYWdlL2pwZWd8YUROa0wyZzVaUzg1TURFek1UWXdPRE0zTVRVd0x6RXdOalk0T0RrdE1sODRNREJYZURnd01FZ3w4NWU2ZDVjYTNkOWUxMWI1YWMzMWY4NTVkYThkNjY4YTNkNDE5OWM3NWJkNmYzZWE5ZTU1MWRkMjY1MDdlNDQy,https://api.mybihr.com/medias/1066889-3-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk0OTZ8aW1hZ2UvanBlZ3xhR0k1TDJobFl5ODVNREV6TVRZeE1ETXpOelU0THpFd05qWTRPRGt0TTE4NE1EQlhlRGd3TUVnfGJhZDMxNzk4NzI0ZDhmMjIyOTVjZWIyN2ViNGQ0ZGY1NDlhNzhkYWE3MDM4MDE3ZDc5ODM2NWQyOWQ3ZTE3MzU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066890,,233576,KIMPEX,KIMPE SNOW CHAIN V BAR,Cadena KIMPEX,123.41,101.99,66.29,779422560699,0,8430200000,0,1,<p>Hardened steel aggressive V-Bars assure traction in demanding situations.</p> <ul> <li>4 space chains have cross chains every fourth side link</li> <li>Each chain weights 6/8 kg average</li> <li>Sold by pair</li> <li>Delivered in plastic storage bin</li></ul> <p><strong>Compatible dimensions </strong><br>20x10x9<br>20x11x9<br>22x9x8<br>22x9x11<br>22x10x7<br>22x10x8<br>22x10x9<br>22x10x10<br>22x10x11<br>22x10x12<br>22x11x8<br>22x11x9<br>22x11x10<br>23x8x11<br>24x8x12</p>,"
Hardened steel aggressive V-Bars assure traction in demanding situations.  4 space chains have cross chains every fourth side link Each chain weights 6/8 kg average Sold by pair Delivered in plastic storage bin 
Compatible dimensions 20x10x920x11x922x9x822x9x1122x10x722x10x822x10x922x10x1022x10x1122x10x1222x11x822x11x922x11x1023x8x1124x8x12",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,5775,5900,220,210,125,,,,,,,,,Acero,,,https://api.mybihr.com/medias/1066890-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcxOTh8aW1hZ2UvanBlZ3xhRGc1TDJobU15ODVNREV6TVRZeE1qTXdNelkyTHpFd05qWTRPVEF0TVY4NE1EQlhlRGd3TUVnfGU1ZjczNTNkYmM4ZWFjZDdhYzRkYjA3MDkzMWE2YmZmZmE1NWE5NGJhNmM1ZTkxOTNiZDVkMWY0ZDA2NmMwNDg,https://api.mybihr.com/medias/1066890-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4NjUyfGltYWdlL2pwZWd8YURRMkwyaG1ZUzg1TURFek1UWXhOREkyT1RjMEx6RXdOalk0T1RBdE1sODRNREJYZURnd01FZ3wxMThmZDNjYjlkNTY1NWJhN2EwODEzMjNjN2M3OWM4ODc0MGVmYTM4YjMzODExNzIyOTFlOWIwMDQxYTQ2ODQ3,https://api.mybihr.com/medias/1066890-3-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk0OTZ8aW1hZ2UvanBlZ3xhR1U0TDJobVpTODVNREV6TVRZeE5qSXpOVGd5THpFd05qWTRPVEF0TTE4NE1EQlhlRGd3TUVnfDg2N2EyMjM5MGQ5NGUwMDFiMjcwYTYzNzA1MjVmMmUzNmM0ZGVmZGJjNzg4MzMzMDAxNWM2ZmFlZGU4MTkxMDY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1092956,,902160,KIMPEX,KIMPE THUMB WARMER,Calentador de Pulgares KIMPEX Deluxe Interruptor de 2 Posiciones Universal 12V,50.38,41.64,27.07,779420470259,0,8708923500,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Round Rocker Switch, easy to use. Stronger heating element.</p><p> </p><ul> <li>Volt : 13,5 V</li><li>Number of watt at low intensity : 6,5 W</li><li>Number of watt at hi intensity : 3,7 W</li><li>Number of ampere at low intensity : 0,47 A (ohms : 0,30)</li><li>Number of ampere at hi intensity : 0,27 A (ohms : 0,50)<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Round Rocker Switch, easy to use. Stronger heating element.  Volt : 13,5 VNumber of watt at low intensity : 6,5 WNumber of watt at hi intensity : 3,7 WNumber of ampere at low intensity : 0,47 A (ohms : 0,30)Number of ampere at hi intensity : 0,27 A (ohms : 0,50)  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,925,58,172,224,24,,,,,,,,,,,,https://api.mybihr.com/medias/1092956-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU3MzkzfGltYWdlL2pwZWd8YURaaEwyaGhOeTg0T0RjM01qSTNPRE0xTkRJeUx6RXdPVEk1TlRZdE1WODRNREJYZURnd01FZ3wwYjQyMTgyMzI0NWI3NTFlMWQzMjZmMjllYjQ4Y2QwODZlZjVjYTE4ZmRhY2ZjYmI5NzBkMmQyNzBkZTQ3MzU1,https://api.mybihr.com/medias/1092956-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxMDgyfGltYWdlL2pwZWd8YUdVMkwyaG1OUzg0T0RjM01qSTRNRE15TURNd0x6RXdPVEk1TlRZdE1sODRNREJYZURnd01FZ3xhMGM3ZDhjOGZkZDViN2M5YzI3YjgzOTBkNzU2MWZiMjg0NmI1NzE3MzYwODJhYTEwZGQ5ZTBmMjk3NTc5ZWZm,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1100645,,375081,KIMPEX,KIMPE COMMANDER WS4 ADAPTATOR,KIMPEX Track Adaptor Kit Commander WS4 - Can-Am G2,802.22,662.99,464.09,KC1009,3,8430200000,0,0,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,35983,20157,595,295,205,,,,,,,,,,,,https://api.mybihr.com/medias/1100645-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1NTl8aW1hZ2UvanBlZ3xhRFZsTDJoaU15ODVOak14TlRVd056azVPVEF5THpFeE1EQTJORFV0TVY4NE1EQlhlRGd3TUVnfGU1NTBjMDMxYWViMzhhYzVmNTE4YjhkM2YwNDg3MmFiZWI3ZTcxNmU0OTE3MzE1YTYxMTE5ZmVmZTU0MDVjMGE,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066796,,373955,KIMPEX,KIMPE CLICK NGO2 SNOW PLOW BRACKET,Soporte quitanieves KIMPEX CAN-AM,226.26,186.99,140.24,P373955,1,8430200000,0,1,<ul> <li>Mounting emplacement : mid</li> <li>Mounting hardware included</li></ul> <p><br>Requires:<br><strong>Kimpex Click'N'Go 2 Push Frame: </strong>KX4004 <br><strong>Kimpex Click'N'Go 2 Snow Plow Blade</strong> <br>Width 137 cm : KX4014 <br>Width 152 cm : KX4002 <br>Width 168 cm : KX4001 </p>," Mounting emplacement : mid Mounting hardware included 
Requires:Kimpex Click'N'Go 2 Push Frame: KX4004 Kimpex Click'N'Go 2 Snow Plow Blade Width 137 cm : KX4014 Width 152 cm : KX4002 Width 168 cm : KX4001 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,5025,5766,462,149,73,,,,,,,,Negro,Acero,,,https://api.mybihr.com/medias/1066796-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMxMzN8aW1hZ2UvanBlZ3xhR1F3TDJnNVpTODRPVGMwTWpneE9EWTNNamswTHpFd05qWTNPVFl0TVY4NE1EQlhlRGd3TUVnfDIxMmJlMDExZGNhNmE4ODMzNDYxMmU4MGE3YTUxY2ZhODg2Yjk2YzA3YmEzOGY1YWQ4NGQwYTA4NWM3YjE4YTA,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,https://api.mybihr.com/medias/kx4013-373955.pdf?context=bWFzdGVyfGRvY3VtZW50c3w2NzM3NTR8YXBwbGljYXRpb24vcGRmfGFETXpMMmd3WlM4NU1EVXdPVFUxTnpjMk1ETXdMMnQ0TkRBeE15MHpOek01TlRVfDIxZDNkMzY3OTk4YTA4OTRiMGMwNDhiZWFjMGIxYzAwNGZhMzg4NDkzOTcyMWRhNjcwOWYzMzdhOTdiNDAwODc,Spain Warehouse (Parts)
1066874,,397001,KIMPEX,KIMPE COMMANDER SPARE PART TRACKS,KIMPEX Tracks Kit (without adapter) Commander WS4 (ATV : Arctic cat / Can-Am / Cf Moto / Honda / Kawasaki / Suzuki / Yamaha),4576.81,3782.49,3025.99,397001,2,8430200000,0,0,"<p>The WS4 is the logical continuation of all “Commander” series, with reduced driving effort, decreased vibration and same traction capability as always for the best performance in all 4 seasons.</p> <ul> <li>For ATV </li> <li>Tracks only, requires the track adaptator kit KC1001, KC1002, KC1003, KC1004 or KC1005 </li> <li>Total length: 246 front, 254 cm rear</li> <li>Weight: 32/34 kg</li> <li>Frame: Steel</li> <li>Ground clearance increase of 125 mm</li> <li>Only 35% speed loss</li> <li>Optimized wheel/caterpillar ratio to reduce friction, abrasion and noise</li></ul>","
The WS4 is the logical continuation of all “Commander” series, with reduced driving effort, decreased vibration and same traction capability as always for the best performance in all 4 seasons.  For ATV  Tracks only, requires the track adaptator kit KC1001, KC1002, KC1003, KC1004 or KC1005  Total length: 246 front, 254 cm rear Weight: 32/34 kg Frame: Steel Ground clearance increase of 125 mm Only 35% speed loss Optimized wheel/caterpillar ratio to reduce friction, abrasion and noise",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,968625,100000,1230,1050,750,,,,,,,,Negro,,,,https://api.mybihr.com/medias/1066874-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODAyMzh8aW1hZ2UvanBlZ3xhR0l5TDJnNU15ODRPVGMwTWpreU5qUTNPVFkyTHpFd05qWTROelF0TVY4NE1EQlhlRGd3TUVnfDUwMjM0YTU1ZGVlYzliZmRjYjcxNzZhZmFmNDQxNmY1N2NjMGExNzNkM2RjZmFmY2JmODIwOGZlMTc3Mzk3ODg,https://api.mybihr.com/medias/1066874-2-800Wx800H?context=bWFzdGVyfHJvb3R8Nzg1Nzd8aW1hZ2UvanBlZ3xhRGd5TDJnNVlTODRPVGMwTWpreU9EUTBOVGMwTHpFd05qWTROelF0TWw4NE1EQlhlRGd3TUVnfDVhZTIyYTU3NTMxYzhkYTEzZTNlZjJhYTBjNTA3OGRlOTk4NWNiZThhMjc3NDk0OTUxZDEzMWM1OGNkZTE5MGQ,https://api.mybihr.com/medias/1066874-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ0NDV8aW1hZ2UvanBlZ3xhR1ptTDJobE9DODRPVGMwTWprek1EUXhNVGd5THpFd05qWTROelF0TTE4NE1EQlhlRGd3TUVnfGM4NDJjNTkwZDFhOGQwZGNjYmM3MTJjMWRhZDAwZjc5MTZhOWNmNDZiNDZmNDU3NWU0OWMzOTI1M2EwZTRmMWM,https://api.mybihr.com/medias/1066874-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4Mjk4fGltYWdlL2pwZWd8YUdKaUwyaGxaaTg0T1RjME1qa3pNak0zTnprd0x6RXdOalk0TnpRdE5GODRNREJYZURnd01FZ3w4YmNjODFmYjFlOTdiZmY4ZGYyMGI1ZGYzMTQzYzE0YTU4YThiNjNiM2Y2MjA1ODJjZTRlNThhNWQ4MWU5MWZi,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066856,,375932,KIMPEX,KIMPE COMMANDER SPARE PART UNDER PLATES,Piezas de recambio KIMPEX,442.24,365.49,274.12,64400010,0,8430200000,1,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
3032210,,,KIMPEX,KIMPE KIT CLICK N GO 2 SNOW PLOW,KIMPEX CLICKnGO 2 Snow Plow Kit 152cm Universal (except Can Am and Polaris),1429.58,1181.47,827.03,,0,8430200000,0,0,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4AD4314D{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC4A661B7{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs14438CD8{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The new CLICKnGO 2 snow plow set is a proficient mix between flexibility, strength and high performance. </p><p> </p><p>A generally enhanced designed system with its specific accessories. The double pivot point enhances the performance of the CLICKnGO 2 system thanks to the 75% improvement in lift height, making it easier to use and more supple. Furthermore, using the pedals, the driver can deactivate the latch without leaning over and change the plow angle. A handle has also been added on the plow for easy handling.</p><p> </p><ul> <li>Complete set includes : <ul> <li>Snow plow bracket</li><li>Push frame</li><li>152 cm wide steel snow plow </li></ul> </li></ul> <p> </p><ul> <li>More compact plow system to reduce ground clearance loss</li><li>Maximum lift height over 41 cm (16"")</li><li>Wider plow bracing for more rigidity</li><li>Mount or remove in less than 2 minutes</li><li>Universal, except Can Am and Polaris</li></ul> </body> </html>","       The new CLICKnGO 2 snow plow set is a proficient mix between flexibility, strength and high performance.  A generally enhanced designed system with its specific accessories. The double pivot point enhances the performance of the CLICKnGO 2 system thanks to the 75% improvement in lift height, making it easier to use and more supple. Furthermore, using the pedals, the driver can deactivate the latch without leaning over and change the plow angle. A handle has also been added on the plow for easy handling.  Complete set includes :  Snow plow bracketPush frame152 cm wide steel snow plow     More compact plow system to reduce ground clearance lossMaximum lift height over 41 cm (16"")Wider plow bracing for more rigidityMount or remove in less than 2 minutesUniversal, except Can Am and Polaris  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,273055,50109,650,650,650,,,,,,,,Gris,,,,https://api.mybihr.com/medias/3032210-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg4NDR8aW1hZ2UvanBlZ3xhRE14TDJnM05DODVNREUxTVRNMk5qUTVNalEyTHpNd016SXlNVEF0TVY4NE1EQlhlRGd3TUVnfDVlMzc1M2NmMDRlZGNiZWY4OTE5Y2MyNmY3YmY2MWUxNTc4OWU4MTg5ZWMzMGQzOTU1Njk4ZDg2MTQyZjY2NWI,https://api.mybihr.com/medias/3032210-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzMxNjZ8aW1hZ2UvanBlZ3xhRGRrTDJoak9TODVNREUxTVRNM01EUXlORFl5THpNd016SXlNVEF0TWw4NE1EQlhlRGd3TUVnfDc0YzkyMzFmZTljODE4ZjlkNWU0NDgzZmE3OTdjNTRhNDQ4YWU1YTIzNWY2MGI3ZGFhOTY1OWFkZGYxODIxOGI,https://api.mybihr.com/medias/3032210-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTk0MjV8aW1hZ2UvanBlZ3xhREJpTDJoa055ODVNREUxTVRNM05ETTFOamM0THpNd016SXlNVEF0TTE4NE1EQlhlRGd3TUVnfDJiYWQwYjk2ZTllY2Y5MzQ1YjJkOWY5NWQ3MDU1OGM5ZDE2NDMyOTU1ZTU0YmFjN2VmNWMzN2M4MWE0MTBjMDE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066793,,373952,KIMPEX,KIMPE CLICK NGO2 SNOW PLOW 137 CM,Pala quitanieves KIMPEX ATV / UTV 137 cm,411.39,339.99,254.99,373952,0,8430200000,0,0,"<p>The new Click'N'Go 2 snow plow set is a proficient mix between flexibility, strength and high performance. A generally enhanced designed system with its specific accessories. The double pivot point enhances the performance of the Click'N'Go 2 system thanks to the 75% improvement in lift height, making it easier to use and more supple. Furthermore, using the pedals, the driver can deactivate the latch without leaning over and change the plow angle. A handle has also been added on the plow for easy handling.</p> <ul> <li>More compact plow system to reduce ground clearance loss </li> <li>Maximum lift height over 41 cm (16"") </li> <li>Plow blades available in 3 different sizes:137 cm, 152 cm or 168 cm </li> <li>Wider plow bracing for more rigidity </li> <li>Mount or remove in less than 2 minutes </li></ul> <p><br>Snow Plow Blade only, requires:<br><strong>Kimpex Click'N'Go 2 Push Frame</strong> <br>ATV : KX4004 <br>UTV : KX4015 <br><strong>Kimpex Snow Plow Bracket</strong> <br>ATV Universal (except Can-Am) : KX4003<br>ATV Can-Am : KX4013<br>UTV Polaris RZR 800 : KX5001 <br>UTV Can-Am Commander : KX5002 <br>UTV Polaris RZR 1000 : KX5003 <br>UTV Yamaha Rhino : KX5004 <br>UTV Can-Am Maverick : KX5005 <br>UTV Polaris RZR 900 : KX5006 <br>UTV Polaris Ranger 900 : KX5007 <br>UTV Yamaha Viking : KX5008 <br>UTV Polaris Ranger : KX5009 <br>UTV Polaris Ranger Mid Size : KX5010 </p>","
The new Click'N'Go 2 snow plow set is a proficient mix between flexibility, strength and high performance. A generally enhanced designed system with its specific accessories. The double pivot point enhances the performance of the Click'N'Go 2 system thanks to the 75% improvement in lift height, making it easier to use and more supple. Furthermore, using the pedals, the driver can deactivate the latch without leaning over and change the plow angle. A handle has also been added on the plow for easy handling.  More compact plow system to reduce ground clearance loss  Maximum lift height over 41 cm (16"")  Plow blades available in 3 different sizes:137 cm, 152 cm or 168 cm  Wider plow bracing for more rigidity  Mount or remove in less than 2 minutes  
Snow Plow Blade only, requires:Kimpex Click'N'Go 2 Push Frame ATV : KX4004 UTV : KX4015 Kimpex Snow Plow Bracket ATV Universal (except Can-Am) : KX4003ATV Can-Am : KX4013UTV Polaris RZR 800 : KX5001 UTV Can-Am Commander : KX5002 UTV Polaris RZR 1000 : KX5003 UTV Yamaha Rhino : KX5004 UTV Can-Am Maverick : KX5005 UTV Polaris RZR 900 : KX5006 UTV Polaris Ranger 900 : KX5007 UTV Yamaha Viking : KX5008 UTV Polaris Ranger : KX5009 UTV Polaris Ranger Mid Size : KX5010 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,142000,21000,1420,500,200,,,,,,,,Titanio,Acero,,,https://api.mybihr.com/medias/1066793-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ5Mzd8aW1hZ2UvanBlZ3xhREEwTDJnNVlpODVNREV6TVRVeU5qRXlNemd5THpFd05qWTNPVE10TVY4NE1EQlhlRGd3TUVnfGY3MDhlZTJlOGE3NDY4OWE3MGJlMzczMmI0MTgwMmMxYjRmNzczMjJhMDM1NzkxZjBjODIxYmRiMTQ3NGRhZTA,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
