PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado del silenciador de escape,Altura (cm),Anchura (cm),Anchura (mm),Capacidad de portaequipajes (L),Capacidad del casco,Capacidad/litros (L),Color,Composición,Longitud (cm),Peso (kg),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,AllPicturesZIP,Document1,DeliveryPlant
1119325,,458050,KIMPEX,KIMPE TRUNK NOMAD,Baúl y asiento trasero KIMPEX Nomad,452.53,373.99,261.79,77942199490,2,8714109090,0,0,"<ul>
	<li>Capacidad casco MX : 2</li>
	<li>Dimensiones 43"" x 30"" x 17""</li>
	<li>Cerradura con llave : no</li>
	<li>Luces de freno : no</li>
	<li>Reposabrazos acolchado : no</li>
</ul>
","
	Capacidad casco MX : 2
	Dimensiones 43"" x 30"" x 17""
	Cerradura con llave : no
	Luces de freno : no
	Reposabrazos acolchado : no

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,240900,17000,1100,730,300,,,,,,2,115L,Negro,,,,https://api.mybihr.com/medias/1119325-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM2MjV8aW1hZ2UvanBlZ3xhRFJtTDJnMk1TOHlPVEUyTVRFeU1qQXpOemM1TUM4eE1URTVNekkxTFRGZk9EQXdWM2c0TURCSXw4M2VlMTRlOWU0ZjkyYzU2N2I4NTEyMDI0ODA3OTAyZmFhZGRiYjE1MjE3ZjEwZjM5YTFiOGQyZDM3MWRiYWQ3,https://api.mybihr.com/medias/1119325-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzIxNjB8aW1hZ2UvanBlZ3xhR1l3TDJnMlpTOHlPVEUyTVRFeU1qUXpNVEF3Tmk4eE1URTVNekkxTFRKZk9EQXdWM2c0TURCSXw3YzdiMWJkZGM2ZjA0YzU4YmY4YzBlM2RjZDM1NzAxMTY2NmY3ZDMwMTU3ZmMyODJiMjRjMTE3ZDM5Y2M2MWVk,https://api.mybihr.com/medias/1119325-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTE1OTJ8aW1hZ2UvanBlZ3xhRGRrTDJnM1l5OHlPVEUyTVRFeU1qZ3lOREl5TWk4eE1URTVNekkxTFROZk9EQXdWM2c0TURCSXw0MGE0MzdmZjE5NzhhYmRmYmFlNTNkZTk2NmI5Y2NiNGM5YTYyMDgwYzVmYTg1NWIyNTQ0NzBhMjY2YmVjYzI5,https://api.mybihr.com/medias/1119325-4-800Wx800H?context=bWFzdGVyfHJvb3R8Njg0MTV8aW1hZ2UvanBlZ3xhR0kyTDJoa01TOHlPVEUyTVRFeU16SXhOelF6T0M4eE1URTVNekkxTFRSZk9EQXdWM2c0TURCSXw2NTcwMTliOGJjNmM4OTFlY2JmNzVlN2NlNDA4MWEzOTZjNTI0ZDM1OWVkOTU0ZTZjNDA4NWE0NTMzOTE2ODAw,https://api.mybihr.com/medias/1119325-5-800Wx800H?context=bWFzdGVyfHJvb3R8NjYwOTR8aW1hZ2UvanBlZ3xhRFUyTDJoa1ppOHlPVEUyTVRFeU16WXhNRFkxTkM4eE1URTVNekkxTFRWZk9EQXdWM2c0TURCSXxiMThkNjUwZGI0ODQyNjAxZTlkNGY3NmU0YzBiODlhMTdhYmYzZjczNjBhZmMzODUxYWFhNmEyOTc0N2YwOTdj,https://api.mybihr.com/medias/1119325-6-800Wx800H?context=bWFzdGVyfHJvb3R8NTYzNDJ8aW1hZ2UvanBlZ3xhRGN3TDJoallpOHlPVEUyTVRFeU5EQXdNemczTUM4eE1URTVNekkxTFRaZk9EQXdWM2c0TURCSXw2NzAzOTQzNWRhYjAzYTAzMzYwZWU2NTdkODQ2YzdkMjg2NTFlODg3ZWNlZjk4NjIwNmE1NzJkNjlhMDlmZmRl,https://api.mybihr.com/medias/1119325-7-800Wx800H?context=bWFzdGVyfHJvb3R8ODM1OTF8aW1hZ2UvanBlZ3xhRE14TDJoak1DOHlPVEUyTVRFeU5ETTVOekE0Tmk4eE1URTVNekkxTFRkZk9EQXdWM2c0TURCSXxlYmMzZjI5YWI2NzlhMjQ5ZjNkNjM1YTJiOTk2YTEwODU4NjAxMmQ2OGVkNWFjODYzZDljNzY5Mzg3ZTJjNjIy,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1101719,,058467,KIMPEX,KIMPE BOX CARGO DELUXE,KIMPEX Cargo Deluxe Rear Cargo Box ATV - Black,380.53,314.49,251.59,779420459339,0,4202125000,0,0,"<p>The Cargo Deluxe&nbsp; trunk is one of the most appreciated trunks and fits on all ATVs. In addition to offering a large storage capacity, it is liked for its look and style. You can store items in the lid which are held by a net. The version with bars allows you to easily put items on top of the trunk.</p>
<ul>
	<li>Comes with top rails</li>
	<li>Universal fit for all ATV&#39;s</li>
	<li>Cargo net included</li>
	<li>Integrated tail light</li>
	<li>Opening dimensions : 77,50 x 26 cm (30-1/2&quot; x 10-1/4&quot;)</li>
</ul>

<p>Spare Parts:</p>

<ul>
	<li>Key:&nbsp;1066769</li>
</ul>
","
The Cargo Deluxe  trunk is one of the most appreciated trunks and fits on all ATVs. In addition to offering a large storage capacity, it is liked for its look and style. You can store items in the lid which are held by a net. The version with bars allows you to easily put items on top of the trunk.

	Comes with top rails
	Universal fit for all ATV's
	Cargo net included
	Integrated tail light
	Opening dimensions : 77,50 x 26 cm (30-1/2"" x 10-1/4"")



Spare Parts:


	Key: 1066769

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. COMFORT&CONVEN.,212850,16500,900,550,430,,,,,,,,,,,,https://api.mybihr.com/medias/1101719-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE2Njh8aW1hZ2UvanBlZ3xhREZoTDJoaU1DODVOak15TVRjMk9ETXlOVFF5THpFeE1ERTNNVGt0TVY4NE1EQlhlRGd3TUVnfGViODJhZjdlMzI1MTU3OGYzMmM4ZjlkMmU1ZWUzNzQ2MmNmMTY0ZjNhNWVkMTg2ODYzZThkMjQyMTRkZjQzNTM,https://api.mybihr.com/medias/1101719-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDQyNDl8aW1hZ2UvanBlZ3xhR0ZrTDJobVlTODVOak15TVRjM01qSTFOelU0THpFeE1ERTNNVGt0TWw4NE1EQlhlRGd3TUVnfGZmMzJlYjcxZDM5MjRmNDIxZWIxOTlhOGM5YjNhNWNlZTU1NWYwMWYwZDY2NDIyMzBlMzQxODg2Mjk4ZDQwMzg,https://api.mybihr.com/medias/1101719-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzUxNjh8aW1hZ2UvanBlZ3xhREZtTDJobFpDODVOak15TVRjM05qRTRPVGMwTHpFeE1ERTNNVGt0TTE4NE1EQlhlRGd3TUVnfGJkMDdjYTc1MjI4MWU3ZjcxMDY5OWIzZWQyYTExMDYzN2UzMjRiNGJhNjE3M2VhM2ViM2ZkMjk0MmE5YTQwMzg,https://api.mybihr.com/medias/1101719-4-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTN8aW1hZ2UvanBlZ3xhR1F6TDJnNU55ODVOak15TVRjNE1ERXlNVGt3THpFeE1ERTNNVGt0TkY4NE1EQlhlRGd3TUVnfDZhZDIxNzUyYzUyZmVhZTlkY2NlODE2YWZlYjI2OTMxM2VjNjMxNzk1NzBmZWI1YjJhNGVkMzQ4MjRhN2ZjNTY,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066866,,393013,KIMPEX,KIMPE COMMANDER SPARE PART REAR PIVOT,KIMPEX After-sales Parts - Spare WS4,95.64,79.04,55.33,779422970740,0,8430200000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,856,794,199,86,50,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066881,,158483WARRANTY,KIMPEX,KIMPE FUEL TANK STRAP SPAR PART,Correa de tanque de combustible KIMPEX ATV,5.99,4.95,3.22,779420635030,0,4202125000,0,1,For Kimpex Outback Tank KX0003.,For Kimpex Outback Tank KX0003.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,203,50,150,90,15,,,,,,,,Negro,,,,https://api.mybihr.com/medias/1066881-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk4MjF8aW1hZ2UvanBlZ3xhRFUyTDJobU1DODVNREV6TVRVNE5EYzNPRFUwTHpFd05qWTRPREV0TVY4NE1EQlhlRGd3TUVnfGFmYTI5OTJiZWZhMzUwNTlkZTM3MmUzYWM4ODAxOTI5MjczM2UwY2QzOTc3MmRmNWYyMGJkMTYyYTY1ODEzYmQ,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066835,,375040,KIMPEX,KIMPE COMMANDER SPARE PART REAR TRACK,KIMPEX After-Sales Parts WS4 Kit,514.24,424.99,318.74,KC375040,3,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,77121,12580,1230,330,190,,,,,,,,,,,,https://api.mybihr.com/medias/1066835-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURnekwyZ3laUzg1TURFek1UVTJNRGcxTnprd0x6RXdOalk0TXpVdE1WODRNREJYZURnd01FZ3xjM2YwNWU1ZTZkYmQ3Nzg2OTJkNDE1ZWIxYjNkY2Y1M2VkMGE2Y2YyMzcxZDkwOGJjOGRhNjJlNzE4MzM1YmE0,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066831,,375028,KIMPEX,KIMPE COMMANDER SPARE PART WHEEL 190MM,Rueda commnader KIMPEX,47.30,39.09,27.36,779422723223,0,8708705050,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,1524,562,189,192,42,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066779,,258454WARRANTY,KIMPEX,KIMPE CARGO BOX BACK CUSHION,Respaldo baul KIMPEX ATV Deluxe / Outback,36.30,30.00,19.50,779420628797,0,4202125000,0,1,<ul> <li>Designed for Kimpex :<br>- Deluxe KX0005<br>- Outback KX0003</li></ul>," Designed for Kimpex :- Deluxe KX0005- Outback KX0003",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,15840,1350,440,400,90,,,,,,,,,,,,https://api.mybihr.com/medias/1066779-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY0OTV8aW1hZ2UvanBlZ3xhRGRoTDJnNVpTODRPVGMwTWpjNE1qWXlPREUwTHpFd05qWTNOemt0TVY4NE1EQlhlRGd3TUVnfDc1YTk4M2E1YzIyMzdlNGFjMmZhMDM5Y2JlYzRkYmZjODFmM2IzMTAwNmQ3YTdlYTg0MjFmY2U5M2M3NTNhZTQ,https://api.mybihr.com/medias/1066779-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjI0MTF8aW1hZ2UvanBlZ3xhR0prTDJnNU55ODRPVGMwTWpjNE5EVTVOREl5THpFd05qWTNOemt0TWw4NE1EQlhlRGd3TUVnfDY0ODYzMGNiOTcwNDJmNmE1YzUwZjI4ZTJiZTkyZWFkZDNlZjU5OTQwYzc4NTA2YzE2OTNjZWFlNDhiMmFiZDQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066811,,374780,KIMPEX,KIMPE CLICK NGO2 SNOW PLOW BRACKET,Soporte quitanieves KIMPEX Yamaha Viking,272.25,225.00,168.75,374780,0,8430200000,0,1,<ul> <li>Mounting emplacement : mid</li> <li>Mounting hardware included</li></ul> <p> <br>Requires: <br><strong>Kimpex Click'N'Go 2 Push Frame: </strong>KX4015 <br><strong>Kimpex Click'N'Go 2 Snow Plow Blade</strong> <br>Width 137 cm : KX4014 <br>Width 152 cm : KX4002 <br>Width 168 cm : KX4001 </p>," Mounting emplacement : mid Mounting hardware included 
 Requires: Kimpex Click'N'Go 2 Push Frame: KX4015 Kimpex Click'N'Go 2 Snow Plow Blade Width 137 cm : KX4014 Width 152 cm : KX4002 Width 168 cm : KX4001 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,7323,6015,410,380,47,,,,,,,,Negro,Acero,,,https://api.mybihr.com/medias/1066811-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk4MjR8aW1hZ2UvanBlZ3xhR1F6TDJnellpODVNREV6TVRVMU1ETTNNakUwTHpFd05qWTRNVEV0TVY4NE1EQlhlRGd3TUVnfDk1ZGYyOTY4MTc5YmNhNzAzY2Q3NDlhMTA2M2Q5YTgwZDQ3OGU4ZTZmMTYxMzc1ODI5ZWNhMWRiMDE0ODhmMDc,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,https://api.mybihr.com/medias/Instructions-d-assemblage-374780.pdf?context=bWFzdGVyfHJvb3R8NDUwNTE3fGFwcGxpY2F0aW9uL3BkZnxhRGxqTDJobU5DOHhNREV6TlRneU9UUTBOalk0Tmk5SmJuTjBjblZqZEdsdmJuTXRaQzFoYzNObGJXSnNZV2RsTFRNM05EYzRNQzV3WkdZfGE2MzZjNDMwNWMyMDhkYjdmNThjMDg4NGNkMmQ1MDkyNTk2M2IxY2FkMzZjODY3NjkxMDdkZTU3MmFkNDg3N2Y,Spain Warehouse (Parts)
1066814,,374978,KIMPEX,KIMPE CLICK NGO2 SPARE PART FOR KX4015,Piezas de recambio KIMPEX,226.26,186.99,130.89,P374978,0,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,12476,3540,486,302,85,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066815,,374980,KIMPEX,KIMPE CLICK NGO2 ELECTRIC ACUTATOR,KIMPEX Click N GO Electric Actuator for Plow Angle Adjustment UTV,866.06,715.75,501.03,P374980,0,8714109090,0,1,"<p>Electric actuator to adjust the plow angle without getting off the UTV.</p>
<ul>
	<li>Work with and without extension.</li>
	<li>Work only on CnG 2.</li>
	<li>Include clipped switch.</li>
</ul>

<p><strong>Required bracket kit</strong></p>

<ul>
	<li>SKU with extension: 374930</li>
	<li>Sku without extension: 373925</li>
</ul>

<p>List of part numbers that are compatible with the Kimpex number :</p>

<ul>
	<li>Barcode :779421615604</li>
	<li>Kimpex catalog number :374980</li>
</ul>

<p>&nbsp;</p>","
Electric actuator to adjust the plow angle without getting off the UTV.

	Work with and without extension.
	Work only on CnG 2.
	Include clipped switch.



Required bracket kit


	SKU with extension: 374930
	Sku without extension: 373925



List of part numbers that are compatible with the Kimpex number :


	Barcode :779421615604
	Kimpex catalog number :374980



 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,9749,5493,372,208,126,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1066815-1.jpg?context=bWFzdGVyfHJvb3R8OTQ2MTF8aW1hZ2UvanBlZ3xhREJoTDJneFl5ODJORFl5TkRneU16Y3pNREl3Tmk4NE1EQlhlRGd3TUVoZk1UQTJOamd4TlMweExtcHdad3xlMzNkMzQ4ZWM5MDA1ZTk4YWQzMTgzNGRiYTFjMDdiMDI1NTlmM2MyYTE0YjI2M2ZlNDUzZTMzZDA2OTU1Mjdl,https://api.mybihr.com/medias/800Wx800H-1066815-2.jpg?context=bWFzdGVyfHJvb3R8NDk4MTh8aW1hZ2UvanBlZ3xhRGsyTDJoak9DODJORFl5TkRneU1USXpPVGd6T0M4NE1EQlhlRGd3TUVoZk1UQTJOamd4TlMweUxtcHdad3w4MzJjZmZhZTYyYjE4ZjAyNzgxNDAyZDE3ZjBlYzg1ZTkyYTRkOWI4ODBkZmJiNzY5ZTlmNzc5OWU4MDlmOWEx,https://api.mybihr.com/medias/800Wx800H-1066815-3.jpg?context=bWFzdGVyfHJvb3R8MTE4NDY2fGltYWdlL2pwZWd8YUdZMUwyaGlZUzgyTkRZeU5EZ3lNVFl6TXpBMU5DODRNREJYZURnd01FaGZNVEEyTmpneE5TMHpMbXB3Wnd8YTM3OTcyMjU3MmQ1MzNlYTU5NWM1N2YzOGU4MmI0ZDdjY2I5N2NjZTZlMTZlNzM0YTUyZDgzMDAxM2I0N2Q2Yg,https://api.mybihr.com/medias/800Wx800H-1066815-4.jpg?context=bWFzdGVyfHJvb3R8ODA0NjF8aW1hZ2UvanBlZ3xhR0pqTDJnMk5TODJORFl5TkRneU1qQXlOakkzTUM4NE1EQlhlRGd3TUVoZk1UQTJOamd4TlMwMExtcHdad3xkY2Y2MjEwYTRmNGQzOGQyNWIzYzRmNDE4YzA2YmE0YmRmMTBkNjA1N2ZhMDFiYzZmMTU3MzE4ZGJlNmM5OThh,https://api.mybihr.com/medias/800Wx800H-1066815-5.jpg?context=bWFzdGVyfHJvb3R8MTg2ODY1fGltYWdlL2pwZWd8YURKbUwyZzFPQzgyTkRZeU5EZ3lNalF4T1RRNE5pODRNREJYZURnd01FaGZNVEEyTmpneE5TMDFMbXB3Wnd8OGU3OGM3MjkwOGM3MWZkMzNiYTA2NmM5NzdhOGNmM2FkM2NjNzg4YmIxZjQzY2RmM2MzYjYwYWEyNGMxYjU1Zg,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066787,,373925,KIMPEX,KIMPE CLICK NGO2 ELECTRIC ACUTATOR PART,Soporte del actuador electrico KIMPEX,123.41,101.99,66.29,P373925,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>Electric actuator bracket kit for plow angle adjustment.</p><p> </p><ul> <li>Work on both ATV and UTV.</li><li>Work only on CnG 2 without extension.<a id=""_dx_frag_EndFragment""></a></li></ul> </body> </html>","       Electric actuator bracket kit for plow angle adjustment.  Work on both ATV and UTV.Work only on CnG 2 without extension.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,6765,2531,232,241,121,,,,,,,,,,,,https://api.mybihr.com/medias/1066787-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1NDQ4fGltYWdlL2pwZWd8YURVMUwyZ3lOeTg0T1RjME1qYzVOak01TURjd0x6RXdOalkzT0RjdE1WODRNREJYZURnd01FZ3wxMGNkNmEwYWM5ZTI0NzgzNWVjNWQzYmRmNDkzNmZlNWNlNWIwMmQ2YTg1MTI2NmU1ZGU0M2I1YjMyYzZjOTQ5,https://api.mybihr.com/medias/1066787-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTgyNzc1fGltYWdlL2pwZWd8YURnMUwyZ3lNQzg0T1RjME1qYzVPRE0xTmpjNEx6RXdOalkzT0RjdE1sODRNREJYZURnd01FZ3w3YmUzYjk0MzIzNTZhYjY1NjFhNmJhZTE3NWI0N2YxMDU3NDk1ZWNmNDIzNmNkYTBjNGM0MDRkODk2NTc5Mjhh,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066788,,373930,KIMPEX,KIMPE CLICK NGO2 ELECTRIC ACUTATOR,KIMPEX Click N GO Electric Actuator for Plow Angle Adjustment ATV,854.96,706.58,494.61,P373930,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Electric actuator to adjust the plow angle without getting off the ATV.</p><p> </p><ul> <li>Work with and without extension</li><li>Work only on Click N Go 2</li><li>Include handlebar switch</li></ul> </body> </html>","       Electric actuator to adjust the plow angle without getting off the ATV.  Work with and without extensionWork only on Click N Go 2Include handlebar switch  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,9047,5529,374,205,118,,,,,,,,,,,,https://api.mybihr.com/medias/1066788-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgyNzc1fGltYWdlL2pwZWd8YUdKakwyaGtZaTg0T1RjME1qZ3dNRE15TWpnMkx6RXdOalkzT0RndE1WODRNREJYZURnd01FZ3w0MWY2MzAwMjI5OWEwOTNhMWY4ZTEwNGMxYWNmYWRhZjNkZWU3MWRlMzU3MzRlNjZkNTFhMTA0NTRiZjk2YmM0,https://api.mybihr.com/medias/1066788-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzY1Mzh8aW1hZ2UvanBlZ3xhRGM0TDJobE1pODRPVGMwTWpnd01qSTRPRGswTHpFd05qWTNPRGd0TWw4NE1EQlhlRGd3TUVnfDkyOTJlYjhlZTk4NGY0MjcxZTMzODU3ZTA0YjJiODlkMjEzMjM5MDk5MmVkOTlhYjA5OTE0MWQyYmYyMGQ4NGI,https://api.mybihr.com/medias/1066788-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTkzOTE5fGltYWdlL2pwZWd8YURRNUwyaGxPUzg0T1RjME1qZ3dOREkxTlRBeUx6RXdOalkzT0RndE0xODRNREJYZURnd01FZ3xmOGNjMzBkYjVjMzNhMGM1NmM2NzhkOWIyNDA5NmZkMDk1ZGE5NmNhMzNlOWIxZWMwNTU4NGViNTQxYzE5M2Qw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066791,,373948,KIMPEX,KIMPE CLICK NGO2 SPARE PART BUCKET LEVER,Piezas de recambio KIMPEX,107.98,89.24,62.47,P373948,0,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,1477,435,320,81,57,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066798,,373962,KIMPEX,KIMPE CLICK NGO2 SPARE PART SPRING,Recambio muelle KIMPEX KX4004 (unidad),51.41,42.49,29.74,P373962,1,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,1638,1591,293,86,65,,,,,,,,,,,,https://api.mybihr.com/medias/1066798-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDYxODN8aW1hZ2UvanBlZ3xhRGcwTDJnME9TODRPVGMwTWpneU1qWXdOVEV3THpFd05qWTNPVGd0TVY4NE1EQlhlRGd3TUVnfGI1OGQ3ZDZjYzA2YzMxMjlkMDliNmUyYWMxYmQyZmQwOWZkNTZiNTEyOWIwNjUyNWZhNTNkNzI0NmZmMzIyZmE,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066817,,373002,KIMPEX,KIMPE COMMANDER SPARE PART,KIMPEX After-Sales Parts Track,925.64,764.99,573.74,KI373002,0,8430200000,0,1,"Technical Part, please contract our After-Sales Service to have the specific reference you need.","Technical Part, please contract our After-Sales Service to have the specific reference you need.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,59500,12000,500,340,350,,,,,,,,,,,,https://api.mybihr.com/medias/1066817-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM1MjE2fGltYWdlL2pwZWd8YURjNEwyaG1aQzg0T1RjME1qZzFOVEEwTlRReUx6RXdOalk0TVRjdE1WODRNREJYZURnd01FZ3wxZTViNWQwMTMzYTkxMTg1YjE2N2UwMzZlMzRlMjQzZmEyNzM1NmQ3NWFhMDkxYjY0ZDk5ODA5OGJhNjRkMzg0,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,France Warehouse (Parts)
1066772,,058422,KIMPEX,KIMPE CARGO BOX LOCKING SYSTEM,Cerradura baul KIMPEX 2 ATV,12.85,10.62,6.90,779420344727,0,8714109090,0,1,<p>Kimpex key lock for : <br>- 2 Upseat trunk KX0001/KX0002<br>- Cargo Deluxe trunk KX 0004</p>,"
Kimpex key lock for : - 2 Upseat trunk KX0001/KX0002- Cargo Deluxe trunk KX 0004",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,69,100,115,60,10,,,,,,,,Negro,,,,https://api.mybihr.com/medias/1066772-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2Njd8aW1hZ2UvanBlZ3xhR0ZqTDJobVpTODRPVGMwTWpjM05EYzJNemd5THpFd05qWTNOekl0TVY4NE1EQlhlRGd3TUVnfDc1YzM4OTlhNDJjZDdiYjVmZjZkMDE0ZDcyNzVlNzc2ZjQwY2FlNThhMDc0OGYwODA3YzJjYzJmODA3YjM0ZDE,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066775,,058422WARRANTY,KIMPEX,KIMPE CARGO BOX LOCKING SYSTEM,Cerradura baul KIMPEX 2 KX0004 KX0001 KX0002,7.49,6.19,4.02,1066775,0,4202125000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,44,100,110,40,10,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
1066778,,158489WARRANTY,KIMPEX,KIMPE CARGO BOX LOCKING STRAP,Cuerda elastica KIMPEX ATV KX003,1.98,1.64,1.07,779420724185,0,4202125000,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,184,11,148,83,15,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KIMPEX-pictures.zip,,Spain Warehouse (Parts)
