PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Color,Composición,Compuesto del puño,Diámetro Ø (mm),Elevación de manillar (mm),Gama,Longitud (mm),Longitud de control (mm),Tipo de puño,Uso,Picture1,Picture2,Picture3,AllPicturesZIP,Document1,Document2,DeliveryPlant
1025619,83559,0550.02.505,DOMINO,DOINO SPAREPARTS THROTTLE PULLEY,Polea de acelerador Domino Comandos 0550.02.505,2.24,1.85,1.11,8430525835597,9,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,5,12,30,26,7,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025619-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU5NTV8aW1hZ2UvanBlZ3xhREUxTDJobE5TODRPRGN6T1RFNU5UYzRNVFF5THpFd01qVTJNVGt0TVY4NE1EQlhlRGd3TUVnfGFmNzRmYzEzODIwMjhhNTc0NmMxZTM5NGI0ODFmMDZiNzg0YjhlNjhhZWEwMzk1NWE5ZDM2NGRmZWU4YjQyMTg,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025696,83409,3747.03-00,DOMINO,DOINO THROTTLE TUBE,Acelerador con maneta Domino Piaggio 119mm 3747.03,21.78,18.00,10.80,8430525834095,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1133,96,189,162,37,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025696-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk4MTV8aW1hZ2UvanBlZ3xhREEzTDJoaE9DODRPVFk1TkRjMk9UWTBNemd5THpFd01qVTJPVFl0TVY4NE1EQlhlRGd3TUVnfGIxNDc1OThhMjFlNDM1NWJkODRhMTY2Njc1NDU0OGZlZWI5NzRkOTU5ZDJjOTMyMjg2MDY0ODc4MTE5YmY3ZGU,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,https://api.mybihr.com/medias/872634.pdf?context=bWFzdGVyfGRvY3VtZW50c3w1OTAzMjJ8YXBwbGljYXRpb24vcGRmfGFETTBMMmc0TWk4NU1EUXpOalE0TVRnME16VXdMemczTWpZek5BfDNhY2Y5NGI0YTZjNTZmMzJhYmMzMmNmZWY0YzQ5Y2M0YjQ1ZGNiYWQ4Y2FlZjRmMTgxYmI5ZDU5MjA5ZDcwYzQ,,Spain Warehouse (Parts)
1025697,83408,3748.03-00,DOMINO,DOINO THROTTLE TUBE,Acelerador con maneta Domino Piaggio 112mm 3748.03,21.78,18.00,10.80,8430525834088,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1488,94,170,175,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025697-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk4MTV8aW1hZ2UvanBlZ3xhRGhpTDJnMU9TODRPVFk1TkRjM01UWXdPVGt3THpFd01qVTJPVGN0TVY4NE1EQlhlRGd3TUVnfDZjODdmMjIxNjhkODBlOWQxNWY3ZGExZDY4MTliNjg1MTNjNWY5YWMwZGEwMTBiNWUwZGQ5MzMwMDZlZDQ5YzY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,https://api.mybihr.com/medias/872633.pdf?context=bWFzdGVyfGRvY3VtZW50c3w1OTAzMjJ8YXBwbGljYXRpb24vcGRmfGFHVTNMMmcxWVM4NU1EUXpOalkyTmprNE1qY3dMemczTWpZek13fGUyYzUyYTgzMTAzZTRlNmRmY2Q4ZmI3YzMyYWNmMmM2ZTk3NDM1YjU0Y2EzZjE0OGVhYzhjM2QxNzBkNTllZjE,,Spain Warehouse (Parts)
1025701,872244,3759.03-00,DOMINO,DOINO THROTTLE TUBE,Acelerador Domino RIEJU RS1 PEUGEOT XR6,33.28,27.50,16.50,8033900029064,0,8714109090,0,1,<p>Se entrega con puños</p>,"
Se entrega con puños",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1357,237,143,179,53,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025701-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUwMjd8aW1hZ2UvanBlZ3xhRGN3TDJnelpTODRPVFk1TkRjM09UUTNOREl5THpFd01qVTNNREV0TVY4NE1EQlhlRGd3TUVnfDdkN2VmM2I1NTQ3MzQ5ZDAxNGFjNmZiMjdhMzQxMjA3NTQ1YjI0NjZmN2Q5ZDQwYjEzODgxMTczNjE5ZGQ5YWE,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025694,83410,3745.03-00,DOMINO,DOINO THROTTLE TUBE,Acelerador con maneta Domino Piaggio 124mm 3745.03,21.78,18.00,10.80,3745.03-00,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1584,103,196,172,47,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025694-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk4MTV8aW1hZ2UvanBlZ3xhRGswTDJoaU5TODRPVFk1TkRjMk5UY3hNVFkyTHpFd01qVTJPVFF0TVY4NE1EQlhlRGd3TUVnfGI4OWFlOTc5NGM2ODNkNmQ2NjllMDEyY2RjNDZjN2UwMmJiOTQ2MzY4NWFlMmYyYjBlZDk3NDUzN2ZjZjI1NzA,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,https://api.mybihr.com/medias/872632.pdf?context=bWFzdGVyfGRvY3VtZW50c3w1OTAzMjJ8YXBwbGljYXRpb24vcGRmfGFEa3lMMmhsTnk4NU1EUXpOakkyTlRrd01qTTRMemczTWpZek1nfDg1NGI4MzZjZjQ0N2U0Y2VlYzYzYTFiOTQ5YTUxN2VhN2I1MzA0MzQxNmI0ODM4ODk4Njk5NWVhODM5YTI1MmE,,Spain Warehouse (Parts)
1025699,872245,3757.03-00,DOMINO,DOINO THROTTLE TUBE,"Acelerador Domino XP6, XPS 2003",35.30,29.17,17.50,8033900029040,1,8714109090,0,1,<p>Se entrega con puños</p>,"
Se entrega con puños",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1488,217,161,154,60,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025699-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc4OTl8aW1hZ2UvanBlZ3xhR1prTDJnMFlpODRPVFk1TkRjM05UVTBNakEyTHpFd01qVTJPVGt0TVY4NE1EQlhlRGd3TUVnfDEyMDMyM2NhMTlmNWUzMmZlNmE2YzU3ODc0N2JjZTkxYTk3MzRhZTg3YzdlNGEzNTQ4ZDMyZDM5ZThlNDUzYmE,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025727,875039,97.4643.04-00,DOMINO,DOINO THROTTLE TUBE,Caña de gas Domino para puño 872626 ET 872627,12.10,10.00,6.00,8033900006522,1,8714109090,0,1,<p>Para puños ref. 872626 y 872627</p>,"
Para puños ref. 872626 y 872627",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,628,72,236,76,35,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1025727-1.jpg?context=bWFzdGVyfHJvb3R8MzA0MDF8aW1hZ2UvanBlZ3xhRGxrTDJnM01TOHpNekV6TVRRMU56Z3dOak0yTmk4NE1EQlhlRGd3TUVoZk1UQXlOVGN5TnkweExtcHdad3wyMmJmMzI0MDdjODVmMjcyN2E5M2QxNTRmNjQ0ZjA2NzYyMTQwYjVhYTZhNzMxOTY5MTc0ODRjYTg1Mjg0ZjI5,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025706,870128,3985.03-00,DOMINO,DOINO THROTTLE TUBE,Acelerador Domino PIAGGIO 125 LIBERTY RST,27.83,23.00,13.80,8033900006607,4,8714109090,0,1,<p>Se entrega con puños derecho e izquierdo.</p>,"
Se entrega con puños derecho e izquierdo.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,934,112,171,91,60,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1025706-1.jpg?context=bWFzdGVyfHJvb3R8MTI2OTZ8aW1hZ2UvanBlZ3xhRGMxTDJoa055OHpNekV6TVRRMU5qazFORE01T0M4NE1EQlhlRGd3TUVoZk1UQXlOVGN3TmkweExtcHdad3wyOTkzZDBkOGUxODJkODkzMzc1MjJkYzVlODI0YjE2YmVjNTRkMWI2YmZhOGE0ZjQwMTIxMzI4NzNmM2U4YmM5,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025607,83450,0346.03-01,DOMINO,DOINO THROTTLE TUBE,Acelerador vintage cromado Domino Lario 0346.03 + puños,80.47,66.50,39.90,8033900014589,2,8714109090,0,1,Largo: 120mm,Largo: 120mm,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2906,308,259,187,60,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025607-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODc1MDZ8aW1hZ2UvanBlZ3xhREkzTDJnNE1TODRPVFk1TkRZMk56UXdOelkyTHpFd01qVTJNRGN0TVY4NE1EQlhlRGd3TUVnfDFhN2M5NDA1OTM2NDk4NTRhM2M2ODRmNTU0MjRhYjM2ZmUzMTk1ZDE1YzQ2NmJjZmY5YmU2MzBlODIyZWE0NjY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025631,870129,1242.03,DOMINO,DOINO THROTTLE TUBE,Acelerador Domino PIAGGIO 50 CIAO,45.98,38.00,22.80,1242.03,1,8714109090,0,1,<p>Se entrega con puños derecho e izquierdo.</p>,"
Se entrega con puños derecho e izquierdo.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1602,261,215,149,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025631-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE0NTh8aW1hZ2UvanBlZ3xhRFkwTDJnME5DODRPVFk1TkRZNU5qZzVPRGcyTHpFd01qVTJNekV0TVY4NE1EQlhlRGd3TUVnfDM5OWU4NTdiODYxMmVmMTVlYTZjYjBjMmY1NDYxMTdjYzk0NzI4YWQwYjQ0MTcxZjI3ZDg5ZTNlN2Y5ZWI4ODA,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025663,83436,2456.03,DOMINO,DOINO THROTTLE TUBE,Acelerador Domino scooter sin puños 2456.03,17.55,14.50,8.70,8430525834361,4,8714109090,0,1,"without grip, 20/70°","without grip, 20/70°",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,869,86,116,156,48,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025663-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1MTd8aW1hZ2UvanBlZ3xhREZqTDJnMk5TODRPVFk1TkRjME1ERTFNall5THpFd01qVTJOak10TVY4NE1EQlhlRGd3TUVnfGM2ZDIyMmYwYTliZWZhMzEyMjM3NjgwYTMyYTY4ZGUyMGNlYzc2MDIyZWU0Yjk4YWJiNzkyN2M1MTQzNThmY2M,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025646,875028,1866.02.2337,DOMINO,DOINO SPAREPARTS SLEEVE,Tope de caña de gas Domino 872004,4.54,3.75,2.25,8033900022492,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,336,72,287,117,10,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025646-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3NjR8aW1hZ2UvanBlZ3xhRGhrTDJoaVl5ODRPVFk1TkRjeE9EVXlOVGMwTHpFd01qVTJORFl0TVY4NE1EQlhlRGd3TUVnfGUzZjlkOWZiODk5NTdiMDY5YjEzZmZiNWRlYzY0YjJkNTBkYzUyZTZhMmI2YTIyYmYzNGUwYzg5ZWViZWNkZGE,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025647,83412,1867.03,DOMINO,DOINO THROTTLE TUBE,Acelerador con maneta Domino Piaggio Typhoon 1867.03,48.40,40.00,24.00,8033900022508,4,8714109090,0,1,"<p>Acelerador con pu&ntilde;o cerrado, maneta de aluminio, interruptor de luz de freno y soporte para espejo con rosca de 8&nbsp;mm de di&aacute;metro</p>","
Acelerador con puño cerrado, maneta de aluminio, interruptor de luz de freno y soporte para espejo con rosca de 8 mm de diámetro",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1969,270,224,187,47,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025647-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk5NTh8aW1hZ2UvanBlZ3xhREkwTDJnMlpTODRPVFk1TkRjeU1EUTVNVGd5THpFd01qVTJORGN0TVY4NE1EQlhlRGd3TUVnfGZmM2ZkYmZkZjE4MjcyODJjZjdkMDU0YjM3ZmQ3ZDdlYzU4YWI3MmYwMzljY2FkNWU5NzdlNWQzZTc4YjQxZjI,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025684,83445,3332.03,DOMINO,DOINO THROTTLE TUBE,Acelerador rápido Domino monocilindrico sin puños,58.08,48.00,28.80,8430525834453,3,8714109090,0,1,"Acelerador de aluminio, sin tensor de cable de acelerador ni puños.

&nbsp;

&nbsp;

<ul>
	<li>Material del soporte:&nbsp;Aluminio
	&nbsp;
	</li>
	<li>Color:&nbsp;Negro
	&nbsp;
	</li>
	<li>Recorrido máximo:&nbsp;66 mm
	&nbsp;
	</li>
	<li>Velocidad:&nbsp;1.5 °/mm
	&nbsp;
	</li>
	<li>Tipo de Cable:&nbsp;Monocable</li>
</ul>
","Acelerador de aluminio, sin tensor de cable de acelerador ni puños.

 

 


	Material del soporte: Aluminio
	 
	
	Color: Negro
	 
	
	Recorrido máximo: 66 mm
	 
	
	Velocidad: 1.5 °/mm
	 
	
	Tipo de Cable: Monocable

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2038,200,184,142,78,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1025684-1.jpg?context=bWFzdGVyfHJvb3R8MjA1MDV8aW1hZ2UvanBlZ3xhR0ZtTDJnek9TODRNakV3TmprNE1URTROell4TkM4NE1EQlhlRGd3TUVoZk1UQXlOVFk0TkMweExtcHdad3w0OGVkZjAyNGUwZGZiZmY5NmI0Y2U0NzY3NmJlYTJhY2U3MDk3NTlhNjI3ZDU1ZDU2MjQ4OGU2MmUzZGM5NzEx,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045470,,3117.03,DOMINO,DOINO THROTTLE TUBE,Acelerador con puño DOMINO PEUGEOT 103 VOGUE / SP,31.46,26.00,15.60,8033900027428,0,8714109090,0,1,LEVER AND DECOMPRESSOR,LEVER AND DECOMPRESSOR,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1300,237,179,121,60,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045470-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc4ODd8aW1hZ2UvanBlZ3xhR05oTDJobE5TODRPVGN3TlRrNE5qUTFOemt3THpFd05EVTBOekF0TVY4NE1EQlhlRGd3TUVnfGEwODY1M2E4ZGNlMTdmOWJjYmYzZTFmNmM1Y2FhZWViMzlhN2E5ZWViMDRmYzNlNzE3N2EyYTk5ZTViNDdiYmE,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045474,,3232.96.04-00,DOMINO,DOINO SPAREPARTS THROTTLE CABLE KRE,Cable acelerador DOMINO para acelerador KRE,66.55,55.00,33.00,8033900032293,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,4420,30,520,170,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045474-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTJ8aW1hZ2UvanBlZ3xhRFEyTDJnM1l5ODRPVE0xTURreU5qRTNNalEyTHpFd05EVTBOelF0TVY4NE1EQlhlRGd3TUVnfDlkNTkxYzA4ZTQyNDI0MWJlMmYyM2IzNTAyMmViMjNhZWNkNzU1NjQwZDczNGY2MjU0NTE0MDM0NDg1MWZmNTU,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045475,,3233.96.04-00,DOMINO,DOINO SPAREPARTS KRK EVO THROTTLE CABLE,Cable acelerador DOMINO para acelerador KRK Evo,84.70,70.00,42.00,8033900003330,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2000,300,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045475-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTJ8aW1hZ2UvanBlZ3xhRE5tTDJnNVpTODRPRFkxTmpFd09UZzVOVGs0THpFd05EVTBOelV0TVY4NE1EQlhlRGd3TUVnfDRkYTQ5N2I2Mjc5OTJjOWNiZTY4ZWIzMzE2YjdmNmVlNTIxZWVhMmZiODcwZWU4ZWRjYjU3Y2M4Y2RlMGU0MDI,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045480,,3239.96.04-00,DOMINO,DOINO SPAREPARTS KRK EVO THROTTLE CABLE,Cable acelerador DOMINO para acelerador KRK Evo,84.70,70.00,42.00,8033900004344,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2000,300,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045480-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTJ8aW1hZ2UvanBlZ3xhRGRqTDJnNU5DODRPVEF5TVRBNE1qRTNNemMwTHpFd05EVTBPREF0TVY4NE1EQlhlRGd3TUVnfGMwYjVkOTA4OWFmMGEzMzFhMzg1Zjk4MmE5MDM1NTkxYmY0NWYzMTY1MzJjNzUwODFmNWZjM2VjZGI3ZjgwNDA,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045482,,5209.03-00,DOMINO,DOINO THROTTLE TUBE KRK,Acelerador con puño DOMINO KRK negro/rojo,90.75,75.00,45.00,8033900014022,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.cs6FE56D2{text-align:left;margin:0pt 0pt 0pt 36pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Suitable for original cables, With two color grip black/red, With four pulleys</p><p> </p><ul> <li>Material: Aluminium</li><li>Finish: Black painted</li><li>Cable Type: Two cables pushpull</li><li>Quickness (Grey Ring): 3,0 °/mm</li><li>Stroke (Grey Ring): 38 mm</li><li>Quickness (Brown Ring): 2,8 °/mm</li><li>Stroke (Brown Ring): 39 mm</li><li>Quickness (Orange Ring): 2,7 °/mm</li><li>Stroke (Ornage Ring): 43 mm<a id=""_DX_FRAG_ENDFRAGMENT""></a></li></ul> <p> </p></body> </html>","       Suitable for original cables, With two color grip black/red, With four pulleys  Material: AluminiumFinish: Black paintedCable Type: Two cables pushpullQuickness (Grey Ring): 3,0 °/mmStroke (Grey Ring): 38 mmQuickness (Brown Ring): 2,8 °/mmStroke (Brown Ring): 39 mmQuickness (Orange Ring): 2,7 °/mmStroke (Ornage Ring): 43 mm   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2198,330,160,241,57,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045482-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxMzE4fGltYWdlL2pwZWd8YURsaEwyaGxZeTg0T1Rjd05UazRPRFF5TXprNEx6RXdORFUwT0RJdE1WODRNREJYZURnd01FZ3wyYTIyM2FiYzEzNzc5MTRkYWU4MWJkYWYwMjVhYzY3ZGQxMGFjNzE4ODRmZjAyOTlkNGFlZjc0MzIxNGNmZTk3,https://api.mybihr.com/medias/1045482-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTIxMjc3fGltYWdlL2pwZWd8YUdaakwyaGpOQzg0T1Rjd05UazVNRE01TURBMkx6RXdORFUwT0RJdE1sODRNREJYZURnd01FZ3w0Yjk1YTE2ZDc3ZDk0ZGM2YzZmNDdiZWQyZmQzNmU1ZjljZjc2MWU0MWZlMzE1YzE0MmM5NGVmZWY4MjY1MjZh,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045473,,3230.96.04-00,DOMINO,DOINO SPAREPARTS THROTTLE CABLE KRE,Cable acelerador DOMINO para acelerador KRE,66.55,55.00,33.00,8033900013230,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2000,300,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045473-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTJ8aW1hZ2UvanBlZ3xhR0psTDJnNFpDODRPVEF5TVRBNE1ESXdOelkyTHpFd05EVTBOek10TVY4NE1EQlhlRGd3TUVnfDdjNDRkNGI2MjlmOTAxMmRkMTlkNWIxMjNhNzY5Yzk4ZGZiNjFkZGNlMTZkNmMzNjZmYWJkZGMwZTI5M2FkNDY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1045481,,3240.96.04-00,DOMINO,DOINO SPAREPARTS KRK EVO THROTTLE CABLE,Cable acelerador DOMINO para acelerador KRK Evo,84.70,70.00,42.00,8033900004450,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,2000,300,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1045481-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0OTJ8aW1hZ2UvanBlZ3xhREU0TDJnMU9TODRPVEkwTnpZeE1qWXdNRFl5THpFd05EVTBPREV0TVY4NE1EQlhlRGd3TUVnfDc2YWNiMDNkZTJhMjI5MTM5NWVlMDgxYmViZWE5MWQ0Y2YwMjU3YmJjMzA2Y2E1ZTBmZTJiOTlhYzI0MDYxZDY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1091000,,0723.03-01,DOMINO,"DOINO THROTTLE TUBE 3,6°/MM - 74MM",Acelerador con puño DOMINO negro,32.67,27.00,16.20,8033900033542,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Moto throttle control with Domino Style grip, horizontal run</p><p> </p><ul> <li>Material : Aluminium</li><li>Cable Type : Steering Cable</li><li>Stroke : 74 mm</li><li>Quickness : 3,6 °/mm</li><li>Finish : Black Painted</li></ul> <p> </p></body> </html>","       Moto throttle control with Domino Style grip, horizontal run  Material : AluminiumCable Type : Steering CableStroke : 74 mmQuickness : 3,6 °/mmFinish : Black Painted   ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1622,229,149,191,57,,,,,,,Negro,,,,,,,,,,https://api.mybihr.com/medias/1091000-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzA3Njl8aW1hZ2UvanBlZ3xhRFF3TDJneU9DODRPVEExTVRZd01ETXlNamcyTHpFd09URXdNREF0TVY4NE1EQlhlRGd3TUVnfGUyOTJjYTIzOTk1NjlhZWE3NWRmMmNiZGUxODQ5YjgxMGIyYTgxMjU2NDZjZGNkNDU1YmMxM2M2MDIzOWRjMmY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025731,875053,97.745.04-00,DOMINO,DOINO THROTTLE TUBE,Caña de gas Domino para puño 872032,11.50,9.50,5.70,8033900003835,0,8714109090,0,1,<p>Recambio para aceleradores Domino (ref. 872011 - 872032).</p>,"
Recambio para aceleradores Domino (ref. 872011 - 872032).",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,1067,95,285,117,32,,,,,,,Negro,,,,,,,,,,https://api.mybihr.com/medias/1025731-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTYyODJ8aW1hZ2UvanBlZ3xhR0ZsTDJnMU15ODVNREV5TlRrd01EZzBNVEkyTHpFd01qVTNNekV0TVY4NE1EQlhlRGd3TUVnfDI1NGVlYWIyYzkxYzM1YzY0NTgzMDIyYjQwMWExM2MwNmQ4OTVmYzk1ZDJlNjI4YWZlNTJjODhkZGQyNTkyMjk,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1025638,874006,1628.86,DOMINO,DOINO SPAREPARTS CABLE SPLITTER,Duplicador de cable de gas Domino D6.8/Carrera 41MM,8.47,7.00,4.20,8033900021402,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,,,149,27,104,41,35,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1025638-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg1Mjd8aW1hZ2UvanBlZ3xhRFZqTDJnNE15ODRPVFV6TkRBMU1ERTBNRFEyTHpFd01qVTJNemd0TVY4NE1EQlhlRGd3TUVnfDVhZDhhNzA1ZGYxZDcxMjliODgzODQ2ZDVkMjI5YzlhMWUxNTY2YzZkZWVjYzEzZjMyN2JkOThiNjA2NjU0MGY,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
