PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Color,Composición,Compuesto del puño,Diámetro Ø (mm),Elevación de manillar (mm),Gama,Longitud (mm),Longitud de control (mm),Tipo de puño,Uso,Picture1,Picture2,Picture3,AllPicturesZIP,Document1,Document2,DeliveryPlant
1081173002,83494,0004.26.42.04-0,DOMINO,"DOINO DONUTS, RED",Donuts protectores Domino rojo 0004.26.42,11.50,9.50,5.70,8430525834941,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Rojo,,223,20,97,115,20,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081173002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE5Mjd8aW1hZ2UvanBlZ3xhR00wTDJnd01pOHhOVFF5TnpZd05qSTBPVFV3TWk4eE1EZ3hNVGN6TURBeUxURmZPREF3VjNnNE1EQkl8MzA0YmUyM2VlMWFjYzVhNTZhMWRkZmVlNjdlOTQ5ODFhMDU2Mjc0MDMwZTk2OGNlMmY3MGVhMmZlY2MyZWNjYQ,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081173001,83493,0004.26.40.04-0,DOMINO,"DOINO DONUTS, BLK",Donuts protectores Domino negro 0004.26.40,11.50,9.50,5.70,8430525834934,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,312,38,115,181,15,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081173001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgxODF8aW1hZ2UvanBlZ3xhR1ppTDJnMVlTOHhOVFF5TnpZd05UYzVNRGMxTUM4eE1EZ3hNVGN6TURBeExURmZPREF3VjNnNE1EQkl8MTU0OGU5OTdmYTJiYmI0YmZlMjJmYmZiZDNkYjViNmUzOWNjNDgwNjE2YTY2NTk2ZmZiMGQ4MTVhMjhmNDRhNA,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081188001,83591,1127.82.40.06,DOMINO,"DOINO GRIP 1127 MINIBIKE, BLK",Puños DOMINO Minimoto 115mm negro 1127.82.40.06,13.31,11.00,6.60,8033900018259,7,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>DOMINO grips combine technical prowess and design, for optimal rider comfort.</p><p> </p><ul> <li><a id=""_dx_frag_StartFragment""></a>Road/scooter grips </li><li>Length : 115mm </li><li>Optimizes feeling on the handlebar </li><li>Made from TPE </li><li>Delivered by pair </li><li>End closed</li></ul> </body> </html>","       DOMINO grips combine technical prowess and design, for optimal rider comfort.  Road/scooter grips Length : 115mm Optimizes feeling on the handlebar Made from TPE Delivered by pair End closed  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1624,138,203,129,62,,,,,,,Negro,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081188001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE4NDF8aW1hZ2UvanBlZ3xhRFEyTDJnd05pODRPVFkzT0RBMU5qTXlOVFF5THpFd09ERXhPRGd3TURFdE1WODRNREJYZURnd01FZ3xhM2I5ZmY2ZWNjZTNhYTMwOGI1MDNkNmU4M2U1ZjIxYzg0NzU2Y2UzNGZlNWQ2YjVlYzRlZTliNWFlOGQwMTIx,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081220001,83593,5519.82.40.06-0,DOMINO,"DOINO GRIP ROAD 120MM OPEN, BLK",Puños Domino Road 120mm negro abierto 5519.82.40.06-0,12.10,10.00,6.00,8033900033344,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1587,150,126,188,67,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081220001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI2Mjh8aW1hZ2UvanBlZ3xhRGhrTDJoa1lTOHhOVFF5TnpZeE1qSXhNekkzT0M4eE1EZ3hNakl3TURBeExURmZPREF3VjNnNE1EQkl8OTZkOGFmNjVkMmYwNzdhOWI3NjAyMTU0MDZjMTZjODEyYTMxNDg1N2RhY2I2YzJhODk1MTA0ZjI5MzAzNDMzNg,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081544001,872530,0219.31.60.04,DOMINO,"DOINO HANDLEBAR ENDURO VINTAGE, CHR",Manillar Domino ENDURO VINTAGE Acero cromado Ø22 A:835/B:190/C:194/D:132,119.79,99.00,59.40,8033900008984,2,8714109090,0,1,<p>Manillar vintage.</p><p>Hecho de acero.</p><p> </p><p><strong>Medidas</strong>:</p><p>Ancho: 835 mm</p><p>Anchura del centro: 190 mm</p><p>Altura: 194 mm</p><p>Saliente: 132 mm</p>,"
Manillar vintage.
Hecho de acero.
 
Medidas:
Ancho: 835 mm
Anchura del centro: 190 mm
Altura: 194 mm
Saliente: 132 mm",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Cromo,,16759,1152,854,223,88,,,,,,,"Cromo & ",,,,,,,,,,https://api.mybihr.com/medias/1081544001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkxMjV8aW1hZ2UvanBlZ3xhRFkwTDJnek9TODRPVGMzTlRRNE9EQTBNVEkyTHpFd09ERTFORFF3TURFdE1WODRNREJYZURnd01FZ3w2YWZkM2YxNjBhNjdhNWYxMzQ1OGYzNmZkZWIwMWIwNTVhNjcwY2JlODZkNDI0YzZmZGJkMmM1ZDQ2OGJiNWIx,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081565001,4010008301,1500.58.69.04-0,DOMINO,"DOINO BAR PAD HRB CARBON, CAR",Morcilla Domino Negro,30.25,25.00,15.00,8033900035966,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>DOMINO HRB Handlebar Pad made in poluyrethane with carbon look finish and Domino Racing logo</p></body> </html>","       DOMINO HRB Handlebar Pad made in poluyrethane with carbon look finish and Domino Racing logo ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Carbono,,3426,140,362,182,52,,,,,,,Carbono & Carbono & Negro,,,,,,,,,,https://api.mybihr.com/medias/1081565001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI0MzB8aW1hZ2UvanBlZ3xhR1ZpTDJoaE5DODRPVFkzTlRjMk5qUTVOelU0THpFd09ERTFOalV3TURFdE1WODRNREJYZURnd01FZ3w5NDA3NmQ1ZTRiN2U1MWM2YzhmYjQ5NTQ4NDcyNmYwYTdlMTM4YTI5MDgxZjY2Mzk2YmJmODdmMmVmZDI4MTQw,https://api.mybihr.com/medias/1081565001-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTYxMDE1fGltYWdlL2pwZWd8YUdKaUwyaGhZaTg0T1RZM05UYzJPRFEyTXpZMkx6RXdPREUxTmpVd01ERXRNbDg0TURCWGVEZ3dNRWd8N2Y3ZTQ4YjRiYzNiYmNiOTFmZmUxOWQ1ZjZmNGM5ODY3YzBhOTFjMTU4NTViZWYzNWE0Njk0MTVkNGZmN2I3Yg,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081561001,4010007901,0550.94.10.04-1,DOMINO,"DOINO HANDLEBAR HSA MEDIUM, BLK","Manillar DOMINO HSA Negro Ø28,6MM",121.00,100.00,60.00,8033900035652,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>DOMINO HSA Medium Ø28,6mm Handlebar made of 7075 Aluminium ergal</p></body> </html>","       DOMINO HSA Medium Ø28,6mm Handlebar made of 7075 Aluminium ergal ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,4855,640,816,119,50,,,,,,,"Negro & ","Aluminio & ",,,,,,,,,https://api.mybihr.com/medias/1081561001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY4NTZ8aW1hZ2UvanBlZ3xhRGRoTDJnNE1TODRPVGMzTlRVeU5EYzBNVFF5THpFd09ERTFOakV3TURFdE1WODRNREJYZURnd01FZ3xkMWQ0YWU1NGQzYjhkMDNlNDg0MWRlNmNkY2VlMmMzNmY4ODM5YmMxNjAwNzhmNzBmZDQ1ZTk4YzUyMGFjZTcw,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081184001,83597,1109.82.40.06,DOMINO,"DOINO GRIP 1109 JAPAN STYLE, BLK",Puños DOMINO Touring 114mm negro 1109.82.40.06,12.71,10.50,6.30,8033900017832,14,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>DOMINO grips combine technical prowess and design, for optimal rider comfort.</p><p> </p><ul> <li>Touring grips </li><li>Length : 114mm </li><li>Optimizes feeling on the handlebar </li><li>Made from TPE </li><li>Delivered by pair </li><li>End open</li></ul> </body> </html>","       DOMINO grips combine technical prowess and design, for optimal rider comfort.  Touring grips Length : 114mm Optimizes feeling on the handlebar Made from TPE Delivered by pair End open  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1523,144,186,126,65,,,,,,,Negro,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081184001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2NTZ8aW1hZ2UvanBlZ3xhRFEzTDJneVpDODRPVGMzTXpnMU1UWXdOek0wTHpFd09ERXhPRFF3TURFdE1WODRNREJYZURnd01FZ3w0OTMzNWMxN2ZlNjhlZTcwYmQ3MDA0ODUyZWFjNTdjYTA2NmU4YjFhMzA3NDRhZWQzNzZmYjQwMjhjMmU0YjBh,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081195001,83611,1150.82.42.06,DOMINO,"DOINO GRIP CROSS/ENDURO, RED",Puños off road Domino cross/enduro rojo 1150.82.42.06,10.89,9.00,5.40,8430525836112,40,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Rojo,,1780,128,187,119,80,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081195001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU2NjJ8aW1hZ2UvanBlZ3xhR0V6TDJnMlpDOHhOVFF5TnpZd056UXlPVEUxTUM4eE1EZ3hNVGsxTURBeExURmZPREF3VjNnNE1EQkl8YTBhODE5NDRhMTFlYjAyYjdkNDNiNTgwMmU4NzFkZjU2NTA3MmZlODAzZWRjMzg1MDVhNzg4NWMyMzViNzZkMA,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081177001,83572,0397.82.40.06,DOMINO,"DOINO GRIP 397, BLK",Puños de trial negro DOMINO 126mm abierto 0397.82.40.06,14.52,12.00,7.20,8033900034570,5,8714109090,0,1,<p><strong></strong>&nbsp;</p>,"
 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1896,131,196,129,75,,,,,,,Negro,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081177001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzNjV8aW1hZ2UvanBlZ3xhRGMzTDJobVppODRPVGMzTXpnek1UazBOalUwTHpFd09ERXhOemN3TURFdE1WODRNREJYZURnd01FZ3w2ZTYzODhiMTk0YmMxNjY2N2MwMDBiYTFjM2E3OTk4MjdmZDhkY2VlMmVhOTc1NjVhYzYwNWY4NjBhNGM2ZTg2,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081193001,83610,1150.82.40.06,DOMINO,"DOINO GRIP 1150 CROSS/ENDURO, BLK",Puños off road DOMINO cross/enduro negro 1150.82.40.06,10.89,9.00,5.40,1150.82.40.06,364,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csCF6BBF71{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>DOMINO grips combine technical prowess and design, for optimal rider comfort.</p><p> </p><ul> <li>Off-Road grips </li><li>Length : 11,8mm </li><li>Little pins to maximize grip </li><li>Optimizes feeling on the handlebar </li><li>Made from TPE </li><li>Delivered by pair </li><li>End closed</li></ul> </body> </html>","       DOMINO grips combine technical prowess and design, for optimal rider comfort.  Off-Road grips Length : 11,8mm Little pins to maximize grip Optimizes feeling on the handlebar Made from TPE Delivered by pair End closed  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1523,122,204,131,57,,,,,,,Negro,,Mono compuesto,,,,,,Gofrado a la mitad,,https://api.mybihr.com/medias/1081193001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ1NTJ8aW1hZ2UvanBlZ3xhRFJtTDJnell5ODRPVGMzTXpnMk1UUXpOemMwTHpFd09ERXhPVE13TURFdE1WODRNREJYZURnd01FZ3xhOTBjY2IyMTE2M2Q2N2VlOWRhM2NjZWZjMGM3ZmVmODYzNTYxZTFiNjhiZDRhMDZlMmFjMTZlYjBhN2I5MjU3,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081197001,83609,1150.82.52.06,DOMINO,"DOINO GRIP ENDURO, GRY",Puños off road Domino cross/enduro gris 1150.82.52.06,10.89,9.00,5.40,8033900019423,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Gris,,1776,165,207,130,66,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081197001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTczMzB8aW1hZ2UvanBlZ3xhR1JqTDJnME9TODRPVGMzTXpnMk5UTTJPVGt3THpFd09ERXhPVGN3TURFdE1WODRNREJYZURnd01FZ3xhNDQzMjJiMjZkODE4NmJjZWEyN2UwMzI0NDFjNWNlZmIxODA5OTQ3NjIwYjViNmMxYzRlMzA0NjVmZmYzZjVi,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081204001,83577,2166.82.40.04,DOMINO,"DOINO GRIP 122MM, BLK",Puños Domino 122mm negro 2166.82.40.04,8.47,7.00,4.20,8033900024304,18,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,653,128,81,152,53,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081204001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDAxNDN8aW1hZ2UvanBlZ3xhR1ppTDJoallpOHhOVFF5TnpZd09UQTJOelUxTUM4eE1EZ3hNakEwTURBeExURmZPREF3VjNnNE1EQkl8ZjE1N2ZhMWY0YjU4NWE0NDljNThjZDU0OGFkZDE5NjkzMzgyMGM3OWE3MzQ3NzhhN2RiODlmZDM0YjI5MjQ1Yg,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081207001,83599,3040.82.40.04,DOMINO,"DOINO GRIP 3040 PIAGGIO STYLE, BLK",Puños DOMINO Vespa Ø22mm 3040.82.40.04,7.87,6.50,3.90,8033900027152,9,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>DOMINO grips combine technical prowess and design, for optimal rider comfort.</p><p> </p><ul> <li>Scooter grips </li><li>Length : 118mm </li><li>Optimizes feeling on the handlebar </li><li>Made from PVC</li><li>Delivered by pair </li><li>End closed</li></ul> </body> </html>","       DOMINO grips combine technical prowess and design, for optimal rider comfort.  Scooter grips Length : 118mm Optimizes feeling on the handlebar Made from PVCDelivered by pair End closed  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,705,144,174,81,50,,,,,,,Negro,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081207001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MTZ8aW1hZ2UvanBlZ3xhREJqTDJnMk9TODRPVFkzT0RBMk5ERTRPVGMwTHpFd09ERXlNRGN3TURFdE1WODRNREJYZURnd01FZ3wzNzVlMDM0NWIwYTcyMzdjMDczNWNlNzg4NWQzNzQzNjYwYjk5NmE0MGMzMTUxZGRmMDhhOWQ1OWUxMDg2NTZl,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081215001,83596,3720.82.40.06-0,DOMINO,"DOINO GRIP SCOOTER 120MM CLSD, BLK",Puños Domino scooter 120mm negro cerrado 3720.82.40.06-0,13.92,11.50,6.90,8033900007444,39,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1579,160,126,187,67,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081215001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzEyNDl8aW1hZ2UvanBlZ3xhR1F4TDJnMVppOHhOVFF5TnpZeE1EWTBNRFF4TkM4eE1EZ3hNakUxTURBeExURmZPREF3VjNnNE1EQkl8N2VkZWIwM2Y4NTVhNmVjMzFjZmViYWMwMTM1YTgwMGZlNTFlMGNmNWQ4MzAyMGFhNmRmNGU3ODkwZTM0MWNmOQ,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081218001,83578,5239.82.40.04,DOMINO,"DOINO GRIP 128MM OPEN, BLK",Puños Domino 128mm negro abierto 5239.82.40.04,8.47,7.00,4.20,8033900029583,9,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,808,120,94,141,61,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1081218001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQwNjF8aW1hZ2UvanBlZ3xhRE01TDJoa01DOHhOVFF5TnpZeE1UZ3lNREEyTWk4eE1EZ3hNakU0TURBeExURmZPREF3VjNnNE1EQkl8MzQ2NDAxOTc3ZmQxYWIyNThkYTQ2N2Y3MDAxZjBlNTI3Y2JiZTUzZGFjZmZhZjBlMDg2N2RiZjllZGU3NjdmNQ,,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081221001,402000030101,6131.82.40.06,DOMINO,"DOINO GRIP 6131 FULL DIAMOND, BLK",Puños DOMINO 6131 Negro,10.89,9.00,5.40,8033900009653,128,8714991090,0,1,"<p>Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.</p><p>Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.</p><p>Este di</p>","
Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.
Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.
Este di",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,,1601,118,191,127,66,,,,,,,Negro,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081221001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAwNDF8aW1hZ2UvanBlZ3xhRGMxTDJoa1pTODRPVGMzTXpnNE5qazVOamM0THpFd09ERXlNakV3TURFdE1WODRNREJYZURnd01FZ3xmNjMzMzgwNTY5MmNlMjYxZDU1MTI1NTZjZGYyMzkzNDNlM2RkMTQzZDUwNjQxOGM0YjdhYTEwOWViYTBkNWY4,https://api.mybihr.com/medias/1081221001-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODAwMTl8aW1hZ2UvanBlZ3xhR0UwTDJoa055ODRPVGMzTXpnNE9EazJNamcyTHpFd09ERXlNakV3TURFdE1sODRNREJYZURnd01FZ3wyNmYyMmM4ZWEwYzEyMThhZGE0M2NmYmQ1OTBiMzlkNzI5M2FkNGNlYzMyMDg3ZDQ3Y2U1MDIyYzBjM2NiMTkz,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081221002,402000032323,6131.82.50.06,DOMINO,"DOINO GRIP 6131 FULL DIAMOND, YEL",Puños DOMINO 6131 - amarillo fluor,10.89,9.00,5.40,8033900031913,9,8714991090,0,1,"<p>Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.</p><p>Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.</p><p>Este di</p>","
Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.
Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.
Este di",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Amarillo,,1561,116,209,131,57,,,,,,,Amarillo neón,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081221002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE0MTZ8aW1hZ2UvanBlZ3xhR0ZrTDJnM05pODRPVFkzT0RBMk9ERXlNVGt3THpFd09ERXlNakV3TURJdE1WODRNREJYZURnd01FZ3xiY2E1ZWJhYjE3OGY1NWY1MTc4MTliNjNlZDU0ZmFmOTVmZTExNDdmZWZmMDVkZGE5M2RmYWJhYjk3NzNhN2Nj,https://api.mybihr.com/medias/1081221002-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODAwMTl8aW1hZ2UvanBlZ3xhREUxTDJoak5TODRPVFkzT0RBM01EQTROems0THpFd09ERXlNakV3TURJdE1sODRNREJYZURnd01FZ3wwNmVmMjE3ZDNiYmU0NmUyOTAyYWZjMjBiNzJlOTFkNDY5MDYzMmU4Y2I5NzYzMzQ1ZWFiZWIzNWMxZDg4ZDA5,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
1081221003,402000031010,6131.82.52.06,DOMINO,"DOINO GRIP 6131 FULL DIAMOND, GRY",Puños DOMINO 6131 GRIS,10.89,9.00,5.40,6131.82.52.06,28,8714991090,0,1,"<p>Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.</p><p>Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.</p><p>Este di</p>","
Domino presenta el nuevo puño 6131, desarrollado expresamente para motos offroad, en colores negro, gris y amarillo flúor.
Acabado especial ultrasuave para un agarre perfecto. Sin zona en relieve en la parte posterior.
Este di",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Gris,,1470,130,204,131,55,,,,,,,Gris,,Mono compuesto,,,,,,Sin gofrado,,https://api.mybihr.com/medias/1081221003-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njc5ODZ8aW1hZ2UvanBlZ3xhREk0TDJnNE9TODRPVGMzTXpnNU1Ea3lPRGswTHpFd09ERXlNakV3TURNdE1WODRNREJYZURnd01FZ3xjODMzYTM5NDgzMjY4ZTJjMmNiNjM5ZWY0YzJmMWVlYWFkNmIzYTAyNGYyZTZkNDQwYTA1ZDE2MWEyN2U4Yzhk,https://api.mybihr.com/medias/1081221003-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODAwMTl8aW1hZ2UvanBlZ3xhRFppTDJnNE1pODRPVGMzTXpnNU1qZzVOVEF5THpFd09ERXlNakV3TURNdE1sODRNREJYZURnd01FZ3wxZWU5OWRlMzc0N2NjNzhkMjI2NzhkYzRiYWIyYjMxNjI2ZGY3ODg1NzZlOWEzMTRjZTkxMDk1NmEwZTkzZGI5,,https://static.bihr.pro/eBihr/Pictures/DOMINO-pictures.zip,,,Spain Warehouse (Parts)
