PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Diámetro int/ext (mm/mm),Especificaciones,Número de fases,Referencias OEM,Voltaje,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1078018,011602,ESG163,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Polaris,216.81,179.18,98.55,ESG163,5,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1796,910,204,142,62,,,,,,https://api.mybihr.com/medias/1078018-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA0ODF8aW1hZ2UvanBlZ3xhRGcwTDJnd015ODRPVGMzTURFNE56UTRPVFU0THpFd056Z3dNVGd0TVY4NE1EQlhlRGd3TUVnfDNmMzkzOTBlNDdhZTlmZDI1Zjg4MjVhZTBjYjg0ZmMyNmYwZTI0YTM2Mzg0YTAyYTVhODg2NzM2NDgyMWFhNmY,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1077949,011585,ESR685,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT - Honda CBR1100XX,166.38,137.50,75.63,ESR685,1,9032890040,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport regulators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport regulators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1730,661,203,142,60,,,,,,https://api.mybihr.com/medias/1077949-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcyMTN8aW1hZ2UvanBlZ3xhR1prTDJneFpDODRPVGMzTURBMU16YzVOakUwTHpFd056YzVORGt0TVY4NE1EQlhlRGd3TUVnfGQ0NjQxYzNkNmFjYTBmYjZmMzU4NWZmZGIyMGFlMWQ5YjVlMWU1YTAxNTVhODFkNWYxYjBmNjRkOTk0NTBjZjY,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1077963,17322,ESC1060,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Honda CR250R,161.33,133.33,73.33,799804154094,2,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,915,334,127,131,55,,,,,,https://api.mybihr.com/medias/1077963-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEzMDF8aW1hZ2UvanBlZ3xhR0V4TDJoak9TODRPVGMzTURBM09UTTFOVEU0THpFd056YzVOak10TVY4NE1EQlhlRGd3TUVnfDJkOWUyZGM2OGQwYTIwOGYxNDE1ZTFiNTQxYjdmYjcyMTg1ODhiMmQ3MTM0NDdkZjlmMTU5ZjczNDE0OTlmYTg,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078036,17370,ESG443,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - XR650R 00-07,223.49,184.70,101.59,ESG443,2,8511900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1763,1070,141,205,61,,,,,,https://api.mybihr.com/medias/800Wx800H-1078036-1.jpg?context=bWFzdGVyfHJvb3R8MTI0Mzc2fGltYWdlL2pwZWd8YUdGbUwyZzVOUzh6TXpFek16QXdPVEV3T1RBeU1pODRNREJYZURnd01FaGZNVEEzT0RBek5pMHhMbXB3Wnd8NmNhMTUzOTM5ODJkZThhZmE5ZGM3OTFhMTY4NTdjZmMxNzk0NTkwZTdiZmEwYTY2YmIwNzg3YjA3YzhiN2M2MQ,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078120,17418,ESL235,ELECTROSPORT,ELECT STATOR,Estátor con bobina de encendido ELECTROSPORT - KTM,216.81,179.18,98.55,ESL235,13,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,930,546,134,131,53,,,,,,https://api.mybihr.com/medias/1078120-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYzNzN8aW1hZ2UvanBlZ3xhR0ZqTDJnMlpTODRPVGMzTURNNE5EQTVOelU0THpFd056Z3hNakF0TVY4NE1EQlhlRGd3TUVnfGY4NjRmNjUyMmMyMmVjMGJjNDQ2ZmVlNGRjNTdhMTQwMWVmYjc0ZWE1NDJhNDcwNTNiNDkwNDhjNjliMzI0MzU,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078007,17360,ESG110,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Kawasaki EN500 Vulcan,192.58,159.16,87.54,4054783034321,0,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1225,867,187,131,50,,,,,,https://api.mybihr.com/medias/1078007-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcxMDh8aW1hZ2UvanBlZ3xhRGd4TDJoa1pDODRPVGMzTURFMk5UZzJNamN3THpFd056Z3dNRGN0TVY4NE1EQlhlRGd3TUVnfGY1NTg4MWQ1NTViY2NlZjlmY2Y1NWZjNjliMmZkODM4Mjg0MzlhZGY3MTE4MmZjMWMzYWEwNGI2NjQ5OThiY2E,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1077934,013516,ESR555,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT - Suzuki VL800 Volusia,166.38,137.50,75.63,799804157934,2,9032890040,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport regulators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport regulators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1139,411,185,131,47,,,,,,https://api.mybihr.com/medias/1077934-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAxNjV8aW1hZ2UvanBlZ3xhRGhsTDJoaE55ODRPVGMzTURBeU5ETXdORGswTHpFd056YzVNelF0TVY4NE1EQlhlRGd3TUVnfDUzZDNkZDk5MWQ2Y2FjMDgxZDFlYmQ4YWI3NmRkYjQyNGQ5MDZkOWY3YjdhY2Q3YmJiN2EzZjYxNzdmMWU5N2U,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1077959,017506,ESR866,ELECTROSPORT,ELECT REGULATOR,Regulador ELECTROSPORT - Can Am DS650X/Baja,107.90,89.17,49.04,ESR866,1,9032890040,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport regulators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport regulators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1691,584,206,144,57,,,,,,https://api.mybihr.com/medias/1077959-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY1NjF8aW1hZ2UvanBlZ3xhRGN6TDJoaFpTODRPVGMzTURBM01UUTVNRGcyTHpFd056YzVOVGt0TVY4NE1EQlhlRGd3TUVnfGJkNDY4YjIyMDg2Y2Y0NGE1OGJiYTAwY2Q4Zjc2NzZkNmY1ZjBjNzgwMTFlYzZjMzk4NmNjYzI4YmM3YTg5YjQ,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078062,17386,ESG702,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Ducati,228.92,189.19,104.05,799804155794,2,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1737,1407,201,144,60,,,,,,https://api.mybihr.com/medias/1078062-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgxMjd8aW1hZ2UvanBlZ3xhR1ZpTDJnMU1DODRPVGMzTURJM01qQXpNVEF5THpFd056Z3dOakl0TVY4NE1EQlhlRGd3TUVnfDdmMDBlMWJkZGVlZGMzYzg0ZWE4NjE1MjA5YWQ2YjgzNTdhMWY5MjhjZmM3NjhkYzZkZDcwMjRkMzU4M2NiYmU,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078063,17387,ESG703,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Suzuki TL1000R,236.95,195.83,107.71,ESG703,2,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1701,1466,204,139,60,,,,,,https://api.mybihr.com/medias/1078063-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgxMjd8aW1hZ2UvanBlZ3xhRFU0TDJnMU5TODRPVGMzTURJM016azVOekV3THpFd056Z3dOak10TVY4NE1EQlhlRGd3TUVnfDkwMjA3M2E0ZmUzMjY1YzM1NjEwZWM2YTkyMDE1MTQzMzJhOGM2ZjFjZmJjYWI5OTk1Yjc5YzI4OGMzODkzMGY,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078093,17406,ESG842,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Suzuki,227.88,188.33,103.58,799804156289,5,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,913,1071,131,134,52,,,,,,https://api.mybihr.com/medias/1078093-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY5MDd8aW1hZ2UvanBlZ3xhR1ZtTDJnNE9TODRPVGMzTURNek1UQXhNelF5THpFd056Z3dPVE10TVY4NE1EQlhlRGd3TUVnfDExZWQ0MDNkNDQyZWU5YzVmMDE2MmFkNjNiZjgyNjI5NDExNzk5MTUzZWNjM2NkNDQyN2RiNGJjYjMyOWQyNWU,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078094,013106,ESG845,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - BMW S1000R,357.95,295.83,162.71,799804162228,4,9032890040,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>ElectroSport stators are designed to be direct replacements to original equipment</p><p> </p><ul> <li>Manufactured to handle higher power loads</li><li>Developed in the USA</li></ul> <p> </p><p>One of the best value for money</p></body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment  Manufactured to handle higher power loadsDeveloped in the USA  One of the best value for money ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1651,807,204,142,57,,,,,,https://api.mybihr.com/medias/800Wx800H-1078094-1.jpg?context=bWFzdGVyfHJvb3R8NDg1NDR8aW1hZ2UvanBlZ3xhREJqTDJoak55ODRNVEF6TVRZeU9USTBNak01T0M4NE1EQlhlRGd3TUVoZk1UQTNPREE1TkMweExtcHdad3wxYmE2Njc4YmFhOGFhMGE0M2U1NGFlZTQ2OGM2MjVkZWI3NjJiZGE0ZmIyMDY5ZjdmMWNmNjcwYWI4ODNhNmQz,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078096,010030,ESG870,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Yamaha YFZ350 Banshee,241.00,199.17,109.54,010030,0,8504408290,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1715,887,199,139,62,,,,,,https://api.mybihr.com/medias/1078096-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE0MjN8aW1hZ2UvanBlZ3xhR1V4TDJnM055ODRPVGMzTURNek5qa3hNVFkyTHpFd056Z3dPVFl0TVY4NE1EQlhlRGd3TUVnfGM4MzdjOThlZDYzNmMwZjNmMjBmNTg5OTJkYjZiYzRkYzM0MGZiMWU2OGZkODdkMWI1NTdjZGNmODM4NzE5NmE,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078097,010052,ESG871,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Yamaha YFZ350 Banshee,241.00,199.17,109.54,ESG871,5,8504408290,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1738,891,204,142,60,,,,,,https://api.mybihr.com/medias/1078097-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE0MjN8aW1hZ2UvanBlZ3xhREkwTDJnM01TODRPVGMzTURNek9EZzNOemMwTHpFd056Z3dPVGN0TVY4NE1EQlhlRGd3TUVnfDg1MTIyNjkyNzg5YzFmNWM1NTViNjVjNDVlZDRhOTA4NTc4ZmEyNjBhYmVhYzJmNzgzOTgxOThkYWYwOWE1MWU,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078103,013104,ESG929,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Honda CBR600RR,216.81,179.18,98.55,ESG929,0,9032890040,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>ElectroSport stators are designed to be direct replacements to original equipment</p><p> </p><ul> <li>Manufactured to handle higher power loads</li><li>Developed in the USA</li></ul> <p> </p><p>One of the best value for money</p></body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment  Manufactured to handle higher power loadsDeveloped in the USA  One of the best value for money ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1643,851,203,142,57,,,,,,https://api.mybihr.com/medias/1078103-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQwOTQ1fGltYWdlL2pwZWd8YUdWbEwyZzBOaTg0T1RjM01ETTFNRFkzTkRJeUx6RXdOemd4TURNdE1WODRNREJYZURnd01FZ3w2NGY0YmZiMzNjOTM4MTMyNjg2YWZhYjUyMzI2YmFlZmY2YzhmNGMxZDEwMGJmNDYyNTNjZGU2NjJjOWNmYzc2,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078105,011610,ESG941,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Yamaha YFM 660F Grizzly,231.92,191.67,105.42,ESG941,3,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1721,990,202,142,60,,,,,,https://api.mybihr.com/medias/1078105-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUxNDF8aW1hZ2UvanBlZ3xhRGhtTDJnMU5DODRPVGMzTURNMU5EWXdOak00THpFd056Z3hNRFV0TVY4NE1EQlhlRGd3TUVnfDg5ZmFhOWRlNmZjMmQ2YTQ1ODkzNGI4NmRmOWZhMWE1MWMyMzU4NDNiNjUzOTUwNjFmMjE3YjFlMGIzNmMzYmI,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
1078066,011601,ESG715,ELECTROSPORT,ELECT STATOR,Estátor ELECTROSPORT - Kawasaki KVF360 Prairie,228.48,188.83,103.86,ESG715,2,8511900090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ElectroSport stators are designed to be direct replacements to original equipment </p><p> </p><ul> <li>Manufactured to handle higher power loads </li><li>Developed in the USA</li><li>One of the best value for money</li></ul> </body> </html>","       ElectroSport stators are designed to be direct replacements to original equipment   Manufactured to handle higher power loads Developed in the USAOne of the best value for money  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1619,1004,200,142,57,,,,,,https://api.mybihr.com/medias/1078066-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzczOTB8aW1hZ2UvanBlZ3xhR0kyTDJnMk9TODRPVGMzTURJM09UZzVOVE0wTHpFd056Z3dOall0TVY4NE1EQlhlRGd3TUVnfGZiYjk4YTY5ZDc2NDA5MjA2YjRkMDI3Y2EzZjE2ZDJhZjc5MTQ5MzZjMTkxNDUyMGJlZWRjOGNjMjdlMjQ2MTE,,https://static.bihr.pro/eBihr/Pictures/ELECTROSPORT-pictures.zip,,Spain Warehouse (Parts)
