PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (cm),Color,Longitud (cm),Picture1,AllPicturesZIP,DeliveryPlant
1063494,,700119,ACOUSTA-FIL,ACFIL POWER PACK 400MM Ø55/100MM,Fibra de escape acero inoxidable ACOUSTA-FIL 400mm Ø55 / 100mm,36.91,30.50,19.83,700119,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4977,658,423,111,106,,,,https://api.mybihr.com/medias/1063494-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDR8aW1hZ2UvanBlZ3xhRGcxTDJoalpTODRPVE01T0RjeU56UTNOVFV3THpFd05qTTBPVFF0TVY4NE1EQlhlRGd3TUVnfGEyY2FmYTQxODg5ZmNkNWNhMGZkMzZlOWFjNzc3OTFmMDFiYmE2MjVlZmFkZThlOTU3NTdjNGM5YTE4ZDM0OGQ,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063496,,700116,ACOUSTA-FIL,ACFIL STEELCLOTH 400MM Ø55/60MM,Fibra de escape de acero inox ACOUSTA-FIL 400mm Ø55 / 60mm,19.72,16.30,10.60,700116,1,7019310090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Resists up to 850°</li><li>Inner Ø 55 mm</li><li>Outer Ø 60 mm</li></ul> </body> </html>","        Resists up to 850°Inner Ø 55 mmOuter Ø 60 mm  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,2332,303,438,75,71,,,,https://api.mybihr.com/medias/1063496-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI2NzR8aW1hZ2UvanBlZ3xhRFF4TDJnMk5pODRPRFF6T1RJNU16VTBNamN3THpFd05qTTBPVFl0TVY4NE1EQlhlRGd3TUVnfDg0NGU0MTZlNDQ3YjFlMDYxOTFmZDZhM2MzODUxMmM3MDg0MDc0YWY0MzQwOTRmODNmYTA1NmFhNWY4NThkMDI,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063497,,700200,ACOUSTA-FIL,ACFIL HEAT GUARD 200X300MM,Protector térmico adhesivo ACOUSTA-FIL 200x300mm,6.90,5.70,3.71,700200,22,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Aluminium heat barrier with adhesive backing.</p><ul start=""1""> <li>Resists up to 500°</li></ul> </body> </html>","       Aluminium heat barrier with adhesive backing. Resists up to 500°  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,1554,80,321,220,22,,,,https://api.mybihr.com/medias/1063497-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI5NzF8aW1hZ2UvanBlZ3xhRE15TDJnelpTODRPVEV4TWpJM05URTVNREEyTHpFd05qTTBPVGN0TVY4NE1EQlhlRGd3TUVnfGFjZTQ4YzkwNTdjYzQ2ZGU2NWE0OWUyNWIwN2ZhZTBiYTI2MTNlOWViMzgwZmEwNGRhYzYxMTNmMzBhMzI1NzA,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1060197,76036122,76036122,ACOUSTA-FIL,"ACFIL HEAT WRAP 50MM X 7,5M","Cinta térmica para tubos de escape 50mm x 7,5m 650ºC negro",52.01,42.98,27.94,76036122,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Exhaut heat wrap for head pipes, protects from burn injury through accidental contact with hot pipework.</p><ul start=""1""> <li>Withstands 650°C direct heat </li><li>Vintage style </li><li>Easy install </li></ul> </body> </html>","       Exhaut heat wrap for head pipes, protects from burn injury through accidental contact with hot pipework. Withstands 650°C direct heat Vintage style Easy install   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,1955,736,166,157,75,,Negro,,https://api.mybihr.com/medias/1060197-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2ODZ8aW1hZ2UvanBlZ3xhRGxsTDJnNU9TODRPRGMwTnpJeU5ESTJPVEV3THpFd05qQXhPVGN0TVY4NE1EQlhlRGd3TUVnfGY1YmMzMTNjMGM4NDlhOTRmMmY3NjIxOGQ5YTRkZTdkY2JmZDgyNDgzNjljNzg0N2JmMmEyYzgyN2U1YTViNDA,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063484,,76036448,ACOUSTA-FIL,ACFIL HEAT GUARD SHEET 250X250MM,Escudo térmico de aramida ACOUSTA-FIL 250x250mm,10.48,8.66,5.63,76036448,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,625,123,250,250,10,,,,,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063472,,700126,ACOUSTA-FIL,ACFIL POWER PACK 420MM Ø50/115MM,Fibra de escape 4 tiempos ACOUSTA-FIL 420mm Ø50 / 115mm,38.38,31.72,20.62,700126,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,5513,580,500,105,105,,,,https://api.mybihr.com/medias/1063472-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhR1ZsTDJnMk5DODRPVE01T0RjeE56WTBOVEV3THpFd05qTTBOekl0TVY4NE1EQlhlRGd3TUVnfGQwMDFhOGZmYjYwOWIwN2I1OGU1NzlmZDMxNGI1MTQwYTg3ZjMwNjc0ZDRkMzdhZmYzMGM4NzhjODgxMTFjMmM,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063486,,76036444,ACOUSTA-FIL,ACFIL STEEL WOOL 100MM X 1M,Fibra de escape acero inoxidable 446 ACOUSTA-FIL 100x1000mm,10.48,8.66,5.63,76036444,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Resists up to 850°C</p></body> </html>","       Resists up to 850°C ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4129,41,310,148,90,,,,https://api.mybihr.com/medias/1063486-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI2NzR8aW1hZ2UvanBlZ3xhR0ptTDJnMllpODRPVE01T0RjeE9UWXhNVEU0THpFd05qTTBPRFl0TVY4NE1EQlhlRGd3TUVnfDUyNTNlZDJmMTliODUxOTg4ZGEwZjBhNDRiZTljOTVhMDY4OWM0OWIyZThhMjU3NjhkNWM4ZTMzZWQyMzJmY2M,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063462,,700105,ACOUSTA-FIL,ACFIL STEEL MESH 500X220MM,Malla inoxidable ACOUSTA-FIL 500X220mm,10.48,8.66,5.63,700105,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Fine mesh stainless steel wire to prevent wool from being absorbed through the holes in the baffle.</p><ul start=""1""> <li>Resists up to 800°</li></ul> </body> </html>","       Fine mesh stainless steel wire to prevent wool from being absorbed through the holes in the baffle. Resists up to 800°  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,704,60,320,220,10,,,,https://api.mybihr.com/medias/1063462-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI3NDN8aW1hZ2UvanBlZ3xhRGhrTDJoak5DODRPVEF5TnpFNU16QTNPREEyTHpFd05qTTBOakl0TVY4NE1EQlhlRGd3TUVnfDJhMzg5N2QxNWM3NDUzM2JhMGJjMjYyZWE0NWRjN2QyMTk3MDI4ZWIyNDYyNTEzNzM4NDcwYzQwNWUzMWRjODE,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063482,,76036447,ACOUSTA-FIL,ACFIL HEAT GUARD SHEET 250X250MM,Lamina termica ACOUSTA-FIL 250x250mm 600gr,6.66,5.50,3.58,76036447,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Heat barrier for gas tank and jerrican. Can be cut. Available in different thicknesses.</p></body> </html>","       Heat barrier for gas tank and jerrican. Can be cut. Available in different thicknesses. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,130,50,255,255,2,,,,https://api.mybihr.com/medias/1063482-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1NzU3fGltYWdlL2pwZWd8YURJeUwyZ3laQzg0T1RBeU56SXdNRGswTWpNNEx6RXdOak0wT0RJdE1WODRNREJYZURnd01FZ3wxNjhmOTNjZmU1NThkYmZjYWIyYzllM2Q5OGQwOGJjN2VlOGEyZjAyYmEwN2U1ZDFhMTQzZTNjM2M1YzZlYjQy,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063465,,700108,ACOUSTA-FIL,ACFIL STEEL WOOL 500MM Ø55/100MM 500G,Fibra de escape acero inoxidable ACOUSTA-FIL 500mm Ø55 / 100mm 500g,27.37,22.62,14.70,700108,1,7019310090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Repack cartridges</li><li>Resists up to 850°C</li><li>Ideal for reconditioning your cartridge </li><li>Ready to use</li><li>Composition : sound absorbing + stainless steel braided</li><li>Inner Ø 55 mm</li><li>Outer Ø 100 mm</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Repack cartridgesResists up to 850°CIdeal for reconditioning your cartridge Ready to useComposition : sound absorbing + stainless steel braidedInner Ø 55 mmOuter Ø 100 mm   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4131,640,510,90,90,,,,https://api.mybihr.com/medias/1063465-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc2MzB8aW1hZ2UvanBlZ3xhRE5qTDJoaU1pODRPVFEyTWprek5UTTRPRFEyTHpFd05qTTBOalV0TVY4NE1EQlhlRGd3TUVnfDk4YzdmMjRlZDEyNjlhMDM1MDlmNmRlOWNmOTUyNWFlM2RkN2ZmZTk4YmVlNTc5ZTA1MmQzMzVlYTZlMmY1Nzc,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063466,,700109,ACOUSTA-FIL,ACFIL STEEL WOOL 500MM Ø55/110MM 550G,Fibra de escape acero inoxidable ACOUSTA-FIL 500mm Ø55 / 110mm 550g,32.94,27.22,17.69,700109,1,7019310090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Repack cartridges</li><li>Resists up to 850°C</li><li>Ideal for reconditioning your cartridge </li><li>Ready to use</li><li>Composition : sound absorbing + stainless steel braided</li><li>Inner Ø 55 mm</li><li>Outer Ø 110 mm</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Repack cartridgesResists up to 850°CIdeal for reconditioning your cartridge Ready to useComposition : sound absorbing + stainless steel braidedInner Ø 55 mmOuter Ø 110 mm   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,7439,711,521,121,118,,,,https://api.mybihr.com/medias/1063466-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc3NDF8aW1hZ2UvanBlZ3xhRFZsTDJoallpODRPVEF5TnpFNU5UQTBOREUwTHpFd05qTTBOall0TVY4NE1EQlhlRGd3TUVnfDJmMjY2NTY5ZGQ4NmQyMDE2MGI4M2Q4YWY5MTFmMTcwYzNmODRkNjJlYTYxNjA0MjEwZTc4ZDQyNjkxNDcyODQ,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063471,,700125,ACOUSTA-FIL,ACFIL POWER PACK 400MM Ø50/115MM,Fibra de escape 4 tiempos ACOUSTA-FIL 400mm Ø50 / 115mm,38.38,31.72,20.62,700125,1,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC63B7095{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:circle;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use.</p><ul start=""1""> <li>Composition<ul> <li>Sound absorbing</li><li>Stainless steel braided</li></ul> </li><li>Ease of use</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Repack cartridges. Ideal for reconditioning your silent, cartridge ready to use. Composition Sound absorbingStainless steel braided Ease of useResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,5925,520,513,105,110,,,,https://api.mybihr.com/medias/1063471-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4NDV8aW1hZ2UvanBlZ3xhREkwTDJnek5DODRPRGMwT1RJNU16STBNRFl5THpFd05qTTBOekV0TVY4NE1EQlhlRGd3TUVnfDc0OWUxYjM4NDQ4ODY1MTA3MDQxNjE5MmUyYjE0YTVkZDliNzJhMzgyNTEzZDVhNTc2YWZjZTIwYmNjOTJkZmM,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063463,,700106,ACOUSTA-FIL,ACFIL STEEL WOOL 300MM Ø55/100MM 250G,Fibra de escape acero inoxidable ACOUSTA-FIL 300mm Ø55 / 100mm 250g,21.93,18.12,11.78,700106,2,7019310090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Repack cartridges</li><li>Resists up to 850°C</li><li>Ideal for reconditioning your cartridge </li><li>Ready to use</li><li>Composition : sound absorbing + stainless steel braided</li><li>Inner Ø 55 mm</li><li>Outer Ø 100 mm</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Repack cartridgesResists up to 850°CIdeal for reconditioning your cartridge Ready to useComposition : sound absorbing + stainless steel braidedInner Ø 55 mmOuter Ø 100 mm   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4061,480,450,95,95,,,,https://api.mybihr.com/medias/1063463-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc2MzZ8aW1hZ2UvanBlZ3xhRFJqTDJnNVl5ODRPVEkzT1RnNU1UY3dNakEyTHpFd05qTTBOak10TVY4NE1EQlhlRGd3TUVnfDhjYTY0MzkwYjFmN2U0YzA3YWUxMTc2YzY3MzMyYjBiNTE2NmEzMzBjNGIyMjhhMjY3MjE3YThiMTEwZjc3Y2E,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063464,,700107,ACOUSTA-FIL,ACFIL STEEL WOOL 400MM Ø55/100MM 350G,Fibra de escape acero inoxidable ACOUSTA-FIL 400mm Ø55 / 100mm 350g,24.13,19.94,12.96,700107,1,7019310090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Repack cartridges</li><li>Resists up to 850°C</li><li>Ideal for reconditioning your cartridge </li><li>Ready to use</li><li>Composition : sound absorbing + stainless steel braided</li><li>Inner Ø 55 mm</li><li>Outer Ø 100 mm</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Repack cartridgesResists up to 850°CIdeal for reconditioning your cartridge Ready to useComposition : sound absorbing + stainless steel braidedInner Ø 55 mmOuter Ø 100 mm   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,4513,520,500,95,95,,,,https://api.mybihr.com/medias/1063464-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc2NDB8aW1hZ2UvanBlZ3xhR1k1TDJoaU9DODRPVFEyTWprek16UXlNak00THpFd05qTTBOalF0TVY4NE1EQlhlRGd3TUVnfGNkN2ZjZDA1MmE0NmZhYjhhYzc0NjhiNDJjZmJlZjRmYzUzMmZkNTAzZmQ0ZDhlNzU5MmU5NTI1OWY4ODg3NTE,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063479,,700110,ACOUSTA-FIL,ACFIL MUFFLER FILAMENT 250GR,Fibra de escape 2/ 4 tiempos ACOUSTA-FIL 250gr,14.88,12.30,8.00,700110,5,7019191090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic.</p><ul start=""1""> <li>Competition muffler packing</li><li>For 2 strokes and 4 strokes engines</li><li>Resists up to 850°</li></ul> <p> </p></body> </html>","       Acousta-fil is a product stemming from the last evolutions of insulations phoniques and thermic. Competition muffler packingFor 2 strokes and 4 strokes enginesResists up to 850°   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,9200,255,246,251,149,,,,https://api.mybihr.com/medias/1063479-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU4NDZ8aW1hZ2UvanBlZ3xhR0ZqTDJneFpTODRPRFF6T1RJek1EWXlPREUwTHpFd05qTTBOemt0TVY4NE1EQlhlRGd3TUVnfDBmNjA4YzNkMTlkMzgyMjExOTlhZGFhNThjZjRhNDk1YzkxMDYxNzZlMDQ4NDMwMmMyN2YyYzBiODg5NWVlOTE,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063481,,76036446,ACOUSTA-FIL,ACFIL HEAT GUARD SHEET 250X250MM,Lamina termica ACOUSTA-FIL 250x250mm 200gr,6.07,5.02,3.26,76036446,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Heat barrier for gas tank and jerrican. Can be cut. Available in different thicknesses.</p></body> </html>","       Heat barrier for gas tank and jerrican. Can be cut. Available in different thicknesses. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,125,20,252,248,2,,,,https://api.mybihr.com/medias/1063481-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1NzU3fGltYWdlL2pwZWd8YURZM0wyZ3pOeTg0T1RVME1qVXdPVEU1T1RZMkx6RXdOak0wT0RFdE1WODRNREJYZURnd01FZ3w1MDZjYjhhYTgwMmI4ZmJlNjIyNWFkODZlZjg5MzViOGE1NjgxODQ5YWNlYzViNTBiYjg1NDI0YjBmZjVjZTAz,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
1063485,,76036443,ACOUSTA-FIL,ACFIL STEEL WOOL 100MM X 1M,Fibra de escape acero inoxidable 434 ACOUSTA-FIL 100x1000mm,10.48,8.66,5.63,76036443,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Resists up to 850°C</p></body> </html>","       Resists up to 850°C ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,7491,69,358,225,93,,,,https://api.mybihr.com/medias/1063485-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI2NzR8aW1hZ2UvanBlZ3xhR1V6TDJnNE5TODRPVFUwTWpVeE1URTJOVGMwTHpFd05qTTBPRFV0TVY4NE1EQlhlRGd3TUVnfDkyYzdmYzgyOTI1MmFkMTdiMGRkMDQ5Njg3ODAxN2EyYzQ3YTZkOTE4NDg2MDg1ZWU1YTFiMzJhOTE3Y2M1MWY,https://static.bihr.pro/eBihr/Pictures/ACOUSTA-FIL-pictures.zip,Spain Warehouse (Parts)
