PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Especificaciones,Espesor (mm),Posición,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,Document2,DeliveryPlant
1053126,4411469,AX1469,AXP,AXP PROTECTION GP SKID PLATE ORA,Cubrecárter AXP naranja KTM SX-F450 AX1469,119.00,98.35,47.25,4411469,1,8708109090,0,1,"<ul>
 <li>
  Protect engine block and frame on motocross
 </li>
 <li>
  Polyethylen high density, 6 mm thickness, cut and heat formed
 </li>
 <li>
  More enveloping than MX skid plate
 </li>
 <li>
  Lighter than Enduro engine guard
 </li>
 <li>
  40% lighter than aluminium 4 mm thickness
 </li>
 <li>
  No shock memory
 </li>
 <li>
  No vibration
 </li>
 <li>
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 </li>
</ul>","
 
  Protect engine block and frame on motocross
 
 
  Polyethylen high density, 6 mm thickness, cut and heat formed
 
 
  More enveloping than MX skid plate
 
 
  Lighter than Enduro engine guard
 
 
  40% lighter than aluminium 4 mm thickness
 
 
  No shock memory
 
 
  No vibration
 
 
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,14400,849,400,250,144,Naranja,,,,,,https://api.mybihr.com/medias/1053126-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY5ODF8aW1hZ2UvanBlZ3xhR0ZsTDJneVppODRPVFk0TkRRNE9EWTRNemd5THpFd05UTXhNall0TVY4NE1EQlhlRGd3TUVnfGU1ZDZlOTMzM2JmMmU2MzY1ZmM5ZDhlOTVkMzAwZDhkZDdlZDhkZGE5Njg3NDY0ZGIyYjQ5MDU1NTMwZWExYzE,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,,,Spain Warehouse (Parts)
1053287,69723,AX1141,AXP,AXP SKID PLATE HDPE 6MM BLK,Cubrecárter AXP enduro GP Ktm AX1141,119.00,98.35,63.93,AX1141,2,8708109090,0,1,"<ul>
 <li>
  Protect engine block and frame on motocross
 </li>
 <li>
  Polyethylen high density, 6 mm thickness, cut and heat formed
 </li>
 <li>
  More enveloping than MX skid plate
 </li>
 <li>
  Lighter than Enduro engine guard
 </li>
 <li>
  40% lighter than aluminium 4 mm thickness
 </li>
 <li>
  No shock memory
 </li>
 <li>
  No vibration
 </li>
 <li>
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 </li>
</ul>","
 
  Protect engine block and frame on motocross
 
 
  Polyethylen high density, 6 mm thickness, cut and heat formed
 
 
  More enveloping than MX skid plate
 
 
  Lighter than Enduro engine guard
 
 
  40% lighter than aluminium 4 mm thickness
 
 
  No shock memory
 
 
  No vibration
 
 
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,10244,728,345,294,101,Negro,,,,,,https://api.mybihr.com/medias/1053287-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDkwMjB8aW1hZ2UvanBlZ3xhRFJrTDJnMk5TODRPVGN4TXpNMU56azBOekU0THpFd05UTXlPRGN0TVY4NE1EQlhlRGd3TUVnfDM3Yzk0MmQzNzIwOGViZTc2ZTE1ODlmMGE4MGJlZWM3YjBmNjQxMzA5NWRiZDQ5ZjMwYmMyY2VkMmFlYTE4MTM,https://api.mybihr.com/medias/1053287-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTM1ODJ8aW1hZ2UvanBlZ3xhREZsTDJnMll5ODRPVGN4TXpNMU9Ua3hNekkyTHpFd05UTXlPRGN0TWw4NE1EQlhlRGd3TUVnfDk5MjE1ZjIxYzRjMTAzYjU0ZmMwMTVlMjgwZjY1Zjk2ZWQ3YTZjZGNjMzQwZjRkMDUwOTc4NjRjMTg1MjZhZDM,https://api.mybihr.com/medias/1053287-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTg0MTJ8aW1hZ2UvanBlZ3xhRGcyTDJoaVlTODRPVGN4TXpNMk1UZzNPVE0wTHpFd05UTXlPRGN0TTE4NE1EQlhlRGd3TUVnfDQyODUyODNiNWY3NzRlZGY3ZDQ1NmQ5N2QxYzQyMDdhNzA2MjlmM2U3ZjA3MGMyZGY2NzQ2OTk2NzQ4ZDAxNmU,,,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1141.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMzc0NjR8YXBwbGljYXRpb24vcGRmfGFERTRMMmd4Tmk4Mk9URXhOREkxT1RZek5qSTFOQzlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hNVFF4TG5Ca1pnfDI2OThmZTU3MTY3NjMyZmVkODNkZGJhY2I2YzI3MmNjNzg4MGU3YTA0NWQ3YjJjNDI2ZjAzMDJlZDc4Y2E2MmU,,Spain Warehouse (Parts)
1053210,4411432,AX1432,AXP,AXP SKID PLATE XTREM HDPE 8MM BLK,Cubrecárter AXP Xtrem KTM Husqvarna AX1432,158.99,131.40,85.41,4411432,1,8708109090,0,1,"<ul>
 <li>
  Full engine protection !
 </li>
 <li>
  New design and manufacturing process
 </li>
 <li>
  High Density Polyethylene thickness 8mm
 </li>
 <li>
  Extended skid plate up to protect the shock absorber linkage
 </li>
 <li>
  Double Thickness under the linkage (reinforcement piece supplied)
 </li>
 <li>
  Integral protection from the frame to the underside of the footrests
 </li>
 <li>
  Tested and approved by Wade Young (Sherco Factory Team) after 1 year of testing in ""Hard / Extreme"" condition
 </li>
</ul>","
 
  Full engine protection !
 
 
  New design and manufacturing process
 
 
  High Density Polyethylene thickness 8mm
 
 
  Extended skid plate up to protect the shock absorber linkage
 
 
  Double Thickness under the linkage (reinforcement piece supplied)
 
 
  Integral protection from the frame to the underside of the footrests
 
 
  Tested and approved by Wade Young (Sherco Factory Team) after 1 year of testing in ""Hard / Extreme"" condition
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,30015,1491,594,299,169,Negro,,,,,,https://api.mybihr.com/medias/1053210-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1NjI1fGltYWdlL2pwZWd8YURFMkwyaGlPQzg0T1RZNE5USTRNek13TnpneUx6RXdOVE15TVRBdE1WODRNREJYZURnd01FZ3wxYTY3OWJmYjA1ZGYzNWZjZDE2NWQxYWE3MTY4OTJhMDBjMjM3MmE4NGY2ZmE3ODc5ZTEwNzk4MWU4YjkyYWQ0,https://api.mybihr.com/medias/1053210-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODUxMzF8aW1hZ2UvanBlZ3xhRFU0TDJoaU1TODRPVFk0TlRJNE5USTNNemt3THpFd05UTXlNVEF0TWw4NE1EQlhlRGd3TUVnfDUzYjc3ZjE5NWFlZjg5ZWE0M2M2MzRlNTczMzkyNTJlZGZlZGZhOGE3NWQ3YTE2YzFhYzQyNWIxY2RhMWQ4Y2U,https://api.mybihr.com/medias/1053210-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTAyNDU4fGltYWdlL2pwZWd8YURnNEwyaGhZUzg0T1RZNE5USTROekl6T1RrNEx6RXdOVE15TVRBdE0xODRNREJYZURnd01FZ3w5NDIzMWZhYzdmMjJiMmM5MzJlNTJiODc0ZDllNWJhODZkMzlkOTU2ODdmNmMxNWQ0MDVhMjNhZWJkMDJhMDFk,https://api.mybihr.com/medias/1053210-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTEzODc5fGltYWdlL2pwZWd8YUdJNEwyaGhNeTg0T1RZNE5USTRPVEl3TmpBMkx6RXdOVE15TVRBdE5GODRNREJYZURnd01FZ3wyNjViYjU1MzAxN2QyOTZjODRlMzIwZDExNWZhNDZhN2YyMjc5YWY2ZDVjZmIwMWIyMDQ1YjBiZmNkZjg5NTlj,,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1432.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjg5NjZ8YXBwbGljYXRpb24vcGRmfGFEa3hMMmczTXk4Mk9URXhOakEyTURJd05UQTROaTlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hORE15TG5Ca1pnfGI1YjA1MWIyZWU3NmFmZGUxODQ2N2E2Y2RkYjBlZjExZWQ1ODRlZjg5OTNmMWRkMWQ3YjJlNzc0MzZlNTNmZjc,,Spain Warehouse (Parts)
1053147,61400001,AX1506,AXP,AXP RADIATOR BRACES RED,Protectores radiador AXP BETA AX1506,119.00,98.35,63.93,AX1506,2,8708109090,0,1,"<ul>
 <li>
  Create a frame around the radiator to protect it against shock du to crashes.
 </li>
 <li>
  4 mm aluminium
 </li>
 <li>
  Spacers 12 mm diameter , black colored
 </li>
 <li>
  3 points of fixation (front and back)
 </li>
 <li>
  Easy assembling, mounting kit and assembling instructions included
 </li>
</ul>","
 
  Create a frame around the radiator to protect it against shock du to crashes.
 
 
  4 mm aluminium
 
 
  Spacers 12 mm diameter , black colored
 
 
  3 points of fixation (front and back)
 
 
  Easy assembling, mounting kit and assembling instructions included
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,5673,1122,311,228,80,Rojo,,,,,,https://api.mybihr.com/medias/1053147-2-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk2Nzl8aW1hZ2UvanBlZ3xhREkxTDJoak5DODRPVFk0TlRBM01qa3pOekkyTHpFd05UTXhORGN0TWw4NE1EQlhlRGd3TUVnfDQ5ZDM4Y2Y4ODNhNzJlMGQxOWUwODZiNzQzYzk0NjcyOWZmNWQ0YmU1M2M4OGNhYjE0YTlhNDlkNGM4MmNjM2I,https://api.mybihr.com/medias/1053147-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODM4ODF8aW1hZ2UvanBlZ3xhRFUwTDJoaVpDODRPVFk0TlRBM05Ea3dNek0wTHpFd05UTXhORGN0TTE4NE1EQlhlRGd3TUVnfGEyZWE5OGNkNDIzYThjYmY0MmYyZWJmN2UwNWI3ZDI0MWU0ODBmMmI1MDY0MjIyZmI3MGZjYmQ4NWE5MjQzYjg,https://api.mybihr.com/medias/1053147-4-800Wx800H?context=bWFzdGVyfHJvb3R8NjM5Njh8aW1hZ2UvanBlZ3xhRGszTDJoaU5pODRPVFk0TlRBM05qZzJPVFF5THpFd05UTXhORGN0TkY4NE1EQlhlRGd3TUVnfDFmZjkxMzkzN2ZlYTg3YWFkMmVhMzM2NzhmMzY4M2U5M2Y5NjQ2MjE3Y2NhYzhhNTc0ODFiNWZmN2QzMzlmYzM,,,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1506.pdf?context=bWFzdGVyfGRvY3VtZW50c3w2OTQzNTh8YXBwbGljYXRpb24vcGRmfGFETXdMMmczT0M4Mk9URXhOakl6TlRjM05qQXpNQzlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hOVEEyTG5Ca1pnfGY4N2ZiOWFjNTk4NDJiYTI3MmYzZWE5NmU0NTljZmRjYmNhNzg1N2FjMDlhNDFkMmJiOWMzOGM4YmEwZTI5ZmE,,Spain Warehouse (Parts)
1053116,61500006,AX1503,AXP,AXP SKID PLATE HDPE 6MM BLK,Cubrecárter AXP GP negro KTM/Husqvarna,119.00,98.35,63.93,AX1503,1,8708109090,0,1,"<ul>
 <li>
  Protect engine block and frame on motocross
 </li>
 <li>
  Polyethylen high density, 6 mm thickness, cut and heat formed
 </li>
 <li>
  More enveloping than MX skid plate
 </li>
 <li>
  Lighter than Enduro engine guard
 </li>
 <li>
  40% lighter than aluminium 4 mm thickness
 </li>
 <li>
  No shock memory
 </li>
 <li>
  No vibration
 </li>
 <li>
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 </li>
</ul>","
 
  Protect engine block and frame on motocross
 
 
  Polyethylen high density, 6 mm thickness, cut and heat formed
 
 
  More enveloping than MX skid plate
 
 
  Lighter than Enduro engine guard
 
 
  40% lighter than aluminium 4 mm thickness
 
 
  No shock memory
 
 
  No vibration
 
 
  Easy mounting on the OEM brackets without drilling or bike modification (hardware kit and instructions included)
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,12278,640,348,299,118,Negro,,,,,,https://api.mybihr.com/medias/1053116-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY3Mjl8aW1hZ2UvanBlZ3xhR0ZtTDJneU1pODRPVFk0TkRJNE5ESXhNVFV3THpFd05UTXhNVFl0TVY4NE1EQlhlRGd3TUVnfDljYTJiMjlkMmUxY2E5ZTdlOWVjNmY5MGJhODhmOGM4YWFmNDBhN2IwNTk5Zjg2MjUyZjcxM2NjOTBhN2FkYWM,https://api.mybihr.com/medias/1053116-2-800Wx800H?context=bWFzdGVyfHJvb3R8Njk5OTZ8aW1hZ2UvanBlZ3xhRFppTDJneU9TODRPVFk0TkRJNE5qRTNOelU0THpFd05UTXhNVFl0TWw4NE1EQlhlRGd3TUVnfDUwYjE2MGFkMjM5YjkwNzliOTVkNjc5YjU3MDM0OGRmOTAyZDJiODliMzE5NjYzOThiNjc2ZTRjYWJlMjE1N2U,https://api.mybihr.com/medias/1053116-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjM4NDB8aW1hZ2UvanBlZ3xhRE5qTDJnek1DODRPVFk0TkRJNE9ERTBNelkyTHpFd05UTXhNVFl0TTE4NE1EQlhlRGd3TUVnfDMzNGI3MTg0YjVlZTZkMTA5YTIyZWQ4MjliMjFmZDAxODgxNzQxM2U3NWE1Zjk3ZDc1ODVhZTJmNzliNTBkYzQ,https://api.mybihr.com/medias/1053116-4-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc3ODl8aW1hZ2UvanBlZ3xhR0kzTDJnM1pTODRPVFk0TkRJNU1ERXdPVGMwTHpFd05UTXhNVFl0TkY4NE1EQlhlRGd3TUVnfDcwZDZmMDAyYTkxNmQwNjE3NjBiYzdhNzc4MmNlZTU5MTU2YTA4OTZiNDQ4OTRiNWJmMDA1OGNiZDg0ZjY0MTU,https://api.mybihr.com/medias/1053116-5-800Wx800H?context=bWFzdGVyfHJvb3R8NjQyMjN8aW1hZ2UvanBlZ3xhRGMxTDJnNE5TODRPVFk0TkRJNU1qQTNOVGd5THpFd05UTXhNVFl0TlY4NE1EQlhlRGd3TUVnfGQyZjhmZDg4OWJhNGU0YjJmZjY0ZjFlOGY0ZDE3MDkxZWViYjY4MDA3ZjVkNTZlN2I4NDRjMjEyN2Y0Y2VlNTM,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1503.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyMjgzNDB8YXBwbGljYXRpb24vcGRmfGFHTXhMMmc1Wmk4Mk9URXhOakEwTmpjek56UXpPQzlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hOVEF6TG5Ca1pnfDI3MTNlNzc3OTdiMTdhNTNlMTJhZDNhOTUzYTcyOWMzYzgwYTI3MDAzNzUyMTgwNTdlMjFmZDUyNDU5ODY0ZDc,,Spain Warehouse (Parts)
1053173,87125,AX1402,AXP,AXP SKID PLATE HDPE 6MM BLK,Cubrecárter AXP enduro Phd 4T Ktm AX1402,129.00,106.61,69.30,8430525871250,1,8708109090,0,1,"<ul>
 <li>
  Full engine protection
 </li>
 <li>
  Protect engine block, side engine case and frame on enduro bikes
 </li>
 <li>
  Polyethylen high density, 6mm thickness, cut and heat formed
 </li>
 <li>
  40% lighter than aluminium 4mm thickness
 </li>
 <li>
  No shock memory
 </li>
 <li>
  No vibration
 </li>
 <li>
  Easy mounting on the OEM brackets without drilling or bike modification
 </li>
 <li>
  Hardware kit and instructions included
 </li>
</ul>","
 
  Full engine protection
 
 
  Protect engine block, side engine case and frame on enduro bikes
 
 
  Polyethylen high density, 6mm thickness, cut and heat formed
 
 
  40% lighter than aluminium 4mm thickness
 
 
  No shock memory
 
 
  No vibration
 
 
  Easy mounting on the OEM brackets without drilling or bike modification
 
 
  Hardware kit and instructions included
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,18304,738,285,367,175,Negro,,,,,,https://api.mybihr.com/medias/1053173-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTExMDl8aW1hZ2UvanBlZ3xhRFEyTDJnd055ODRPVFk0TlRFeU5qQXlNVFF5THpFd05UTXhOek10TVY4NE1EQlhlRGd3TUVnfDc4Y2MyZjEwYThlOTdkMTk4MzdjMDNhNzViYmJkMzdkNzRhOWZmMDkzMTRjMDE5NDMyOTA1ZWViZjFjNTQzYzM,https://api.mybihr.com/medias/1053173-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNTR8aW1hZ2UvanBlZ3xhR0l6TDJnd1lpODRPVFk0TlRFeU56azROelV3THpFd05UTXhOek10TWw4NE1EQlhlRGd3TUVnfDY0ZTcwYTFiNmQ5OGVjYjdhYzRiMmQ5MTUyNmQxYjc2ZjI3OGU0MDdlNjg0ZGUzNTQ2YjJjMmJmZWU4MmU3ZDQ,https://api.mybihr.com/medias/1053173-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTI3NDZ8aW1hZ2UvanBlZ3xhRGcwTDJneE1pODRPVFk0TlRFeU9UazFNelU0THpFd05UTXhOek10TTE4NE1EQlhlRGd3TUVnfGFhZjEzMDhjYWEyMzQ0ZjY2OGFmZGZmY2YzZTI5MjAzNjJhNmNmMGNiMTJkMTI1M2YwOGQzMmE5MTFjNWExNTc,https://api.mybihr.com/medias/1053173-4-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ1ODV8aW1hZ2UvanBlZ3xhR1ptTDJnMk1DODRPVFk0TlRFek1Ua3hPVFkyTHpFd05UTXhOek10TkY4NE1EQlhlRGd3TUVnfDgzNmY1YTdkYzExZDMxZjM0YWQ4ZWNlYzMxZTVhMGNlZTQwNDFiYTMzZDUyMzQ5YjBmNTc1YTc0ZGYxYWI2MmE,,,,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1402.pdf?context=bWFzdGVyfGRvY3VtZW50c3w0OTAxNjR8YXBwbGljYXRpb24vcGRmfGFHTmlMMmhoTXk4Mk9URXhOakExT1RJeU1qQTBOaTlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hOREF5TG5Ca1pnfDFlYjVhZjcxMmJlYTZlNzhkZjM3ODZlMjE3MWQxZTY0YjkwY2MzNDg3NWQxNTdlNjk3ZjVlZDg4MzRhMTQ1MmU,,Spain Warehouse (Parts)
1053202,94357,AX1424,AXP,AXP SKID PLATE XTREM HDPE 8MM BLK,Cubrecárter AXP Xtrem negro - Sherco,158.99,131.40,85.41,AX1424,3,8708109090,0,1,"<ul>
 <li>
  El cubrecárter Xtrem AXP Racing tiene un diseño diferente al de la línea MX/SX. Este modelo integra una protección integral del chasis hasta debajo de las estriberas.
 </li>
 <li>
  Peso total: 1.300Kg.
 </li>
 <li>
  El polietileno es un material un 40% más ligero que el aluminio y no se deforma, no genera resonancias ni vibraciones y envejece mejor con el tiempo. La protección también está disponible en azul con la referencia AX1434.
 </li>
 <li>
  Este cubrecárter sólo se puede montar en los modelos 250SE RACING-300SE RACING-250SE FACTORY-300SE FACTORY-250SC FACTORY-300SC FACTORY
 </li>
 <li>
  ATENCIÓN esta referencia no es compatible para todos los años
 </li>
</ul>","
 
  El cubrecárter Xtrem AXP Racing tiene un diseño diferente al de la línea MX/SX. Este modelo integra una protección integral del chasis hasta debajo de las estriberas.
 
 
  Peso total: 1.300Kg.
 
 
  El polietileno es un material un 40% más ligero que el aluminio y no se deforma, no genera resonancias ni vibraciones y envejece mejor con el tiempo. La protección también está disponible en azul con la referencia AX1434.
 
 
  Este cubrecárter sólo se puede montar en los modelos 250SE RACING-300SE RACING-250SE FACTORY-300SE FACTORY-250SC FACTORY-300SC FACTORY
 
 
  ATENCIÓN esta referencia no es compatible para todos los años
 
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,,23569,1307,565,309,135,Negro,,,,,,https://api.mybihr.com/medias/800Wx800H-1053202-1.jpg?context=bWFzdGVyfHJvb3R8MzAxMzZ8aW1hZ2UvanBlZ3xhR0ZoTDJoak1TODBOakUyTWpBNU16WXpOelkyTWk4NE1EQlhlRGd3TUVoZk1UQTFNekl3TWkweExtcHdad3w4M2QyOTBkZDFjODk1MDM0NmE0NGVhMDQ3MTAwZGFlNmJmNGQzMWQ5YTkzOWZlMTFkMjkxYWE0YjFhNDA5YThj,https://api.mybihr.com/medias/800Wx800H-1053202-2.jpg?context=bWFzdGVyfHJvb3R8ODA5NzR8aW1hZ2UvanBlZ3xhR1JoTDJoaVlTODBOakUyTWpBNU16Z3pOREkzTUM4NE1EQlhlRGd3TUVoZk1UQTFNekl3TWkweUxtcHdad3w1ZjBhNjNiMmM1NjY3NTM4N2YyN2RkNjdjYTJmYmQxNGJjYzkzMGZhMmJlNjc3M2IwYWZhYzIzYWM1N2VjMTE4,https://api.mybihr.com/medias/800Wx800H-1053202-3.jpg?context=bWFzdGVyfHJvb3R8MTAwNTE5fGltYWdlL2pwZWd8YURWbEwyZzJZeTgwTmpFMk1qQTVOREF6TURnM09DODRNREJYZURnd01FaGZNVEExTXpJd01pMHpMbXB3Wnd8Yzk5MmIzNGJkMmY0ZmU5OTY0ZGMzOWQxN2EwYjUyMzgzNDU5ZjgwYTc1OTYwNTkzNDg5ZThlMTUxZmI5MjcyMQ,https://api.mybihr.com/medias/800Wx800H-1053202-4.jpg?context=bWFzdGVyfHJvb3R8MTA4MTA5fGltYWdlL2pwZWd8YUdFeEwyZzJOUzgwTmpFMk1qQTVOREl5TnpRNE5pODRNREJYZURnd01FaGZNVEExTXpJd01pMDBMbXB3Wnd8YmI0ZDFjMTFlZTZmMTAyYjhiOWY4MTA3Y2VjZjJhYjI4ZjcyMmJiMGMyNGE5OGM2Yjg5ZDI3OGMxODUyZmY1Mw,https://api.mybihr.com/medias/800Wx800H-1053202-5.jpg?context=bWFzdGVyfHJvb3R8OTcwNjZ8aW1hZ2UvanBlZ3xhR1F3TDJnMVpTODBOakUyTWpBNU5EUXlOREE1TkM4NE1EQlhlRGd3TUVoZk1UQTFNekl3TWkwMUxtcHdad3xlNTAyZGFlZWVkNTU0ODgxMzkzZGY3Mjc2Njc2YzhhM2QxMTBhZjhjMDE2MWU0MWZlZTA5YzJlNDVlZTI5OWEy,https://api.mybihr.com/medias/1053202-6-800Wx800H?context=bWFzdGVyfHJvb3R8MzIxODB8aW1hZ2UvanBlZ3xhRFEyTDJoaU9TODRPVFk0TkRjeE1qZ3hOamswTHpFd05UTXlNREl0Tmw4NE1EQlhlRGd3TUVnfDQzYWNhNWVkMTVlNTdiYjlkNTZjZmIzNjQxN2Y5ZWY1YTc5YzUyODczYTg2NzBmZWQzZDczOTNlMGEzOTQ1MjM,https://api.mybihr.com/medias/1053202-7-800Wx800H?context=bWFzdGVyfHJvb3R8NDMzNjl8aW1hZ2UvanBlZ3xhRGc0TDJoaU1pODRPVFk0TkRjeE5EYzRNekF5THpFd05UTXlNREl0TjE4NE1EQlhlRGd3TUVnfDgxMjFlMjI3MDEzZjA1NDdmYjg0OTg5ZDlhYTE3ZDY5ODhlNThlZGM0MzhhNmY3MDI2YTQ5ODJmZmQ5MDA2M2Q,,,https://static.bihr.pro/eBihr/Pictures/AXP-pictures.zip,https://api.mybihr.com/medias/instructions-AX1424.pdf?context=bWFzdGVyfGRvY3VtZW50c3wzNTI0MDh8YXBwbGljYXRpb24vcGRmfGFEWm1MMmcyWWk4Mk9URXhOakF6TVRFM01qWXpPQzlwYm5OMGNuVmpkR2x2Ym5OZlFWZ3hOREkwTG5Ca1pnfDBkMzhkMjY3YzAwMDY2OTc2NmMyODdhYjFjZTUxMmUyNzUwNmE3ODE2NDI1MzAxZTFiNTM5YTkyZmQ5Nzk2MjM,,Spain Warehouse (Parts)
