PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajustes de amortiguación,Altura (mm),Color,Diámetro del eje (mm),Diámetro del pistón (mm),Diámetro Ø (mm),Embalaje,Homologación,Longitud (mm),Spring Rate,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1038403,44900263,LR355A070S475,YSS,YSS FRK SPRING,Muelles de horquilla YSS lineales Road 475mm,131.89,109.00,65.40,8859253991717,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038403-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQ5OTd8aW1hZ2UvanBlZ3xhR016TDJnek5pOHhOVFF3T1Rjd05EQTNOVEk1TkM4eE1ETTROREF6TFRGZk9EQXdWM2c0TURCSXw0ZjFjNThhYTA4MDRkYTJkOWJhZDNmYjVhOGU3YjEzYTNjNTRjNmZiYzU5N2JmOTJiMjNjMmZmYTZiM2Y4MjU2,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038206,44900521,56A110S150A8,YSS,YSS SPRING 56-110-150 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-110-150,92.50,76.45,45.87,8859253921615,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038206-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURCakwyZ3lNaTh4TlRRd09UY3dNREEzTnpVNU9DOHhNRE00TWpBMkxURmZPREF3VjNnNE1EQkl8YzdjOGFhODFkNDFlODU3MmNkY2M0YmQxNWRlMGUxYmRiMTlhNzg0ZTdjOTY0ZTY4ZjAzNWZkMjhjYWY3ZGJkZQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1037969,44900168,40I10-15S220A5,YSS,YSS SPRING 40-10-15-220 RED,Muelle de amortiguador trasero YSS progresivo rojo 40-10-15-220,54.99,45.45,27.27,8859253937326,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1037969-1.jpg?context=bWFzdGVyfHJvb3R8MTk5ODkyfGltYWdlL2pwZWd8YUdGaUwyaGhNUzgyT0RZNU16a3lPVEl6TURNMk5pODRNREJYZURnd01FaGZNVEF6TnprMk9TMHhMbXB3Wnd8NTM5YTUwNDA2MzIwMzAxMjE2ZjBiOGFhYWMwNjBmNGMyODk0OTY2ZDkxYWM2YzUyMDVmYzBkMTk0ZTUwOWQ1OQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038202,44900241,56A100S215A8,YSS,YSS SPRING 56-100-215 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-100-215,92.50,76.45,45.87,8859253921530,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038202-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURGakwyZ3hOQzh4TlRRd09UWTVPVFk0TkRNNE1pOHhNRE00TWpBeUxURmZPREF3VjNnNE1EQkl8YzA3NmQwYmQwNDVhZWE4N2QwNjljMDAzZjIzZDBhMmY5NDE2MDgyODg5ZDA1MzJiNGJjNmMwZTBkNjBlOWZmZQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038255,44900434,56A200S150A8,YSS,YSS SPRING 56-200-150 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-200-150,92.50,76.45,45.87,8859253922599,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038255-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURReUwyZzFZUzh4TlRReE1EVTFPVFU0TWpJek9DOHhNRE00TWpVMUxURmZPREF3VjNnNE1EQkl8MGQ5MjA5NTMyYmVkOWFkODliYzVhNWRhMjQ4ODE0ZGEzM2VjZmRmNjRmZjkxMjllOWU4MDE4ZWY1Y2Q5MjZjNQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038448,44900548,LR320A095S465,YSS,YSS FRK SPRING,Muelles de horquilla YSS lineales Road 465mm,131.89,109.00,65.40,8859253986805,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038448-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODMyNDh8aW1hZ2UvanBlZ3xhRE13TDJnME55OHhOVFF3T1Rjd05UWTBPREUxT0M4eE1ETTRORFE0TFRGZk9EQXdWM2c0TURCSXxjZjY2NDI5NDRhYzU1YjM3MGM2NjlmMGE1MDE3Yzk2OTc4YWVjYWUzODYyMzUwMGYxZDM0ZTBiMjAzY2MzZWJk,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038062,44900007,46I2535S160A5X,YSS,YSS SPRING 46-25-35-160 RED,Muelle de amortiguador trasero YSS progresivo rojo 46-25-35-160,54.99,45.45,27.27,8858803480572,10,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,3969,972,270,210,70,,,,,,,,,,,https://api.mybihr.com/medias/1038062-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzc0fGltYWdlL2pwZWd8YUdRMEwyaGlZeTh4TlRRd09UWTVOemN4T0RNd01pOHhNRE00TURZeUxURmZPREF3VjNnNE1EQkl8OGY4ZGQzZDljZjNiNWJjZmQ4MjY0OTYzMTQ0MzJmZjU5M2Y5MDcwMTU4ZGNlMmVjNzU4YzQ4Yjc1NWFmNjgzYQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038223,44900582,56A120S260A5,YSS,YSS SPRING 56-120-260 RED,Muelle de amortiguador trasero YSS lineal rojo 56-120-260,92.50,76.45,45.87,8859253921912,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038223-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdGakwyZ3laaTh4TlRRd09UY3dNRFEzTURneE5DOHhNRE00TWpJekxURmZPREF3VjNnNE1EQkl8ZTI0NTM1MjZlOGYyZjlhMTE2MGU4YWQ1NzM2ODZjYTc3ODY2ZTU5ODFhNTRlNGM4N2E3N2Q0MzQzY2ZkYmI2YQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038119,44900625,56A60S260A5,YSS,YSS SPRING 56-60-260 RED,Muelle de amortiguador trasero YSS lineal rojo 56-60-260,105.00,86.78,52.07,8859253938828,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038119-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdZNUwyZ3dZUzh4TlRReE1EUTNORFV4TmpVeE1DOHhNRE00TVRFNUxURmZPREF3VjNnNE1EQkl8ZjgyNGI5MGFkMDRlMzYzNmY5MjcyZTY2NGQ3ZWMxODJmYWVhYjQ4OGNiY2YzM2I2ZDliYzA1ZjEwMGJmNjkzOQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038094,44900008,46A30S140A5X,YSS,YSS SPRING 46-30-140 RED,Muelle de amortiguador trasero YSS lineal rojo 46-30-140,68.00,56.20,33.72,8859253977506,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2898,488,140,230,90,,,,,,,,,,,https://api.mybihr.com/medias/1038094-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzc0fGltYWdlL2pwZWd8YURZd0wyZzJZaTh4TlRReE1EUTJOVEEzT1RNeU5pOHhNRE00TURrMExURmZPREF3VjNnNE1EQkl8ZTRhYmQxNTcxYjhhY2U4MDY5MTZmNmU2NzYwYjM1MjVlMzcyMTQ0ZDU3YTQzOTM3NTVlOTM5M2JkZDBmNmQ1NQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038111,44900152,46A180S100A8X,YSS,YSS SPRING 46-180-100 BLACK,Muelle de amortiguador trasero YSS lineal negro 46-180-100,62.50,51.65,30.99,8858803477169,8,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2574,688,220,130,90,,,,,,,,,,,https://api.mybihr.com/medias/1038111-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURnNEwyZzJOeTh4TlRRd09UWTVPREV4TVRVeE9DOHhNRE00TVRFeExURmZPREF3VjNnNE1EQkl8MmQ2OTgwYmU2YzM1YTEzZDc1YjE4YWE4ZThkNDMyYjlkOTM1YmE2ODk4ZGVlYTk2NmE1MzFiYjM1MTQ4YmRhOA,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038242,44900397,56A150S230A5,YSS,YSS SPRING 56-150-230 RED,Muelle de amortiguador trasero YSS lineal rojo 56-150-230,92.50,76.45,45.87,8859253922292,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038242-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YURFMEwyaGhNQzh4TlRRd09UY3dNVFkxTURRMk1pOHhNRE00TWpReUxURmZPREF3VjNnNE1EQkl8ZmMwNjg0ZjdlOWViN2MxOGZmOWRlNTNmYjRjNGJhOTYwNjVhOTc1YTIyOWE5NTQzNzdiZTFkM2Q0ZmNjNGJiNA,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038236,44900446,56A140S150A5,YSS,YSS SPRING 56-140-150 RED,Muelle de amortiguador trasero YSS lineal rojo 56-140-150,92.50,76.45,45.87,8859253922179,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038236-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUROaEwyZ3paQzh4TlRRd09UY3dNRGcyTkRBek1DOHhNRE00TWpNMkxURmZPREF3VjNnNE1EQkl8YjRlODA3NDg2ZjA0MGQzNjRjZWU0OWJkZGQwMzViNTFlY2Y2NTRkMTM0ODJlZmQxNWIxM2ZlZmY3MTAxM2VhMQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038211,44900073,56A110S185A5,YSS,YSS SPRING 56-110-185 RED,Muelle de amortiguador trasero YSS lineal rojo 56-110-185,92.50,76.45,45.87,8859253921677,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038211-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YURkakwyZ3dOQzh4TlRReE1EVTBNamczTURVMU9DOHhNRE00TWpFeExURmZPREF3VjNnNE1EQkl8NDJjMzVjODAzOTVjZGU1YjNlMDg3NWQ4OTY2YzI2OWMzMGYzZjc2MGM5NzI3MGQ0MWE4OTllMDA1NWNhZDI5Yw,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038154,44900142,46I4560S160B8X,YSS,YSS SPRING 46-45-60-160 BLACK,Muelle de amortiguador trasero YSS progresivo negro 46-45-60-160,62.50,51.65,30.99,8859253937081,4,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,2574,816,220,130,90,,,,,,,,,,,https://api.mybihr.com/medias/1038154-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YUdNNUwyZ3hZaTh4TlRReE1EVXlNVFEwTURJNE5pOHhNRE00TVRVMExURmZPREF3VjNnNE1EQkl8Y2Y2YmJhZjc2ZWExMjVmZjg1ZWIzZTRhMTNkNDFlMzRjMmRiNGU1Nzc5MGM0MDEyMWFiYjg1NjI3NGFjMDk4Yg,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,https://api.mybihr.com/medias/ABE-SHOCK-ABSORBER-SERIES-456.pdf?context=bWFzdGVyfHJvb3R8MjY4Nzg2NHxhcHBsaWNhdGlvbi9wZGZ8YURjMEwyZzVNQzh5T0RFME1qRTBOREU1TWpVME1pOUJRa1V0VTBoUFEwc3RRVUpUVDFKQ1JWSXRVMFZTU1VWVExUUTFOaTV3WkdZfGRhMTEzNTJiNTFhNDdlMTRhZjY1MDlkMTM2MTY5OGI2N2RjM2E1OWUyODhjNTU2MjY2Y2I4MzdkMWIyNjVjNzk,,Spain Warehouse (Parts)
1038186,44900052,46A80S220A5X,YSS,YSS SPRING 46-80-220 RED,Muelle de amortiguador trasero YSS lineal rojo 46-80-220,72.50,59.92,35.95,8858803477701,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,4590,1398,340,150,90,,,,,,,,,,,https://api.mybihr.com/medias/1038186-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdOaEwyZzNNUzh4TlRReE1EVXpNell5T1RrNE1pOHhNRE00TVRnMkxURmZPREF3VjNnNE1EQkl8YWMxODljYjIxOGY5M2MxYjg3YzUzYzkxMTVmNzA1MDNlZmNmMzIyNGNlY2VkN2I4MTNlZDAyMmVkODkwNTY4ZQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038060,44900478,46I2535S140A5X,YSS,YSS SPRING 46-25-35-140 RED,Muelle de amortiguador trasero YSS progresivo rojo 46-25-35-140,54.99,45.45,27.27,8858803480565,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,4704,794,280,240,70,,,,,,,,,,,https://api.mybihr.com/medias/1038060-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzc0fGltYWdlL2pwZWd8YURWaEwyZzJZaTh4TlRReE1EUTFNalF6TURnM09DOHhNRE00TURZd0xURmZPREF3VjNnNE1EQkl8MTJjMzk0ZTZjZjU1MDFjOGRiODgyZmNmZTMyMzljN2UxYThjYTM4MjMzZWUxZDBhYTQyZjQwYzIyOTFhZDdkOQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038364,44900147,PR360I051-074S530X,YSS,YSS FRK SPRING,Muelles de horquilla YSS progresivos Road 530mm,131.89,109.00,65.40,8859253936862,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,4560,1542,120,760,50,,,,,,,,,,,https://api.mybihr.com/medias/1038364-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODMzNjV8aW1hZ2UvanBlZ3xhR0V3TDJnME1DOHhOVFF4TURZd016UXlOVGd5TWk4eE1ETTRNelkwTFRGZk9EQXdWM2c0TURCSXw0Y2ZmNDI0MzRmNjM5NjVkZmI3YzUzOGFmNTYzOGNmMDlmNzU0YTk0ODVhYjE2YTk0MjZiMTYxMjVkN2YzZmMz,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038277,44900608,56A75S150A8,YSS,YSS SPRING 56-75-150 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-75-150,92.50,76.45,45.87,8859253920878,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038277-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURZeUwyZzFOQzh4TlRReE1EVTJOemd6T1RjM05DOHhNRE00TWpjM0xURmZPREF3VjNnNE1EQkl8YTJiM2FmNjdkZjM5ZDg4NzljZmJhMWM2YTRkZGQyZWMyNzgzNTNiZWFmODMzYjcwZTUxNzhjZmI2NTVhN2QwMA,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038221,44900165,56A120S185A5,YSS,YSS SPRING 56-120-185 RED,Muelle de amortiguador trasero YSS lineal rojo 56-120-185,92.50,76.45,45.87,8859253921875,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038221-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YURWbUwyZzFaQzh4TlRReE1EVTBOamcyT0RJMU5DOHhNRE00TWpJeExURmZPREF3VjNnNE1EQkl8N2VhNWZlZTAzYjg3MWVmMzVkMmM5NDQ2ZTY0NDAxYjI3YjUwMjAwN2Y1ZTg2ZmJiMTA4YTZhMGFkNjdkMzI4OQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038075,44900139,46I2545S160A8X,YSS,YSS SPRING 46-25-45-160 BLACK,Muelle de amortiguador trasero YSS progresivo negro 46-25-45-160,54.99,45.45,27.27,8858803479835,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,4002,1064,290,230,60,,,,,,,,,,,https://api.mybihr.com/medias/1038075-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwNjQ5fGltYWdlL2pwZWd8YURRM0wyZzBPUzh4TlRReE1EUTFOemt6TlRrd01pOHhNRE00TURjMUxURmZPREF3VjNnNE1EQkl8NDk3NGE5NDdhYjczY2ZmMTQ0NjZhOGNmMzg3ZDFhY2JkMDdlMDIwNGFkMmU5MGJiN2M3MzQwODM2ZGUwZTgzYg,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038225,44900379,56A130S150A8,YSS,YSS SPRING 56-130-150 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-130-150,92.50,76.45,45.87,8859253921974,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038225-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YURjNUwyZ3dOUzh4TlRReE1EVTBOelkxTkRZNE5pOHhNRE00TWpJMUxURmZPREF3VjNnNE1EQkl8NzdkZjMwMGQ3ZjMzYmZlNzY3ZTM3NTFlMzQ2MTc5NWY0ZTU0OTc1OTEzZDllNWRhYmY4NzZkNGQ3NmEyZWI2OQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038115,44900443,56A50S260A5,YSS,YSS SPRING 56-50-260 RED,Muelle de amortiguador trasero YSS lineal rojo 56-50-260,105.00,86.78,52.07,8859253937784,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038115-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdFMkwyaGlZUzh4TlRReE1EUTNNamswTXpZME5pOHhNRE00TVRFMUxURmZPREF3VjNnNE1EQkl8NzJiZTU1M2RlZTA5M2QyNDE1MTY1NjBmMWVkMDhjMjkzMWFlNWY0MjE4M2JkZGIzZTRkMWFlN2EwNDYzZDIwMQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038268,44900122,56A47S175A5,YSS,YSS SPRING 56-47-175 RED,Muelle de amortiguador trasero YSS lineal rojo 56-47-175,92.50,76.45,45.87,8859253920779,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038268-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdOaUwyZzFZeTh4TlRReE1EVTJORE13TURnek1DOHhNRE00TWpZNExURmZPREF3VjNnNE1EQkl8NDYxODc0NjhmOWMwZDA2NTg5MTgwOTVmYjg2MjBkM2ZhYzkzMjU0NzNkZjI1NjU5MTdjNDEyYmRiZmM0OTVhMA,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038039,44900435,46I2030S180A1X,YSS,YSS SPRING 46-20-30-180 CHROME,Muelle de amortiguador trasero YSS progresivo cromado 46-20-30-180,62.50,51.65,30.99,8858803480145,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,4004,1090,260,220,70,,,,,,,,,,,https://api.mybihr.com/medias/1038039-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE3OTM4fGltYWdlL2pwZWd8YURNekwyZzFOaTh4TlRReE1EUTBORGsxT1RjM05DOHhNRE00TURNNUxURmZPREF3VjNnNE1EQkl8ZTJjY2I4MjJhODQwMzFjNmViNjhlMThkMGExZWQwZmJiMTI0ZTFkYzA5MDIyOTE2MWZhNThhYjE3ZjBhZThkNQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038089,44900405,46A28S110A5X,YSS,YSS SPRING 46-28-110 RED,Muelle de amortiguador trasero YSS lineal rojo 46-28-110,57.50,47.52,28.51,8859253933007,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,3402,358,270,140,90,,,,,,,,,,,https://api.mybihr.com/medias/1038089-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNzc0fGltYWdlL2pwZWd8YURSbEwyaGtNUzh4TlRReE1EUTJNelV3TmpRMk1pOHhNRE00TURnNUxURmZPREF3VjNnNE1EQkl8NWYwNjMzMjVhODExNmVjMGQ2NDI3M2JiNzI0MzdiN2NmOWZhZGZhYjlmZDJkYWU2MWU5NTI1NzcxM2E4ZTQ0Nw,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038299,44900101,56A95S150A8,YSS,YSS SPRING 56-95-150 BLACK,Muelle de amortiguador trasero YSS lineal negro 56-95-150,92.50,76.45,45.87,8859253921271,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038299-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTk1fGltYWdlL2pwZWd8YUdWa0wyaGpaQzh4TlRReE1EVTNPREU1TkRRMk1pOHhNRE00TWprNUxURmZPREF3VjNnNE1EQkl8YjFiOGYxYmRmMmIzNDYxMjAyNDcwMmVhYzkyMDcxOWUyZGVmNTQ2NWNjMGQ5YmIyZmZmYmE2MWRlODZkYThhZA,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038205,44900141,56A110S130A5,YSS,YSS SPRING 56-110-130 RED,Muelle de amortiguador trasero YSS lineal rojo 56-110-130,92.50,76.45,45.87,8859253921554,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038205-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YURaa0wyaGtOUzh4TlRReE1EVTBNRGt3TkRRM09DOHhNRE00TWpBMUxURmZPREF3VjNnNE1EQkl8OGQ3MzcyNDQxNzNhNTY5ZDI0MmE4NDMxMDE0NDY3MGVhNTk1NGU5NzFkOTM3ZWQ0ODkzYjgxM2IwYWE5NGQ1YQ,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038112,44900560,56A320S130A5,YSS,YSS SPRING 56-320-130 RED,Muelle de amortiguador trasero YSS lineal rojo 56-320-130,92.50,76.45,45.87,8859253937869,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,1,100,10,10,10,,,,,,,,,,,https://api.mybihr.com/medias/1038112-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0OTk5fGltYWdlL2pwZWd8YUdZeUwyaGtOQzh4TlRReE1EUTNNVGMyTXprNU9DOHhNRE00TVRFeUxURmZPREF3VjNnNE1EQkl8MzMyMmI3ZjEyNmM4YzExNmVjZTBiZDM5YTcxNGNhNGUwNjdhNDVlOTE2NzIyZjBmZTI2MGJkM2NmMDFjY2IyNw,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
1038572,44900045,LR400A065S445X,YSS,YSS FRK SPRING,Muelles de horquilla YSS lineales Road 445mm,119.79,99.00,59.40,8859253958673,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,5180,1302,140,740,50,,,,,,,,,,,https://api.mybihr.com/medias/1038572-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTE0NTZ8aW1hZ2UvanBlZ3xhR0l5TDJobFlpOHhOVFF4TURjNE1UUTROekV6TkM4eE1ETTROVGN5TFRGZk9EQXdWM2c0TURCSXw0ZTYyZDQwNDMwZmUyYTFjY2E2MjY3OGFjZTAzZTE3MTM2YTQ4MGE5ZGI1NDIxN2U1YjUxZGNlNjExZTA1MmU1,,,,https://static.bihr.pro/eBihr/Pictures/YSS-pictures.zip,,,Spain Warehouse (Parts)
