PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Longitud (mm),Longitud de rosca,Rango de uso,Rosca (mm),Picture1,AllPicturesZIP,DeliveryPlant
1051043,894063,41890124024,HELICOIL,"HELIC ASSORTMENT M12X1,5X24","Juego de roscas HELICOIL M12 x 1,50 x 24 - 10 unidades",24.76,20.46,16.37,41890124024,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,172,59,116,78,19,,,,,,,https://api.mybihr.com/medias/1051043-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhR0ZqTDJneU5pODRPVEkwT0RnMU56RXlPVEkyTHpFd05URXdORE10TVY4NE1EQlhlRGd3TUVnfDZlY2ZhNTkwN2RhZjU2MGVmOTk2MGM5MGQzZjc4ZDVhMTA2ZjBjZjBjNGM5MjQ2YjY0NmZlODllYTc3YjNkZWI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051007,894019,41861000001,HELICOIL,"HELIC REPAIR KIT M5, M6, M8, M10, M12",Kit de reparación de roscas HELICOIL Helicoil Plus 230uds,378.73,313.00,250.40,41861000001,0,8205598000,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,18097,2413,424,347,123,,,,,,,https://api.mybihr.com/medias/1051007-1-800Wx800H?context=bWFzdGVyfHJvb3R8Njk4MTJ8aW1hZ2UvanBlZ3xhR1prTDJnME1pODRPVEkwT0RnME56STVPRGcyTHpFd05URXdNRGN0TVY4NE1EQlhlRGd3TUVnfDIzMDI5ZjQwZWIyNDFkNWQ5Yjg0ZjMzMTAwNzkzODZiMjcyZjFlYjlhN2I4YTdlNmM5OTU0MDY1ZjEyOTlhYzg,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051021,894025,41890060012,HELICOIL,"HELIC ASSORTMENT M6X1,00X12","Juego de roscas HELICOIL 10uds / M6 x 1,00 x 12",27.83,23.00,18.40,41890060012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,120,25,133,75,12,,,,,,,https://api.mybihr.com/medias/1051021-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGt5TDJnNVppODRPRGMwTkRBd01EVTFNekkyTHpFd05URXdNakV0TVY4NE1EQlhlRGd3TUVnfDc5MWU5YzBjZDUwNTZmMWUxMzQ3MWQ1ZGY4N2ZiY2I0NGMwMzU3ZGU3ZTkxNTBlNWE3YzA4NDM4MWE0MmVjNWY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1125511,,22061130080/00,HELICOIL,HELIC BOX RIVETS BOX OF 1000PC 30X80D,Remaches cabeza ancha BÖLLHOFF 1000uds / 30X80D,37.51,31.00,24.80,,0,8308900090,0,1,<p>Kit de 1000 remaches de cabeza plana en aluminio.</p>,"
Kit de 1000 remaches de cabeza plana en aluminio.",TOOLING & WS,TOOLING,TOOLING GENERAL,1,1,10,10,10,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125511-1.jpg?context=bWFzdGVyfHJvb3R8NTIyMDh8aW1hZ2UvanBlZ3xhR05sTDJoaFlpODJNalE0TmpJMU5UUXdNekF6T0M4NE1EQlhlRGd3TUVoZk1URXlOVFV4TVMweExtcHdad3wzODhmMzAwOGRkNzdmNWNkNTQxZjU4YWI3ZGYxYjMzODk0Y2NhMjE5M2M4NmE3M2YwNmJkZjUxN2U2ODA2NDdi,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1125512,,22061140080/00,HELICOIL,HELIC BOX RIVETS BOX OF 1000PC 40X80D,Remaches cabeza ancha BÖLLHOFF 1000uds / 40X80D,30.25,25.00,20.00,,0,8308900090,0,1,<p>Kit de 1000 remaches de cabeza plana en aluminio.</p>,"
Kit de 1000 remaches de cabeza plana en aluminio.",TOOLING & WS,TOOLING,TOOLING GENERAL,1862,1523,135,121,114,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125512-1.jpg?context=bWFzdGVyfHJvb3R8NTIyMDh8aW1hZ2UvanBlZ3xhRGt3TDJoaE1DODJNalE0TmpJMU5UYzVOakkxTkM4NE1EQlhlRGd3TUVoZk1URXlOVFV4TWkweExtcHdad3xjM2UyMTFlOThkM2Q2OGYwMjg1ZTc2ZjllOGEyMTUxZmIxMGNlYjc2ODU1MTk0NDdmODRjZGQyNjhhYWE2Y2Q4,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1125513,,22061140120/00,HELICOIL,HELIC BOX RIVETS BOX OF 1000PC 40X120,Remaches cabeza ancha BÖLLHOFF 1000uds /40x120,35.09,29.00,23.20,,0,8308900090,0,1,<p>Kit de 1000 remaches de cabeza plana en aluminio.</p>,"
Kit de 1000 remaches de cabeza plana en aluminio.",TOOLING & WS,TOOLING,TOOLING GENERAL,1,1,10,10,10,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125513-1.jpg?context=bWFzdGVyfHJvb3R8NTIyMDh8aW1hZ2UvanBlZ3xhRFUzTDJnMFlpODJNalE0TmpJMU5qRTRPVFEzTUM4NE1EQlhlRGd3TUVoZk1URXlOVFV4TXkweExtcHdad3xkZGM2MDJiZTM3ZDE4MzlkMzAyZTE2OTBiZDc1MmE4YzlmZmZmODE3ZDRlYzI1YmJmYWNkMzlmYWQwZWU1YWVi,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051036,894066,41890109015,HELICOIL,"HELIC ASSORTMENT M10X1,25X15","Juego de roscas HELICOIL M10 x 1,25 x15 - 10 unidades",19.36,16.00,12.80,41890109015,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,97,29,79,88,14,,,,,,,https://api.mybihr.com/medias/1051036-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhR1ZqTDJnek1DODRPVEF5TWpZeE9UTXlNRFl5THpFd05URXdNell0TVY4NE1EQlhlRGd3TUVnfGZlOWNmYmYzZTMyZTExNjk0ODZhMjU0Yjg0Yzc0ZTFmMTI4ODhhMTQxMzQ3NGQxNTFkYjcyOGUyOGVhMjg5YzY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051052,894007,41890149008,HELICOIL,"HELIC ASSORTMENT M14X1,25X8,4","Juego de roscas HELICOIL M14 x 1,25 x 8,4 - 10 unidades",29.04,24.00,19.20,41890149008,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,62,20,114,78,7,,,,,,,https://api.mybihr.com/medias/1051052-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhREU1TDJnM01TODRPVE01TlRVME1EUTFPVGd5THpFd05URXdOVEl0TVY4NE1EQlhlRGd3TUVnfGQ5ZDlmM2RhM2E2MzI2MjE0ODFlODBhNGY5OGJhODk0OTM2NDM0OGQyNjNhYzViZjM4ZWRjMzMxYWE0MDgwZGE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051054,894009,41890149016,HELICOIL,"HELIC ASSORTMENT M14X1,25X16,4","Juego de roscas HELICOIL M14 x 1,25 x 6,4 - 10 unidades",29.04,24.00,19.20,41890149016,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,210,38,140,75,20,,,,,,,https://api.mybihr.com/medias/1051054-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFU0TDJobE9TODRPRFkzTmpNM05qa3dNems0THpFd05URXdOVFF0TVY4NE1EQlhlRGd3TUVnfDlkZDFiMzQwN2UwMWE5MTVlMzZlYjBmNWFjNDI3NmFjMDA2ZmRmMjM2MzQ5MDlhNTg5YWZlMmUxZjg5MzllZDg,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051019,894023,41890060006,HELICOIL,"HELIC ASSORTMENT M6X1,00X6","Juego de roscas HELICOIL 10uds / M6 x 1,00 x 6",26.62,22.00,17.60,41890060006,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,70,12,134,75,7,,,,,,,https://api.mybihr.com/medias/1051019-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR0prTDJnek55ODRPVEF5TWpZeE56TTFORFUwTHpFd05URXdNVGt0TVY4NE1EQlhlRGd3TUVnfDc0ZmMyODRiNWViNjNjMGI5NDM2MzM3ODhmNjU4Yzk1M2I2MjhiYTlmZWIxYzNlMTU4ODY5Yjk1OTdjOTgyZDA,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051017,894022,41890050010,HELICOIL,"HELIC ASSORTMENT M5X0,80X10","Juego de roscas HELICOIL 10uds / M5 x 0,80 x 10",20.70,17.11,13.69,41890050010,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,99,12,127,78,10,,,,,,,https://api.mybihr.com/medias/1051017-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR00zTDJnMk1DODRPRFkzTmpJek1UUXhOREEyTHpFd05URXdNVGN0TVY4NE1EQlhlRGd3TUVnfGY3ZjY1NDIxN2MyYzAzYzQwYjhhMmEwMGVlMmQ4NDM5ZTk2M2U1MzM1MTU2MmYzYzMxNTU2MTg3YTQ4YTUzYWE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050986,891626,22161130080,HELICOIL,HELIC BOX RIVETS BOX OF 500PCS 3X8,Remaches cabeza ancha BÖLLHOFF 500uds /3x8,30.82,25.47,20.38,22161130080,1,8308900090,0,1,Kit de 500 remaches de cabeza plana en aluminio.,Kit de 500 remaches de cabeza plana en aluminio.,TOOLING & WS,TOOLING,TOOLING GENERAL,1463,553,125,130,90,,,,,,,https://api.mybihr.com/medias/1050986-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIyMzV8aW1hZ2UvanBlZ3xhRGcyTDJnMU5DODRPVE01TlRVeU5EY3pNVEU0THpFd05UQTVPRFl0TVY4NE1EQlhlRGd3TUVnfDMzM2Q2MzEzMGRkZWZhNTYyZDkxNDhlYTdkMGNmNmU3NWNiNWUzN2E5ZGRkMjNlZGYxNDljOGI4ZWVhYTEyODM,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050990,891907,22502000501,HELICOIL,HELIC RIVETER KIT Ø3 Ø4MM,Remachadora manual BÖLLHOFF,77.44,64.00,51.20,000009301,1,8205598000,0,1,"Kit de remachadora + accesorios y surtido de remaches de aluminio (alrededor de 600). Contiene:			Remachadora con 4 boquillas de diámetro: 2,4 a 5 mm Remaches de aluminio con cabeza estándar: 3x6 - 3x8 - 4x8 - 4x10 - 4x12 mm Remaches de aluminio con cabeza ancha: 4x10 mm""""""""","Kit de remachadora + accesorios y surtido de remaches de aluminio (alrededor de 600). Contiene:			Remachadora con 4 boquillas de diámetro: 2,4 a 5 mm Remaches de aluminio con cabeza estándar: 3x6 - 3x8 - 4x8 - 4x10 - 4x12 mm Remaches de aluminio con cabeza ancha: 4x10 mm""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,4278,1937,345,248,50,,,,,,,https://api.mybihr.com/medias/1050990-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4MDd8aW1hZ2UvanBlZ3xhRGsyTDJnNVlTODRPVEF5TWpZd09UUTVNREl5THpFd05UQTVPVEF0TVY4NE1EQlhlRGd3TUVnfGM0ZmQxODc2ZjdjMTg4MWNmYTBiYjA5Y2RlMWRlOWIyZTlkNDQwM2ZmMmU0NDBhMzUxMTAwZTRkNjYyNmI4N2I,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050991,894035,23511900502,HELICOIL,"HELIC BLIND NUTS FLAT HEAD ØM4, M5, M6",Maleta de tuercas remachables BÖLLHOFF RIVKLE,201.53,166.55,133.24,23511900502,0,8205598000,0,1,"Kit de remachadora + accesorios y surtido de remaches ciegos de acero (alrededor de 60). El kit incluye: 			Remachadora con 4 boquillas de diámetro: M3 - M4 - M5 - M6 Remaches ciegos de acero con cabeza avellanada: M4, M5 y M6","Kit de remachadora + accesorios y surtido de remaches ciegos de acero (alrededor de 60). El kit incluye: 			Remachadora con 4 boquillas de diámetro: M3 - M4 - M5 - M6 Remaches ciegos de acero con cabeza avellanada: M4, M5 y M6",TOOLING & WS,TOOLING,TOOLING GENERAL,4649,1760,345,245,55,,,,,,,https://api.mybihr.com/medias/1050991-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAzNzk1fGltYWdlL2pwZWd8YURkaUwyZzJPQzg0T0RZM05qRXpNekV4TURBMkx6RXdOVEE1T1RFdE1WODRNREJYZURnd01FZ3xjODhmMWIzYTZkMzNlZWFmMDMxYjNmMDRkNzEzOGI2NGMxMTIwYzQxMmQ4MDJjNjdjOGQzZjM1NDliNTViM2Mx,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050996,894052,41851080000,HELICOIL,"HELIC REPAIR KIT M8X1,25","Kit de reparación de roscas HELICOIL Helicoil Plus M8 x 1,25",119.79,99.00,79.20,894052,1,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,1409,390,182,172,45,,,,,,,https://api.mybihr.com/medias/1050996-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR1prTDJnMFlTODRPVEkzTmpJNU16YzNOVFkyTHpFd05UQTVPVFl0TVY4NE1EQlhlRGd3TUVnfDJmMGJmYjg4MTlmMWUyYTIwNDFlN2QwNmM2Y2Y5MzEzOTQxNDRlODI0ZDUxNjRhMTE1N2EzMjMxMGYzMTU5Y2U,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050999,894053,41851103000,HELICOIL,HELIC REPAIR KIT M10X1,Kit de reparación de roscas HELICOIL Helicoil Plus M10 x 1,151.25,125.00,100.00,41851103000,1,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,3367,569,258,251,52,,,,,,,https://api.mybihr.com/medias/1050999-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR0V5TDJnNU1TODRPRGMwTXprNU5qWXlNVEV3THpFd05UQTVPVGt0TVY4NE1EQlhlRGd3TUVnfDIzYWQ3MjVjNjVkOWIxNTczNDhkZTE2MmYwYjExNzIzMmRmYjBlMjgzNTg0NmY3YmM5ZTcxYWRlNDFmOTNlNzE,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051000,894054,41851109000,HELICOIL,"HELIC REPAIR KIT M10X1,25","Kit de reparación de roscas HELICOIL Helicoil Plus M10 x 1,25",123.73,102.26,81.81,41851109000,2,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2922,596,252,223,52,,,,,,,https://api.mybihr.com/medias/1051000-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR0U0TDJoak55ODRPVEV3TXpjMU9UYzJPVGt3THpFd05URXdNREF0TVY4NE1EQlhlRGd3TUVnfDJkZmYyMTc1Y2U3Y2UwMmQzZGJiMmI4MmIyY2Y2ZTVhMGQyYTY0MmEwNzk0N2Y0MzkxNTlkYzEwOTY2YTgyMDQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051001,894061,41851120000,HELICOIL,"HELIC REPAIR KIT M12X1,75","Kit de reparación de roscas HELICOIL Helicoil Plus M12 x 1,75",135.52,112.00,89.60,41851120000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,3289,587,252,58,225,,,,,,,https://api.mybihr.com/medias/1051001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR0l3TDJoa01TODRPVFV6T0RZeU16ZzVOemt3THpFd05URXdNREV0TVY4NE1EQlhlRGd3TUVnfGMyMjZjZmQzNDUxNTMwZGVhOWM1OTUwZDMzYTEwYzU1YzU0Yjg0YTFjMDkzNmU3ZWE2N2ExOGJkMjdjZWQ2NzI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051002,894057,41851124000,HELICOIL,"HELIC REPAIR KIT M12X1,5","Kit de reparación de roscas HELICOIL Helicoil Plus M12 x 1,5",129.80,107.27,85.82,41851124000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2779,706,247,225,50,,,,,,,https://api.mybihr.com/medias/1051002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhRGd3TDJoa09DODRPVFV6T0RZeU5UZzJNems0THpFd05URXdNREl0TVY4NE1EQlhlRGd3TUVnfGEyNWJkZTIwNjQxMmM2MmVhMjUwYmY3ZWY1Y2MxYzgwZmVkZDk1ZjNlMjM3NjgyYzIwMGY1Y2ViYzQzYTcwOTM,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051003,894056,41851129000,HELICOIL,"HELIC REPAIR KIT M12X1,25","Kit de reparación de roscas HELICOIL Helicoil Plus M12 x 1,25",184.46,152.45,121.96,41851129000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2948,683,252,225,52,,,,,,,https://api.mybihr.com/medias/1051003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhRFk0TDJneFl5ODRPVE0xTVRnM016UTVOVE0wTHpFd05URXdNRE10TVY4NE1EQlhlRGd3TUVnfDJmY2NiN2U3OWNkZGYxMzM0Yjc2ZDc4NzQ2ZGE1NWNiNTg3NzE5OGFiZjE2NmUwYTBiYzM3YmFlOTU0NTRkYmY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051006,894059,41851164000,HELICOIL,"HELIC REPAIR KIT M16X1,5","Kit de reparación de roscas HELICOIL Helicoil Plus M16 x 1,5",181.45,149.96,119.97,41851164000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,2934,811,223,253,52,,,,,,,https://api.mybihr.com/medias/1051006-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhR05sTDJnMU1TODRPVEkzTmpJNU5UYzBNVGMwTHpFd05URXdNRFl0TVY4NE1EQlhlRGd3TUVnfDY3YjY2YTkwMDZkNjAzZjc0ZjhkY2JmYjcyNWEyNmQ3MDAyNWE0ZTk0ZGExYmI5ZWJiMmM4NDRiNWExNmRiOWI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051014,89215010,41890040006,HELICOIL,"HELIC ASSORTMENT M4X0,70X6","Juego de roscas HELICOIL 20uds / M4 x 0,70 x 6",15.16,12.53,10.02,41890040006,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,67,12,118,81,7,,,,,,,https://api.mybihr.com/medias/1051014-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFJrTDJoa1l5ODRPVEV3TXpjMk5UWTJPREUwTHpFd05URXdNVFF0TVY4NE1EQlhlRGd3TUVnfDNlMWY5NGZkNDJkMTFkMzcwZDczZDI2Y2JhOTY5MjBlOWJhMjQ4NmU4Y2M2NDMyYTg3MzcwNzRlMTUyYzViMmY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051016,894020,41890050005,HELICOIL,"HELIC ASSORTMENT M5X0,80X5","Juego de roscas HELICOIL 10uds / M5 x 0,80 x 5",21.78,18.00,14.40,41890050005,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,62,7,114,78,7,,,,,,,https://api.mybihr.com/medias/1051016-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGRrTDJoa05TODRPVEV3TXpjMk56WXpOREl5THpFd05URXdNVFl0TVY4NE1EQlhlRGd3TUVnfDQwOGZlZWMxMDk4MDZhZjk0ODEzZWFhYzdmMTZjNTNlMzljMjg0ZmM2ZDQzZWViZjA3NWMwYjg0MGNhNWE0NWQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051022,894026,41890080008,HELICOIL,"HELIC ASSORTMENT M8X1,25X8","Juego de roscas HELICOIL 10uds / M8 x 1,25 x 8",27.83,23.00,18.40,894026,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,71,9,130,78,7,,,,,,,https://api.mybihr.com/medias/1051022-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR0kxTDJnNVlTODRPVFEyTURZek9UQXdOekF5THpFd05URXdNakl0TVY4NE1EQlhlRGd3TUVnfDIxMTY0OGUzNDkzNzg2NmJkMGJlY2I2OTI5YjliYzEyZGJmMGU1YWY2N2IzMDcwYjFkNjAxYjcwZjk4YmQ5ZTk,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
