PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Longitud (mm),Longitud de rosca,Rango de uso,Rosca (mm),Picture1,AllPicturesZIP,DeliveryPlant
1051023,894027,41890080012,HELICOIL,"HELIC ASSORTMENT M8X1,25X12","Juego de roscas HELICOIL 10uds / M8 x 1,25 x 12",23.74,19.62,15.70,41890080012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,128,17,142,75,12,,,,,,,https://api.mybihr.com/medias/1051023-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR05sTDJobE5pODRPVFEyTURZME1EazNNekV3THpFd05URXdNak10TVY4NE1EQlhlRGd3TUVnfDZlZjc5ZGQ0ODAyOGNiZTZmZjljZDQ3ZDVmMjY4ZGM4ZjZkYTkwY2NkOTE3ZGU0ZjNlZDAyNzc3N2U2YTA5NDQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051025,89215013,41890083008,HELICOIL,"HELIC ASSORTMENT M8X1,00X8","Juego de roscas HELICOIL 10uds / M8 x 1,00 x 8",15.16,12.53,10.02,89215013,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,111,13,114,81,12,,,,,,,https://api.mybihr.com/medias/1051025-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhREl3TDJoaFpDODRPRGMwTkRBd05EUTROVFF5THpFd05URXdNalV0TVY4NE1EQlhlRGd3TUVnfDQyYTMyN2FhMTg5YTY1ZjUzMDRjZTFlYmQ1ZmU2OTQ1YzkxMTMyNWMyNGM4NGVhMzFjODEyMGZhNjFlNThmMDA,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051026,89215014,41890083012,HELICOIL,"HELIC ASSORTMENT M8X1,00X12","Juego de roscas HELICOIL 10uds / M8 x 1,00 x 12",15.16,12.53,10.02,41890083012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,105,20,112,78,12,,,,,,,https://api.mybihr.com/medias/1051026-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFJsTDJneE1pODRPVEkwT0RnMU1USXpNVEF5THpFd05URXdNall0TVY4NE1EQlhlRGd3TUVnfDY1M2NkM2Y0YTk1MzYxZGRjMGZlYjkyNjUxM2M3MjY2MjlhNzM0NDE0YzkyYmVmNDgwNDg4ODIyZmRiYjNmYTU,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051028,894029,41890100010,HELICOIL,"HELIC ASSORTMENT M10X1,50X10","Juego de roscas HELICOIL 10uds / M10 x 1,50 x10",20.13,16.64,13.31,41890100010,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,150,18,133,75,15,,,,,,,https://api.mybihr.com/medias/1051028-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFl6TDJoaE5DODRPVEkzTmpNd01UWXpPVGs0THpFd05URXdNamd0TVY4NE1EQlhlRGd3TUVnfGRlMTJkNjA1NTdmNWMyOGM3OWQ3ODlmMzUzZjQxM2Q2MDRiNmFhN2RhMmUxOTQyYjg4OTQ5YWNhNGNlZTA3Yjc,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051044,894004,41890129012,HELICOIL,"HELIC ASSORTMENT M12X1,25X12","Juego de roscas HELICOIL M12 x 1,25 x 12 - 10 unidades",26.62,22.00,17.60,41890129012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,166,24,130,75,17,,,,,,,https://api.mybihr.com/medias/1051044-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhREJsTDJobE5pODRPVFV6T0RZeU9UYzVOakUwTHpFd05URXdORFF0TVY4NE1EQlhlRGd3TUVnfDQ0OTRjODg5YzI1NzBiNzhmNTVkYTM2YmI1NmM2Y2IzMjEwYzlkNmI3OGEzZmNiYTAzMDUzM2IxOTA0N2E0Y2Q,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051024,894028,41890080016,HELICOIL,"HELIC ASSORTMENT M8X1,25X16","Juego de roscas HELICOIL 10uds / M8 x 1,25 x 16",27.83,23.00,18.40,41890080016,2,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,122,23,136,75,12,,,,,,,https://api.mybihr.com/medias/1051024-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFl5TDJoaE5pODRPRGMwTkRBd01qVXhPVE0wTHpFd05URXdNalF0TVY4NE1EQlhlRGd3TUVnfGZiZTA3YTJkOGMyYWY1ZDZjMDE3MjMwMzdjZDdiNGU1M2ZiOGNjZmM2OWE3ZjMzYTEyY2FhMzY5NTQzMzMxNDQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051027,89215015,41890083016,HELICOIL,"HELIC ASSORTMENT M8X1,00X16","Juego de roscas HELICOIL 10uds / M8 x 1,00 x 16",15.16,12.53,10.02,41890083016,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,78,19,102,76,10,,,,,,,https://api.mybihr.com/medias/1051027-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR1UyTDJnd05DODRPRFkzTmpJM01EY3pOVFkyTHpFd05URXdNamN0TVY4NE1EQlhlRGd3TUVnfDcxNjk1Njc0YzQzZTBiMzRjNDZhMjNkNWNlODExODhkZmU0YTgyNjYzNjBiZGQ0ZjRkZjQ0MmJlMDU2YTM0OWI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051029,894030,41890100015,HELICOIL,"HELIC ASSORTMENT M10X1,50X15","Juego de roscas HELICOIL 10uds / M10 x 1,50 x15",24.51,20.26,16.21,41890100015,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,140,29,124,75,15,,,,,,,https://api.mybihr.com/medias/1051029-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR000TDJnd1pTODRPVE0xTVRnM056UXlOelV3THpFd05URXdNamt0TVY4NE1EQlhlRGd3TUVnfGU4MTQ1MzNkZDE4MzEwZmRlNDRhOTBiZjViMmVhZjhhYzIwYWRlOTM1ZmI1YzhkNzJmODg5NWM5NWI5NThhNzY,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051030,894031,41890100020,HELICOIL,"HELIC ASSORTMENT M10X1,50X20","Juego de roscas HELICOIL 10uds / M10 x 1,50 x20",21.39,17.68,14.14,41890100020,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,179,42,119,75,20,,,,,,,https://api.mybihr.com/medias/1051030-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRFJrTDJnM05TODRPRFkzTmpJNE1qVXpNakUwTHpFd05URXdNekF0TVY4NE1EQlhlRGd3TUVnfDhlZDA1ZTZmMjAyNDM4MmJjMWQ1MGM2ZDYzODUxMDJlOTdlZjQ4NzNhMmM0YTJkYmJkZThhNjEyOGNlOGM2YzM,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051047,894006,41890129024,HELICOIL,"HELIC ASSORTMENT M12X1,25X24","Juego de roscas HELICOIL M12 x 1,25 x 24 - 10 unidades",29.04,24.00,19.20,4250361203305,2,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,179,48,140,75,17,,,,,,,https://api.mybihr.com/medias/1051047-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGt4TDJnNU9DODRPVFE1TXpFM09Ua3lORGM0THpFd05URXdORGN0TVY4NE1EQlhlRGd3TUVnfDEyMmM3ZjMyZGY2NmRlNGVmODUxNDlmMTcyNWU1YWMwMGQwYTU5MjliMjllMDVlNTViYzI1MjViMDE3MDM1MjA,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051048,894014,41890144014,HELICOIL,"HELIC ASSORTMENT M14X1,5X14","Juego de roscas HELICOIL M14 x 1,50 x 14 - 10 unidades",36.30,30.00,24.00,41890144014,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,194,40,126,70,22,,,,,,,https://api.mybihr.com/medias/1051048-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGxrTDJneU1pODRPVE01TlRVek9EUTVNemMwTHpFd05URXdORGd0TVY4NE1EQlhlRGd3TUVnfGJkMTI4YWM2MDE2ZjJlYTlmYzZlYTI4MDcxNTJhN2RmZjA1NjFhMzQwNjJkMGY5YTdjZjk4ZTE5MzM0ZDdiZjQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051049,894015,41890144021,HELICOIL,"HELIC ASSORTMENT M14X1,5X21","Juego de roscas HELICOIL M14 x 1,50 x 21 - 10 unidades",35.09,29.00,23.20,41890144021,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,177,58,118,75,20,,,,,,,https://api.mybihr.com/medias/1051049-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhREZqTDJneVlpODRPVEF5TWpZeU5USXhPRGcyTHpFd05URXdORGt0TVY4NE1EQlhlRGd3TUVnfDRmYjA0NjAwMTlkZjViYzNhZDI2ZGRiMDE2OGM0Mjc1ZTRiMmNkNTBiZDAzZGExZjVhY2IxMzNhYTlkZDg3NmQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051035,894065,41890109010,HELICOIL,"HELIC ASSORTMENT M10X1,25X10","Juego de roscas HELICOIL 10uds /  M10 x 1,25 x10",18.15,15.00,12.00,4250361200618,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,166,22,118,83,17,,,,,,,https://api.mybihr.com/medias/1051035-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhR1l3TDJoaU15ODRPRGMwTkRBd05qUTFNVFV3THpFd05URXdNelV0TVY4NE1EQlhlRGd3TUVnfGY1NGI5MDM2NmFiYTZmZGYxYjVjNjZlYTU4NDE0MTEzODQ5NmMxZmEzMTFiNWYyMDcwNTVjYjNmYjhmNGUwYTU,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051037,894067,41890109020,HELICOIL,"HELIC ASSORTMENT M10X1,25X20","Juego de roscas HELICOIL M10 x 1,25 x20 - 10 unidades",16.67,13.78,11.02,41890109020,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,178,37,134,78,17,,,,,,,https://api.mybihr.com/medias/1051037-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1MzV8aW1hZ2UvanBlZ3xhREJpTDJneE9TODRPVEkwT0RnMU16RTVOekV3THpFd05URXdNemN0TVY4NE1EQlhlRGd3TUVnfGM1NTU1YTM0MmNjNWNjOTdjZTNlZTIwZGUwZjNiYWU4NTFmMjNiNDZlNzQ4ZjY2MGIyMTlmMGRlODc4MjlkMmU,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051038,894032,41890120012,HELICOIL,"HELIC ASSORTMENT M12X1,75X12","Juego de roscas HELICOIL M12 x 1,75 x 12 - 10 unidades",35.09,29.00,23.20,41890120012,1,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,156,32,115,80,17,,,,,,,https://api.mybihr.com/medias/1051038-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR1JqTDJneFppODRPVEkwT0RnMU5URTJNekU0THpFd05URXdNemd0TVY4NE1EQlhlRGd3TUVnfGEzMTZjMjhlMTFiZjM0NzE1NDMxYzYzMDliOTdjYWI1YzZmYmNiMTQ0ZWJkM2ViY2QyMzgxMmI4NGQxNTYzZGI,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051039,894033,41890120018,HELICOIL,"HELIC ASSORTMENT M12X1,75X18","Juego de roscas HELICOIL M12 x 1,75 x 18 - 10 unidades",33.88,28.00,22.40,41890120018,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,177,49,118,75,20,,,,,,,https://api.mybihr.com/medias/1051039-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhR1ExTDJnNU5pODRPVEkzTmpNd05UVTNNakUwTHpFd05URXdNemt0TVY4NE1EQlhlRGd3TUVnfGUxYzRhMDg4NTE1MTdhYWUyZTQ1ZGUzYjU4ZjgyNjVkMmM5NjM4MmM0NWQ0OWFiNjdkYjUyN2NmODNhNzY4Zjg,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1051040,894034,41890120024,HELICOIL,"HELIC ASSORTMENT M12X1,75X24","Juego de roscas HELICOIL M12 x 1,75 x 24 - 10 unidades",25.25,20.87,16.70,41890120024,0,7223001900,0,1,"Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ","Rosca Helicoil® Plus, de tamaño único y longitudes diferentes. ",TOOLING & WS,TOOLING,TOOLING GENERAL,147,67,115,75,17,,,,,,,https://api.mybihr.com/medias/1051040-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjAyMzh8aW1hZ2UvanBlZ3xhRGRpTDJneFpDODRPVEF5TWpZeU1USTROamN3THpFd05URXdOREF0TVY4NE1EQlhlRGd3TUVnfDdmOWZmMjQ2NDc3MDNjYjgxNDg3MDg1ODJiMjM2MDQ5YjEzNjI0MmViZjI5OTZiMWY0MzE1NTllYTIyOWFiNGQ,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050992,89215004,41851030000,HELICOIL,"HELIC REPAIR KIT THREAD M3X0,50","Kit de reparación de roscas HELICOIL Helicoil Plus M3 x 0,50",59.59,49.25,39.40,41851030000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,1409,300,182,172,45,,,,,,,https://api.mybihr.com/medias/1050992-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1ODE4OHxpbWFnZS9qcGVnfGFHVmxMMmcxWVM4NE9EWTNOakV6TnpBME1qSXlMekV3TlRBNU9USXRNVjg0TURCWGVEZ3dNRWd8YTgwMGM2NzYxOTcwYTc2OWIxZmFlMDg1ZWNjZmRhZmU3Y2VkZDkxYmEwYTMyMGVhYjI5ZWJiZTMzNWNkNTljNg,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050993,89215008,41851040000,HELICOIL,"HELIC REPAIR KIT THREAD M4X0,70","Kit de reparación de roscas HELICOIL Helicoil Plus M4 x 0,70",76.76,63.44,50.75,41851040000,0,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,1409,310,182,172,45,,,,,,,https://api.mybihr.com/medias/1050993-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzUzNTEyfGltYWdlL2pwZWd8YURRM0wyZzFOeTg0T1RJME9EZzBNVFF3TURZeUx6RXdOVEE1T1RNdE1WODRNREJYZURnd01FZ3w5OTI1YzljNGIzMTVmY2ViMzgxY2Q4ZjAyYjEwZGNiNDVjZDhiMmE5MWU4NTE5MDRlMDAzNTlmMjhkM2QzZjgx,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
1050995,894051,41851060000,HELICOIL,HELIC REPAIR KIT M6X1,Kit de reparación de roscas HELICOIL Helicoil Plus M6 x 1,104.04,85.98,68.78,41851060000,1,7223001900,0,1,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,Kit de reparación de roscados ISO de tamaño único. Contiene:			Roscas Helicoil® Plus en 3 longitudes distintas Broca (hasta M12 y macho combinado a partir de M14) Macho HSS manual (combinado a partir de M14) Útil para enroscar Rompedor (hasta M12)		Roscas de recambio disponibles en bolsas de 10-20 unidades.,TOOLING & WS,TOOLING,TOOLING GENERAL,1269,323,181,163,43,,,,,,,https://api.mybihr.com/medias/1050995-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzEzNjN8aW1hZ2UvanBlZ3xhRFJoTDJnME5TODRPVEF5TWpZeE16UXlNak00THpFd05UQTVPVFV0TVY4NE1EQlhlRGd3TUVnfDU4M2VjMWMyNmIxOWJlN2RmNmI1NGMzM2U4NmUwMDM0OGVkYzdkM2Y0MGM2MmMwYjc0YTVjYjQ3NDAwMzkxZjc,https://static.bihr.pro/eBihr/Pictures/HELICOIL-pictures.zip,Spain Warehouse (Parts)
