PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,DeliveryPlant
8006944,8006944,CA000007,SUOMY,SUOMY HELMET DISPLAY (FOR 15 HELMETS),Expositor de cascos Suomy (Capacidad 15 cascos),299.00,247.11,55.00,CA000007,4,9403700000,0,1,,,RIDER GEAR,BICYCLE,BICYCLE CLOTHES,736155,14000,1845,665,600,https://api.mybihr.com/medias/8006944-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk1NzZ8aW1hZ2UvanBlZ3xhREZrTDJneU55OHhNVGt5T1RFNE56ZzBOREV5Tmk4NE1EQTJPVFEwTFRGZk9EQXdWM2c0TURCSXxjMzZlNTIxYTA4NjcxZTEzOTAyNjllMThlM2ZmNzAxYmQ2MmIwOWEwNmMzNjNmNmYxYzJhYzA3NDg2MTU4NTM4,https://static.bihr.pro/eBihr/Pictures/SUOMY-pictures.zip,Spain Warehouse (Parts)
