PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura,Anchura del neumático,Aro,Carcasa,Color,Diámetro de la llanta,Familia de neumáticos,Longitud de Válvula,Montaje,Peso (g),Tecnología,Tipo de válvula,Uso,Uso recomendado,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
9005050,90300036,1113M32352111TG,VITTORIA,VITTO TIRE MEZCAL III 29X2.10,Neumático Vittoria Mezcal III 29x2.1 rígido,25.00,20.66,10.99,8022530002226,36,4011500000,0,1,"MEZCAL<br>For dry terrain conditions.<br>Defined center-ridge tread for low rolling resistance.<br>The XCO European Champion tyre:<br>The Mezcal is the versatile all-rounder that gets you to the podium, time after time. Ride a combination of terrain? This is the choice of the pros. The Mezcal features a unique low-profile tread that is tightly spaced in the center, for low rolling resistance and durability. Countless effective edges work together to grip on a variety of terrain, while directional siping on each knob make traction in the roots and rocks. The best tires are built with the best casing and compound, the Mezcal attains the holy grail of XC tires; grip, durability, and low weight.","MEZCALFor dry terrain conditions.Defined center-ridge tread for low rolling resistance.The XCO European Champion tyre:The Mezcal is the versatile all-rounder that gets you to the podium, time after time. Ride a combination of terrain? This is the choice of the pros. The Mezcal features a unique low-profile tread that is tightly spaced in the center, for low rolling resistance and durability. Countless effective edges work together to grip on a variety of terrain, while directional siping on each knob make traction in the roots and rocks. The best tires are built with the best casing and compound, the Mezcal attains the holy grail of XC tires; grip, durability, and low weight.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,18652,860,730,730,35,,2.1,Rígido,Cubierta,Negro,29,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/9005050-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk1MTF8aW1hZ2UvanBlZ3xhREZoTDJoaVppOHhNRGc1TURBM01qQXpNVEkyTWk4NU1EQTFNRFV3TFRGZk9EQXdWM2c0TURCSXxkYzkyYmJkNTEyM2E3NGRlMjIwODMyOWMzODMyYjQxNjllZDc0OTA2YjMyMmE5ZDY4ZjRjMmQxNjQ1MTYyY2Ex,https://api.mybihr.com/medias/9005050-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTI3MDF8aW1hZ2UvanBlZ3xhR0U0TDJoall5OHhNRGc1TURBM01qUXlORFEzT0M4NU1EQTFNRFV3TFRKZk9EQXdWM2c0TURCSXxjMDY2YjMyYjAwYzI4NzNiNzM2Zjg2YzYwMmNmNWFkY2ViY2ZiNzczNTIzMmI4ODlkMjY2N2U5NDdjMTUzZWVh,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005101,90300047,11A00341,VITTORIA,VITTO TIRE E-MARTELLO 29X2.60,Neumático Vittoria e-Martello 29x2.6 E-MTB doble carcasa 4C Grafeno,63.50,52.48,28.00,8022530025232,42,4011500000,0,1,"E-MARTELLO<br>For your Enduro e-bike<br>Graphene 2.0 compound reduces rolling resistance, increasing range and battery life<br>Moto-block square knobs offers stability and durability<br>Versatile all-conditions e-Enduro tyre<br>Tackle a wide range of courses<br>e-Martello hammers home the performance you expect, while extending your ride! Looking for the one tyre to tackle a wide range of courses? This is the ticket. How does the Martello deliver this level of performance? Start with 4C Graphene compound, and top it off with a moto-inspired tread design with progressive width siping. This last part is key, and provides for a progressive feel on the effective edge, allowing for that fine-touch tactile feel that top racers expect. Whether shredding rocks, roots, or mixed terrain, e-Martello delivers!","E-MARTELLOFor your Enduro e-bikeGraphene 2.0 compound reduces rolling resistance, increasing range and battery lifeMoto-block square knobs offers stability and durabilityVersatile all-conditions e-Enduro tyreTackle a wide range of coursese-Martello hammers home the performance you expect, while extending your ride! Looking for the one tyre to tackle a wide range of courses? This is the ticket. How does the Martello deliver this level of performance? Start with 4C Graphene compound, and top it off with a moto-inspired tread design with progressive width siping. This last part is key, and provides for a progressive feel on the effective edge, allowing for that fine-touch tactile feel that top racers expect. Whether shredding rocks, roots, or mixed terrain, e-Martello delivers!",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,7176,1368,287,188,133,,2.6,Plegable,Cubierta,Negro,29,Neumáticos de bicicleta,,Tubeless Reforzado,,,,E-Bike & MTB,,https://api.mybihr.com/medias/9005101-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE1MTd8aW1hZ2UvanBlZ3xhR0kxTDJnNE1pOHhNRGc1TURVMU9EYzJOekV6TkM4NU1EQTFNVEF4TFRGZk9EQXdWM2c0TURCSXw5MWUzYTc0YjY0OGFjNWM3MzRjNjk0NDY4OWI5MmQ5ZWJiMTEzOWJlNDc2ZWNmYzA0M2QwODI1N2ZjMTVkMWY4,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005099,90300020,11A00337,VITTORIA,VITTO TIRE E-MAZZA 29X2.60,Neumático Vittoria e-Mazza 29x2.6 Enduro doble carcasa 4C G2.0,67.00,55.37,32.50,8022530025195,2,4011500000,0,1,"E-MAZZA<br>For your Enduro e-bike<br>Aggressive profile with ample sipe spacing for mixed terrain<br>Graphene 2.0 compound reduces rolling resistance, increasing range and battery life<br>Progressive sipe-width pattern provides tactile grip at the knob surface, without sacrificing speed or grip<br>Traction without limits<br>The e-bike version of the new Vittoria Mazza raises the bar on e-Enduro performance for mixed terrain! Starting with a defined center tread, the e-Mazza uses deep siping in the direction of rotation, allowing the tire to roll fast while still opposing drift. The stepped leading edge rolls like a ramp, but digs in on climbs, making e-Mazza a top choice for both front and rear use. Substantial room was designed into the center tread to provide braking traction, while also accelerating cleaning. Cornering on the e-Mazza is handled by Vittoria’s trademark progressive sipe width technology, which gives a gummy inside effective edge, but without the instability that competitors experience on the outside of the tread. e-Mazza’s generous tread depth claws into a range of terrain, and is stabilized with Vittoria’s proprietary 4C compound layering process. Four separate Graphene 2.0 compounds are layered, allowing the surface of the tread to remain tacky, while the base remains planted. This ensures each effective edge is kept in place under high cornering and braking loads, leading to reduced rolling resistance, and increased wear life.","E-MAZZAFor your Enduro e-bikeAggressive profile with ample sipe spacing for mixed terrainGraphene 2.0 compound reduces rolling resistance, increasing range and battery lifeProgressive sipe-width pattern provides tactile grip at the knob surface, without sacrificing speed or gripTraction without limitsThe e-bike version of the new Vittoria Mazza raises the bar on e-Enduro performance for mixed terrain! Starting with a defined center tread, the e-Mazza uses deep siping in the direction of rotation, allowing the tire to roll fast while still opposing drift. The stepped leading edge rolls like a ramp, but digs in on climbs, making e-Mazza a top choice for both front and rear use. Substantial room was designed into the center tread to provide braking traction, while also accelerating cleaning. Cornering on the e-Mazza is handled by Vittoria’s trademark progressive sipe width technology, which gives a gummy inside effective edge, but without the instability that competitors experience on the outside of the tread. e-Mazza’s generous tread depth claws into a range of terrain, and is stabilized with Vittoria’s proprietary 4C compound layering process. Four separate Graphene 2.0 compounds are layered, allowing the surface of the tread to remain tacky, while the base remains planted. This ensures each effective edge is kept in place under high cornering and braking loads, leading to reduced rolling resistance, and increased wear life.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,6192,1374,273,168,135,,2.6,Plegable,Cubierta,Negro,29,Neumáticos de bicicleta,,Tubeless Reforzado,,,,E-Bike & MTB,,https://api.mybihr.com/medias/9005099-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ2MTJ8aW1hZ2UvanBlZ3xhREJpTDJoaU5pOHhNRGc1TURBNU9USXlPRGN3TWk4NU1EQTFNRGs1TFRGZk9EQXdWM2c0TURCSXwxNTQzYzgyNGQxN2Q2MWU1ZGM1ODU2ZDkzYjM0ZjQ1YjNlZDgzMjczZjg2N2Y3ZWMwNzU4ZmFhMjhkMTg4ZmJl,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005483,37834,111.3S4.23.52.111TG,VITTORIA,VITTO TIRE BARZO 29 2.1 RIGID,Neumático Vittoria Barzo 29x2.1 rígido,25.00,20.66,10.99,641740220909,27,4011500000,0,1,"<p><strong>TALLA:</strong> 29x2.1</p><p><strong>TIPO:</strong> R�gida</p><p><strong>PESO:</strong> 790g<br></p><p>Neum�tico estudiado para recorridos t�cnicos, con peque�os tacos cercanos entre s�. El dibujo de la banda de rodadura, asim�trico y con forma de V, facilita el avance, la distribuci�n de la fuerza en el frenado y la limpieza de la goma.<br></p><p>� La elecci�n de los profesionales para pistas r�pidas.<br>� Neum�tico de competici�n XC con buen avance y fiable.</p>","
TALLA: 29x2.1
TIPO: R�gida
PESO: 790g
Neum�tico estudiado para recorridos t�cnicos, con peque�os tacos cercanos entre s�. El dibujo de la banda de rodadura, asim�trico y con forma de V, facilita el avance, la distribuci�n de la fuerza en el frenado y la limpieza de la goma.
� La elecci�n de los profesionales para pistas r�pidas.� Neum�tico de competici�n XC con buen avance y fiable.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,21904,68,740,740,40,,2.1,Rígido,Cubierta,Negro,29,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/9005483-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc0Nzg5fGltYWdlL2pwZWd8YURCaUwyZzRZaTg1TnpNM09URXhNamN4TkRVMEx6a3dNRFUwT0RNdE1WODRNREJYZURnd01FZ3w5N2ExZGRlMTAyODNlMWQyNWZkOWMxZmU0OTEyY2JhOGRlZDU1ZjhiZmEyN2RkODgxYmE0MzdhN2I1NWI2NzVk,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005681,61300,11A00028,VITTORIA,VITTO MEZCAL 27.5X2.1 XC-TRAIL TNT G2.0,Neumático Vittoria Mezcal III 27.5x2.1 XC-Trail flanco gris TNT G2.0,59.50,49.17,49.17,8022530017657,0,4011500000,0,1,"<p>R�pido neum�tico todo uso con un moderno taqueado totalmente actualizado, que recuerda mucho al Saguaro, pero mejorado con compuesto de Grafeno (Graphene G+ Isotech). Cresta central definida con unos poderosos tacos laterales, acentuados para conseguir mayor velocidad.</p><p>- Taqueado de cresta central redefinido para una baja resistencia a la rodadura.</p><p>- Perfil bajo, configuraci�n de tacos densamente separados.</p><p>- M�ltiple efectividad en frenada, laterales ascendentes.</p><p>- Poderosos tacos laterales.</p>","
R�pido neum�tico todo uso con un moderno taqueado totalmente actualizado, que recuerda mucho al Saguaro, pero mejorado con compuesto de Grafeno (Graphene G+ Isotech). Cresta central definida con unos poderosos tacos laterales, acentuados para conseguir mayor velocidad.
- Taqueado de cresta central redefinido para una baja resistencia a la rodadura.
- Perfil bajo, configuraci�n de tacos densamente separados.
- M�ltiple efectividad en frenada, laterales ascendentes.
- Poderosos tacos laterales.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,3859,693,246,148,106,,2.1,Plegable,Cubierta,Negro,27.5,Neumáticos de bicicleta,,Tubeless Reforzado,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/9005681-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTYzNTkwfGltYWdlL3BuZ3xhR1k1TDJnNVppOHhNRGc1TURZM05qSXdOelkwTmk4NU1EQTFOamd4TFRGZk9EQXdWM2c0TURCSXxlMjA0NDE5ZTExMDA3ODFjMDgxOTExZGM5NjU5MzQ4ZWY1NjNmMTUyNzY3YzYxYjg0NTM4NDhkZjdhYzMwODNh,https://api.mybihr.com/medias/9005681-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTI3MDF8aW1hZ2UvanBlZ3xhRFU1TDJnNU1pOHhNRGc1TURZM05qWXdNRGcyTWk4NU1EQTFOamd4TFRKZk9EQXdWM2c0TURCSXwyNTQwZTFmMTU4OGY2YTEyNzkxMmE5NzliZGFkZDFkNjAxMTgxZTQ1MGMwODZiMDVmMDZlYjgwNmEyNTI2Y2Y1,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005061,90300042,11A00067,VITTORIA,VITTO TIRE TERRENO 29X2.25,Neumático Vittoria Terreno 29x2.25 XCR flanco marrón G2.0,59.99,49.58,19.83,8022530018333,2,4011500000,0,1,"TERRENO<br>For dry terrain conditions<br>Available in both 320 TPI Corespun Cotton Tubular and TNT Clincher<br>Center “scales” are ramped, providing a fast rolling leading edge, yet sharp effective braking and cornering edges<br>Graphene compound technology<br>Made for enhanced rolling<br>Aggressive file tread, or super low-profile knob design? The Terreno bridges the gap between file treads, and traditional all-conditions treads. The key to this is the unique angled “fish scale” design, that allows the center tread to roll extremely fast, yet offer traction when loaded in cornering and braking. Add the transitional height mid and side tread, and the Terreno Dry transitions as smoothly as it rolls. From gravel grinding to medium conditions cross racing, the Terreno Dry offers consistent performance.","TERRENOFor dry terrain conditionsAvailable in both 320 TPI Corespun Cotton Tubular and TNT ClincherCenter “scales” are ramped, providing a fast rolling leading edge, yet sharp effective braking and cornering edgesGraphene compound technologyMade for enhanced rollingAggressive file tread, or super low-profile knob design? The Terreno bridges the gap between file treads, and traditional all-conditions treads. The key to this is the unique angled “fish scale” design, that allows the center tread to roll extremely fast, yet offer traction when loaded in cornering and braking. Add the transitional height mid and side tread, and the Terreno Dry transitions as smoothly as it rolls. From gravel grinding to medium conditions cross racing, the Terreno Dry offers consistent performance.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,3888,701,259,158,95,,2.25,Plegable,Cubierta,Beige,29,Neumáticos de bicicleta,,Tubeless,,,,MTB,,https://api.mybihr.com/medias/9005061-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUzMjI1fGltYWdlL3BuZ3xhRGN5TDJoaU55OHhNVEV3TmpnMU16UTROall5TWk4NU1EQTFNRFl4TFRGZk9EQXdWM2c0TURCSXw4M2UwYzFhMTNlMGZkMTE3NTc2YTQ4ZmU5ZGY2YTVhYzI3OTVhZDg0Yjc0YjI1YWU2NTJjYTA5NGE1YzVmM2Rj,https://api.mybihr.com/medias/9005061-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MTkwfGltYWdlL3BuZ3xhR1UxTDJoaE9TOHhNVEV3TmpnMU16ZzNPVGd6T0M4NU1EQTFNRFl4TFRKZk9EQXdWM2c0TURCSXw4N2UzNDQ3OWE5ZTZkYzg3NTQ1YmNmYjNiYzA0ODUzMGJhMWY3MDNiYmM0MzA5ZWVmNGRjMWY5MjA3ZmNmMGI5,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005074,90300070,11A00147,VITTORIA,VITTO TIRE RUBINO PRO 25-28,Tubular Vittoria Rubino Pro IV 28x25c G2.0,75.00,61.98,61.98,8022530019934,0,4011500000,0,1,"RUBINO PRO<br>Performance in all conditions<br>Exclusive Graphene 3C compound technology<br>Fast rolling Tubular casing construction<br>Supple yet durable casing for extended use<br>For amateur racing and training<br>Designed for intensive training, it is equally suitable for racing events. The Rubino Pro builds on the standard Rubino platform, utilizing the same exclusive 3C Graphene compound structure, long service life, puncture protection, and sharp handling traits, but substitutes a folding bead material for reduced weight. The Rubino Pro has long been a favorite for both training and racing, and with the addition of Graphene technology compounds, is more versatile than ever!","RUBINO PROPerformance in all conditionsExclusive Graphene 3C compound technologyFast rolling Tubular casing constructionSupple yet durable casing for extended useFor amateur racing and trainingDesigned for intensive training, it is equally suitable for racing events. The Rubino Pro builds on the standard Rubino platform, utilizing the same exclusive 3C Graphene compound structure, long service life, puncture protection, and sharp handling traits, but substitutes a folding bead material for reduced weight. The Rubino Pro has long been a favorite for both training and racing, and with the addition of Graphene technology compounds, is more versatile than ever!",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,658,330,470,70,20,,25,Plegable,Tubular,Negro,28,Neumáticos de bicicleta,,Tubular,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/800Wx800H-9005074-1.jpg?context=bWFzdGVyfHJvb3R8ODU5MTd8aW1hZ2UvanBlZ3xhR0l4TDJnMVpDODJOakkyTWpNMk9UY3pNRFU1TUM4NE1EQlhlRGd3TUVoZk9UQXdOVEEzTkMweExtcHdad3wwOGQ0MGViYTFmYzJjOWRiMGNmYmJhZjJiYzEwYTk2YzBhNDMwOTY1MjZhOGUxMTMzODc0NzE5OWE1NDI5MGZl,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005110,99900008,1415SF2518777BK,VITTORIA,VITTO RIM TAPE HP SPECIAL 28 18MM 25PC,Set de 25 rollos de cinta fondo llanta 28 Vittoria HP Special 18mm,37.50,30.99,30.99,8022530013918,5,8714999089,0,1,"SPECIAL RIM TAPE<br>Road inner tubes protection<br>Durable rim tape, gurantee pump up to 145psi<br>Preventing spoke hole flats<br>Lightweight, high-pressure rim tape for road wheels. Great protection against spoke hole flats and easy to install. This Italian-made tape is light and thin, so it will not inhibit tire fitting. Nylon elastic material is used to ensure a snug fit without movement.","SPECIAL RIM TAPERoad inner tubes protectionDurable rim tape, gurantee pump up to 145psiPreventing spoke hole flatsLightweight, high-pressure rim tape for road wheels. Great protection against spoke hole flats and easy to install. This Italian-made tape is light and thin, so it will not inhibit tire fitting. Nylon elastic material is used to ensure a snug fit without movement.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,7600,602,190,250,160,,,,,,,,,,,,,,Carretera & Ciclocross & Ciudad & Gravel & Trekking/Touring,https://api.mybihr.com/medias/9005110-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU3MzB8aW1hZ2UvanBlZ3xhR1F3TDJnek1DOHhNRGc1TURVMk1qWTVPVEk1TkM4NU1EQTFNVEV3TFRGZk9EQXdWM2c0TURCSXxiNjlmZjRkNTNhZDM1ZGYxNjNmNzQ3YjYyMzY3NzRlYTRiZmViY2M5ZjhjMjVhYTk3MWM0ZTMyN2ZkMmE2YTc0,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Parts)
9005100,90300053,11A00340,VITTORIA,VITTO TIRE E-MARTELLO 29X2.35,Neumático Vittoria e-Martello 29x2.35 Enduro doble carcasa 4C G2.0,68.99,57.02,29.00,8022530025225,9,4011500000,0,1,"E-MARTELLO<br>For your Enduro e-bike<br>Graphene 2.0 compound reduces rolling resistance, increasing range and battery life<br>Moto-block square knobs offers stability and durability<br>Versatile all-conditions e-Enduro tyre<br>Tackle a wide range of courses<br>e-Martello hammers home the performance you expect, while extending your ride! Looking for the one tyre to tackle a wide range of courses? This is the ticket. How does the Martello deliver this level of performance? Start with 4C Graphene compound, and top it off with a moto-inspired tread design with progressive width siping. This last part is key, and provides for a progressive feel on the effective edge, allowing for that fine-touch tactile feel that top racers expect. Whether shredding rocks, roots, or mixed terrain, e-Martello delivers!","E-MARTELLOFor your Enduro e-bikeGraphene 2.0 compound reduces rolling resistance, increasing range and battery lifeMoto-block square knobs offers stability and durabilityVersatile all-conditions e-Enduro tyreTackle a wide range of coursese-Martello hammers home the performance you expect, while extending your ride! Looking for the one tyre to tackle a wide range of courses? This is the ticket. How does the Martello deliver this level of performance? Start with 4C Graphene compound, and top it off with a moto-inspired tread design with progressive width siping. This last part is key, and provides for a progressive feel on the effective edge, allowing for that fine-touch tactile feel that top racers expect. Whether shredding rocks, roots, or mixed terrain, e-Martello delivers!",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,5571,1246,272,160,128,,2.35,Plegable,Cubierta,Negro,29,Neumáticos de bicicleta,,Tubeless Reforzado,,,,MTB,,https://api.mybihr.com/medias/9005100-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE1MTd8aW1hZ2UvanBlZ3xhRFF6TDJnNU1DOHhNRGc1TURVMU9ETTNNemt4T0M4NU1EQTFNVEF3TFRGZk9EQXdWM2c0TURCSXxhNmRiMGMwMjE5MTBhNDUzMjM4NmExYmVhYmZkMzQxYTM0NDY5YWIwNGY2YWFjYjM0MjcyODg4Nzk3YjhmOTdh,,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005073,90300034,11A00141,VITTORIA,VITTO TIRE RUBINO PRO 700X25C,Neumático Vittoria Rubino Pro IV 700x25c Tubeless G2.0,66.01,54.55,54.55,8022530019811,8,4011500000,0,1,"RUBINO PRO<br>Performance in all conditions<br>Exclusive Graphene 3C compound technology<br>Fast rolling Tubular casing construction<br>Supple yet durable casing for extended use<br>For amateur racing and training<br>Designed for intensive training, it is equally suitable for racing events. The Rubino Pro builds on the standard Rubino platform, utilizing the same exclusive 3C Graphene compound structure, long service life, puncture protection, and sharp handling traits, but substitutes a folding bead material for reduced weight. The Rubino Pro has long been a favorite for both training and racing, and with the addition of Graphene technology compounds, is more versatile than ever!","RUBINO PROPerformance in all conditionsExclusive Graphene 3C compound technologyFast rolling Tubular casing constructionSupple yet durable casing for extended useFor amateur racing and trainingDesigned for intensive training, it is equally suitable for racing events. The Rubino Pro builds on the standard Rubino platform, utilizing the same exclusive 3C Graphene compound structure, long service life, puncture protection, and sharp handling traits, but substitutes a folding bead material for reduced weight. The Rubino Pro has long been a favorite for both training and racing, and with the addition of Graphene technology compounds, is more versatile than ever!",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,2783,350,110,230,110,,25,Plegable,Cubierta,Negro,700,Neumáticos de bicicleta,,Tubeless,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/9005073-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzE0MjZ8aW1hZ2UvanBlZ3xhR1JoTDJnMk9TOHhNRGc1TURBNE5ESTROalE1TkM4NU1EQTFNRGN6TFRGZk9EQXdWM2c0TURCSXxiNGY4MTZjMTZjNDRkODc5ZGU1ZDM4NmU3NjljOTg2NmU1YzM0NGM0MTgyOTVlM2QzZjBlZThkMjZlZDQxOTlj,https://api.mybihr.com/medias/9005073-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDM2OTV8aW1hZ2UvanBlZ3xhRFk0TDJnM055OHhNRGc1TURBNE5EWTNPVGN4TUM4NU1EQTFNRGN6TFRKZk9EQXdWM2c0TURCSXxmY2MwYTc0YTg2ZWYzZjcxYmYwMDAzMGYyNmEzYjU1ZmM0OTk1Njc3OGQ0YjkxMTRlOTg0NmYzOTcxNzMyZGI3,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005395,15105,111.2U6.R1.19.111BX,VITTORIA,VITTO INNER TUBE ROAD 650X19/23-51RVC,Cámara de bici VITTORIA ROAD 650X19/23 válvula fina 51RVC,7.01,5.79,2.00,641740024309,24,4013900000,0,1,"ULTRALITE<br>Cámaras de aire ultraligeras<br>Para uso en competición:<br>Las Vittoria Ultralite son llas cámaras de butilo más ligeras de nuestra gama, diseñadas para competición y mejora de rendimiento. Fabricadas en caucho sintético para una alta elasticidad. Se extruyen con precisión utilizando solo los mejores compuestos vulcanizados, este proceso crea un espesor uniforme de 0,65 mm. Las cámaras de aire Ultralite tienen un control de calidad del 100% para proporcionar una retención de aire confiable.","ULTRALITECámaras de aire ultraligerasPara uso en competición:Las Vittoria Ultralite son llas cámaras de butilo más ligeras de nuestra gama, diseñadas para competición y mejora de rendimiento. Fabricadas en caucho sintético para una alta elasticidad. Se extruyen con precisión utilizando solo los mejores compuestos vulcanizados, este proceso crea un espesor uniforme de 0,65 mm. Las cámaras de aire Ultralite tienen un control de calidad del 100% para proporcionar una retención de aire confiable.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,168,98,80,70,30,19 - 23,,,,,650,,,,,,,,Carretera & Ciudad,https://api.mybihr.com/medias/9005395-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4ODI5fGltYWdlL3BuZ3xhRGc0TDJneU55OHhNRGc1TURVMk56UXhOemc0Tmk4NU1EQTFNemsxTFRGZk9EQXdWM2c0TURCSXxjMmIxYzgxNmQ1OWIxMDM2ODNjMDYyNjVhZWIwMzBmNmM0M2EzNmEyYmRjYjA3YTlkNmZlOWU0OWM4Nzg2MzVi,https://api.mybihr.com/medias/9005395-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU4MTB8aW1hZ2UvcG5nfGFHVTNMMmd4T1M4eE1EZzVNRFUyTnpneE1URXdNaTg1TURBMU16azFMVEpmT0RBd1YzZzRNREJJfDJmMmY0ZmFiZjQzOWViMTk5OTcxMGM5ZjI5OGFhMGFhOGRiMjcwNjUzOGJkMDIzYzA0ZWYwZDA5NDliM2U2ZGU,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
9005394,15104,111.2U6.42.19.111BX,VITTORIA,VITTO INNER TUBE ROAD 650X19/23-42MM,Cámara de bici VITTORIA ROAD 650X19/23 válvula fina 42mm,3.00,2.48,0.56,641740090304,1419,4013900000,0,1,"ULTRALITE<br>Cámaras de aire ultraligeras<br>Para uso en competición:<br>Las Vittoria Ultralite son llas cámaras de butilo más ligeras de nuestra gama, diseñadas para competición y mejora de rendimiento. Fabricadas en caucho sintético para una alta elasticidad. Se extruyen con precisión utilizando solo los mejores compuestos vulcanizados, este proceso crea un espesor uniforme de 0,65 mm. Las cámaras de aire Ultralite tienen un control de calidad del 100% para proporcionar una retención de aire confiable.","ULTRALITECámaras de aire ultraligerasPara uso en competición:Las Vittoria Ultralite son llas cámaras de butilo más ligeras de nuestra gama, diseñadas para competición y mejora de rendimiento. Fabricadas en caucho sintético para una alta elasticidad. Se extruyen con precisión utilizando solo los mejores compuestos vulcanizados, este proceso crea un espesor uniforme de 0,65 mm. Las cámaras de aire Ultralite tienen un control de calidad del 100% para proporcionar una retención de aire confiable.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,216,98,80,90,30,19 - 23,,,,,650,,,,,,,,Carretera & Ciudad,https://api.mybihr.com/medias/9005394-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4ODI5fGltYWdlL3BuZ3xhRFJtTDJnNFlTOHhNRGc1TURVMk5qWXpNVFExTkM4NU1EQTFNemswTFRGZk9EQXdWM2c0TURCSXwyMTAwMTIxZGYyNzViNzczMGJlMjE5MDI1MjZjZmFkZWEwYTA0ZDAwYzhhZjQwOTExZjEyZDljMDhjNjIwZmIz,https://api.mybihr.com/medias/9005394-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTgyNDR8aW1hZ2UvcG5nfGFERTJMMmd6TlM4eE1EZzVNRFUyTnpBeU5EWTNNQzg1TURBMU16azBMVEpmT0RBd1YzZzRNREJJfGIxMDk4NTBhODYyZjUyNjMyMDAxZGU0YmRkNzllMmNiM2UzYTMwZTE1YWEzMzQzMmFiZTdjMWYwNDc2NjAzNzI,,,,https://static.bihr.pro/eBihr/Pictures/VITTORIA-pictures.zip,Spain Warehouse (Tires)
